POA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA6023,194,320,527,942,930,689,255,15,4,3877,0,3,0,3,0,0,0,0,0,11,0,3,26,24,20,4,0,0,0,77,7,4,7,21,25,17,6,0,0,84,0,0,11,9,3,4,0,0,0,30,0,3,16,27,28,18,0,0,0,92,0,3,10,7,10,9,3,0,0,36,75,67,34,43,71,61,21,0,0,371,79,40,28,11,17,10,3,0,0,187,0,3,9,12,10,4,7,0,0,41,6,8,3,5,3,3,3,0,0,29,0,5,24,37,36,30,7,0,0,132,0,0,13,16,8,16,4,0,0,62,5,18,45,70,84,41,18,0,0,282,7,11,16,28,27,17,7,0,0,108,0,11,34,53,60,52,15,0,0,217,8,25,63,176,198,192,30,0,0,689,12,52,106,173,229,170,30,0,0,768,12,9,8,14,15,11,0,0,0,70,11,10,29,45,34,19,6,0,0,148
POA6024,157,249,778,811,709,536,197,13,0,3452,0,0,0,0,0,0,0,0,0,6,0,0,22,29,10,5,3,0,0,70,14,6,10,24,18,8,4,0,0,83,0,0,11,4,3,3,0,0,0,25,0,5,31,22,17,17,3,0,0,96,3,7,5,11,10,12,3,0,0,46,51,40,44,52,52,47,26,0,0,322,49,30,21,17,21,15,3,0,0,155,0,3,14,17,10,5,0,0,0,52,6,3,3,0,8,3,4,0,0,28,0,4,29,21,31,14,0,0,0,97,0,5,20,17,11,8,4,0,0,64,0,11,56,53,43,22,14,0,0,204,0,12,32,34,18,17,3,0,0,115,0,3,55,59,68,32,6,0,0,221,3,27,90,129,124,117,21,0,0,519,12,36,150,162,162,152,47,0,0,720,0,5,10,12,8,4,3,0,0,48,3,15,17,31,32,20,8,0,0,121
POA6025,375,662,1614,1745,1793,1361,392,30,3,7969,3,0,5,5,6,4,4,0,0,25,0,9,50,22,24,9,3,0,0,120,21,4,26,31,60,36,4,0,0,180,0,3,10,11,11,0,0,0,0,30,7,27,64,67,78,42,9,0,0,287,4,17,27,31,33,19,8,0,0,152,120,167,122,107,129,136,25,0,0,805,181,82,74,40,42,48,6,0,0,468,5,9,23,30,22,25,3,0,0,112,3,3,21,14,8,15,3,0,0,69,0,13,65,72,77,52,5,0,0,277,0,12,42,32,39,24,10,3,0,156,5,46,120,129,114,63,22,0,0,505,7,19,42,51,58,49,9,0,0,237,0,22,73,122,112,94,13,0,0,444,20,70,167,285,351,257,44,0,0,1198,18,135,287,292,379,327,84,3,0,1523,10,17,29,24,18,17,4,0,0,118,8,31,69,58,47,41,11,0,0,271
POA6026,355,533,827,1180,1376,1323,285,21,0,5896,0,0,0,3,9,6,3,0,0,20,0,3,32,22,18,4,0,0,0,80,15,8,14,32,38,37,0,0,0,147,0,0,7,13,11,3,0,0,0,39,4,16,31,43,52,31,0,0,0,179,3,0,14,14,20,25,0,0,0,81,158,116,61,92,125,130,22,0,0,702,106,70,28,20,31,30,4,0,0,294,0,4,3,15,14,19,5,0,0,63,4,7,6,3,7,12,4,0,0,51,0,14,43,59,74,48,5,0,0,239,3,10,9,19,23,25,7,0,0,98,7,34,76,94,101,52,6,3,0,367,8,4,15,26,42,41,13,0,0,151,4,15,57,86,98,100,12,0,0,370,20,53,100,217,332,238,39,3,0,998,25,81,170,224,305,283,61,0,0,1150,12,6,21,16,26,22,0,0,0,104,13,27,37,24,57,45,13,0,0,212
POA6027,603,1129,2347,2219,2503,1990,442,34,4,11277,0,0,9,6,10,11,0,3,0,40,0,3,55,44,38,21,0,0,0,161,30,21,36,45,72,47,9,0,0,263,0,0,21,19,21,13,0,0,0,70,16,25,100,113,95,55,10,0,0,414,7,17,30,29,57,36,7,0,0,181,221,242,193,166,245,193,25,7,0,1281,250,164,117,68,62,50,3,0,0,713,3,17,27,25,41,27,4,0,0,141,8,18,16,14,15,12,0,0,0,80,5,17,84,84,103,66,9,0,0,365,4,23,52,39,56,31,7,0,0,216,11,42,144,166,136,93,29,3,0,626,8,44,76,85,97,68,20,3,0,399,5,25,121,126,189,143,16,0,0,622,25,79,255,397,496,328,45,3,0,1629,43,203,408,405,587,518,101,0,0,2255,28,28,26,32,38,16,9,0,0,177,32,47,125,71,86,47,10,0,0,420
POA6028,443,656,817,1330,1874,1044,153,13,0,6332,0,3,3,4,6,3,0,0,0,23,0,0,23,31,34,3,0,0,0,85,19,3,15,26,45,30,4,0,0,138,0,0,15,13,15,9,0,0,0,45,5,14,41,70,75,28,0,0,0,232,0,7,15,26,42,10,0,0,0,95,178,162,79,109,186,104,16,0,0,835,176,97,40,33,30,19,5,0,0,402,3,7,15,15,17,13,0,0,0,74,7,19,10,12,13,7,3,0,0,72,0,19,33,62,80,35,3,0,0,235,3,15,10,21,39,18,6,0,0,113,6,41,68,101,113,36,10,0,0,371,4,16,21,57,56,21,5,0,0,176,3,15,44,100,130,48,3,0,0,349,22,56,101,230,326,120,6,3,0,857,27,115,158,253,425,210,30,0,0,1225,20,24,4,19,24,9,0,0,0,98,17,24,36,49,74,33,6,0,0,246
POA6029,35,58,127,157,178,126,43,4,0,731,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,0,0,0,0,20,0,0,0,3,3,0,4,0,0,13,0,0,0,3,0,0,0,0,0,3,0,3,3,7,4,3,0,0,0,20,0,0,3,9,0,3,3,0,0,15,12,6,5,7,9,3,3,0,0,57,20,4,7,3,3,0,0,0,0,43,3,0,4,3,3,0,0,0,0,14,0,0,3,0,6,5,0,0,0,12,0,0,7,12,7,5,0,0,0,24,0,4,0,5,4,3,0,0,0,22,0,4,16,14,20,8,0,0,0,66,0,0,0,0,3,3,0,0,0,12,0,4,8,11,7,8,0,0,0,37,0,0,11,25,32,26,7,0,0,112,3,12,16,21,38,27,7,0,0,120,3,0,0,0,3,3,0,0,0,18,0,3,5,5,3,4,3,0,0,23
POA6030,584,1038,2026,2254,2342,1171,239,28,0,9686,3,4,19,11,14,8,7,0,0,67,3,9,37,40,30,20,0,0,0,135,20,21,37,55,63,26,3,0,0,230,0,3,23,20,14,8,0,0,0,64,3,22,71,82,78,36,4,0,0,301,3,12,26,46,44,14,3,0,0,151,217,211,217,215,267,112,14,0,0,1258,262,128,89,59,76,29,3,0,0,644,6,12,22,27,43,18,3,0,0,127,8,19,5,12,16,3,0,0,0,61,3,21,82,86,84,31,7,0,0,307,7,17,56,49,53,36,6,0,0,215,10,40,111,114,113,47,7,0,0,437,7,33,89,88,107,50,11,0,0,378,3,18,104,99,145,70,5,0,0,452,26,59,185,292,346,138,28,3,0,1069,32,179,370,453,519,277,46,0,0,1872,20,16,31,28,30,13,5,0,0,138,20,48,95,85,84,26,4,0,0,362
POA6031,224,442,1278,1098,851,383,70,8,0,4349,0,0,4,13,15,6,3,0,0,40,0,0,31,7,21,3,0,0,0,66,4,3,25,24,34,7,3,0,0,103,0,0,13,3,4,0,0,0,0,26,0,15,52,40,24,9,3,0,0,147,0,8,19,16,20,8,0,0,0,74,107,90,135,96,97,48,5,0,0,568,99,57,69,32,22,9,0,0,0,286,0,3,12,18,12,5,3,0,0,61,0,7,6,8,3,0,0,0,0,23,0,19,65,30,27,9,0,0,0,153,4,8,26,19,15,13,0,0,0,87,3,19,62,46,30,18,4,0,0,184,3,11,44,34,33,15,3,0,0,151,0,10,68,63,49,26,0,0,0,215,6,21,135,140,118,33,7,0,0,449,17,97,259,277,246,105,12,0,0,1014,3,11,21,10,3,4,0,0,0,52,11,37,62,39,33,13,0,0,0,197
POA6032,6,4,6,14,19,10,4,0,0,62,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,7,0,0,0,3,3,0,0,0,0,9,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6033,8,8,12,21,34,24,8,0,0,122,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,12,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,3,0,0,0,14,0,3,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6034,16,78,196,98,67,26,3,0,0,477,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,3,0,0,13,0,0,3,0,0,0,0,0,0,3,0,3,10,5,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,7,3,16,14,3,8,8,0,0,0,54,5,6,10,0,3,0,0,0,0,29,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,15,0,3,6,3,0,0,0,0,0,12,0,0,12,8,0,3,0,0,0,25,0,0,10,3,6,0,0,0,0,16,0,0,6,9,3,3,0,0,0,20,0,6,22,7,6,0,0,0,0,52,3,17,43,19,17,12,3,0,0,112,0,0,3,0,0,0,0,0,0,4,3,7,14,4,3,0,0,0,0,28
POA6035,88,163,486,533,448,214,55,3,0,1983,0,4,17,3,3,3,0,0,0,28,0,3,16,15,10,0,0,0,0,35,0,0,5,3,9,10,0,0,0,31,0,0,3,4,0,0,0,0,0,7,0,5,22,28,18,9,4,0,0,80,0,5,13,5,9,0,0,0,0,40,28,42,52,40,51,31,3,0,0,243,32,20,31,15,19,7,0,0,0,123,0,0,5,8,11,4,0,0,0,32,0,3,8,6,0,3,0,0,0,16,0,7,15,5,6,5,0,0,0,45,3,6,5,9,10,7,0,0,0,41,0,6,22,24,19,13,3,0,0,92,3,0,19,19,17,4,3,0,0,63,0,4,18,18,23,15,6,0,0,79,3,7,48,67,58,20,7,0,0,212,6,26,97,92,97,56,13,0,0,388,4,3,11,9,8,3,0,0,0,44,4,14,32,21,19,8,0,0,0,89
POA6036,226,378,961,973,874,291,67,11,0,3779,0,3,7,5,3,0,0,0,0,22,0,3,17,21,7,3,0,0,0,56,9,12,14,9,24,13,0,0,0,79,0,0,3,11,3,0,0,0,0,20,4,11,31,27,21,14,0,0,0,106,0,4,13,20,5,5,0,0,0,47,93,81,119,88,103,46,3,0,0,530,107,69,50,22,33,3,3,0,0,293,0,7,12,13,13,5,0,0,0,52,0,0,11,3,3,0,0,0,0,26,0,13,38,43,36,11,0,0,0,138,3,7,18,23,13,10,3,0,0,71,0,8,61,47,42,15,0,0,0,174,5,7,39,39,45,15,4,0,0,160,0,10,53,73,41,16,0,0,0,195,8,29,100,144,106,15,7,0,0,410,20,74,175,200,235,94,15,0,0,816,4,4,3,14,9,4,0,0,0,36,12,14,74,41,22,4,4,0,0,170
POA6037,32,50,128,137,168,103,25,3,0,641,0,0,11,3,3,0,0,0,0,23,0,0,3,3,4,3,0,0,0,16,0,0,5,0,3,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,7,8,7,6,0,0,0,32,0,0,0,0,3,0,0,0,0,8,9,4,14,10,16,14,0,0,0,69,16,7,3,13,12,0,0,0,0,46,0,0,4,3,4,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,0,3,3,6,3,5,0,0,0,12,0,0,3,3,7,0,0,0,0,11,0,0,5,8,3,9,0,0,0,26,0,0,5,3,5,0,0,0,0,22,0,0,3,3,10,8,0,0,0,19,0,0,12,12,17,13,3,0,0,64,0,3,22,26,25,11,6,0,0,94,0,0,0,0,0,3,0,0,0,8,0,5,6,8,12,0,0,0,0,28
POA6038,66,189,647,412,273,88,22,3,3,1694,0,0,0,0,0,0,0,0,0,7,0,3,7,5,3,0,0,0,0,24,3,0,8,7,4,0,0,0,0,25,0,0,4,0,0,0,0,0,0,5,0,12,22,18,9,3,0,0,0,64,0,11,11,0,4,4,0,0,0,32,12,47,63,33,39,18,0,0,0,217,38,27,33,15,3,4,0,0,0,122,0,3,0,3,3,0,0,0,0,13,0,0,3,3,0,0,0,0,0,5,0,8,30,11,9,0,0,0,0,64,0,5,13,8,0,3,0,0,0,26,0,7,35,10,14,0,0,0,0,68,0,7,25,19,11,3,0,0,0,65,0,7,50,22,16,6,3,0,0,99,0,19,69,50,39,19,0,0,0,188,10,44,120,109,76,25,0,0,0,373,0,3,6,4,4,0,0,0,0,17,3,19,45,7,14,0,0,0,0,86
POA6041,12,14,38,58,83,57,23,3,0,289,0,0,5,4,9,0,0,0,0,22,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,3,5,4,3,9,3,0,0,0,34,6,7,4,3,4,7,0,0,0,30,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,3,0,0,0,11,0,0,0,3,3,0,0,0,0,8,0,0,0,4,6,3,0,0,0,9,0,0,0,8,10,6,0,0,0,22,0,0,7,10,9,6,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,0,0,9
POA6042,0,0,0,3,4,9,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,6,12,13,13,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,17,14,36,47,57,63,20,6,0,260,4,10,40,4,7,7,6,0,0,75,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,3,0,0,0,0,0,0,3,3,0,4,0,3,4,0,0,0,24,0,0,3,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,3,0,0,0,4,0,0,0,0,4,4,0,0,0,5,0,0,0,4,9,8,0,0,0,23,0,0,4,0,9,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6050,120,351,991,788,845,640,195,25,6,3964,0,0,4,3,0,3,0,0,0,13,0,10,29,36,25,6,0,0,0,106,9,6,23,15,18,8,3,0,0,89,0,0,4,5,13,0,0,0,0,22,0,3,18,26,25,6,4,0,0,88,3,8,20,11,7,10,0,0,0,54,53,93,83,42,49,41,14,0,0,380,67,94,85,33,25,16,3,0,0,325,3,3,19,13,17,10,3,0,0,70,0,7,14,9,13,5,0,0,0,49,4,10,32,37,35,18,3,0,0,135,3,3,16,20,22,18,6,0,0,92,7,33,109,101,88,46,4,3,0,401,3,11,38,22,31,18,8,3,0,132,0,14,82,56,78,45,8,0,0,292,12,36,106,98,150,121,30,0,0,554,4,60,168,132,135,143,44,0,0,677,12,15,26,26,15,7,3,0,0,103,3,18,39,17,18,23,3,0,0,121
POA6051,62,305,1438,917,554,383,111,9,0,3774,0,0,4,4,0,0,0,0,0,9,0,3,61,28,16,9,0,0,0,129,0,7,27,25,10,8,0,0,0,82,0,3,7,8,7,4,0,0,0,29,3,9,36,24,15,12,3,0,0,100,0,0,13,14,15,7,0,0,0,41,17,73,113,28,35,9,4,0,0,286,39,66,135,40,9,13,0,0,0,303,0,13,33,12,14,14,0,0,0,87,0,0,17,6,3,0,3,0,0,32,0,7,59,25,17,9,3,0,0,126,0,8,23,9,4,12,6,3,0,62,0,17,126,67,49,16,7,0,0,277,3,13,53,28,19,9,3,0,0,128,0,13,111,74,59,50,4,0,0,317,3,9,121,92,63,47,11,3,0,344,7,55,246,148,89,78,26,0,0,653,0,13,31,20,8,0,0,0,0,78,0,15,46,24,14,10,0,0,0,112
POA6052,129,237,709,696,636,411,93,9,0,2912,0,0,0,0,0,0,0,0,0,3,0,0,29,31,7,3,0,0,0,76,4,4,10,13,15,9,0,0,0,50,0,0,4,5,3,0,0,0,0,19,0,5,28,22,15,10,5,0,0,85,5,0,10,9,9,3,0,0,0,47,46,59,58,43,34,27,0,0,0,275,48,37,38,27,23,9,0,0,0,184,3,3,11,14,15,4,0,0,0,47,0,10,8,15,10,6,3,0,0,55,3,3,30,27,28,15,0,0,0,103,3,3,17,14,14,14,6,0,0,63,0,12,81,87,61,29,9,0,0,271,0,9,27,19,25,17,4,0,0,97,0,8,48,76,68,38,6,0,0,240,8,19,75,92,124,78,22,3,0,414,7,45,123,101,122,98,24,0,0,520,7,15,13,10,7,3,0,0,0,58,3,9,30,20,27,19,4,0,0,111
POA6053,124,296,973,958,812,547,117,11,0,3839,0,0,0,0,0,6,0,0,0,3,0,3,55,44,19,11,0,0,0,126,3,4,32,34,18,19,0,0,0,107,0,0,17,8,9,3,0,0,0,33,0,7,23,29,16,11,0,0,0,94,0,3,16,15,7,12,4,0,0,56,38,55,61,46,49,40,3,0,0,289,52,42,64,26,26,14,3,0,0,238,0,9,26,21,15,10,4,0,0,89,0,3,12,9,3,4,0,0,0,37,0,5,29,31,23,11,4,0,0,112,0,3,17,15,18,11,0,0,0,64,5,12,73,98,68,24,9,0,0,293,0,11,31,44,32,14,7,0,0,134,3,12,75,88,92,63,8,3,0,344,10,19,110,130,143,90,17,0,0,517,14,44,189,172,152,149,25,0,0,739,8,9,20,21,16,11,0,0,0,85,3,11,37,23,37,16,0,0,0,129
POA6054,187,409,1161,1141,1085,733,197,16,0,4931,0,0,6,3,3,3,0,0,0,11,0,3,33,38,13,8,3,0,0,100,5,7,39,42,40,20,8,0,0,159,0,0,7,7,3,3,0,0,0,23,0,9,34,40,25,16,0,0,0,129,0,7,24,16,22,13,4,0,0,93,60,66,91,79,92,66,23,0,0,471,96,70,79,47,32,27,3,0,0,355,3,4,28,17,41,28,4,0,0,123,0,8,18,10,8,10,0,0,0,53,4,6,42,36,25,19,0,0,0,142,3,9,23,17,14,8,3,0,0,77,3,15,78,83,52,30,9,0,0,265,3,12,37,52,30,32,7,0,0,173,3,24,91,91,104,72,13,0,0,394,4,30,99,166,179,101,21,0,0,603,21,60,225,201,207,199,41,0,0,958,12,7,21,22,19,13,3,0,0,98,11,25,43,47,36,24,6,0,0,193
POA6055,189,516,1795,1324,1012,683,153,17,0,5702,0,0,0,3,17,5,9,0,0,36,0,14,44,37,25,4,0,0,0,121,3,9,52,36,39,19,5,0,0,161,0,8,17,6,0,4,0,0,0,36,0,9,63,43,33,20,0,0,0,174,5,6,36,18,31,17,3,0,0,114,58,98,156,90,72,63,9,0,0,552,95,58,88,50,39,17,3,0,0,349,4,19,57,53,41,26,0,0,0,203,0,10,14,3,9,0,0,0,0,36,0,18,66,36,24,8,4,0,0,159,5,15,33,15,29,10,3,0,0,107,0,22,97,95,47,21,3,0,0,285,3,11,61,49,43,33,3,0,0,206,0,12,111,99,78,52,9,0,0,353,6,44,121,132,119,91,12,0,0,521,13,92,360,235,186,119,26,0,0,1047,6,6,32,25,15,3,9,0,0,88,11,29,67,53,31,14,4,3,0,206
POA6056,481,941,2015,1862,2151,1565,415,53,3,9495,0,3,10,9,26,12,8,0,0,70,0,17,55,36,49,16,3,0,0,172,17,37,65,70,77,62,6,0,0,328,0,3,10,12,7,3,0,0,0,41,3,13,75,71,63,23,3,0,0,254,4,14,55,36,40,33,3,0,0,181,191,212,208,197,235,147,24,0,0,1213,191,111,123,86,64,51,5,3,0,625,5,46,87,76,78,57,13,3,0,359,3,6,19,10,15,7,3,0,0,65,0,27,45,38,41,25,7,0,0,189,5,20,36,26,40,27,7,3,0,169,3,33,102,92,97,43,16,0,0,394,6,29,70,65,82,51,7,3,0,315,7,43,113,128,187,124,22,0,0,623,10,48,137,220,266,217,39,4,0,952,32,139,329,348,404,355,79,4,0,1687,13,16,41,20,28,21,7,0,0,138,18,50,98,60,61,43,11,0,0,348
