region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA6358,106,91,197,74,30,104,8,27,35,4,7,11,4,0,4,90,64,154,13,24,37,4.4,0,2.6,84.9,70.3,78.2,81.1,70.3,76.1,0,0,0,0,0,0,3,12,15,3,12,15,16,9,25,117,90,207,6,15,21,101,78,179,16,22,38
POA6359,288,153,441,179,65,244,17,39,56,16,8,24,3,3,6,215,115,330,20,30,50,1.4,2.6,1.8,74.4,75.7,74.8,73.4,73.7,73.5,3,3,6,0,5,5,7,18,25,24,13,37,62,24,86,206,146,352,66,39,105,116,92,208,144,74,218
POA6365,244,215,459,152,51,203,25,70,95,8,11,19,6,7,13,191,139,330,43,79,122,3.1,5.0,3.9,78.6,63.8,71.6,76.1,60.6,68.8,3,0,3,0,3,3,13,30,43,16,18,34,42,26,68,260,252,512,39,35,74,199,180,379,83,92,175
POA6367,109,102,211,51,22,73,8,24,32,9,0,9,6,6,12,74,52,126,33,49,82,8.1,11.5,9.5,69.2,50.0,59.7,63.6,44.2,54.0,0,0,0,0,0,0,4,6,10,4,6,10,25,8,33,120,117,237,13,16,29,85,80,165,36,47,83
POA6368,84,62,146,69,16,85,5,29,34,0,3,3,3,0,3,77,48,125,7,15,22,3.9,0,2.4,91.7,76.2,85.0,88.1,76.2,83.0,0,0,0,0,3,3,6,5,11,0,8,8,7,3,10,93,77,170,3,3,6,74,50,124,20,22,42
POA6369,253,257,510,148,57,205,27,52,79,7,9,16,5,6,11,187,124,311,55,115,170,2.7,4.8,3.5,73.6,48.4,61.0,71.7,46.1,58.8,0,0,0,0,3,3,7,25,32,3,17,20,47,20,67,256,253,509,38,46,84,180,178,358,95,107,202
POA6370,224,209,433,117,32,149,21,57,78,11,7,18,9,3,12,158,99,257,52,98,150,5.7,3.0,4.7,70.9,47.6,59.6,66.8,46.2,56.8,0,0,0,0,8,8,7,9,16,12,12,24,40,29,69,239,243,482,20,20,40,175,160,335,61,75,136
POA6373,102,82,184,82,26,108,11,29,40,0,5,5,0,0,0,93,60,153,9,19,28,0,0,0,91.2,73.2,83.2,91.2,73.2,83.2,3,0,3,0,0,0,3,16,19,3,9,12,21,14,35,118,92,210,12,9,21,94,75,169,27,19,46
POA6375,343,346,689,171,80,251,37,79,116,18,25,43,11,14,25,237,198,435,89,134,223,4.6,7.1,5.7,69.1,57.1,63.0,65.9,53.0,59.4,3,0,3,0,3,3,9,32,41,8,32,40,80,41,121,329,348,677,59,55,114,234,228,462,131,150,281
POA6383,401,435,836,172,75,247,37,106,143,26,14,40,14,17,31,249,212,461,137,212,349,5.6,8.0,6.7,62.3,48.7,55.2,58.8,44.8,51.5,0,0,0,0,13,13,20,35,55,15,26,41,93,48,141,436,475,911,40,55,95,308,320,628,136,167,303
POA6386,91,90,181,53,24,77,4,27,31,4,5,9,3,3,6,64,59,123,27,24,51,4.7,5.1,4.9,68.1,67.8,68.0,64.9,64.4,64.6,0,0,0,0,3,3,3,9,12,7,10,17,16,10,26,113,113,226,8,10,18,90,87,177,23,19,42
POA6390,1185,665,1850,634,206,840,57,144,201,68,36,104,15,16,31,774,402,1176,109,199,308,1.9,4.0,2.6,65.3,60.5,63.6,64.1,58.0,61.9,18,3,21,3,10,13,74,78,152,48,52,100,327,104,431,733,581,1314,342,187,529,370,315,685,631,397,1028
POA6391,380,350,730,238,97,335,48,114,162,18,23,41,9,3,12,313,237,550,52,99,151,2.9,1.3,2.2,82.6,67.9,75.5,80.2,67.0,73.9,3,3,6,0,9,9,20,47,67,15,28,43,82,39,121,406,360,766,45,49,94,287,250,537,126,129,255
POA6392,198,183,381,114,50,164,21,48,69,13,7,20,3,0,3,151,105,256,39,68,107,2.0,0,1.2,75.9,58.0,67.4,74.4,58.0,66.6,3,3,6,0,4,4,6,21,27,3,21,24,49,19,68,209,198,407,28,25,53,157,130,287,68,76,144
POA6393,156,144,300,106,43,149,10,36,46,12,11,23,3,3,6,131,93,224,20,45,65,2.3,3.2,2.7,84.0,64.6,74.7,82.1,62.5,72.7,0,0,0,0,0,0,10,17,27,7,14,21,27,14,41,184,164,348,4,14,18,148,126,274,28,36,64
POA6394,171,150,321,108,40,148,15,44,59,7,11,18,0,3,3,130,98,228,33,52,85,0,3.1,1.3,76.9,65.3,71.5,76.9,63.3,70.5,0,0,0,0,4,4,12,24,36,8,20,28,33,20,53,190,177,367,10,14,24,154,136,290,39,40,79
POA6395,616,621,1237,308,149,457,68,144,212,42,29,71,18,12,30,436,334,770,154,262,416,4.1,3.6,3.9,70.7,53.8,62.2,67.7,51.9,59.8,3,3,6,3,3,6,28,70,98,40,44,84,124,84,208,635,667,1302,91,100,191,471,457,928,218,236,454
POA6396,159,119,278,100,34,134,10,24,34,10,9,19,3,3,6,123,70,193,20,39,59,2.4,4.3,3.1,77.4,58.8,69.4,75.5,56.3,67.3,0,0,0,0,3,3,7,16,23,17,11,28,23,14,37,148,121,269,20,19,39,98,73,171,57,51,108
POA6397,211,102,313,61,21,82,17,41,58,4,4,8,7,0,7,89,66,155,114,32,146,7.9,0,4.5,42.0,65.3,49.5,38.7,65.3,47.3,3,0,3,0,3,3,7,18,25,8,4,12,24,19,43,129,111,240,10,11,21,98,76,174,33,31,64
POA6398,225,226,451,84,42,126,30,71,101,9,7,16,5,4,9,128,124,252,84,90,174,3.9,3.2,3.6,56.9,55.1,56.0,54.7,53.3,54.0,4,5,9,3,3,6,15,24,39,10,26,36,63,23,86,236,234,470,32,39,71,173,173,346,85,91,176
POA6401,2892,3043,5935,1243,694,1937,299,663,962,121,116,237,138,92,230,1801,1565,3366,807,1206,2013,7.7,5.9,6.8,62.3,51.4,56.7,57.5,48.4,52.8,30,26,56,20,42,62,138,241,379,122,175,297,737,419,1156,2745,2852,5597,591,661,1252,1782,1836,3618,1314,1443,2757
POA6403,77,77,154,41,20,61,10,25,35,3,3,6,3,3,6,57,51,108,15,26,41,5.3,5.9,5.6,74.0,66.2,70.1,70.1,62.3,66.2,0,0,0,3,0,3,3,3,6,3,3,6,23,16,39,87,87,174,14,9,23,60,58,118,33,30,63
POA6405,111,104,215,66,26,92,7,35,42,4,0,4,3,4,7,80,65,145,27,34,61,3.8,6.2,4.8,71.4,63.7,67.8,68.8,59.8,64.5,0,0,0,0,0,0,3,8,11,8,9,17,26,15,41,124,117,241,10,9,19,89,76,165,37,41,78
POA6407,456,388,844,232,88,320,34,88,122,13,14,27,7,9,16,286,199,485,152,169,321,2.4,4.5,3.3,62.6,51.3,57.4,61.1,49.0,55.5,3,0,3,3,6,9,17,36,53,16,22,38,114,49,163,446,381,827,78,73,151,273,250,523,214,179,393
POA6409,169,125,294,69,30,99,22,31,53,7,5,12,12,0,12,110,66,176,49,47,96,10.9,0,6.8,64.7,53.2,59.9,57.6,53.2,55.8,0,0,0,0,3,3,11,15,26,4,11,15,31,13,44,188,145,333,21,16,37,130,89,219,69,54,123
POA6410,447,474,921,199,86,285,39,104,143,15,20,35,12,8,20,265,218,483,153,239,392,4.5,3.7,4.1,59.3,46.0,52.4,56.6,44.3,50.3,3,3,6,0,4,4,8,38,46,15,28,43,104,59,163,495,504,999,68,53,121,365,375,740,152,147,299
POA6413,67,57,124,45,21,66,7,14,21,5,0,5,4,0,4,61,35,96,8,21,29,6.6,0,4.2,88.4,62.5,76.8,82.6,62.5,73.6,0,0,0,0,0,0,0,13,13,3,3,6,17,4,21,65,57,122,16,8,24,51,42,93,27,21,48
POA6415,1212,1059,2271,629,300,929,92,251,343,46,37,83,41,21,62,808,609,1417,338,399,737,5.1,3.4,4.4,66.7,57.4,62.3,63.3,55.4,59.6,12,9,21,6,21,27,56,101,157,40,78,118,300,137,437,1135,1056,2191,269,211,480,695,649,1344,634,551,1185
POA6418,279,281,560,146,67,213,20,56,76,18,14,32,9,9,18,193,146,339,74,122,196,4.7,6.2,5.3,69.2,52.0,60.5,65.9,48.8,57.3,3,0,3,0,4,4,9,29,38,8,20,28,63,35,98,294,287,581,46,48,94,205,187,392,109,117,226
POA6421,93,85,178,57,24,81,8,27,35,3,3,6,0,3,3,68,57,125,23,21,44,0,5.3,2.4,72.3,68.7,70.6,72.3,65.1,68.9,3,0,3,0,3,3,4,16,20,3,3,6,15,14,29,117,106,223,4,5,9,83,72,155,25,31,56
POA6423,138,91,229,85,32,117,8,22,30,8,11,19,5,0,5,106,65,171,23,23,46,4.7,0,2.9,77.4,71.4,75.0,73.7,71.4,72.8,4,0,4,0,3,3,6,14,20,5,6,11,32,16,48,118,88,206,36,18,54,69,57,126,73,42,115
POA6425,76,55,131,56,20,76,4,19,23,4,0,4,0,0,0,64,39,103,11,14,25,0,0,0,85.3,69.6,78.6,85.3,69.6,78.6,0,0,0,0,3,3,6,6,12,0,5,5,6,5,11,83,60,143,8,9,17,70,41,111,16,22,38
POA6426,477,359,836,293,102,395,25,94,119,30,17,47,11,7,18,359,220,579,76,114,190,3.1,3.2,3.1,75.3,61.3,69.3,73.0,59.3,67.1,4,3,7,0,7,7,16,34,50,17,20,37,120,50,170,439,345,784,107,91,198,296,227,523,213,175,388
POA6429,783,473,1256,428,130,558,37,65,102,31,18,49,25,24,49,521,237,758,130,178,308,4.8,10.1,6.5,66.5,50.0,60.3,63.3,44.9,56.4,8,4,12,5,4,9,27,26,53,29,29,58,187,53,240,545,385,930,213,139,352,311,224,535,392,261,653
POA6430,9232,8342,17574,5766,3029,8795,608,1690,2298,453,354,807,230,251,481,7057,5324,12381,1044,2186,3230,3.3,4.7,3.9,76.4,63.8,70.4,73.9,60.8,67.7,181,109,290,85,157,242,650,966,1616,439,621,1060,2891,1152,4043,7849,7462,15311,2562,2334,4896,3951,3663,7614,5588,5347,10935
POA6431,240,272,512,52,27,79,40,47,87,11,13,24,0,5,5,103,92,195,125,162,287,0,5.4,2.6,43.1,33.7,38.1,43.1,31.9,37.1,3,6,9,3,3,6,8,12,20,5,5,10,11,14,25,266,303,569,35,33,68,213,248,461,74,63,137
POA6432,3179,2752,5931,1769,839,2608,210,568,778,147,106,253,115,96,211,2241,1609,3850,449,808,1257,5.1,6.0,5.5,70.5,58.4,64.9,66.9,54.9,61.3,17,10,27,8,17,25,101,155,256,55,157,212,974,407,1381,2645,2395,5040,733,703,1436,1419,1235,2654,1641,1566,3207
POA6434,50,57,107,4,6,10,6,6,12,0,0,0,0,0,0,10,12,22,37,43,80,0,0,0,20.0,21.8,21.0,20.0,21.8,21.0,0,0,0,0,3,3,3,0,3,0,0,0,7,0,7,62,65,127,3,14,17,50,51,101,10,19,29
POA6436,84,57,141,32,15,47,8,13,21,4,3,7,4,0,4,48,31,79,28,23,51,8.3,0,5.1,56.5,53.4,55.2,51.8,53.4,52.4,0,0,0,0,0,0,0,4,4,3,3,6,15,4,19,63,49,112,25,25,50,37,26,63,44,35,79
POA6437,798,269,1067,551,130,681,32,31,63,54,12,66,3,3,6,640,176,816,18,51,69,0.5,1.7,0.7,80.2,65.7,76.5,79.8,64.6,76.0,10,0,10,4,3,7,61,30,91,40,30,70,253,43,296,472,204,676,264,120,384,167,46,213,532,243,775
POA6438,673,367,1040,284,118,402,34,36,70,21,16,37,12,9,21,351,179,530,116,119,235,3.4,5.0,4.0,52.2,48.5,50.9,50.4,46.1,48.9,11,0,11,5,4,9,31,34,65,15,19,34,128,27,155,308,218,526,145,101,246,168,127,295,266,165,431
POA6440,683,281,964,409,112,521,41,36,77,54,14,68,17,5,22,521,167,688,70,82,152,3.3,3.0,3.2,76.2,59.4,71.3,73.7,57.7,69.0,8,3,11,3,0,3,43,26,69,25,15,40,228,35,263,451,207,658,206,92,298,225,107,332,408,179,587
POA6442,1040,898,1938,677,252,929,56,166,222,62,36,98,36,46,82,831,500,1331,100,316,416,4.3,9.2,6.2,80.0,55.6,68.6,76.5,50.4,64.4,7,7,14,3,8,11,26,58,84,26,46,72,333,124,457,969,880,1849,290,274,564,494,439,933,632,602,1234
POA6443,549,377,926,254,122,376,32,60,92,32,18,50,22,6,28,340,206,546,99,133,232,6.5,2.9,5.1,62.2,54.4,59.0,58.1,52.8,55.9,0,0,0,3,10,13,24,24,48,27,19,46,127,31,158,382,348,730,141,98,239,216,194,410,260,210,470
POA6445,70,49,119,57,13,70,0,23,23,3,3,6,0,0,0,60,39,99,9,11,20,0,0,0,87.0,78.0,83.2,87.0,78.0,83.2,0,0,0,0,3,3,4,4,8,3,7,10,14,8,22,80,65,145,6,4,10,67,46,113,12,13,25
POA6447,189,153,342,127,38,165,11,47,58,10,5,15,3,4,7,151,94,245,27,44,71,2.0,4.3,2.9,79.9,61.4,71.6,78.3,58.8,69.6,0,0,0,0,5,5,8,21,29,8,13,21,31,17,48,218,176,394,31,24,55,171,127,298,59,57,116
POA6448,187,179,366,84,36,120,13,41,54,11,7,18,0,5,5,108,89,197,66,80,146,0,5.6,2.5,57.8,49.7,53.8,57.8,46.9,52.5,0,0,0,0,11,11,5,12,17,4,10,14,51,20,71,186,181,367,31,28,59,113,101,214,91,95,186
POA6450,4781,4884,9665,2363,1095,3458,531,1352,1883,255,243,498,155,122,277,3304,2812,6116,1090,1778,2868,4.7,4.3,4.5,69.1,57.6,63.3,65.9,55.1,60.4,30,36,66,29,76,105,254,434,688,228,365,593,1310,726,2036,4681,4783,9464,957,1035,1992,2969,3027,5996,2245,2370,4615
POA6460,373,385,758,194,78,272,35,115,150,12,8,20,10,6,16,251,207,458,103,162,265,4.0,2.9,3.5,67.5,53.8,60.5,64.8,52.2,58.4,3,4,7,3,4,7,12,32,44,4,35,39,86,58,144,411,400,811,54,57,111,263,268,531,163,151,314
POA6461,139,150,289,67,34,101,8,36,44,4,4,8,5,4,9,84,78,162,50,69,119,6.0,5.1,5.6,60.4,51.7,55.9,56.8,49.0,52.8,0,4,4,0,3,3,6,16,22,4,9,13,35,19,54,147,165,312,17,14,31,82,92,174,65,78,143
POA6462,124,106,230,87,23,110,15,33,48,5,5,10,3,3,6,110,64,174,12,37,49,2.7,4.7,3.4,88.0,61.0,75.7,85.6,58.1,73.0,0,0,0,0,0,0,5,12,17,6,9,15,24,17,41,153,121,274,15,13,28,109,89,198,48,36,84
POA6468,89,77,166,56,23,79,6,18,24,8,5,13,0,0,0,70,46,116,15,29,44,0,0,0,78.7,59.0,69.5,78.7,59.0,69.5,0,0,0,0,3,3,3,7,10,3,3,6,17,3,20,86,89,175,17,7,24,58,63,121,34,26,60
POA6472,76,65,141,57,24,81,3,22,25,0,0,0,3,0,3,63,46,109,10,17,27,4.8,0,2.8,82.9,69.7,76.8,78.9,69.7,74.6,0,3,3,0,0,0,5,12,17,3,4,7,15,10,25,92,67,159,11,14,25,69,59,128,25,17,42
POA6475,178,154,332,104,39,143,15,32,47,6,5,11,3,3,6,128,79,207,46,71,117,2.3,3.8,2.9,71.1,51.6,62.2,69.4,49.7,60.4,0,0,0,0,3,3,5,14,19,8,7,15,35,18,53,208,171,379,16,25,41,140,110,250,63,67,130
POA6477,125,103,228,84,32,116,13,28,41,3,3,6,3,3,6,103,66,169,20,38,58,2.9,4.5,3.6,81.7,63.5,73.5,79.4,60.6,70.9,0,0,0,0,0,0,10,7,17,5,11,16,27,17,44,142,118,260,13,17,30,105,82,187,40,43,83
POA6479,209,191,400,136,59,195,17,43,60,11,13,24,0,4,4,164,119,283,40,70,110,0,3.4,1.4,78.1,62.0,70.4,78.1,59.9,69.4,3,0,3,0,3,3,3,15,18,5,15,20,44,26,70,215,198,413,30,29,59,157,147,304,73,67,140
POA6484,293,75,368,178,40,218,19,10,29,10,0,10,0,3,3,207,53,260,20,4,24,0,5.7,1.2,70.6,68.8,70.3,70.6,64.9,69.5,3,0,3,0,0,0,14,4,18,10,6,16,90,16,106,119,29,148,109,31,140,58,16,74,168,46,214
POA6485,212,209,421,96,48,144,16,42,58,6,7,13,3,3,6,121,100,221,78,91,169,2.5,3.0,2.7,56.8,48.1,52.5,55.4,46.6,51.1,0,6,6,0,0,0,12,18,30,6,7,13,39,23,62,209,206,415,36,26,62,153,152,305,73,66,139
POA6488,146,134,280,60,35,95,17,21,38,11,13,24,9,0,9,97,69,166,39,59,98,9.3,0,5.4,66.0,52.3,59.5,59.9,52.3,56.3,0,3,3,3,0,3,4,12,16,0,12,12,28,18,46,148,139,287,30,18,48,108,101,209,58,46,104
POA6490,92,84,176,44,21,65,10,22,32,3,0,3,6,0,6,63,43,106,27,37,64,9.5,0,5.7,67.7,51.8,60.2,61.3,51.8,56.8,0,3,3,0,0,0,4,8,12,3,10,13,21,6,27,98,91,189,18,6,24,65,62,127,42,36,78
POA6501,395,395,790,225,116,341,39,89,128,17,14,31,10,14,24,291,233,524,85,149,234,3.4,6.0,4.6,73.5,59.1,66.3,71.0,55.6,63.3,0,4,4,0,4,4,14,23,37,22,31,53,129,58,187,432,415,847,67,56,123,267,253,520,193,183,376
POA6502,444,421,865,180,74,254,44,112,156,20,14,34,16,10,26,260,210,470,145,186,331,6.2,4.8,5.5,58.6,49.9,54.3,55.0,47.5,51.3,3,3,6,3,3,6,23,30,53,22,38,60,112,48,160,432,423,855,66,74,140,316,309,625,160,172,332
POA6503,831,761,1592,417,177,594,91,209,300,42,40,82,19,10,29,569,436,1005,187,287,474,3.3,2.3,2.9,68.6,57.1,63.1,66.3,55.8,61.3,4,6,10,4,3,7,45,65,110,32,71,103,200,91,291,825,782,1607,119,151,270,531,479,1010,352,377,729
POA6505,120,115,235,68,27,95,10,33,43,4,5,9,0,0,0,82,65,147,30,34,64,0,0,0,68.9,57.0,63.1,68.9,57.0,63.1,0,3,3,0,3,3,8,7,15,10,11,21,22,17,39,130,117,247,5,7,12,93,87,180,35,37,72
POA6507,176,157,333,119,56,175,19,49,68,7,5,12,0,6,6,145,116,261,27,37,64,0,5.2,2.3,82.4,73.9,78.4,82.4,70.1,76.6,0,0,0,0,4,4,12,31,43,12,22,34,36,18,54,174,154,328,32,27,59,115,91,206,79,83,162
POA6509,152,104,256,105,39,144,20,29,49,5,8,13,0,0,0,130,76,206,18,26,44,0,0,0,86.1,72.4,80.5,86.1,72.4,80.5,4,0,4,0,3,3,15,21,36,9,12,21,33,16,49,142,104,246,27,29,56,106,70,176,61,47,108
POA6510,798,807,1605,437,234,671,81,196,277,32,30,62,18,10,28,568,470,1038,183,299,482,3.2,2.1,2.7,71.2,58.3,64.7,68.9,57.1,63.0,7,11,18,7,8,15,46,75,121,25,43,68,195,112,307,807,814,1621,122,159,281,525,512,1037,345,376,721
POA6511,205,182,387,62,22,84,18,50,68,8,9,17,9,0,9,97,81,178,90,94,184,9.3,0,5.1,47.1,44.5,45.9,42.7,44.5,43.6,3,3,6,0,0,0,8,15,23,7,12,19,56,17,73,194,178,372,31,30,61,145,115,260,69,82,151
POA6513,77,60,137,46,11,57,13,23,36,4,3,7,0,3,3,63,40,103,8,21,29,0,7.5,2.9,84.0,65.6,75.7,84.0,60.7,73.5,0,0,0,0,3,3,7,9,16,5,0,5,13,8,21,94,70,164,6,11,17,63,50,113,27,24,51
POA6514,276,242,518,106,42,148,17,42,59,10,7,17,10,6,16,143,97,240,109,127,236,7.0,6.2,6.7,51.4,40.2,46.2,47.8,37.8,43.2,0,4,4,0,0,0,5,11,16,9,17,26,79,26,105,250,227,477,42,45,87,169,147,316,109,107,216
POA6515,203,155,358,148,48,196,8,44,52,4,3,7,6,3,9,166,98,264,29,55,84,3.6,3.1,3.4,82.2,62.8,73.7,79.2,60.9,71.2,0,0,0,0,3,3,7,27,34,14,18,32,30,21,51,216,175,391,21,24,45,173,142,315,50,50,100
POA6516,612,569,1181,240,112,352,66,131,197,33,25,58,22,13,35,361,281,642,199,247,446,6.1,4.6,5.5,59.0,49.4,54.4,55.4,47.1,51.4,3,3,6,3,10,13,22,37,59,25,47,72,217,70,287,557,493,1050,162,167,329,320,277,597,334,335,669
POA6517,181,164,345,109,46,155,12,39,51,7,7,14,0,0,0,128,92,220,44,60,104,0,0,0,70.3,55.8,63.4,70.3,55.8,63.4,0,3,3,0,3,3,6,14,20,10,9,19,49,27,76,187,172,359,16,19,35,127,116,243,57,66,123
POA6518,51,42,93,18,11,29,3,6,9,6,0,6,3,0,3,30,17,47,15,21,36,10.0,0,6.4,57.7,40.5,50.0,51.9,40.5,46.8,0,0,0,0,0,0,0,4,4,3,0,3,13,3,16,41,41,82,13,7,20,34,33,67,19,13,32
POA6519,247,222,469,137,51,188,17,59,76,7,9,16,7,10,17,168,129,297,59,78,137,4.2,7.8,5.7,68.3,58.1,63.5,65.4,53.6,59.8,0,0,0,0,0,0,12,21,33,19,21,40,65,33,98,249,232,481,44,40,84,171,153,324,97,88,185
POA6521,153,121,274,102,45,147,13,37,50,11,3,14,5,3,8,131,88,219,19,29,48,3.8,3.4,3.7,85.6,72.7,79.9,82.4,70.2,77.0,0,3,3,0,0,0,8,21,29,7,16,23,35,16,51,165,118,283,18,24,42,134,102,236,40,37,77
POA6522,199,162,361,119,48,167,12,29,41,9,11,20,8,15,23,148,103,251,39,58,97,5.4,14.6,9.2,74.7,62.8,69.3,70.7,53.7,63.0,0,0,0,0,4,4,11,15,26,8,11,19,39,20,59,213,175,388,33,40,73,146,122,268,80,79,159
POA6525,1402,1408,2810,596,274,870,144,371,515,81,48,129,41,37,78,862,730,1592,455,622,1077,4.8,5.1,4.9,61.4,51.8,56.6,58.5,49.2,53.8,10,3,13,5,22,27,47,125,172,74,109,183,434,191,625,1442,1397,2839,244,264,508,887,839,1726,677,710,1387
POA6528,117,116,233,65,40,105,9,28,37,6,6,12,5,0,5,85,74,159,19,36,55,5.9,0,3.1,72.6,64.3,68.5,68.4,64.3,66.4,0,0,0,3,0,3,4,19,23,5,4,9,23,13,36,111,119,230,13,22,35,86,87,173,34,47,81
POA6530,12082,12669,24751,6082,3249,9331,1157,3108,4265,648,489,1137,475,420,895,8362,7266,15628,2935,4709,7644,5.7,5.8,5.7,69.2,57.4,63.1,65.3,54.0,59.5,130,131,261,80,184,264,612,1170,1782,597,962,1559,3626,1858,5484,11919,12285,24204,2680,2981,5661,7402,7588,14990,6101,6581,12682
POA6532,2468,2092,4560,1233,576,1809,199,604,803,131,91,222,68,48,116,1631,1319,2950,712,687,1399,4.2,3.6,3.9,66.1,63.0,64.7,63.4,60.8,62.2,15,8,23,12,27,39,95,208,303,98,203,301,686,312,998,2185,2103,4288,476,451,927,1389,1275,2664,1094,1091,2185
POA6535,641,594,1235,262,99,361,39,139,178,25,25,50,24,8,32,350,271,621,255,298,553,6.9,3.0,5.2,54.5,45.6,50.2,50.8,44.3,47.7,0,0,0,0,3,3,16,54,70,24,46,70,141,75,216,616,598,1214,113,96,209,461,436,897,224,216,440
POA6536,607,592,1199,213,115,328,87,166,253,44,29,73,23,11,34,367,321,688,199,241,440,6.3,3.4,4.9,60.4,54.3,57.4,56.6,52.5,54.5,4,3,7,3,4,7,30,48,78,39,50,89,210,85,295,596,571,1167,111,115,226,369,341,710,300,301,601
POA6537,289,253,542,115,75,190,34,62,96,18,10,28,10,4,14,177,151,328,98,93,191,5.6,2.6,4.3,61.5,59.7,60.6,58.0,58.1,58.0,0,5,5,0,8,8,19,22,41,15,17,32,93,48,141,258,226,484,66,60,126,161,137,298,147,133,280
POA6556,710,767,1477,383,199,582,84,235,319,27,30,57,21,15,36,515,479,994,167,258,425,4.1,3.1,3.6,72.5,62.6,67.4,69.6,60.7,64.9,7,12,19,5,18,23,39,89,128,44,63,107,253,133,386,792,817,1609,82,76,158,560,574,1134,274,283,557
POA6558,1684,324,2008,147,79,226,40,98,138,13,18,31,8,5,13,208,200,408,1440,98,1538,3.8,2.5,3.2,12.3,61.7,20.3,11.9,60.2,19.7,3,3,6,3,3,6,12,30,42,32,32,64,92,58,150,308,337,645,37,39,76,221,249,470,109,113,222
POA6560,492,503,995,232,117,349,45,113,158,24,17,41,20,26,46,321,273,594,124,193,317,6.2,9.5,7.7,65.2,54.3,59.7,61.2,49.1,55.1,0,5,5,3,6,9,12,24,36,15,27,42,141,77,218,490,548,1038,72,66,138,348,379,727,173,184,357
POA6562,443,461,904,207,121,328,39,102,141,27,22,49,16,12,28,289,257,546,123,181,304,5.5,4.7,5.1,65.1,55.7,60.3,61.5,53.1,57.2,0,5,5,0,4,4,13,30,43,25,46,71,135,76,211,467,480,947,57,62,119,294,295,589,200,213,413
POA6564,139,140,279,59,35,94,14,30,44,6,10,16,12,3,15,91,78,169,40,56,96,13.2,3.8,8.9,65.5,55.3,60.4,56.8,53.2,55.0,3,0,3,3,3,6,3,12,15,6,15,21,39,25,64,137,132,269,17,15,32,106,105,211,40,39,79
POA6566,1243,1276,2519,471,238,709,139,321,460,50,49,99,41,37,78,701,645,1346,430,553,983,5.8,5.7,5.8,56.4,50.5,53.4,53.1,47.6,50.3,23,16,39,6,22,28,65,111,176,72,118,190,355,176,531,1194,1223,2417,200,220,420,839,843,1682,465,539,1004
POA6567,145,158,303,65,42,107,12,35,47,4,5,9,5,4,9,86,86,172,56,64,120,5.8,4.7,5.2,59.3,54.8,57.0,55.9,52.2,54.0,0,4,4,3,0,3,9,16,25,11,18,29,47,22,69,166,167,333,10,17,27,119,124,243,48,51,99
POA6568,100,79,179,55,23,78,7,21,28,5,0,5,4,3,7,71,47,118,25,27,52,5.6,6.4,5.9,69.6,61.0,65.9,65.7,57.1,62.0,0,0,0,0,0,0,5,8,13,3,4,7,13,16,29,115,96,211,14,12,26,86,67,153,29,27,56
