region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA6167,8995,8512,17507,4121,2157,6278,719,1766,2485,394,323,717,363,344,707,5597,4590,10187,2620,3305,5925,6.5,7.5,6.9,62.2,53.9,58.2,58.2,49.9,54.1,80,79,159,24,74,98,402,641,1043,368,590,958,2383,1385,3768,8146,8058,16204,1759,1941,3700,4825,4691,9516,4174,4420,8594
POA6168,9744,9906,19650,4428,2095,6523,813,1921,2734,424,341,765,384,375,759,6049,4732,10781,2933,4596,7529,6.3,7.9,7.0,62.1,47.8,54.9,58.1,44.0,51.0,79,69,148,56,96,152,411,605,1016,579,672,1251,3012,1487,4499,8607,8930,17537,2139,2030,4169,5502,5791,11293,4562,4518,9080
POA6169,13417,13879,27296,6547,3199,9746,1277,3335,4612,699,499,1198,586,511,1097,9109,7544,16653,3442,5619,9061,6.4,6.8,6.6,67.9,54.4,61.0,63.5,50.7,57.0,116,127,243,96,147,243,634,1109,1743,867,1116,1983,4426,2369,6795,13084,13477,26561,2641,2817,5458,8438,8589,17027,6149,6621,12770
POA6170,2430,2488,4918,1415,729,2144,224,620,844,117,88,205,102,106,208,1858,1543,3401,393,793,1186,5.5,6.9,6.1,76.4,62.0,69.2,72.2,57.8,64.9,43,27,70,19,27,46,173,253,426,136,217,353,720,427,1147,2335,2398,4733,617,683,1300,1208,1208,2416,1476,1587,3063
POA6171,5710,5777,11487,3738,1797,5535,498,1573,2071,277,223,500,154,193,347,4667,3786,8453,761,1805,2566,3.3,5.1,4.1,81.7,65.5,73.6,79.0,62.2,70.6,72,53,125,45,98,143,416,645,1061,480,621,1101,2087,1176,3263,5341,5456,10797,2029,2136,4165,1907,1921,3828,4732,4912,9644
POA6172,5014,5267,10281,2783,1302,4085,468,1367,1835,255,182,437,210,218,428,3716,3069,6785,862,1840,2702,5.7,7.1,6.3,74.1,58.3,66.0,69.9,54.1,61.8,51,36,87,22,48,70,216,374,590,331,442,773,1623,972,2595,5242,5449,10691,1083,1132,2215,3023,3117,6140,2740,2944,5684
POA6173,3671,3638,7309,2354,1060,3414,346,1129,1475,192,150,342,89,136,225,2981,2475,5456,515,1081,1596,3.0,5.5,4.1,81.2,68.1,74.6,78.8,64.3,71.6,64,53,117,28,63,91,290,428,718,313,429,742,1258,693,1951,3857,3816,7673,1136,1134,2270,1578,1563,3141,2961,2976,5937
POA6174,836,818,1654,452,188,640,81,215,296,46,34,80,31,29,60,610,466,1076,154,292,446,5.1,6.2,5.6,73.2,56.8,65.1,69.5,53.3,61.5,10,5,15,9,15,24,47,85,132,50,65,115,278,135,413,840,830,1670,160,159,319,514,505,1019,405,415,820
POA6175,1085,1096,2181,613,276,889,125,334,459,64,41,105,28,50,78,830,701,1531,193,353,546,3.4,7.1,5.1,76.5,64.0,70.2,73.9,59.4,66.6,12,12,24,16,28,44,83,126,209,79,108,187,376,196,572,1181,1128,2309,263,261,524,684,647,1331,635,637,1272
POA6176,287,276,563,151,57,208,39,85,124,9,12,21,13,12,25,212,166,378,63,105,168,6.1,7.2,6.6,73.9,59.7,66.9,69.3,55.4,62.5,6,5,11,0,3,3,14,33,47,18,27,45,105,56,161,323,308,631,35,25,60,239,234,473,96,82,178
POA6180,1272,1302,2574,664,349,1013,126,348,474,90,54,144,50,38,88,930,789,1719,239,448,687,5.4,4.8,5.1,73.1,60.6,66.8,69.1,57.7,63.3,16,13,29,10,14,24,74,137,211,74,130,204,439,249,688,1090,1109,2199,453,487,940,377,359,736,1009,1100,2109
POA6181,202,192,394,111,51,162,22,66,88,16,7,23,4,3,7,153,127,280,35,52,87,2.6,2.4,2.5,75.4,66.1,70.9,73.4,64.6,69.1,3,3,6,3,3,6,8,21,29,13,17,30,85,36,121,230,209,439,13,14,27,167,156,323,60,56,116
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,449,404,853,236,80,316,58,114,172,24,19,43,8,12,20,326,225,551,88,140,228,2.5,5.3,3.6,72.4,55.8,64.6,70.7,52.9,62.3,4,4,8,4,0,4,13,34,47,17,23,40,147,58,205,465,404,869,54,45,99,310,281,591,173,156,329
POA6208,3850,3821,7671,1550,656,2206,358,831,1189,222,135,357,125,123,248,2255,1745,4000,1327,1866,3193,5.5,7.0,6.2,58.6,45.7,52.1,55.3,42.4,48.9,20,22,42,18,43,61,145,236,381,194,271,465,1162,568,1730,3677,3625,7302,753,874,1627,2239,2225,4464,1907,1959,3866
POA6209,803,749,1552,300,135,435,75,185,260,40,21,61,31,21,52,446,362,808,290,335,625,7.0,5.8,6.4,55.3,48.5,52.1,51.5,45.7,48.7,0,8,8,3,3,6,18,36,54,24,50,74,249,103,352,781,722,1503,104,112,216,578,534,1112,280,262,542
POA6210,23928,25938,49866,9564,4586,14150,2325,5538,7863,1046,747,1793,976,906,1882,13911,11777,25688,8157,12499,20656,7.0,7.7,7.3,58.1,45.4,51.5,54.1,41.9,47.7,279,180,459,142,280,422,1278,1951,3229,1437,2017,3454,7363,3840,11203,21760,23269,45029,5478,6081,11559,12547,13474,26021,12858,14123,26981
POA6211,2117,2196,4313,915,360,1275,222,600,822,126,66,192,78,79,157,1341,1105,2446,664,985,1649,5.8,7.1,6.4,63.3,50.3,56.7,59.6,46.7,53.1,21,24,45,17,37,54,113,175,288,144,193,337,729,337,1066,2137,2096,4233,458,502,960,1301,1285,2586,1104,1165,2269
POA6213,292,265,557,132,66,198,43,70,113,19,15,34,11,3,14,205,154,359,70,99,169,5.4,1.9,3.9,70.0,58.1,64.3,66.2,57.0,61.8,5,5,10,4,3,7,16,24,40,12,18,30,75,36,111,308,286,594,46,32,78,223,191,414,109,107,216
POA6214,146,130,276,74,32,106,10,34,44,11,3,14,3,7,10,98,76,174,36,46,82,3.1,9.2,5.7,67.1,58.0,62.8,65.1,52.7,59.2,0,0,0,0,0,0,0,11,11,9,5,14,47,23,70,156,141,297,19,20,39,107,91,198,54,57,111
POA6215,1409,1442,2851,690,255,945,113,330,443,79,56,135,44,45,89,926,686,1612,405,705,1110,4.8,6.6,5.5,65.8,47.6,56.6,62.6,44.5,53.4,12,6,18,3,14,17,47,94,141,54,86,140,460,232,692,1413,1488,2901,250,243,493,1005,1029,2034,564,599,1163
POA6218,184,177,361,65,25,90,13,27,40,8,8,16,15,6,21,101,66,167,57,90,147,14.9,9.1,12.6,54.0,37.7,46.1,46.0,34.3,40.3,0,0,0,0,0,0,0,5,5,4,7,11,51,26,77,153,155,308,35,47,82,103,90,193,73,89,162
POA6220,1950,1888,3838,893,352,1245,203,453,656,96,72,168,60,61,121,1252,938,2190,561,829,1390,4.8,6.5,5.5,64.2,49.7,57.1,61.1,46.5,53.9,14,7,21,7,23,30,92,149,241,77,126,203,517,257,774,1924,1855,3779,319,300,619,1318,1275,2593,788,754,1542
POA6221,175,165,340,93,36,129,21,55,76,10,6,16,7,9,16,131,106,237,36,52,88,5.3,8.5,6.8,74.9,64.2,69.7,70.9,58.8,65.0,0,0,0,0,4,4,7,19,26,3,7,10,36,21,57,186,170,356,29,24,53,130,113,243,71,68,139
POA6224,456,462,918,218,87,305,46,124,170,25,17,42,11,14,25,300,242,542,131,189,320,3.7,5.8,4.6,65.6,52.4,59.0,63.2,49.4,56.3,3,3,6,3,3,6,9,27,36,15,37,52,118,57,175,509,483,992,71,67,138,365,340,705,175,171,346
POA6225,3966,3395,7361,2062,612,2674,256,869,1125,237,126,363,118,86,204,2673,1693,4366,971,1561,2532,4.4,5.1,4.7,67.4,49.8,59.3,64.5,47.3,56.5,19,13,32,10,29,39,121,186,307,127,189,316,1433,531,1964,3783,3504,7287,742,540,1282,2705,2482,5187,1535,1325,2860
POA6226,242,240,482,159,62,221,21,78,99,16,6,22,6,3,9,202,149,351,32,83,115,3.0,2.0,2.6,83.5,61.8,72.7,81.0,60.6,70.8,3,8,11,3,4,7,15,26,41,16,24,40,87,39,126,265,245,510,45,42,87,168,163,331,125,111,236
POA6227,183,186,369,115,40,155,15,66,81,6,11,17,3,3,6,139,120,259,32,56,88,2.2,2.5,2.3,76.8,64.2,70.4,75.1,62.6,68.8,0,0,0,3,0,3,8,20,28,5,17,22,67,40,107,206,207,413,36,45,81,112,94,206,103,130,233
POA6229,220,185,405,119,38,157,19,52,71,10,10,20,11,4,15,159,104,263,37,70,107,6.9,3.8,5.7,72.3,56.2,64.9,67.3,54.1,61.2,0,0,0,0,6,6,10,16,26,3,15,18,72,32,104,208,171,379,50,36,86,129,106,235,115,81,196
POA6230,15940,16405,32345,8172,3803,11975,1564,4210,5774,740,629,1369,532,524,1056,11008,9166,20174,3872,6279,10151,4.8,5.7,5.2,69.1,55.9,62.4,65.7,52.7,59.1,254,193,447,159,265,424,1259,1816,3075,880,1303,2183,5285,3305,8590,14754,15507,30261,3603,3665,7268,8725,9214,17939,8324,8723,17047
POA6232,3553,3732,7285,2041,914,2955,288,996,1284,198,152,350,103,100,203,2630,2162,4792,703,1332,2035,3.9,4.6,4.2,74.0,57.9,65.8,71.1,55.2,63.0,25,15,40,19,25,44,135,288,423,180,276,456,1424,926,2350,3598,3702,7300,771,847,1618,2083,2075,4158,1925,2119,4044
POA6233,5920,6036,11956,3382,1408,4790,512,1816,2328,309,214,523,175,170,345,4378,3608,7986,1179,2128,3307,4.0,4.7,4.3,74.0,59.8,66.8,71.0,57.0,63.9,52,45,97,50,86,136,379,614,993,373,547,920,2125,1185,3310,6017,6005,12022,1305,1404,2709,3442,3405,6847,3312,3511,6823
POA6236,755,736,1491,415,180,595,98,237,335,49,37,86,20,17,37,582,471,1053,140,242,382,3.4,3.6,3.5,77.0,64.1,70.6,74.3,61.8,68.1,8,7,15,6,16,22,66,100,166,52,76,128,226,124,350,838,826,1664,91,103,194,626,624,1250,255,268,523
POA6237,1012,991,2003,533,251,784,101,288,389,66,33,99,21,23,44,721,595,1316,232,349,581,2.9,3.9,3.3,71.3,60.1,65.8,69.2,57.8,63.6,6,9,15,12,19,31,58,102,160,73,102,175,353,180,533,1085,1072,2157,121,129,250,792,764,1556,336,361,697
POA6239,1617,1618,3235,759,315,1074,190,456,646,78,60,138,42,37,79,1069,868,1937,464,695,1159,3.9,4.3,4.1,66.1,53.7,59.9,63.5,51.4,57.4,17,14,31,12,27,39,84,181,265,93,148,241,479,232,711,1672,1671,3343,244,264,508,1094,1055,2149,704,765,1469
POA6240,114,101,215,56,25,81,16,28,44,14,0,14,0,4,4,86,57,143,22,39,61,0,7.0,2.8,75.4,57.0,66.8,75.4,53.0,65.0,3,4,7,3,0,3,7,14,21,5,11,16,40,14,54,130,106,236,8,15,23,103,88,191,21,27,48
POA6244,629,623,1252,285,133,418,79,150,229,50,36,86,18,15,33,432,334,766,178,269,447,4.2,4.5,4.3,68.7,53.6,61.2,65.8,51.2,58.5,3,3,6,3,5,8,37,78,115,35,54,89,156,102,258,672,676,1348,76,89,165,488,465,953,218,237,455
POA6251,180,175,355,99,44,143,12,40,52,8,12,20,4,3,7,123,99,222,40,67,107,3.3,3.0,3.2,69.1,56.6,62.9,66.9,54.9,60.9,0,0,0,0,3,3,10,12,22,11,17,28,48,22,70,178,170,348,26,30,56,129,112,241,63,77,140
POA6253,228,254,482,84,49,133,37,63,100,11,10,21,4,7,11,136,129,265,79,111,190,2.9,5.4,4.2,59.4,51.0,55.0,57.6,48.2,52.7,10,3,13,0,14,14,22,39,61,22,22,44,62,40,102,228,248,476,30,32,62,163,161,324,86,101,187
POA6254,263,243,506,115,49,164,25,62,87,6,9,15,5,4,9,151,124,275,99,108,207,3.3,3.2,3.3,57.2,51.2,54.3,55.3,49.6,52.6,6,4,10,3,3,6,8,18,26,7,21,28,74,28,102,270,268,538,36,34,70,196,183,379,90,99,189
POA6255,1321,1433,2754,592,249,841,175,443,618,63,55,118,38,34,72,868,781,1649,412,618,1030,4.4,4.4,4.4,65.8,54.5,59.9,62.9,52.1,57.3,27,15,42,11,27,38,96,178,274,77,169,246,421,202,623,1426,1500,2926,207,244,451,972,970,1942,551,671,1222
POA6256,90,75,165,46,17,63,8,26,34,5,0,5,0,3,3,59,46,105,27,27,54,0,6.5,2.9,66.3,60.5,63.6,66.3,56.6,61.8,0,0,0,0,3,3,7,6,13,7,5,12,19,16,35,98,89,187,6,9,15,67,64,131,35,26,61
POA6258,2443,2474,4917,1199,552,1751,274,696,970,126,100,226,83,64,147,1682,1412,3094,651,954,1605,4.9,4.5,4.8,68.8,57.1,62.9,65.4,54.5,59.9,17,15,32,17,37,54,128,180,308,90,165,255,649,386,1035,2635,2601,5236,356,405,761,1824,1758,3582,964,1076,2040
POA6260,611,585,1196,285,114,399,80,201,281,51,30,81,12,12,24,428,357,785,151,205,356,2.8,3.4,3.1,69.9,61.1,65.6,68.0,59.1,63.6,13,7,20,6,11,17,31,55,86,37,55,92,136,85,221,653,608,1261,102,107,209,505,453,958,207,228,435
POA6262,330,297,627,101,48,149,55,99,154,23,13,36,10,6,16,189,166,355,115,120,235,5.3,3.6,4.5,57.3,55.7,56.5,54.2,53.7,54.0,4,3,7,0,7,7,29,33,62,13,35,48,74,41,115,355,317,672,21,22,43,257,222,479,102,100,202
POA6271,1065,1086,2151,501,238,739,105,269,374,58,43,101,38,21,59,702,571,1273,264,419,683,5.4,3.7,4.6,66.0,52.5,59.2,62.5,50.6,56.5,15,6,21,9,16,25,53,112,165,64,95,159,329,186,515,1028,1058,2086,214,234,448,653,655,1308,489,539,1028
POA6275,567,496,1063,197,106,303,75,146,221,42,25,67,21,7,28,335,284,619,199,195,394,6.3,2.5,4.5,59.2,57.3,58.3,55.5,55.8,55.6,8,8,16,6,9,15,42,63,105,35,62,97,155,68,223,548,473,1021,92,91,183,382,325,707,232,209,441
POA6280,8760,9716,18476,3944,1868,5812,1127,2614,3741,446,378,824,269,283,552,5786,5143,10929,2492,4146,6638,4.6,5.5,5.1,66.0,52.9,59.1,63.0,50.0,56.2,84,76,160,62,140,202,607,996,1603,492,877,1369,2735,1612,4347,8549,9203,17752,2083,2288,4371,4991,5250,10241,4883,5511,10394
POA6281,2118,2175,4293,976,488,1464,349,698,1047,123,104,227,61,46,107,1509,1336,2845,488,760,1248,4.0,3.4,3.8,71.2,61.4,66.3,68.4,59.3,63.8,48,36,84,24,65,89,258,394,652,188,260,448,663,345,1008,2057,2105,4162,539,535,1074,1172,1167,2339,1243,1303,2546
POA6282,496,475,971,225,92,317,99,166,265,31,26,57,17,18,35,372,302,674,103,156,259,4.6,6.0,5.2,74.8,63.6,69.3,71.4,59.8,65.7,16,8,24,12,12,24,83,108,191,60,67,127,137,60,197,516,484,1000,86,94,180,332,306,638,227,237,464
POA6284,622,584,1206,298,132,430,108,232,340,39,21,60,13,6,19,458,391,849,101,155,256,2.8,1.5,2.2,73.8,66.8,70.4,71.7,65.8,68.8,7,5,12,6,20,26,77,102,179,35,74,109,169,85,254,604,585,1189,134,122,256,381,337,718,289,315,604
POA6285,2856,2931,5787,1369,693,2062,454,929,1383,184,127,311,92,82,174,2099,1831,3930,507,895,1402,4.4,4.5,4.4,73.5,62.4,67.9,70.3,59.7,64.9,47,46,93,39,86,125,320,491,811,209,311,520,874,423,1297,2732,2778,5510,666,694,1360,1620,1610,3230,1515,1607,3122
POA6286,266,237,503,111,57,168,41,65,106,18,11,29,10,6,16,180,139,319,58,80,138,5.6,4.3,5.0,67.2,58.9,63.3,63.4,56.4,60.1,4,8,12,4,0,4,30,41,71,21,35,56,64,28,92,231,212,443,41,39,80,167,163,330,95,82,177
POA6288,174,176,350,72,42,114,24,62,86,11,4,15,6,3,9,113,111,224,42,54,96,5.3,2.7,4.0,65.3,63.1,64.2,61.8,61.4,61.6,0,3,3,5,4,9,5,21,26,12,24,36,51,27,78,159,149,308,32,34,66,121,118,239,59,68,127
POA6290,699,745,1444,194,104,298,104,159,263,44,33,77,21,9,30,363,305,668,300,408,708,5.8,3.0,4.5,51.9,41.0,46.3,48.9,39.8,44.2,9,6,15,0,8,8,60,54,114,31,83,114,198,103,301,676,687,1363,102,109,211,461,488,949,283,279,562
POA6302,1374,1402,2776,563,301,864,147,332,479,70,47,117,47,28,75,827,708,1535,438,622,1060,5.7,4.0,4.9,60.2,50.5,55.3,56.8,48.5,52.6,19,18,37,10,28,38,75,158,233,78,132,210,340,188,528,1362,1368,2730,215,226,441,950,931,1881,541,597,1138
POA6304,666,627,1293,251,102,353,68,140,208,28,22,50,21,10,31,368,274,642,265,312,577,5.7,3.6,4.8,55.3,43.8,49.7,52.1,42.2,47.3,0,3,3,5,11,16,30,59,89,27,54,81,154,71,225,704,647,1351,68,75,143,509,443,952,212,240,452
POA6306,386,361,747,168,84,252,33,82,115,16,21,37,13,6,19,230,193,423,126,144,270,5.7,3.1,4.5,59.6,53.5,56.6,56.2,51.8,54.1,3,4,7,4,6,10,8,30,38,8,23,31,69,43,112,382,377,759,60,63,123,258,254,512,139,147,286
POA6308,644,609,1253,318,124,442,59,140,199,23,25,48,27,19,46,427,308,735,181,277,458,6.3,6.2,6.3,66.3,50.5,58.6,62.1,47.4,54.9,3,7,10,0,7,7,14,54,68,27,45,72,148,79,227,677,634,1311,101,105,206,444,387,831,284,304,588
POA6309,115,105,220,60,28,88,7,22,29,8,5,13,0,0,0,75,55,130,34,43,77,0,0,0,65.2,53.4,59.6,65.2,53.4,59.6,0,5,5,0,0,0,3,11,14,6,9,15,25,14,39,124,115,239,9,8,17,84,73,157,40,38,78
POA6311,237,233,470,118,64,182,28,67,95,17,8,25,9,0,9,172,139,311,56,87,143,5.2,0,2.9,72.6,60.2,66.5,68.8,60.2,64.5,3,0,3,0,6,6,13,23,36,12,20,32,65,23,88,258,260,518,30,31,61,188,189,377,77,80,157
POA6312,1857,1940,3797,861,457,1318,182,458,640,91,72,163,80,54,134,1214,1041,2255,540,822,1362,6.6,5.2,5.9,65.4,53.6,59.4,61.1,50.8,55.9,14,12,26,12,40,52,115,205,320,93,146,239,464,267,731,1876,1935,3811,410,422,832,1212,1248,2460,895,919,1814
POA6313,156,143,299,91,47,138,17,35,52,5,7,12,3,0,3,116,89,205,35,47,82,2.6,0,1.5,74.8,62.2,68.8,72.9,62.2,67.8,0,4,4,0,5,5,10,19,29,3,9,12,36,22,58,162,154,316,15,20,35,117,111,228,50,57,107
POA6315,736,729,1465,340,139,479,79,186,265,25,29,54,23,16,39,467,370,837,237,329,566,4.9,4.3,4.7,63.5,50.8,57.2,60.3,48.6,54.5,6,0,6,3,11,14,23,59,82,22,31,53,177,89,266,768,743,1511,128,131,259,526,517,1043,295,303,598
POA6316,159,144,303,90,43,133,22,36,58,9,6,15,3,3,6,124,88,212,33,54,87,2.4,3.4,2.8,77.5,60.7,69.5,75.6,58.6,67.5,0,0,0,3,0,3,8,18,26,9,16,25,41,23,64,187,158,345,22,32,54,136,119,255,52,62,114
POA6317,1552,1608,3160,654,370,1024,143,311,454,182,134,316,66,42,108,1045,857,1902,414,663,1077,6.3,4.9,5.7,67.3,53.3,60.2,63.1,50.7,56.8,14,7,21,9,26,35,69,127,196,55,78,133,390,220,610,1690,1674,3364,270,334,604,1045,1072,2117,747,787,1534
POA6318,91,89,180,23,17,40,10,17,27,10,5,15,5,4,9,48,43,91,41,45,86,10.4,9.3,9.9,53.9,48.9,51.4,48.3,44.3,46.3,0,0,0,0,3,3,3,8,11,5,6,11,29,14,43,97,96,193,16,17,33,67,69,136,37,39,76
POA6320,332,320,652,188,103,291,27,65,92,17,10,27,11,0,11,243,178,421,71,126,197,4.5,0,2.6,73.0,55.8,64.6,69.7,55.8,62.9,3,0,3,0,8,8,18,47,65,14,24,38,52,41,93,394,389,783,28,41,69,277,276,553,102,115,217
POA6321,105,97,202,40,18,58,13,19,32,4,0,4,5,9,14,62,46,108,34,45,79,8.1,19.6,13.0,59.0,47.9,53.7,54.3,38.5,46.8,0,0,0,0,0,0,6,4,10,4,9,13,20,13,33,107,106,213,19,19,38,69,63,132,48,52,100
POA6322,199,171,370,101,43,144,17,44,61,12,6,18,5,6,11,135,99,234,53,62,115,3.7,6.1,4.7,67.5,58.2,63.2,65.0,54.7,60.3,3,0,3,0,4,4,7,13,20,11,18,29,37,21,58,206,190,396,19,13,32,177,148,325,39,43,82
POA6323,382,391,773,141,75,216,51,91,142,19,17,36,14,13,27,225,196,421,140,176,316,6.2,6.6,6.4,59.1,50.0,54.5,55.4,46.7,51.0,4,3,7,3,10,13,17,40,57,20,28,48,102,52,154,414,408,822,49,48,97,288,263,551,146,170,316
POA6324,1191,1230,2421,534,249,783,153,293,446,66,56,122,44,48,92,797,646,1443,328,521,849,5.5,7.4,6.4,67.0,52.5,59.7,63.3,48.6,55.8,5,14,19,10,25,35,76,102,178,65,116,181,306,179,485,1174,1237,2411,216,211,427,777,795,1572,527,564,1091
POA6326,219,204,423,107,64,171,30,57,87,14,5,19,5,0,5,156,126,282,46,68,114,3.2,0,1.8,71.2,62.1,66.8,68.9,62.1,65.6,3,5,8,0,0,0,16,16,32,10,17,27,57,29,86,237,217,454,15,16,31,176,147,323,58,72,130
POA6327,138,107,245,77,32,109,15,33,48,3,7,10,8,3,11,103,75,178,28,29,57,7.8,4.0,6.2,74.6,70.1,72.7,68.8,67.3,68.2,0,3,3,0,5,5,6,5,11,8,11,19,47,21,68,137,121,258,22,15,37,104,81,185,47,41,88
POA6328,183,159,342,97,48,145,20,38,58,7,9,16,6,4,10,130,99,229,47,50,97,4.6,4.0,4.4,70.7,62.3,66.8,67.4,59.7,63.8,3,0,3,0,9,9,8,14,22,15,15,30,32,25,57,193,164,357,24,29,53,137,107,244,74,76,150
POA6330,12771,13559,26330,5396,2900,8296,1588,3578,5166,650,525,1175,436,322,758,8070,7325,15395,4087,5745,9832,5.4,4.4,4.9,63.2,54.0,58.5,59.8,51.6,55.6,186,142,328,122,246,368,876,1409,2285,757,1320,2077,3509,2251,5760,12496,13278,25774,2539,2752,5291,8106,8553,16659,5954,6574,12528
POA6333,2042,2154,4196,703,366,1069,361,614,975,102,96,198,61,51,112,1227,1127,2354,698,942,1640,5.0,4.5,4.8,60.2,52.2,56.1,57.2,49.9,53.4,72,48,120,34,73,107,239,344,583,163,249,412,563,299,862,1992,2089,4081,400,420,820,1247,1273,2520,1020,1118,2138
POA6335,309,295,604,182,74,256,15,68,83,16,16,32,16,7,23,229,165,394,62,122,184,7.0,4.2,5.8,74.4,55.7,65.2,69.2,53.4,61.4,0,4,4,0,7,7,11,17,28,22,22,44,69,41,110,358,363,721,38,27,65,249,237,486,113,111,224
POA6336,106,86,192,63,20,83,13,25,38,7,3,10,4,4,8,87,52,139,15,26,41,4.6,7.7,5.8,82.9,60.5,72.8,79.0,55.8,68.6,0,0,0,0,0,0,5,7,12,5,6,11,16,11,27,118,92,210,9,12,21,81,56,137,43,44,87
POA6337,197,173,370,157,73,230,11,49,60,3,8,11,0,3,3,171,133,304,21,36,57,0,2.3,1.0,86.4,77.3,82.2,86.4,75.6,81.4,0,0,0,0,0,0,10,24,34,8,14,22,43,35,78,221,188,409,27,25,52,141,111,252,85,83,168
POA6338,326,253,579,198,72,270,30,69,99,14,15,29,5,0,5,247,156,403,59,83,142,2.0,0,1.2,75.8,61.4,69.5,74.2,61.4,68.6,3,0,3,0,11,11,16,35,51,11,18,29,77,34,111,344,266,610,46,47,93,242,184,426,122,97,219
POA6341,119,99,218,91,33,124,5,24,29,4,3,7,0,0,0,100,60,160,17,34,51,0,0,0,83.3,61.9,73.7,83.3,61.9,73.7,0,0,0,0,0,0,3,17,20,6,11,17,23,21,44,131,107,238,12,10,22,90,63,153,45,40,85
POA6343,95,81,176,76,30,106,6,24,30,0,6,6,0,0,0,82,60,142,11,21,32,0,0,0,85.4,74.1,80.2,85.4,74.1,80.2,0,0,0,0,3,3,10,19,29,3,9,12,11,6,17,114,98,212,8,12,20,87,63,150,30,32,62
POA6346,370,219,589,258,78,336,29,58,87,27,13,40,5,4,9,319,153,472,38,61,99,1.6,2.6,1.9,86.2,70.2,80.3,84.9,68.3,78.7,0,4,4,0,3,3,24,27,51,15,15,30,135,39,174,272,199,471,153,74,227,166,122,288,228,132,360
POA6348,558,503,1061,305,119,424,44,90,134,33,33,66,4,12,16,386,254,640,120,204,324,1.0,4.7,2.5,69.2,50.6,60.4,68.5,48.2,58.9,6,7,13,0,8,8,33,55,88,34,57,91,168,76,244,422,376,798,244,232,476,250,219,469,344,326,670
POA6350,96,79,175,44,15,59,8,20,28,5,0,5,3,5,8,60,40,100,34,35,69,5.0,12.5,8.0,63.8,50.6,57.8,60.6,44.3,53.2,0,0,0,0,0,0,5,3,8,5,9,14,21,14,35,90,77,167,12,12,24,53,49,102,45,37,82
POA6352,171,141,312,126,43,169,10,49,59,8,6,14,3,4,7,147,102,249,20,34,54,2.0,3.9,2.8,86.5,72.3,80.1,84.7,69.5,77.8,0,0,0,0,6,6,13,31,44,7,12,19,27,16,43,187,172,359,23,11,34,138,121,259,53,47,100
POA6353,302,267,569,214,91,305,19,75,94,11,14,25,4,3,7,248,183,431,43,73,116,1.6,1.6,1.6,82.1,68.5,75.7,80.8,67.4,74.5,0,0,0,3,7,10,16,43,59,13,23,36,83,22,105,322,293,615,44,37,81,234,214,448,109,99,208
POA6355,369,289,658,262,110,372,28,84,112,20,12,32,6,3,9,316,209,525,34,70,104,1.9,1.4,1.7,85.9,72.6,80.0,84.2,71.5,78.7,0,0,0,0,11,11,17,48,65,11,27,38,66,37,103,391,328,719,44,42,86,297,215,512,118,124,242
