region_id,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU_15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU_15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA6052,0,5,213,455,441,313,165,107,32,1731,0,29,142,90,73,40,10,3,0,387,0,0,9,18,24,21,4,4,3,83,897,0,0,0,0,0,0,0,0,897,0,226,0,0,0,0,0,0,0,226,0,141,78,38,20,8,3,0,0,288,0,45,31,4,10,8,9,3,0,110,0,20,19,10,0,3,0,0,0,52,0,110,123,43,26,23,12,4,0,341,0,21,82,92,85,106,56,50,25,517,9,11,16,11,11,0,3,3,0,64,906,608,713,761,690,522,262,174,60,4696,0,16,315,517,430,274,137,81,13,1783,0,52,150,100,56,36,7,3,0,404,0,3,30,101,106,56,18,16,19,349,845,0,0,0,0,0,0,0,0,845,0,243,0,0,0,0,0,0,0,243,0,145,57,15,12,13,3,0,0,245,0,37,19,4,7,15,14,9,7,112,0,18,16,4,3,0,0,0,0,41
POA6053,0,7,299,559,479,353,240,129,53,2119,0,39,233,190,106,52,13,4,0,637,0,0,4,22,38,25,0,9,0,98,1046,0,0,0,0,0,0,0,0,1046,0,255,0,0,0,0,0,0,0,255,0,172,82,50,30,15,3,0,0,352,0,50,56,13,17,10,5,3,0,154,0,38,57,16,8,4,4,0,3,130,0,117,152,50,43,32,15,5,5,419,0,29,96,103,150,136,87,58,29,688,13,24,26,18,10,9,0,3,3,106,1059,731,1005,1021,881,636,367,211,93,6004,0,33,418,600,460,344,195,104,26,2180,0,69,263,175,106,45,9,4,0,671,0,16,54,105,136,67,19,27,16,440,1071,0,0,0,0,0,0,0,0,1071,0,243,0,0,0,0,0,0,0,243,0,135,65,18,4,14,3,0,0,239,0,50,21,8,11,18,13,10,10,141,0,30,21,6,6,0,0,0,0,63
POA6054,0,23,373,698,646,652,410,233,51,3086,0,77,296,219,148,76,17,4,0,837,0,3,12,43,68,37,16,13,9,201,1846,0,0,0,0,0,0,0,0,1846,0,442,0,0,0,0,0,0,0,442,0,406,186,90,44,22,0,0,0,748,0,93,72,35,31,19,8,11,3,272,0,62,58,18,16,9,4,0,0,167,0,103,116,70,59,42,18,9,4,421,0,40,135,185,200,222,126,106,29,1043,30,45,38,31,17,8,7,5,4,185,1876,1294,1286,1389,1229,1087,606,381,100,9248,0,43,545,716,723,616,354,156,25,3178,0,142,322,199,147,55,13,4,0,882,0,50,136,260,233,95,39,50,15,878,1626,0,0,0,0,0,0,0,0,1626,0,390,0,0,0,0,0,0,0,390,0,277,94,43,19,20,0,0,0,453,0,67,26,20,22,39,34,26,9,243,0,43,23,12,0,0,3,0,3,84
POA6055,0,7,260,501,494,416,265,125,20,2088,0,37,127,113,87,46,14,0,0,424,0,0,3,24,29,15,8,3,6,88,1192,0,0,0,0,0,0,0,0,1192,0,238,0,0,0,0,0,0,0,238,0,270,96,35,18,9,3,0,0,431,0,45,22,8,12,10,5,4,3,109,0,13,19,8,10,4,3,0,0,57,0,38,42,29,29,28,10,8,0,184,0,17,41,88,79,94,59,38,7,423,17,23,21,13,6,9,3,0,4,96,1209,688,631,819,764,631,370,178,40,5330,0,24,354,586,509,418,213,83,9,2196,0,75,129,125,72,38,14,3,0,456,0,17,56,103,80,42,24,13,10,345,1085,0,0,0,0,0,0,0,0,1085,0,237,0,0,0,0,0,0,0,237,0,158,55,24,14,8,4,0,0,263,0,36,15,5,12,19,14,11,11,123,0,12,10,6,5,0,0,0,0,33
POA6056,0,35,647,1176,1310,1261,855,452,88,5824,0,212,466,322,271,142,43,12,0,1468,0,12,28,88,108,84,24,15,16,375,3395,0,0,0,0,0,0,0,0,3395,0,730,0,0,0,0,0,0,0,730,0,961,354,132,84,36,4,0,0,1571,0,135,71,35,49,48,16,18,11,383,0,94,68,39,26,18,6,3,0,254,0,143,162,96,81,55,27,8,0,572,0,85,254,269,329,322,201,128,45,1633,56,95,79,46,51,22,16,6,0,371,3451,2502,2129,2203,2309,1988,1192,642,160,16576,0,103,889,1336,1395,1280,727,303,35,6068,0,351,484,335,276,126,37,0,0,1609,0,88,258,449,382,180,65,77,29,1528,3086,0,0,0,0,0,0,0,0,3086,0,766,0,0,0,0,0,0,0,766,0,642,189,49,33,29,6,0,0,948,0,129,45,31,40,72,60,34,28,439,0,73,29,11,17,5,4,0,0,139
POA6057,0,19,340,605,631,550,398,214,35,2792,0,83,276,145,95,68,14,3,0,684,0,0,11,42,58,24,9,6,0,150,1597,0,0,0,0,0,0,0,0,1597,0,312,0,0,0,0,0,0,0,312,0,506,169,53,21,7,0,0,0,756,0,43,35,18,16,5,7,3,0,127,0,44,24,20,13,9,3,0,0,113,0,56,84,48,33,18,6,3,0,248,0,22,84,103,97,69,57,30,12,474,16,45,33,17,15,5,8,0,0,139,1613,1130,1056,1051,979,755,502,259,47,7392,0,47,476,714,650,575,351,124,13,2950,0,168,266,147,88,60,13,5,0,747,0,26,84,155,171,46,19,16,10,527,1510,0,0,0,0,0,0,0,0,1510,0,339,0,0,0,0,0,0,0,339,0,304,89,31,18,8,0,0,0,450,0,42,22,5,11,20,17,23,6,146,0,32,7,4,0,4,0,0,0,47
POA6058,0,8,247,381,403,499,257,147,24,1966,0,76,135,114,86,50,9,3,0,473,0,0,10,33,38,16,6,3,0,106,1103,0,0,0,0,0,0,0,0,1103,0,231,0,0,0,0,0,0,0,231,0,282,132,39,25,5,3,0,0,486,0,47,31,9,16,15,3,3,0,124,0,26,21,19,10,4,3,3,0,86,0,55,54,29,28,20,12,0,0,198,0,18,89,90,103,83,50,32,18,483,16,21,22,15,8,4,4,3,0,93,1119,764,741,729,717,696,347,194,42,5349,0,36,343,372,489,472,236,101,12,2061,0,112,162,111,80,37,10,4,0,516,0,30,96,149,129,58,19,15,7,503,1019,0,0,0,0,0,0,0,0,1019,0,238,0,0,0,0,0,0,0,238,0,219,60,18,12,3,0,0,0,312,0,45,17,5,16,17,22,10,8,140,0,25,8,6,0,3,0,0,0,42
POA6059,0,14,396,914,990,831,645,475,118,4383,0,65,171,142,82,52,17,4,0,533,0,5,3,27,36,29,13,9,8,130,1821,0,0,0,0,0,0,0,0,1821,0,575,0,0,0,0,0,0,0,575,0,419,266,92,47,24,4,0,0,852,0,73,73,27,11,16,8,7,5,220,0,51,40,16,12,3,0,0,0,122,0,118,163,50,39,34,12,9,6,431,0,40,142,147,183,157,156,97,45,967,21,25,35,14,19,5,11,8,0,138,1842,1385,1289,1429,1419,1151,866,609,182,10172,0,41,574,1058,995,811,647,319,49,4494,0,95,177,121,85,35,17,6,3,539,0,17,79,168,213,100,53,47,32,709,1778,0,0,0,0,0,0,0,0,1778,0,651,0,0,0,0,0,0,0,651,0,271,191,48,37,17,0,0,0,564,0,89,31,12,25,25,37,49,22,290,0,37,33,0,6,3,0,0,0,79
POA6060,0,41,677,777,514,439,361,323,99,3231,0,117,500,197,104,65,20,5,3,1011,0,0,14,23,58,40,12,13,3,163,1284,0,0,0,0,0,0,0,0,1284,0,297,0,0,0,0,0,0,0,297,0,196,147,53,54,17,0,0,0,467,0,126,91,28,17,11,4,5,7,289,0,47,75,14,13,4,0,0,0,153,0,207,355,87,52,36,14,8,3,762,0,70,373,357,332,265,177,99,53,1726,27,29,56,36,19,0,5,6,3,181,1311,1130,2288,1572,1163,877,593,459,171,9564,0,100,910,692,510,429,377,248,39,3305,0,187,469,174,100,47,10,5,3,995,0,26,91,197,185,103,31,50,21,704,1351,0,0,0,0,0,0,0,0,1351,0,290,0,0,0,0,0,0,0,290,0,165,96,40,33,8,3,0,0,345,0,97,95,16,23,38,30,29,13,341,0,46,40,7,3,0,0,3,0,99
POA6061,0,79,1053,1129,864,752,564,344,74,4859,0,181,566,229,113,72,26,13,0,1200,0,3,22,61,103,48,28,15,6,286,3351,0,0,0,0,0,0,0,0,3351,0,711,0,0,0,0,0,0,0,711,0,597,350,157,89,25,3,0,0,1221,0,259,193,62,48,28,25,9,8,632,0,97,136,42,27,15,3,3,0,323,0,233,354,130,120,68,28,8,0,941,0,82,318,292,327,284,199,144,29,1675,42,58,81,42,43,17,5,5,0,293,3393,2300,3073,2144,1734,1309,881,541,117,15492,0,243,1403,1028,836,698,475,222,33,4938,0,320,572,180,112,56,17,7,0,1264,0,97,299,433,398,189,97,71,18,1602,3076,0,0,0,0,0,0,0,0,3076,0,685,0,0,0,0,0,0,0,685,0,429,205,63,37,18,4,0,0,756,0,188,119,35,41,93,46,46,16,584,0,86,52,11,11,7,0,0,0,167
POA6062,0,29,624,1181,1232,1307,1009,562,108,6052,0,106,309,191,135,87,35,10,0,873,0,0,18,49,74,57,26,12,6,242,2588,0,0,0,0,0,0,0,0,2588,0,809,0,0,0,0,0,0,0,809,0,716,413,147,84,38,3,0,0,1401,0,133,95,37,45,32,16,11,9,378,0,60,79,31,24,5,9,0,0,208,0,146,220,104,56,47,20,13,4,610,0,54,184,197,226,218,148,107,42,1176,33,62,53,30,20,17,20,5,3,243,2621,2115,1995,1967,1896,1808,1286,720,172,14580,0,92,891,1266,1278,1367,872,360,46,6172,0,161,352,185,136,50,34,3,3,924,0,50,142,288,299,164,62,66,34,1105,2428,0,0,0,0,0,0,0,0,2428,0,766,0,0,0,0,0,0,0,766,0,476,256,66,47,27,3,0,0,875,0,123,61,28,41,61,46,60,40,460,0,69,25,11,8,6,0,0,0,119
POA6063,0,25,363,607,624,498,192,75,18,2402,0,55,173,114,65,42,3,0,0,452,0,5,12,32,42,17,7,0,0,115,1610,0,0,0,0,0,0,0,0,1610,0,384,0,0,0,0,0,0,0,384,0,406,208,52,17,7,0,0,0,690,0,87,68,22,21,15,9,6,3,231,0,38,35,28,8,4,3,0,0,116,0,56,44,24,21,17,6,0,0,168,0,19,77,76,90,84,38,19,15,418,12,26,31,8,10,9,3,4,0,103,1622,1101,1011,963,898,693,261,104,36,6689,0,70,532,651,634,397,139,49,10,2482,0,82,182,102,75,29,8,0,0,478,0,23,118,159,155,77,25,26,8,591,1408,0,0,0,0,0,0,0,0,1408,0,368,0,0,0,0,0,0,0,368,0,278,98,16,12,9,0,0,0,413,0,66,26,16,21,40,27,21,9,226,0,26,11,4,11,5,3,0,0,60
POA6064,0,49,679,1076,1260,1058,642,255,38,5057,0,111,330,227,135,96,31,4,4,938,0,7,25,59,98,58,25,9,6,287,3151,0,0,0,0,0,0,0,0,3151,0,815,0,0,0,0,0,0,0,815,0,800,458,200,66,14,0,0,0,1538,0,195,111,61,53,42,29,16,0,507,0,71,57,45,24,15,3,0,0,215,0,87,117,66,47,35,28,4,0,384,0,65,185,227,201,190,139,72,21,1100,45,59,63,29,23,24,12,4,0,259,3196,2259,2025,1990,1907,1532,909,364,69,14251,0,113,973,1216,1255,995,472,144,17,5185,0,165,367,212,138,69,24,5,0,980,0,84,251,365,362,185,92,46,12,1397,3061,0,0,0,0,0,0,0,0,3061,0,818,0,0,0,0,0,0,0,818,0,564,229,77,43,16,0,0,0,929,0,161,77,27,58,77,50,50,33,533,0,61,25,10,7,8,4,3,0,118
POA6065,0,66,1831,2976,2248,1618,907,424,74,10144,0,227,790,449,230,114,24,8,0,1842,0,8,22,68,100,45,4,8,3,258,6275,0,0,0,0,0,0,0,0,6275,0,1205,0,0,0,0,0,0,0,1205,0,1229,400,108,30,18,3,0,0,1788,0,174,145,44,41,27,21,17,6,475,0,89,77,33,21,16,4,0,0,240,0,111,188,70,40,27,13,5,3,457,0,80,283,238,199,175,112,81,40,1208,45,102,78,39,21,9,15,3,3,315,6320,3291,3814,4025,2930,2049,1103,546,129,24207,0,179,2447,3179,2190,1478,781,296,31,10581,0,404,794,434,225,86,21,3,0,1967,0,78,253,456,365,147,41,34,20,1394,5993,0,0,0,0,0,0,0,0,5993,0,1316,0,0,0,0,0,0,0,1316,0,780,260,38,27,18,6,0,0,1129,0,132,88,28,50,83,53,61,29,524,0,73,38,8,14,7,0,0,3,143
POA6066,0,32,333,806,1130,680,306,148,18,3453,0,54,190,156,103,33,16,4,0,556,0,11,7,28,65,23,9,0,0,143,2053,0,0,0,0,0,0,0,0,2053,0,658,0,0,0,0,0,0,0,658,0,683,223,50,24,5,0,0,0,985,0,80,55,31,35,8,5,12,3,229,0,41,29,26,13,8,0,0,0,117,0,36,48,36,8,21,10,6,0,165,0,26,64,71,109,80,39,23,4,416,23,41,25,8,14,17,3,3,3,137,2076,1662,974,1212,1501,875,388,196,28,8912,0,60,486,998,1129,542,248,97,11,3571,0,109,191,155,109,29,10,3,0,606,0,41,109,235,228,66,28,19,5,731,1970,0,0,0,0,0,0,0,0,1970,0,694,0,0,0,0,0,0,0,694,0,462,158,26,12,6,0,0,0,664,0,66,26,15,29,48,28,32,14,258,0,34,14,15,4,5,0,0,0,72
POA6067,0,0,0,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,6,4,3,6,9,3,0,0,43,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,49,879,1426,975,623,408,147,33,4540,0,162,463,253,123,60,21,5,0,1087,0,5,12,34,49,10,6,5,0,121,3488,0,0,0,0,0,0,0,0,3488,0,535,0,0,0,0,0,0,0,535,0,471,131,47,18,7,0,0,0,674,0,59,41,11,18,9,4,0,8,150,0,49,40,19,15,5,0,0,0,128,0,42,64,26,12,13,0,0,4,161,0,45,126,105,72,61,40,25,11,485,38,42,28,33,14,8,8,3,0,174,3526,1459,1784,1954,1296,796,487,185,56,11543,0,116,1231,1540,905,604,353,92,18,4859,0,277,471,264,120,39,17,0,0,1188,0,55,173,289,198,52,27,13,4,811,3275,0,0,0,0,0,0,0,0,3275,0,538,0,0,0,0,0,0,0,538,0,378,75,20,14,3,3,0,0,493,0,43,30,17,25,38,22,22,5,202,0,40,18,7,4,3,0,0,0,72
POA6070,0,0,38,145,188,197,140,52,7,767,0,0,12,32,26,21,7,0,0,98,0,0,0,4,10,8,3,0,0,25,350,0,0,0,0,0,0,0,0,350,0,119,0,0,0,0,0,0,0,119,0,74,21,9,0,0,0,0,0,104,0,0,3,0,4,3,3,0,4,17,0,4,3,0,0,0,3,0,0,10,0,3,3,0,6,3,3,3,0,21,0,5,11,14,16,17,19,8,4,94,3,12,3,0,3,3,3,0,0,27,353,217,94,204,253,252,181,63,15,1632,0,3,57,175,220,201,109,31,3,799,0,5,18,36,25,18,5,0,0,107,0,0,10,30,30,11,9,0,0,90,352,0,0,0,0,0,0,0,0,352,0,112,0,0,0,0,0,0,0,112,0,45,10,6,7,0,0,0,0,68,0,4,3,0,0,9,6,5,6,33,0,5,0,0,0,0,0,0,0,5
POA6071,0,0,23,132,195,170,116,42,8,686,0,11,22,36,27,21,10,0,0,127,0,0,0,7,11,6,0,0,0,24,324,0,0,0,0,0,0,0,0,324,0,103,0,0,0,0,0,0,0,103,0,88,28,6,0,4,0,0,0,126,0,6,3,3,3,0,0,3,3,21,0,5,3,5,0,0,0,0,0,13,0,4,0,5,0,5,4,5,0,23,0,6,4,8,13,26,14,3,4,78,4,13,0,3,3,0,3,0,0,26,328,236,83,205,252,232,147,53,15,1551,0,3,43,159,211,179,94,28,3,720,0,13,29,41,38,19,3,0,0,143,0,0,10,22,47,18,8,0,4,109,302,0,0,0,0,0,0,0,0,302,0,117,0,0,0,0,0,0,0,117,0,55,14,9,0,3,0,0,0,81,0,9,0,0,0,0,11,3,3,26,0,4,3,0,0,3,0,0,0,10
POA6072,0,0,5,26,43,44,31,14,5,168,0,0,8,10,9,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,69,0,27,0,0,0,0,0,0,0,27,0,23,6,3,3,3,0,0,0,38,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,4,3,5,4,5,4,0,28,0,0,0,0,0,3,0,0,0,3,69,61,23,42,60,58,36,18,5,372,0,0,13,34,57,39,23,9,0,175,0,3,11,5,8,3,4,0,0,34,0,0,0,7,12,5,0,0,0,24,65,0,0,0,0,0,0,0,0,65,0,25,0,0,0,0,0,0,0,25,0,15,11,0,0,0,0,0,0,26,0,3,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0
POA6073,0,3,23,84,150,151,104,63,14,592,0,3,15,34,26,12,8,4,0,102,0,0,0,0,8,9,3,0,0,20,245,0,0,0,0,0,0,0,0,245,0,76,0,0,0,0,0,0,0,76,0,80,17,12,3,0,0,0,0,112,0,7,7,6,4,0,3,3,0,30,0,5,0,0,0,0,0,0,0,5,0,6,3,4,9,4,0,0,0,26,0,3,4,12,10,30,11,18,5,93,7,3,5,0,10,5,3,3,0,36,252,186,74,152,220,211,132,91,19,1337,0,0,35,145,148,150,100,45,8,631,0,11,25,32,22,10,7,0,0,107,0,0,7,27,20,9,7,0,3,73,244,0,0,0,0,0,0,0,0,244,0,92,0,0,0,0,0,0,0,92,0,50,8,0,4,3,0,0,0,65,0,0,0,0,4,4,3,6,3,20,0,0,4,0,0,0,0,0,0,4
POA6074,0,0,6,37,51,55,40,9,6,204,0,0,8,6,6,8,3,0,0,31,0,0,0,3,3,0,0,0,0,6,86,0,0,0,0,0,0,0,0,86,0,29,0,0,0,0,0,0,0,29,0,29,8,4,0,0,0,0,0,41,0,0,3,3,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,6,0,5,0,5,0,4,0,3,0,17,0,0,0,0,3,0,3,0,0,6,86,69,25,61,63,70,46,12,6,438,0,0,12,47,59,49,34,9,0,210,0,0,6,12,10,5,3,0,0,36,0,0,3,8,9,8,0,0,0,28,75,0,0,0,0,0,0,0,0,75,0,28,0,0,0,0,0,0,0,28,0,11,3,0,0,0,0,0,0,14,0,0,0,0,3,0,3,0,0,6,0,0,3,0,3,0,0,0,0,6
POA6076,0,8,239,802,1009,1123,889,429,91,4590,0,30,112,135,113,85,28,5,3,511,0,4,3,25,55,41,9,4,5,146,1925,0,0,0,0,0,0,0,0,1925,0,572,0,0,0,0,0,0,0,572,0,502,191,84,38,16,3,0,0,834,0,43,25,9,12,8,4,15,5,121,0,17,16,7,10,5,4,0,0,59,0,29,28,22,23,15,8,4,4,133,0,30,50,78,102,101,94,60,27,542,15,39,26,21,10,22,15,3,3,154,1940,1274,690,1183,1372,1416,1054,520,138,9587,0,19,357,1005,1144,1182,757,317,40,4821,0,64,126,165,119,68,16,5,0,563,0,12,46,153,174,69,39,31,19,543,1743,0,0,0,0,0,0,0,0,1743,0,634,0,0,0,0,0,0,0,634,0,358,121,25,19,14,7,0,0,544,0,47,9,3,8,31,24,22,24,168,0,18,14,4,6,4,0,0,0,46
POA6077,0,0,10,42,101,99,59,25,8,344,0,0,5,6,5,3,6,0,0,25,0,0,0,3,3,4,0,3,0,13,131,0,0,0,0,0,0,0,0,131,0,37,0,0,0,0,0,0,0,37,0,56,18,11,4,0,0,0,0,89,0,0,8,0,0,0,0,0,4,12,0,6,0,0,0,3,0,0,0,9,0,0,0,0,0,4,3,3,0,10,0,0,0,0,9,15,13,7,0,44,0,7,0,0,4,0,0,0,0,11,131,106,41,62,126,128,81,38,12,725,0,3,17,50,115,91,50,22,3,351,0,3,6,4,9,9,0,0,0,31,0,0,8,7,6,0,5,0,0,26,92,0,0,0,0,0,0,0,0,92,0,46,0,0,0,0,0,0,0,46,0,37,10,5,4,0,0,0,0,56,0,3,0,0,0,0,8,6,4,21,0,4,3,0,3,0,0,0,0,10
POA6078,0,0,12,29,61,50,25,3,0,180,0,0,6,4,5,6,0,0,0,21,0,0,4,0,3,0,0,0,0,7,94,0,0,0,0,0,0,0,0,94,0,31,0,0,0,0,0,0,0,31,0,37,9,3,0,0,0,0,0,49,0,0,0,0,0,0,3,4,3,10,0,0,0,0,3,3,0,3,0,9,0,0,4,0,3,0,0,0,0,7,0,0,0,3,0,5,3,3,0,14,0,3,0,0,3,0,0,0,0,6,94,71,35,39,78,64,31,13,3,428,0,0,14,43,65,54,19,0,0,195,0,0,0,7,8,3,0,0,0,18,0,0,0,0,9,0,0,0,0,9,67,0,0,0,0,0,0,0,0,67,0,24,0,0,0,0,0,0,0,24,0,24,12,3,0,0,0,0,0,39,0,0,3,3,0,3,3,0,0,12,0,0,0,0,0,3,0,0,0,3
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
