region_id,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU_15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU_15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA6081,0,3,62,238,253,194,129,45,6,930,0,9,37,50,39,24,7,4,0,170,0,0,0,10,15,5,0,0,0,30,549,0,0,0,0,0,0,0,0,549,0,112,0,0,0,0,0,0,0,112,0,149,26,14,0,4,4,0,0,197,0,6,0,0,3,4,3,6,0,22,0,8,6,0,3,0,0,0,0,17,0,12,7,0,5,5,0,3,0,32,0,10,4,10,25,23,11,13,0,96,5,8,5,4,4,3,0,0,0,29,554,317,147,326,347,262,154,71,6,2184,0,7,92,284,281,206,88,26,3,987,0,17,46,50,43,19,6,0,0,181,0,3,9,39,47,14,0,5,4,121,495,0,0,0,0,0,0,0,0,495,0,139,0,0,0,0,0,0,0,139,0,85,11,0,5,0,0,0,0,101,0,12,3,3,0,4,3,8,6,39,0,0,3,0,4,0,0,0,0,7
POA6082,0,3,48,128,153,142,81,34,3,592,0,8,25,31,25,12,3,0,0,104,0,0,0,10,6,9,0,0,0,25,340,0,0,0,0,0,0,0,0,340,0,70,0,0,0,0,0,0,0,70,0,111,23,7,6,0,0,0,0,147,0,12,0,0,3,0,4,0,3,22,0,4,0,0,6,0,4,0,0,14,0,0,0,3,5,3,0,3,3,17,0,3,5,22,23,17,13,9,0,92,3,11,5,3,4,4,0,3,0,33,343,222,106,204,231,187,105,49,9,1456,0,8,75,151,169,141,60,24,3,631,0,11,37,25,30,13,0,0,0,116,0,3,13,21,43,9,3,0,3,95,305,0,0,0,0,0,0,0,0,305,0,86,0,0,0,0,0,0,0,86,0,46,10,8,0,3,0,0,0,67,0,4,0,3,3,4,3,3,0,20,0,5,0,0,3,3,0,0,0,11
POA6083,0,0,23,159,208,168,103,40,5,706,0,5,13,40,39,17,5,0,0,119,0,0,0,0,9,5,0,0,0,14,318,0,0,0,0,0,0,0,0,318,0,86,0,0,0,0,0,0,0,86,0,88,16,8,7,3,0,0,0,122,0,4,7,0,0,3,0,4,0,18,0,3,0,3,3,0,3,0,0,12,0,0,7,0,6,4,3,0,0,20,0,3,6,16,27,19,21,9,0,101,3,10,3,3,3,3,7,0,0,32,321,199,75,229,302,222,142,53,5,1548,0,0,53,188,254,155,97,21,0,768,0,10,24,45,38,17,3,0,0,137,0,3,8,13,21,3,0,3,3,54,310,0,0,0,0,0,0,0,0,310,0,103,0,0,0,0,0,0,0,103,0,51,10,3,0,0,3,0,0,67,0,3,0,4,0,4,5,3,3,22,0,3,0,3,3,0,0,0,0,9
POA6084,0,4,91,303,335,278,181,49,4,1245,0,20,46,63,62,34,7,3,0,235,0,0,0,17,9,7,3,0,4,40,692,0,0,0,0,0,0,0,0,692,0,112,0,0,0,0,0,0,0,112,0,150,34,18,3,4,3,0,0,212,0,10,3,4,5,4,4,11,0,41,0,10,3,5,6,3,0,0,0,27,0,11,11,5,12,5,6,0,0,50,0,10,21,28,36,39,27,10,3,174,7,22,4,9,5,7,6,0,0,60,699,349,213,452,473,381,237,73,11,2888,0,15,159,349,366,271,139,26,3,1328,0,35,66,81,48,19,9,3,0,261,0,4,36,50,50,6,9,4,3,162,673,0,0,0,0,0,0,0,0,673,0,161,0,0,0,0,0,0,0,161,0,125,17,6,3,3,0,0,0,154,0,13,3,0,3,9,4,9,4,45,0,8,6,3,0,3,3,0,0,23
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,19,494,518,374,368,160,111,28,2072,0,66,320,107,86,41,14,0,0,634,0,0,5,14,30,18,5,7,0,79,731,0,0,0,0,0,0,0,0,731,0,166,0,0,0,0,0,0,0,166,0,142,60,28,21,13,0,0,0,264,0,105,71,8,8,15,11,3,0,221,0,60,58,13,3,4,0,0,0,138,0,299,326,68,32,24,10,4,0,763,0,63,218,193,213,149,95,46,18,995,7,20,48,20,5,8,3,3,0,114,738,940,1600,969,772,640,298,174,46,6177,0,74,630,483,378,328,145,74,13,2125,0,130,301,102,78,35,8,3,0,657,0,8,26,70,101,41,15,18,16,295,772,0,0,0,0,0,0,0,0,772,0,193,0,0,0,0,0,0,0,193,0,87,46,12,11,5,0,0,0,161,0,100,61,15,8,15,6,4,4,213,0,47,25,4,8,5,0,0,0,89
POA6101,0,20,499,632,394,283,170,100,32,2130,0,76,279,155,90,45,6,3,3,657,0,3,4,21,33,28,3,4,3,99,1094,0,0,0,0,0,0,0,0,1094,0,249,0,0,0,0,0,0,0,249,0,159,79,49,21,14,3,0,0,325,0,119,73,15,15,16,9,8,4,259,0,84,70,18,11,3,3,0,0,189,0,284,316,82,46,36,18,0,3,785,0,59,153,157,164,172,117,60,25,907,26,47,28,20,14,12,8,0,0,155,1120,1100,1501,1149,788,609,337,175,70,6849,0,56,649,626,364,268,138,79,17,2197,0,127,313,151,70,28,5,3,0,697,0,17,59,131,127,77,20,23,19,473,1056,0,0,0,0,0,0,0,0,1056,0,189,0,0,0,0,0,0,0,189,0,99,48,23,11,3,4,0,0,188,0,109,72,21,19,19,15,7,11,273,0,59,42,7,3,3,0,0,0,114
POA6102,0,22,346,347,213,172,131,152,69,1452,0,79,177,61,30,24,5,7,0,383,0,0,0,8,22,17,5,0,4,56,679,0,0,0,0,0,0,0,0,679,0,145,0,0,0,0,0,0,0,145,0,121,62,29,27,7,0,0,0,246,0,178,102,12,8,4,3,7,0,314,0,141,119,24,6,7,0,0,0,297,0,671,405,71,47,26,19,3,0,1242,0,50,124,111,118,133,93,76,49,754,14,35,31,13,14,9,4,3,3,126,693,1442,1366,676,485,399,260,248,125,5694,0,45,455,328,210,150,123,138,38,1487,0,104,175,65,33,21,9,0,0,407,0,23,56,92,85,40,20,23,11,350,739,0,0,0,0,0,0,0,0,739,0,150,0,0,0,0,0,0,0,150,0,86,47,8,10,4,4,0,0,159,0,162,63,3,9,11,9,8,6,271,0,116,46,5,0,0,3,0,0,170
POA6103,0,5,269,293,214,171,113,58,24,1147,0,45,146,82,45,29,5,3,0,355,0,0,11,11,21,14,3,5,3,68,578,0,0,0,0,0,0,0,0,578,0,104,0,0,0,0,0,0,0,104,0,90,53,19,27,7,0,0,0,196,0,73,49,13,3,9,3,4,0,154,0,46,43,10,7,0,6,0,0,112,0,142,176,54,23,28,10,4,0,437,0,29,124,106,109,114,58,41,15,596,6,9,19,5,8,6,7,0,0,60,584,543,890,593,457,378,205,115,42,3807,0,25,358,277,209,132,115,43,8,1167,0,71,164,59,37,28,5,0,0,364,0,15,43,61,70,30,19,18,10,266,522,0,0,0,0,0,0,0,0,522,0,139,0,0,0,0,0,0,0,139,0,74,25,7,12,4,3,0,0,125,0,43,39,9,12,17,7,7,4,138,0,28,27,4,0,0,0,0,0,59
POA6104,0,14,336,456,362,345,254,150,28,1945,0,44,179,148,91,49,18,0,0,529,0,0,3,23,30,23,7,4,4,94,1031,0,0,0,0,0,0,0,0,1031,0,192,0,0,0,0,0,0,0,192,0,230,108,38,34,6,0,0,0,416,0,89,55,16,17,15,8,7,0,207,0,58,47,15,10,7,0,3,0,140,0,102,200,77,47,29,14,6,3,478,0,36,109,113,131,121,84,68,15,677,16,28,29,24,19,11,3,0,0,130,1047,793,1066,910,741,606,388,238,50,5839,0,44,457,464,365,351,198,102,14,1995,0,97,196,130,95,39,4,0,0,561,0,31,89,126,109,56,27,28,9,475,950,0,0,0,0,0,0,0,0,950,0,213,0,0,0,0,0,0,0,213,0,140,53,20,19,8,0,0,0,240,0,63,52,17,19,30,12,15,5,213,0,37,13,8,3,0,0,0,0,61
POA6105,0,21,346,489,370,334,289,219,58,2126,0,51,167,123,84,36,17,6,0,484,0,0,8,28,41,21,6,4,0,108,1198,0,0,0,0,0,0,0,0,1198,0,223,0,0,0,0,0,0,0,223,0,243,101,48,59,14,3,0,0,468,0,86,67,18,17,13,11,14,0,226,0,50,53,15,10,9,4,0,0,141,0,115,169,75,58,36,14,3,5,475,0,33,115,128,137,100,75,64,38,690,13,29,38,27,15,7,8,3,0,140,1211,851,1064,951,791,570,427,313,101,6279,0,60,475,477,357,354,276,165,25,2189,0,90,200,114,63,37,9,6,0,519,0,36,101,132,134,63,34,43,20,563,1137,0,0,0,0,0,0,0,0,1137,0,247,0,0,0,0,0,0,0,247,0,175,61,32,27,9,0,0,0,304,0,64,42,10,19,20,24,21,9,209,0,54,22,8,5,3,0,3,0,95
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,0,6,3,0,0,3,3,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,0,62,1250,1409,1088,992,671,361,64,5897,0,185,540,270,160,87,23,6,4,1275,0,8,16,56,85,42,22,12,9,250,3317,0,0,0,0,0,0,0,0,3317,0,689,0,0,0,0,0,0,0,689,0,676,341,123,69,16,4,6,0,1235,0,371,248,52,33,43,19,12,5,783,0,220,234,62,31,16,7,0,3,573,0,521,520,197,109,72,32,10,0,1461,0,102,303,247,287,254,154,93,32,1472,32,86,76,47,22,19,15,0,0,297,3349,2920,3528,2463,1884,1541,947,500,117,17249,0,196,1600,1397,1128,935,556,232,31,6075,0,298,553,250,144,64,24,3,0,1336,0,53,238,334,285,152,68,56,28,1214,3075,0,0,0,0,0,0,0,0,3075,0,768,0,0,0,0,0,0,0,768,0,476,211,59,32,20,6,0,0,804,0,273,135,40,45,94,62,36,14,699,0,161,96,14,12,13,0,0,0,296
POA6108,0,24,494,844,957,1020,636,266,38,4279,0,85,271,184,117,68,20,3,0,748,0,3,13,28,48,47,12,8,3,162,2195,0,0,0,0,0,0,0,0,2195,0,584,0,0,0,0,0,0,0,584,0,640,298,80,37,18,3,4,0,1080,0,112,72,34,21,19,13,6,12,289,0,47,50,34,11,12,3,0,0,157,0,76,110,55,35,35,18,7,0,336,0,42,128,147,141,138,74,48,22,740,33,40,36,18,20,9,7,3,0,166,2228,1653,1472,1424,1387,1366,786,345,75,10736,0,71,675,989,1071,957,506,156,18,4443,0,145,293,185,126,58,8,3,0,818,0,41,136,228,198,116,45,25,16,805,2128,0,0,0,0,0,0,0,0,2128,0,650,0,0,0,0,0,0,0,650,0,434,154,51,16,7,3,0,0,665,0,93,42,24,29,44,37,33,15,317,0,49,21,3,10,4,0,0,0,87
POA6109,0,18,257,307,304,348,223,137,31,1625,0,49,141,89,64,34,15,3,3,398,0,3,9,25,44,22,12,3,3,121,983,0,0,0,0,0,0,0,0,983,0,182,0,0,0,0,0,0,0,182,0,265,144,40,25,10,0,0,0,484,0,62,39,14,8,12,8,8,0,151,0,33,25,13,9,3,3,0,0,86,0,52,96,51,36,31,10,0,3,279,0,16,73,94,107,94,66,30,10,490,22,30,29,21,10,10,0,3,0,125,1005,710,813,654,607,564,337,184,50,4924,0,59,348,298,327,347,198,102,13,1692,0,78,156,81,61,28,9,3,0,416,0,27,90,112,105,52,25,20,8,439,911,0,0,0,0,0,0,0,0,911,0,182,0,0,0,0,0,0,0,182,0,182,71,23,15,7,3,0,0,301,0,48,15,9,13,26,10,12,8,141,0,25,8,6,9,4,0,0,0,52
POA6110,0,57,938,1265,1175,1136,713,320,69,5673,0,171,522,323,189,107,30,5,3,1350,0,6,32,65,106,53,17,10,9,298,3661,0,0,0,0,0,0,0,0,3661,0,739,0,0,0,0,0,0,0,739,0,882,310,109,48,14,0,0,0,1363,0,161,110,44,43,31,18,7,3,417,0,73,91,50,28,11,3,3,0,259,0,105,147,86,79,47,38,6,0,508,0,65,208,243,242,227,148,104,42,1279,57,54,69,37,20,21,10,8,0,276,3718,2313,2427,2222,1930,1647,977,463,126,15823,0,142,1226,1378,1242,1070,587,239,23,5907,0,301,544,295,187,78,22,3,0,1430,0,118,306,400,338,124,53,44,22,1405,3356,0,0,0,0,0,0,0,0,3356,0,737,0,0,0,0,0,0,0,737,0,607,177,65,22,16,6,0,0,893,0,127,59,29,42,62,51,40,18,428,0,68,35,16,17,7,0,0,0,143
POA6111,0,24,381,672,894,1024,633,239,35,3902,0,100,252,202,158,81,25,5,0,823,0,8,12,47,65,38,13,8,4,195,2052,0,0,0,0,0,0,0,0,2052,0,480,0,0,0,0,0,0,0,480,0,641,239,88,43,5,0,0,0,1016,0,82,58,26,26,24,12,6,10,244,0,45,41,16,13,6,3,3,0,127,0,63,72,58,32,25,16,6,0,272,0,43,116,154,179,159,105,55,22,833,31,44,39,22,16,20,6,3,0,181,2083,1530,1210,1285,1426,1382,813,325,71,10125,0,47,517,831,983,1034,471,164,17,4064,0,148,270,186,153,84,17,3,0,861,0,65,156,239,221,106,38,27,13,865,1919,0,0,0,0,0,0,0,0,1919,0,470,0,0,0,0,0,0,0,470,0,403,137,27,18,10,3,0,0,598,0,58,21,9,12,29,24,39,18,210,0,34,20,0,7,3,0,0,0,64
POA6112,0,93,1201,1352,1409,1205,769,344,68,6441,0,301,710,375,224,107,32,13,0,1762,0,8,33,99,105,48,19,14,6,332,4316,0,0,0,0,0,0,0,0,4316,0,763,0,0,0,0,0,0,0,763,0,1006,345,145,47,21,0,0,0,1564,0,177,94,34,45,34,16,13,6,419,0,134,86,46,27,10,5,3,0,311,0,123,165,84,65,51,22,9,4,523,0,78,311,271,292,251,187,116,49,1555,75,109,84,52,40,27,10,4,0,401,4391,2792,3029,2458,2254,1754,1060,516,133,18387,0,204,1491,1474,1459,1172,641,251,22,6714,0,509,705,340,230,99,23,6,0,1912,0,153,369,461,374,173,65,62,15,1672,4130,0,0,0,0,0,0,0,0,4130,0,794,0,0,0,0,0,0,0,794,0,688,192,53,28,26,6,0,0,993,0,138,61,20,63,70,44,35,24,455,0,81,31,13,12,3,0,0,3,143
POA6121,0,0,24,150,171,122,70,18,0,555,0,8,20,18,30,8,3,0,0,87,0,0,0,0,6,0,3,0,0,9,310,0,0,0,0,0,0,0,0,310,0,63,0,0,0,0,0,0,0,63,0,98,14,9,5,0,0,0,0,126,0,3,8,0,0,7,0,0,0,18,0,6,4,0,3,3,0,0,0,16,0,0,4,0,3,6,0,0,0,13,0,0,6,11,16,14,7,5,0,59,0,3,3,0,3,3,3,0,0,15,310,181,83,188,237,163,86,23,0,1271,0,0,46,181,173,130,44,11,0,585,0,14,19,32,22,11,0,0,0,98,0,7,8,18,20,4,0,0,0,57,282,0,0,0,0,0,0,0,0,282,0,76,0,0,0,0,0,0,0,76,0,65,17,0,3,0,0,0,0,85,0,7,0,0,3,5,6,6,6,33,0,4,3,3,3,3,0,0,0,16
POA6122,0,20,256,423,397,332,182,62,12,1684,0,58,154,109,64,38,3,0,0,426,0,3,3,10,16,9,3,0,3,47,1156,0,0,0,0,0,0,0,0,1156,0,184,0,0,0,0,0,0,0,184,0,273,54,27,6,6,3,0,0,369,0,26,16,12,5,8,4,0,0,71,0,15,13,6,3,3,3,0,0,43,0,19,34,7,6,8,5,0,0,79,0,15,50,29,28,25,17,12,3,179,15,21,16,9,8,6,0,0,0,75,1171,634,596,632,533,435,220,74,18,4313,0,45,349,474,428,304,147,42,0,1789,0,107,156,113,55,24,4,0,0,459,0,23,63,89,53,24,0,13,5,270,1114,0,0,0,0,0,0,0,0,1114,0,232,0,0,0,0,0,0,0,232,0,167,41,10,5,0,0,6,0,229,0,23,3,3,11,14,6,8,10,78,0,21,6,5,0,0,0,3,0,35
POA6123,0,0,23,61,65,57,30,15,0,251,0,4,20,21,8,8,0,0,0,61,0,0,3,3,7,5,0,0,0,18,197,0,0,0,0,0,0,0,0,197,0,28,0,0,0,0,0,0,0,28,0,47,8,3,0,0,0,0,0,58,0,7,0,3,0,0,0,0,0,10,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,8,4,5,0,38,0,4,0,3,3,3,0,3,0,16,197,97,64,97,91,81,34,23,0,684,0,5,32,77,72,50,26,6,3,271,0,15,20,15,13,5,0,0,0,68,0,0,8,20,13,4,0,0,0,45,158,0,0,0,0,0,0,0,0,158,0,40,0,0,0,0,0,0,0,40,0,29,5,0,0,4,0,0,0,38,0,0,5,3,4,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3
POA6124,0,0,15,43,38,40,38,9,0,183,0,0,7,11,16,6,3,0,4,47,0,0,3,3,3,0,0,0,0,9,107,0,0,0,0,0,0,0,0,107,0,26,0,0,0,0,0,0,0,26,0,20,7,3,3,3,0,0,0,36,0,0,0,5,4,0,3,0,0,12,0,3,3,0,3,0,3,0,0,12,0,0,3,0,3,0,0,0,0,6,0,4,0,10,6,7,4,4,0,35,3,4,4,3,0,3,3,0,0,20,110,57,42,78,76,59,54,13,4,493,0,5,25,53,49,44,30,0,0,206,0,3,10,16,13,4,3,0,0,49,0,0,3,10,4,4,0,5,0,26,111,0,0,0,0,0,0,0,0,111,0,17,0,0,0,0,0,0,0,17,0,10,6,0,0,0,0,0,0,16,0,0,0,0,4,0,6,0,0,10,0,3,0,0,0,0,0,0,0,3
POA6125,0,3,26,124,130,123,101,39,3,549,0,9,11,31,35,15,8,0,0,109,0,0,0,3,4,5,0,0,0,12,289,0,0,0,0,0,0,0,0,289,0,47,0,0,0,0,0,0,0,47,0,68,19,7,11,0,0,0,0,105,0,3,0,4,3,0,3,0,0,13,0,7,0,0,0,0,0,0,0,7,0,4,5,3,0,0,3,3,0,18,0,3,12,9,9,21,11,9,4,78,3,4,4,5,5,4,3,0,0,28,292,148,77,186,197,168,129,51,7,1255,0,3,48,146,148,125,83,27,3,583,0,16,24,34,33,11,0,3,0,121,0,3,14,17,5,3,8,0,3,53,265,0,0,0,0,0,0,0,0,265,0,47,0,0,0,0,0,0,0,47,0,44,7,5,0,0,0,0,0,56,0,4,0,0,0,0,7,0,3,14,0,0,0,4,0,0,0,0,0,4
POA6126,0,0,3,3,11,18,5,3,0,43,0,3,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,9,0,0,3,3,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,25,9,12,6,16,27,5,6,0,106,0,0,3,8,9,13,11,3,0,47,0,3,3,5,4,3,0,0,0,18,0,0,0,3,3,3,0,0,0,9,19,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0
POA6147,0,14,395,543,528,556,369,165,39,2609,0,54,161,108,43,36,19,7,0,428,0,0,16,34,34,46,11,5,7,153,1422,0,0,0,0,0,0,0,0,1422,0,410,0,0,0,0,0,0,0,410,0,349,225,71,38,9,0,0,0,692,0,108,65,28,11,9,13,3,3,240,0,56,47,30,9,7,0,0,0,149,0,97,131,33,30,17,6,5,3,322,0,24,112,122,117,110,66,35,11,597,20,28,30,8,8,7,3,3,3,110,1442,1140,1182,977,818,797,487,223,66,7132,0,50,538,559,576,540,293,104,17,2677,0,76,185,88,74,33,9,0,0,465,0,35,88,174,159,91,44,29,6,626,1251,0,0,0,0,0,0,0,0,1251,0,368,0,0,0,0,0,0,0,368,0,236,125,29,25,6,0,0,0,421,0,92,38,13,22,32,21,18,16,252,0,44,19,6,8,0,0,0,0,77
POA6148,0,6,289,645,799,741,496,281,68,3325,0,55,143,78,73,43,19,6,0,417,0,3,3,22,36,39,9,4,0,116,1491,0,0,0,0,0,0,0,0,1491,0,637,0,0,0,0,0,0,0,637,0,319,183,46,29,12,0,0,0,589,0,97,50,15,10,12,7,4,3,198,0,58,35,10,13,8,0,0,0,124,0,83,95,31,16,11,15,5,0,256,0,34,74,80,104,91,66,67,23,539,6,28,23,5,8,11,11,3,0,95,1497,1320,895,932,1088,968,623,370,94,7787,0,31,385,805,858,714,445,183,32,3453,0,92,141,81,73,53,7,3,0,450,0,15,48,131,165,79,29,24,13,504,1402,0,0,0,0,0,0,0,0,1402,0,607,0,0,0,0,0,0,0,607,0,248,100,25,12,7,0,0,0,392,0,74,26,13,11,20,31,17,16,208,0,39,13,9,0,3,4,0,0,68
POA6149,0,10,268,690,1032,1196,532,220,61,4009,0,20,111,82,74,66,16,4,0,373,0,3,3,16,51,27,7,3,0,110,1573,0,0,0,0,0,0,0,0,1573,0,762,0,0,0,0,0,0,0,762,0,558,250,40,17,13,0,0,0,878,0,67,37,11,5,9,7,5,6,147,0,39,40,7,7,0,0,3,0,96,0,105,86,16,10,15,9,3,0,244,0,32,40,53,63,71,54,51,38,402,20,27,10,10,12,11,7,0,0,97,1593,1623,845,925,1271,1408,632,289,105,8691,0,14,374,883,1192,1114,404,157,32,4170,0,42,109,70,95,58,11,0,0,385,0,5,36,90,181,102,21,20,14,469,1400,0,0,0,0,0,0,0,0,1400,0,764,0,0,0,0,0,0,0,764,0,361,184,32,16,12,0,0,0,605,0,78,32,6,13,20,14,24,23,210,0,40,17,4,6,0,3,0,0,70
