region_id,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA6015,38,3,0,0,0,41,6,0,0,0,0,6,7,0,0,0,0,7,9,0,0,0,0,9,11,0,0,0,0,11,36,4,0,0,0,40,27,0,0,0,0,27,78,4,0,0,0,82,32,0,0,0,0,32,78,0,0,0,0,78,233,0,0,0,0,233,46,0,0,0,0,46,601,11,0,0,0,612
POA6016,45,4,3,0,0,52,18,5,3,0,0,26,14,0,5,0,0,19,32,6,7,0,0,45,40,17,8,0,0,65,81,22,29,0,0,132,107,22,27,0,0,156,156,29,37,3,0,225,98,23,8,0,0,129,154,21,14,0,0,189,216,15,0,0,0,231,41,7,7,0,0,55,1002,171,148,3,0,1324
POA6017,12,12,3,0,0,27,0,5,5,0,0,10,0,4,5,0,0,9,3,6,13,0,0,22,3,13,11,0,0,27,9,31,41,0,0,81,9,40,39,0,0,88,15,74,35,0,0,124,13,32,10,0,0,55,14,23,7,0,0,44,0,8,4,0,0,12,3,14,5,0,0,22,81,262,178,0,0,521
POA6018,151,38,5,0,0,194,69,15,4,0,0,88,41,21,3,0,0,65,103,19,4,0,0,126,107,27,3,0,0,137,339,113,16,0,0,468,342,117,27,0,0,486,514,212,22,0,0,748,382,174,25,0,0,581,594,231,15,0,0,840,542,127,10,0,0,679,154,36,4,0,0,194,3338,1130,138,0,0,4606
POA6019,68,48,19,0,0,135,23,12,7,0,0,42,16,17,16,0,0,49,44,19,13,0,0,76,36,30,17,0,0,83,144,65,42,0,0,251,133,67,55,0,0,255,202,98,83,0,0,383,176,122,47,0,0,345,242,117,38,0,0,397,282,91,38,0,0,411,70,32,18,0,3,123,1436,718,393,0,3,2550
POA6020,128,10,3,0,0,141,34,3,4,0,0,41,45,0,0,0,0,45,60,3,4,3,0,70,114,12,0,0,0,126,237,21,11,0,0,269,231,13,9,0,5,258,354,18,8,0,0,380,219,17,10,0,0,246,352,30,8,3,0,393,437,35,8,0,0,480,136,8,6,0,0,150,2347,170,71,6,5,2599
POA6021,97,18,0,0,0,115,39,6,0,0,0,45,38,7,3,0,0,48,65,19,4,0,0,88,83,36,0,0,0,119,190,73,3,0,0,266,165,91,5,0,0,261,305,141,5,0,0,451,211,99,4,0,0,314,280,54,5,0,0,339,280,17,0,0,0,297,102,14,0,0,0,116,1855,575,29,0,0,2459
POA6022,29,0,0,0,0,29,18,0,0,0,0,18,16,0,0,0,0,16,40,0,0,0,0,40,36,4,0,0,0,40,88,10,0,0,0,98,99,5,0,0,0,104,120,15,0,0,0,135,99,17,0,0,0,116,88,8,0,0,0,96,27,0,0,0,0,27,36,3,0,0,0,39,696,62,0,0,0,758
POA6023,113,3,0,0,0,116,50,3,0,0,0,53,40,0,0,0,0,40,99,0,0,0,0,99,93,0,0,0,0,93,268,3,0,0,0,271,276,3,0,0,0,279,398,4,0,0,0,402,301,7,3,0,0,311,332,3,0,0,0,335,200,3,0,0,0,203,103,0,0,0,0,103,2273,29,3,0,0,2305
POA6024,96,4,0,0,0,100,44,3,0,0,0,47,34,4,0,0,0,38,92,0,0,0,0,92,107,4,0,0,0,111,282,10,0,0,0,292,296,13,0,0,0,309,416,31,0,0,0,447,291,9,0,0,0,300,268,6,0,0,0,274,87,3,0,0,0,90,106,4,0,0,0,110,2119,91,0,0,0,2210
POA6025,197,12,4,0,0,213,107,8,0,0,0,115,91,3,0,0,0,94,187,12,0,0,0,199,216,13,0,0,0,229,535,22,6,0,0,563,540,29,4,0,0,573,784,53,4,0,0,841,583,27,0,0,0,610,616,12,3,0,0,631,417,4,0,0,0,421,242,5,5,0,0,252,4515,200,26,0,0,4741
POA6026,153,4,0,0,0,157,77,3,0,0,0,80,80,0,0,0,0,80,162,4,4,0,0,170,216,5,3,0,0,224,438,13,4,0,0,455,456,17,0,0,0,473,621,20,0,0,0,641,456,11,0,0,0,467,471,10,0,0,0,481,198,3,0,0,0,201,161,7,0,0,0,168,3489,97,11,0,0,3597
POA6027,259,11,8,0,0,278,143,7,3,0,0,153,131,4,0,0,0,135,279,7,0,0,0,286,315,17,7,0,0,339,788,19,11,0,0,818,808,32,19,0,0,859,1154,50,22,3,0,1229,859,33,16,4,0,912,822,24,9,0,0,855,457,7,5,0,0,469,314,17,0,0,0,331,6329,228,100,7,0,6664
POA6028,126,3,3,0,0,132,54,3,0,0,0,57,61,3,0,0,0,64,115,0,0,0,0,115,108,3,0,0,0,111,401,3,7,0,0,411,468,0,9,0,0,477,696,10,11,0,0,717,513,0,7,0,0,520,592,3,0,0,0,595,370,3,0,0,0,373,168,3,0,0,0,171,3672,34,37,0,0,3743
POA6029,26,0,0,0,0,26,4,4,0,0,0,8,5,0,0,0,0,5,12,0,0,0,0,12,10,0,0,0,0,10,25,0,0,0,0,25,16,3,0,0,0,19,33,3,0,0,0,36,28,3,0,0,0,31,40,5,0,0,0,45,72,5,0,0,0,77,16,0,0,0,0,16,287,23,0,0,0,310
POA6030,142,8,3,0,0,153,79,4,0,0,0,83,80,0,0,0,0,80,198,3,3,0,0,204,225,3,3,0,0,231,660,12,0,0,0,672,814,15,0,0,0,829,1248,36,3,0,0,1287,1082,26,0,0,0,1108,739,8,3,0,0,750,392,9,0,0,0,401,257,7,3,0,0,267,5916,131,18,0,0,6065
POA6031,37,3,0,0,0,40,14,0,0,0,0,14,24,3,0,0,0,27,37,0,0,0,0,37,55,3,0,0,0,58,196,11,0,0,0,207,301,10,0,0,0,311,543,17,0,0,0,560,585,11,3,0,0,599,340,3,0,0,0,343,97,3,0,0,0,100,94,4,0,0,0,98,2323,68,3,0,0,2394
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
POA6033,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,14,0,0,0,0,14,21,0,0,0,0,21,28,0,0,0,0,28,14,0,0,0,0,14,14,0,0,0,0,14,9,0,0,0,0,9,121,0,0,0,0,121
POA6035,26,0,0,0,0,26,14,0,0,0,0,14,10,3,0,0,0,13,21,0,0,0,0,21,26,0,0,0,0,26,53,0,0,0,0,53,97,0,0,0,0,97,146,3,0,0,0,149,124,3,0,0,0,127,75,0,0,0,0,75,28,0,0,0,0,28,33,0,0,0,0,33,653,9,0,0,0,662
POA6036,24,0,0,0,0,24,10,3,0,0,0,13,10,0,0,0,0,10,20,5,0,0,0,25,41,3,0,0,0,44,127,12,0,0,0,139,252,28,0,0,0,280,442,82,0,0,0,524,475,34,0,0,0,509,319,10,0,0,0,329,98,9,0,0,0,107,78,0,0,0,0,78,1896,186,0,0,0,2082
POA6037,25,0,0,0,0,25,11,0,0,0,0,11,6,0,0,0,0,6,14,0,0,0,0,14,12,0,0,0,0,12,35,0,0,0,0,35,37,0,0,0,0,37,66,0,0,0,0,66,37,0,0,0,0,37,40,0,0,0,0,40,22,0,0,0,0,22,15,0,0,0,0,15,320,0,0,0,0,320
POA6041,12,0,0,0,0,12,8,0,0,0,0,8,7,0,0,0,0,7,15,0,0,0,0,15,12,0,0,0,0,12,22,0,0,0,0,22,26,0,0,0,0,26,42,0,0,0,0,42,20,0,0,0,0,20,30,0,0,0,0,30,13,0,0,0,0,13,9,0,0,0,0,9,216,0,0,0,0,216
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9
POA6043,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
POA6044,12,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,11,0,4,0,0,15,23,0,0,0,0,23,15,0,0,0,0,15,16,0,0,0,0,16,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,106,0,4,0,0,110
POA6050,77,9,6,0,0,92,30,4,10,0,0,44,24,0,6,3,0,33,30,3,6,0,0,39,30,8,18,0,0,56,94,16,32,0,0,142,111,24,40,0,0,175,166,26,74,0,0,266,96,30,35,0,0,161,190,32,22,0,0,244,359,29,3,0,0,391,52,8,5,0,0,65,1259,189,257,3,0,1708
POA6051,43,17,9,0,0,69,14,5,15,0,0,34,5,4,14,0,0,23,22,15,16,0,0,53,18,16,24,0,0,58,63,60,77,0,0,200,63,66,115,0,0,244,145,83,103,0,0,331,82,68,40,0,0,190,135,49,37,0,0,221,103,25,9,0,0,137,31,12,18,0,0,61,724,420,477,0,0,1621
POA6052,52,7,3,0,0,62,15,9,0,0,0,24,23,5,0,0,0,28,39,7,5,0,0,51,43,14,3,0,0,60,114,34,10,0,0,158,139,33,14,0,0,186,174,53,27,0,0,254,141,34,6,0,0,181,190,44,3,0,0,237,145,29,3,0,0,177,49,9,3,0,0,61,1124,278,77,0,0,1479
POA6053,80,7,3,0,0,90,31,3,3,0,0,37,31,3,3,0,0,37,69,8,5,0,0,82,81,13,3,0,0,97,214,28,8,0,0,250,205,35,8,3,0,251,355,57,9,0,0,421,276,15,0,0,0,291,315,21,4,0,0,340,140,12,3,0,0,155,68,9,0,0,0,77,1865,211,49,3,0,2128
POA6054,121,10,9,0,0,140,70,10,4,0,0,84,69,4,6,0,0,79,149,14,8,0,0,171,174,9,14,0,0,197,376,44,25,0,0,445,392,33,23,0,0,448,564,52,40,0,0,656,324,30,17,0,0,371,247,10,7,0,0,264,96,8,8,0,0,112,135,3,3,0,0,141,2717,227,164,0,0,3108
POA6055,55,0,0,0,0,55,31,3,0,0,0,34,28,0,0,0,0,28,57,0,0,0,0,57,79,5,0,0,0,84,244,8,0,0,0,252,272,0,4,0,0,276,373,5,0,0,0,378,283,6,0,0,0,289,203,4,0,0,0,207,147,6,0,0,0,153,118,0,0,0,0,118,1890,37,4,0,0,1931
POA6056,205,13,0,0,0,218,137,5,3,0,0,145,126,3,4,0,0,133,215,4,13,0,0,232,283,7,7,0,0,297,776,23,17,3,0,819,757,49,30,0,0,836,1096,65,45,0,0,1206,560,26,14,0,0,600,394,17,4,0,0,415,197,8,3,0,0,208,247,12,5,0,0,264,4993,232,145,3,0,5373
POA6057,81,0,0,0,0,81,48,0,0,0,0,48,39,0,0,0,0,39,95,0,0,0,0,95,131,0,0,0,0,131,390,0,0,0,0,390,422,0,0,0,0,422,564,3,7,0,0,574,425,3,0,0,0,428,315,0,0,0,0,315,100,0,0,0,0,100,141,0,0,0,0,141,2751,6,7,0,0,2764
POA6058,62,0,0,0,0,62,51,0,0,0,0,51,36,0,0,0,0,36,88,0,0,0,0,88,104,0,3,0,0,107,270,6,0,0,0,276,298,6,0,0,0,304,420,10,0,0,0,430,296,0,0,0,0,296,117,0,0,0,0,117,43,0,0,0,0,43,91,0,0,0,0,91,1876,22,3,0,0,1901
POA6059,114,20,3,0,0,137,39,12,0,0,0,51,43,9,3,0,0,55,82,18,7,0,0,107,104,27,10,0,0,141,246,71,19,0,0,336,215,85,27,0,0,327,404,101,27,0,0,532,267,66,12,0,0,345,302,39,8,0,0,349,242,31,3,0,0,276,116,29,4,0,0,149,2174,508,123,0,0,2805
POA6060,56,54,15,0,0,125,16,24,8,0,0,48,23,34,9,0,0,66,40,54,19,0,0,113,62,63,30,0,0,155,95,153,78,0,0,326,136,176,98,0,0,410,210,296,106,0,0,612,136,177,50,0,0,363,167,138,33,0,7,345,133,67,20,0,0,220,40,50,10,0,0,100,1114,1286,476,0,7,2883
POA6061,168,32,7,0,0,207,95,17,3,0,0,115,74,24,0,0,0,98,134,28,3,0,0,165,173,48,8,0,0,229,425,126,20,0,0,571,391,198,33,0,0,622,544,410,44,0,0,998,261,257,36,0,0,554,134,110,11,0,0,255,48,40,6,0,0,94,125,49,11,0,0,185,2572,1339,182,0,0,4093
POA6062,143,20,5,0,0,168,81,7,0,0,3,91,68,9,3,0,0,80,154,20,5,0,0,179,169,27,0,0,0,196,436,65,15,0,0,516,425,69,9,0,0,503,676,114,22,0,0,812,418,71,6,0,0,495,331,53,0,0,0,384,145,17,3,0,0,165,182,18,3,0,0,203,3228,490,71,0,3,3792
POA6063,88,4,0,0,0,92,51,3,0,0,0,54,50,0,0,0,0,50,129,5,0,0,0,134,143,0,0,0,0,143,366,15,0,0,0,381,371,12,0,0,0,383,492,9,0,0,0,501,309,3,0,0,0,312,205,0,6,0,0,211,59,0,0,0,0,59,119,3,0,0,0,122,2382,54,6,0,0,2442
POA6064,183,18,6,0,0,207,154,4,3,0,0,161,117,6,3,0,0,126,268,14,5,0,0,287,290,17,17,0,0,324,699,59,40,0,0,798,691,43,41,0,0,775,879,52,34,0,0,965,484,15,12,0,0,511,251,6,3,0,0,260,108,3,0,0,0,111,217,10,6,0,0,233,4341,247,170,0,0,4758
POA6065,228,12,0,0,0,240,111,10,0,3,0,124,99,9,0,0,0,108,217,15,3,3,0,238,303,19,0,3,0,325,886,39,5,0,0,930,1152,68,7,3,0,1230,2028,102,12,0,0,2142,1908,97,7,0,0,2012,1641,79,5,0,0,1725,503,27,3,0,0,533,402,15,3,0,0,420,9478,492,45,12,0,10027
POA6066,104,3,0,0,0,107,87,3,0,0,0,90,61,4,0,0,0,65,152,0,0,0,0,152,193,0,3,0,0,196,486,3,3,0,0,492,467,7,5,0,0,479,648,0,10,0,0,658,436,3,3,0,0,442,260,0,0,0,0,260,80,0,0,0,0,80,152,0,0,0,0,152,3126,23,24,0,0,3173
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,76,5,3,0,0,84,46,0,0,0,0,46,42,0,0,0,0,42,77,5,4,0,0,86,122,3,0,0,0,125,411,12,0,0,0,423,602,22,0,0,0,624,1042,39,7,3,3,1094,1120,37,3,0,0,1160,859,17,3,3,0,882,287,3,0,0,0,290,184,5,4,0,0,193,4868,148,24,6,3,5049
POA6070,21,0,0,0,0,21,15,0,0,0,0,15,16,3,0,0,0,19,14,0,0,0,0,14,24,0,0,0,0,24,83,0,0,0,0,83,67,0,0,0,0,67,108,3,0,0,0,111,68,0,0,0,0,68,78,0,0,0,0,78,49,0,0,0,0,49,30,3,0,0,0,33,573,9,0,0,0,582
POA6071,34,0,0,0,0,34,10,0,0,0,0,10,10,0,0,0,0,10,15,0,0,0,0,15,37,0,0,0,0,37,65,0,0,0,0,65,72,0,0,0,0,72,92,0,0,0,0,92,65,0,0,0,0,65,67,0,0,0,0,67,48,0,0,0,0,48,28,0,0,0,0,28,543,0,0,0,0,543
POA6072,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,24,0,0,0,0,24,15,0,0,0,0,15,21,0,0,0,0,21,12,0,0,0,0,12,15,0,0,0,0,15,9,3,0,0,0,12,10,0,0,0,0,10,125,3,0,0,0,128
POA6073,30,0,0,0,0,30,12,0,0,0,0,12,9,0,0,0,0,9,16,0,0,0,0,16,18,0,0,0,0,18,63,3,0,0,0,66,57,0,0,0,0,57,69,4,0,0,0,73,51,0,0,0,0,51,53,3,0,0,0,56,28,3,0,0,0,31,21,3,0,0,0,24,427,16,0,0,0,443
POA6074,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,15,0,0,0,0,15,25,0,0,0,0,25,24,0,0,0,0,24,24,0,0,0,0,24,27,0,0,0,0,27,22,0,0,0,0,22,12,0,0,0,0,12,11,0,0,0,0,11,177,0,0,0,0,177
POA6076,149,3,0,0,0,152,67,3,0,0,0,70,54,0,0,0,0,54,99,0,0,0,0,99,145,4,0,0,0,149,368,5,0,0,0,373,357,9,0,0,0,366,518,9,0,0,0,527,315,8,3,0,0,326,416,7,0,0,0,423,296,5,0,0,0,301,146,3,4,0,0,153,2930,56,7,0,0,2993
POA6077,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,18,0,0,0,0,18,21,0,0,0,0,21,24,0,0,0,0,24,21,0,0,0,0,21,21,0,0,0,0,21,33,0,0,0,0,33,10,0,0,0,0,10,169,0,0,0,0,169
POA6078,4,3,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,10,13,5,0,0,0,18,16,3,0,0,0,19,10,0,0,0,0,10,9,3,0,0,0,12,18,13,0,0,0,31,5,4,0,0,0,9,96,31,0,0,0,127
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,31,0,0,0,0,31,18,0,0,0,0,18,17,0,0,0,0,17,40,0,0,0,0,40,39,0,0,0,0,39,111,0,0,0,0,111,119,0,0,0,0,119,149,0,0,0,0,149,107,0,0,0,0,107,118,0,0,0,0,118,69,0,0,0,0,69,46,0,0,0,0,46,864,0,0,0,0,864
POA6082,21,0,0,0,0,21,13,0,0,0,0,13,7,0,0,0,0,7,29,0,0,0,0,29,22,0,0,0,0,22,62,0,3,0,0,65,67,0,0,0,0,67,110,0,0,0,0,110,67,0,0,0,0,67,71,0,0,0,0,71,31,0,0,0,0,31,35,0,0,0,0,35,535,0,3,0,0,538
POA6083,30,0,0,0,0,30,8,0,0,0,0,8,10,0,0,0,0,10,21,0,0,0,0,21,35,0,0,0,0,35,77,0,0,0,0,77,73,0,0,0,0,73,115,0,0,0,0,115,81,0,0,0,0,81,86,0,0,3,0,89,64,4,0,0,0,68,29,0,0,0,0,29,629,4,0,3,0,636
POA6084,29,0,0,3,0,32,18,3,0,0,0,21,17,0,0,0,0,17,36,0,0,0,0,36,41,0,0,0,0,41,123,0,0,0,0,123,171,0,0,0,0,171,220,0,0,5,0,225,159,0,0,0,0,159,177,0,0,3,0,180,104,0,0,0,0,104,60,0,3,0,0,63,1155,3,3,11,0,1172
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,34,13,10,0,0,57,22,5,3,0,0,30,16,4,4,0,0,24,33,5,4,0,0,42,30,10,15,0,0,55,104,33,50,0,0,187,114,43,49,0,0,206,142,65,46,0,0,253,143,44,31,0,0,218,178,49,30,0,0,257,91,29,40,6,0,166,43,12,10,0,0,65,950,312,292,6,0,1560
POA6101,57,9,5,0,0,71,21,8,0,0,0,29,25,4,3,0,0,32,39,9,6,0,0,54,43,15,8,0,0,66,160,59,25,0,0,244,161,48,23,0,0,232,282,91,27,0,0,400,213,70,30,0,0,313,243,62,14,0,0,319,135,21,5,0,0,161,46,10,3,0,0,59,1425,406,149,0,0,1980
POA6102,34,5,5,0,0,44,12,0,3,0,0,15,5,3,4,0,0,12,28,5,7,0,0,40,25,5,8,0,0,38,82,10,33,0,0,125,97,16,39,0,0,152,132,27,53,0,0,212,135,12,31,0,0,178,93,9,11,0,0,113,29,6,11,0,0,46,28,3,4,0,0,35,700,101,209,0,0,1010
POA6103,31,5,5,0,0,41,9,0,0,0,0,9,15,0,3,0,0,18,18,4,7,0,0,29,25,0,7,0,0,32,66,7,26,0,0,99,63,9,36,0,0,108,133,17,41,0,0,191,123,15,29,0,0,167,87,36,16,0,0,139,55,11,11,0,0,77,26,8,3,0,0,37,651,112,184,0,0,947
POA6104,47,12,0,0,0,59,20,8,0,0,0,28,21,5,0,0,0,26,42,11,0,0,0,53,84,10,0,0,0,94,189,20,4,0,3,216,178,29,3,0,0,210,272,53,18,0,0,343,229,32,13,0,0,274,173,9,5,0,0,187,114,11,3,0,0,128,73,9,3,0,0,85,1442,209,49,0,3,1703
POA6105,73,6,6,0,0,85,31,4,3,0,0,38,20,5,0,0,0,25,52,6,7,0,0,65,71,6,0,0,0,77,185,17,12,0,0,214,166,26,15,0,0,207,288,29,19,0,0,336,200,31,5,0,0,236,157,16,8,0,0,181,44,9,0,0,0,53,76,3,3,0,0,82,1363,158,78,0,0,1599
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,141,18,4,0,3,166,80,5,3,0,0,88,86,8,4,0,0,98,166,16,7,0,0,189,229,22,9,0,0,260,603,61,24,0,0,688,620,76,38,0,0,734,911,138,70,0,0,1119,686,57,35,0,0,778,405,30,8,0,0,443,173,18,9,0,0,200,208,25,8,0,0,241,4308,474,219,0,3,5004
POA6108,121,0,8,0,0,129,77,0,0,0,0,77,84,0,0,0,0,84,169,3,3,0,0,175,237,3,8,0,0,248,569,12,6,0,0,587,544,11,8,0,0,563,748,12,9,0,0,769,451,4,3,0,0,458,236,0,0,0,0,236,64,0,0,0,0,64,156,0,4,0,0,160,3456,45,49,0,0,3550
POA6109,47,9,0,0,0,56,45,3,0,0,0,48,44,0,0,0,0,44,79,0,0,0,0,79,116,0,0,0,0,116,275,16,0,0,0,291,261,18,0,0,0,279,345,12,0,0,0,357,139,3,0,0,0,142,73,0,0,0,0,73,41,0,0,0,0,41,66,5,0,0,0,71,1531,66,0,0,0,1597
POA6110,176,7,3,0,0,186,121,0,3,0,0,124,117,3,3,0,0,123,234,5,9,4,0,252,306,6,11,3,0,326,805,17,21,3,0,846,842,19,30,3,0,894,1245,16,35,13,0,1309,772,4,8,0,0,784,457,5,0,0,0,462,184,4,0,0,0,188,248,6,0,0,0,254,5507,92,123,26,0,5748
POA6111,125,4,0,0,0,129,96,3,3,0,0,102,99,3,0,0,0,102,177,3,3,0,0,183,198,3,5,0,0,206,492,13,8,0,0,513,526,16,16,0,0,558,698,33,14,4,0,749,344,3,0,0,0,347,253,3,0,0,0,256,141,3,3,0,0,147,158,0,3,0,0,161,3307,87,55,4,0,3453
POA6112,172,5,4,0,0,181,144,5,3,0,0,152,124,7,0,0,0,131,267,15,0,0,0,282,323,12,11,0,0,346,824,51,16,0,0,891,936,82,25,3,0,1046,1501,74,26,0,0,1601,1057,14,3,3,0,1077,708,5,5,0,0,718,311,0,3,0,0,314,293,11,8,0,0,312,6660,281,104,6,0,7051
POA6121,23,0,0,0,0,23,8,0,0,0,0,8,7,0,0,0,0,7,13,0,0,0,0,13,18,0,0,0,0,18,40,0,0,0,0,40,57,0,0,0,0,57,75,0,0,0,0,75,60,0,3,0,0,63,86,0,0,0,0,86,58,0,0,6,0,64,31,0,0,0,0,31,476,0,3,6,0,485
POA6122,38,3,0,0,0,41,23,0,0,0,0,23,15,3,0,0,0,18,39,0,0,0,0,39,53,0,0,0,0,53,156,0,0,0,0,156,224,0,0,0,0,224,457,0,0,0,0,457,367,0,0,0,0,367,214,0,0,3,0,217,106,0,0,0,3,109,80,3,0,0,0,83,1772,9,0,3,3,1787
POA6123,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,14,0,0,0,0,14,38,0,0,0,0,38,30,0,0,0,0,30,65,0,0,0,0,65,27,0,0,0,0,27,22,0,0,0,0,22,23,0,0,0,0,23,12,0,0,0,0,12,248,0,0,0,0,248
POA6124,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,25,0,0,0,0,25,28,0,0,0,0,28,34,0,0,0,0,34,22,0,0,0,0,22,21,0,0,0,0,21,14,0,0,0,0,14,11,0,0,0,0,11,181,0,0,0,0,181
