region_id,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA6125,18,0,0,0,0,18,4,4,0,0,0,8,4,0,0,0,0,4,11,0,0,0,0,11,16,0,0,0,0,16,48,0,0,0,0,48,47,0,0,0,0,47,81,0,0,0,0,81,47,0,0,0,0,47,54,0,0,0,0,54,42,0,0,0,0,42,25,0,0,0,0,25,397,4,0,0,0,401
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
POA6147,95,11,3,0,0,109,58,3,3,0,0,64,46,4,4,0,0,54,127,5,5,0,0,137,148,17,0,0,0,165,309,38,13,0,0,360,316,19,12,0,0,347,402,50,14,0,0,466,241,15,3,0,0,259,146,4,0,0,0,150,48,3,3,0,0,54,80,3,3,0,0,86,2016,172,63,0,0,2251
POA6148,98,16,3,0,0,117,49,13,0,0,0,62,26,7,3,0,0,36,66,12,3,0,0,81,79,13,3,0,0,95,189,51,0,0,0,240,194,41,0,0,0,235,293,59,0,0,0,352,196,47,3,0,0,246,231,31,4,0,0,266,172,17,0,0,0,189,70,9,0,0,0,79,1663,316,19,0,0,1998
POA6149,120,0,3,0,0,123,53,0,3,0,0,56,61,4,0,0,0,65,95,10,0,0,0,105,116,5,0,0,0,121,286,14,3,0,0,303,280,17,3,0,0,300,417,7,3,0,0,427,255,8,3,0,0,266,359,4,0,0,0,363,169,0,0,0,0,169,121,5,0,0,0,126,2332,74,18,0,0,2424
POA6150,101,0,0,0,0,101,27,3,0,0,0,30,36,4,0,0,0,40,34,0,0,0,0,34,57,3,4,0,0,64,115,9,0,0,0,124,117,8,5,0,0,130,214,8,6,0,0,228,138,15,0,0,0,153,159,6,0,0,0,165,143,0,0,0,0,143,55,0,0,0,0,55,1196,56,15,0,0,1267
POA6151,63,13,17,0,0,93,23,7,3,0,0,33,22,3,3,0,0,28,25,4,6,0,0,35,34,8,4,0,0,46,86,29,44,0,0,159,101,29,43,0,0,173,177,45,67,0,0,289,95,27,40,0,0,162,175,41,45,0,0,261,291,42,56,0,0,389,62,11,19,0,0,92,1154,259,347,0,0,1760
POA6152,97,37,12,0,0,146,28,12,0,0,0,40,25,16,3,0,0,44,45,20,5,0,0,70,64,31,7,0,0,102,156,92,29,0,0,277,172,98,37,0,0,307,255,149,48,0,0,452,176,101,23,0,0,300,248,114,12,0,0,374,362,79,11,0,0,452,100,34,4,0,0,138,1728,783,191,0,0,2702
POA6153,111,12,3,0,0,126,28,3,3,0,0,34,36,0,0,0,0,36,35,3,4,0,0,42,45,3,6,0,0,54,141,15,7,0,0,163,132,26,6,0,0,164,250,24,16,0,0,290,156,23,8,0,0,187,270,21,12,0,0,303,442,50,10,0,0,502,103,13,0,0,0,116,1749,193,75,0,0,2017
POA6154,68,3,3,0,0,74,20,3,0,0,0,23,20,3,0,0,0,23,36,14,0,0,3,53,27,11,0,0,0,38,97,16,9,0,0,122,87,9,3,0,0,99,184,14,7,0,0,205,124,14,4,0,0,142,191,13,0,0,0,204,156,7,3,0,0,166,47,4,0,0,0,51,1057,111,29,0,3,1200
POA6155,277,0,3,0,0,280,129,0,0,0,0,129,120,4,0,0,0,124,219,3,0,0,0,222,279,4,3,0,0,286,855,14,0,0,0,869,1001,13,3,0,0,1017,1485,37,9,0,4,1535,1199,12,3,0,0,1214,1131,3,0,0,0,1134,489,7,0,0,0,496,318,3,0,0,0,321,7502,100,21,0,4,7627
POA6156,89,9,6,0,0,104,28,0,5,0,0,33,36,0,0,0,0,36,55,5,3,0,0,63,58,0,6,0,0,64,212,8,8,0,0,228,214,14,14,0,0,242,301,25,20,0,0,346,210,10,16,0,0,236,341,19,13,0,0,373,287,13,4,0,0,304,83,6,0,0,0,89,1914,109,95,0,0,2118
POA6157,56,8,4,0,0,68,33,7,3,0,0,43,22,3,0,0,0,25,37,9,8,0,3,57,45,17,14,0,0,76,159,37,22,0,0,218,147,40,26,0,0,213,246,56,27,0,0,329,162,52,24,0,0,238,223,41,15,0,0,279,192,21,0,0,0,213,51,10,4,0,0,65,1373,301,147,0,3,1824
POA6158,40,4,0,0,0,44,12,3,3,0,0,18,16,3,3,0,0,22,27,3,3,0,0,33,19,3,6,0,0,28,71,13,7,0,0,91,62,11,20,0,0,93,94,20,12,0,0,126,65,20,3,0,0,88,127,11,8,0,0,146,174,24,3,0,0,201,34,3,6,0,0,43,741,118,74,0,0,933
POA6159,14,4,3,0,0,21,0,3,3,0,0,6,0,4,3,0,0,7,9,3,0,0,0,12,3,3,0,0,0,6,13,6,3,0,0,22,17,3,3,0,0,23,22,18,5,0,0,45,17,17,3,0,0,37,26,15,5,0,0,46,43,22,12,0,0,77,5,4,0,0,0,9,169,102,40,0,0,311
POA6160,22,14,10,0,0,46,12,0,3,0,0,15,3,3,3,4,0,13,17,5,6,0,0,28,14,6,10,0,0,30,50,19,14,0,0,83,39,19,25,0,0,83,63,44,30,0,0,137,64,34,12,0,0,110,91,23,12,0,0,126,90,27,14,0,0,131,27,13,5,0,0,45,492,207,144,4,0,847
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,51,9,0,0,0,60,24,0,4,0,0,28,13,3,0,0,0,16,46,6,0,0,0,52,38,3,0,0,0,41,112,15,0,0,0,127,108,9,9,3,0,129,167,24,3,3,0,197,130,17,0,0,0,147,175,9,3,0,0,187,163,21,3,0,0,187,51,7,0,0,0,58,1078,123,22,6,0,1229
POA6163,235,24,12,0,0,271,149,21,6,0,0,176,141,10,11,0,0,162,242,32,13,0,0,287,270,25,16,0,0,311,784,72,29,0,0,885,742,77,46,0,0,865,976,137,52,0,0,1165,683,64,13,3,3,766,635,43,11,0,0,689,286,17,15,0,0,318,293,33,10,0,3,339,5436,555,234,3,6,6234
POA6164,222,4,0,0,0,226,123,5,0,0,0,128,113,4,0,0,0,117,225,8,0,0,0,233,314,7,4,0,0,325,957,36,11,0,0,1004,1126,41,22,0,0,1189,1895,88,52,0,0,2035,1658,67,31,0,0,1756,1353,34,11,0,0,1398,444,8,6,0,0,458,346,15,0,0,0,361,8776,317,137,0,0,9230
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6166,46,0,0,0,0,46,11,0,0,0,0,11,11,0,0,0,0,11,35,0,0,0,0,35,42,0,0,0,0,42,148,4,3,0,0,155,109,3,3,0,0,115,174,8,0,0,0,182,98,6,0,0,0,104,136,5,0,0,0,141,110,6,0,4,0,120,65,3,0,0,0,68,985,35,6,4,0,1030
POA6167,103,0,0,0,0,103,107,3,3,0,0,113,85,0,3,0,0,88,160,8,0,0,0,168,197,4,5,0,0,206,513,8,28,0,0,549,669,15,27,0,0,711,950,9,10,0,0,969,435,3,3,0,0,441,177,0,3,0,0,180,92,0,0,0,0,92,148,0,0,0,0,148,3636,50,82,0,0,3768
POA6168,126,7,13,0,0,146,76,8,0,0,0,84,61,0,4,0,0,65,140,12,5,3,0,160,163,8,9,0,0,180,400,33,14,3,0,450,436,31,20,0,0,487,604,30,25,0,0,659,250,11,15,0,0,276,137,13,9,0,0,159,64,4,3,0,0,71,137,9,14,0,0,160,2594,166,131,6,0,2897
POA6169,197,10,0,0,0,207,112,3,0,0,0,115,102,5,0,0,0,107,216,3,6,0,0,225,251,9,0,0,0,260,672,15,19,0,3,709,734,16,7,0,3,760,1108,27,11,3,0,1149,644,3,5,0,0,652,323,7,0,0,0,330,164,4,0,0,0,168,216,4,0,0,0,220,4739,106,48,3,6,4902
POA6170,23,0,0,0,0,23,20,0,0,0,0,20,10,0,0,0,0,10,27,3,0,0,0,30,51,3,0,0,0,54,128,15,0,0,0,143,159,26,0,0,0,185,301,32,0,0,0,333,164,40,0,0,0,204,87,8,0,0,0,95,49,4,0,0,0,53,42,5,0,0,0,47,1061,136,0,0,0,1197
POA6171,46,0,0,0,0,46,27,0,0,0,0,27,21,0,0,0,0,21,43,3,0,0,0,46,63,3,0,0,0,66,205,3,0,0,0,208,367,8,0,0,0,375,834,8,4,0,0,846,853,7,0,0,3,863,471,3,0,3,3,480,129,0,0,0,0,129,104,0,0,0,0,104,3163,35,4,3,6,3211
POA6172,59,0,0,0,0,59,29,0,0,0,0,29,31,0,0,0,0,31,63,3,0,0,0,66,92,0,0,0,0,92,319,0,0,0,0,319,341,0,3,0,0,344,581,7,3,0,0,591,343,0,0,0,0,343,163,0,0,0,0,163,66,3,0,0,0,69,106,6,0,0,0,112,2193,19,6,0,0,2218
POA6173,35,0,0,0,0,35,21,3,0,0,0,24,14,0,0,0,0,14,40,0,0,0,0,40,40,0,0,0,0,40,135,0,0,0,0,135,216,0,0,0,0,216,414,0,0,0,0,414,419,0,0,0,0,419,366,0,0,0,0,366,126,0,0,0,0,126,73,0,0,0,0,73,1899,3,0,0,0,1902
POA6174,10,0,0,0,0,10,6,0,0,0,0,6,7,0,0,0,0,7,3,0,0,0,0,3,17,0,0,0,0,17,49,0,0,0,0,49,46,0,0,0,0,46,61,0,0,0,0,61,46,0,0,0,0,46,47,0,0,0,0,47,24,0,0,0,0,24,21,0,0,0,0,21,337,0,0,0,0,337
POA6175,17,0,0,0,0,17,5,0,0,0,0,5,6,0,0,0,0,6,16,0,3,0,0,19,19,0,0,0,0,19,63,0,0,0,0,63,71,0,0,0,0,71,101,0,0,0,0,101,83,0,0,0,0,83,81,0,0,0,0,81,34,0,0,0,0,34,16,0,0,0,0,16,512,0,3,0,0,515
POA6176,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,18,0,0,0,0,18,9,0,0,0,0,9,18,0,0,0,0,18,8,0,0,0,0,8,13,0,0,0,0,13,12,0,0,0,0,12,7,0,0,0,0,7,97,0,0,0,0,97
POA6180,13,0,0,0,0,13,7,0,0,0,0,7,7,0,0,0,0,7,14,0,0,0,0,14,6,0,0,0,0,6,48,0,0,0,0,48,79,0,0,0,0,79,192,3,0,0,4,199,158,0,0,0,0,158,70,0,0,0,0,70,28,0,0,0,0,28,26,0,0,0,0,26,648,3,0,0,4,655
POA6181,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,16,0,0,0,0,16,4,0,0,0,0,4,10,0,0,0,0,10,9,0,0,0,0,9,14,0,0,0,0,14,23,0,0,0,0,23,3,0,0,0,0,3,95,0,0,0,0,95
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,20,0,0,0,0,20,22,0,0,0,0,22,29,0,0,0,0,29,21,0,0,0,0,21,24,0,0,0,0,24,12,0,0,0,0,12,18,0,0,0,0,18,166,0,0,0,0,166
POA6208,64,3,0,0,0,67,35,0,3,0,0,38,24,0,0,0,0,24,36,0,0,0,0,36,59,0,3,0,0,62,149,0,3,0,0,152,169,3,3,0,0,175,265,0,0,0,0,265,188,3,0,0,0,191,116,0,0,3,0,119,80,3,0,0,0,83,80,0,3,0,0,83,1265,12,15,3,0,1295
POA6209,13,0,0,0,0,13,12,0,0,0,0,12,3,0,0,0,0,3,6,0,0,0,0,6,9,0,0,0,0,9,30,0,0,0,0,30,23,0,0,0,0,23,31,0,0,0,0,31,22,0,0,0,0,22,20,0,3,0,0,23,22,0,0,0,0,22,16,0,0,0,0,16,207,0,3,0,0,210
POA6210,309,21,7,0,0,337,150,15,10,0,0,175,142,11,3,0,0,156,245,23,5,0,0,273,329,7,6,0,0,342,833,42,22,0,0,897,880,42,25,0,0,947,1414,64,33,4,0,1515,897,18,17,0,0,932,641,13,12,0,0,666,350,17,13,0,0,380,359,12,12,0,0,383,6549,285,165,4,0,7003
POA6211,28,0,0,0,0,28,13,0,0,0,0,13,16,3,0,0,0,19,29,0,0,4,0,33,36,0,0,0,0,36,106,3,0,0,0,109,81,3,0,0,0,84,165,0,0,0,0,165,117,0,0,0,0,117,95,0,3,0,0,98,50,0,3,0,0,53,39,0,0,0,0,39,775,9,6,4,0,794
POA6213,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,13,0,0,0,0,13,15,0,0,0,0,15,6,0,0,0,0,6,7,0,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,6,77,0,0,0,0,77
POA6214,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,10,13,0,0,0,0,13,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,55,0,0,0,0,55
POA6215,33,0,0,0,0,33,16,0,0,0,0,16,15,0,0,0,0,15,28,0,0,0,0,28,31,0,0,0,0,31,79,3,0,0,0,82,69,0,0,0,0,69,93,3,0,0,0,96,42,0,0,0,0,42,39,0,0,0,0,39,19,0,0,0,0,19,18,3,0,0,0,21,482,9,0,0,0,491
POA6218,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,34,0,0,3,0,37
POA6220,27,0,0,0,0,27,17,0,0,0,0,17,18,0,0,0,0,18,22,0,0,0,0,22,30,0,0,0,0,30,67,0,0,0,0,67,77,0,0,0,0,77,82,0,0,0,0,82,35,0,0,0,0,35,47,0,0,0,0,47,22,3,0,0,0,25,36,0,0,0,0,36,480,3,0,0,0,483
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,12,0,0,0,0,12,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,40,0,0,0,0,40
POA6224,10,0,0,0,0,10,3,0,0,0,0,3,5,0,0,0,0,5,16,0,0,0,0,16,6,0,0,0,0,6,24,0,0,0,0,24,27,0,0,0,0,27,27,0,0,3,0,30,12,0,0,0,0,12,6,0,0,0,0,6,5,0,0,0,0,5,8,0,0,0,0,8,149,0,0,3,0,152
POA6225,43,0,0,3,0,46,43,0,0,0,0,43,42,0,3,0,0,45,96,0,0,0,0,96,79,0,0,0,0,79,199,0,0,3,0,202,221,3,3,0,0,227,240,3,0,0,0,243,98,0,0,0,0,98,73,3,0,0,0,76,34,0,0,3,0,37,92,0,0,0,0,92,1260,9,6,9,0,1284
POA6226,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,14,0,0,0,0,14,13,0,0,0,0,13,27,0,0,0,0,27,12,0,0,0,0,12,18,0,0,0,0,18,5,0,0,0,0,5,5,0,0,0,0,5,111,0,0,0,0,111
POA6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,13,7,0,0,0,0,7,24,0,0,0,0,24,21,0,0,0,0,21,12,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,6,89,0,0,0,0,89
POA6229,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,38,0,0,0,0,38
POA6230,170,14,3,0,0,187,118,7,3,0,0,128,111,3,0,0,0,114,203,16,0,0,3,222,279,19,0,3,0,301,760,39,19,3,0,821,815,33,18,0,3,869,1184,24,19,0,0,1227,626,26,13,0,0,665,399,6,5,3,0,413,185,7,3,0,0,195,240,7,0,3,0,250,5090,201,83,12,6,5392
POA6232,40,0,0,0,0,40,27,0,0,0,0,27,21,0,0,0,0,21,62,0,0,0,0,62,61,0,0,0,0,61,220,3,3,0,0,226,251,4,0,0,0,255,373,3,0,0,0,376,251,0,0,0,0,251,100,0,0,0,0,100,40,0,0,0,0,40,59,0,0,0,0,59,1505,10,3,0,0,1518
POA6233,87,3,0,0,0,90,46,0,0,0,0,46,50,0,0,0,0,50,70,0,0,0,0,70,111,0,0,0,0,111,323,5,4,0,0,332,362,4,0,3,0,369,605,0,3,0,0,608,428,0,0,0,0,428,210,0,0,0,0,210,85,0,0,0,0,85,115,0,0,0,0,115,2492,12,7,3,0,2514
POA6236,9,0,0,0,0,9,3,0,0,0,0,3,7,0,0,0,0,7,16,0,0,0,0,16,20,0,0,0,0,20,48,0,0,3,0,51,35,0,0,0,0,35,55,0,0,3,0,58,27,0,0,0,0,27,22,0,0,0,0,22,22,0,0,0,0,22,12,0,0,0,0,12,276,0,0,6,0,282
POA6237,22,0,0,0,0,22,6,0,0,0,0,6,13,0,0,0,0,13,15,0,0,0,0,15,20,0,0,0,0,20,46,0,0,0,3,49,53,0,0,0,0,53,73,0,0,3,0,76,26,0,0,0,0,26,39,0,0,0,0,39,29,0,0,0,0,29,21,0,0,0,0,21,363,0,0,3,3,369
POA6239,16,0,0,0,0,16,24,0,0,0,0,24,20,0,0,0,0,20,26,0,0,0,0,26,49,0,0,0,0,49,122,0,0,0,0,122,84,0,0,0,0,84,102,0,0,3,0,105,57,0,0,4,0,61,30,0,0,0,0,30,23,0,0,0,0,23,25,0,0,0,0,25,578,0,0,7,0,585
POA6240,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,33,0,0,0,0,33
POA6244,20,0,0,0,0,20,4,0,0,0,0,4,7,0,0,0,0,7,16,0,0,0,0,16,23,0,0,0,0,23,29,0,0,0,0,29,17,0,0,0,0,17,14,0,0,0,0,14,9,0,0,0,0,9,8,0,0,0,0,8,10,0,0,0,0,10,12,0,0,0,0,12,169,0,0,0,0,169
POA6251,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,11,0,0,0,0,11,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,55,0,0,0,0,55
POA6253,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,3,6,8,0,0,0,0,8,7,0,0,0,0,7,14,0,0,0,0,14,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,72,0,0,0,3,75
POA6254,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,3,0,9,12,0,0,0,0,12,11,0,0,0,0,11,11,0,0,0,0,11,9,0,0,0,0,9,7,0,0,0,0,7,4,0,0,3,0,7,3,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,14,85,0,0,6,0,91
POA6255,33,0,0,3,0,36,17,0,0,0,0,17,20,0,0,0,0,20,34,0,0,0,0,34,33,0,0,0,0,33,80,0,0,0,0,80,73,0,0,0,0,73,76,0,0,0,0,76,45,0,0,0,0,45,27,0,0,0,0,27,16,0,0,0,0,16,19,0,0,6,0,25,473,0,0,9,0,482
POA6256,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
POA6258,45,0,0,3,0,48,18,0,0,0,0,18,23,0,0,0,0,23,65,0,0,0,0,65,85,0,0,0,0,85,130,0,0,0,0,130,130,0,0,0,0,130,121,0,3,0,0,124,30,0,0,0,0,30,40,0,0,0,0,40,23,0,0,0,0,23,38,0,0,0,0,38,748,0,3,3,0,754
POA6260,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,3,0,6,10,0,0,0,0,10,5,0,0,0,0,5,30,0,0,0,0,30,21,0,0,0,0,21,32,0,0,0,0,32,9,0,0,0,0,9,8,0,0,0,0,8,3,0,0,0,0,3,11,0,0,0,0,11,149,0,0,3,0,152
POA6262,10,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,20,0,0,0,0,20,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,5,5,0,0,0,0,5,87,0,0,0,0,87
POA6271,14,0,0,0,0,14,11,0,0,0,0,11,0,0,0,0,0,0,18,0,0,0,0,18,21,0,0,0,0,21,63,0,0,0,0,63,60,0,0,0,0,60,105,0,0,0,0,105,41,0,0,0,0,41,23,0,0,0,0,23,11,0,0,0,0,11,18,0,0,0,0,18,385,0,0,0,0,385
POA6275,8,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,12,0,0,0,0,12,9,0,0,0,0,9,24,0,0,0,0,24,24,0,0,0,0,24,17,0,0,0,0,17,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,7,0,0,0,0,7,126,0,0,0,0,126
POA6280,113,11,0,0,0,124,51,6,0,0,0,57,65,0,0,0,0,65,102,4,5,0,0,111,137,14,3,0,0,154,366,6,5,0,0,377,388,10,0,0,0,398,534,7,3,3,0,547,356,3,4,4,0,367,237,4,0,0,0,241,118,6,3,0,0,127,141,0,0,0,0,141,2608,71,23,7,0,2709
POA6281,30,0,0,0,0,30,10,0,0,0,0,10,22,0,0,0,0,22,16,0,0,0,0,16,26,0,0,3,0,29,86,0,0,0,0,86,80,0,0,3,0,83,121,5,3,0,0,129,84,0,0,0,0,84,75,0,0,0,0,75,79,0,0,0,0,79,45,4,0,0,0,49,674,9,3,6,0,692
POA6282,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,23,0,0,0,0,23,14,0,0,0,0,14,30,0,0,0,0,30,8,0,0,0,0,8,22,4,0,0,0,26,24,0,0,0,0,24,9,0,0,0,0,9,155,4,0,0,0,159
POA6284,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,14,25,0,0,0,0,25,25,0,0,0,0,25,40,0,0,0,0,40,30,0,0,0,0,30,31,0,0,0,0,31,19,0,0,0,0,19,8,0,0,0,0,8,210,0,0,0,0,210
POA6285,40,0,0,0,0,40,20,0,0,0,0,20,20,3,0,0,0,23,42,0,0,0,0,42,48,0,0,0,0,48,138,3,0,0,0,141,142,3,0,0,0,145,187,6,0,0,0,193,113,3,0,0,0,116,86,3,0,0,0,89,51,0,0,0,0,51,50,0,0,0,0,50,937,21,0,0,0,958
POA6286,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,4,45,0,0,4,0,49
POA6288,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,37,0,0,0,0,37
POA6290,6,0,0,0,0,6,8,0,0,0,0,8,8,0,0,0,0,8,9,0,0,0,0,9,6,0,0,0,0,6,18,0,0,0,0,18,19,0,0,0,0,19,16,0,0,0,0,16,10,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,11,0,0,0,0,11,124,0,0,0,0,124
