POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,3,0,27,4,19,20,22,33,19,12,0,0,132,91,163,123,266,230,157,110,48,14,1192
POA6125,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,5,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,4,7,10,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,17,0,0,0,0,4,0,0,0,0,4,0,0,3,12,19,4,4,3,0,41,10,41,28,65,58,44,32,18,4,295,138,437,377,660,566,444,312,168,30,3135
POA6126,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,3,3,0,24,3,3,0,8,8,13,3,0,0,43,11,33,32,256,131,85,59,14,0,626
POA6147,0,3,0,3,5,0,0,0,0,11,14,54,59,161,40,23,6,0,0,352,0,0,0,3,3,4,3,0,0,24,0,3,0,16,20,24,22,18,4,108,3,27,45,75,53,52,38,29,3,317,0,12,14,46,22,27,22,9,4,154,0,0,0,3,0,3,4,3,4,16,3,13,27,89,22,17,12,3,0,186,0,0,8,67,0,0,0,0,0,82,0,25,11,36,14,6,9,0,0,100,0,0,0,0,0,0,0,0,0,4,0,0,7,13,3,4,0,0,0,19,4,5,3,9,6,3,3,0,0,36,0,4,16,35,20,21,14,4,0,106,0,0,5,3,4,3,3,3,0,23,0,0,8,12,9,8,3,0,0,51,8,52,65,205,90,69,48,27,8,577,41,68,77,242,93,98,61,54,11,737,977,1753,1981,4706,1789,1810,1301,615,210,15138
POA6148,0,0,4,5,8,3,0,0,0,26,0,34,26,72,30,11,7,0,0,174,0,0,0,11,13,8,7,5,6,44,0,4,7,23,21,49,41,30,17,196,0,53,57,83,59,61,27,9,3,358,0,13,47,68,49,35,22,10,9,255,0,0,0,0,0,3,5,4,0,10,4,70,51,114,98,36,11,5,4,380,0,0,4,41,5,8,4,0,0,62,0,7,8,23,12,7,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,3,0,0,0,29,0,23,8,15,9,7,6,0,0,70,0,4,9,41,14,8,4,0,0,84,0,3,3,6,17,3,11,3,6,52,0,4,3,17,10,9,8,3,0,55,3,58,51,150,82,60,48,36,18,514,13,55,63,133,79,100,63,87,100,706,857,2343,2465,4156,2500,2127,1739,1062,576,17814
POA6149,0,0,4,0,4,0,0,0,0,10,0,7,14,22,10,9,6,0,0,70,0,0,0,10,7,4,3,3,0,24,0,12,21,28,55,65,49,20,16,261,4,42,77,95,63,77,44,15,4,411,0,31,69,100,66,59,41,18,8,394,0,0,0,0,0,0,0,0,0,7,0,12,8,23,35,36,15,9,3,136,0,0,4,50,4,13,3,0,0,81,0,0,3,14,6,10,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,11,3,26,3,13,11,0,0,81,0,0,7,14,18,15,3,5,0,69,0,0,0,5,8,21,12,3,0,53,0,0,3,27,17,21,3,4,4,87,6,46,47,133,75,82,59,22,13,484,16,49,47,134,73,88,72,41,41,558,822,2301,2526,4161,2486,2855,1934,870,513,18476
POA6150,0,0,4,3,0,0,0,0,0,3,0,7,17,31,14,11,7,3,0,96,0,0,0,9,0,5,3,3,3,29,0,10,12,19,18,30,27,11,0,130,0,19,107,123,54,103,59,18,9,489,0,11,36,45,41,35,21,5,3,201,0,0,0,0,0,4,0,0,0,6,0,5,7,28,19,37,18,3,3,129,0,0,8,57,12,8,8,0,0,93,0,3,12,15,3,6,4,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,10,15,8,3,4,0,4,0,51,5,5,12,33,17,14,8,0,3,105,0,0,0,0,3,3,4,6,4,23,0,6,13,19,10,10,3,0,0,62,0,20,82,110,59,85,46,23,10,441,18,24,58,112,60,77,90,89,68,595,470,1407,2371,2749,1654,1822,1394,796,482,13146
POA6151,0,0,0,0,0,3,0,0,0,10,0,5,10,38,7,7,3,0,0,69,0,0,0,19,3,8,7,6,0,44,0,16,21,54,46,29,32,11,3,214,3,12,17,66,13,33,15,6,3,167,0,14,30,86,43,39,26,10,3,255,0,0,0,0,0,0,0,0,0,3,0,0,0,39,4,3,3,0,0,54,0,0,4,22,3,0,0,0,0,28,0,9,3,27,9,7,4,0,0,53,0,0,0,3,0,0,0,0,0,14,0,0,0,0,8,3,3,0,0,10,3,19,6,32,16,26,11,4,3,116,0,0,4,38,29,13,3,0,0,94,0,0,3,7,7,9,6,3,3,28,0,0,17,33,13,21,8,0,0,89,16,47,64,292,89,49,39,17,15,623,55,98,121,454,171,165,124,58,31,1265,767,1737,2153,5058,2274,2152,1535,590,317,16576
POA6152,0,0,0,13,3,3,0,0,0,23,0,13,28,67,26,13,16,4,0,164,0,3,0,29,10,22,17,11,6,98,0,5,15,52,35,53,36,24,12,229,3,12,60,133,36,67,41,16,3,365,3,11,64,116,68,51,26,14,5,370,0,0,0,0,0,3,3,3,0,10,0,5,10,52,18,12,12,4,0,118,0,0,3,43,0,7,8,0,0,67,5,5,29,55,13,5,3,0,3,125,0,0,0,8,0,7,0,0,0,10,0,0,3,15,12,3,0,0,0,27,0,19,14,50,13,19,8,3,0,133,0,5,21,58,23,20,3,0,0,125,0,0,3,13,11,9,5,6,3,52,0,0,30,49,21,19,4,0,0,116,14,58,150,448,136,96,70,38,19,1025,62,100,225,484,189,179,153,133,134,1649,1203,2405,4211,7476,2989,3010,2124,1233,821,25463
POA6153,0,0,4,3,5,0,0,0,0,8,0,10,12,40,14,7,4,0,0,89,0,3,0,16,10,16,7,3,3,51,0,11,20,38,54,45,53,18,12,262,10,41,45,114,50,52,33,15,4,355,0,43,41,105,81,56,43,20,10,393,0,0,0,4,3,8,3,3,0,23,0,10,6,35,25,19,11,0,0,112,0,0,3,30,8,6,7,0,0,45,4,7,8,19,10,12,3,0,0,69,0,0,0,3,0,4,0,0,0,8,0,0,0,5,0,0,0,0,0,5,11,23,29,18,19,20,13,5,0,142,0,3,0,35,9,4,3,0,0,62,0,4,0,18,19,15,10,12,4,76,0,0,12,19,22,19,3,3,0,83,8,65,60,254,108,91,60,37,20,704,33,63,121,253,131,141,106,71,38,961,1018,2250,2626,4779,2806,2686,2015,1120,571,19865
POA6154,0,0,0,3,0,0,0,0,0,4,0,14,3,30,7,9,3,4,0,78,0,0,0,3,3,3,0,9,0,12,0,5,7,24,27,17,26,19,7,126,0,13,14,29,19,16,17,11,5,128,0,18,18,53,39,26,17,5,3,179,0,0,0,0,3,3,0,0,4,10,0,0,0,8,4,3,0,3,0,15,0,0,6,15,3,4,0,0,0,28,0,0,3,15,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,12,0,16,3,6,3,0,0,48,0,0,0,3,6,5,0,0,0,24,0,4,0,10,10,5,6,0,3,43,0,0,8,11,10,11,3,0,0,49,5,28,32,94,41,22,19,19,14,273,25,58,49,142,64,51,46,43,33,507,529,1370,1215,2377,1390,1093,867,692,496,10028
POA6155,0,10,0,12,11,3,0,0,0,32,3,45,52,152,73,46,4,3,0,384,0,3,3,23,14,25,9,0,4,87,3,28,42,92,106,96,79,32,15,498,19,167,281,404,271,267,105,38,9,1559,3,113,250,325,298,146,43,13,3,1203,0,0,0,12,9,7,6,0,0,32,8,106,86,280,146,64,34,20,0,741,5,6,28,194,18,12,3,0,0,273,3,11,14,55,27,9,4,0,0,124,0,0,0,3,4,0,4,0,0,10,0,0,3,11,5,4,0,0,0,28,5,35,21,36,29,22,11,0,0,159,0,4,12,85,51,47,6,5,3,208,0,3,0,22,22,23,22,4,0,94,0,18,47,91,72,45,5,4,0,281,26,237,256,557,281,172,105,43,15,1694,85,185,237,447,292,186,137,86,61,1708,2950,7712,7964,14200,7611,5580,3495,1302,444,51244
POA6156,0,0,0,0,7,0,0,0,0,8,0,14,8,43,11,11,3,3,0,91,0,0,0,9,0,10,8,6,0,32,3,13,15,40,40,34,25,16,11,195,0,7,9,27,11,20,10,3,0,85,0,8,25,63,48,27,20,11,0,213,0,0,0,0,3,0,0,3,0,9,0,0,0,21,6,3,0,0,0,27,0,0,0,9,3,0,0,0,0,16,0,0,7,15,4,3,0,0,0,29,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,10,3,22,14,9,7,3,0,69,0,0,3,7,3,3,0,0,0,17,0,0,0,12,7,9,3,3,3,44,0,0,5,11,13,4,6,0,0,45,0,30,45,131,72,48,50,34,19,426,37,91,87,234,139,100,71,70,47,883,977,2448,2101,4200,2496,1782,1294,1020,571,16897
POA6157,0,0,0,7,6,0,0,0,0,13,0,5,13,37,11,6,3,0,0,78,0,0,0,6,3,8,3,5,0,28,3,5,10,36,32,42,34,26,10,190,0,6,0,10,3,5,8,9,0,48,0,18,19,74,20,26,18,7,3,174,0,0,0,0,0,3,0,0,0,6,0,0,0,11,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,6,4,16,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,3,8,3,28,17,6,5,5,0,70,0,0,0,6,0,0,0,0,0,12,0,0,0,10,7,6,9,0,0,33,0,0,3,16,13,12,0,0,0,54,0,31,23,144,42,49,32,7,5,329,33,58,52,223,109,87,72,89,119,855,836,1558,1435,3682,1950,1596,1222,796,465,13525
POA6158,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,3,0,0,0,12,0,0,0,4,0,0,0,0,3,8,0,0,7,16,13,18,11,7,4,70,0,3,0,6,4,3,3,0,0,13,0,3,5,21,12,8,9,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,14,10,5,13,3,0,62,0,4,3,3,3,0,0,0,0,13,3,0,0,7,8,3,9,0,0,27,0,0,3,3,11,0,3,0,0,17,3,10,6,39,20,30,18,15,9,146,15,38,41,131,83,60,44,43,59,513,345,1002,847,1681,1246,1054,649,385,170,7376
POA6159,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,8,0,0,0,3,8,8,0,6,0,30,0,3,0,6,0,3,0,0,0,9,0,4,3,22,8,11,10,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,7,9,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,8,4,7,3,0,0,21,0,3,14,41,9,7,10,0,0,85,15,26,17,125,50,47,48,36,24,398,144,268,299,930,490,487,472,193,62,3340
POA6160,0,0,0,0,0,0,0,0,0,7,0,5,7,27,5,3,0,0,0,48,0,0,0,10,3,3,3,0,0,33,0,0,3,33,13,23,9,10,3,94,0,3,3,9,3,8,7,0,0,32,0,0,12,29,9,12,3,3,4,68,0,0,0,0,0,0,3,4,0,10,0,0,0,10,4,0,0,0,0,13,0,0,0,10,0,0,3,0,0,17,0,0,4,6,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,4,6,31,11,6,8,3,0,81,0,0,0,6,0,0,0,0,0,6,0,0,0,12,3,3,7,0,0,31,0,0,0,10,0,6,0,0,0,14,3,7,14,102,38,40,23,17,8,258,17,40,75,333,150,119,102,81,48,971,338,528,819,2774,1175,1128,814,444,190,8211
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,18,29,93,27,24,16,6,0,229,12,28,47,146,43,37,16,6,0,334
POA6162,0,0,0,5,3,0,0,0,0,13,0,14,8,16,3,0,0,3,0,51,0,0,0,10,3,16,10,4,0,42,0,4,0,25,23,19,24,11,3,107,0,0,0,3,0,7,3,0,0,17,0,3,3,37,22,15,12,3,0,96,0,0,0,6,0,3,5,7,9,31,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,23,12,10,10,0,0,68,0,0,0,0,5,4,0,0,0,11,0,0,0,17,11,9,6,4,0,43,0,0,0,6,10,9,0,0,0,24,3,15,23,127,65,89,46,47,19,428,30,50,78,215,124,124,77,48,25,764,596,1188,1093,3037,1690,1505,1015,624,274,11023
POA6163,0,0,0,13,5,6,0,0,0,29,35,176,146,511,160,57,19,4,0,1113,0,0,0,41,7,40,16,5,3,112,0,14,15,103,98,107,124,75,11,547,0,11,61,106,49,48,27,14,0,325,4,38,81,216,84,81,41,19,4,562,0,0,6,14,19,32,38,18,7,133,0,7,3,55,5,23,20,6,0,124,0,0,10,51,5,3,0,0,0,73,3,15,14,53,18,13,3,0,0,120,0,0,0,4,3,8,4,5,0,23,0,0,0,10,9,4,4,0,0,31,4,19,26,78,38,28,29,7,0,234,3,0,3,41,28,12,9,0,3,102,0,0,3,31,25,8,18,11,9,112,0,17,26,73,33,50,8,4,4,200,25,82,173,739,351,378,304,150,54,2256,180,256,316,1102,506,469,359,319,212,3726,2774,5091,5970,14336,6911,6395,4687,2936,1255,50359
POA6164,0,0,0,5,3,0,0,0,0,12,24,186,226,496,256,59,11,3,0,1253,0,9,5,63,29,49,14,9,0,177,5,42,54,197,160,131,83,29,7,702,7,48,89,215,101,95,35,17,0,610,7,106,188,512,288,122,53,10,6,1298,0,0,0,33,14,17,8,3,0,79,0,18,18,88,33,29,15,9,3,214,0,0,10,103,5,4,4,0,0,136,8,14,25,79,20,10,7,0,0,164,0,0,0,0,0,0,0,0,0,5,0,0,0,8,9,0,0,0,0,19,3,19,18,79,28,20,9,3,0,177,0,9,18,39,25,17,5,0,0,110,0,10,7,31,23,19,7,3,0,110,0,11,37,134,44,25,4,0,0,263,20,144,177,902,414,293,164,48,13,2175,211,339,406,1162,466,313,184,96,42,3205,4931,8315,7545,19982,7476,4920,2572,1088,388,57214
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,5,3,0,0,0,10,0,3,15,12,23,12,10,3,0,84
POA6166,0,0,0,0,0,0,0,0,0,3,7,24,13,90,24,6,8,0,3,173,0,0,0,6,3,12,7,4,0,25,3,0,0,14,15,31,14,8,3,97,7,7,0,9,4,4,0,0,0,34,0,10,6,46,13,21,10,0,3,105,0,0,0,9,6,7,5,12,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,15,3,0,0,0,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,0,10,0,0,34,0,3,0,13,4,0,0,0,0,22,0,3,0,6,11,7,6,0,0,28,0,0,0,5,3,9,3,0,0,19,0,8,10,110,66,76,67,27,6,369,23,32,53,121,101,86,71,42,13,541,561,1107,1197,2362,1514,1252,904,487,121,9509
POA6167,0,0,4,10,6,0,3,0,0,20,19,187,165,413,157,48,12,0,0,1001,0,0,0,18,0,11,4,0,3,37,3,8,10,53,50,56,46,48,12,273,0,15,4,40,28,8,4,9,0,104,3,20,57,147,58,43,8,10,3,343,0,0,0,4,3,3,5,0,0,16,0,9,8,42,12,3,3,0,0,80,0,0,5,26,0,0,0,0,0,34,0,8,11,34,13,14,3,0,0,76,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,5,22,13,17,5,0,0,67,0,0,5,35,10,3,7,0,0,69,0,0,3,6,10,17,11,13,7,69,0,18,18,59,17,5,3,0,0,114,11,42,71,305,101,83,78,26,9,721,136,235,263,647,274,237,203,139,34,2170,2086,3568,3379,8783,3216,2449,1691,961,302,26444
POA6168,0,6,0,10,7,3,0,0,0,16,13,50,44,169,56,49,10,0,0,391,0,0,3,4,5,8,3,5,0,30,0,16,22,61,72,118,107,81,24,490,0,0,3,5,12,8,5,0,3,36,3,10,27,70,40,47,20,9,6,234,0,0,0,6,10,12,4,5,0,33,0,0,3,4,0,0,5,0,0,13,0,0,0,14,0,0,0,0,0,18,3,9,11,39,16,5,4,0,0,89,0,0,0,8,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,10,6,20,7,11,3,4,3,69,0,8,6,37,4,9,3,0,0,76,0,3,4,21,21,30,26,23,12,131,0,5,0,13,6,10,4,3,0,35,5,19,38,127,81,75,75,56,17,497,76,128,395,627,288,316,268,198,95,2390,1191,2359,3089,5670,3216,3313,2695,1774,716,24027
POA6169,0,0,3,10,9,0,0,0,0,27,8,47,39,133,53,49,11,3,0,343,0,0,3,13,4,11,6,3,0,41,0,34,27,113,109,127,111,67,19,614,3,0,4,10,8,14,13,3,0,57,8,46,84,130,129,57,37,5,3,492,0,0,0,4,3,5,6,0,0,21,0,0,0,9,0,6,3,0,0,13,0,0,0,5,0,0,0,0,0,7,4,11,19,48,22,13,3,0,0,124,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,8,7,29,15,21,12,8,0,94,0,7,14,36,3,3,0,0,0,61,0,3,15,27,35,32,23,17,3,163,0,6,8,29,27,9,3,3,0,89,3,44,63,201,136,94,62,50,12,664,127,235,264,676,374,290,249,159,59,2435,2269,4519,4338,8681,5033,4317,3112,1748,655,34667
POA6170,0,3,0,9,0,0,0,0,0,12,10,139,136,320,114,16,6,0,0,750,0,0,0,16,0,3,0,3,0,20,3,4,4,26,17,11,10,3,0,81,3,6,23,37,14,12,0,0,0,90,3,21,40,95,40,14,5,4,0,217,0,0,0,7,0,0,0,0,0,4,0,8,3,32,4,5,0,0,0,49,0,0,0,7,0,0,0,0,0,13,4,3,3,23,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8,13,6,3,3,0,0,34,0,0,5,6,3,3,0,0,0,22,0,0,0,7,6,0,8,0,0,20,0,10,32,66,14,7,0,0,0,129,6,36,68,238,71,27,26,11,0,485,75,94,95,342,94,59,43,7,3,807,1304,1719,1782,4736,1395,843,459,137,21,12393
POA6171,0,0,0,7,0,0,0,0,0,22,4,40,35,117,35,15,4,0,0,243,0,0,3,19,8,7,3,0,0,39,3,48,44,150,105,59,45,21,3,474,3,5,10,33,20,9,3,0,0,90,11,117,156,339,157,53,31,4,7,884,0,0,0,3,0,3,4,0,0,10,0,4,4,24,0,0,3,0,0,38,0,0,0,4,0,0,0,0,0,4,0,5,0,28,11,0,0,0,0,48,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,22,18,48,13,12,5,0,0,114,0,0,7,18,4,0,0,0,0,31,3,18,14,39,27,18,3,3,0,123,0,29,43,113,46,26,12,0,0,263,8,56,86,320,105,68,26,19,3,685,247,351,371,925,295,191,140,48,7,2581,3276,5332,4167,11008,3585,2130,1490,567,100,31653
POA6172,0,0,0,0,0,3,0,0,0,3,4,17,10,35,17,4,0,0,0,83,0,0,0,0,3,0,0,0,0,7,0,24,12,49,50,36,24,4,3,208,0,0,0,12,3,3,7,0,0,20,0,23,34,85,54,18,12,5,3,239,0,0,0,0,7,0,3,0,0,22,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,0,0,0,0,3,0,3,3,15,10,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,5,6,0,0,0,36,0,0,0,3,4,0,0,0,0,9,0,0,3,8,11,11,3,0,0,44,0,7,8,25,12,11,3,0,0,65,0,18,16,72,47,32,16,4,4,215,56,120,143,290,178,85,44,47,11,967,950,2401,2039,3706,2136,1250,715,409,180,13777
POA6173,0,0,0,0,7,0,0,0,0,7,3,12,4,17,8,3,0,0,0,49,0,0,0,3,0,0,0,0,0,7,4,56,43,107,87,28,13,4,0,347,0,3,0,3,0,0,0,0,0,12,6,43,64,119,59,17,9,6,0,331,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,19,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,14,5,3,0,0,0,38,0,0,0,3,0,0,0,0,0,9,3,9,7,21,32,9,5,3,3,82,0,7,9,28,11,6,0,0,0,57,0,23,19,70,42,19,8,4,0,187,39,96,101,225,132,43,23,5,5,665,972,2388,1793,3633,2006,705,396,145,36,12073
