region_id,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
POA6169,1092,35,3,3,0,0,0,124,1257,829,191,84,18,0,0,0,63,1185,421,224,238,81,20,3,0,56,1043,236,219,303,136,46,17,8,41,1006,155,183,423,218,90,27,8,70,1174,132,181,472,246,122,27,17,69,1266,148,143,497,302,122,41,24,61,1338,106,111,469,310,114,42,9,55,1216,99,108,366,246,98,36,19,35,1007,68,71,363,229,94,21,24,47,917,36,56,283,221,83,30,14,32,755,25,29,168,176,114,35,18,40,605,32,29,117,115,60,47,18,35,453,33,34,77,98,51,42,25,29,389,21,35,72,48,52,17,8,17,270,3433,1649,3935,2447,1066,385,192,774,13881
POA6170,223,4,3,0,0,0,0,32,262,175,56,14,3,0,0,0,21,269,126,69,64,20,8,3,0,17,307,71,48,77,37,9,4,5,11,262,43,42,78,49,18,7,6,21,264,38,32,89,66,28,15,3,33,304,32,25,78,49,25,11,4,9,233,9,29,65,37,18,10,0,4,172,8,13,46,32,11,8,5,3,126,7,5,46,40,17,9,0,9,133,4,6,26,20,4,7,5,3,75,0,0,12,16,8,4,0,6,46,3,0,0,3,7,3,0,4,20,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,4,12,739,329,602,380,153,81,28,177,2489
POA6171,470,11,0,0,0,0,0,29,510,413,98,44,4,0,0,0,20,579,351,177,149,54,11,0,0,21,763,141,150,229,92,40,5,3,20,680,86,108,297,141,38,14,11,22,717,74,91,283,133,41,17,5,28,672,64,50,199,114,40,16,7,15,505,24,42,144,86,29,11,6,10,352,26,39,122,73,35,10,3,10,318,3,14,112,95,40,6,3,9,282,9,8,70,44,27,6,6,12,182,7,5,29,31,18,9,5,13,117,0,3,10,13,5,9,4,5,49,0,0,9,5,8,6,3,3,34,4,0,0,4,4,0,3,0,15,1672,796,1697,889,336,109,59,217,5775
POA6172,550,11,0,0,0,0,0,68,629,313,94,32,6,0,0,0,34,479,146,105,105,38,14,3,0,23,434,70,93,150,79,40,10,3,34,479,47,73,241,133,47,11,12,28,592,48,71,250,144,52,19,11,45,640,38,51,239,145,48,16,11,35,583,31,31,154,98,35,18,7,29,403,11,25,92,74,36,10,3,14,265,8,18,75,70,24,8,0,7,210,8,8,59,49,25,8,3,15,175,3,6,26,30,23,3,4,12,107,0,4,28,28,26,14,3,12,115,0,0,18,22,13,5,7,19,84,3,7,9,12,4,3,3,29,70,1276,597,1478,928,387,128,67,404,5265
POA6173,406,0,0,0,0,0,0,25,431,192,39,15,0,0,0,0,8,254,123,90,72,24,5,4,0,9,327,77,91,144,70,24,0,0,12,418,54,73,244,114,35,9,3,10,542,33,55,312,131,31,14,0,10,586,41,35,184,118,38,7,3,4,430,12,22,85,62,23,3,0,9,216,9,7,50,45,18,8,3,9,149,9,10,43,32,10,3,0,3,110,3,6,28,28,11,6,0,0,82,0,4,18,19,7,3,0,3,54,0,3,4,8,4,0,3,0,22,0,0,5,0,5,0,0,0,10,0,0,0,4,0,0,0,0,4,959,435,1204,655,211,57,12,102,3635
POA6174,66,0,0,0,0,0,0,11,77,44,3,7,4,0,0,0,3,61,29,14,8,8,0,0,0,3,62,17,9,20,9,4,0,0,6,65,14,17,23,17,3,5,5,7,91,10,10,39,27,3,0,0,7,96,16,16,32,16,0,0,0,7,87,13,4,26,21,14,0,0,3,81,4,3,26,11,3,0,0,4,51,0,3,15,10,7,0,0,0,35,3,0,10,6,7,0,0,4,30,3,3,11,8,3,4,4,3,39,3,3,3,5,3,6,0,3,26,0,0,0,7,0,4,0,0,11,0,0,0,0,3,0,0,3,6,222,85,220,149,50,19,9,64,818
POA6175,113,0,0,0,0,0,0,10,123,47,8,3,0,0,0,0,3,61,43,16,18,3,0,0,0,6,86,23,21,35,24,4,0,3,4,114,23,13,57,37,6,0,0,3,139,12,18,63,30,9,0,5,7,144,12,10,48,26,10,6,0,0,112,7,3,36,17,7,4,3,3,80,9,9,20,15,11,0,0,5,69,0,7,22,15,8,0,0,4,56,0,4,16,10,11,7,3,0,51,0,4,16,6,4,0,0,0,30,0,3,5,3,0,0,3,3,17,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,289,116,344,191,70,17,17,48,1092
POA6176,34,0,0,0,0,0,0,0,34,14,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,6,3,3,6,4,0,0,0,0,16,3,3,8,3,3,0,0,3,23,3,3,10,7,7,0,0,4,34,3,7,10,5,8,0,0,3,36,3,3,7,11,3,0,0,0,27,0,0,16,6,5,0,0,0,27,3,3,12,12,3,0,0,0,33,0,0,3,3,3,3,3,0,15,0,0,4,0,0,0,3,0,7,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,25,76,56,32,3,6,10,277
POA6180,106,0,0,0,0,0,0,5,111,93,21,14,3,0,0,0,12,143,61,37,33,13,8,0,0,11,163,27,29,36,18,0,0,0,6,116,16,25,56,22,5,3,3,9,139,8,13,48,40,6,0,0,11,126,11,12,46,22,10,4,0,5,110,0,10,35,27,13,0,3,6,94,6,8,37,19,8,3,4,4,89,5,3,29,23,16,3,3,3,85,0,7,23,23,8,0,3,3,67,3,3,9,6,5,3,3,0,32,3,0,3,3,3,3,0,3,18,0,0,0,0,3,3,0,0,6,0,0,0,0,3,0,0,0,3,339,168,369,219,88,22,19,78,1302
POA6181,19,0,0,0,0,0,0,3,22,16,0,0,0,0,0,0,0,16,3,0,3,0,0,0,0,0,6,0,3,5,0,0,0,0,4,12,0,0,3,9,6,0,0,0,18,3,0,11,9,0,0,0,3,26,3,3,6,9,5,0,0,0,26,3,3,8,7,3,0,0,3,27,0,3,4,3,3,3,0,0,16,0,0,5,3,0,0,0,0,8,0,0,0,0,0,4,0,4,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,12,48,40,17,7,0,20,191
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,33,4,0,0,0,0,0,7,44,13,4,3,0,0,0,0,4,24,9,3,3,3,0,0,0,0,18,5,8,10,4,3,0,0,0,30,3,6,7,11,0,3,4,4,38,5,0,17,16,0,0,0,5,43,6,3,13,3,3,0,0,5,33,3,5,22,15,5,0,0,3,53,3,4,8,7,0,3,3,3,31,3,3,11,7,5,3,0,3,35,3,0,9,12,3,4,0,4,35,0,0,0,4,5,0,0,0,9,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,86,44,106,82,24,13,7,41,403
POA6208,219,6,0,0,0,0,0,31,256,139,40,20,0,3,0,0,22,224,67,51,65,37,8,3,0,15,246,53,40,85,47,18,5,3,11,262,24,41,114,61,19,4,8,12,283,30,17,106,80,22,7,7,17,286,30,21,124,81,33,15,3,19,326,17,30,110,75,41,10,5,8,296,22,21,106,78,42,6,4,19,298,33,29,146,92,42,10,7,24,383,25,19,109,105,37,13,0,12,320,22,18,70,93,51,12,8,10,284,13,13,33,39,29,14,10,11,162,8,12,38,25,23,10,3,12,131,3,6,17,13,7,9,6,3,64,705,364,1143,826,375,118,64,226,3821
POA6209,49,3,0,0,0,0,0,10,62,34,3,0,0,0,0,0,3,40,10,3,7,0,0,0,0,3,23,4,5,16,5,0,0,0,0,30,5,4,22,8,3,3,0,3,48,6,5,25,12,10,0,3,5,66,5,8,25,22,7,0,0,0,67,13,3,23,17,9,0,0,3,68,3,7,31,21,6,3,4,9,84,8,4,30,21,10,3,0,0,76,3,3,24,14,7,0,3,6,60,3,5,13,15,7,5,0,0,48,4,0,12,12,7,3,3,0,41,0,0,5,3,3,3,0,3,17,0,0,5,7,3,0,0,4,19,147,53,238,157,72,20,13,49,749
POA6210,1728,65,3,0,3,0,3,148,1950,1154,274,127,29,4,0,0,111,1699,711,343,315,112,33,8,3,88,1613,363,312,451,230,86,28,11,86,1567,236,279,643,351,123,39,17,90,1778,213,251,759,432,134,59,26,106,1980,227,254,746,484,205,57,32,89,2094,212,192,817,508,178,61,37,105,2110,191,176,749,514,201,43,27,91,1992,165,146,897,557,192,46,26,117,2146,113,137,705,548,241,65,18,94,1921,105,101,462,468,289,95,60,107,1687,71,69,301,360,266,102,82,124,1375,60,75,218,266,202,68,68,133,1090,48,72,201,197,135,59,53,169,934,5597,2746,7394,5056,2292,730,463,1658,25936
POA6211,181,4,0,0,0,3,0,17,205,58,18,13,3,0,0,0,4,96,48,33,26,14,0,0,0,10,131,28,18,74,27,11,0,0,9,167,32,28,82,37,10,4,0,15,208,19,22,90,50,19,6,0,10,216,16,13,79,43,9,7,3,14,184,21,22,59,51,16,3,3,5,180,22,16,80,53,19,3,0,6,199,33,21,127,61,12,6,0,4,264,17,10,76,37,14,7,3,12,176,7,12,20,35,11,3,3,0,91,3,0,9,17,13,0,3,0,45,0,3,4,3,3,3,3,0,19,3,0,0,0,3,4,0,3,13,488,220,739,431,140,49,18,109,2194
POA6213,25,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,5,4,0,5,0,3,0,0,4,16,3,4,7,0,3,0,0,0,17,3,3,9,4,3,0,0,3,25,0,0,10,7,3,0,0,0,20,3,0,17,6,3,0,0,3,32,5,5,9,7,3,0,0,0,29,3,4,12,11,3,0,0,3,36,5,0,5,10,3,0,0,5,28,0,0,5,0,3,0,0,0,8,0,0,0,0,3,0,3,0,6,0,0,0,3,3,0,0,3,9,0,3,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,56,19,79,51,33,0,6,21,265
POA6214,8,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,6,3,3,3,0,3,0,0,0,12,3,0,0,3,0,0,0,0,6,3,3,4,3,3,0,0,0,16,3,3,3,3,3,3,0,0,18,0,0,6,5,0,0,0,0,11,3,0,3,3,3,0,0,0,12,0,0,4,3,3,0,0,0,10,0,0,8,4,0,0,0,0,12,0,0,4,3,0,0,0,0,7,0,0,0,3,3,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,26,15,35,33,18,3,0,3,133
POA6215,95,3,0,3,0,0,0,11,112,55,11,6,3,0,0,0,5,80,35,16,24,9,5,0,0,7,96,22,14,30,18,0,3,0,6,93,10,12,43,19,9,7,0,0,100,11,21,50,17,25,8,3,3,138,13,4,58,38,10,4,4,7,138,5,10,44,44,12,3,0,4,122,13,8,43,48,16,0,5,0,133,7,11,43,39,16,3,3,0,122,3,0,21,31,14,4,4,8,85,3,3,22,19,9,13,8,9,86,3,0,9,20,17,6,3,0,58,0,0,11,8,4,4,9,0,36,7,4,8,9,7,0,8,0,43,282,117,412,325,144,55,47,60,1442
POA6218,17,0,3,0,0,0,0,3,23,4,3,6,0,0,0,0,3,16,0,0,5,0,0,0,0,3,8,0,0,3,5,3,3,0,3,17,3,3,4,0,3,0,0,3,16,0,3,3,10,3,3,0,3,25,4,0,5,0,0,0,0,3,12,0,3,3,4,3,0,0,0,13,0,0,3,4,3,0,0,0,10,0,0,0,0,4,0,0,0,4,3,0,3,3,3,3,3,3,21,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,3,0,0,0,0,0,3,31,12,41,30,22,9,6,27,178
POA6220,145,0,0,0,0,0,0,13,158,69,15,12,3,0,3,0,11,113,42,21,23,5,0,0,0,8,99,26,27,39,17,3,0,0,4,116,18,29,47,38,13,5,3,13,166,15,25,68,39,16,3,0,10,176,18,15,73,45,20,8,0,6,185,16,6,56,39,15,6,3,12,153,9,4,53,41,18,4,3,16,148,9,8,54,52,17,4,3,10,157,8,7,26,45,18,8,8,10,130,6,0,23,36,24,11,12,9,121,3,0,13,13,19,7,9,6,70,4,6,0,9,5,8,13,4,49,3,0,7,8,9,7,4,8,46,391,163,494,390,177,74,58,140,1887
POA6221,8,0,0,0,0,0,0,3,11,9,4,0,0,0,0,0,0,13,4,0,0,0,0,0,0,3,7,3,6,4,3,0,0,0,0,16,3,0,6,4,0,3,3,0,19,0,3,9,4,4,0,3,0,23,3,3,6,3,0,3,0,3,21,4,0,5,4,0,0,0,0,13,0,4,0,5,4,0,0,0,13,5,0,5,4,0,0,0,0,14,0,0,4,0,3,3,0,0,10,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,39,27,11,9,10,9,164
POA6224,30,0,0,0,0,0,0,8,38,20,3,4,0,0,0,0,5,32,8,5,6,5,0,0,0,0,24,3,3,11,9,4,0,3,3,36,12,5,11,5,8,0,0,0,41,9,3,21,8,5,0,3,5,54,5,3,11,19,4,0,0,3,45,0,6,7,9,5,5,0,0,32,0,4,11,13,7,0,3,5,43,0,3,16,7,3,0,0,4,33,3,0,7,9,5,0,3,3,30,0,0,5,5,5,5,4,4,28,0,0,3,3,7,4,0,0,17,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,3,0,8,90,35,113,92,58,17,19,40,464
POA6225,262,11,0,0,0,3,0,19,295,134,47,19,4,0,0,0,14,218,81,53,49,23,5,0,0,11,222,41,45,72,38,23,5,0,6,230,30,39,115,63,23,9,3,14,296,31,27,129,82,38,11,0,7,325,17,30,108,76,35,12,7,10,295,28,30,98,93,37,9,4,9,308,21,15,109,93,35,9,5,7,294,21,14,102,81,39,8,3,9,277,8,8,48,65,34,8,4,11,186,10,6,21,37,23,17,15,4,133,3,4,27,28,27,13,18,10,130,3,5,11,21,17,13,11,8,89,5,9,9,27,21,9,11,4,95,695,343,917,731,357,126,81,143,3393
POA6226,23,0,0,0,0,0,0,3,26,7,3,0,0,0,0,0,3,13,4,5,6,0,0,0,0,0,15,3,0,6,3,0,0,0,0,12,3,3,7,4,0,0,0,3,20,3,3,11,9,4,0,0,0,30,10,3,16,11,3,0,0,0,43,3,4,11,3,0,0,3,0,24,0,0,8,7,4,3,0,0,22,0,0,7,8,0,0,3,0,18,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,56,21,72,48,14,6,9,12,238
POA6227,11,3,0,0,0,0,0,4,18,9,3,3,0,0,0,0,0,15,9,0,5,3,0,0,0,4,21,0,0,10,0,5,0,0,5,20,3,3,6,3,5,0,0,0,20,3,3,11,4,4,0,0,0,25,5,3,0,0,0,0,3,0,11,0,0,11,0,0,0,0,0,11,0,3,0,8,0,0,0,0,11,0,0,5,7,0,0,0,0,12,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,3,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,51,34,21,0,6,13,183
POA6229,5,3,0,0,0,0,0,5,13,6,3,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,8,7,3,8,6,0,0,0,0,24,0,0,6,6,0,0,0,7,19,0,3,9,3,0,3,3,0,21,0,3,5,0,3,0,0,4,15,5,0,7,4,0,0,0,0,16,6,0,4,5,0,0,0,0,15,0,0,12,4,4,0,0,0,20,0,0,3,4,4,0,0,0,11,0,0,3,3,3,0,0,0,9,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,57,35,17,3,3,16,183
POA6230,1247,33,0,0,0,0,0,123,1403,902,181,60,14,3,3,0,92,1255,640,238,247,66,26,3,4,70,1294,382,284,360,184,69,8,11,79,1377,196,192,568,246,71,26,8,78,1385,186,179,605,341,120,22,24,86,1563,159,135,532,353,135,29,16,70,1429,136,120,543,341,146,43,19,72,1420,104,95,457,351,116,33,27,63,1246,84,85,431,295,125,31,15,59,1125,49,47,245,245,105,45,26,43,805,29,33,145,174,118,51,37,38,625,17,26,94,133,112,59,44,54,539,25,25,90,101,91,54,48,58,492,29,26,78,106,63,43,35,66,446,4185,1699,4455,2950,1300,450,314,1051,16404
POA6232,267,4,3,0,0,0,0,21,295,233,62,12,5,3,0,0,23,338,144,78,91,19,3,3,3,15,356,70,67,105,57,15,5,0,11,330,43,46,131,65,25,3,3,16,332,27,46,144,80,42,4,3,15,361,30,31,129,83,21,11,5,6,316,16,14,125,89,30,8,4,13,299,18,15,104,76,23,9,3,5,253,10,9,89,62,16,4,4,7,201,13,8,52,49,21,8,6,7,164,4,9,36,47,34,7,7,11,155,7,0,20,34,29,14,6,7,117,4,4,13,16,25,11,3,28,104,6,6,18,14,11,6,3,45,109,892,399,1072,696,298,93,50,230,3730
POA6233,445,6,3,0,0,0,0,35,489,270,74,25,11,0,0,0,28,408,227,124,108,30,6,5,0,32,532,86,79,205,78,26,7,3,33,517,65,61,252,143,40,16,3,24,604,50,52,256,162,44,11,7,25,607,42,53,254,145,57,7,10,26,594,32,43,243,171,60,12,13,37,611,33,37,183,129,54,15,9,23,483,35,22,168,121,56,8,6,30,446,15,17,88,86,37,8,6,10,267,4,21,61,50,33,12,7,11,199,5,10,26,31,25,10,7,13,127,5,7,18,19,22,17,9,0,97,3,0,8,15,7,8,7,5,53,1317,606,1898,1191,467,136,87,332,6034
POA6236,64,0,0,0,0,0,0,3,67,28,4,0,0,0,0,0,0,32,10,0,8,7,0,0,0,0,25,13,11,18,6,0,0,0,3,51,3,3,32,11,4,3,0,7,63,9,14,40,25,11,3,3,0,105,15,13,27,18,8,3,0,3,87,10,9,42,27,10,3,0,3,104,8,7,25,17,4,3,0,5,69,0,0,26,22,4,3,0,0,55,0,4,12,7,0,3,0,0,26,3,3,3,7,3,3,4,4,30,0,0,0,0,8,0,0,0,8,0,0,4,3,0,0,3,0,10,0,0,3,0,0,3,0,0,6,163,68,240,150,52,27,10,28,738
POA6237,72,0,0,0,0,0,0,6,78,31,4,0,0,0,0,0,3,38,28,8,13,4,0,0,0,3,56,9,5,29,12,3,0,0,3,61,10,3,43,11,9,0,0,4,80,12,10,45,16,7,4,3,4,101,14,11,43,31,10,0,0,3,112,8,14,48,21,15,0,0,4,110,9,14,40,37,8,3,3,3,117,10,4,29,23,15,3,3,0,87,9,3,9,20,9,3,0,3,56,0,5,11,13,11,6,3,6,55,0,0,0,8,4,5,3,0,20,0,0,4,5,0,3,0,0,12,0,0,0,0,4,0,3,3,10,212,81,314,201,95,27,18,45,993
POA6239,95,0,3,0,0,0,0,4,102,70,6,8,0,0,0,0,0,84,40,17,14,5,4,0,0,3,83,16,10,41,15,5,3,0,7,97,17,25,50,30,12,0,0,3,137,19,13,66,35,16,5,4,3,161,19,17,58,40,13,8,0,3,158,25,17,70,46,17,3,0,4,182,11,9,52,34,15,13,0,10,144,8,14,53,51,18,3,0,3,150,8,9,31,37,7,5,4,4,105,10,6,16,24,21,5,3,3,88,0,4,11,13,12,10,0,3,53,0,4,11,6,5,3,4,0,33,3,0,10,8,8,3,5,3,40,341,151,494,344,153,61,20,53,1617
POA6240,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,9,4,0,0,0,0,0,0,0,4,0,3,4,3,3,0,0,0,13,0,0,5,0,0,0,0,0,5,0,0,7,4,3,0,0,0,14,0,3,3,3,3,0,0,0,12,0,0,3,8,3,0,0,3,17,0,3,3,3,0,0,0,0,9,0,3,0,0,0,0,0,4,7,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,28,27,12,0,0,7,104
POA6244,28,3,0,0,0,0,0,0,31,19,0,0,0,0,0,0,0,19,6,9,12,0,6,0,0,0,33,6,8,19,12,0,3,0,3,51,7,3,21,8,7,4,0,5,55,3,5,26,12,4,0,3,0,53,9,6,13,10,6,0,3,4,51,7,4,23,18,6,0,0,0,58,3,3,20,16,12,4,0,0,58,5,0,22,21,10,0,3,0,61,0,3,9,18,10,4,3,3,50,0,0,7,7,8,5,0,7,34,5,4,5,11,0,0,4,0,29,0,0,0,5,6,5,0,0,16,3,4,6,3,3,3,0,4,26,101,52,183,141,78,28,16,26,625
POA6251,9,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,11,0,0,3,0,3,0,0,0,6,0,0,8,4,0,0,0,4,16,5,0,5,6,0,0,0,3,19,5,0,8,6,3,0,3,0,25,5,0,4,9,4,0,0,0,22,0,0,4,7,6,0,0,3,20,0,0,0,7,6,0,0,0,13,0,0,4,3,4,0,3,0,14,0,0,3,0,0,3,0,0,6,0,3,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,40,6,39,45,26,3,9,13,181
POA6253,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,3,0,0,4,0,0,3,10,5,3,9,0,0,3,0,0,20,7,3,3,3,3,0,3,3,25,11,4,11,6,3,0,3,0,38,3,3,8,14,8,0,0,3,39,4,4,14,8,7,3,0,4,44,4,7,6,3,3,3,0,3,29,5,0,4,3,3,0,0,0,15,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,6,51,27,65,43,31,9,9,16,251
