region_id,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
POA6051,165,4,0,0,0,0,0,17,186,494,22,8,3,0,0,4,38,569,649,116,31,8,3,0,0,77,884,425,134,58,15,5,4,0,52,693,238,119,109,23,3,6,0,35,533,142,72,98,27,7,0,0,35,381,107,61,96,35,8,0,3,19,329,85,39,93,36,13,6,0,28,300,60,38,120,50,14,7,3,28,320,52,41,97,53,17,4,3,16,283,29,20,50,32,13,5,0,9,158,17,20,43,43,15,7,5,12,162,12,11,25,21,12,9,5,7,102,13,10,30,14,14,5,6,6,98,15,17,30,24,17,5,9,31,148,2503,724,888,384,141,58,38,410,5146
POA6052,274,0,0,0,0,0,0,25,299,340,9,3,3,0,0,0,17,372,332,31,12,8,0,0,0,21,404,230,97,65,18,3,0,0,20,433,132,88,138,41,11,4,3,20,437,109,74,167,61,13,0,4,22,450,76,68,136,55,16,4,3,14,372,74,58,148,66,19,3,3,9,380,61,46,121,51,23,3,0,14,319,37,37,108,50,16,4,0,10,262,22,18,58,35,14,10,5,16,178,22,16,41,37,22,11,3,12,164,14,9,35,23,20,14,7,11,133,11,14,29,37,19,4,17,15,146,9,9,31,28,18,9,15,15,134,1743,574,1092,513,194,66,60,241,4483
POA6053,302,3,0,0,0,0,0,31,336,337,26,6,0,0,0,0,30,399,382,74,33,12,0,0,0,46,547,303,109,92,24,13,0,0,28,569,184,109,187,50,12,0,3,18,563,131,103,178,61,21,11,3,26,534,111,90,173,73,15,8,3,18,491,77,71,153,70,17,5,6,16,415,85,57,145,71,24,9,6,22,419,42,43,109,68,29,6,3,24,324,35,26,75,52,32,9,11,19,259,21,18,51,52,33,13,11,16,215,16,21,41,44,36,14,10,20,202,14,18,24,47,26,20,15,19,183,19,30,45,59,45,22,14,50,284,2059,798,1312,683,303,117,85,383,5740
POA6054,526,14,0,0,3,0,0,40,583,472,53,36,5,4,0,0,31,601,402,110,85,19,10,4,3,27,660,283,169,161,58,18,5,3,30,727,176,150,227,104,36,9,10,37,749,163,113,258,107,34,7,14,34,730,135,103,262,148,44,17,10,29,748,121,84,247,149,44,12,11,33,701,104,72,206,129,46,10,5,30,602,61,62,202,131,65,10,10,19,560,29,34,140,109,60,20,12,13,417,19,29,62,84,51,21,21,28,315,20,22,51,79,50,24,17,20,283,22,14,50,61,45,23,22,10,247,16,24,44,40,26,15,28,15,208,2549,1053,2031,1223,536,177,166,396,8131
POA6055,280,5,0,0,0,0,0,46,331,250,35,10,7,0,0,0,58,360,174,63,40,9,6,0,3,62,357,120,90,112,50,14,3,3,65,457,96,88,175,84,9,6,11,58,527,68,68,175,75,32,15,3,48,484,74,68,161,81,16,10,0,30,440,60,36,137,106,34,13,5,28,419,35,40,141,92,36,15,6,23,388,31,16,136,85,41,12,0,29,350,20,14,82,57,29,12,4,20,238,21,9,46,46,26,13,9,17,187,7,5,26,34,20,3,7,15,117,10,8,26,23,13,6,9,15,110,3,11,19,17,10,6,0,39,105,1249,556,1286,766,286,114,60,553,4870
POA6056,1132,30,3,0,0,0,3,149,1317,968,175,66,11,3,0,0,98,1321,605,237,179,77,21,3,0,69,1191,385,212,270,130,49,7,8,80,1141,259,180,384,216,78,23,21,74,1235,191,188,468,280,112,37,13,91,1380,172,161,476,295,113,30,31,84,1362,139,123,436,311,128,32,20,72,1261,108,124,412,276,130,40,27,74,1191,81,102,441,279,111,30,11,78,1133,47,57,259,216,99,35,19,44,776,29,40,165,169,130,38,36,67,674,25,29,101,111,72,38,32,47,455,31,24,98,87,63,32,40,62,437,17,47,94,67,55,32,31,93,436,4189,1729,3852,2525,1164,377,292,1182,15310
POA6057,502,15,0,0,0,0,0,60,577,430,54,32,4,0,0,0,33,553,298,98,92,34,5,3,3,36,569,143,86,169,82,13,8,3,30,534,89,78,220,97,27,10,8,25,554,91,73,232,120,48,17,17,41,639,50,74,234,132,37,11,8,23,569,63,48,181,144,63,15,3,27,544,39,51,163,115,49,11,9,24,461,24,36,179,134,41,12,7,20,453,8,28,102,92,39,19,5,19,312,8,14,77,76,54,10,4,14,257,7,12,47,53,30,14,4,18,185,5,7,20,19,13,9,8,10,91,6,11,7,16,12,0,3,5,60,1763,685,1755,1118,431,139,82,385,6358
POA6058,338,12,0,0,0,0,0,38,388,300,63,23,4,3,0,0,27,420,181,69,64,21,8,0,0,24,367,127,90,121,49,21,4,4,18,434,68,68,133,69,22,9,0,21,390,63,40,135,71,27,11,9,20,376,39,47,148,91,30,17,3,18,393,48,36,181,111,47,6,3,16,448,28,39,173,113,42,4,4,18,421,25,33,143,100,31,8,3,23,366,14,16,86,60,34,9,4,16,239,10,15,52,56,40,9,13,17,212,14,14,34,35,28,24,13,15,177,8,6,23,39,26,11,3,5,121,5,7,33,33,14,6,11,19,128,1268,555,1349,852,373,118,70,295,4880
POA6059,631,7,0,3,0,0,0,52,693,633,39,11,4,0,0,0,40,727,507,110,46,16,6,0,3,38,726,292,143,145,49,5,3,3,21,661,175,165,278,115,24,6,3,28,794,158,120,369,113,34,6,9,36,845,143,107,339,155,41,13,7,34,839,112,95,324,147,43,18,3,25,767,96,70,269,156,56,10,8,34,699,78,64,237,151,59,14,9,25,637,70,53,222,169,56,11,4,19,604,48,32,181,176,69,32,22,32,592,51,21,132,107,68,30,20,32,461,27,25,82,111,54,21,14,32,366,21,45,108,90,50,32,24,33,403,3042,1096,2743,1562,565,196,129,481,9814
POA6060,338,3,0,0,0,0,3,43,387,751,54,18,3,0,0,0,69,895,1005,178,67,13,0,0,0,94,1357,687,222,137,36,4,3,0,70,1159,371,175,203,46,16,6,3,51,871,298,132,197,60,19,9,0,48,763,240,100,182,67,22,8,3,34,656,191,99,184,90,39,3,6,25,637,135,92,202,92,24,14,3,25,587,101,60,195,122,31,11,4,31,555,57,37,121,111,39,12,3,25,405,47,22,108,108,56,20,16,25,402,41,22,111,97,61,28,26,40,426,31,20,97,91,45,25,14,41,364,39,34,96,69,58,28,19,50,393,4332,1250,1918,1005,414,167,100,671,9857
POA6061,815,33,3,0,0,0,0,138,989,1064,191,79,19,3,0,0,151,1507,1065,310,206,79,25,12,4,167,1868,576,297,266,124,70,31,15,124,1503,283,197,289,172,63,54,37,95,1190,212,142,263,139,55,27,42,79,959,172,130,281,143,73,46,42,58,945,128,124,288,184,62,38,33,76,933,106,102,258,185,76,27,29,80,863,96,76,237,179,67,26,24,60,765,48,49,167,138,88,33,36,49,608,26,36,113,121,93,38,31,43,501,24,24,85,87,69,43,39,49,420,22,21,48,61,51,23,41,24,291,15,10,34,25,23,23,20,18,168,4652,1742,2617,1656,818,421,393,1211,13510
POA6062,856,11,0,0,0,0,0,71,938,896,68,25,10,3,0,4,62,1068,694,180,97,37,10,3,3,52,1076,384,238,250,66,30,10,0,34,1012,225,184,373,154,46,3,10,41,1036,210,149,376,200,49,26,3,51,1064,161,142,400,209,59,18,15,52,1056,140,120,412,231,72,24,11,42,1052,107,130,445,250,70,18,14,34,1068,85,98,392,263,82,19,16,49,1004,45,64,289,213,90,25,19,22,767,43,38,188,183,91,38,25,33,639,30,33,124,138,97,39,43,41,545,29,27,83,83,68,21,26,25,362,26,40,101,79,52,20,29,53,400,3931,1522,3555,2116,819,264,218,662,13087
POA6063,441,7,3,0,0,0,0,51,502,390,61,27,4,0,0,0,38,520,237,121,87,24,9,4,0,17,499,144,131,173,66,21,6,4,31,576,81,88,187,87,26,11,9,32,521,71,77,213,90,39,7,16,22,535,59,45,210,111,48,21,17,20,531,44,68,183,130,53,9,9,31,527,40,50,138,82,41,6,7,14,378,35,30,116,74,21,10,8,15,309,17,11,60,41,23,7,5,17,181,5,8,22,33,27,12,13,12,132,0,3,14,28,12,13,10,6,86,4,6,14,12,11,6,12,5,70,3,3,7,8,3,5,8,3,40,1571,709,1454,790,334,117,118,314,5407
POA6064,984,26,3,3,0,0,0,108,1124,800,123,57,15,0,0,5,72,1072,593,229,180,64,26,7,0,71,1170,310,189,272,118,63,16,11,39,1018,197,148,360,157,69,25,30,74,1060,168,142,379,215,81,30,37,48,1100,138,144,389,222,89,23,37,51,1093,121,102,374,229,120,28,32,40,1046,94,99,337,190,94,27,19,43,903,51,81,314,197,94,29,42,31,839,32,43,167,121,86,27,26,25,527,23,30,89,122,67,38,41,28,438,10,13,65,61,48,28,39,20,284,11,14,42,40,31,16,31,29,214,4,15,48,28,17,11,30,34,187,3536,1398,3076,1782,885,305,380,713,12075
POA6065,1552,19,3,0,0,0,0,120,1694,1301,177,63,9,3,3,0,71,1627,1194,441,311,79,19,4,3,83,2134,591,508,726,231,68,18,8,69,2219,288,390,1009,433,112,23,17,72,2344,232,272,943,407,132,43,31,60,2120,163,203,783,391,117,41,22,58,1778,117,128,548,379,127,43,14,61,1417,78,121,512,290,102,32,12,48,1195,52,95,465,286,106,23,17,44,1088,47,49,291,196,83,20,15,23,724,35,43,166,183,82,37,18,27,591,19,27,126,120,75,22,26,37,452,13,32,79,90,47,16,21,40,338,24,32,79,51,51,19,27,55,338,5706,2537,6104,3145,1124,344,231,868,20059
POA6066,811,8,3,0,0,0,0,60,882,591,58,14,8,0,0,0,31,702,323,102,78,28,7,4,0,24,566,132,100,174,55,28,8,9,21,527,117,112,241,126,53,20,10,25,704,95,136,348,159,52,22,12,31,855,73,98,380,228,60,27,12,26,904,77,85,293,192,62,14,13,32,768,51,59,174,133,47,17,16,16,513,36,40,124,91,36,8,8,11,354,20,12,83,73,33,8,9,9,247,8,9,44,59,38,14,14,16,202,5,12,37,35,26,17,13,11,156,0,8,13,28,18,20,14,8,109,4,4,14,8,7,4,10,0,51,2343,843,2020,1223,467,183,140,321,7540
POA6067,4,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,3,0,0,0,3,3,0,9,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,9,12,8,0,6,8,0,47
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,756,15,0,0,0,0,0,67,838,568,119,50,10,0,0,0,41,788,527,246,201,65,10,5,3,39,1096,260,232,368,144,63,13,9,42,1131,152,169,509,213,80,23,16,50,1212,122,155,476,230,58,20,21,38,1120,94,109,316,179,62,21,12,49,842,66,70,217,139,59,19,15,26,611,33,47,186,129,52,19,3,7,476,31,51,187,111,35,10,3,20,448,12,27,128,91,36,15,12,17,338,11,15,75,74,28,10,7,14,234,12,13,41,30,26,13,3,3,141,5,5,28,22,14,10,7,6,97,3,13,14,17,11,5,7,10,80,2652,1286,2796,1454,534,183,118,429,9452
POA6070,99,0,0,0,0,0,0,4,103,77,3,3,0,0,0,0,4,87,33,4,11,4,0,0,0,0,52,22,10,16,8,4,0,0,4,64,18,17,42,21,4,0,0,0,102,19,22,65,36,5,3,0,3,153,21,19,62,35,9,3,4,5,158,28,15,68,35,12,0,0,5,163,16,16,55,45,13,3,0,4,152,15,24,53,38,11,0,0,6,147,12,7,46,32,5,0,0,4,106,5,4,16,16,5,6,5,5,62,0,0,7,12,9,3,0,5,36,5,3,0,4,5,0,0,0,17,3,0,3,8,6,0,0,0,20,373,144,447,294,88,18,9,49,1422
POA6071,144,0,0,0,0,0,0,10,154,80,0,0,0,0,0,0,7,87,28,7,5,3,0,0,0,5,48,20,13,20,6,0,0,0,4,63,21,16,46,18,3,4,0,9,117,17,16,61,32,3,0,0,12,141,11,18,78,41,15,0,3,10,176,14,22,53,43,13,3,3,8,159,12,18,52,30,15,3,3,6,139,15,12,47,40,7,4,3,14,142,5,4,37,22,9,3,0,3,83,3,0,14,18,13,6,0,6,60,6,0,11,9,4,0,3,0,33,3,3,3,3,3,3,3,4,25,0,3,4,6,0,0,3,3,19,379,132,431,271,85,26,21,101,1446
POA6072,24,0,0,0,0,0,0,8,32,25,0,0,0,0,0,0,4,29,15,3,0,3,0,0,0,0,21,7,3,3,3,0,0,0,3,19,4,0,9,3,0,0,0,0,16,0,5,11,5,3,4,3,0,31,4,3,16,11,10,0,0,0,44,4,3,12,14,4,0,0,5,42,4,0,10,11,0,0,0,4,29,3,0,9,12,0,3,0,5,32,0,0,16,4,0,5,0,0,25,0,3,7,3,0,0,0,0,13,0,3,0,3,3,0,0,0,9,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,4,90,23,93,72,24,12,7,29,350
POA6073,99,0,0,0,0,0,0,3,102,54,3,3,0,3,0,0,5,68,24,3,3,3,4,0,0,4,41,13,12,17,5,3,3,0,0,53,18,16,34,9,3,0,0,4,84,6,15,54,35,9,3,3,5,130,15,19,42,32,9,4,0,4,125,9,4,42,26,11,3,3,4,102,18,8,49,29,6,3,0,5,118,8,11,38,33,16,0,3,7,116,3,12,31,27,12,0,3,3,91,8,5,13,19,13,5,3,5,71,4,0,16,15,15,3,3,4,60,8,3,7,14,7,8,3,12,62,3,3,15,13,6,3,0,31,74,290,114,364,260,117,35,21,96,1297
POA6074,35,0,0,0,0,0,0,3,38,16,0,0,0,0,0,0,0,16,9,3,3,3,0,0,0,3,21,4,4,4,4,0,0,0,0,16,5,9,18,5,3,0,0,0,40,3,3,10,10,3,0,0,3,32,4,9,12,9,3,3,0,3,43,5,0,21,9,4,7,0,0,46,5,4,18,9,3,0,3,0,42,3,4,12,13,3,0,0,0,35,4,0,8,8,3,0,3,0,26,0,4,7,3,0,0,0,0,14,0,0,3,0,3,0,0,0,6,3,0,0,3,3,0,0,0,9,0,0,0,0,3,3,3,0,9,96,40,116,76,31,13,9,12,393
POA6076,788,3,3,0,0,3,0,62,859,480,21,15,0,0,0,4,37,557,215,67,46,5,0,0,3,9,345,125,83,125,49,21,0,0,16,419,91,100,244,132,37,6,3,23,636,105,102,359,188,60,8,4,22,848,91,87,363,189,53,16,9,30,838,82,76,333,175,67,31,11,33,808,75,71,323,206,78,15,9,21,798,86,61,362,212,87,17,7,36,868,56,49,251,166,75,16,14,22,649,41,37,131,169,72,31,10,23,514,32,25,105,95,71,23,17,35,403,16,20,52,55,50,20,15,11,239,11,28,75,56,37,23,15,40,285,2294,830,2787,1697,708,209,121,420,9066
POA6077,51,3,0,0,0,0,0,6,60,38,3,0,0,0,0,0,4,45,16,6,4,4,0,0,0,0,30,7,3,4,0,0,0,0,0,14,4,3,16,3,0,3,0,3,32,4,0,21,15,5,3,3,0,51,14,3,26,20,6,0,0,5,74,5,8,22,24,9,3,0,3,74,0,9,29,17,7,3,0,5,70,4,5,24,10,6,0,0,4,53,4,0,14,16,10,0,0,4,48,0,3,15,14,7,3,0,3,45,0,0,5,9,6,3,3,3,29,0,0,4,5,5,3,0,0,17,0,3,3,3,0,3,0,0,12,147,49,187,140,61,24,6,40,654
POA6078,34,0,0,0,0,0,0,8,42,21,0,0,0,0,0,0,0,21,7,3,6,0,0,0,0,0,16,6,3,3,0,0,0,0,0,12,3,0,9,3,3,0,0,0,18,4,3,17,8,6,3,0,5,46,0,4,19,13,4,0,0,0,40,5,3,13,12,4,0,0,0,37,0,4,17,11,5,0,4,0,41,5,7,8,8,0,0,0,0,28,0,3,3,4,3,0,0,0,13,0,0,5,4,4,0,0,0,13,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,33,100,63,29,3,4,13,330
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,173,0,0,0,0,0,0,11,184,85,6,4,0,0,0,0,5,100,33,22,11,6,0,0,0,0,72,34,28,40,9,6,0,0,5,122,23,23,86,39,7,0,0,10,188,31,32,99,40,17,3,3,5,230,31,15,85,59,20,3,3,13,229,19,21,74,45,20,6,3,9,197,17,15,61,29,14,3,0,8,147,9,14,65,42,16,3,0,3,152,7,6,26,25,11,3,3,5,86,3,3,9,19,10,3,3,0,50,3,0,5,9,3,3,0,0,23,0,3,4,6,3,3,3,3,25,0,3,3,4,0,0,3,0,13,468,191,572,332,127,30,21,77,1818
POA6082,116,0,0,0,0,0,0,10,126,39,10,4,0,0,0,0,5,58,29,13,7,4,0,0,0,4,57,16,17,36,14,4,0,0,0,87,10,12,33,26,9,3,3,4,100,17,13,55,29,8,0,4,16,142,21,18,65,24,15,5,4,4,156,14,6,42,38,20,4,0,6,130,9,10,38,28,23,3,3,9,123,9,9,33,25,8,3,0,9,96,0,6,35,12,12,3,0,3,71,3,0,4,16,8,0,0,8,39,4,0,7,4,3,4,0,3,25,0,0,0,0,10,0,0,0,10,0,0,0,4,3,0,0,0,7,287,114,359,224,123,25,14,81,1227
POA6083,132,0,3,0,0,0,0,10,145,45,5,0,0,0,0,0,5,55,23,8,7,0,0,0,0,4,42,24,14,18,3,4,0,0,4,67,32,15,41,28,7,0,0,7,130,22,15,68,37,8,0,3,8,161,21,22,64,46,16,3,3,6,181,27,21,58,39,11,0,0,18,174,21,14,36,31,16,3,0,10,131,17,8,42,28,5,3,3,9,115,3,6,27,32,14,5,0,9,96,3,0,21,9,7,3,3,4,50,3,0,0,5,5,3,3,0,19,0,0,3,6,4,0,0,0,13,0,0,3,4,0,0,0,0,7,373,128,391,268,97,20,15,94,1386
POA6084,252,0,0,0,0,0,0,22,274,106,12,7,4,0,0,0,13,142,56,41,25,5,5,0,0,7,139,47,29,77,21,8,3,0,7,192,31,36,91,49,13,5,0,16,241,46,34,110,65,27,11,3,16,312,32,35,108,60,35,7,10,20,307,35,18,100,44,20,11,0,11,239,25,18,97,48,24,3,6,15,236,15,10,59,42,12,3,0,13,154,8,6,42,42,23,5,6,9,141,3,0,15,30,15,4,3,3,73,4,0,0,12,5,3,5,9,38,0,0,3,6,3,0,0,0,12,0,3,4,9,3,0,0,0,19,660,242,738,437,193,55,33,161,2519
POA6090,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA6100,273,3,0,0,0,0,0,36,312,617,27,4,0,0,0,0,76,724,670,116,27,3,3,0,0,85,904,393,173,67,14,0,0,0,54,701,216,91,133,28,4,0,0,40,512,144,72,119,40,5,7,0,33,420,107,48,141,56,20,5,0,25,402,99,46,132,59,22,3,3,32,396,80,54,142,65,16,6,0,28,391,54,22,100,60,15,0,0,24,275,23,20,58,28,18,4,3,12,166,20,9,37,38,20,6,0,19,149,13,6,30,35,15,7,7,5,118,13,10,34,27,9,9,6,7,115,15,7,20,18,16,8,7,13,104,2737,704,1044,471,163,55,26,489,5689
POA6101,283,8,3,0,0,0,0,25,319,610,23,13,5,3,0,4,53,711,626,93,39,14,4,0,0,48,824,427,160,128,26,11,0,3,44,799,237,137,177,56,13,7,4,35,666,171,98,159,50,23,5,3,29,538,139,67,129,58,17,5,3,26,444,106,55,117,65,21,3,0,21,388,71,50,129,65,23,9,0,24,371,34,46,125,63,30,5,5,16,324,17,22,61,44,25,13,8,17,207,23,15,46,38,9,10,3,9,153,16,11,28,29,33,14,7,8,146,12,11,30,38,22,13,11,9,146,12,22,35,46,27,10,19,27,198,2784,818,1219,597,261,94,70,391,6234
POA6102,406,6,3,0,0,0,0,50,465,1090,30,17,3,3,0,0,132,1275,539,81,37,8,5,0,3,64,737,245,115,66,25,5,0,0,47,503,114,66,100,44,13,9,4,33,383,77,46,92,35,12,3,3,43,311,65,47,69,50,12,5,7,29,284,59,37,62,49,16,3,6,30,262,44,37,63,33,24,10,8,16,235,35,36,60,41,11,5,4,21,213,35,10,55,41,21,0,7,21,190,23,18,44,43,30,13,12,19,202,14,16,44,66,37,24,17,34,252,27,26,77,79,51,21,23,58,362,24,55,118,94,53,31,31,173,579,2797,626,907,611,293,124,125,770,6253
POA6103,172,6,0,0,0,0,0,33,211,331,20,8,0,0,0,0,44,403,353,68,25,7,3,3,0,40,499,189,105,55,20,6,0,0,33,408,104,62,86,27,5,3,3,37,327,71,35,67,28,5,3,0,26,235,51,43,78,29,13,6,3,20,243,41,42,74,43,14,3,4,16,237,47,23,59,28,13,5,3,14,192,25,8,48,36,19,3,8,10,157,20,20,47,35,17,7,0,12,158,14,11,34,36,22,9,8,19,153,10,9,23,31,17,6,8,15,119,5,3,10,17,12,10,11,15,83,3,12,14,18,3,9,11,19,89,1436,467,628,355,149,67,59,353,3514
