POA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,5,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,0,0,0,0,0,0,0,3,0,7,0,13,24,158,28,12,8,0,0,246,0,0,9,107,0,7,0,0,0,119,0,5,25,52,5,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,10,59,30,7,3,0,0,103,0,11,5,11,14,6,7,0,0,58,0,4,26,57,14,18,8,4,0,129,0,0,0,7,6,7,5,3,0,23,3,10,29,47,12,3,0,0,0,109,26,124,152,517,163,62,33,20,12,1113,100,109,202,548,160,107,89,54,25,1393,1729,2542,3422,8486,2413,1748,1213,609,197,22345,0,14,40,64,10,9,0,0,0,144,1408,1559,1367,2401,883,811,546,290,138,9413,3,17,14,73,3,3,3,0,0,115,0,0,3,6,7,3,0,0,0,19,3,0,0,19,7,10,0,0,0,45,0,0,0,17,3,3,0,0,0,28,0,0,0,11,10,3,3,4,0,34
POA6108,0,0,0,0,0,0,0,0,0,7,0,8,8,47,11,3,0,0,0,75,0,0,3,27,0,0,0,0,0,34,0,9,9,18,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,9,0,3,0,6,7,13,4,0,0,38,0,3,0,17,4,7,3,0,0,41,0,0,0,8,6,6,9,6,0,29,0,0,3,10,7,7,3,0,0,35,3,36,37,92,63,28,37,14,3,312,23,55,71,168,87,78,57,38,13,594,745,1466,1564,3297,1515,1368,1021,437,124,11540,3,7,15,30,5,3,5,0,0,68,678,1119,951,1428,664,639,432,189,52,6166,0,3,8,26,5,0,0,0,0,45,0,0,0,0,3,0,0,0,0,6,0,0,0,8,3,0,3,0,0,11,0,4,0,7,0,0,0,0,0,15,0,0,0,0,0,4,3,0,0,9
POA6109,0,0,0,0,0,0,4,3,0,3,0,4,4,53,5,4,0,3,0,73,0,0,0,9,0,0,0,0,0,9,0,15,23,16,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,11,0,0,0,6,10,5,0,0,0,16,0,0,0,0,0,4,3,3,0,10,0,0,4,7,0,0,0,0,0,18,8,24,32,78,33,24,13,12,0,230,38,37,51,129,53,71,49,19,10,454,507,777,823,1978,754,657,471,237,80,6277,0,7,37,48,13,3,0,0,0,106,383,491,413,704,310,300,226,105,54,2982,0,8,4,26,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,3,12,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
POA6110,0,0,0,0,0,0,3,0,0,7,0,17,21,142,31,14,9,5,0,238,0,0,0,16,0,0,0,0,0,18,3,22,28,16,6,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,7,5,17,5,16,3,0,0,52,0,3,4,9,10,3,0,0,0,29,0,0,0,8,9,6,7,0,3,36,0,7,8,33,18,3,0,0,0,74,6,70,90,222,102,67,40,22,14,629,87,167,151,418,170,149,108,66,28,1355,1648,3115,2694,6250,2528,1984,1317,675,217,20422,0,7,61,78,16,8,0,3,0,171,1411,2012,1632,3042,1115,950,634,337,161,11285,0,3,3,21,5,0,0,0,0,32,0,0,3,8,3,3,0,0,0,13,0,0,3,13,0,3,0,0,0,22,0,8,0,5,0,5,3,0,0,14,0,0,0,5,4,0,3,0,0,15
POA6111,0,0,0,0,0,0,0,0,0,4,3,4,6,33,9,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,17,9,10,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,12,9,13,0,0,47,0,0,0,3,0,3,0,0,0,13,0,0,0,13,7,0,13,4,3,37,0,3,4,12,9,3,0,0,0,32,6,16,37,87,36,35,31,11,4,258,48,89,77,254,105,117,100,29,16,841,757,1487,1447,3021,1623,1489,1163,430,126,11552,0,3,13,12,3,3,0,0,0,32,653,1161,1064,1816,805,778,555,164,77,7084,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,0,0,0,15,0,0,0,0,0,3,0,0,0,8
POA6112,0,0,0,0,0,0,0,0,0,8,0,30,17,129,24,13,6,0,0,222,0,0,0,17,0,0,0,0,0,22,0,27,21,12,0,0,0,0,0,64,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,12,3,29,11,8,5,4,0,79,0,0,0,14,3,3,0,0,0,27,0,0,0,13,13,13,10,11,3,64,0,36,38,98,29,19,3,0,0,219,13,93,110,383,104,85,55,25,10,864,138,193,213,613,267,182,141,105,46,1892,2836,4010,3542,9452,3211,2386,1590,788,239,28059,0,8,8,18,0,3,0,0,0,39,2376,2898,2418,4854,1421,1211,690,266,109,16247,0,8,0,24,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,7,15,11,7,0,3,0,53,0,0,0,3,0,3,0,3,0,16
POA6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,4,4,0,0,14,9,6,11,22,11,12,4,3,3,75,74,248,236,267,295,207,135,42,6,1514,0,0,0,0,0,0,0,0,0,0,60,184,198,238,193,128,48,16,4,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6122,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,6,5,0,3,0,0,20,0,5,10,45,8,0,0,0,0,71,3,15,14,67,22,21,12,0,0,155,57,76,62,185,65,37,27,7,9,525,944,1430,1088,2962,983,630,415,142,41,8644,0,0,4,5,0,0,0,0,0,9,802,1124,906,1917,496,377,159,59,37,5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,6
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,13,9,19,16,8,7,0,0,74,64,97,108,205,120,98,64,28,9,798,0,0,0,0,0,0,0,0,0,0,57,92,87,138,69,69,30,10,3,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,9,0,5,6,13,16,14,3,0,0,59,43,83,54,125,110,86,58,25,4,586,0,0,0,0,0,0,0,0,0,0,39,71,47,97,50,44,23,11,3,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,3,0,0,24,0,19,14,34,28,27,21,11,3,160,70,237,199,320,301,225,159,72,14,1602,0,0,0,0,0,0,0,0,0,0,61,179,149,240,167,117,73,36,4,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,3,3,0,21,0,0,0,3,3,10,4,0,0,17,11,12,20,221,104,69,44,7,0,489,0,0,0,0,0,0,0,0,0,0,0,18,12,19,16,9,10,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,0,0,0,0,0,4,3,3,0,7,0,5,18,56,11,5,5,4,0,105,0,0,4,30,0,0,0,0,0,35,0,9,5,4,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,0,0,0,13,0,4,5,3,3,3,0,0,0,19,0,4,7,16,11,5,9,0,0,48,0,0,3,3,0,0,0,3,0,15,0,0,8,3,5,4,0,0,0,29,10,30,37,95,34,25,22,11,3,276,21,41,48,143,48,47,26,15,3,398,495,921,1122,2449,876,864,624,272,82,7703,0,0,8,15,8,4,0,0,0,37,419,565,497,833,301,380,242,90,34,3361,0,5,3,18,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,13,0,0,0,26,0,0,0,4,0,0,3,0,0,11,0,0,0,4,0,0,3,0,0,9
POA6148,0,0,0,0,0,0,0,0,0,10,0,41,35,57,52,20,5,3,0,205,0,0,0,21,3,3,0,0,0,25,0,3,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,17,0,14,3,10,8,3,4,0,0,43,0,3,5,13,8,3,7,0,0,37,0,3,0,0,11,3,5,0,0,18,0,3,0,8,4,3,4,0,0,19,3,28,27,61,44,29,20,20,6,228,14,29,35,69,41,55,28,35,22,316,437,1210,1288,2026,1211,1024,815,450,187,8632,0,0,0,9,0,0,0,0,0,13,379,746,725,843,532,533,434,295,172,4660,0,6,0,10,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,4
POA6149,0,0,0,0,0,0,0,0,0,3,0,6,6,11,9,17,6,3,0,63,0,0,0,23,3,3,3,0,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,8,3,17,0,9,12,0,0,46,0,0,4,8,9,11,3,3,0,32,0,0,0,7,6,14,6,0,0,34,0,0,0,9,9,7,0,0,4,38,4,24,26,64,29,44,26,11,5,238,6,23,22,70,41,44,36,14,10,284,402,1215,1331,2060,1148,1356,1004,396,178,9090,0,0,0,3,0,0,0,0,0,3,390,817,805,1013,595,783,462,241,184,5285,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,18,0,0,0,6,3,0,3,0,0,13
POA6150,0,0,0,0,0,3,0,0,0,4,0,3,4,12,8,19,10,0,3,63,0,0,5,24,3,0,3,0,0,37,0,4,5,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,8,10,3,0,0,0,0,0,26,4,3,8,12,3,7,3,0,0,43,0,0,0,0,0,3,3,3,3,11,0,0,5,7,3,3,0,0,0,29,0,3,49,64,19,39,28,11,3,218,9,13,31,62,40,47,42,35,23,305,237,740,1263,1393,745,858,691,351,156,6441,0,0,0,0,0,0,0,0,0,0,218,525,670,521,382,382,253,203,198,3361,0,0,3,7,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,11,5,3,0,0,0,26,0,0,3,0,0,4,0,0,0,11
POA6151,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,10,0,0,0,0,0,12,0,4,0,9,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,5,12,6,12,10,11,9,0,3,62,0,0,3,15,15,8,0,0,0,40,0,0,0,4,3,3,6,0,0,16,0,0,12,22,4,5,4,0,0,52,4,25,32,152,44,24,23,4,7,309,26,51,57,239,89,85,62,21,8,646,392,918,1145,2567,1115,1009,786,266,109,8305,0,0,0,3,0,0,0,0,0,3,299,656,722,1126,605,612,418,162,120,4721,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,3,0,14,4,6,0,0,0,30,0,0,3,8,0,0,0,0,0,16
POA6152,0,0,0,0,0,0,3,0,0,5,0,0,3,31,10,4,5,0,0,52,0,0,3,10,0,3,4,0,0,22,5,3,19,14,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,0,0,12,0,15,5,26,3,4,4,3,0,62,0,5,7,23,5,11,0,0,0,50,0,0,3,8,8,3,5,0,0,32,0,0,11,16,3,11,0,0,0,43,5,29,70,209,69,34,30,15,9,477,42,55,112,255,87,80,69,49,46,790,650,1251,2145,3750,1387,1353,999,491,255,12273,0,0,0,6,3,4,0,0,0,15,493,909,1323,1764,813,854,610,384,333,7477,0,0,0,8,0,0,0,0,0,9,0,0,0,3,0,7,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,5,30,4,4,3,0,0,47,0,0,0,7,3,7,4,3,0,20
POA6153,0,0,0,0,3,4,0,4,0,12,0,6,3,17,12,7,8,0,0,56,0,0,0,9,4,0,0,0,0,17,0,9,6,4,5,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,17,20,12,12,11,8,0,0,81,0,4,0,17,7,3,0,0,0,28,0,0,0,8,8,3,4,3,0,27,0,0,4,12,10,8,4,3,0,34,6,43,23,102,45,47,29,14,4,318,19,28,69,123,78,71,51,21,17,476,539,1152,1331,2273,1342,1251,964,496,232,9579,0,0,0,0,0,0,0,0,0,0,426,817,913,1185,709,755,545,342,201,5891,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,8,3,11,11,8,0,0,0,42,0,0,0,0,3,0,4,0,3,13
POA6154,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,8,0,0,4,4,0,0,0,0,0,14,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,3,0,0,20,0,0,0,0,5,4,0,0,0,8,0,4,0,10,3,0,6,0,0,22,0,0,5,6,3,8,3,0,0,25,0,19,9,42,21,5,14,8,10,122,10,39,20,73,30,26,20,14,13,251,271,740,660,1167,638,507,407,280,156,4815,0,0,0,0,0,0,0,0,0,0,228,509,406,643,398,310,231,241,210,3170,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,0,0,0,0,19,0,0,0,0,3,4,0,0,0,3
POA6155,0,0,0,3,3,0,4,0,0,12,8,65,42,137,66,41,20,8,0,379,0,0,9,95,4,9,0,0,0,112,3,6,5,11,4,0,0,0,0,31,0,0,0,3,0,0,0,0,0,7,0,0,3,9,3,0,0,0,0,16,0,20,14,22,13,13,3,0,0,91,0,0,5,32,23,28,0,4,0,96,0,3,0,16,10,11,11,0,0,55,0,14,18,45,40,26,4,4,0,148,18,132,118,242,129,75,57,23,4,811,31,99,113,242,167,100,64,38,29,880,1456,3964,4222,7131,3753,2678,1784,611,174,25773,0,0,12,26,8,3,3,0,0,52,1295,2511,2019,2336,1297,1141,723,266,103,11683,0,15,13,70,13,0,3,0,0,123,0,0,0,3,0,3,0,0,0,10,0,0,0,8,3,4,0,0,0,17,0,0,0,14,3,3,0,0,0,28,0,0,3,4,4,7,0,3,0,31
POA6156,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,3,0,0,0,15,0,0,0,5,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,7,3,5,7,0,0,34,0,0,0,3,0,0,0,0,0,10,0,0,0,8,5,8,3,3,0,27,0,0,0,9,7,0,3,0,0,14,0,16,29,56,32,29,21,18,6,201,22,47,40,125,67,46,33,26,24,430,508,1210,985,2029,1177,855,601,404,200,7969,0,0,0,0,0,0,0,0,0,0,440,1089,914,1432,831,563,373,382,236,6269,0,0,3,3,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4,0,0,0,0,25,0,0,0,4,0,3,0,0,0,11
POA6157,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,8,6,6,7,3,4,0,0,37,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,10,0,0,4,6,3,3,0,0,0,25,3,21,8,43,20,21,13,5,3,148,21,33,28,121,57,42,39,38,39,416,460,793,701,1710,944,745,554,315,153,6376,0,0,0,0,0,0,0,0,0,0,349,651,602,1266,638,559,383,289,157,4881,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,8,0,12,3,0,3,0,0,31,0,0,0,4,0,0,0,0,0,8
POA6158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,7,3,3,3,0,28,0,3,3,0,0,0,0,0,0,4,0,0,0,4,8,0,3,0,0,13,0,0,0,0,5,0,3,0,0,11,0,6,0,10,14,12,9,11,6,70,11,11,18,77,40,33,19,27,19,254,173,470,409,806,611,523,306,182,63,3539,0,0,0,0,0,0,0,0,0,0,152,453,375,575,427,354,182,121,40,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0
POA6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,0,3,0,0,11,0,3,4,17,5,3,0,4,0,38,12,8,11,61,27,28,22,17,10,198,76,125,147,448,243,223,233,104,26,1622,0,0,0,0,0,0,0,0,0,0,56,105,126,262,156,163,147,61,14,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,7
POA6160,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,10,3,5,3,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3,3,0,19,0,0,0,11,0,0,0,0,0,8,0,0,7,46,23,25,9,7,3,123,14,21,28,177,86,60,48,36,12,491,173,260,367,1386,618,542,403,196,75,4018,0,0,0,0,0,0,0,0,0,0,148,216,320,715,287,319,221,88,38,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,5,3,0,0,26,0,0,0,10,0,0,0,0,0,14
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,15,45,22,17,10,5,0,126,0,10,23,78,36,25,10,8,0,184,0,0,0,0,0,0,0,0,0,0,4,3,3,8,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
