POA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA6030,..,25,768,1539,1803,1086,748,497,101,6570,..,146,569,357,261,96,38,11,6,1492,..,7,32,70,136,57,15,4,4,315,4183,..,..,..,..,..,..,..,..,4183,..,1219,..,..,..,..,..,..,..,1219,..,1033,356,84,43,17,0,0,0,1534,..,154,109,19,29,24,9,15,4,361,..,74,84,22,27,8,8,0,0,221,..,106,144,51,55,40,18,5,0,422,..,63,178,244,212,158,103,75,35,1060,61,74,74,39,39,14,17,11,0,331,4242,2901,2315,2423,2590,1499,953,618,158,17700,..,72,1118,1735,1819,1031,699,378,45,6914,..,260,616,350,270,80,31,13,6,1622,..,69,311,422,497,178,54,42,9,1576,3833,..,..,..,..,..,..,..,..,3833,..,1172,..,..,..,..,..,..,..,1172,..,677,203,46,18,17,0,0,0,952,..,118,64,21,33,59,62,54,10,425,..,95,50,4,11,6,0,0,0,166
POA6031,..,19,601,813,678,387,194,69,8,2770,..,90,334,169,96,31,10,3,0,739,..,0,16,19,31,19,8,3,0,97,2090,..,..,..,..,..,..,..,..,2090,..,443,..,..,..,..,..,..,..,443,..,371,126,27,9,0,0,0,0,537,..,61,41,14,14,7,6,9,0,155,..,43,50,25,13,4,0,0,0,135,..,49,78,21,24,4,6,0,0,179,..,18,111,61,49,40,20,6,3,301,30,24,27,10,7,3,7,0,0,107,2118,1123,1386,1162,925,504,247,87,13,7564,..,52,791,875,665,336,149,42,4,2917,..,158,363,148,91,25,4,0,0,802,..,25,135,181,196,65,22,3,0,628,2017,..,..,..,..,..,..,..,..,2017,..,517,..,..,..,..,..,..,..,517,..,259,86,13,3,6,0,0,0,369,..,35,32,16,18,36,27,6,5,177,..,37,25,8,7,3,0,0,0,79
POA6032,..,0,3,9,9,8,4,0,0,39,..,0,0,3,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,4,13,..,..,..,..,..,..,..,..,13,..,5,..,..,..,..,..,..,..,5,..,10,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,13,11,7,14,16,11,8,4,0,88,..,0,3,6,14,10,3,3,0,38,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,6,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,5
POA6033,..,0,0,19,24,22,18,5,0,84,..,0,3,4,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,29,..,..,..,..,..,..,..,..,29,..,22,..,..,..,..,..,..,..,22,..,14,5,4,0,0,0,0,0,27,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,6,..,0,0,0,3,8,0,0,0,21,3,0,0,0,0,0,0,0,0,7,32,46,19,22,38,36,20,4,3,212,..,0,0,19,30,25,9,3,0,91,..,0,4,3,0,0,0,0,0,9,..,0,0,3,0,0,0,0,0,4,30,..,..,..,..,..,..,..,..,30,..,15,..,..,..,..,..,..,..,15,..,9,4,0,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
POA6034,..,8,93,70,48,22,12,3,0,257,..,34,69,6,12,0,0,0,0,121,..,0,0,0,0,0,0,0,0,3,193,..,..,..,..,..,..,..,..,193,..,30,..,..,..,..,..,..,..,30,..,34,7,0,0,0,0,0,0,40,..,9,0,0,0,3,0,0,0,9,..,0,3,0,0,0,0,0,0,3,..,9,3,0,0,0,0,0,0,11,..,10,14,6,10,4,0,0,0,46,5,3,3,0,0,0,0,0,0,14,199,126,201,92,69,35,11,3,0,731,..,14,104,72,47,20,9,0,0,271,..,46,64,12,4,0,0,0,0,132,..,7,24,13,17,4,0,0,0,62,186,..,..,..,..,..,..,..,..,186,..,25,..,..,..,..,..,..,..,25,..,11,7,3,0,0,0,0,0,19,..,0,3,0,0,3,0,0,0,10,..,0,3,0,0,0,0,0,0,4
POA6035,..,6,196,331,320,191,214,90,9,1360,..,36,152,96,66,32,11,3,0,408,..,0,3,17,18,3,5,5,0,55,1068,..,..,..,..,..,..,..,..,1068,..,167,..,..,..,..,..,..,..,167,..,158,42,27,10,0,0,0,0,239,..,18,12,3,5,4,3,7,4,56,..,23,14,4,0,6,5,0,0,45,..,21,34,11,12,10,3,3,0,89,..,21,40,44,62,42,27,20,3,262,11,6,19,9,3,3,0,0,0,59,1084,454,517,553,498,298,272,123,17,3800,..,34,301,349,320,224,208,38,3,1485,..,72,196,85,68,22,16,0,0,455,..,24,71,90,75,39,10,10,6,324,942,..,..,..,..,..,..,..,..,942,..,166,..,..,..,..,..,..,..,166,..,115,30,12,7,8,0,0,0,168,..,8,5,3,12,17,10,11,5,68,..,10,8,7,0,0,0,0,0,23
POA6036,..,11,438,688,682,253,205,84,9,2367,..,88,296,138,88,39,10,0,0,658,..,3,9,38,49,19,7,0,0,128,1997,..,..,..,..,..,..,..,..,1997,..,452,..,..,..,..,..,..,..,452,..,352,84,24,23,0,0,0,0,478,..,58,36,13,10,4,3,0,0,125,..,36,23,10,10,3,0,0,0,75,..,55,46,14,13,8,3,5,0,146,..,23,92,86,74,51,24,3,0,360,24,29,28,21,11,4,3,0,0,118,2019,1104,1051,1024,953,371,260,97,18,6896,..,39,593,794,602,265,168,53,5,2524,..,159,298,138,77,27,8,0,0,720,..,50,150,206,184,56,16,3,4,665,1867,..,..,..,..,..,..,..,..,1867,..,484,..,..,..,..,..,..,..,484,..,235,52,9,5,0,0,0,0,294,..,49,26,6,15,14,31,17,7,167,..,27,16,7,3,0,3,0,0,53
POA6037,..,0,50,90,102,97,100,44,7,490,..,11,37,21,30,20,5,0,0,124,..,0,0,4,9,3,5,0,0,21,308,..,..,..,..,..,..,..,..,308,..,57,..,..,..,..,..,..,..,57,..,60,21,5,6,0,0,0,0,92,..,6,0,0,0,3,3,5,0,19,..,3,10,0,3,3,0,0,0,22,..,8,14,3,4,3,0,0,0,35,..,5,16,25,37,28,16,10,3,136,3,5,0,4,0,3,0,0,0,16,313,153,134,159,193,162,129,60,9,1324,..,3,76,108,115,99,82,39,0,525,..,7,44,31,21,16,5,3,0,135,..,3,26,18,26,15,0,3,0,92,266,..,..,..,..,..,..,..,..,266,..,50,..,..,..,..,..,..,..,50,..,34,14,4,5,0,0,0,0,58,..,4,0,0,3,4,6,4,4,20,..,5,5,0,0,0,0,0,0,13
POA6038,..,13,276,285,193,82,61,15,3,931,..,72,245,63,39,8,8,3,0,431,..,0,0,9,7,0,0,0,0,25,750,..,..,..,..,..,..,..,..,750,..,120,..,..,..,..,..,..,..,120,..,90,22,4,7,0,0,0,0,126,..,16,13,0,0,3,0,0,0,35,..,12,10,3,0,0,0,0,0,24,..,22,31,3,5,3,0,0,0,59,..,14,63,50,30,12,6,0,0,173,11,11,8,3,3,0,0,0,0,42,758,384,671,418,283,111,81,14,3,2721,..,32,359,292,197,86,42,4,0,1013,..,134,226,64,39,7,4,0,0,472,..,14,58,59,49,14,8,0,0,210,747,..,..,..,..,..,..,..,..,747,..,117,..,..,..,..,..,..,..,117,..,57,14,3,0,0,0,0,0,79,..,20,9,4,6,12,13,3,0,63,..,4,4,0,0,0,0,0,0,9
POA6041,..,0,11,30,54,60,86,33,0,278,..,3,13,13,12,10,8,0,0,60,..,0,0,0,4,4,0,0,0,9,123,..,..,..,..,..,..,..,..,123,..,27,..,..,..,..,..,..,..,27,..,19,9,6,5,3,0,0,0,37,..,0,0,0,0,8,0,0,0,10,..,3,7,0,0,0,0,0,0,10,..,3,5,0,3,3,4,0,0,23,..,0,3,7,13,16,17,8,3,69,0,5,0,4,3,10,3,0,0,20,126,54,47,67,91,112,120,46,6,666,..,0,23,47,60,73,78,23,3,305,..,7,13,15,13,14,3,3,0,68,..,0,9,5,9,0,0,0,0,29,127,..,..,..,..,..,..,..,..,127,..,23,..,..,..,..,..,..,..,23,..,17,3,0,3,0,0,0,0,22,..,3,0,0,0,0,6,0,0,14,..,0,4,0,0,0,0,0,0,3
POA6042,..,0,0,0,3,3,4,0,0,10,..,0,0,0,0,4,3,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,12,0,0,30,..,0,0,0,0,5,4,0,0,10,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
POA6043,..,0,4,4,7,6,12,3,0,35,..,0,3,3,3,3,3,0,0,12,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,4,4,3,5,0,24,0,0,0,0,0,0,0,0,0,4,16,4,8,16,11,19,21,7,0,97,..,0,6,8,3,14,10,3,0,40,..,0,3,3,0,3,3,0,0,11,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6044,..,0,4,19,33,58,62,26,7,211,..,3,14,7,3,8,7,0,0,47,..,0,0,5,4,3,3,0,0,18,68,..,..,..,..,..,..,..,..,68,..,17,..,..,..,..,..,..,..,17,..,18,5,4,0,3,0,0,0,28,..,3,0,0,0,3,0,0,0,6,..,3,0,0,0,0,0,0,0,3,..,7,5,3,0,3,4,0,0,23,..,0,6,9,14,25,26,14,4,96,0,4,4,3,7,0,7,3,0,28,68,44,41,49,64,107,97,50,7,538,..,3,8,20,35,64,49,26,0,212,..,4,10,16,13,7,6,0,0,57,..,0,4,4,10,0,0,3,0,23,67,..,..,..,..,..,..,..,..,67,..,11,..,..,..,..,..,..,..,11,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
POA6050,..,8,226,453,607,547,341,173,98,2439,..,36,264,134,101,71,30,4,0,637,..,0,7,15,12,16,10,5,4,71,1013,..,..,..,..,..,..,..,..,1013,..,392,..,..,..,..,..,..,..,392,..,140,106,39,21,9,3,0,0,320,..,37,36,12,6,6,8,6,3,114,..,18,33,18,3,3,0,3,0,77,..,108,239,44,25,17,22,8,0,459,..,25,141,113,137,119,120,64,48,757,8,16,33,20,7,4,11,3,0,110,1022,786,1081,844,922,790,544,257,152,6397,..,13,299,556,648,529,271,152,45,2525,..,53,270,123,74,54,25,0,0,600,..,6,28,58,87,62,24,16,15,293,984,..,..,..,..,..,..,..,..,984,..,411,..,..,..,..,..,..,..,411,..,149,66,14,19,14,0,0,0,256,..,39,24,5,13,15,14,15,11,139,..,24,30,3,0,0,0,0,0,57
POA6051,..,14,462,509,287,253,162,53,28,1773,..,62,365,136,76,51,28,3,0,717,..,3,6,19,25,13,9,0,0,75,798,..,..,..,..,..,..,..,..,798,..,128,..,..,..,..,..,..,..,128,..,54,46,25,16,8,0,0,0,148,..,55,42,10,3,6,7,0,0,130,..,27,47,12,4,10,0,0,0,97,..,128,294,99,48,32,24,3,0,632,..,52,219,204,201,184,170,46,19,1100,10,21,56,32,13,19,8,3,0,156,805,549,1542,1038,669,580,411,106,55,5747,..,57,596,467,268,243,126,42,8,1807,..,94,380,107,59,32,20,6,0,688,..,8,48,90,79,40,23,19,9,306,750,..,..,..,..,..,..,..,..,750,..,136,..,..,..,..,..,..,..,136,..,55,51,11,4,5,3,0,0,126,..,42,47,12,10,16,8,3,0,142,..,29,38,3,0,3,0,0,0,75
POA6052,..,7,227,469,436,357,212,118,31,1852,..,30,190,98,75,45,18,4,0,459,..,0,4,8,33,12,13,3,3,71,963,..,..,..,..,..,..,..,..,963,..,278,..,..,..,..,..,..,..,278,..,151,85,34,21,11,3,0,0,305,..,24,29,7,10,12,6,0,4,90,..,20,35,7,4,3,0,0,0,68,..,67,135,27,32,23,10,6,3,304,..,16,60,73,85,92,54,40,31,447,9,19,16,6,13,9,3,0,3,69,973,608,771,741,714,552,318,169,71,4912,..,18,300,525,455,339,167,80,19,1909,..,47,188,119,83,45,14,0,0,497,..,3,30,81,120,76,21,25,16,375,866,..,..,..,..,..,..,..,..,866,..,281,..,..,..,..,..,..,..,281,..,112,74,24,12,8,6,0,0,238,..,28,32,4,6,16,13,13,9,118,..,18,15,0,3,0,0,0,0,33
POA6053,..,3,323,615,528,412,281,141,44,2354,..,29,273,188,141,79,24,4,3,742,..,6,0,15,27,18,9,11,3,90,1179,..,..,..,..,..,..,..,..,1179,..,285,..,..,..,..,..,..,..,285,..,174,94,32,24,14,3,0,0,347,..,55,51,13,14,9,8,4,3,152,..,36,58,22,5,4,0,0,0,128,..,85,142,61,39,45,18,9,0,401,..,31,83,109,143,138,103,66,32,709,5,24,19,14,9,16,12,3,0,95,1188,735,1047,1063,935,738,460,234,90,6482,..,20,450,662,509,402,236,93,25,2404,..,67,288,187,130,62,21,3,0,767,..,5,53,100,122,80,21,17,22,422,1170,..,..,..,..,..,..,..,..,1170,..,301,..,..,..,..,..,..,..,301,..,116,78,18,13,11,3,0,0,235,..,42,33,14,12,27,19,9,8,171,..,24,39,3,0,4,0,0,0,71
POA6054,..,17,411,684,690,609,480,254,61,3210,..,60,305,211,146,93,40,6,0,857,..,3,12,41,70,41,15,8,4,206,1840,..,..,..,..,..,..,..,..,1840,..,469,..,..,..,..,..,..,..,469,..,389,231,91,56,16,3,0,0,785,..,80,54,31,22,28,10,13,5,243,..,34,49,12,10,11,7,4,3,133,..,65,120,83,62,50,19,15,0,419,..,35,105,147,220,196,163,101,26,992,26,44,38,34,14,13,9,7,3,198,1870,1190,1331,1330,1298,1060,750,412,108,9344,..,29,600,759,680,583,424,179,24,3268,..,97,333,215,152,84,29,0,0,908,..,32,129,208,216,128,65,39,26,846,1614,..,..,..,..,..,..,..,..,1614,..,418,..,..,..,..,..,..,..,418,..,277,125,25,35,19,8,0,0,482,..,58,29,16,21,47,40,32,21,256,..,38,28,10,12,5,0,0,0,85
POA6055,..,27,917,950,709,556,358,154,33,3701,..,89,389,163,160,80,28,4,0,919,..,5,4,23,46,23,8,5,0,116,2105,..,..,..,..,..,..,..,..,2105,..,403,..,..,..,..,..,..,..,403,..,344,159,41,22,7,3,0,0,581,..,103,77,23,13,21,9,10,8,263,..,43,48,20,8,5,3,3,0,131,..,50,113,41,37,21,10,3,0,281,..,34,131,119,117,103,67,55,13,636,32,41,44,25,17,14,6,3,0,176,2136,1157,1880,1406,1118,827,496,243,51,9311,..,97,1154,971,704,524,289,100,14,3852,..,185,388,181,140,68,14,7,0,979,..,20,104,158,160,76,25,13,7,559,1944,..,..,..,..,..,..,..,..,1944,..,436,..,..,..,..,..,..,..,436,..,228,106,32,13,5,0,0,0,379,..,63,36,15,29,45,39,28,14,274,..,36,21,10,11,4,0,0,0,86
POA6056,..,45,724,1066,1348,1215,1013,522,123,6049,..,195,477,321,295,175,79,18,4,1556,..,7,28,70,142,97,43,17,14,417,3361,..,..,..,..,..,..,..,..,3361,..,780,..,..,..,..,..,..,..,780,..,913,472,175,101,34,6,0,0,1695,..,157,102,50,51,65,43,15,7,489,..,80,80,31,41,16,8,0,0,251,..,123,158,103,91,88,47,13,3,630,..,78,254,279,380,380,284,167,55,1880,61,88,87,59,68,26,28,12,6,439,3415,2458,2381,2144,2512,2105,1546,768,213,17539,..,91,993,1231,1410,1252,883,389,43,6292,..,288,533,344,290,163,59,10,0,1687,..,91,268,426,456,205,113,63,42,1674,3090,..,..,..,..,..,..,..,..,3090,..,859,..,..,..,..,..,..,..,859,..,587,245,76,40,32,4,0,0,987,..,117,54,19,45,79,80,54,33,473,..,81,48,15,19,15,0,3,4,182
POA6057,..,20,322,577,618,568,452,245,48,2838,..,77,277,161,110,77,33,8,0,732,..,0,8,41,58,27,8,4,8,151,1585,..,..,..,..,..,..,..,..,1585,..,349,..,..,..,..,..,..,..,349,..,425,203,55,46,12,0,0,0,728,..,47,35,14,12,11,9,8,3,140,..,31,32,15,34,6,3,0,0,123,..,46,57,44,31,25,6,4,0,210,..,23,85,99,128,97,74,42,18,560,26,25,39,17,5,13,11,9,0,150,1616,1029,1061,1012,1038,837,594,308,71,7560,..,30,464,645,661,577,405,170,20,2969,..,115,316,137,130,54,27,3,3,781,..,16,107,188,167,78,37,19,14,615,1509,..,..,..,..,..,..,..,..,1509,..,368,..,..,..,..,..,..,..,368,..,273,93,34,7,20,5,0,0,429,..,41,19,3,22,43,31,16,13,187,..,27,24,0,0,3,0,0,0,66
POA6058,..,14,283,437,396,442,349,162,29,2113,..,74,181,107,77,46,26,4,0,515,..,3,8,32,34,20,11,0,0,116,1130,..,..,..,..,..,..,..,..,1130,..,247,..,..,..,..,..,..,..,247,..,308,152,53,24,6,0,0,0,550,..,44,49,16,20,18,7,7,0,162,..,33,26,14,13,3,0,0,0,89,..,23,65,32,34,22,12,0,0,198,..,17,75,94,113,95,75,43,20,526,9,21,30,19,17,7,6,7,0,110,1138,781,870,804,735,663,489,222,52,5756,..,30,399,455,402,467,297,122,9,2185,..,103,197,109,86,42,21,3,0,568,..,11,87,152,123,63,30,18,10,497,1069,..,..,..,..,..,..,..,..,1069,..,277,..,..,..,..,..,..,..,277,..,219,82,23,14,7,3,0,0,350,..,43,22,10,11,31,25,15,11,156,..,28,14,7,3,4,0,0,0,61
POA6059,..,11,408,873,989,850,681,521,151,4494,..,40,253,138,87,70,29,13,3,640,..,0,12,32,41,47,14,10,8,168,1847,..,..,..,..,..,..,..,..,1847,..,680,..,..,..,..,..,..,..,680,..,348,305,101,69,22,4,0,0,851,..,73,86,37,22,23,8,8,9,270,..,29,81,32,22,13,0,0,0,170,..,103,206,48,45,40,27,9,0,483,..,26,121,136,172,165,152,121,45,942,30,31,42,28,17,14,9,16,0,179,1874,1347,1511,1422,1461,1245,933,702,220,10720,..,42,594,982,1039,813,649,395,64,4576,..,75,263,117,93,65,18,9,0,641,..,9,66,165,192,140,57,59,34,729,1721,..,..,..,..,..,..,..,..,1721,..,709,..,..,..,..,..,..,..,709,..,317,183,42,52,18,9,0,0,609,..,82,41,13,20,43,42,53,22,321,..,42,68,17,12,7,3,0,0,144
POA6060,..,19,799,899,563,479,387,320,97,3566,..,75,610,230,126,79,30,4,3,1148,..,4,12,27,40,40,11,6,7,145,1451,..,..,..,..,..,..,..,..,1451,..,313,..,..,..,..,..,..,..,313,..,197,140,67,50,31,4,0,0,488,..,90,93,21,21,14,10,5,6,253,..,51,120,20,5,8,3,0,0,199,..,144,361,95,56,37,29,9,0,734,..,54,293,290,332,288,190,85,64,1594,28,26,47,36,15,17,6,6,3,196,1482,969,2470,1688,1210,986,661,441,181,10095,..,67,1018,862,550,467,360,253,52,3624,..,140,657,195,91,59,23,3,0,1169,..,18,107,158,219,112,40,48,30,729,1531,..,..,..,..,..,..,..,..,1531,..,376,..,..,..,..,..,..,..,376,..,154,99,28,18,14,5,0,0,318,..,90,58,22,25,29,27,34,19,301,..,46,67,13,3,3,4,0,0,139
POA6061,..,78,1519,1300,943,799,563,369,81,5658,..,144,705,255,143,86,47,8,4,1389,..,4,30,56,95,67,38,19,8,319,3474,..,..,..,..,..,..,..,..,3474,..,779,..,..,..,..,..,..,..,779,..,545,446,159,112,42,3,0,0,1302,..,298,321,82,66,38,27,17,0,855,..,148,249,79,44,14,10,0,0,544,..,234,554,205,120,89,37,15,0,1257,..,80,365,342,353,326,226,141,54,1889,50,70,106,64,40,33,16,17,3,390,3522,2381,4294,2542,1914,1500,964,584,152,17863,..,227,1916,1306,812,728,474,245,29,5749,..,225,729,220,128,78,35,6,3,1415,..,73,293,413,384,244,133,79,46,1663,3186,..,..,..,..,..,..,..,..,3186,..,785,..,..,..,..,..,..,..,785,..,387,240,66,46,23,5,0,0,768,..,195,153,64,58,104,67,48,24,712,..,103,127,24,16,11,0,0,0,272
POA6062,..,29,766,1164,1185,1153,1058,634,133,6130,..,76,399,205,135,89,42,11,0,967,..,4,21,37,94,58,28,14,9,267,2570,..,..,..,..,..,..,..,..,2570,..,804,..,..,..,..,..,..,..,804,..,595,430,158,106,52,6,0,0,1348,..,166,124,42,37,40,18,10,6,443,..,78,128,51,36,24,5,3,0,332,..,166,307,104,92,70,39,12,5,805,..,33,185,187,219,219,188,132,49,1204,42,45,55,38,29,22,23,19,0,263,2607,2003,2412,1989,1920,1726,1411,843,211,15121,..,63,1051,1281,1181,1219,950,443,60,6255,..,122,444,187,133,67,34,5,0,993,..,25,125,252,313,187,86,76,45,1109,2364,..,..,..,..,..,..,..,..,2364,..,819,..,..,..,..,..,..,..,819,..,432,295,87,41,36,8,0,0,888,..,129,78,21,44,69,71,55,46,507,..,71,76,20,11,3,3,3,0,195
POA6063,..,20,344,569,626,521,284,89,20,2470,..,30,136,99,85,43,11,0,0,411,..,0,8,23,31,24,3,5,0,103,1507,..,..,..,..,..,..,..,..,1507,..,439,..,..,..,..,..,..,..,439,..,391,232,76,24,14,0,0,0,737,..,73,53,24,27,23,16,8,7,225,..,40,42,38,24,11,4,0,0,162,..,34,69,37,29,21,13,0,0,199,..,10,59,83,75,90,67,14,5,408,15,21,24,16,12,10,3,0,0,107,1519,1056,968,980,930,752,406,112,36,6768,..,48,490,632,606,450,242,55,8,2530,..,60,147,106,76,40,7,0,0,439,..,24,83,135,157,106,38,14,18,577,1434,..,..,..,..,..,..,..,..,1434,..,396,..,..,..,..,..,..,..,396,..,212,139,25,10,11,3,0,0,398,..,55,34,19,15,54,42,25,15,257,..,25,25,12,9,0,3,0,0,77
