POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA6312,3,0,3,0,5,0,3,0,0,5,0,3,4,0,8,0,4,10,0,15,18,4,19,0,45,11,11,17,0,34,59,7,40,3,105,41,19,21,0,82,48,42,26,3,116,29,35,17,4,78,30,29,15,0,72,32,29,10,4,76,65,71,11,0,143,26,47,7,0,80,22,25,3,0,53,9,20,3,0,31,21,38,0,0,61,37,73,19,0,132,16,11,11,3,32,471,467,218,19,1179
POA6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,6,0,0,0,0,0,4,0,0,0,4,3,5,0,0,11,4,3,0,0,11,0,3,0,0,3,0,3,0,0,3,6,3,0,0,7,10,0,0,0,9,7,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,0,0,8,0,0,0,0,0,44,24,3,4,80
POA6315,0,0,4,0,3,3,0,0,0,3,0,0,3,0,3,3,0,3,0,8,12,3,12,0,30,7,0,7,0,11,43,4,9,0,59,29,5,9,0,54,25,16,7,0,51,25,12,3,0,39,9,17,0,0,34,15,11,3,0,31,36,22,0,0,64,9,13,0,0,23,7,8,0,0,14,4,3,0,0,9,11,9,0,0,19,29,24,3,0,55,8,0,0,0,8,271,159,70,8,514
POA6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,3,0,5,3,3,0,0,8,3,3,0,0,10,3,4,0,0,4,0,3,0,0,8,4,3,0,0,4,7,4,0,0,6,5,3,0,0,10,5,3,0,0,4,0,3,0,0,4,0,0,0,0,3,3,7,0,0,6,3,7,0,0,9,0,0,0,0,0,41,39,9,0,88
POA6317,3,0,6,0,7,4,0,5,0,9,4,0,7,0,12,0,0,8,0,6,19,6,10,3,35,8,10,17,3,39,75,16,29,0,115,29,19,5,0,55,39,36,12,0,85,47,32,16,3,89,11,42,3,4,57,29,24,0,0,55,48,45,5,0,103,35,30,0,0,65,14,19,0,0,32,11,6,3,0,25,12,25,0,3,41,34,66,20,0,124,8,3,9,0,25,438,380,147,24,989
POA6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,6,9,0,0,0,11,8,0,0,0,12,8,5,0,0,9,3,7,4,0,16,3,0,0,0,0,3,5,0,0,8,5,7,0,0,17,4,4,0,0,6,3,0,0,0,4,0,3,0,0,3,5,8,0,0,13,4,9,3,0,14,0,0,0,0,3,52,57,20,0,131
POA6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,3,0,4,8,3,3,0,15,0,7,3,0,15,7,4,0,0,17,3,8,0,0,14,6,3,0,0,6,5,0,0,0,10,3,3,3,0,12,0,3,0,0,6,9,0,0,0,10,0,0,0,0,0,3,3,0,0,9,3,12,0,0,16,3,0,7,0,10,65,54,25,4,144
POA6321,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,6,0,0,0,5,11,3,3,0,21,5,11,0,0,19,3,7,0,0,12,4,3,0,0,11,4,4,0,0,7,7,3,0,0,17,4,3,0,0,9,0,3,0,0,5,0,3,0,0,3,3,0,0,0,0,4,3,0,0,6,4,4,0,0,9,0,0,0,0,5,62,51,8,3,134
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,0,10,8,3,0,0,10,4,0,0,0,6,8,0,0,0,3,0,0,4,0,3,0,0,0,0,3,3,5,0,0,6,3,0,0,0,3,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,43,21,8,0,66
POA6323,4,0,0,0,4,6,0,0,0,6,0,0,0,0,3,0,0,3,0,8,8,0,0,0,11,7,0,7,0,21,28,8,3,0,38,11,3,3,0,24,14,7,3,0,26,19,6,0,0,28,12,3,0,0,12,7,6,0,0,18,12,5,0,0,25,13,13,0,0,21,0,3,0,0,4,0,3,0,0,5,3,0,0,0,5,16,13,3,0,32,0,4,3,0,6,165,80,40,3,288
POA6324,9,3,0,0,7,6,0,0,0,3,0,3,5,0,11,4,0,9,0,11,31,5,13,0,49,13,4,12,0,37,64,10,20,0,93,27,21,14,0,59,47,27,15,3,94,42,38,4,3,88,25,21,3,0,56,22,26,7,0,54,44,39,3,0,83,25,27,5,0,58,7,17,0,0,23,3,9,3,0,11,11,16,0,0,33,36,56,13,0,104,9,4,0,0,12,429,325,128,13,897
POA6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,0,0,0,7,6,0,3,0,13,9,3,0,0,11,4,3,3,0,16,4,0,0,0,12,3,3,0,0,3,0,8,0,0,5,6,6,0,0,15,3,10,0,0,14,3,4,0,0,4,0,3,0,0,3,3,3,0,0,9,9,13,0,0,19,0,0,0,0,4,61,59,14,0,139
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,3,5,0,0,6,3,0,0,0,4,0,3,0,0,3,0,8,0,0,10,7,3,0,0,11,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,42,32,8,0,74
POA6328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,3,0,6,8,3,0,0,12,0,10,0,0,7,7,7,3,0,13,9,7,0,0,17,0,3,0,0,3,4,5,0,0,14,4,3,0,0,3,9,3,0,0,12,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,3,5,0,0,11,3,0,0,0,3,57,45,10,0,120
POA6330,41,6,9,4,65,32,4,6,0,51,33,8,42,3,88,21,4,56,0,85,184,26,91,0,296,108,33,173,3,318,612,69,184,12,878,328,133,152,16,632,434,270,178,26,906,367,288,111,11,777,266,293,71,6,643,280,320,65,11,668,447,556,70,9,1085,259,414,21,3,695,157,249,6,0,422,82,128,7,4,225,151,259,18,0,429,323,488,120,7,932,90,36,29,3,154,4222,3584,1411,125,9338
POA6333,8,0,3,0,18,7,0,3,0,12,5,5,9,0,12,0,0,8,0,8,28,4,26,0,62,24,10,38,0,69,132,16,22,0,173,86,32,26,0,140,101,49,19,3,171,87,43,15,0,144,33,35,4,0,72,45,46,5,0,92,69,65,6,0,137,41,49,0,0,93,17,26,0,0,47,8,17,4,0,31,31,29,3,0,60,56,112,25,0,191,11,3,3,0,17,792,545,206,8,1552
POA6335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,0,0,6,3,3,0,0,8,9,3,4,0,15,5,9,0,0,16,17,8,0,0,27,0,5,0,0,13,3,6,0,0,16,0,7,0,0,11,13,10,0,0,22,5,5,0,0,11,3,0,0,0,4,0,0,0,3,0,4,11,0,0,21,10,10,0,0,21,4,0,0,0,3,85,84,22,4,192
POA6336,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,9,3,0,0,7,0,5,0,0,6,4,3,3,0,12,6,3,0,0,14,3,3,0,0,4,0,3,0,0,3,3,0,0,0,5,3,3,3,0,7,0,0,0,0,0,34,29,12,0,79
POA6337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,0,0,5,3,3,6,0,15,0,3,3,0,10,8,3,3,0,17,5,4,0,0,8,6,5,0,0,14,9,10,0,0,15,7,8,3,0,17,5,0,0,0,7,0,3,0,0,3,0,5,0,0,4,0,9,3,0,17,3,0,3,0,3,58,62,19,0,139
POA6338,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,4,0,4,5,0,0,0,5,0,4,0,0,5,10,0,3,0,16,5,0,0,0,8,7,4,0,0,14,11,8,0,0,19,4,3,0,0,4,3,3,0,0,5,7,15,0,0,20,4,4,0,0,9,7,0,0,0,5,3,0,0,0,3,8,11,0,0,19,3,8,0,0,17,0,0,0,0,0,94,60,6,3,161
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,4,6,0,0,9,5,0,0,0,6,0,0,0,0,0,3,4,0,0,6,6,3,0,0,5,3,0,0,0,3,3,3,0,0,6,0,0,0,0,0,3,8,0,0,9,4,9,0,0,11,3,0,0,0,3,41,39,4,0,79
POA6343,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,0,0,4,0,0,0,0,4,3,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,6,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,14,0,0,0,0,0,17,34,8,0,58
POA6346,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,3,3,0,5,8,3,5,0,12,3,9,0,0,11,11,4,0,0,14,8,5,0,0,17,4,3,0,0,9,3,6,0,0,12,10,4,0,0,19,3,4,0,0,12,0,3,0,0,7,0,0,0,0,0,9,8,0,0,12,14,16,3,0,28,0,3,0,0,3,93,66,14,0,174
POA6348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,3,0,0,13,5,0,0,0,9,16,0,4,0,18,12,0,4,0,15,9,3,0,0,13,7,5,0,0,12,4,3,0,0,6,7,10,0,0,14,6,9,0,0,19,7,5,0,0,10,9,0,0,0,9,3,8,0,0,10,13,5,0,0,13,7,10,3,0,20,3,0,0,0,3,118,64,18,0,202
POA6350,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,3,0,5,7,0,0,0,7,6,3,3,0,12,7,5,0,0,16,5,5,0,0,9,0,0,0,0,3,6,0,0,0,9,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,10,0,0,0,0,0,49,28,10,0,86
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,13,0,0,25
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,9,0,0,0,0,0,17,20,7,0,42
POA6353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,14,4,5,3,0,12,10,3,0,0,10,5,5,0,0,9,3,3,4,0,16,5,5,0,0,12,19,12,0,0,32,9,12,0,0,23,3,4,0,0,8,3,0,0,0,4,6,10,0,0,15,6,17,4,0,28,8,0,0,0,8,90,82,17,0,191
POA6355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,4,4,0,0,11,5,0,0,0,6,3,3,0,0,5,3,6,0,0,8,3,9,0,0,12,7,8,0,0,12,0,3,0,0,7,4,3,0,0,7,0,0,0,0,3,4,3,0,0,11,3,13,3,0,20,0,0,0,0,3,44,58,6,0,105
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,5,0,0,0,0,0,10,14,0,0,25
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,15
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,17,4,3,0,34
POA6359,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,5,0,0,12,0,3,0,0,4,6,5,0,0,16,5,8,0,0,12,4,3,0,0,5,7,5,0,0,18,0,0,0,0,7,0,3,0,0,5,0,0,0,0,0,0,4,0,0,6,7,11,0,0,12,0,3,0,0,3,49,48,4,0,108
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,0,3,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,18,14,0,0,31
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,12,15,0,0,30
POA6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,9,0,4,0,7,6,3,3,0,14,9,3,0,0,12,10,4,0,0,10,3,0,0,0,7,7,3,0,0,15,8,14,0,0,21,0,3,0,0,3,3,0,0,0,6,0,0,0,0,4,6,6,0,0,11,11,8,0,0,20,0,0,0,0,0,80,51,11,0,141
POA6367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,0,0,3,0,3,0,0,0,0,5,0,0,0,0,3,3,3,3,0,5,3,0,0,0,5,0,0,0,0,5,4,0,0,0,4,4,4,0,0,15,3,4,0,0,3,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,12,0,0,0,0,0,40,38,13,0,90
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,23
POA6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,3,0,3,12,4,0,0,16,7,8,3,0,13,11,3,0,0,18,8,3,0,0,8,3,9,0,0,11,7,3,0,0,10,10,5,0,0,18,3,12,0,0,18,4,0,0,0,7,3,3,0,0,4,8,3,0,0,19,10,6,0,0,21,3,0,0,0,3,103,64,13,3,183
POA6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,10,3,3,0,17,4,3,0,0,5,3,3,3,0,12,13,7,0,0,22,3,5,0,0,15,3,0,0,0,3,6,8,0,0,13,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,4,0,0,0,7,4,0,0,0,4,62,47,12,0,122
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,12,11,3,0,28
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,3,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,12,16,0,0,23
POA6375,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,3,0,7,13,3,3,0,24,9,4,3,0,13,12,6,3,0,22,15,0,3,0,18,5,10,0,0,19,6,0,0,0,13,9,7,0,0,20,18,11,0,0,30,8,5,0,0,14,8,3,0,0,9,5,4,0,0,14,13,12,4,0,31,7,3,0,0,8,137,75,29,3,253
POA6383,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,7,0,6,0,8,5,0,14,0,16,27,6,7,3,38,13,3,4,0,21,12,4,4,0,23,13,3,0,0,14,4,6,0,0,10,7,0,0,0,13,12,3,0,0,14,11,3,0,0,11,7,3,0,0,10,0,0,0,0,0,12,5,0,0,14,6,24,0,0,38,0,0,0,0,3,136,69,42,5,249
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,11,3,0,28
POA6390,6,3,0,0,13,0,0,0,0,0,0,0,3,0,5,0,0,7,0,6,6,0,7,0,16,6,0,0,0,10,9,3,5,0,23,7,7,10,0,25,6,5,8,0,21,13,5,5,0,21,12,9,8,0,25,15,11,4,0,33,19,38,3,0,62,21,24,0,0,39,13,14,0,0,32,10,22,0,0,37,20,27,0,0,51,11,40,7,0,55,3,5,0,0,9,187,214,71,0,473
POA6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,5,3,0,3,0,10,10,0,8,0,14,9,6,3,0,20,10,7,5,0,21,14,5,0,0,20,3,15,0,0,18,11,6,3,0,17,17,19,0,0,33,15,10,0,0,23,13,3,0,0,20,4,8,0,0,15,3,7,0,0,9,11,14,0,0,26,4,4,0,0,8,135,103,27,0,264
POA6392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,9,6,0,0,0,14,9,0,0,0,10,8,3,3,0,19,12,8,0,0,19,3,3,0,0,7,6,5,0,0,14,4,3,0,0,6,3,3,0,0,5,0,3,0,0,4,6,3,0,0,6,3,3,0,0,4,3,3,5,0,14,0,0,0,0,0,75,41,13,0,127
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,16,14,3,0,32
POA6394,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,4,10,3,0,0,13,6,3,0,0,8,6,3,0,0,9,15,3,0,0,19,4,3,0,0,5,4,3,0,0,7,6,5,0,0,15,3,3,0,0,8,7,0,0,0,6,0,0,0,0,3,6,5,0,0,9,7,12,0,0,15,0,0,0,0,3,79,49,4,0,136
POA6395,0,0,3,0,3,0,0,0,0,3,0,0,3,0,3,0,0,7,0,9,3,4,3,0,13,0,3,10,0,11,15,3,6,0,24,22,7,5,0,30,12,3,7,0,31,20,14,4,0,37,13,16,0,0,29,19,16,0,0,32,21,23,0,0,42,18,11,3,0,30,8,11,0,0,18,4,4,0,0,6,5,18,0,0,29,10,29,6,0,48,5,5,0,0,13,200,168,53,4,427
POA6396,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,10,10,3,0,0,16,0,4,0,0,4,0,9,0,0,11,7,4,0,0,8,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,7,10,4,0,0,15,0,0,0,0,0,42,41,7,0,87
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,15,3,3,0,28
POA6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,11,7,0,0,0,7,18,3,0,0,21,10,4,0,0,13,15,0,4,0,13,3,3,4,0,9,4,6,0,0,7,7,3,0,0,9,3,9,0,0,13,3,0,0,0,5,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,12,6,0,0,14,4,0,0,0,9,92,38,12,0,141
POA6401,8,0,3,0,8,6,6,4,0,11,6,0,14,3,26,6,3,16,0,27,47,4,31,3,83,22,9,39,0,66,131,20,39,0,186,49,34,47,3,131,73,43,38,3,156,67,44,25,3,138,31,51,9,0,92,54,44,18,4,117,73,111,24,4,212,70,72,9,0,146,41,54,3,0,98,22,27,0,0,57,27,47,3,0,82,64,129,37,0,235,23,6,11,0,42,815,714,368,23,1920
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,6,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,3,0,0,9,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,19,18,3,0,42
POA6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,9,3,0,0,0,5,0,7,0,0,7,12,6,0,0,17,0,0,0,0,4,3,0,0,0,7,4,7,0,0,9,0,3,0,0,5,0,0,0,0,4,0,3,0,0,3,3,0,0,0,5,5,3,0,0,12,0,0,0,0,3,47,41,8,0,88
POA6407,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,3,3,0,0,5,8,0,10,0,20,7,3,3,3,15,14,3,3,0,28,8,3,0,0,7,4,13,0,0,23,16,9,0,0,27,8,16,0,0,30,11,6,0,0,12,0,10,0,0,8,5,4,0,0,7,3,19,0,0,21,8,21,4,0,35,3,3,0,0,3,113,109,33,5,256
