region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6171,0,37,34,10,7,6,3,0,3,100,0,24,48,28,41,71,50,16,3,281,35,50,18,12,13,10,6,3,0,147,2187,1043,1381,1330,812,568,269,79,16,7685,0,132,1305,1870,1230,796,427,111,3,5874,0,385,743,317,152,63,10,3,3,1676,0,31,116,130,99,20,9,9,6,420,4198,0,0,0,0,0,0,0,0,4198,0,607,0,0,0,0,0,0,0,607,0,525,86,11,15,8,0,0,0,645,0,71,47,11,23,29,18,13,7,219,0,59,27,17,11,6,0,0,0,120,0,103,90,33,16,11,6,0,3,262,0,59,142,84,101,120,81,22,6,615,62,84,52,26,20,21,11,6,0,282,4260,2056,2608,2499,1667,1074,562,164,28,14918
POA6172,0,26,11,6,8,5,6,3,0,65,0,9,21,20,33,38,48,59,14,242,26,37,8,9,13,12,6,3,0,114,1759,1036,849,1161,907,437,251,152,30,6582,0,61,749,1450,1227,642,388,175,15,4707,0,235,379,296,173,61,15,4,0,1163,0,45,129,199,146,32,9,4,3,567,3539,0,0,0,0,0,0,0,0,3539,0,712,0,0,0,0,0,0,0,712,0,710,103,29,8,0,0,0,0,850,0,77,35,22,11,15,15,18,13,206,0,52,22,11,8,3,0,0,0,96,0,77,42,22,25,16,9,3,0,194,0,29,66,83,85,75,74,76,14,502,46,68,25,22,17,17,10,3,0,208,3585,2066,1550,2134,1700,861,520,283,45,12744
POA6173,0,16,11,4,4,4,3,3,0,45,0,5,24,8,19,20,19,4,0,99,10,20,13,4,11,3,3,3,0,67,1480,666,713,1097,630,241,127,33,6,4993,0,44,707,1573,1003,384,189,48,9,3957,0,132,281,212,111,25,6,3,0,770,0,24,63,106,72,11,3,3,0,282,3032,0,0,0,0,0,0,0,0,3032,0,621,0,0,0,0,0,0,0,621,0,419,56,19,6,0,0,0,0,500,0,52,20,11,10,15,11,6,3,128,0,27,12,4,3,0,0,0,0,46,0,47,48,7,10,13,6,3,0,134,0,35,67,52,29,30,23,7,0,243,23,39,34,17,19,6,7,6,0,151,3055,1440,1288,2001,1263,484,245,76,12,9864
POA6174,0,4,0,3,5,4,0,0,0,16,0,5,3,6,8,11,13,12,0,58,0,4,4,4,0,4,0,0,0,16,239,128,124,171,157,77,59,34,3,992,0,0,83,192,183,112,83,40,3,696,0,36,78,60,41,6,6,0,0,227,0,3,20,31,27,3,0,3,0,87,479,0,0,0,0,0,0,0,0,479,0,87,0,0,0,0,0,0,0,87,0,98,18,5,4,3,0,0,0,128,0,14,3,3,4,3,4,6,3,40,0,6,3,0,0,3,0,0,0,12,0,8,9,6,8,4,0,0,0,35,0,5,20,24,20,24,17,15,3,128,6,10,7,7,0,4,3,0,0,37,485,267,241,328,287,162,113,64,9,1956
POA6175,0,0,3,6,0,4,0,0,0,13,0,5,7,3,5,9,19,4,0,52,5,5,5,7,3,3,3,0,0,31,347,176,192,270,185,118,76,25,0,1389,0,0,162,346,278,158,105,38,3,1090,0,34,89,66,34,24,5,0,0,252,0,5,19,44,28,9,0,3,0,108,784,0,0,0,0,0,0,0,0,784,0,147,0,0,0,0,0,0,0,147,0,129,21,0,7,0,0,0,0,157,0,8,4,0,3,6,0,7,0,28,0,6,6,3,0,3,0,0,0,18,0,0,8,10,3,4,0,0,0,25,0,14,24,16,21,17,22,7,3,124,8,14,5,15,7,8,7,0,0,64,792,357,338,500,381,229,139,55,6,2797
POA6176,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,15,0,5,0,0,0,3,0,0,0,8,64,48,23,52,58,61,16,9,0,331,0,0,20,53,102,90,41,9,0,315,0,0,12,14,10,6,3,0,0,45,0,0,0,9,0,3,0,0,0,12,144,0,0,0,0,0,0,0,0,144,0,39,0,0,0,0,0,0,0,39,0,43,14,0,0,0,0,0,0,57,0,6,0,3,0,0,0,3,3,15,0,0,0,0,6,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,3,8,6,6,6,0,29,0,5,0,0,0,3,0,0,0,8,144,97,46,82,126,108,50,18,3,674
POA6180,0,3,0,0,3,7,5,0,0,18,0,7,7,6,12,30,10,3,0,75,5,9,6,3,3,4,3,3,0,36,402,248,261,241,190,160,96,18,3,1619,0,45,231,296,248,216,153,31,0,1220,0,87,150,68,28,17,9,3,0,362,0,5,14,41,36,6,0,0,3,105,800,0,0,0,0,0,0,0,0,800,0,147,0,0,0,0,0,0,0,147,0,114,24,4,3,0,0,0,0,145,0,18,3,4,3,7,4,4,0,43,0,16,11,4,3,0,0,0,0,34,0,11,8,4,3,7,5,0,0,38,0,14,34,17,20,47,22,6,0,160,5,16,13,6,6,4,7,3,0,60,805,473,488,444,350,304,200,47,3,3114
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,8,45,43,16,39,52,13,13,0,0,221,0,3,13,49,81,32,18,6,0,202,0,8,8,7,6,0,0,0,0,29,0,0,0,7,5,0,3,0,0,15,94,0,0,0,0,0,0,0,0,94,0,33,0,0,0,0,0,0,0,33,0,32,6,4,6,0,0,0,0,48,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,10,4,4,0,0,4,0,0,0,0,12,98,87,27,67,105,35,25,6,0,450
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,3,0,0,0,3,0,0,0,6,0,0,0,3,3,3,5,3,0,17,0,3,0,3,3,3,0,0,0,12,91,56,41,75,79,62,38,6,3,451,0,3,40,107,112,100,60,13,3,438,0,9,21,17,20,7,6,0,0,80,0,3,3,10,6,0,0,0,0,22,201,0,0,0,0,0,0,0,0,201,0,40,0,0,0,0,0,0,0,40,0,43,11,4,0,0,0,0,0,58,0,0,0,0,0,3,6,0,3,12,0,3,3,3,0,0,0,0,0,9,0,6,0,0,0,6,0,0,0,12,0,0,5,14,14,14,13,6,0,66,0,6,0,7,3,3,0,3,0,22,201,113,83,162,155,133,85,22,6,960
POA6208,0,6,5,4,12,16,14,7,0,64,0,10,14,14,39,73,110,72,25,357,11,28,14,6,14,14,12,7,0,106,933,442,481,540,584,600,531,258,52,4421,0,28,400,597,657,779,743,385,51,3640,0,119,213,169,149,85,40,15,0,790,0,21,70,116,84,38,21,9,3,362,1810,0,0,0,0,0,0,0,0,1810,0,291,0,0,0,0,0,0,0,291,0,306,87,31,19,12,0,0,0,455,0,23,17,8,16,11,7,10,9,101,0,29,12,8,11,4,0,0,0,64,0,25,11,12,28,28,24,17,0,145,0,21,58,68,117,178,203,119,36,800,30,53,25,14,22,30,27,13,5,219,1840,916,893,1023,1103,1165,1065,568,104,8677
POA6209,0,3,0,0,3,0,3,3,0,12,0,3,0,3,9,17,22,19,11,84,0,4,0,3,4,7,7,0,0,25,129,90,46,107,131,138,98,51,15,805,0,3,30,118,180,189,122,61,7,710,0,15,24,22,27,14,8,0,0,110,0,3,10,19,15,4,8,3,0,62,266,0,0,0,0,0,0,0,0,266,0,66,0,0,0,0,0,0,0,66,0,64,21,6,0,0,0,0,0,91,0,9,0,6,8,6,3,8,0,40,0,3,0,0,0,3,0,0,0,6,0,6,4,0,6,3,3,3,0,25,0,6,6,18,23,49,56,43,19,220,4,8,5,3,9,15,11,3,5,63,270,183,100,192,268,283,211,121,31,1659
POA6210,0,150,124,65,86,85,62,35,6,613,0,109,166,169,365,594,794,887,372,3456,105,182,84,56,79,101,99,52,17,775,5077,3480,2975,3530,3919,3709,3197,2162,615,28664,0,222,1951,3616,4226,4529,4191,2430,408,21573,0,818,1356,939,786,515,211,65,3,4693,0,221,500,839,756,257,92,96,60,2821,10210,0,0,0,0,0,0,0,0,10210,0,2153,0,0,0,0,0,0,0,2153,0,2009,517,166,125,81,14,0,3,2915,0,333,125,62,104,106,85,67,38,920,0,227,129,57,45,18,13,0,6,495,0,337,338,159,200,157,123,64,25,1403,0,245,452,548,833,1089,1236,1183,499,6085,213,339,209,136,131,177,185,87,20,1497,10423,6904,5577,6522,7206,6929,6150,3992,1062,54765
POA6211,0,0,5,3,6,13,0,3,0,30,0,6,0,15,16,57,35,17,0,146,11,23,4,4,9,16,6,0,0,73,531,281,273,404,341,422,227,62,8,2549,0,10,219,462,401,560,412,77,13,2154,0,52,138,116,78,45,23,3,0,455,0,12,40,81,60,14,0,7,0,214,1133,0,0,0,0,0,0,0,0,1133,0,206,0,0,0,0,0,0,0,206,0,180,28,13,13,3,0,0,0,237,0,23,3,6,3,4,9,14,3,65,0,15,12,0,3,3,0,0,0,33,0,0,9,7,10,25,0,3,0,54,0,11,19,51,61,99,70,38,3,352,17,42,7,13,15,21,11,7,3,136,1150,551,475,749,644,774,525,149,22,5039
POA6213,0,0,0,0,10,0,0,0,0,10,0,3,3,3,3,6,3,3,0,24,3,3,0,0,0,0,4,0,0,10,69,30,28,48,61,51,19,11,0,317,0,0,28,44,46,75,35,13,0,241,0,0,12,21,17,15,0,3,0,68,0,0,0,14,14,3,3,0,0,34,139,0,0,0,0,0,0,0,0,139,0,26,0,0,0,0,0,0,0,26,0,25,6,0,4,0,0,0,0,35,0,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,4,0,0,10,5,0,0,0,19,0,6,7,8,21,17,6,10,0,75,3,6,3,0,3,0,4,0,0,19,142,70,61,87,115,115,48,26,0,664
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,3,39,10,20,28,21,21,8,8,0,155,0,0,14,32,28,38,20,4,0,136,0,0,11,7,0,0,0,0,3,21,0,0,3,7,7,4,0,0,0,21,78,0,0,0,0,0,0,0,0,78,0,12,0,0,0,0,0,0,0,12,0,18,7,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,0,4,0,24,3,0,3,0,0,0,0,0,0,6,81,30,38,53,45,48,20,11,3,329
POA6215,0,4,3,0,5,5,3,0,0,20,0,4,7,10,10,32,39,35,15,152,8,10,5,3,6,6,8,7,0,53,356,184,169,231,241,240,154,80,24,1679,0,5,119,268,312,322,206,89,7,1328,0,47,78,54,50,30,9,3,6,277,0,7,29,46,43,9,3,3,3,143,705,0,0,0,0,0,0,0,0,705,0,109,0,0,0,0,0,0,0,109,0,140,33,8,13,0,0,0,0,194,0,14,0,0,6,9,8,4,0,41,0,8,7,0,0,0,0,0,0,15,0,11,8,5,5,11,6,0,0,46,0,19,27,39,55,78,59,43,18,338,13,23,10,11,12,13,12,7,0,101,718,383,311,431,496,472,303,149,34,3297
POA6218,0,3,0,0,0,3,0,3,0,9,0,0,0,4,0,5,6,0,0,15,0,3,0,0,0,0,0,0,0,3,59,36,18,38,17,19,18,6,3,214,0,3,8,20,38,17,18,3,0,107,0,8,14,6,3,3,3,0,0,37,0,7,3,21,4,0,0,3,0,38,95,0,0,0,0,0,0,0,0,95,0,14,0,0,0,0,0,0,0,14,0,17,0,5,3,0,0,0,0,25,0,3,0,0,0,0,0,0,3,6,0,0,0,0,3,0,3,0,0,6,0,6,0,0,0,3,0,6,0,15,0,3,5,10,7,13,13,3,0,54,0,6,0,0,0,0,0,0,0,6,95,67,30,62,58,36,37,15,3,403
POA6220,0,4,12,3,5,6,0,3,0,33,0,6,13,9,17,46,46,43,22,202,9,10,4,6,8,5,8,0,3,53,387,235,197,324,313,273,223,105,33,2090,0,14,164,353,404,401,302,120,16,1774,0,47,69,92,71,21,11,3,0,314,0,5,24,64,40,12,15,9,5,174,794,0,0,0,0,0,0,0,0,794,0,173,0,0,0,0,0,0,0,173,0,182,56,30,12,7,0,0,0,287,0,18,13,7,3,7,9,9,0,66,0,19,3,10,0,5,0,0,0,37,0,17,33,13,14,6,0,6,0,89,0,11,39,37,54,94,80,59,30,404,18,23,11,15,8,15,13,4,3,110,812,509,412,621,606,568,430,210,54,4222
POA6221,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,6,0,0,0,0,3,0,3,0,0,6,41,23,18,40,25,25,16,0,3,191,0,3,17,52,28,38,16,9,0,163,0,0,13,11,8,0,4,0,0,36,0,0,3,3,3,3,3,0,3,18,95,0,0,0,0,0,0,0,0,95,0,15,0,0,0,0,0,0,0,15,0,14,8,6,0,4,0,0,0,32,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,6,0,6,0,3,5,3,6,0,0,23,3,3,0,0,3,3,3,0,0,15,98,44,50,75,47,51,32,9,3,409
POA6224,0,5,0,0,4,0,0,0,0,9,0,0,3,8,3,10,15,6,5,50,4,0,3,0,0,0,0,4,0,11,126,64,54,80,76,65,54,21,11,551,0,6,42,72,112,85,84,28,6,435,0,14,25,29,18,0,0,0,0,86,0,3,11,14,13,8,0,4,3,56,260,0,0,0,0,0,0,0,0,260,0,36,0,0,0,0,0,0,0,36,0,42,14,14,4,0,0,0,0,74,0,6,4,0,0,0,0,0,0,10,0,4,0,3,0,0,0,0,0,7,0,8,0,5,7,4,0,0,0,24,0,0,8,12,21,21,27,13,5,107,15,0,9,0,0,0,0,4,0,28,275,119,113,149,175,118,111,49,14,1123
POA6225,0,20,7,3,8,6,0,3,0,47,0,6,20,30,51,74,91,94,40,406,26,15,17,6,11,15,4,4,3,101,809,485,429,596,569,521,299,189,69,3966,0,30,318,597,751,731,383,170,30,3010,0,132,255,205,127,69,19,3,3,813,0,27,63,121,79,28,21,10,7,356,1667,0,0,0,0,0,0,0,0,1667,0,291,0,0,0,0,0,0,0,291,0,372,63,37,23,11,0,0,0,506,0,45,14,12,5,26,17,17,12,148,0,27,15,8,6,3,0,0,0,59,0,41,35,11,22,14,8,7,0,138,0,33,83,101,146,183,148,137,49,880,50,41,42,17,14,31,11,10,3,219,1717,1039,888,1109,1173,1096,607,354,104,8087
POA6226,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,12,3,3,0,0,0,0,0,0,0,6,61,38,27,49,61,36,10,0,6,288,0,0,38,69,83,63,14,6,0,273,0,3,5,9,19,4,0,0,0,40,0,3,3,3,0,0,5,0,0,14,137,0,0,0,0,0,0,0,0,137,0,35,0,0,0,0,0,0,0,35,0,21,3,3,3,0,0,0,0,30,0,6,0,3,0,0,0,0,3,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,10,4,0,3,33,6,6,0,0,0,0,0,0,0,12,143,77,53,93,111,77,23,6,6,589
POA6227,0,0,0,3,0,3,0,0,0,6,0,3,0,0,3,0,0,4,0,10,3,0,0,0,0,0,0,0,0,3,75,29,35,47,20,23,8,8,0,245,0,3,41,56,33,31,16,11,3,194,0,8,22,14,3,3,0,0,0,50,0,3,6,4,0,3,0,0,0,16,146,0,0,0,0,0,0,0,0,146,0,15,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,9,0,3,0,5,6,5,3,4,0,26,3,0,0,0,0,0,0,0,0,3,149,54,69,85,42,45,19,15,3,481
POA6229,0,4,3,0,3,3,0,0,0,13,0,3,0,3,0,4,3,6,0,19,0,3,3,4,0,0,0,0,0,10,36,23,24,37,29,27,18,6,0,200,0,0,17,42,38,35,33,0,0,165,0,3,12,8,6,3,0,0,0,32,0,4,0,7,3,3,0,0,0,17,95,0,0,0,0,0,0,0,0,95,0,15,0,0,0,0,0,0,0,15,0,7,7,0,0,3,0,0,0,17,0,0,0,0,5,0,4,0,0,9,0,0,3,0,0,0,0,0,0,3,0,8,6,0,6,6,3,0,0,29,0,3,5,15,8,17,3,6,0,57,4,7,3,4,3,0,0,0,0,21,99,47,53,76,69,67,43,6,0,460
POA6230,0,193,123,39,64,39,14,10,0,482,0,93,185,149,279,431,373,408,205,2123,66,110,56,43,55,62,44,25,6,467,3769,2432,2503,2757,2649,2158,1280,879,286,18713,0,172,1833,3074,3092,2643,1584,801,146,13345,0,716,1144,685,527,248,67,17,3,3407,0,97,375,562,490,177,77,47,32,1857,7635,0,0,0,0,0,0,0,0,7635,0,1359,0,0,0,0,0,0,0,1359,0,1364,317,120,89,36,9,0,0,1935,0,218,105,49,57,64,43,53,19,608,0,146,87,48,25,13,6,0,0,325,0,429,360,128,134,94,26,16,0,1187,0,210,499,485,634,764,556,538,274,3960,129,230,139,98,108,98,69,40,11,922,7764,4941,4859,5249,5156,4137,2437,1512,485,36540
POA6232,0,37,18,4,9,3,5,4,0,80,0,6,36,18,23,56,63,62,32,296,19,26,13,7,5,12,7,3,0,92,995,593,659,664,576,416,266,176,50,4395,0,46,585,787,747,601,349,219,41,3375,0,185,323,196,150,65,13,6,3,941,0,29,78,120,80,24,7,11,3,352,1994,0,0,0,0,0,0,0,0,1994,0,301,0,0,0,0,0,0,0,301,0,383,72,15,11,6,0,0,0,487,0,62,15,13,14,14,6,4,0,128,0,32,24,3,5,0,0,0,0,64,0,64,51,7,20,7,11,4,5,169,0,29,98,59,78,87,102,93,42,588,46,50,32,19,13,25,12,6,0,203,2040,1181,1278,1219,1118,829,500,343,94,8602
POA6233,0,26,24,8,14,16,4,3,0,95,0,16,32,23,58,83,88,72,31,403,37,32,26,11,20,25,12,7,3,173,1788,847,965,1145,1111,836,420,200,51,7363,0,75,838,1447,1560,1250,620,236,34,6060,0,215,456,305,212,93,21,0,4,1306,0,39,103,180,130,38,12,12,9,523,3562,0,0,0,0,0,0,0,0,3562,0,589,0,0,0,0,0,0,0,589,0,565,129,33,11,6,3,0,0,747,0,63,32,8,14,20,13,11,6,167,0,50,26,14,11,6,4,0,0,111,0,67,67,29,26,28,11,3,4,235,0,42,111,97,137,161,136,95,40,819,64,66,64,26,41,48,19,10,3,341,3626,1771,1826,2139,2142,1650,839,367,100,14460
POA6236,0,5,0,0,3,0,0,3,0,11,0,3,4,0,3,11,8,6,3,38,4,4,0,3,4,3,0,0,0,18,224,96,68,154,173,119,57,17,6,914,0,4,60,210,230,197,91,21,7,820,0,15,23,29,30,20,4,0,0,121,0,3,9,17,23,6,5,3,0,66,435,0,0,0,0,0,0,0,0,435,0,79,0,0,0,0,0,0,0,79,0,83,13,6,3,0,0,0,0,105,0,0,3,0,6,3,0,0,0,12,0,3,3,6,0,0,0,0,0,12,0,5,0,0,6,4,0,6,0,21,0,6,7,14,17,22,16,10,6,98,4,4,5,3,8,7,3,0,0,34,439,202,123,285,323,259,119,40,13,1803
POA6237,0,3,0,3,3,5,0,0,0,14,0,3,0,3,6,18,28,12,0,70,0,11,0,0,3,3,8,0,3,28,256,110,109,172,216,192,97,31,10,1193,0,6,90,218,314,281,145,46,7,1107,0,19,41,45,41,30,5,0,0,181,0,3,17,13,24,10,0,3,0,70,512,0,0,0,0,0,0,0,0,512,0,76,0,0,0,0,0,0,0,76,0,93,30,7,0,4,0,0,0,134,0,8,6,0,3,0,0,3,4,24,0,4,6,0,4,3,0,0,0,17,0,6,0,6,6,8,0,0,4,30,0,11,5,16,26,36,41,15,0,150,3,18,0,3,7,6,16,0,3,56,515,244,195,308,425,378,207,67,18,2357
POA6239,0,8,4,3,4,5,0,0,0,24,0,3,3,11,29,29,33,21,15,144,8,13,3,10,6,8,5,5,3,61,392,176,164,285,321,269,169,76,21,1873,0,6,127,339,375,366,253,96,7,1569,0,29,65,79,66,59,18,5,0,321,0,3,24,41,42,20,6,5,3,144,773,0,0,0,0,0,0,0,0,773,0,127,0,0,0,0,0,0,0,127,0,140,39,18,9,3,0,0,0,209,0,13,5,3,7,6,7,3,5,49,0,6,3,6,3,0,0,0,0,18,0,13,8,3,13,5,4,0,0,46,0,6,14,31,62,75,58,38,18,302,15,23,6,16,19,23,5,8,3,118,788,366,291,536,596,557,351,155,36,3676
POA6240,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,3,0,0,9,3,0,3,0,0,0,0,0,0,6,25,6,12,16,24,25,13,0,0,121,0,0,10,16,35,40,22,0,0,123,0,0,6,8,3,6,3,0,0,26,0,0,0,0,0,3,0,0,0,3,52,0,0,0,0,0,0,0,0,52,0,6,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,3,3,3,6,3,6,0,0,24,3,0,3,0,0,3,0,0,0,9,55,16,22,27,44,58,34,0,0,256
POA6244,0,3,0,3,0,0,3,0,0,9,0,3,0,3,11,8,22,19,7,73,3,3,0,3,4,9,4,0,0,26,173,42,79,101,103,104,86,39,13,740,0,0,86,124,140,148,98,34,6,636,0,12,25,29,30,14,15,0,0,125,0,0,7,12,6,6,6,4,0,41,318,0,0,0,0,0,0,0,0,318,0,28,0,0,0,0,0,0,0,28,0,24,5,6,5,0,0,0,0,40,0,0,3,3,0,3,3,3,3,18,0,3,0,3,3,0,0,0,0,9,0,3,0,3,0,3,6,0,0,15,0,3,12,15,28,33,39,26,13,169,9,8,5,6,8,12,8,0,0,56,327,81,143,201,220,219,175,67,22,1455
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,12,3,3,0,0,3,5,0,0,0,14,38,18,15,28,39,33,18,7,0,196,0,4,9,36,55,37,23,4,0,168,0,3,11,7,11,3,6,0,0,41,0,0,0,0,0,6,4,0,0,10,77,0,0,0,0,0,0,0,0,77,0,10,0,0,0,0,0,0,0,10,0,15,5,3,0,3,0,0,0,26,0,4,0,0,0,0,0,4,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,11,9,9,3,0,35,3,3,3,3,3,8,0,0,0,23,80,39,28,55,80,69,42,11,0,404
POA6253,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,9,3,0,42,0,0,0,0,5,0,0,0,0,5,34,8,12,34,58,74,35,9,4,268,0,0,4,35,43,87,50,11,8,238,0,3,9,16,16,18,10,0,0,72,0,0,5,6,3,0,0,0,0,14,76,0,0,0,0,0,0,0,0,76,0,8,0,0,0,0,0,0,0,8,0,6,3,0,3,0,0,0,0,12,0,0,0,0,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,30,20,7,0,71,3,4,0,0,5,5,0,0,0,17,79,21,21,60,81,145,80,21,8,516
