region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6058,0,28,19,11,24,20,7,6,3,118,0,12,37,45,55,112,116,120,60,557,16,19,15,9,5,13,14,6,0,97,1035,764,757,726,810,735,424,262,90,5603,0,44,590,753,892,971,493,248,36,4027,0,188,297,225,166,87,19,7,0,989,0,30,106,182,167,74,25,18,7,609,2122,0,0,0,0,0,0,0,0,2122,0,469,0,0,0,0,0,0,0,469,0,501,192,57,37,8,3,0,0,798,0,92,48,14,32,32,25,13,8,264,0,51,29,25,10,7,3,3,0,128,0,83,73,40,52,40,19,6,3,316,0,30,126,135,158,195,166,152,78,1040,32,40,37,24,13,17,18,9,0,190,2154,1528,1498,1455,1527,1431,771,456,132,10952
POA6059,0,101,92,31,25,27,25,8,8,317,0,30,110,125,144,241,342,340,215,1547,18,38,39,6,10,19,17,13,12,172,1796,1370,1326,1569,1540,1278,1138,782,341,11140,0,55,970,1972,1985,1642,1292,794,167,8877,0,160,348,263,167,87,34,10,3,1072,0,22,82,195,249,129,66,56,40,839,3599,0,0,0,0,0,0,0,0,3599,0,1226,0,0,0,0,0,0,0,1226,0,690,457,140,84,41,4,0,0,1416,0,162,104,39,36,41,45,56,27,510,0,88,73,16,18,6,0,0,0,201,0,219,255,81,64,61,37,17,14,748,0,70,252,272,327,398,498,437,260,2514,39,63,74,20,29,24,28,21,12,310,3638,2755,2615,2998,2959,2429,2004,1391,523,21312
POA6060,0,193,223,44,27,36,15,5,5,548,0,66,368,331,329,397,272,346,180,2289,15,33,61,21,18,20,9,6,3,186,1366,1203,2353,1522,1228,1078,747,692,264,10453,0,141,1587,1469,1024,868,738,571,138,6536,0,304,969,371,204,112,30,10,6,2006,0,26,105,220,243,143,43,63,24,867,2635,0,0,0,0,0,0,0,0,2635,0,587,0,0,0,0,0,0,0,587,0,361,243,93,87,25,3,0,0,812,0,223,186,44,40,49,34,34,20,630,0,93,115,21,16,4,0,3,0,252,0,400,578,131,79,72,29,13,8,1310,0,136,741,688,661,662,449,445,233,4015,42,62,117,57,37,20,14,12,6,367,2677,2333,4641,3094,2391,1955,1340,1151,435,20017
POA6061,0,176,180,53,55,52,24,8,0,548,0,54,245,199,250,379,359,300,80,1866,43,70,59,20,32,27,21,9,4,285,3119,2348,3134,2022,1772,1519,1043,663,151,15771,0,322,2456,2157,1700,1450,1039,566,107,9797,0,501,1138,409,225,128,43,20,0,2464,0,100,321,494,501,237,125,86,24,1888,6427,0,0,0,0,0,0,0,0,6427,0,1396,0,0,0,0,0,0,0,1396,0,1026,555,220,126,43,7,0,0,1977,0,447,312,97,89,121,71,55,24,1216,0,183,188,53,38,22,3,3,0,490,0,409,534,183,175,120,52,16,0,1489,0,136,563,491,577,663,558,444,109,3541,85,128,140,62,75,44,26,14,4,578,6512,4648,6207,4166,3506,2828,1924,1204,268,31263
POA6062,0,111,100,37,43,32,21,6,6,356,0,44,116,122,143,263,278,305,136,1407,40,55,55,22,20,25,27,22,3,269,2468,1947,1998,2025,2015,1995,1343,822,268,14881,0,121,1515,2447,2510,2674,1881,922,154,12224,0,267,661,376,271,137,69,13,3,1797,0,50,160,337,373,221,88,78,40,1347,5016,0,0,0,0,0,0,0,0,5016,0,1575,0,0,0,0,0,0,0,1575,0,1192,669,213,131,65,6,0,0,2276,0,256,156,65,86,93,62,71,49,838,0,129,104,42,32,11,9,0,0,327,0,257,320,141,99,79,41,19,10,966,0,98,300,319,369,481,426,412,178,2583,73,117,108,52,40,42,47,27,6,512,5089,4062,3993,3992,3911,3803,2629,1542,440,29461
POA6063,0,28,22,16,16,8,8,0,0,98,0,14,20,41,67,90,78,51,13,374,14,22,22,10,10,9,7,3,0,97,1422,977,1031,1015,1001,664,295,150,40,6595,0,95,895,1258,1258,895,331,124,28,4884,0,137,355,216,140,71,11,0,0,930,0,28,130,191,197,94,32,26,8,706,3018,0,0,0,0,0,0,0,0,3018,0,752,0,0,0,0,0,0,0,752,0,684,306,68,29,16,0,0,0,1103,0,153,94,38,42,55,36,27,12,457,0,64,46,32,19,9,6,0,0,176,0,84,66,40,37,25,14,0,0,266,0,33,97,117,157,174,116,70,28,792,26,48,53,18,20,18,10,7,0,200,3044,2078,2042,1978,1899,1357,556,254,76,13284
POA6064,0,51,66,27,32,29,21,10,0,236,0,35,76,97,156,273,250,166,46,1099,32,63,50,14,22,25,17,7,3,233,3093,2115,2114,2045,2073,1677,930,431,111,14589,0,162,1652,2292,2515,2053,1114,399,55,10242,0,276,697,439,273,165,55,9,4,1918,0,91,276,424,460,243,117,55,18,1684,6212,0,0,0,0,0,0,0,0,6212,0,1633,0,0,0,0,0,0,0,1633,0,1364,687,277,109,30,0,0,0,2467,0,356,188,88,111,119,79,66,33,1040,0,132,82,55,31,23,7,3,0,333,0,138,183,93,79,64,49,14,0,620,0,100,261,324,357,463,389,238,67,2199,77,122,113,43,45,49,29,11,3,492,6289,4374,4139,4035,3980,3209,1839,795,180,28840
POA6065,0,95,90,29,25,23,6,6,5,279,0,53,148,123,135,293,322,274,99,1447,58,98,62,29,30,34,21,9,0,341,6051,3208,4180,4324,3061,2169,1251,683,187,25114,0,245,4278,6155,4438,3096,1688,720,105,20725,0,631,1584,883,455,200,45,11,0,3809,0,86,275,524,465,192,45,42,23,1652,12268,0,0,0,0,0,0,0,0,12268,0,2521,0,0,0,0,0,0,0,2521,0,2009,660,146,57,36,9,0,0,2917,0,306,233,72,91,110,74,78,35,999,0,162,115,41,35,23,4,0,3,383,0,206,278,99,65,50,19,11,8,736,0,133,431,361,334,468,434,355,139,2655,103,200,140,68,51,43,36,12,3,656,12371,6499,7994,8349,5991,4218,2354,1229,316,49321
POA6066,0,31,19,11,17,20,6,3,0,107,0,11,31,43,77,120,95,90,19,486,23,35,24,11,18,5,11,3,3,133,1993,1543,1058,1509,1623,841,426,247,52,9292,0,92,819,1804,2259,1222,554,245,29,7024,0,163,381,311,212,62,26,7,0,1162,0,52,116,263,293,89,37,19,5,874,4023,0,0,0,0,0,0,0,0,4023,0,1352,0,0,0,0,0,0,0,1352,0,1145,381,76,36,11,0,0,0,1649,0,146,81,46,64,56,33,44,17,487,0,75,43,41,17,13,0,0,0,189,0,67,67,47,25,41,16,9,0,272,0,37,95,114,186,200,134,113,23,902,46,76,49,19,32,22,14,6,6,270,4069,3205,2032,2721,3124,1716,814,443,80,18204
POA6067,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,12,0,0,0,4,37,0,0,0,3,6,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,25,0,0,0,0,0,0,0,0,25,0,6,0,0,0,0,0,0,0,6,0,5,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,4,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,14,4,3,18,9,3,0,4,80
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,32,31,15,20,7,0,0,0,105,0,26,68,72,72,129,93,80,23,563,45,50,31,14,19,13,14,4,0,190,3320,1555,2128,2238,1377,888,529,211,50,12296,0,165,2110,2966,1880,1227,761,239,51,9399,0,439,934,517,243,99,38,5,0,2275,0,60,185,323,247,62,33,18,4,932,6763,0,0,0,0,0,0,0,0,6763,0,1073,0,0,0,0,0,0,0,1073,0,849,206,67,32,10,3,0,0,1167,0,102,71,28,43,47,26,22,13,352,0,89,58,26,19,8,0,0,0,200,0,74,95,41,32,20,0,0,4,266,0,71,194,177,144,190,133,105,34,1048,83,92,59,47,33,21,22,7,0,364,6846,3014,3912,4192,2673,1684,1016,396,106,23839
POA6070,0,4,0,0,8,0,0,0,0,12,0,0,3,7,15,34,26,17,9,111,3,8,3,0,4,6,3,0,0,27,355,186,104,254,309,279,158,53,18,1716,0,3,95,320,408,398,249,83,10,1566,0,5,30,68,51,39,12,0,0,205,0,0,10,34,40,19,12,0,0,115,702,0,0,0,0,0,0,0,0,702,0,231,0,0,0,0,0,0,0,231,0,119,31,15,7,0,0,0,0,172,0,4,6,0,4,12,9,5,10,50,0,9,3,0,0,0,3,0,0,15,0,7,3,0,14,3,3,3,0,33,0,5,14,21,31,51,45,25,13,205,6,20,6,0,7,9,6,0,0,54,708,403,198,458,562,531,339,116,33,3348
POA6071,0,0,0,0,6,0,0,4,0,10,0,3,4,5,6,30,16,13,6,83,4,18,0,0,3,4,4,0,0,33,306,222,103,236,311,256,136,48,16,1634,0,3,66,291,406,349,210,70,11,1406,0,24,51,77,65,40,13,0,0,270,0,0,10,29,58,24,8,0,4,133,626,0,0,0,0,0,0,0,0,626,0,220,0,0,0,0,0,0,0,220,0,143,42,15,0,7,0,0,0,207,0,15,3,3,3,0,11,6,6,47,0,9,6,5,0,3,0,0,0,23,0,4,0,5,6,5,4,9,0,33,0,9,8,13,19,56,30,16,10,161,8,31,0,3,6,4,7,0,0,59,634,458,186,441,563,488,283,101,31,3185
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,3,19,0,3,0,0,0,0,3,0,0,6,65,49,35,46,77,55,35,15,6,383,0,0,18,60,100,83,54,23,5,343,0,3,19,15,17,7,4,0,0,65,0,0,0,7,12,5,0,0,0,24,134,0,0,0,0,0,0,0,0,134,0,52,0,0,0,0,0,0,0,52,0,38,17,3,3,3,0,0,0,64,0,6,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,4,3,5,12,10,7,3,47,0,3,0,0,0,3,3,0,0,9,134,110,58,88,137,113,71,33,11,755
POA6073,0,0,3,3,3,4,3,0,0,16,0,5,3,3,16,24,40,56,59,206,0,6,0,0,0,6,0,4,0,16,244,164,85,210,217,210,160,111,73,1474,0,3,58,229,298,301,204,108,22,1223,0,14,40,66,48,22,15,4,0,209,0,0,7,27,28,18,10,0,3,93,489,0,0,0,0,0,0,0,0,489,0,168,0,0,0,0,0,0,0,168,0,130,25,12,7,3,0,0,0,177,0,7,7,6,8,4,6,9,3,50,0,5,4,0,0,0,0,0,0,9,0,6,6,7,12,8,3,0,0,42,0,8,7,15,26,54,51,74,64,299,7,9,5,0,10,11,3,7,0,52,496,350,159,362,437,421,292,202,92,2811
POA6074,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,7,4,7,6,30,4,8,0,0,0,3,0,0,0,15,79,47,33,67,87,72,44,16,6,451,0,0,18,84,110,104,74,18,6,414,0,0,14,18,16,13,6,0,0,67,0,0,3,11,12,8,0,0,0,34,161,0,0,0,0,0,0,0,0,161,0,57,0,0,0,0,0,0,0,57,0,40,11,4,0,0,0,0,0,55,0,0,3,3,3,0,3,0,0,12,0,3,3,3,3,0,0,0,0,12,0,3,3,0,0,3,0,0,0,9,0,5,3,5,3,11,4,10,6,47,4,8,0,0,3,3,3,0,0,21,165,116,58,128,150,142,90,28,12,889
POA6076,0,21,15,13,15,14,11,6,0,95,0,23,22,36,67,178,215,207,118,866,23,56,20,12,12,19,20,3,3,168,1766,1252,730,1416,1564,1579,1089,591,204,10191,0,27,596,1807,2153,2305,1646,746,131,9411,0,94,238,300,232,153,44,10,3,1074,0,16,49,178,229,110,48,35,24,689,3668,0,0,0,0,0,0,0,0,3668,0,1206,0,0,0,0,0,0,0,1206,0,860,312,109,57,30,10,0,0,1378,0,90,34,12,20,39,28,37,29,289,0,35,30,11,16,9,4,0,0,105,0,50,43,35,38,29,19,10,4,228,0,53,72,114,169,279,309,267,145,1408,38,95,46,33,22,41,35,6,6,322,3706,2526,1420,2599,2936,2995,2143,1111,342,19778
POA6077,0,3,0,0,0,3,0,3,0,9,0,0,3,3,3,6,22,9,3,49,0,3,3,3,0,3,0,3,0,15,92,102,50,72,140,112,85,43,10,706,0,3,27,92,216,190,109,47,11,695,0,3,11,10,14,12,6,0,0,56,0,0,8,10,9,4,5,3,0,39,223,0,0,0,0,0,0,0,0,223,0,83,0,0,0,0,0,0,0,83,0,93,28,16,8,0,0,0,0,145,0,3,8,0,0,0,8,6,8,33,0,10,3,0,3,3,0,0,0,19,0,3,0,0,0,7,3,6,0,19,0,0,3,3,12,21,35,16,3,93,0,10,3,3,4,3,0,3,0,26,223,208,91,134,266,240,166,81,22,1431
POA6078,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,3,0,0,7,0,7,0,0,0,3,0,0,0,10,67,59,29,56,85,66,25,0,0,387,0,0,26,72,126,104,44,3,0,375,0,0,6,11,13,9,0,0,0,39,0,0,4,0,12,0,0,0,0,16,161,0,0,0,0,0,0,0,0,161,0,55,0,0,0,0,0,0,0,55,0,61,21,6,0,0,0,0,0,88,0,0,3,3,0,3,6,4,3,22,0,0,0,0,3,6,0,3,0,12,0,0,4,0,6,0,0,0,0,10,0,4,0,3,0,5,6,3,0,21,0,10,0,0,3,3,0,0,0,16,161,130,64,95,163,130,56,13,3,815
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA6081,0,7,3,5,3,0,4,0,0,22,0,0,6,16,13,34,24,9,3,105,3,5,6,4,5,4,3,0,0,30,498,275,179,401,401,281,128,48,16,2227,0,10,154,522,534,400,217,71,9,1917,0,26,83,100,82,43,13,4,0,351,0,3,9,49,62,19,0,5,4,151,1044,0,0,0,0,0,0,0,0,1044,0,251,0,0,0,0,0,0,0,251,0,234,37,14,5,4,4,0,0,298,0,18,3,3,3,8,6,14,6,61,0,8,9,0,7,0,0,0,0,24,0,19,10,5,8,5,4,3,0,54,0,10,10,26,38,57,35,22,3,201,8,13,11,8,9,7,3,0,0,59,1052,592,326,727,748,543,282,119,22,4411
POA6082,0,0,0,4,6,3,4,0,0,17,0,0,3,4,12,20,20,6,3,68,3,5,5,3,5,6,5,3,0,35,308,168,143,219,271,202,95,36,9,1451,0,11,123,279,322,283,141,58,6,1223,0,19,62,56,55,25,3,0,0,220,0,3,13,31,49,18,3,0,3,120,645,0,0,0,0,0,0,0,0,645,0,156,0,0,0,0,0,0,0,156,0,157,33,15,6,3,0,0,0,214,0,16,0,3,6,4,7,3,3,42,0,9,0,0,9,3,4,0,0,25,0,0,0,7,11,6,4,3,3,34,0,3,8,26,35,37,33,15,3,160,6,16,10,6,9,10,5,6,0,68,651,390,249,423,502,389,200,85,18,2907
POA6083,0,0,0,0,0,5,3,0,0,8,0,3,3,8,9,30,12,5,3,73,3,10,4,8,0,8,4,0,0,37,313,186,102,272,325,222,127,32,9,1588,0,0,76,347,462,323,200,61,5,1474,0,15,37,85,77,34,8,0,0,256,0,3,8,13,30,8,0,3,3,68,628,0,0,0,0,0,0,0,0,628,0,189,0,0,0,0,0,0,0,189,0,139,26,11,7,3,3,0,0,189,0,7,7,4,0,7,5,7,3,40,0,6,0,6,6,0,3,0,0,21,0,0,7,0,6,9,6,0,0,28,0,6,9,24,36,49,33,14,3,174,6,20,7,11,3,11,11,0,0,69,634,385,177,501,627,444,269,85,14,3136
POA6084,0,11,7,12,8,10,3,0,0,51,0,7,6,9,25,27,21,10,5,110,10,18,7,3,6,5,6,0,0,55,683,397,307,513,509,353,194,52,15,3023,0,19,250,652,701,549,320,75,7,2573,0,55,112,144,110,53,16,6,0,496,0,4,36,67,59,13,12,4,7,202,1365,0,0,0,0,0,0,0,0,1365,0,273,0,0,0,0,0,0,0,273,0,275,51,24,6,7,3,0,0,366,0,23,6,4,8,13,8,20,4,86,0,18,9,8,6,6,3,0,0,50,0,22,18,17,20,15,9,0,0,101,0,17,27,37,61,66,48,20,8,284,17,40,11,12,11,12,12,0,0,115,1382,746,520,965,982,734,431,125,26,5911
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,6,0,3,0,3,0,3,0,0,0,9
POA6100,0,231,179,42,17,11,4,6,4,494,0,47,130,104,108,146,106,109,63,813,4,25,46,9,12,12,5,6,0,119,776,942,1444,841,721,598,289,220,100,5931,0,93,1124,1001,752,696,305,185,41,4197,0,196,621,209,164,76,22,3,0,1291,0,8,31,84,131,59,20,25,16,374,1503,0,0,0,0,0,0,0,0,1503,0,359,0,0,0,0,0,0,0,359,0,229,106,40,32,18,0,0,0,425,0,205,132,23,16,30,17,7,4,434,0,107,83,17,11,9,0,0,0,227,0,530,505,110,49,35,14,10,4,1257,0,110,348,297,321,295,201,155,81,1808,11,45,94,29,17,20,8,9,0,233,1514,1882,3044,1810,1493,1238,587,394,146,12108
POA6101,0,227,179,36,26,26,11,0,3,508,0,39,135,118,144,212,129,140,88,1005,22,36,26,23,9,13,10,5,4,148,1078,958,1523,1136,773,649,332,257,142,6848,0,76,1148,1258,758,551,308,179,49,4327,0,203,592,306,160,73,11,6,3,1354,0,20,63,152,160,105,23,27,22,572,2150,0,0,0,0,0,0,0,0,2150,0,438,0,0,0,0,0,0,0,438,0,258,127,72,32,17,7,0,0,513,0,228,145,36,34,35,24,15,15,532,0,143,112,25,14,6,3,0,0,303,0,511,495,118,72,62,29,0,6,1293,0,98,288,275,308,384,246,200,113,1912,48,83,54,43,23,25,18,5,4,303,2198,2058,3024,2285,1561,1258,669,432,212,13697
POA6102,0,609,170,32,29,16,7,7,0,870,0,46,82,64,97,144,165,293,201,1092,14,42,16,17,9,9,6,10,3,126,753,1383,1110,614,482,395,346,479,259,5821,0,67,801,675,423,322,254,290,107,2939,0,183,352,126,63,45,14,7,0,790,0,23,56,100,107,57,25,23,15,406,1418,0,0,0,0,0,0,0,0,1418,0,295,0,0,0,0,0,0,0,295,0,207,109,37,37,11,4,0,0,405,0,340,165,15,17,15,12,15,6,585,0,257,165,29,6,7,3,0,0,467,0,1280,575,103,76,42,26,10,0,2112,0,96,206,175,215,277,258,369,250,1846,28,77,47,30,23,18,10,13,6,252,1446,2825,2476,1290,967,794,606,727,384,11515
POA6103,0,104,92,27,19,16,4,0,0,262,0,34,67,50,75,93,120,96,42,577,8,23,14,7,7,4,9,6,0,78,530,556,829,501,441,324,282,170,64,3697,0,30,627,570,423,303,228,101,32,2314,0,116,310,141,82,57,10,3,0,719,0,15,54,72,91,44,22,23,13,334,1100,0,0,0,0,0,0,0,0,1100,0,243,0,0,0,0,0,0,0,243,0,164,78,26,39,11,3,0,0,321,0,116,88,22,15,26,10,11,4,292,0,74,70,14,7,0,6,0,0,171,0,246,268,81,42,44,14,4,0,699,0,63,191,156,184,207,178,137,57,1173,14,32,33,12,15,10,16,6,0,138,1114,1099,1719,1094,898,702,487,285,106,7504
POA6104,0,87,109,15,21,29,10,4,3,278,0,27,80,77,102,150,123,142,65,766,12,40,21,8,13,12,10,0,0,116,962,779,1070,865,746,675,384,291,96,5868,0,58,793,920,727,696,452,252,42,3940,0,141,375,278,186,88,22,0,0,1090,0,31,92,149,139,79,34,32,13,569,1981,0,0,0,0,0,0,0,0,1981,0,405,0,0,0,0,0,0,0,405,0,370,161,58,53,14,0,0,0,656,0,152,107,33,36,45,20,22,5,420,0,95,60,23,13,7,0,3,0,201,0,189,309,92,68,58,24,10,6,756,0,63,189,190,233,271,207,210,80,1443,28,68,50,32,32,23,13,0,0,246,2009,1572,2136,1775,1487,1281,772,529,146,11707
POA6105,0,71,58,23,27,22,9,3,3,216,0,25,67,60,77,124,154,193,87,787,16,24,20,10,13,11,12,3,7,116,1153,846,1046,866,722,643,518,437,151,6382,0,81,821,966,727,688,565,384,83,4315,0,141,367,237,147,73,26,12,0,1003,0,36,109,160,175,84,40,47,20,671,2335,0,0,0,0,0,0,0,0,2335,0,470,0,0,0,0,0,0,0,470,0,418,162,80,86,23,3,0,0,772,0,150,109,28,36,33,35,35,9,435,0,104,75,23,15,12,4,3,0,236,0,186,227,98,85,58,23,6,8,691,0,58,182,188,214,224,229,257,125,1477,29,53,58,37,28,18,20,6,7,256,2364,1697,2110,1817,1513,1213,945,750,252,12661
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,0,6,3,0,0,6,3,6,3,0,0,21
POA6107,0,350,218,54,47,62,22,9,0,762,0,60,172,159,184,284,272,259,108,1498,41,101,50,18,28,23,18,4,6,289,3116,2736,3273,2325,1905,1647,1028,599,187,16816,0,258,2850,2806,2216,1927,1227,593,95,11972,0,483,1093,520,304,151,47,9,4,2611,0,61,254,390,370,194,90,68,37,1464,6392,0,0,0,0,0,0,0,0,6392,0,1457,0,0,0,0,0,0,0,1457,0,1152,552,182,101,36,10,6,0,2039,0,644,383,92,78,137,81,48,19,1482,0,381,330,76,43,29,7,0,3,869,0,871,738,251,156,134,54,19,0,2223,0,162,475,406,471,538,426,352,140,2970,73,187,126,65,50,42,33,4,6,586,6465,5656,6801,4788,3789,3188,1975,1099,304,34065
POA6108,0,47,56,28,18,28,9,3,4,193,0,14,61,61,90,172,170,157,42,767,37,60,24,16,6,20,13,8,0,184,2165,1604,1462,1585,1564,1406,791,385,95,11057,0,95,1169,1833,2028,1977,1142,422,56,8722,0,230,564,369,243,126,28,6,0,1566,0,44,149,256,246,163,57,33,19,967,4323,0,0,0,0,0,0,0,0,4323,0,1234,0,0,0,0,0,0,0,1234,0,1074,452,131,53,25,6,4,0,1745,0,205,114,58,50,63,50,39,27,606,0,96,71,37,21,16,3,0,0,244,0,123,166,83,53,63,27,10,4,529,0,56,189,208,231,310,244,205,64,1507,70,100,60,34,26,29,20,11,0,350,4393,3257,2934,3009,2951,2772,1577,730,170,21793
