region_id,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA6215,4,13,17,17,14,31,8,31,39,14,88,102,109,44,153,83,32,115,75,28,103,44,14,58,77,17,94,115,40,155,90,0,90,90,19,109,71,0,71,12,0,12,26,0,26,126,4,130,18,17,35,979,361,1340
POA6218,3,3,6,4,5,9,5,10,15,3,14,17,19,3,22,11,4,15,5,3,8,5,3,8,13,3,16,14,4,18,0,0,0,6,3,9,0,0,0,0,0,0,0,3,3,16,3,19,3,3,6,107,64,171
POA6220,9,6,15,22,13,35,15,38,53,19,110,129,141,52,193,102,56,158,91,30,121,92,36,128,89,20,109,156,17,173,98,5,103,88,22,110,56,0,56,21,0,21,36,3,39,175,6,181,40,31,71,1250,445,1695
POA6221,0,3,3,3,0,3,0,3,3,3,4,7,13,5,18,4,0,4,6,3,9,8,3,11,14,0,14,23,0,23,8,3,11,7,3,10,5,0,5,5,0,5,3,0,3,14,0,14,3,0,3,119,27,146
POA6224,0,5,5,3,6,9,3,11,14,7,31,38,37,13,50,27,7,34,28,10,38,23,3,26,27,4,31,36,9,45,28,4,32,23,3,26,10,0,10,6,0,6,11,0,11,34,4,38,4,10,14,307,120,427
POA6225,20,20,40,22,19,41,17,82,99,45,255,300,245,95,340,145,70,215,138,55,193,110,51,161,132,44,176,269,73,342,179,10,189,323,99,422,216,3,219,72,0,72,87,4,91,250,14,264,58,55,113,2328,949,3277
POA6226,3,0,3,0,3,3,0,3,3,3,3,6,6,3,9,3,3,6,11,0,11,12,3,15,11,3,14,18,4,22,20,0,20,29,5,34,20,0,20,6,0,6,8,0,8,27,0,27,0,3,3,177,33,210
POA6227,0,0,0,0,0,0,0,0,0,0,7,7,8,7,15,6,0,6,8,0,8,9,3,12,7,0,7,23,3,26,19,0,19,18,3,21,12,0,12,3,0,3,3,3,6,20,0,20,3,0,3,139,26,165
POA6229,0,0,0,4,0,4,0,5,5,0,10,10,11,7,18,8,13,21,8,7,15,8,3,11,8,4,12,9,3,12,9,5,14,13,0,13,10,0,10,4,0,4,9,0,9,16,3,19,5,10,15,122,70,192
POA6230,76,76,152,106,99,205,63,376,439,148,843,991,814,590,1404,798,431,1229,692,374,1066,746,360,1106,790,287,1077,1386,368,1754,1102,64,1166,1098,255,1353,701,34,735,261,9,270,346,12,358,1274,137,1411,204,222,426,10605,4537,15142
POA6232,5,17,22,22,8,30,6,35,41,27,123,150,215,93,308,137,47,184,162,51,213,164,60,224,182,45,227,375,74,449,345,11,356,288,54,342,170,3,173,63,0,63,61,5,66,334,24,358,38,24,62,2594,674,3268
POA6233,23,24,47,26,22,48,29,47,76,31,156,187,256,110,366,263,78,341,250,69,319,227,83,310,298,74,372,588,102,690,507,8,515,546,80,626,363,8,371,169,3,172,152,0,152,574,24,598,51,44,95,4353,932,5285
POA6236,3,4,7,9,3,12,4,5,9,4,15,19,35,15,50,25,8,33,37,16,53,38,12,50,51,5,56,65,7,72,65,0,65,54,10,64,44,0,44,10,0,10,22,0,22,83,0,83,5,6,11,554,106,660
POA6237,4,4,8,10,4,14,3,16,19,6,31,37,49,20,69,51,19,70,59,20,79,38,15,53,68,8,76,88,7,95,76,0,76,73,11,84,49,0,49,30,0,30,22,0,22,95,3,98,8,4,12,729,162,891
POA6239,10,13,23,18,11,29,3,26,29,17,76,93,124,47,171,98,47,145,90,21,111,81,31,112,102,15,117,123,13,136,104,0,104,88,10,98,61,0,61,14,0,14,22,0,22,149,4,153,18,13,31,1122,327,1449
POA6240,0,0,0,3,0,3,0,0,0,0,3,3,9,3,12,6,5,11,5,3,8,3,3,6,11,0,11,11,3,14,3,0,3,12,0,12,7,0,7,0,0,0,0,0,0,7,3,10,3,3,6,80,26,106
POA6244,6,4,10,12,7,19,0,15,15,9,53,62,51,28,79,35,16,51,34,19,53,32,9,41,33,6,39,53,7,60,43,0,43,19,3,22,15,0,15,3,0,3,3,0,3,75,3,78,17,6,23,440,176,616
POA6251,3,3,6,0,3,3,0,5,5,5,8,13,7,7,14,14,8,22,18,5,23,11,3,14,10,0,10,10,0,10,7,0,7,6,0,6,3,0,3,3,0,3,0,0,0,24,0,24,0,0,0,121,42,163
POA6253,3,3,6,5,7,12,0,12,12,3,20,23,26,10,36,27,6,33,22,3,25,12,6,18,12,3,15,21,0,21,10,0,10,4,0,4,8,0,8,0,0,0,0,0,0,21,0,21,5,3,8,179,73,252
POA6254,0,3,3,0,5,5,0,8,8,7,18,25,23,10,33,19,5,24,16,4,20,9,6,15,9,7,16,23,6,29,12,0,12,12,3,15,7,0,7,3,0,3,3,0,3,29,3,32,10,4,14,182,82,264
POA6255,7,7,14,16,13,29,7,40,47,26,107,133,124,73,197,104,45,149,97,15,112,92,24,116,71,18,89,111,21,132,78,3,81,57,9,66,39,0,39,7,0,7,10,0,10,121,7,128,17,13,30,984,395,1379
POA6256,0,0,0,0,4,4,0,4,4,0,0,0,8,3,11,0,3,3,8,0,8,3,0,3,9,0,9,9,0,9,10,0,10,0,3,3,3,0,3,0,0,0,3,0,3,13,0,13,0,3,3,66,20,86
POA6258,8,15,23,24,29,53,11,81,92,33,145,178,219,94,313,144,104,248,154,66,220,164,58,222,153,29,182,242,33,275,138,5,143,78,13,91,61,0,61,13,0,13,16,3,19,200,7,207,24,29,53,1682,711,2393
POA6260,8,8,16,6,6,12,0,11,11,10,28,38,39,16,55,48,17,65,47,13,60,40,5,45,35,7,42,58,5,63,40,0,40,19,0,19,17,0,17,0,0,0,4,0,4,50,3,53,5,9,14,426,128,554
POA6262,6,4,10,3,5,8,3,10,13,5,34,39,26,17,43,23,9,32,28,3,31,26,3,29,17,3,20,14,3,17,11,0,11,11,0,11,5,0,5,0,0,0,4,0,4,31,0,31,6,4,10,219,95,314
POA6271,8,3,11,8,6,14,8,23,31,12,41,53,84,34,118,74,19,93,53,29,82,60,16,76,55,5,60,105,22,127,64,0,64,59,10,69,33,0,33,11,0,11,12,0,12,92,6,98,9,12,21,747,226,973
POA6275,5,4,9,4,8,12,0,24,24,8,38,46,50,18,68,36,21,57,49,15,64,33,10,43,30,3,33,29,11,40,21,0,21,20,3,23,9,0,9,5,0,5,3,0,3,43,4,47,10,3,13,355,162,517
POA6280,46,45,91,70,54,124,52,217,269,103,526,629,651,399,1050,600,242,842,569,183,752,497,152,649,509,89,598,804,104,908,594,23,617,400,64,464,261,7,268,95,3,98,136,0,136,828,47,875,106,119,225,6321,2274,8595
POA6281,16,17,33,18,8,26,3,29,32,17,62,79,93,73,166,84,41,125,130,45,175,100,42,142,152,28,180,211,37,248,159,14,173,110,21,131,84,0,84,22,3,25,54,0,54,231,34,265,16,11,27,1500,465,1965
POA6282,3,0,3,5,3,8,3,6,9,4,4,8,22,12,34,18,5,23,21,13,34,22,13,35,24,7,31,48,3,51,37,0,37,37,8,45,19,0,19,14,0,14,15,0,15,51,3,54,0,3,3,343,80,423
POA6284,0,3,3,3,3,6,3,5,8,6,14,20,21,22,43,31,17,48,38,8,46,30,17,47,41,8,49,63,4,67,42,0,42,33,3,36,22,0,22,7,0,7,5,0,5,60,6,66,3,4,7,408,114,522
POA6285,18,9,27,16,26,42,14,46,60,34,98,132,129,114,243,137,85,222,166,52,218,158,63,221,186,36,222,290,40,330,193,20,213,134,36,170,82,0,82,28,3,31,30,0,30,288,48,336,27,23,50,1930,699,2629
POA6286,4,3,7,3,3,6,0,7,7,0,4,4,14,4,18,14,7,21,8,7,15,17,3,20,13,3,16,20,6,26,16,3,19,7,0,7,12,0,12,0,0,0,0,0,0,30,0,30,3,3,6,161,53,214
POA6288,0,0,0,3,0,3,0,0,0,3,6,9,5,5,10,11,9,20,14,5,19,14,3,17,6,0,6,16,4,20,7,0,7,0,0,0,0,0,0,3,0,3,4,0,4,27,0,27,4,5,9,117,37,154
POA6290,6,10,16,15,7,22,4,25,29,7,59,66,72,53,125,50,26,76,51,22,73,34,21,55,38,8,46,46,7,53,21,0,21,18,6,24,8,0,8,0,0,0,4,0,4,48,0,48,16,9,25,438,253,691
POA6302,21,13,34,6,15,21,9,40,49,16,81,97,103,51,154,104,44,148,79,29,108,60,27,87,74,17,91,116,13,129,69,4,73,58,16,74,31,0,31,14,0,14,20,0,20,146,4,150,26,22,48,952,376,1328
POA6304,6,9,15,12,3,15,3,25,28,17,63,80,64,27,91,51,18,69,43,15,58,31,9,40,37,9,46,37,10,47,25,4,29,21,3,24,16,0,16,7,0,7,3,0,3,66,3,69,6,16,22,445,214,659
POA6306,7,3,10,4,3,7,3,18,21,7,18,25,16,18,34,21,15,36,25,4,29,18,8,26,17,7,24,21,3,24,21,0,21,11,0,11,5,0,5,3,0,3,7,0,7,39,0,39,9,7,16,234,104,338
POA6308,4,0,4,12,0,12,4,16,20,16,49,65,52,19,71,52,19,71,38,9,47,38,9,47,35,0,35,55,8,63,38,0,38,22,6,28,11,3,14,3,0,3,10,0,10,61,0,61,14,10,24,465,148,613
POA6309,0,3,3,6,6,12,0,0,0,0,9,9,11,5,16,8,4,12,9,4,13,9,0,9,5,0,5,9,0,9,8,0,8,8,0,8,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,81,31,112
POA6311,8,0,8,3,3,6,3,4,7,5,6,11,11,9,20,15,5,20,27,7,34,6,8,14,19,4,23,20,3,23,14,0,14,7,3,10,9,0,9,0,0,0,0,0,0,19,0,19,7,0,7,173,52,225
POA6312,13,14,27,23,16,39,10,51,61,30,116,146,118,75,193,115,50,165,114,48,162,106,45,151,90,23,113,161,36,197,125,8,133,55,23,78,56,3,59,3,0,3,31,0,31,132,8,140,30,30,60,1212,546,1758
POA6313,3,0,3,0,0,0,0,4,4,3,3,6,7,3,10,11,6,17,14,3,17,10,3,13,11,0,11,13,0,13,9,0,9,6,0,6,4,0,4,0,0,0,4,0,4,17,0,17,0,3,3,112,25,137
POA6315,11,7,18,12,8,20,3,31,34,10,68,78,53,29,82,59,22,81,43,15,58,42,7,49,43,8,51,72,16,88,35,0,35,24,3,27,9,0,9,3,0,3,10,0,10,58,4,62,8,15,23,495,233,728
POA6316,4,3,7,3,3,6,0,3,3,0,7,7,13,3,16,16,6,22,7,4,11,9,3,12,9,0,9,10,4,14,7,0,7,7,3,10,3,0,3,4,0,4,4,0,4,17,0,17,5,0,5,118,39,157
POA6317,18,14,32,12,15,27,3,44,47,29,96,125,113,52,165,100,67,167,98,37,135,89,32,121,109,35,144,112,22,134,94,3,97,50,13,63,46,0,46,9,0,9,11,0,11,130,6,136,27,26,53,1050,462,1512
POA6318,3,0,3,0,0,0,3,9,12,3,9,12,10,0,10,8,0,8,7,0,7,3,0,3,3,0,3,8,0,8,6,0,6,5,0,5,0,0,0,0,0,0,0,0,0,10,3,13,3,0,3,72,21,93
POA6320,11,0,11,5,5,10,4,8,12,5,19,24,23,11,34,19,12,31,28,3,31,22,4,26,20,0,20,24,3,27,21,0,21,8,4,12,3,0,3,4,0,4,3,0,3,30,0,30,7,3,10,237,72,309
POA6321,3,3,6,0,0,0,0,4,4,3,6,9,15,3,18,7,3,10,5,3,8,8,3,11,9,0,9,4,3,7,14,0,14,0,3,3,0,0,0,0,0,0,0,0,0,5,0,5,0,3,3,73,34,107
POA6322,0,3,3,7,3,10,3,3,6,3,11,14,15,3,18,18,3,21,10,3,13,9,3,12,10,0,10,11,0,11,6,0,6,4,3,7,6,0,6,0,0,0,0,0,0,21,0,21,8,3,11,131,38,169
POA6323,8,5,13,0,3,3,0,10,10,4,28,32,42,11,53,45,8,53,29,4,33,21,5,26,25,3,28,18,4,22,14,0,14,16,0,16,4,0,4,3,0,3,3,0,3,41,3,44,4,3,7,277,87,364
POA6324,11,5,16,11,7,18,15,41,56,29,78,107,106,51,157,80,33,113,73,21,94,87,12,99,70,22,92,99,14,113,76,0,76,36,3,39,21,0,21,8,0,8,12,0,12,95,0,95,13,16,29,842,303,1145
POA6326,5,4,9,7,3,10,0,3,3,6,3,9,10,3,13,13,3,16,14,3,17,11,0,11,15,3,18,22,0,22,14,0,14,9,0,9,4,3,7,0,0,0,0,0,0,15,0,15,7,0,7,152,28,180
POA6327,0,0,0,0,0,0,3,4,7,0,8,8,6,4,10,11,3,14,13,4,17,9,3,12,8,3,11,8,0,8,4,0,4,7,0,7,0,0,0,0,0,0,0,0,0,10,0,10,3,3,6,82,32,114
POA6328,7,0,7,0,0,0,0,3,3,0,9,9,9,6,15,11,7,18,10,7,17,13,3,16,8,3,11,16,3,19,9,0,9,3,3,6,3,0,3,3,0,3,7,0,7,13,0,13,3,0,3,115,44,159
POA6330,87,63,150,101,79,180,65,306,371,143,881,1024,824,614,1438,769,382,1151,846,251,1097,752,277,1029,763,165,928,1195,184,1379,861,25,886,484,79,563,378,8,386,102,4,106,173,4,177,989,75,1064,143,182,325,8675,3579,12254
POA6333,19,13,32,26,27,53,13,51,64,28,158,186,155,127,282,162,64,226,182,48,230,136,38,174,114,25,139,148,28,176,98,3,101,70,3,73,44,0,44,14,0,14,22,0,22,175,11,186,17,17,34,1423,613,2036
POA6335,3,4,7,0,0,0,0,8,8,7,16,23,22,11,33,14,11,25,13,20,33,13,11,24,19,7,26,25,3,28,27,0,27,5,3,8,13,0,13,3,0,3,13,0,13,25,0,25,5,3,8,207,97,304
POA6336,8,0,8,0,0,0,3,3,6,3,5,8,6,0,6,6,3,9,8,5,13,3,6,9,5,0,5,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,10,0,10,0,6,6,69,28,97
POA6337,4,0,4,3,0,3,3,3,6,0,5,5,5,8,13,15,9,24,10,7,17,8,3,11,13,4,17,21,4,25,11,0,11,7,3,10,0,0,0,3,0,3,5,0,5,24,0,24,3,3,6,135,49,184
POA6338,6,3,9,6,0,6,3,5,8,6,15,21,17,18,35,7,9,16,31,14,45,13,9,22,17,5,22,17,8,25,13,0,13,7,5,12,4,0,4,0,0,0,0,0,0,29,5,34,3,6,9,179,102,281
POA6341,3,0,3,0,4,4,0,0,0,0,3,3,5,3,8,6,7,13,12,6,18,7,3,10,11,0,11,10,3,13,7,0,7,3,0,3,0,0,0,0,0,0,3,0,3,14,0,14,3,0,3,84,29,113
POA6343,6,4,10,4,0,4,0,0,0,0,0,0,4,0,4,7,7,14,4,0,4,6,0,6,5,5,10,5,0,5,8,0,8,4,0,4,0,0,0,0,0,0,4,0,4,13,0,13,0,0,0,70,16,86
POA6346,3,3,6,0,5,5,0,6,6,4,8,12,12,10,22,9,3,12,16,10,26,8,7,15,9,4,13,20,6,26,13,3,16,13,3,16,6,0,6,6,0,6,4,0,4,20,0,20,7,5,12,150,73,223
POA6348,12,3,15,6,3,9,3,9,12,3,27,30,21,15,36,22,5,27,22,12,34,18,8,26,25,8,33,49,13,62,20,0,20,62,21,83,26,0,26,10,0,10,13,0,13,36,0,36,4,16,20,352,140,492
POA6350,3,0,3,3,3,6,0,3,3,3,6,9,10,7,17,9,8,17,8,4,12,6,3,9,0,0,0,3,3,6,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,3,3,60,40,100
POA6352,4,3,7,5,3,8,0,3,3,0,11,11,12,8,20,11,5,16,18,0,18,10,0,10,12,4,16,11,0,11,9,0,9,6,0,6,3,0,3,0,0,0,0,0,0,8,3,11,4,3,7,113,43,156
POA6353,9,6,15,3,0,3,3,5,8,3,18,21,11,7,18,6,10,16,14,12,26,15,10,25,21,9,30,30,9,39,28,0,28,6,4,10,6,0,6,3,0,3,7,0,7,33,0,33,5,3,8,203,93,296
POA6355,7,15,22,5,0,5,3,5,8,4,15,19,19,9,28,15,19,34,25,9,34,15,6,21,29,6,35,30,0,30,20,0,20,13,3,16,5,0,5,0,0,0,3,0,3,25,4,29,8,6,14,226,97,323
POA6358,3,0,3,3,0,3,3,0,3,0,5,5,11,0,11,9,0,9,6,4,10,0,3,3,6,0,6,8,0,8,3,0,3,0,3,3,3,0,3,0,0,0,0,0,0,14,0,14,3,3,6,72,18,90
POA6359,0,3,3,3,0,3,0,3,3,0,3,3,6,5,11,10,10,20,13,5,18,5,6,11,12,0,12,14,6,20,6,0,6,5,0,5,3,0,3,0,0,0,4,0,4,12,0,12,0,3,3,93,44,137
POA6365,5,3,8,4,4,8,4,13,17,3,14,17,17,9,26,17,5,22,13,8,21,18,3,21,16,6,22,21,3,24,9,0,9,6,3,9,4,0,4,3,0,3,0,0,0,27,0,27,4,5,9,171,76,247
POA6367,0,0,0,3,3,6,0,3,3,3,10,13,9,3,12,10,3,13,6,0,6,3,3,6,3,3,6,9,3,12,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,16,0,16,0,7,7,69,38,107
POA6368,0,0,0,0,5,5,0,0,0,0,0,0,5,8,13,9,0,9,7,0,7,5,0,5,8,0,8,4,0,4,10,0,10,0,0,0,0,0,0,0,0,0,8,0,8,4,3,7,0,0,0,60,16,76
POA6369,8,0,8,4,0,4,0,7,7,3,15,18,15,10,25,20,9,29,19,8,27,13,7,20,13,4,17,19,3,22,12,0,12,7,4,11,4,0,4,0,0,0,9,0,9,24,0,24,7,4,11,177,71,248
POA6370,3,3,6,0,0,0,0,6,6,5,21,26,20,6,26,17,7,24,19,7,26,12,3,15,13,4,17,16,3,19,9,0,9,6,0,6,4,0,4,0,0,0,0,0,0,16,0,16,8,7,15,148,67,215
POA6373,6,3,9,4,0,4,0,4,4,0,3,3,6,0,6,7,5,12,4,0,4,4,3,7,8,4,12,8,0,8,4,0,4,0,3,3,3,0,3,0,0,0,3,0,3,15,0,15,0,0,0,72,25,97
POA6375,4,4,8,4,3,7,0,14,14,5,24,29,17,16,33,29,17,46,25,11,36,17,5,22,17,12,29,29,6,35,20,0,20,10,5,15,3,0,3,3,0,3,0,0,0,32,0,32,3,11,14,218,128,346
POA6383,3,3,6,3,11,14,6,13,19,6,30,36,42,9,51,34,18,52,17,14,31,26,7,33,20,9,29,27,4,31,19,4,23,12,6,18,9,0,9,3,0,3,9,0,9,39,0,39,13,4,17,288,132,420
POA6386,4,3,7,0,0,0,0,4,4,3,8,11,7,3,10,5,3,8,10,0,10,4,3,7,4,0,4,3,0,3,4,0,4,4,3,7,3,0,3,0,0,0,0,0,0,17,0,17,0,3,3,68,30,98
POA6390,0,10,10,3,5,8,3,6,9,3,24,27,26,7,33,22,13,35,17,10,27,11,11,22,28,7,35,37,15,52,42,0,42,66,12,78,47,0,47,24,0,24,29,3,32,77,6,83,8,7,15,443,136,579
POA6391,4,3,7,0,3,3,5,10,15,0,17,17,24,8,32,26,11,37,32,12,44,12,7,19,36,0,36,38,8,46,28,0,28,14,3,17,9,0,9,4,0,4,6,0,6,27,0,27,7,11,18,272,93,365
POA6392,3,3,6,0,0,0,0,5,5,0,7,7,12,7,19,19,7,26,21,9,30,15,3,18,11,3,14,11,3,14,10,0,10,4,7,11,10,0,10,0,0,0,9,0,9,11,0,11,7,3,10,143,57,200
POA6393,7,0,7,6,3,9,3,7,10,3,10,13,10,6,16,16,3,19,11,6,17,11,3,14,9,0,9,7,0,7,5,0,5,6,0,6,5,0,5,3,0,3,0,0,0,7,0,7,7,0,7,116,38,154
POA6394,0,0,0,4,5,9,3,8,11,4,5,9,17,5,22,8,0,8,15,7,22,10,0,10,14,0,14,14,4,18,8,0,8,7,0,7,8,0,8,0,0,0,0,0,0,11,0,11,0,0,0,123,34,157
POA6395,3,5,8,7,6,13,8,22,30,6,35,41,46,19,65,44,17,61,41,15,56,36,16,52,48,11,59,41,8,49,33,0,33,18,4,22,18,0,18,3,0,3,9,0,9,51,3,54,11,7,18,423,168,591
POA6396,0,3,3,4,0,4,0,3,3,0,9,9,3,8,11,7,7,14,12,8,20,13,3,16,13,3,16,10,3,13,3,0,3,0,0,0,5,0,5,0,0,0,3,0,3,13,0,13,3,0,3,89,47,136
POA6397,0,0,0,3,3,6,0,9,9,0,6,6,5,12,17,5,9,14,11,0,11,4,3,7,11,3,14,7,0,7,9,0,9,3,0,3,3,0,3,0,0,0,3,0,3,9,0,9,0,0,0,73,45,118
POA6398,0,0,0,0,4,4,4,6,10,3,21,24,33,13,46,19,9,28,15,3,18,11,3,14,16,0,16,16,0,16,11,0,11,7,3,10,0,0,0,0,0,0,3,0,3,15,0,15,4,3,7,157,65,222
POA6401,20,19,39,31,24,55,23,76,99,34,209,243,205,87,292,153,76,229,156,70,226,151,54,205,118,50,168,227,46,273,188,6,194,132,26,158,84,6,90,27,0,27,39,0,39,247,26,273,49,53,102,1884,828,2712
POA6403,0,0,0,0,0,0,0,0,0,3,10,13,0,0,0,6,6,12,12,0,12,5,0,5,3,0,3,8,0,8,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,8,0,8,0,5,5,56,21,77
POA6405,3,0,3,0,3,3,3,3,6,3,9,12,6,4,10,8,7,15,4,0,4,7,3,10,4,3,7,11,0,11,4,0,4,3,0,3,3,0,3,3,0,3,4,0,4,14,0,14,0,0,0,80,32,112
POA6407,3,0,3,3,6,9,3,8,11,3,24,27,31,8,39,21,12,33,26,10,36,16,14,30,19,11,30,38,3,41,18,0,18,17,6,23,9,0,9,3,0,3,8,0,8,39,0,39,3,8,11,260,110,370
POA6409,3,0,3,0,3,3,0,3,3,0,9,9,14,6,20,9,4,13,15,3,18,9,4,13,12,3,15,15,0,15,5,3,8,0,4,4,3,0,3,0,0,0,0,0,0,14,0,14,0,7,7,99,49,148
POA6410,5,0,5,8,0,8,0,17,17,12,40,52,33,17,50,31,16,47,30,9,39,29,4,33,20,8,28,33,4,37,24,0,24,9,4,13,6,0,6,3,0,3,9,0,9,46,4,50,10,4,14,308,127,435
POA6413,0,0,0,3,0,3,0,0,0,0,3,3,3,0,3,3,3,6,0,0,0,3,0,3,10,0,10,9,0,9,5,0,5,0,0,0,3,0,3,0,0,0,3,0,3,7,0,7,3,0,3,52,6,58
POA6415,8,0,8,7,10,17,6,20,26,7,82,89,70,37,107,47,54,101,50,29,79,53,38,91,51,18,69,97,30,127,79,3,82,60,12,72,34,0,34,11,0,11,10,0,10,91,5,96,25,29,54,706,367,1073
POA6418,8,4,12,4,4,8,0,6,6,0,22,22,24,15,39,22,11,33,13,12,25,16,3,19,20,3,23,23,5,28,18,0,18,9,0,9,6,0,6,0,0,0,6,0,6,28,0,28,4,10,14,201,95,296
POA6421,3,0,3,3,0,3,0,0,0,3,0,3,0,4,4,8,4,12,10,4,14,3,3,6,7,0,7,10,0,10,10,0,10,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,4,4,8,67,19,86
POA6423,0,0,0,0,0,0,0,3,3,3,6,9,6,3,9,3,3,6,5,3,8,0,3,3,3,3,6,9,0,9,4,0,4,7,3,10,4,0,4,0,3,3,7,0,7,16,0,16,0,3,3,67,33,100
POA6425,0,0,0,0,0,0,0,3,3,0,3,3,7,3,10,8,3,11,3,3,6,7,3,10,3,0,3,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,44,21,65
POA6426,3,7,10,7,3,10,0,5,5,4,23,27,24,9,33,17,11,28,13,14,27,12,13,25,21,6,27,37,8,45,21,0,21,34,10,44,16,0,16,3,0,3,7,0,7,39,0,39,6,10,16,264,119,383
POA6429,3,6,9,5,0,5,6,13,19,10,33,43,19,10,29,23,9,32,14,8,22,14,17,31,19,12,31,36,17,53,25,0,25,27,7,34,17,0,17,3,0,3,10,0,10,32,5,37,10,4,14,273,141,414
POA6430,27,47,74,33,33,66,36,85,121,37,210,247,141,105,246,169,117,286,142,114,256,198,183,381,283,185,468,592,288,880,603,45,648,859,262,1121,676,34,710,323,18,341,457,40,497,682,83,765,121,96,217,5379,1945,7324
POA6431,0,0,0,0,0,0,0,0,0,4,0,4,16,0,16,13,9,22,11,3,14,15,4,19,13,0,13,6,8,14,3,3,6,3,10,13,7,0,7,0,0,0,0,0,0,4,0,4,6,3,9,101,40,141
POA6432,12,23,35,13,15,28,14,50,64,23,74,97,91,45,136,66,65,131,83,47,130,93,62,155,97,58,155,242,83,325,199,10,209,213,75,288,169,8,177,75,3,78,91,13,104,224,29,253,64,48,112,1769,708,2477
POA6434,0,0,0,0,3,3,0,3,3,0,0,0,4,0,4,6,0,6,0,0,0,6,0,6,0,0,0,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,32
POA6436,0,3,3,0,0,0,0,3,3,0,3,3,5,0,5,5,3,8,3,0,3,0,3,3,3,3,6,3,3,6,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,4,4,30,25,55
POA6437,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,7,7,3,10,14,7,21,23,0,23,41,9,50,20,0,20,7,0,7,6,0,6,16,3,19,4,0,4,145,28,173
POA6438,0,5,5,0,0,0,0,11,11,0,7,7,6,4,10,14,4,18,3,13,16,6,14,20,5,7,12,22,11,33,13,0,13,11,5,16,12,0,12,6,0,6,3,0,3,19,3,22,10,3,13,130,87,217
POA6440,0,0,0,3,4,7,5,10,15,4,7,11,20,7,27,7,4,11,9,7,16,7,9,16,7,6,13,10,8,18,13,0,13,4,14,18,6,0,6,0,0,0,0,0,0,13,4,17,5,3,8,113,83,196
POA6442,6,6,12,3,0,3,0,11,11,7,21,28,32,13,45,22,13,35,12,9,21,17,19,36,34,14,48,75,48,123,51,7,58,150,53,203,68,5,73,29,0,29,47,4,51,78,3,81,14,4,18,645,230,875
POA6443,3,3,6,0,3,3,3,14,17,8,33,41,22,8,30,9,10,19,12,9,21,17,5,22,15,5,20,27,9,36,14,0,14,32,18,50,14,0,14,3,0,3,3,3,6,23,3,26,17,13,30,222,136,358
POA6445,3,6,9,0,0,0,4,0,4,0,0,0,8,0,8,6,5,11,5,0,5,3,0,3,0,0,0,4,3,7,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44,17,61
POA6447,3,0,3,3,0,3,0,0,0,3,0,3,4,6,10,0,4,4,9,4,13,15,5,20,6,5,11,19,3,22,13,0,13,8,0,8,7,0,7,3,0,3,7,0,7,18,0,18,0,0,0,118,27,145
POA6448,0,0,0,0,3,3,0,3,3,0,8,8,13,3,16,9,4,13,8,0,8,12,4,16,7,4,11,10,3,13,8,3,11,4,0,4,0,0,0,0,0,0,0,0,0,14,0,14,7,0,7,92,35,127
