POA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA6159,390,283,477,372,442,459,423,191,60,3094,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,3,0,0,16,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,3,3,0,0,19,0,0,0,3,0,0,0,0,0,3,0,15,15,7,9,16,9,0,5,78,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,14,21,23,17,22,18,8,5,124,3,14,21,22,17,22,18,8,5,133,398,293,498,390,462,485,441,194,61,3221
POA6160,845,769,1451,1081,1078,1039,771,421,182,7638,0,0,3,0,3,3,0,0,0,16,7,7,38,39,35,21,10,0,0,156,3,0,29,27,23,33,10,0,0,128,0,3,7,16,27,19,0,0,0,77,0,0,10,4,3,7,3,0,0,35,22,49,97,75,64,60,46,50,45,515,0,0,3,8,3,0,0,0,0,11,0,0,11,0,9,0,0,0,0,19,0,0,5,6,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,32,62,199,168,174,149,75,54,47,956,32,62,207,171,174,150,75,51,47,977,884,835,1657,1251,1252,1184,852,469,233,8616
POA6161,40,44,92,52,40,39,16,6,0,328,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,3,0,14,0,3,3,3,4,0,0,0,0,11,0,3,4,0,0,5,0,0,0,14,0,0,0,0,0,3,0,0,0,6,9,12,25,26,26,25,34,18,0,179,5,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,38,32,26,38,44,20,0,238,15,22,38,32,26,38,44,20,0,238,52,62,131,90,70,76,59,26,0,565
POA6162,1734,1024,1348,1451,1589,1422,965,606,249,10391,0,0,5,3,0,4,3,0,0,19,0,0,6,0,3,15,6,0,0,28,3,0,4,9,0,3,7,0,0,26,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,3,3,0,0,7,36,55,50,41,46,22,27,11,6,289,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36,56,57,45,60,48,50,16,8,369,38,56,66,52,60,52,47,14,8,389,1774,1080,1417,1497,1650,1480,1017,616,253,10779
POA6163,7698,5697,6891,6533,6558,6074,4504,2806,1201,47953,0,4,4,3,6,7,8,3,3,39,5,0,6,4,11,7,8,0,0,39,0,6,3,3,3,3,8,3,0,30,9,3,8,3,6,12,8,3,0,55,0,0,3,0,3,4,3,0,0,12,127,201,255,154,143,114,79,58,28,1159,0,3,0,0,0,6,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,214,275,170,169,152,113,61,28,1313,140,219,279,172,170,155,118,65,30,1352,7836,5918,7175,6702,6733,6225,4623,2870,1228,49301
POA6164,13060,7215,9520,9367,7133,4668,2437,1033,377,54807,7,9,4,3,4,5,5,0,0,47,0,7,3,0,0,3,4,3,0,19,0,0,10,0,0,6,3,0,0,23,8,4,0,6,3,6,8,0,0,35,0,0,0,0,3,0,3,5,0,12,163,196,236,116,86,100,60,34,16,999,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,174,204,254,133,98,121,79,36,19,1114,183,214,262,132,104,131,82,40,19,1160,13236,7434,9775,9504,7230,4794,2520,1077,389,55963
POA6165,4,11,8,3,17,12,10,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,4,11,13,3,17,12,10,3,0,81
POA6166,1643,1144,1004,1211,1448,1166,852,459,115,9045,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,3,3,0,7,0,0,0,0,3,15,17,3,0,39,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,30,34,32,20,19,19,19,12,7,190,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,35,25,25,41,40,17,5,252,28,34,35,25,23,46,40,15,5,264,1679,1178,1041,1233,1474,1208,901,482,118,9306
POA6167,5524,3236,4441,3847,3031,2316,1587,917,288,25181,3,0,0,3,3,0,6,3,0,26,6,3,3,3,0,0,3,0,0,21,0,0,0,0,3,9,0,0,0,12,0,0,0,0,6,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,96,125,129,91,74,52,37,25,9,627,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,127,135,101,83,62,51,25,9,692,110,132,135,99,87,62,49,26,12,716,5636,3366,4577,3950,3120,2383,1639,944,298,25892
POA6168,3487,2810,2705,2466,2971,3087,2514,1684,685,22402,4,60,33,13,10,7,3,8,0,137,8,61,116,63,29,20,6,0,0,300,0,4,12,12,3,5,4,3,0,40,0,8,10,6,4,7,3,0,0,37,0,3,9,4,9,3,10,0,0,30,95,262,436,223,169,72,73,49,22,1393,0,0,7,3,3,4,0,3,0,17,3,0,3,5,0,7,0,0,0,18,0,0,6,10,3,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,103,335,591,320,220,115,94,59,22,1858,108,396,625,332,229,115,95,67,22,1990,3596,3199,3328,2803,3202,3204,2612,1745,710,24392
POA6169,6639,4111,3965,4028,4694,4001,2864,1641,622,32561,3,0,0,5,8,4,4,9,3,38,7,0,8,3,0,7,4,4,0,34,0,0,3,0,5,8,7,0,0,33,0,0,4,3,0,11,3,0,0,19,0,0,3,0,0,7,3,3,0,20,104,154,158,77,76,78,59,35,17,759,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,109,163,173,82,86,110,79,47,20,879,115,162,181,92,94,111,83,54,19,917,6760,4269,4144,4120,4786,4113,2949,1694,645,33483
POA6170,2964,1688,2660,1793,1319,807,435,133,19,11817,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,18,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,44,44,53,25,25,8,13,9,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,49,62,29,25,14,20,14,3,255,51,49,62,29,25,14,20,14,3,261,3013,1737,2721,1823,1343,822,458,139,18,12073
POA6171,8424,3925,5753,4403,3310,1975,1356,537,98,29785,9,4,10,3,0,3,7,3,0,34,0,0,4,0,0,20,8,0,0,32,0,0,0,0,0,3,4,4,0,20,6,4,3,0,4,3,3,3,4,27,0,3,3,0,0,3,0,0,0,10,97,130,93,63,40,71,43,9,13,553,0,0,0,0,0,8,4,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,145,100,66,47,104,62,24,14,659,114,148,105,67,47,109,69,23,14,686,8535,4074,5863,4470,3353,2081,1426,556,114,30472
POA6172,3285,1921,1586,1807,1978,1142,658,379,170,12923,3,0,3,3,0,5,0,0,3,16,0,4,0,0,0,0,0,3,0,13,0,0,0,0,0,3,7,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,60,55,48,24,22,19,11,13,3,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,62,55,26,29,25,23,14,3,300,63,62,52,32,30,30,23,14,5,310,3354,1982,1646,1831,2006,1173,678,400,171,13238
POA6173,3305,1698,1306,1995,1844,655,371,139,31,11342,0,3,3,0,0,0,4,0,0,7,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,20,42,24,15,20,17,8,3,3,162,0,4,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,54,30,19,23,24,15,12,3,200,30,54,31,19,23,24,18,12,3,206,3332,1751,1337,2017,1867,677,387,146,32,11551
POA6174,962,522,562,531,455,252,139,85,16,3522,0,0,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,17,22,12,4,4,4,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,22,12,8,10,7,3,0,90,21,17,19,18,8,10,7,5,0,93,977,539,580,547,463,255,147,89,16,3617
POA6175,957,473,453,532,528,280,191,85,19,3525,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,5,6,12,11,3,9,9,0,0,0,49,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,3,9,18,4,0,0,67,13,12,11,3,9,18,4,0,0,74,972,487,463,541,535,302,196,90,19,3594
POA6176,280,226,229,155,162,125,80,27,8,1304,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,5,14,3,0,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,16,3,3,7,3,0,0,51,12,5,16,8,3,7,3,0,0,50,293,239,238,166,162,136,81,32,8,1351
POA6180,1382,643,852,679,540,389,388,155,12,5039,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,21,13,16,13,5,8,11,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,16,13,5,11,15,3,0,98,21,16,16,13,10,9,15,3,0,101,1403,654,868,694,545,405,403,155,12,5140
POA6181,104,63,31,65,94,68,21,13,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,3,3,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,3,3,4,0,0,26,6,3,4,3,3,3,4,0,0,26,116,70,33,69,99,73,30,13,0,491
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,205,109,89,143,144,139,104,26,9,971,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,20,0,3,0,0,0,10,4,3,0,27,208,112,94,148,148,151,107,27,9,999
POA6208,2228,1171,1107,1210,1349,1391,1406,850,224,10937,0,6,0,0,0,4,3,3,0,16,6,3,3,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,7,0,0,14,0,3,0,0,0,4,3,0,0,10,68,69,73,52,41,42,34,19,5,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,74,80,55,44,55,41,25,5,441,71,81,82,54,40,59,46,25,5,461,2296,1250,1182,1269,1393,1447,1453,875,231,11398
POA6209,285,221,120,185,266,290,258,130,43,1797,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,11,7,8,0,9,9,7,6,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,8,3,9,21,14,6,0,75,11,10,8,3,9,21,15,6,0,74,292,229,129,186,275,314,268,139,43,1879
POA6210,11426,7342,6446,7043,8183,7930,7664,5146,1963,63141,12,3,3,7,8,11,25,15,4,86,4,3,6,3,8,11,15,3,0,53,3,4,4,6,12,15,30,10,3,85,10,6,3,5,11,13,18,4,0,69,0,3,3,0,4,10,18,11,3,44,302,392,379,238,234,284,218,135,54,2236,4,0,3,3,7,7,11,3,0,36,3,3,3,0,8,0,0,0,0,12,0,0,0,0,3,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,324,408,404,255,285,339,306,163,65,2550,334,413,411,260,290,346,329,177,69,2634,11761,7753,6852,7302,8473,8281,7995,5328,2028,65772
POA6211,1394,613,618,831,869,876,922,327,42,6495,3,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22,41,24,16,13,23,16,3,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,25,14,15,31,16,6,0,177,25,43,25,14,16,31,16,3,0,186,1418,659,649,849,885,906,940,328,42,6678
POA6213,120,63,53,78,128,106,85,38,8,678,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,15,0,0,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,15,0,0,3,8,0,0,58,4,25,15,3,0,6,8,0,0,66,127,93,66,82,136,111,90,38,8,744
POA6214,116,71,54,72,111,65,63,19,6,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,3,5,0,0,0,0,0,0,0,15,122,77,56,71,111,69,65,19,6,588
POA6215,755,397,351,414,568,565,427,274,95,3833,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,38,18,22,19,26,12,4,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,18,22,15,29,12,8,3,155,14,39,19,22,15,29,12,8,8,158,768,434,365,439,581,586,444,277,101,3993
POA6218,76,29,36,40,55,73,38,19,3,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,20,0,0,3,0,0,3,3,0,0,18,76,32,41,40,59,75,47,19,3,382
POA6220,813,457,473,553,646,572,507,305,95,4402,7,0,3,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,32,31,21,28,29,20,7,4,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,33,25,30,25,16,7,4,188,15,38,29,26,27,30,21,6,9,211,828,490,501,576,670,602,530,306,100,4607
POA6221,70,144,18,40,42,36,22,15,5,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,6,6,6,3,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,6,6,4,3,0,0,0,91,3,64,6,6,4,3,0,0,0,92,77,209,25,49,52,39,24,15,5,490
POA6223,45,25,28,28,35,19,12,9,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,5,3,0,11,45,28,29,28,40,19,20,10,0,211
POA6224,199,131,80,127,168,163,139,71,16,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,4,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,4,3,0,3,0,0,27,7,3,7,4,3,0,3,0,0,28,211,136,82,133,174,159,137,71,16,1121
POA6225,1663,1024,926,940,1189,1273,909,401,142,8469,0,0,0,0,0,0,3,0,0,13,0,3,3,0,0,3,0,0,0,8,0,0,3,0,0,3,5,3,0,13,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,54,63,68,47,25,51,22,18,5,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,66,70,54,20,53,28,18,5,373,56,66,74,54,26,53,30,18,9,386,1711,1092,997,992,1215,1332,938,420,150,8853
POA6226,197,87,73,117,137,105,44,13,5,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,0,0,17,0,5,4,0,0,3,8,0,0,18,197,92,72,123,142,107,53,13,3,792
POA6227,223,74,88,102,114,78,54,21,6,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,14,4,0,0,0,0,3,0,0,0,14,224,72,88,102,112,84,54,21,6,773
POA6228,33,17,16,36,18,25,17,4,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,16,36,18,25,17,4,0,166
