POA_CODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA6030,3,13,28,22,23,17,3,0,0,110,0,28,181,249,238,85,10,0,0,784,20,47,123,167,172,84,19,0,0,633,0,5,26,36,44,15,5,0,0,134,106,293,604,524,547,203,36,3,0,2318,8,26,52,65,79,42,5,0,0,285,140,176,163,137,132,72,31,3,0,861,204,114,98,52,52,28,0,0,0,554,7,24,82,111,136,103,22,3,0,487,9,8,26,24,22,21,0,0,0,113,3,8,35,57,55,21,3,0,0,177,0,14,22,25,30,20,9,0,0,125,3,27,108,161,156,61,8,0,0,530,7,33,56,87,78,48,12,0,0,309,0,20,86,172,162,101,22,3,0,560,7,15,42,76,92,57,23,6,0,321,6,29,71,76,86,61,14,4,0,346,10,18,23,16,28,8,4,0,0,101,14,45,84,76,92,48,11,0,0,371,31,91,109,113,125,78,13,3,0,562
POA6031,5,7,17,11,6,3,5,0,0,47,0,7,100,93,69,20,4,0,0,301,5,32,110,112,77,28,4,0,0,373,0,0,26,15,21,7,0,0,0,72,39,114,308,228,176,64,7,0,0,948,0,10,41,48,33,25,0,0,0,164,51,64,102,54,45,26,4,0,0,351,70,39,37,37,12,8,0,0,0,207,3,16,65,60,69,41,11,0,0,270,3,10,21,14,13,3,0,0,0,64,0,3,33,31,16,7,0,0,0,91,0,3,11,10,14,6,3,0,0,47,0,13,65,62,45,16,8,0,0,216,3,14,34,39,24,22,0,0,0,134,4,12,86,84,68,26,3,0,0,285,3,7,26,46,30,12,0,0,0,130,0,11,45,40,38,19,3,0,0,158,10,5,15,11,6,3,4,0,0,51,14,32,87,47,42,19,0,0,0,242,8,31,61,52,48,18,3,0,0,220
POA6032,0,0,0,5,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8
POA6033,0,0,0,8,3,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,5,6,6,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,3,7,4,0,0,0,0,0,15
POA6034,0,0,3,3,0,0,0,0,0,5,0,3,16,8,11,0,0,0,0,35,0,3,14,9,12,3,0,0,0,38,0,0,0,4,0,0,0,0,0,5,3,28,57,25,12,0,0,0,0,125,0,0,6,0,4,0,0,0,0,16,3,10,12,8,5,5,0,0,0,38,4,9,11,4,0,3,0,0,0,28,0,0,11,3,5,4,0,0,0,18,0,0,5,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,8,9,0,0,0,0,0,17,0,0,8,3,0,0,0,0,0,17,0,3,12,7,8,3,0,0,0,33,0,0,4,3,0,0,0,0,0,11,0,3,8,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,14,3,0,0,0,0,0,20,0,3,9,3,4,4,0,0,0,22
POA6035,0,5,18,3,10,4,0,0,0,52,0,8,81,86,61,19,3,0,0,251,4,6,39,40,17,22,3,0,0,134,0,0,6,8,7,5,0,0,0,26,19,55,152,128,125,54,13,3,0,541,0,7,7,21,16,3,0,0,0,62,20,32,38,22,24,7,7,0,0,149,22,10,13,12,5,6,0,0,0,64,0,3,8,22,25,7,3,0,0,74,0,3,4,6,3,5,0,0,0,20,0,0,10,3,10,5,0,0,0,24,0,0,3,6,6,3,3,0,0,18,4,3,17,22,20,4,5,0,0,66,0,5,11,9,22,10,4,0,0,65,0,5,18,47,19,10,3,0,0,100,0,0,13,18,11,15,4,0,0,54,0,4,13,25,16,14,0,0,0,77,0,0,4,9,6,0,0,0,0,18,3,3,17,15,19,9,0,0,0,74,8,10,21,33,26,4,3,0,0,115
POA6036,0,3,8,10,3,4,0,0,0,33,0,10,101,137,100,30,0,0,0,382,4,19,47,80,83,23,3,0,0,265,0,0,14,19,15,10,0,0,0,52,40,120,263,227,189,44,8,3,0,894,0,8,25,29,21,12,0,0,0,99,39,56,82,54,37,19,5,0,0,299,90,45,43,18,26,5,0,0,0,229,0,9,48,58,67,34,9,3,0,217,3,7,8,10,13,5,0,0,0,39,0,3,18,18,20,0,0,0,0,63,0,0,12,11,15,5,3,0,0,48,0,13,63,53,40,12,0,0,0,184,3,8,26,34,22,11,10,0,0,116,0,9,42,59,67,22,0,0,0,210,6,8,32,33,27,9,7,0,0,119,0,3,33,30,38,16,11,0,0,134,4,4,15,4,11,4,0,0,0,36,3,24,37,42,45,7,4,0,0,160,13,23,46,53,46,13,0,0,0,196
POA6037,0,3,8,6,0,3,3,0,0,26,0,0,27,29,32,11,0,0,0,102,0,3,3,9,16,3,0,0,0,39,0,0,0,0,4,0,0,0,0,10,3,25,39,35,49,30,3,0,0,184,3,0,3,3,7,3,0,0,0,19,3,4,12,7,3,6,0,0,0,36,8,0,0,0,0,0,0,0,0,11,0,0,3,5,11,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,5,3,3,3,0,0,0,19,0,0,8,0,5,6,0,0,0,24,0,0,3,11,9,6,0,0,0,31,0,0,0,4,3,3,0,0,0,13,0,0,0,3,7,4,0,0,0,14,3,0,0,0,0,0,0,0,0,6,0,3,9,8,8,4,0,0,0,31,0,0,16,7,15,3,0,0,0,46
POA6038,0,0,6,0,0,0,0,0,0,10,0,12,62,47,33,9,0,0,0,160,0,7,34,30,19,4,0,0,0,90,0,0,8,7,3,6,0,0,0,27,10,70,186,91,60,12,0,0,0,433,0,3,21,13,12,4,0,0,0,54,14,36,46,23,14,5,3,0,0,144,24,13,24,10,4,0,0,0,0,81,0,0,22,17,14,11,3,0,0,74,0,4,9,0,3,0,0,0,0,19,0,0,18,6,3,0,0,0,0,27,0,5,9,4,5,0,0,0,0,22,0,3,47,29,12,3,0,0,0,90,0,3,18,16,12,0,0,0,0,50,3,4,45,32,28,4,4,0,0,116,0,4,13,20,14,5,0,0,0,53,4,4,18,14,18,6,0,0,0,71,3,3,8,4,3,0,0,0,0,19,0,6,30,23,7,3,0,0,0,78,3,11,30,15,14,3,3,0,0,79
POA6041,3,0,7,3,8,6,3,0,0,37,0,0,0,15,14,10,0,0,0,45,0,3,0,3,4,5,0,0,0,22,0,0,0,0,0,0,0,0,0,4,3,4,12,16,20,10,3,0,0,69,0,0,3,0,0,3,0,0,0,4,3,0,0,3,0,3,0,0,0,11,0,0,0,0,3,0,3,0,0,10,0,0,0,0,3,3,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,3,3,0,0,0,0,9,0,0,0,9,0,5,0,0,0,17,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,3,3,4,10,4,4,0,0,25
POA6042,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,3,8,4,0,0,0,0,15,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6044,3,11,27,12,10,13,9,5,0,78,0,0,3,5,11,7,0,0,0,19,0,0,0,3,3,3,0,0,0,15,0,0,0,0,0,7,0,0,0,6,3,3,0,9,12,17,0,0,0,42,0,0,0,0,0,3,0,0,0,7,0,0,0,3,4,0,0,0,0,9,3,0,0,3,0,3,0,0,0,12,0,0,0,3,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,3,0,0,0,14,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,8
POA6050,0,0,3,4,0,3,3,0,0,14,0,4,78,70,65,25,3,0,0,250,8,17,47,32,37,34,10,0,0,180,0,3,9,7,11,7,4,0,0,37,6,28,117,89,89,50,10,3,0,380,3,12,16,25,25,13,9,0,0,97,21,67,79,37,46,44,5,0,0,304,40,66,104,36,29,31,5,0,0,320,0,8,35,31,33,19,15,0,0,150,3,10,14,19,15,13,0,0,0,74,0,9,35,40,56,22,4,0,0,165,0,0,14,24,14,27,6,6,0,87,6,33,138,135,153,92,29,0,0,587,0,11,23,21,22,19,3,0,0,100,3,14,46,58,62,55,13,0,0,252,10,24,51,43,63,63,10,3,0,268,3,15,70,49,57,68,32,3,0,298,7,19,40,11,15,8,3,0,0,115,4,9,30,8,24,19,8,5,0,112,0,10,46,33,45,30,13,0,0,181
POA6051,0,0,14,0,0,3,6,0,0,18,0,5,114,80,45,21,0,0,0,267,3,11,77,75,49,22,3,0,0,240,0,0,13,18,11,5,0,0,0,42,3,34,181,87,48,38,12,0,0,400,0,8,35,31,10,15,5,0,0,99,16,47,97,41,28,23,5,0,0,250,22,52,144,57,23,15,0,0,0,314,0,15,85,63,36,31,8,0,0,233,0,11,37,25,11,8,8,0,0,95,0,6,35,26,17,9,7,0,0,99,0,3,20,7,13,9,8,0,0,60,0,18,168,120,61,33,14,0,0,412,0,17,43,41,30,20,0,0,0,155,0,12,105,67,49,41,9,0,0,295,3,14,49,55,37,25,15,0,0,186,0,13,90,67,35,18,7,0,0,233,0,13,26,14,12,8,3,0,0,74,3,10,47,29,18,15,6,0,0,122,3,16,63,40,28,27,3,0,0,180
POA6052,0,3,0,0,3,0,0,0,0,12,0,3,46,64,35,19,0,0,0,175,5,7,29,39,44,28,3,0,0,148,0,3,8,13,18,10,0,0,0,49,5,29,119,83,77,51,12,0,0,383,0,7,15,13,15,15,0,0,0,74,40,44,49,39,25,15,4,0,0,213,41,45,61,27,29,17,3,0,0,221,3,7,34,25,32,29,5,0,0,127,3,3,17,13,11,10,0,0,0,57,0,3,23,44,33,15,4,0,0,120,0,5,13,12,12,7,0,0,0,49,0,19,86,109,79,37,10,3,0,339,7,0,17,28,18,14,7,0,0,95,0,7,30,44,66,47,8,3,0,212,4,11,42,47,40,31,7,0,0,192,0,15,29,32,22,32,6,0,0,139,4,7,24,12,8,8,3,0,0,70,4,9,26,25,20,18,3,0,0,110,6,9,32,33,34,20,7,3,0,140
POA6053,0,0,3,3,3,0,0,0,0,14,0,9,97,88,53,23,3,0,0,275,0,18,60,52,45,56,12,0,0,239,0,0,11,15,10,11,0,0,0,46,8,42,152,124,95,70,19,0,0,513,3,7,27,42,31,18,3,0,0,132,30,53,67,44,40,26,6,0,0,262,50,47,71,28,29,19,4,0,0,240,3,12,48,42,50,40,6,0,0,195,0,0,14,21,15,0,0,0,0,60,0,0,28,31,21,14,0,0,0,102,4,6,6,17,11,3,3,0,0,55,4,14,103,136,87,37,4,3,0,388,3,10,21,25,22,19,3,0,0,109,0,14,65,95,107,63,9,0,0,349,7,18,27,54,53,49,6,0,0,210,0,16,47,44,46,37,6,0,0,196,4,6,29,16,9,9,3,0,0,75,3,12,37,32,33,19,9,0,0,147,4,20,60,60,43,24,11,0,0,222
POA6054,0,3,12,9,5,7,3,0,0,34,0,8,94,89,63,38,10,0,0,297,6,31,94,101,111,71,21,6,0,433,0,0,16,11,23,11,3,0,0,67,21,66,191,178,158,67,15,0,0,693,3,9,42,40,37,38,8,0,0,184,46,70,85,62,52,32,11,3,0,350,49,54,63,35,32,18,0,0,0,246,8,21,76,68,88,84,19,0,0,364,3,3,13,19,18,11,4,0,0,75,0,5,23,33,35,14,0,0,0,108,0,3,19,18,23,10,9,3,0,76,4,16,92,106,55,38,16,3,0,325,0,11,41,30,35,23,16,0,0,153,4,16,85,99,99,82,12,0,0,399,8,20,44,58,68,52,10,0,0,254,5,10,52,56,65,54,13,0,0,264,8,17,16,17,29,12,4,0,0,110,6,28,47,57,37,23,10,0,0,208,18,24,72,63,53,51,10,0,0,291
POA6055,3,3,10,9,9,27,9,4,0,84,3,26,160,115,102,43,4,0,0,458,11,42,129,144,114,59,13,5,0,509,0,5,22,13,15,14,0,0,0,60,26,102,333,180,130,98,20,3,0,886,9,13,73,47,36,27,3,0,0,210,29,82,134,67,50,34,8,0,0,407,68,62,75,46,28,17,4,0,0,303,4,24,195,132,118,74,18,0,0,566,4,3,28,25,9,13,0,0,0,87,0,4,37,26,17,9,8,0,0,108,0,8,17,13,13,12,3,0,0,68,3,20,93,100,65,29,7,0,0,321,4,18,48,39,36,22,9,0,0,161,0,19,109,82,76,51,7,0,0,356,0,13,62,43,39,33,9,0,0,204,0,10,81,58,50,29,11,3,0,238,10,7,26,22,11,16,7,0,0,99,3,36,75,60,51,34,9,0,0,266,8,27,100,86,47,53,3,3,0,320
POA6056,7,6,16,23,31,20,18,13,0,125,4,41,182,196,200,98,13,0,0,735,27,93,190,204,212,144,45,5,3,927,3,6,22,19,39,36,4,0,0,126,69,166,377,277,294,190,44,3,0,1419,15,38,95,80,109,77,12,0,0,415,91,147,156,136,129,80,23,3,0,768,147,79,72,42,32,25,6,3,0,402,17,70,200,190,264,207,51,0,0,1001,9,14,18,18,22,10,3,0,0,93,0,5,30,23,35,17,3,0,0,115,4,7,23,16,37,33,14,0,3,135,4,27,105,102,103,56,32,4,0,431,12,37,74,53,58,46,13,0,0,291,15,28,105,145,180,176,28,0,0,674,11,23,51,55,73,77,32,4,0,322,3,17,67,66,67,82,19,3,0,322,3,14,27,19,24,22,15,0,0,117,15,53,104,104,113,88,17,0,0,492,30,68,104,110,134,85,32,10,0,574
POA6057,3,7,5,0,11,6,0,0,0,35,0,21,95,116,99,64,6,0,0,407,7,37,89,91,85,48,14,0,0,370,0,7,12,15,14,10,0,0,0,57,44,92,202,145,141,91,17,0,0,732,5,21,39,49,55,34,5,0,0,218,36,64,55,51,40,23,13,0,0,289,76,22,27,21,23,10,3,0,0,177,8,28,119,131,163,115,36,0,0,610,0,0,4,7,9,4,0,0,0,25,0,0,16,18,10,9,0,0,0,60,0,4,13,16,15,10,6,0,0,73,0,15,42,40,36,22,5,0,0,164,6,18,24,30,30,26,9,0,0,137,3,14,38,48,46,47,4,3,0,202,3,4,14,36,23,26,8,0,0,114,4,3,29,17,34,41,9,0,0,141,3,6,11,5,8,9,0,0,0,45,12,38,82,62,41,30,16,0,0,288,16,23,47,56,52,61,4,5,0,273
POA6058,0,3,6,3,0,6,0,0,0,26,0,13,69,78,50,23,0,0,0,245,7,32,64,72,64,63,13,0,0,317,0,3,8,10,17,10,0,0,0,48,23,56,161,129,99,66,18,0,0,551,3,10,33,41,45,32,10,0,0,182,24,38,48,40,28,30,10,0,0,216,38,35,41,11,9,6,4,0,0,136,13,29,75,117,104,99,23,0,0,463,3,4,9,3,6,7,3,0,0,30,0,5,13,11,5,4,4,0,0,44,3,3,9,12,13,7,3,0,0,45,0,7,46,37,19,13,7,0,0,134,8,10,22,19,21,14,6,0,0,93,0,4,32,35,44,34,4,0,0,152,3,6,22,19,23,18,11,0,0,94,3,8,22,19,16,14,3,0,0,83,0,6,20,9,10,3,4,0,0,52,11,24,41,37,42,28,7,0,0,188,12,19,68,38,44,38,4,0,0,225
POA6059,0,3,6,3,11,4,3,0,0,31,0,3,80,75,62,24,0,3,0,251,11,25,71,85,115,67,13,0,0,390,0,0,18,16,22,25,0,0,0,78,17,71,235,191,178,113,32,10,0,844,0,11,50,54,47,34,12,0,0,204,73,90,126,83,84,62,24,6,3,541,49,60,90,73,62,49,9,3,0,397,0,16,64,83,87,73,13,0,0,336,6,5,22,17,19,6,0,3,0,80,4,12,31,47,49,24,7,0,0,181,0,3,26,23,27,25,18,3,0,130,6,26,124,128,115,84,25,4,0,513,6,20,44,46,32,35,3,3,0,185,4,28,67,91,104,78,30,3,0,403,12,21,40,56,62,53,25,7,0,269,9,18,67,70,73,59,32,12,0,338,10,17,22,22,12,18,8,0,0,97,15,10,52,42,54,45,24,3,0,235,3,37,78,53,61,64,20,7,0,330
POA6060,0,4,4,14,3,6,0,3,0,35,0,10,130,107,50,13,5,0,0,317,4,27,112,97,62,42,10,0,0,346,0,0,43,18,14,12,0,0,0,91,11,61,395,193,116,91,31,7,0,899,3,5,41,41,42,26,19,0,0,175,37,71,173,109,77,43,16,0,0,531,32,64,200,64,38,26,11,0,0,428,5,8,100,82,65,54,12,3,0,334,3,5,46,33,19,12,3,0,0,123,0,8,82,74,40,20,3,0,0,228,0,10,35,20,29,21,7,0,0,122,3,25,257,199,77,48,21,3,0,636,0,21,82,46,35,26,10,0,0,214,5,13,80,93,88,73,16,0,0,367,8,12,81,74,54,46,18,5,0,295,4,16,148,95,53,54,11,0,0,383,3,14,45,28,23,8,7,0,0,136,5,15,68,59,39,36,10,3,0,244,8,18,113,68,53,24,9,3,0,304
POA6061,3,11,20,20,17,9,3,0,0,94,0,9,152,88,49,34,3,0,0,338,9,58,271,200,168,86,11,3,0,805,0,4,44,24,24,16,0,0,0,116,22,162,603,290,171,100,13,3,0,1364,3,25,113,69,59,30,11,0,0,309,57,165,322,131,74,58,15,0,0,829,77,139,301,113,57,34,6,0,0,738,4,40,321,161,140,82,27,4,0,778,3,10,69,22,13,8,0,0,0,130,0,6,65,45,12,9,3,0,0,136,0,7,28,14,9,15,3,3,0,88,0,22,244,139,58,33,6,4,0,512,7,46,138,81,60,34,6,0,0,372,0,34,200,112,87,75,29,3,0,545,7,14,93,55,53,56,16,3,0,294,5,41,197,125,79,67,14,0,0,534,3,18,52,19,23,15,8,0,0,136,7,53,125,91,64,35,11,0,0,391,22,71,230,169,116,80,11,8,0,708
POA6062,0,3,12,0,6,3,0,0,0,36,5,12,108,82,73,47,11,0,0,335,14,40,163,174,177,126,23,0,0,723,0,0,17,27,31,21,7,0,0,100,53,136,433,296,228,141,43,6,0,1341,3,27,43,68,90,57,15,3,0,309,87,148,171,100,101,88,33,4,0,735,86,90,138,97,65,74,16,0,0,567,8,25,115,117,137,116,44,0,0,560,4,11,32,26,20,22,3,0,0,120,0,11,41,48,25,18,5,0,0,160,0,3,29,24,22,25,14,0,0,115,0,43,176,157,102,68,27,8,0,572,6,30,56,49,55,41,15,3,0,260,0,21,111,125,138,113,29,0,0,538,6,29,62,60,63,65,20,0,0,311,0,30,86,78,65,62,22,3,0,347,9,21,34,35,23,16,14,3,0,149,10,48,95,73,91,74,20,4,0,410,19,60,135,110,117,71,26,11,0,546
POA6063,0,0,4,3,5,3,0,0,0,14,3,6,52,54,55,18,3,0,0,187,9,31,72,101,87,81,16,0,0,392,0,8,10,12,21,4,3,0,0,58,17,35,133,139,122,68,12,0,0,539,0,14,46,45,34,25,3,0,0,164,55,71,66,57,52,24,6,0,0,331,57,48,30,34,27,17,3,0,0,219,3,12,70,69,81,71,8,0,0,314,3,3,13,11,8,4,3,0,0,41,0,4,18,24,12,7,0,0,0,66,0,0,3,10,9,9,0,0,0,33,0,6,41,38,38,14,3,0,0,135,3,15,28,29,21,19,0,0,0,115,0,10,45,49,43,38,6,0,0,196,5,5,15,14,18,28,7,0,0,93,3,14,31,33,36,31,10,0,0,156,5,0,13,3,11,7,0,0,0,41,9,16,36,43,39,32,3,0,0,175,8,26,62,65,46,41,9,0,0,263
