POA_CODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA6000,0,6,10,3,3,0,0,0,0,28,0,4,192,74,47,22,7,0,0,349,0,4,44,21,14,17,9,3,0,113,0,4,20,7,4,0,4,0,0,36,0,25,147,72,38,19,4,0,0,309,0,8,35,13,14,9,0,0,0,78,4,28,94,32,15,10,4,3,0,192,14,91,232,59,28,22,0,0,0,442,0,6,53,18,15,18,0,0,0,110,0,7,19,11,3,3,0,0,0,42,0,8,54,29,14,5,3,0,0,108,0,3,28,8,6,11,3,0,0,58,3,27,287,155,54,37,6,0,0,570,5,17,49,26,17,5,0,0,0,126,0,13,103,39,41,30,6,0,0,234,3,4,69,40,33,16,8,0,0,180,0,14,113,49,12,25,5,0,0,214,0,9,29,9,6,7,0,0,0,58,0,8,44,14,14,15,3,3,0,95,0,23,73,47,22,10,6,0,0,189
POA6003,0,0,0,0,0,0,0,0,0,0,0,3,28,19,13,3,0,0,0,70,0,0,23,5,8,3,0,0,0,42,0,0,3,0,4,0,0,0,0,8,0,8,51,20,8,3,0,0,0,91,0,0,11,6,0,3,0,0,0,23,0,10,26,13,6,3,0,0,0,70,3,26,98,16,12,3,0,0,0,161,0,0,5,11,10,3,0,0,0,31,0,0,9,4,4,0,0,0,0,21,0,0,22,8,0,0,3,0,0,30,0,3,8,5,3,6,0,0,0,23,0,11,74,38,15,8,9,0,0,155,0,7,20,11,0,3,4,0,0,39,0,3,23,14,15,12,0,0,0,70,0,0,21,11,5,3,4,0,0,53,0,6,31,9,10,9,0,0,0,56,0,3,13,11,6,0,0,0,0,32,0,3,12,4,4,4,0,0,0,29,0,8,25,5,8,6,0,0,0,58
POA6004,0,0,6,0,0,5,0,0,0,11,0,12,164,67,61,30,5,0,0,336,0,9,45,28,16,17,8,0,0,134,0,3,9,14,11,4,0,0,0,37,0,27,153,64,33,33,17,0,0,329,0,5,19,15,15,15,0,0,0,69,4,34,72,29,18,19,8,0,0,186,18,92,220,48,13,15,3,0,0,411,0,9,44,15,29,17,7,0,0,124,0,3,18,8,7,7,0,0,0,43,0,10,54,15,14,15,3,0,0,122,0,6,23,3,13,13,4,0,0,61,0,23,235,117,62,51,18,0,0,507,4,16,68,23,14,8,3,0,0,130,0,10,57,41,35,25,3,0,0,167,0,7,43,24,14,23,8,0,0,114,0,11,84,41,21,26,5,0,0,186,3,5,20,20,3,3,0,0,0,60,0,7,24,10,12,9,0,0,0,59,0,16,85,29,28,14,11,3,0,188
POA6005,0,0,3,0,0,0,3,0,0,11,0,5,76,39,27,9,0,0,0,156,0,4,28,11,11,8,0,0,0,69,0,0,16,9,0,0,0,0,0,26,0,18,72,31,17,5,0,0,0,148,0,0,14,13,3,0,3,0,3,39,3,19,40,19,13,4,0,0,0,90,9,42,77,23,11,3,3,0,0,160,0,0,27,11,7,9,4,0,0,57,0,3,20,3,0,0,0,0,0,37,0,5,25,10,11,5,3,0,0,65,0,3,18,3,5,5,0,0,0,38,0,21,143,72,30,22,9,0,0,294,0,10,35,6,5,3,5,0,0,60,0,6,51,25,16,10,0,4,0,115,5,4,21,18,15,17,0,0,0,81,0,7,48,24,14,15,5,0,0,111,0,6,16,6,0,3,0,0,0,35,0,5,15,10,5,11,3,0,0,51,0,3,38,18,8,7,3,0,0,72
POA6006,0,3,3,0,3,0,3,0,0,17,0,6,59,53,34,20,3,0,0,174,0,3,28,27,20,24,10,0,0,112,0,4,12,9,4,4,0,0,0,32,6,28,102,70,53,25,13,0,0,295,0,0,15,13,16,7,0,0,0,45,11,25,57,24,24,15,5,0,0,163,20,34,59,25,19,6,3,0,0,169,3,3,26,27,21,21,3,0,0,95,0,7,23,7,3,0,0,0,0,44,0,5,29,23,21,8,5,0,0,83,5,3,10,19,12,4,0,0,0,60,0,18,96,116,84,61,13,0,0,388,0,3,16,13,18,12,0,0,0,63,0,3,36,34,44,29,3,0,0,144,7,7,33,30,37,26,5,0,0,144,0,11,34,33,32,27,0,0,0,145,3,10,17,14,15,6,4,0,0,61,0,7,17,3,15,13,0,0,0,59,0,8,31,20,31,8,10,3,0,113
POA6007,0,0,9,3,0,0,0,0,0,11,0,4,52,59,33,12,0,0,0,164,0,5,32,17,10,8,3,0,0,77,0,0,6,8,9,8,0,0,0,33,4,19,87,37,32,10,3,0,0,192,0,0,19,10,3,11,3,0,0,52,12,12,33,14,9,14,3,0,0,104,15,33,63,16,8,4,0,0,0,138,0,4,28,17,15,5,3,0,0,68,0,0,27,5,7,3,3,0,0,49,0,0,26,29,12,16,0,0,0,78,0,3,12,7,14,9,0,3,0,48,0,10,124,98,48,27,24,0,0,328,3,3,19,19,13,6,3,0,0,71,0,6,53,24,24,33,3,0,0,140,0,6,30,25,18,29,4,0,0,119,0,15,55,52,40,22,11,0,0,194,0,9,7,9,6,5,0,0,0,46,0,8,21,12,7,6,0,0,0,54,0,4,28,21,13,4,3,0,0,81
POA6008,0,0,3,3,3,3,7,4,0,21,0,12,86,91,77,42,10,0,0,327,3,7,22,42,30,26,6,0,0,142,0,0,15,20,11,7,0,0,0,51,3,22,88,74,53,36,8,0,0,284,0,5,19,19,23,8,3,0,0,73,30,43,51,26,25,18,12,0,0,217,42,50,68,29,15,16,5,3,0,224,0,9,21,16,21,20,4,0,0,91,0,4,12,20,15,13,4,0,0,66,0,12,42,45,38,30,15,0,0,187,0,11,22,16,17,28,19,5,0,109,3,30,198,182,161,122,60,13,0,768,0,4,18,25,20,7,5,4,0,85,0,8,49,42,47,43,14,3,0,208,10,21,62,49,61,75,40,3,0,313,3,12,123,86,92,77,19,4,0,421,7,14,16,13,7,13,11,0,0,85,0,13,19,18,13,9,4,0,0,74,6,10,49,33,28,32,13,3,0,171
POA6009,5,5,0,0,6,10,7,3,0,41,0,16,49,80,99,67,19,0,0,326,8,3,16,19,32,23,17,0,0,122,0,0,8,10,15,12,5,0,0,44,3,26,36,41,67,34,11,3,0,218,4,8,8,15,18,7,8,4,0,77,53,86,51,24,25,29,11,0,0,285,57,120,47,17,20,13,7,0,0,274,6,9,18,17,17,14,4,0,0,90,7,10,7,6,8,7,7,0,0,53,4,8,27,51,56,32,3,3,0,185,3,11,14,20,36,32,18,5,0,143,4,56,107,141,171,129,51,16,5,668,3,15,23,18,17,15,8,0,0,90,3,5,35,22,41,43,26,7,0,182,41,85,85,82,59,70,27,10,0,465,9,35,85,129,165,138,85,16,0,659,16,20,11,12,8,9,7,0,0,82,4,12,21,13,8,10,5,0,0,77,5,22,28,31,43,28,25,8,0,183
POA6010,0,5,3,3,8,10,12,3,0,43,0,0,53,91,107,59,19,0,0,328,5,10,21,31,52,24,9,0,0,148,0,0,0,14,8,5,0,0,0,32,9,31,55,59,59,35,10,4,0,260,4,7,11,9,15,19,12,0,0,77,32,70,40,37,46,25,20,3,0,278,50,63,34,19,14,16,5,0,0,196,3,6,20,17,24,21,6,3,0,103,0,7,7,6,16,7,8,0,0,46,0,0,25,36,73,33,23,3,0,200,0,12,19,29,26,27,25,3,0,136,5,38,111,135,153,120,76,19,0,652,3,8,11,9,23,21,3,0,0,79,0,15,91,78,55,41,22,3,0,307,22,40,47,43,55,62,26,0,0,298,3,20,64,66,100,87,51,15,3,411,23,18,21,6,10,10,4,3,0,94,3,11,10,10,14,17,8,3,0,76,4,15,28,40,41,38,21,7,4,194
POA6011,0,0,3,3,3,14,21,3,0,51,0,3,43,44,44,34,7,0,0,179,3,13,17,15,13,30,7,4,0,94,0,0,0,8,4,8,0,0,0,24,0,16,53,31,36,35,15,7,0,201,0,3,7,4,15,15,3,0,0,53,29,19,22,19,33,21,9,0,0,162,14,22,22,9,13,9,3,0,0,94,4,3,10,12,21,11,6,3,0,58,0,3,0,4,9,6,3,0,0,20,0,6,23,32,47,37,6,7,0,153,0,10,15,13,22,26,15,9,0,111,3,19,68,71,100,96,31,3,0,385,0,4,10,9,3,9,4,0,0,38,0,0,18,14,21,14,6,0,0,80,5,17,12,22,23,18,9,0,0,110,3,6,42,49,79,71,25,5,0,273,5,5,4,10,4,0,3,0,0,35,0,3,6,3,3,11,4,0,0,34,3,15,20,23,28,26,10,7,0,117
POA6012,0,0,3,3,7,9,11,0,0,31,0,4,30,42,55,22,4,0,0,159,3,3,20,21,29,28,10,4,0,109,0,0,3,7,7,7,0,0,0,31,5,11,59,30,50,36,7,0,0,210,0,4,5,8,13,10,4,0,0,45,22,22,35,19,25,16,11,0,0,156,26,39,30,23,9,8,8,0,0,149,0,0,12,10,13,11,6,3,0,60,0,0,0,4,6,8,0,0,0,23,0,4,12,22,26,10,17,0,0,82,0,3,4,17,22,13,15,3,0,81,0,17,62,57,73,54,14,3,0,271,0,4,17,12,11,12,3,0,0,59,0,3,18,16,24,21,11,0,0,100,13,14,20,17,27,27,11,0,0,132,3,6,21,47,47,30,22,0,0,180,0,4,15,5,5,3,0,0,0,39,3,7,12,12,15,4,4,0,0,52,0,7,16,33,23,13,6,0,0,103
POA6014,3,7,3,9,3,3,4,0,0,24,0,6,73,130,131,55,3,0,0,401,3,7,50,49,55,39,7,0,0,215,0,0,8,18,17,14,3,0,0,60,11,47,132,120,105,73,14,0,0,505,0,10,21,26,39,18,5,0,0,125,49,78,99,76,43,40,9,3,0,405,53,85,96,30,21,19,4,0,0,317,3,12,38,36,34,35,7,0,0,164,3,12,32,19,15,11,3,0,0,96,0,3,44,60,65,26,9,0,0,212,0,13,28,28,22,42,6,3,0,138,4,42,149,229,226,122,40,8,0,826,5,11,60,43,30,15,0,3,0,171,5,19,41,66,82,73,11,3,0,293,20,39,49,70,64,79,23,0,0,335,8,17,97,133,129,94,31,4,0,510,12,14,18,23,12,13,5,0,0,111,3,10,24,18,18,28,12,0,0,124,9,15,56,57,62,23,13,4,0,240
POA6015,0,3,0,0,7,0,3,3,0,16,0,4,7,29,56,37,9,3,0,142,3,3,4,4,21,10,3,0,0,55,0,0,0,0,3,0,0,0,0,10,6,12,23,26,48,32,7,4,0,153,0,3,3,3,10,17,3,3,0,34,21,33,11,11,23,18,3,6,0,119,26,21,9,5,13,8,3,0,0,80,0,3,5,7,16,3,4,0,0,41,0,0,0,3,3,8,0,0,0,20,0,6,3,18,38,16,3,0,3,80,0,0,4,7,16,12,9,4,0,50,3,15,19,41,91,71,19,12,0,276,0,6,3,8,11,7,3,0,0,34,3,0,11,9,14,14,0,0,0,44,12,11,3,14,21,16,8,0,0,93,3,12,9,25,51,49,19,4,0,171,7,7,8,7,3,3,0,0,0,35,3,3,3,5,5,5,3,0,0,24,0,9,5,9,24,27,4,0,0,82
POA6016,0,0,7,0,3,4,0,0,0,20,0,3,62,69,46,19,3,0,0,204,4,5,30,46,26,28,0,0,0,141,0,0,8,11,6,9,0,0,0,34,0,15,105,74,67,39,4,0,0,307,3,3,9,20,10,6,3,0,0,49,16,26,84,41,21,22,9,0,0,218,22,43,79,21,16,8,0,0,0,195,0,8,36,26,34,17,0,0,0,121,3,3,16,9,11,7,4,0,0,49,0,3,13,39,34,13,0,0,0,102,0,3,10,11,12,6,3,0,0,50,0,8,111,120,80,37,10,0,0,367,0,5,44,36,17,12,3,0,0,109,0,8,26,33,45,39,9,0,0,156,4,13,33,42,37,32,9,0,0,167,0,15,49,46,33,23,9,0,0,170,3,4,9,10,10,6,0,0,0,50,4,9,21,17,13,15,5,0,0,80,0,11,30,30,26,13,4,0,0,112
POA6017,0,0,0,4,0,0,0,0,0,6,0,0,19,16,9,4,0,0,0,47,0,4,32,16,12,8,0,0,0,75,0,0,5,6,0,0,0,0,0,16,0,27,74,36,14,4,6,0,0,169,0,0,15,8,7,8,0,0,0,37,0,32,49,22,4,5,5,0,0,123,6,22,56,13,10,3,0,3,0,116,3,3,29,19,11,17,4,0,0,85,0,0,14,5,0,3,0,0,0,24,0,7,18,8,9,0,0,0,0,41,0,0,14,3,3,0,0,0,0,20,0,3,57,16,6,7,0,0,0,90,0,8,37,15,5,9,3,0,0,64,0,0,27,19,9,11,3,0,0,64,0,5,17,8,9,10,0,0,0,56,0,0,36,19,13,4,3,0,0,71,0,0,15,4,0,0,0,0,0,17,0,0,28,8,3,0,6,0,0,44,0,11,21,17,9,9,0,0,0,66
POA6018,0,3,3,10,7,8,9,0,0,42,0,22,249,258,148,67,13,0,0,752,14,18,92,122,101,78,32,7,0,464,4,3,35,39,42,18,3,0,0,147,37,124,587,369,294,185,30,3,0,1621,7,23,50,82,67,38,10,3,0,279,121,135,125,86,114,67,19,7,0,675,116,111,132,47,34,24,3,0,0,466,4,8,73,83,81,76,23,3,0,347,11,15,41,42,36,31,3,0,0,175,0,10,93,95,102,40,14,0,0,361,3,10,38,49,49,34,16,3,0,202,7,29,273,348,272,147,46,9,0,1139,7,17,62,56,54,36,8,9,0,247,0,15,127,123,184,89,34,3,0,572,16,36,96,104,122,106,40,3,0,528,5,25,107,138,115,88,30,0,0,508,17,42,59,26,38,21,7,0,0,210,13,23,80,59,53,57,12,0,0,308,16,36,111,102,99,55,24,8,0,452
POA6019,3,5,4,7,5,0,3,0,0,35,0,23,205,177,110,53,7,0,0,572,0,18,81,59,66,35,5,0,0,263,0,0,21,25,18,13,0,0,0,79,20,101,471,229,153,95,18,3,0,1091,3,7,50,39,36,24,9,0,0,164,58,96,97,63,53,42,21,0,0,428,43,66,135,49,36,16,11,0,0,345,3,8,48,43,31,35,12,0,0,192,5,5,28,24,18,14,8,0,0,107,0,7,53,68,55,27,4,0,0,220,0,5,25,43,34,20,11,5,0,140,0,19,171,192,133,79,38,8,0,645,5,6,67,36,33,22,7,7,0,177,0,19,87,89,85,63,8,3,0,352,13,28,72,81,89,74,23,0,0,381,0,16,79,68,76,45,9,0,0,295,9,24,42,30,18,8,6,0,0,132,3,18,57,43,30,23,5,3,0,179,3,22,89,76,49,41,16,8,0,306
POA6020,0,0,0,13,12,6,6,0,0,39,3,7,59,95,140,73,10,0,0,381,10,6,31,56,77,54,24,0,0,255,0,5,12,30,13,23,9,0,0,88,48,82,205,197,207,146,53,0,0,943,4,8,14,35,49,49,17,0,0,176,56,76,49,51,52,67,29,4,0,380,62,43,32,20,25,20,5,0,0,209,3,8,19,40,60,51,16,3,0,199,10,8,8,16,25,18,3,0,0,88,0,10,24,69,63,48,20,0,0,225,0,3,11,19,46,27,17,3,0,130,10,23,85,152,177,126,60,3,0,637,4,8,11,37,27,25,5,0,0,125,6,11,27,68,105,90,26,0,0,331,8,22,27,50,65,127,39,5,0,350,4,17,34,45,65,58,19,0,0,249,13,17,4,14,7,23,5,0,0,86,9,15,26,27,27,32,11,0,0,146,17,20,33,62,51,41,21,3,0,249
POA6021,3,4,3,8,9,3,4,0,0,34,0,5,86,94,47,19,3,0,0,261,5,9,67,71,65,51,19,4,0,290,0,9,21,25,25,17,3,0,0,97,30,99,316,204,167,133,46,11,0,994,3,17,35,36,47,29,4,0,0,181,53,100,93,75,69,41,19,5,0,454,50,65,84,38,35,13,3,4,0,300,0,10,69,54,58,56,16,0,0,256,0,3,18,19,16,11,0,0,0,69,0,7,44,40,27,19,4,0,0,146,0,4,17,17,18,19,6,0,0,80,4,17,166,155,91,35,18,0,0,483,3,13,26,29,24,23,11,0,0,131,0,16,52,63,84,62,14,0,0,285,7,11,50,46,51,45,9,0,0,219,3,6,54,71,41,47,9,0,0,225,12,9,23,20,16,7,0,0,0,94,3,19,61,30,42,32,17,0,0,191,5,28,68,67,53,33,16,3,0,276
POA6022,0,0,0,5,0,3,0,0,0,9,0,3,23,11,15,4,0,0,0,60,0,3,11,24,27,10,8,0,0,85,0,0,3,8,4,0,0,0,0,18,8,14,81,70,44,25,9,0,0,249,0,0,7,11,9,7,6,0,0,36,18,22,21,15,16,11,8,0,0,100,13,13,15,12,9,3,3,0,0,67,0,0,9,20,9,18,8,0,0,64,3,0,4,4,5,3,0,0,0,19,0,0,8,13,0,3,0,0,0,31,0,0,3,3,4,3,0,0,0,18,0,0,34,32,25,11,14,0,0,112,3,4,7,6,6,8,4,0,0,35,0,7,15,22,29,22,4,0,0,100,0,8,11,17,17,17,4,0,0,75,0,5,18,12,11,11,3,0,0,57,0,7,5,4,0,3,0,0,0,28,3,3,18,13,9,9,3,0,0,53,0,3,14,11,12,14,4,0,0,49
POA6023,0,0,5,3,10,3,0,0,0,21,0,7,50,105,87,45,8,0,0,302,8,15,19,70,54,35,13,0,0,220,0,0,5,15,19,14,3,0,0,59,20,74,107,181,142,76,24,3,0,632,3,4,15,16,31,25,5,3,0,102,42,50,37,36,37,35,22,0,0,271,60,32,22,22,17,6,9,0,0,170,0,11,16,30,39,42,13,0,0,152,4,4,3,15,19,4,3,0,0,63,0,3,14,42,41,23,18,0,0,144,0,4,11,19,16,17,9,0,0,68,5,29,63,138,137,96,32,0,0,507,5,10,15,24,30,16,18,0,0,106,0,5,25,72,71,65,11,0,0,258,8,12,25,65,61,75,21,0,0,263,0,14,26,32,45,37,20,0,0,176,13,14,10,14,12,12,6,0,0,80,8,17,20,29,21,24,12,0,0,120,3,15,29,41,39,31,12,0,0,176
POA6024,0,0,3,5,0,4,3,0,0,15,0,7,62,71,49,25,3,0,0,215,4,13,37,52,62,49,13,3,0,227,0,0,11,13,7,11,4,0,0,44,31,49,234,180,131,76,21,0,0,723,0,11,26,27,28,8,5,0,0,115,42,55,43,38,31,41,13,0,0,258,37,34,37,21,24,11,3,0,0,154,0,7,35,36,31,36,18,0,0,168,4,8,17,14,6,6,3,0,0,61,0,3,13,24,25,16,10,0,0,95,0,3,9,10,7,9,12,0,0,51,0,11,75,81,52,32,16,0,0,276,3,8,23,22,24,23,12,0,0,109,5,13,46,54,74,49,5,0,0,240,3,6,29,52,48,49,21,3,0,212,0,6,19,38,33,23,4,0,0,133,8,11,11,9,7,10,12,0,0,63,8,9,33,28,25,20,16,0,0,127,7,18,31,33,36,30,14,3,0,172
POA6025,0,6,11,8,12,8,4,0,0,43,0,20,140,170,168,75,8,0,0,572,15,24,83,111,137,108,24,3,0,512,0,4,26,25,39,34,7,0,0,132,44,147,513,415,298,203,58,3,0,1681,3,20,33,50,73,54,11,0,0,253,91,105,97,86,82,70,31,3,0,563,110,67,68,35,35,30,9,0,0,363,3,21,50,64,82,82,23,3,0,320,11,8,23,31,34,16,9,0,0,121,3,9,24,57,73,48,10,0,0,234,3,9,29,22,30,31,13,0,0,132,7,41,118,181,174,122,43,0,0,696,12,15,54,50,55,36,16,4,0,235,6,23,90,113,133,121,23,4,0,519,16,20,51,74,95,106,34,0,0,397,4,28,63,66,95,88,14,5,0,371,27,23,24,20,13,20,9,0,0,135,3,43,58,64,72,46,22,0,0,302,12,31,66,81,98,71,32,0,0,394
POA6026,3,6,6,10,5,4,5,0,0,35,0,12,67,101,101,65,4,0,0,355,13,27,32,63,103,90,21,3,0,353,0,3,16,25,35,35,6,0,0,115,48,117,236,234,228,193,34,0,0,1078,4,9,22,50,55,43,10,0,0,204,114,111,60,46,60,72,27,0,0,492,80,45,31,21,25,23,3,0,0,238,5,4,33,53,75,111,24,0,0,303,6,12,13,19,20,20,4,0,0,97,0,0,22,61,73,58,9,0,0,223,0,3,9,19,15,20,11,0,0,75,3,30,70,141,114,91,28,3,0,480,12,16,22,29,37,48,9,0,0,170,5,18,57,89,137,124,26,0,0,454,7,33,24,74,68,124,21,0,0,360,4,16,26,44,47,60,15,3,0,209,14,33,15,9,15,20,4,0,0,112,12,31,34,51,57,58,20,0,0,246,20,17,35,55,84,64,16,3,0,293
POA6027,3,8,24,9,15,5,3,4,0,69,3,23,185,219,206,108,13,0,0,750,19,44,116,134,190,169,39,0,0,719,0,3,13,43,52,37,0,0,0,146,102,262,625,529,557,338,56,8,0,2481,8,22,82,78,83,77,11,3,0,370,165,219,178,106,121,115,23,3,0,931,156,132,102,53,40,46,5,0,0,537,9,9,69,84,130,140,33,3,0,480,12,25,27,32,35,36,6,0,0,181,0,10,47,46,75,50,10,0,0,241,0,8,19,34,31,32,13,3,0,139,8,45,166,200,193,131,39,6,0,788,17,33,90,72,90,80,20,0,0,404,7,45,130,173,196,184,30,4,0,768,13,56,117,102,141,138,45,3,0,611,7,37,86,72,100,103,28,4,0,437,31,38,38,29,22,23,9,0,0,187,20,48,104,82,82,95,21,0,0,452,22,64,124,124,138,82,36,3,0,594
POA6028,0,3,6,5,13,3,3,0,0,34,0,18,69,148,167,69,6,0,0,484,11,20,36,79,135,81,21,0,0,377,3,4,13,28,39,30,0,0,0,115,63,170,219,297,346,179,22,0,0,1288,7,18,17,51,74,39,9,0,0,206,110,146,65,69,74,50,9,4,0,531,130,64,32,25,26,28,4,0,0,312,4,8,25,46,99,86,12,0,0,279,13,15,15,20,28,16,0,0,0,106,0,9,27,51,84,33,7,0,0,205,0,7,7,18,24,20,0,0,0,74,3,22,54,119,186,86,9,0,0,480,4,19,25,37,55,32,8,0,0,177,6,14,43,98,183,74,16,3,0,445,10,20,48,63,83,63,14,0,0,302,8,23,36,61,75,47,8,0,0,261,24,15,7,18,12,7,0,0,0,89,11,31,35,39,60,50,9,0,0,229,26,40,38,59,109,52,9,0,0,330
POA6029,0,0,0,0,3,0,0,0,0,3,0,0,23,12,18,0,0,0,0,57,0,9,4,10,10,3,0,0,0,36,0,0,3,0,3,6,0,0,0,10,3,13,36,34,21,20,7,0,0,125,0,0,4,7,3,3,0,0,0,22,13,18,3,3,4,8,3,0,0,48,8,3,10,4,0,3,0,0,0,31,0,0,3,10,6,5,0,0,0,23,0,0,6,0,0,3,0,0,0,15,0,0,6,5,6,3,0,0,0,34,0,0,0,6,7,3,5,0,0,30,0,3,11,24,29,18,5,0,0,91,0,0,0,0,3,0,3,0,0,13,0,0,6,9,10,12,0,0,0,39,3,0,0,7,14,11,3,0,0,44,0,0,5,10,13,8,7,0,0,39,4,3,4,3,3,3,0,0,0,22,0,0,6,4,3,3,0,0,0,19,3,0,3,6,15,7,3,0,0,37
