region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA6159,0,16,98,253,89,17,4,10,487,0,11,48,41,0,3,0,3,106,9,35,109,166,8,3,0,3,333,9,46,157,207,8,6,0,6,439,0,24,27,15,0,0,0,0,66,0,3,14,26,0,0,0,0,43,12,10,31,24,4,0,0,0,81,0,0,0,0,0,0,0,0,0,12,37,72,65,4,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,99,327,525,101,23,4,16,1116
POA6160,3,32,359,729,243,52,4,19,1441,0,53,256,148,18,0,0,13,488,5,25,145,205,26,0,0,6,412,5,78,401,353,44,0,0,19,900,6,102,198,64,3,0,0,14,387,0,72,192,24,0,4,0,8,300,11,109,140,40,3,0,0,11,314,0,0,0,0,0,0,0,0,0,17,283,530,128,6,4,0,33,1001,0,6,8,9,3,0,0,3,29,0,3,3,0,0,0,0,0,6,25,402,1301,1219,296,56,4,74,3377
POA6161,0,5,9,18,0,0,0,0,32,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,21,0,0,0,0,41
POA6162,5,74,586,1611,668,93,25,54,3116,0,87,261,124,13,0,3,17,505,0,12,73,123,23,0,0,0,231,0,99,334,247,36,0,3,17,736,0,49,37,20,0,0,0,9,115,4,33,76,42,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,113,62,0,0,0,9,270,19,39,61,10,3,0,0,6,138,0,0,0,0,0,0,0,0,0,28,294,1094,1930,707,93,28,86,4260
POA6163,14,164,1044,6791,5563,694,105,221,14596,3,222,676,883,97,8,3,64,1956,3,13,80,153,59,7,3,12,330,6,235,756,1036,156,15,6,76,2286,10,85,350,181,16,0,0,21,663,0,51,192,124,0,0,0,14,381,0,0,16,27,3,0,0,3,49,0,7,8,5,0,0,0,0,20,10,143,566,337,19,0,0,38,1113,3,3,0,3,0,0,0,0,9,0,0,0,3,4,0,0,0,7,33,545,2366,8170,5742,709,111,335,18011
POA6164,13,30,150,3626,9414,779,125,135,14272,0,57,165,475,148,10,0,15,870,0,4,8,73,12,0,0,3,100,0,61,173,548,160,10,0,18,970,0,33,62,62,7,0,0,3,167,0,31,135,18,0,0,0,3,187,0,13,35,0,0,0,0,0,48,0,0,0,11,0,0,0,3,14,0,77,232,91,7,0,0,9,416,7,34,0,0,3,0,0,0,44,0,0,0,0,0,0,0,0,0,20,202,555,4265,9584,789,125,162,15702
POA6165,0,0,4,14,14,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,14,0,0,0,32
POA6166,5,32,187,693,1465,206,39,44,2671,0,0,18,92,15,0,0,4,129,0,0,0,9,11,0,0,0,20,0,0,18,101,26,0,0,4,149,0,5,0,20,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,3,28,7,22,9,0,3,0,0,7,48,0,0,0,0,0,0,0,0,0,12,59,214,814,1494,206,39,58,2896
POA6167,13,83,489,3081,3102,259,44,144,7215,0,49,79,54,7,0,0,7,196,0,0,4,40,4,3,0,0,51,0,49,83,94,11,3,0,7,247,0,20,160,13,4,0,0,9,206,3,3,143,37,0,3,0,4,193,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,26,307,50,4,3,0,13,406,0,5,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,3,16,166,879,3225,3120,265,44,164,7879
POA6168,8,28,225,3302,2761,298,53,109,6784,0,88,431,349,10,0,0,37,915,0,4,67,181,39,4,0,7,302,0,92,498,530,49,4,0,44,1217,3,111,558,340,12,4,0,42,1070,0,0,7,14,0,0,0,0,21,0,16,45,38,0,0,0,0,99,5,0,0,0,0,0,0,0,5,8,127,610,392,12,4,0,42,1195,30,127,78,12,0,0,0,17,264,0,0,0,0,0,0,0,0,0,46,374,1411,4236,2822,306,53,212,9460
POA6169,8,30,315,3860,6121,553,85,165,11137,3,26,228,269,24,3,0,14,567,0,13,32,19,3,0,0,0,67,3,39,260,288,27,3,0,14,634,0,68,251,134,6,3,0,12,474,0,0,23,17,0,0,0,3,43,0,0,0,29,3,0,0,0,32,0,3,3,3,0,0,0,0,9,0,71,277,183,9,3,0,15,558,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,3,3,11,140,852,4331,6161,562,85,197,12339
POA6170,3,8,33,613,1022,116,18,26,1839,0,0,8,54,145,10,0,5,222,0,0,0,5,3,0,0,0,8,0,0,8,59,148,10,0,5,230,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,52,672,1170,126,18,31,2080
POA6171,3,50,139,764,3643,272,36,40,4947,0,0,0,32,29,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,32,29,3,0,0,64,0,0,10,22,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,10,22,0,0,0,0,35,4,18,37,4,0,0,0,0,63,0,0,0,3,0,0,0,3,6,7,71,186,825,3672,275,36,43,5115
POA6172,6,8,128,589,3089,239,22,82,4163,0,9,11,26,6,0,0,0,52,0,0,0,6,5,0,0,0,11,0,9,11,32,11,0,0,0,63,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,139,636,3100,239,22,82,4241
POA6173,3,4,5,350,2471,207,19,19,3078,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,6,0,0,0,10,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,19,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,5,366,2480,207,19,19,3106
POA6174,3,3,47,255,353,43,7,3,714,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,47,258,353,43,7,3,717
POA6175,3,0,34,237,587,67,9,5,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,242,587,67,9,5,947
POA6176,0,3,6,51,110,33,8,7,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,9,54,110,33,8,7,227
POA6180,0,38,70,185,759,36,8,11,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,6,0,38,73,188,765,36,8,11,1119
POA6181,4,3,5,14,89,27,3,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,14,89,27,3,0,145
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,9,24,113,164,21,6,7,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,30,113,167,21,6,7,356
POA6208,0,28,335,1198,1465,129,35,66,3256,0,19,49,34,6,0,0,8,116,0,0,7,0,0,5,0,0,12,0,19,56,34,6,5,0,8,128,0,3,45,17,0,0,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,17,0,0,0,3,68,6,49,25,0,4,0,0,5,89,0,0,0,6,0,0,0,0,6,6,99,461,1255,1475,134,35,82,3547
POA6209,6,60,123,157,210,47,15,9,627,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,8,32,20,3,5,0,0,4,72,0,0,0,0,0,0,0,0,0,14,92,148,160,215,50,15,13,707
POA6210,20,139,1334,6373,9444,814,118,293,18535,5,275,957,1086,75,3,3,110,2514,0,34,109,348,40,11,0,9,551,5,309,1066,1434,115,14,3,119,3065,5,161,365,603,38,3,0,50,1225,3,4,25,85,5,0,0,0,122,0,0,58,85,4,0,0,0,147,0,0,5,0,0,0,0,0,5,8,165,453,773,47,3,0,50,1499,16,61,112,54,5,0,0,14,262,0,0,0,3,3,0,0,0,6,49,674,2965,8637,9614,831,121,476,23367
POA6211,4,31,86,551,1048,92,13,20,1845,0,3,30,3,3,0,0,0,39,0,0,3,10,0,0,0,0,13,0,3,33,13,3,0,0,0,52,0,0,6,5,0,0,0,0,11,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,8,0,0,0,0,20,5,31,9,6,0,3,0,0,54,0,0,0,0,0,0,0,0,0,12,65,137,578,1051,95,13,20,1971
POA6213,3,5,38,124,74,14,0,3,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,6,5,41,127,74,14,0,6,273
POA6214,0,3,5,52,45,12,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,5,52,45,12,0,6,123
POA6215,0,11,133,532,441,66,18,16,1217,0,4,62,17,0,0,0,5,88,0,0,0,0,3,0,0,0,3,0,4,62,17,3,0,0,5,91,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,4,10,3,0,3,0,0,0,20,0,0,0,0,4,0,0,0,4,4,28,203,549,451,66,18,21,1340
POA6218,0,3,34,77,41,6,0,4,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,34,77,41,6,0,7,171
POA6220,0,15,151,673,551,71,19,29,1509,0,0,12,16,5,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,12,16,5,0,0,3,36,0,22,54,21,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,22,54,24,0,0,0,0,100,0,0,3,3,0,0,0,39,45,0,0,0,3,0,0,0,0,3,0,37,220,719,556,71,19,71,1693
POA6221,3,3,15,56,56,8,3,3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,56,56,8,3,3,147
POA6224,0,5,50,209,121,13,0,9,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,8,53,212,121,13,0,22,429
POA6225,0,45,366,1476,989,115,17,63,3071,0,10,42,25,3,0,0,3,83,0,0,0,0,0,0,0,0,0,0,10,42,25,3,0,0,3,83,0,10,24,19,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,4,24,0,23,24,26,0,0,0,7,80,7,14,9,7,0,0,3,3,43,0,0,0,0,0,0,0,0,0,7,92,441,1534,992,115,20,76,3277
POA6226,0,0,16,51,112,21,3,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,112,21,3,3,206
POA6227,0,0,3,65,81,12,4,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,81,12,4,0,165
POA6229,0,0,10,58,58,16,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,46,49,0,0,0,0,0,0,0,0,0,0,0,13,58,58,16,0,46,191
POA6230,14,99,813,5171,5465,492,80,184,12318,10,226,592,659,56,3,0,54,1600,0,9,65,132,17,3,0,0,226,10,235,657,791,73,6,0,54,1826,11,115,297,230,12,0,0,26,691,0,9,90,23,0,0,0,3,125,0,3,25,5,0,0,0,0,33,0,3,0,0,0,0,0,0,3,11,130,412,258,12,0,0,29,852,14,55,49,9,3,0,0,9,139,0,0,0,3,3,0,0,0,6,49,519,1931,6232,5556,498,80,276,15141
POA6232,3,5,75,941,1829,96,17,37,3003,0,5,157,36,0,0,0,7,205,0,0,0,0,0,0,0,0,0,0,5,157,36,0,0,0,7,205,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,3,18,9,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,6,28,241,1005,1829,96,17,47,3269
POA6233,6,16,108,1318,3178,296,38,47,5007,0,16,67,49,0,0,0,3,135,0,0,0,3,5,0,0,0,8,0,16,67,52,5,0,0,3,143,0,4,8,30,9,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,30,9,0,0,3,54,14,36,19,0,3,0,0,3,75,0,0,0,4,0,0,0,0,4,20,72,202,1404,3195,296,38,56,5283
POA6236,0,8,42,237,304,44,7,3,645,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,42,244,304,44,7,3,658
POA6237,4,13,65,334,385,51,16,7,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,3,3,0,0,0,9,0,0,0,0,0,3,0,0,3,4,13,71,337,388,54,16,7,890
POA6239,0,18,159,593,544,68,9,15,1406,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,10,16,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,3,29,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,32,186,593,544,68,9,18,1450
POA6240,4,6,14,42,31,5,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,42,31,5,3,0,105
POA6244,3,15,94,254,187,36,13,9,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,15,94,257,187,36,13,9,614
POA6251,0,4,24,73,48,0,0,5,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,7,24,73,48,0,0,5,163
POA6253,3,11,65,104,47,13,3,3,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,11,65,109,47,13,3,3,254
POA6254,0,4,45,142,43,12,0,7,253,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,50,145,43,12,0,7,264
POA6255,3,33,189,608,403,48,9,13,1306,0,14,28,3,0,0,0,0,45,0,0,3,0,0,0,0,0,3,0,14,31,3,0,0,0,0,48,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,3,4,3,4,0,0,0,5,19,0,0,0,0,0,0,0,0,0,6,58,223,615,403,48,9,18,1380
POA6256,0,0,11,33,29,8,3,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,29,8,3,0,84
POA6258,4,20,239,1073,696,103,22,30,2187,3,3,10,3,3,0,0,3,25,0,0,0,0,0,0,0,0,0,3,3,10,3,3,0,0,3,25,0,42,98,17,3,0,0,12,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,98,17,3,0,0,12,172,0,3,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,7,71,350,1093,702,103,22,45,2393
POA6260,3,11,88,246,167,17,4,10,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,6,14,91,246,167,17,4,10,555
