POA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA6060,0,0,3,12,5,4,3,0,3,29,0,0,0,20,6,13,11,5,0,53,0,3,5,15,0,0,0,0,0,26,0,0,0,5,3,0,6,7,3,27,4,9,34,106,50,33,16,11,3,272,0,0,0,16,5,0,3,3,0,25,3,0,3,26,0,0,0,0,0,32,0,0,0,0,4,0,0,0,0,3,0,14,18,45,14,15,3,0,0,108,0,3,0,23,8,16,11,10,9,77,0,0,3,27,5,15,18,11,6,89,0,0,3,30,13,8,5,3,3,67,0,4,31,101,37,42,20,9,3,261,0,0,0,4,4,3,3,3,0,22,3,3,3,24,0,8,0,0,0,53,0,0,0,29,0,0,0,0,0,34,0,3,3,32,9,7,3,0,0,55,0,0,0,6,11,15,8,10,3,63,0,0,0,4,3,0,0,0,0,14,0,11,3,24,3,3,0,0,0,41
POA6061,0,0,10,47,6,9,7,7,3,100,5,22,52,206,64,47,34,19,11,463,0,0,3,25,0,0,0,0,0,29,0,0,0,3,0,4,14,14,4,41,11,59,58,214,69,71,34,4,0,525,0,0,0,6,3,3,3,0,0,15,9,18,16,67,3,0,0,0,0,120,0,0,0,0,0,0,0,0,0,4,6,49,62,215,54,41,15,3,0,448,0,0,3,28,14,23,21,7,3,93,0,0,4,15,15,17,16,20,3,89,0,3,5,33,15,24,3,0,3,87,0,3,14,49,10,17,11,3,0,114,0,0,0,9,5,14,7,0,3,40,0,6,6,34,14,9,9,0,0,74,0,0,3,70,0,0,0,0,0,74,3,40,41,74,21,13,10,0,0,202,0,0,13,76,50,58,32,18,8,247,0,0,7,17,0,0,0,0,0,29,0,3,3,19,3,0,3,0,0,37
POA6062,0,3,5,28,19,6,13,4,4,83,0,0,12,14,36,40,13,17,12,143,0,3,3,24,0,0,0,0,0,34,0,0,3,3,3,3,19,5,7,47,0,40,57,141,78,45,33,3,6,393,0,0,3,7,8,4,3,3,4,31,0,4,3,18,0,3,4,0,0,39,0,0,0,4,3,0,0,0,0,9,9,53,61,123,60,32,18,3,0,361,0,0,0,25,6,28,18,6,14,96,0,0,5,17,17,20,24,27,3,106,3,3,3,31,19,37,20,14,3,137,0,5,28,56,41,53,23,12,3,220,0,0,0,6,7,15,6,5,0,45,0,4,9,25,12,11,17,5,3,83,3,0,8,81,0,0,0,0,0,89,4,12,16,46,21,7,6,0,0,106,0,0,0,15,4,9,12,5,0,55,0,0,3,10,4,0,0,4,0,13,0,0,5,15,5,9,0,0,0,28
POA6063,0,4,3,16,7,7,5,0,0,41,0,10,8,56,25,29,16,7,3,149,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,8,3,22,23,62,31,27,12,0,0,182,0,0,0,0,0,0,3,0,0,11,0,4,6,6,3,3,0,0,0,26,0,5,0,3,0,0,0,0,0,8,3,6,19,67,31,23,11,0,0,171,0,0,0,9,0,6,3,3,0,23,0,0,0,9,8,9,11,3,0,43,0,3,0,6,9,8,4,11,0,38,0,9,11,12,15,10,12,4,0,71,0,0,0,3,0,3,0,0,0,10,0,3,4,7,4,3,3,3,0,35,0,0,0,5,0,0,0,0,0,10,0,7,11,30,10,9,3,0,0,59,0,0,0,3,8,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,14
POA6064,0,0,3,11,14,17,17,7,3,72,6,30,76,195,86,80,38,30,6,541,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,21,10,3,43,4,28,38,117,74,54,16,5,3,336,0,0,0,0,4,5,3,0,0,15,0,8,8,15,4,0,0,0,0,31,0,0,0,0,6,0,0,0,0,7,3,40,48,100,40,34,10,3,0,291,0,0,0,10,12,17,9,6,0,56,0,0,0,11,26,29,37,12,7,120,0,3,4,16,24,10,10,4,0,64,0,4,13,28,13,8,7,0,0,74,0,0,0,8,14,10,3,4,0,37,0,0,11,7,5,7,8,0,0,40,0,0,7,23,0,3,0,0,0,35,7,41,29,55,14,11,0,0,0,154,0,0,4,57,51,57,36,13,3,224,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,3,0,0,0,26
POA6065,3,8,9,41,16,19,7,0,0,103,0,6,7,27,31,20,11,9,0,103,0,0,0,10,0,0,0,0,0,19,0,0,4,9,5,9,20,20,11,80,10,97,113,357,184,110,57,22,8,964,0,0,10,29,10,10,7,5,0,78,0,6,6,21,3,3,3,0,0,47,0,0,3,9,5,0,0,0,0,19,6,35,45,131,69,41,8,4,0,335,0,0,3,33,15,36,16,4,0,108,3,36,42,130,86,63,57,46,10,469,4,7,22,66,35,18,13,6,0,175,7,152,177,404,189,80,37,13,4,1071,0,0,0,10,9,10,3,3,0,35,0,0,5,14,11,7,4,3,0,48,0,0,15,53,0,3,0,0,0,70,3,14,12,78,25,10,4,0,0,140,0,4,9,96,34,27,9,4,0,175,0,0,0,3,0,0,0,0,0,8,0,17,16,26,4,3,5,0,0,73
POA6066,0,0,3,9,12,11,11,0,0,45,0,5,9,42,30,17,8,4,3,124,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,6,0,19,0,32,43,82,51,38,9,0,0,262,0,0,0,3,3,3,3,0,0,14,0,4,4,5,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,20,26,63,29,25,14,0,0,177,0,0,0,9,7,21,5,3,3,49,0,0,0,6,17,17,16,6,0,68,0,3,3,14,14,30,7,3,0,72,0,6,5,31,26,16,6,3,0,98,0,0,0,4,0,8,4,3,0,14,0,0,0,4,3,14,7,0,0,44,0,0,3,9,0,0,0,0,0,10,0,0,14,21,20,3,5,0,0,58,0,0,4,20,15,4,8,0,0,46,0,0,0,0,0,0,0,0,0,4,0,3,3,4,3,3,0,0,0,17
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,4,8,42,11,4,4,0,0,77,0,0,10,19,7,11,3,0,0,47,0,0,0,4,0,0,0,0,0,4,0,3,0,5,3,12,28,12,5,68,11,109,124,400,179,98,37,9,0,960,0,0,0,9,4,4,4,4,0,30,0,4,0,9,0,0,0,3,0,17,0,0,0,5,3,0,0,0,0,8,0,38,27,130,49,20,9,0,0,268,0,0,0,25,8,8,8,0,0,64,3,19,19,63,64,38,31,14,8,259,4,14,12,50,21,18,6,3,0,128,3,55,86,207,104,39,20,12,0,521,0,0,0,4,0,0,0,0,0,7,0,7,0,27,11,6,4,0,0,58,0,0,4,6,3,0,0,0,0,12,0,8,9,41,9,3,0,0,0,75,0,0,0,5,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,25,8,9,3,0,0,48
POA6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,12,0,0,4,8,11,17,0,3,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,3,0,0,9,0,0,0,3,12,4,6,3,0,29,0,0,0,4,0,0,0,3,0,6,0,3,0,12,5,3,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,10
POA6071,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,13,0,0,3,5,8,7,4,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,16,0,0,0,0,0,0,3,0,0,9,0,0,3,5,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,11
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,20,0,0,0,6,12,7,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6076,0,0,3,3,3,4,0,5,0,14,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,14,12,11,20,10,10,85,0,14,14,67,74,63,16,9,3,267,0,0,0,10,8,3,5,3,0,31,0,0,0,0,0,0,3,0,0,3,0,0,0,3,6,3,0,0,0,20,0,3,8,13,14,9,0,0,0,50,0,0,0,4,0,3,0,3,8,22,0,4,3,22,23,41,41,30,13,173,0,0,0,12,8,9,7,0,0,43,0,9,17,38,30,20,15,18,3,152,0,0,0,0,0,0,0,0,0,4,0,3,0,5,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,5,15,5,5,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,13,3,10,0,0,51
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,3,0,3,4,9,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,18,0,3,3,18,13,12,12,3,0,55,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,8,0,3,0,24,0,3,0,0,0,0,0,0,0,6,0,0,5,13,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
POA6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,9,0,0,3,10,16,11,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,4,0,17,0,0,0,0,0,3,0,0,0,3,0,3,0,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,9,9,4,3,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,5,0,0,0,16,0,0,0,0,3,4,0,0,0,5,0,3,0,7,6,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,6
POA6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,0,19,0,4,3,49,28,28,10,3,0,130,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,8,14,14,16,9,4,0,55,0,0,0,3,3,4,0,0,0,18,0,10,3,15,10,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,14
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,6,10,3,0,0,0,0,18,0,0,0,10,8,6,3,6,3,30,0,3,26,39,0,0,0,0,0,70,0,0,0,4,3,4,15,3,0,30,0,5,25,56,37,29,11,4,0,166,0,0,0,3,5,4,0,0,0,16,3,4,0,14,0,3,0,0,0,30,0,0,0,3,0,0,0,0,0,3,3,14,8,62,13,11,4,0,0,108,0,0,0,6,4,4,0,4,3,19,0,0,4,12,7,21,10,4,0,61,0,3,9,37,9,13,10,0,0,85,0,0,15,26,7,4,3,4,0,62,0,0,0,0,0,6,0,0,0,5,3,4,8,29,4,0,5,0,0,49,0,0,7,43,0,0,0,0,0,58,3,0,8,28,7,9,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,15,4,0,3,0,0,30
POA6101,0,0,4,15,0,0,3,0,0,28,0,0,0,16,8,12,5,4,3,49,0,0,12,26,0,0,0,0,0,49,0,0,3,3,3,3,3,3,0,19,3,5,19,94,36,27,13,3,0,200,0,0,0,8,0,0,0,0,0,10,6,10,0,14,0,5,0,0,0,39,0,3,0,3,0,0,0,0,0,5,3,10,7,49,17,12,0,0,0,110,0,0,3,11,3,3,3,3,4,34,0,0,0,24,17,9,8,6,0,68,0,0,8,30,14,9,3,0,0,65,0,0,7,29,6,3,3,3,0,57,0,0,0,0,0,0,0,0,0,4,0,5,10,13,7,5,3,0,0,37,0,3,11,56,0,0,0,0,0,71,0,0,3,28,6,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,3,21,3,0,0,0,0,30
POA6102,0,0,7,10,3,3,0,3,3,33,0,0,13,13,9,12,4,6,4,68,0,0,3,9,0,0,0,0,0,14,0,0,0,0,3,0,10,7,11,27,0,10,14,52,12,12,5,10,0,113,0,0,0,0,0,0,3,0,0,4,4,3,8,13,3,0,0,0,0,39,0,0,3,4,3,0,0,0,0,16,0,10,23,70,13,7,3,0,0,133,0,0,0,0,3,0,5,0,4,18,0,0,6,3,7,9,3,10,8,56,0,0,53,41,3,16,5,3,4,122,0,0,17,12,0,8,5,3,8,53,0,0,0,0,0,0,0,0,0,4,0,0,7,22,4,0,0,0,3,31,0,0,6,37,0,0,0,0,0,43,0,0,10,26,9,6,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,7,9,3,3,3,0,3,22
POA6103,0,0,3,18,0,3,0,0,0,29,0,0,0,15,5,3,3,3,0,27,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,12,22,62,26,22,10,4,0,151,0,0,0,3,0,3,0,3,0,7,3,0,3,15,0,0,0,0,0,30,0,0,0,5,0,0,0,0,0,5,3,11,15,61,15,10,4,0,0,125,0,0,0,3,0,5,4,3,0,20,0,0,0,17,3,0,8,5,0,29,0,0,12,33,0,11,12,0,0,66,0,0,4,18,6,9,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,3,19,0,5,0,0,0,25,0,0,0,32,0,0,0,0,0,31,0,0,4,28,3,9,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,15
