region_id,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
POA6000,0,0,0,0,147,147,27,3,0,0,554,584,420,25,23,0,1398,1866,310,43,89,0,425,867,248,36,113,0,232,629,191,35,121,9,139,495,92,14,59,7,51,223,43,0,9,11,33,96,12,0,0,13,5,30,1343,156,414,40,2984,4937,8,0,0,3,112,123,59,3,0,0,543,605,444,25,33,4,997,1503,249,29,70,0,187,535,160,32,75,9,97,373,149,18,80,18,48,313,67,6,31,22,14,140,22,0,8,43,11,84,6,0,3,35,3,47,1164,113,300,134,2012,3723,8,0,0,3,259,270,86,6,0,0,1097,1189,864,50,56,4,2395,3369,559,72,159,0,612,1402,408,68,188,9,329,1002,340,53,201,27,187,808,159,20,90,29,65,363,65,0,17,54,44,180,18,0,3,48,8,77,2507,269,714,174,4996,8660
POA6003,0,0,0,0,39,39,6,0,0,0,208,214,108,9,8,0,435,560,83,9,26,0,161,279,42,12,40,5,64,163,64,11,28,0,37,140,27,6,12,3,22,70,8,0,7,4,5,24,8,0,0,0,0,8,346,47,121,12,971,1497,0,0,0,0,36,36,15,0,0,0,155,170,124,10,9,0,370,513,70,7,23,0,57,157,57,12,33,4,47,153,52,3,39,13,16,123,17,0,9,10,8,44,6,0,3,20,4,33,4,0,3,7,0,14,345,32,119,54,693,1243,0,0,0,0,75,75,21,0,0,0,363,384,232,19,17,0,805,1073,153,16,49,0,218,436,99,24,73,9,111,316,116,14,67,13,53,263,44,6,21,13,30,114,14,0,10,24,9,57,12,0,3,7,0,22,691,79,240,66,1664,2740
POA6004,3,0,0,3,148,154,8,0,0,3,457,468,373,18,34,0,1052,1477,309,35,67,0,270,681,240,44,111,4,125,524,279,35,105,5,70,494,153,13,49,7,46,268,43,7,18,13,22,103,12,3,3,7,4,29,1420,155,387,42,2194,4198,3,0,0,0,124,127,35,0,3,0,475,513,417,18,30,3,802,1270,227,22,54,0,134,437,235,28,80,8,61,412,256,26,99,30,34,445,121,4,29,30,8,192,23,0,7,36,5,71,5,0,3,32,0,40,1322,98,305,139,1643,3507,6,0,0,3,272,281,43,0,3,3,932,981,790,36,64,3,1854,2747,536,57,121,0,404,1118,475,72,191,12,186,936,535,61,204,35,104,939,274,17,78,37,54,460,66,7,25,49,27,174,17,3,6,39,4,69,2742,253,692,181,3837,7705
POA6005,0,0,0,0,72,72,8,0,3,0,261,272,237,8,12,0,735,992,154,18,38,3,202,415,132,14,50,0,105,301,119,38,77,3,50,287,66,14,41,10,32,163,37,3,6,16,18,80,17,3,0,15,4,39,770,98,227,47,1479,2621,0,0,0,0,64,64,23,3,0,3,273,302,253,14,13,0,560,840,131,4,36,0,115,286,127,15,61,6,59,268,102,11,67,10,20,210,42,6,28,21,13,110,28,3,19,41,8,99,5,0,0,52,3,60,711,56,224,133,1115,2239,0,0,0,0,136,136,31,3,3,3,534,574,490,22,25,0,1295,1832,285,22,74,3,317,701,259,29,111,6,164,569,221,49,144,13,70,497,108,20,69,31,45,273,65,6,25,57,26,179,22,3,0,67,7,99,1481,154,451,180,2594,4860
POA6006,0,0,0,0,166,166,6,3,0,0,333,342,183,3,12,0,580,778,431,8,45,3,228,715,345,22,75,3,150,595,221,24,85,6,69,405,140,6,34,15,41,236,142,3,7,32,17,201,39,0,3,20,3,65,1507,69,261,79,1587,3503,0,0,0,0,165,165,14,0,0,0,328,342,263,10,15,0,537,825,449,29,75,0,161,714,326,28,80,11,116,561,201,14,82,23,53,373,145,11,45,61,18,280,101,3,16,119,16,255,17,3,7,105,5,137,1516,98,320,319,1399,3652,0,0,0,0,331,331,20,3,0,0,661,684,446,13,27,0,1117,1603,880,37,120,3,389,1429,671,50,155,14,266,1156,422,38,167,29,122,778,285,17,79,76,59,516,243,6,23,151,33,456,56,3,10,125,8,202,3023,167,581,398,2986,7155
POA6007,0,0,0,0,140,140,8,0,0,0,266,274,192,6,6,0,671,875,296,9,40,0,190,535,201,13,69,0,113,396,207,19,55,0,70,351,107,3,28,6,21,165,62,3,11,15,7,98,17,0,3,16,5,41,1090,53,212,37,1483,2875,0,0,0,0,111,111,16,0,0,0,263,279,235,3,10,3,560,811,294,11,65,0,176,546,210,13,79,8,76,386,205,16,74,15,60,370,94,7,34,31,33,199,46,3,11,74,39,173,10,0,4,87,36,137,1110,53,277,218,1354,3012,0,0,0,0,251,251,24,0,0,0,529,553,427,9,16,3,1231,1686,590,20,105,0,366,1081,411,26,148,8,189,782,412,35,129,15,130,721,201,10,62,37,54,364,108,6,22,89,46,271,27,0,7,103,41,178,2200,106,489,255,2837,5887
POA6008,0,0,0,0,316,316,8,0,3,0,479,490,302,10,12,0,893,1217,581,18,55,3,298,955,584,48,116,9,193,950,544,55,176,13,143,931,326,27,110,25,65,553,125,13,31,25,19,213,43,0,0,28,5,76,2513,171,503,103,2411,5701,0,0,0,0,332,332,16,0,0,0,504,520,432,17,29,0,760,1238,647,35,98,5,263,1048,588,58,153,13,183,995,526,43,192,60,125,946,261,23,116,98,54,552,87,5,39,126,22,279,29,0,10,117,9,165,2586,181,637,419,2252,6075,0,0,0,0,648,648,24,0,3,0,983,1010,734,27,41,0,1653,2455,1228,53,153,8,561,2003,1172,106,269,22,376,1945,1070,98,368,73,268,1877,587,50,226,123,119,1105,212,18,70,151,41,492,72,0,10,145,14,241,5099,352,1140,522,4663,11776
POA6009,3,0,0,0,641,644,3,0,0,0,916,919,265,6,14,0,684,969,658,14,29,0,158,859,834,15,79,7,110,1045,807,26,83,12,72,1000,580,14,57,16,28,695,261,7,17,32,12,329,85,3,6,51,0,145,3496,85,285,118,2621,6605,0,0,0,0,589,589,16,0,0,0,811,827,343,10,12,0,518,883,788,23,52,4,125,992,960,36,109,14,88,1207,811,27,150,40,67,1095,486,14,87,82,38,707,168,4,45,154,26,397,46,0,15,265,8,334,3618,114,470,559,2270,7031,3,0,0,0,1230,1233,19,0,0,0,1727,1746,608,16,26,0,1202,1852,1446,37,81,4,283,1851,1794,51,188,21,198,2252,1618,53,233,52,139,2095,1066,28,144,98,66,1402,429,11,62,186,38,726,131,3,21,316,8,479,7114,199,755,677,4891,13636
POA6010,0,0,0,0,700,700,8,0,0,0,578,586,192,4,5,0,551,752,559,20,23,3,207,812,744,43,95,5,133,1020,701,26,120,8,100,955,534,11,87,23,45,700,276,4,27,55,21,383,87,0,6,51,4,148,3101,108,363,145,2339,6056,0,0,0,0,525,525,11,3,0,3,551,568,284,4,12,0,470,770,710,30,71,5,118,934,818,54,185,19,114,1190,686,36,207,40,66,1035,433,28,130,104,45,740,204,6,71,241,35,557,50,0,21,301,17,389,3196,161,697,713,1941,6708,0,0,0,0,1225,1225,19,3,0,3,1129,1154,476,8,17,0,1021,1522,1269,50,94,8,325,1746,1562,97,280,24,247,2210,1387,62,327,48,166,1990,967,39,217,127,90,1440,480,10,98,296,56,940,137,0,27,352,21,537,6297,269,1060,858,4280,12764
POA6011,0,0,0,0,268,268,4,0,0,0,324,328,91,7,5,0,484,587,303,12,24,0,118,457,461,14,64,0,94,633,468,8,78,14,41,609,308,4,38,11,17,378,147,3,13,15,6,184,37,3,7,21,3,71,1819,51,229,61,1355,3515,0,0,0,0,331,331,5,0,0,0,304,309,146,4,7,3,385,545,405,15,37,0,123,580,478,24,72,11,69,654,479,16,103,27,40,665,254,4,54,45,7,364,97,3,21,91,12,224,24,0,9,122,5,160,1888,66,303,299,1276,3832,0,0,0,0,599,599,9,0,0,0,628,637,237,11,12,3,869,1132,708,27,61,0,241,1037,939,38,136,11,163,1287,947,24,181,41,81,1274,562,8,92,56,24,742,244,6,34,106,18,408,61,3,16,143,8,231,3707,117,532,360,2631,7347
POA6012,0,0,0,0,238,238,4,0,3,0,280,287,141,0,9,0,400,550,321,13,29,0,182,545,355,20,61,4,125,565,320,33,71,10,85,519,234,8,70,11,46,369,99,10,19,24,15,167,25,0,5,25,7,62,1499,84,267,74,1378,3302,0,3,0,0,440,443,19,3,0,0,302,324,187,4,9,0,384,584,371,18,64,4,113,570,399,36,97,17,82,631,322,28,119,24,32,525,179,3,73,65,37,357,84,0,24,94,20,222,18,0,6,132,6,162,1579,95,392,336,1416,3818,0,3,0,0,678,681,23,3,3,0,582,611,328,4,18,0,784,1134,692,31,93,4,295,1115,754,56,158,21,207,1196,642,61,190,34,117,1044,413,11,143,76,83,726,183,10,43,118,35,389,43,0,11,157,13,224,3078,179,659,410,2794,7120
POA6014,3,0,0,0,574,577,21,3,0,0,678,702,457,15,23,0,849,1344,1012,31,47,0,289,1379,925,54,134,3,204,1320,661,32,125,22,105,945,363,18,66,25,52,524,269,8,19,46,14,356,104,0,3,60,6,173,3815,161,417,156,2771,7320,0,0,0,0,535,535,41,3,0,0,647,691,590,14,22,3,663,1292,1132,45,90,8,234,1509,916,58,174,29,162,1339,597,40,158,43,88,926,317,16,89,103,52,577,226,4,46,239,62,577,58,3,11,246,56,374,3877,183,590,671,2499,7820,3,0,0,0,1109,1112,62,6,0,0,1325,1393,1047,29,45,3,1512,2636,2144,76,137,8,523,2888,1841,112,308,32,366,2659,1258,72,283,65,193,1871,680,34,155,128,104,1101,495,12,65,285,76,933,162,3,14,306,62,547,7692,344,1007,827,5270,15140
POA6015,0,0,0,0,301,301,0,0,0,0,218,218,12,0,3,0,111,126,248,9,13,0,42,312,457,11,35,3,39,545,309,9,22,6,18,364,274,0,11,8,7,300,186,3,7,19,3,218,56,0,0,23,0,79,1542,32,91,59,739,2463,0,0,0,0,318,318,0,0,0,0,132,132,47,3,3,0,79,132,341,11,23,0,33,408,477,7,37,6,30,557,292,9,35,11,5,352,264,6,17,40,0,327,134,3,22,112,8,279,29,0,4,76,3,112,1584,39,141,245,608,2617,0,0,0,0,619,619,0,0,0,0,350,350,59,3,6,0,190,258,589,20,36,0,75,720,934,18,72,9,69,1102,601,18,57,17,23,716,538,6,28,48,7,627,320,6,29,131,11,497,85,0,4,99,3,191,3126,71,232,304,1347,5080
POA6016,0,0,0,0,191,191,17,0,0,0,369,386,320,8,13,0,614,955,561,21,48,4,254,888,340,27,77,8,162,614,222,27,90,6,73,418,90,9,38,9,39,185,68,5,11,20,20,124,34,0,0,17,6,57,1652,97,277,64,1728,3818,0,0,3,0,212,215,47,3,3,0,319,372,382,6,21,0,486,895,554,31,65,11,219,880,350,27,97,14,138,626,173,24,110,20,56,383,87,14,40,38,24,203,52,8,26,117,18,221,15,0,8,90,11,124,1660,113,373,290,1483,3919,0,0,3,0,403,406,64,3,3,0,688,758,702,14,34,0,1100,1850,1115,52,113,15,473,1768,690,54,174,22,300,1240,395,51,200,26,129,801,177,23,78,47,63,388,120,13,37,137,38,345,49,0,8,107,17,181,3312,210,650,354,3211,7737
POA6017,0,0,0,0,48,48,9,0,0,0,212,221,217,7,13,0,432,669,128,11,25,0,161,325,74,13,47,3,76,213,65,15,60,4,55,199,45,6,16,7,10,84,42,8,11,17,8,86,7,3,3,8,0,21,587,63,175,39,1002,1866,0,0,0,0,68,68,33,4,3,0,175,215,226,8,11,0,316,561,107,9,29,3,113,261,62,13,55,3,60,193,62,12,60,12,26,172,34,9,33,20,10,106,29,3,16,46,4,98,3,0,0,35,0,38,556,58,207,119,772,1712,0,0,0,0,116,116,42,4,3,0,387,436,443,15,24,0,748,1230,235,20,54,3,274,586,136,26,102,6,136,406,127,27,120,16,81,371,79,15,49,27,20,190,71,11,27,63,12,184,10,3,3,43,0,59,1143,121,382,158,1774,3578
POA6018,3,0,0,0,973,976,28,4,5,0,1076,1113,757,20,27,4,1718,2526,1712,57,142,3,673,2587,1465,87,254,14,324,2144,1079,53,295,24,192,1643,939,25,121,44,67,1196,593,16,45,105,27,786,167,8,11,93,7,286,6743,270,900,287,5057,13257,3,0,0,0,1031,1034,49,3,0,3,1065,1120,1025,39,55,0,1437,2556,1853,101,211,19,526,2710,1400,105,385,41,288,2219,1121,77,444,115,135,1892,848,36,250,248,53,1435,447,18,102,520,44,1131,90,4,37,554,29,714,6836,383,1484,1500,4608,14811,6,0,0,0,2004,2010,77,7,5,3,2141,2233,1782,59,82,4,3155,5082,3565,158,353,22,1199,5297,2865,192,639,55,612,4363,2200,130,739,139,327,3535,1787,61,371,292,120,2631,1040,34,147,625,71,1917,257,12,48,647,36,1000,13579,653,2384,1787,9665,28068
POA6019,4,0,0,0,628,632,16,0,0,3,815,834,482,15,27,4,1711,2239,815,52,140,5,597,1609,705,54,220,11,305,1295,596,39,207,16,114,972,424,23,97,24,33,601,274,16,25,51,17,383,69,3,3,39,5,119,3385,202,719,153,4225,8684,0,0,0,0,480,480,39,5,3,3,760,810,670,24,50,5,1226,1975,830,63,147,6,444,1490,686,53,288,16,204,1247,536,52,281,69,100,1038,442,16,176,106,44,784,189,4,51,233,19,496,42,0,10,135,8,195,3434,217,1006,573,3285,8515,4,0,0,0,1108,1112,55,5,3,6,1575,1644,1152,39,77,9,2937,4214,1645,115,287,11,1041,3099,1391,107,508,27,509,2542,1132,91,488,85,214,2010,866,39,273,130,77,1385,463,20,76,284,36,879,111,3,13,174,13,314,6819,419,1725,726,7510,17199
POA6020,0,0,0,0,728,728,9,0,0,0,683,692,254,9,9,4,636,912,873,35,58,5,274,1245,1138,44,131,3,168,1484,1384,50,180,16,77,1707,775,19,90,42,21,947,269,10,20,41,5,345,76,3,4,38,3,124,4778,170,492,149,2595,8184,3,0,0,0,710,713,16,3,4,0,602,625,348,9,20,4,478,859,1016,44,83,3,226,1372,1280,66,186,21,108,1661,1368,51,223,82,45,1769,593,28,124,122,32,899,200,3,34,173,12,422,44,0,7,158,0,209,4868,204,681,563,2213,8529,3,0,0,0,1438,1441,25,3,4,0,1285,1317,602,18,29,8,1114,1771,1889,79,141,8,500,2617,2418,110,317,24,276,3145,2752,101,403,98,122,3476,1368,47,214,164,53,1846,469,13,54,214,17,767,120,3,11,196,3,333,9646,374,1173,712,4808,16713
POA6021,0,0,3,0,519,522,20,0,0,0,688,708,551,14,16,0,910,1491,900,31,85,3,383,1402,777,49,130,6,216,1178,726,34,114,16,72,962,688,20,80,27,24,839,387,8,29,71,13,508,93,0,3,33,0,129,4142,156,460,156,2825,7739,6,0,3,0,495,504,49,3,0,0,567,619,688,32,34,0,690,1444,961,38,125,10,296,1430,792,58,192,22,143,1207,823,46,227,83,82,1261,549,23,114,173,24,883,251,5,56,292,7,611,29,3,11,192,5,240,4148,208,762,772,2309,8199,6,0,6,0,1014,1026,69,3,0,0,1255,1327,1239,46,50,0,1600,2935,1861,69,210,13,679,2832,1569,107,322,28,359,2385,1549,80,341,99,154,2223,1237,43,194,200,48,1722,638,13,85,363,20,1119,122,3,14,225,5,369,8290,364,1222,928,5134,15938
POA6022,0,0,0,0,150,150,0,0,0,0,172,172,120,0,8,0,211,339,230,6,19,3,118,376,160,10,52,3,45,270,267,12,44,8,19,350,218,6,27,13,9,273,71,3,8,10,0,92,9,0,0,14,3,26,1075,37,158,51,727,2048,0,0,0,0,114,114,3,0,0,0,126,129,160,5,12,3,159,339,226,10,41,0,64,341,189,25,62,11,39,326,287,18,65,20,18,408,174,7,25,30,4,240,44,0,4,43,3,94,6,0,0,27,0,33,1089,65,209,134,527,2024,0,0,0,0,264,264,3,0,0,0,298,301,280,5,20,3,370,678,456,16,60,3,182,717,349,35,114,14,84,596,554,30,109,28,37,758,392,13,52,43,13,513,115,3,12,53,3,186,15,0,0,41,3,59,2164,102,367,185,1254,4072
POA6023,0,0,0,0,594,594,8,0,0,0,479,487,201,9,9,0,438,657,797,25,67,0,170,1059,796,37,82,7,94,1016,970,20,90,17,30,1127,552,7,47,18,14,638,173,6,8,27,3,217,61,0,0,25,3,89,3558,104,303,94,1825,5884,0,0,3,3,496,502,11,0,0,0,399,410,334,9,21,0,302,666,890,35,86,5,148,1164,875,51,141,14,82,1163,929,36,181,55,20,1221,417,3,72,68,5,565,147,3,18,138,4,310,28,3,5,136,4,176,3631,140,527,419,1460,6177,0,0,3,3,1090,1096,19,0,0,0,878,897,535,18,30,0,740,1323,1687,60,153,5,318,2223,1671,88,223,21,176,2179,1899,56,271,72,50,2348,969,10,119,86,19,1203,320,9,26,165,7,527,89,3,5,161,7,265,7189,244,830,513,3285,12061
POA6024,0,0,0,0,388,388,4,0,5,0,417,426,284,12,12,0,593,901,606,27,64,3,296,996,554,35,97,3,118,807,760,29,109,25,44,967,475,11,53,25,11,575,160,4,14,35,7,220,34,0,5,20,3,62,2877,118,359,111,1877,5342,0,0,0,0,382,382,15,0,0,0,381,396,402,12,24,3,450,891,633,59,70,8,226,996,587,38,142,13,85,865,803,34,175,56,35,1103,351,15,90,71,9,536,125,5,33,111,4,278,21,0,5,109,6,141,2937,163,539,371,1578,5588,0,0,0,0,770,770,19,0,5,0,798,822,686,24,36,3,1043,1792,1239,86,134,11,522,1992,1141,73,239,16,203,1672,1563,63,284,81,79,2070,826,26,143,96,20,1111,285,9,47,146,11,498,55,0,10,129,9,203,5814,281,898,482,3455,10930
POA6025,0,0,3,0,1088,1091,20,0,0,3,1051,1074,601,25,23,3,1201,1853,1375,72,140,5,566,2158,1582,96,219,11,244,2152,1581,67,229,33,89,1999,851,17,81,41,25,1015,299,5,33,65,8,410,52,0,8,41,0,101,6361,282,736,202,4272,11853,0,0,0,0,1065,1065,45,3,0,0,921,969,827,40,45,3,916,1831,1480,91,211,11,348,2141,1752,113,343,49,204,2461,1501,64,313,107,61,2046,628,28,121,136,19,932,218,10,47,221,8,504,22,0,14,158,6,200,6473,349,1094,685,3548,12149,0,0,3,0,2153,2156,65,3,0,3,1972,2043,1428,65,68,6,2117,3684,2855,163,351,16,914,4299,3334,209,562,60,448,4613,3082,131,542,140,150,4045,1479,45,202,177,44,1947,517,15,80,286,16,914,74,0,22,199,6,301,12834,631,1830,887,7820,24002
POA6026,3,0,0,0,967,970,7,0,0,0,770,777,342,11,12,0,592,957,1013,25,66,0,215,1319,1460,50,171,15,139,1835,1470,32,141,28,54,1725,509,14,42,21,7,593,345,7,11,57,0,420,108,3,3,70,0,184,5257,142,446,191,2744,8780,3,0,0,0,929,932,19,3,0,0,650,672,457,23,21,0,436,937,1161,53,144,14,183,1555,1672,75,263,26,111,2147,1198,45,223,62,53,1581,454,10,98,126,9,697,266,3,39,310,9,627,66,0,8,266,7,347,5296,212,796,804,2387,9495,6,0,0,0,1896,1902,26,3,0,0,1420,1449,799,34,33,0,1028,1894,2174,78,210,14,398,2874,3132,125,434,41,250,3982,2668,77,364,90,107,3306,963,24,140,147,16,1290,611,10,50,367,9,1047,174,3,11,336,7,531,10553,354,1242,995,5131,18275
POA6027,0,0,0,0,1756,1756,30,0,3,4,1856,1893,808,38,42,3,1802,2693,1868,101,227,7,666,2869,2460,145,364,25,268,3262,2046,86,313,68,110,2623,928,36,99,48,18,1129,463,18,32,66,15,594,90,3,7,43,4,147,8693,427,1087,264,6495,16966,5,0,0,0,1693,1698,88,11,0,3,1652,1754,1121,54,66,3,1272,2516,2126,124,283,22,499,3054,2526,178,580,58,227,3569,1846,106,453,131,79,2615,739,24,162,221,20,1166,332,10,62,302,3,709,39,0,14,229,3,285,8822,507,1620,969,5448,17366,5,0,0,0,3449,3454,118,11,3,7,3508,3647,1929,92,108,6,3074,5209,3994,225,510,29,1165,5923,4986,323,944,83,495,6831,3892,192,766,199,189,5238,1667,60,261,269,38,2295,795,28,94,368,18,1303,129,3,21,272,7,432,17515,934,2707,1233,11943,34332
POA6028,0,0,0,0,1082,1082,21,0,0,0,694,715,353,15,13,4,491,876,1314,41,72,0,207,1634,1530,46,132,12,89,1809,765,32,71,11,22,901,327,4,26,24,3,384,151,0,11,22,0,184,19,0,0,14,0,33,4480,138,325,87,2588,7618,0,0,0,0,1013,1013,32,0,0,0,602,634,496,15,29,0,397,937,1509,69,134,13,177,1902,1505,71,203,22,91,1892,626,36,109,35,19,825,288,8,45,61,5,407,109,3,7,87,0,206,5,0,3,35,3,46,4570,202,530,253,2307,7862,0,0,0,0,2095,2095,53,0,0,0,1296,1349,849,30,42,4,888,1813,2823,110,206,13,384,3536,3035,117,335,34,180,3701,1391,68,180,46,41,1726,615,12,71,85,8,791,260,3,18,109,0,390,24,0,3,49,3,79,9050,340,855,340,4895,15480
POA6029,0,0,0,0,75,75,0,0,0,0,92,92,28,5,0,0,99,132,141,5,10,0,42,198,165,5,18,0,19,207,132,0,17,0,11,160,91,0,5,6,3,105,47,0,3,6,0,56,16,0,0,3,0,19,620,15,53,15,341,1044,0,0,0,0,68,68,0,0,0,0,69,69,42,3,0,0,74,119,163,3,16,0,35,217,150,8,27,3,16,204,136,5,17,9,6,173,79,0,14,6,0,99,42,0,5,32,0,79,7,0,0,28,4,39,619,19,79,78,272,1067,0,0,0,0,143,143,0,0,0,0,161,161,70,8,0,0,173,251,304,8,26,0,77,415,315,13,45,3,35,411,268,5,34,9,17,333,170,0,19,12,3,204,89,0,8,38,0,135,23,0,0,31,4,58,1239,34,132,93,613,2111
POA6030,5,0,0,0,1570,1575,68,0,3,0,1156,1227,978,47,49,3,1363,2440,2035,103,209,6,669,3022,1777,114,294,6,252,2443,1030,49,189,19,48,1335,743,25,65,31,23,887,444,11,28,70,5,558,108,5,5,55,0,173,7188,354,842,190,5086,13660,5,0,3,0,1503,1511,152,13,4,0,1164,1333,1309,93,87,5,1198,2692,2218,164,312,20,545,3259,1695,159,419,53,187,2513,927,70,272,102,39,1410,706,23,132,148,10,1019,317,5,30,268,7,627,54,3,5,203,0,265,7383,530,1264,799,4653,14629,10,0,3,0,3073,3086,220,13,7,0,2320,2560,2287,140,136,8,2561,5132,4253,267,521,26,1214,6281,3472,273,713,59,439,4956,1957,119,461,121,87,2745,1449,48,197,179,33,1906,761,16,58,338,12,1185,162,8,10,258,0,438,14571,884,2106,989,9739,28289
POA6031,5,0,0,0,450,455,17,0,0,0,346,363,412,25,11,0,495,943,691,31,42,0,174,938,542,31,66,3,48,690,275,9,39,4,12,339,127,7,15,5,0,154,47,0,3,3,0,53,4,0,0,4,0,8,2120,103,176,19,1525,3943,3,0,0,0,435,438,52,3,3,0,390,448,525,28,26,7,408,994,729,55,83,6,162,1035,452,43,120,16,37,668,259,16,57,25,12,369,111,5,24,29,4,173,30,3,0,26,0,59,3,0,5,4,0,12,2164,153,318,113,1448,4196,8,0,0,0,885,893,69,3,3,0,736,811,937,53,37,7,903,1937,1420,86,125,6,336,1973,994,74,186,19,85,1358,534,25,96,29,24,708,238,12,39,34,4,327,77,3,3,29,0,112,7,0,5,8,0,20,4284,256,494,132,2973,8139
POA6032,0,0,0,0,11,11,0,0,0,0,10,10,0,0,3,0,5,8,8,3,3,0,6,20,14,0,3,0,3,20,8,0,4,0,3,15,6,0,3,0,3,12,3,0,0,0,0,3,0,0,0,0,0,0,39,3,16,0,41,99,0,0,0,0,12,12,0,0,0,0,14,14,5,0,0,0,5,10,9,0,0,0,0,9,12,0,3,0,3,18,6,0,3,0,0,9,5,0,3,0,0,8,3,0,0,3,0,6,0,0,0,0,0,0,40,0,9,3,34,86,0,0,0,0,23,23,0,0,0,0,24,24,5,0,3,0,10,18,17,3,3,0,6,29,26,0,6,0,6,38,14,0,7,0,3,24,11,0,6,0,3,20,6,0,0,3,0,9,0,0,0,0,0,0,79,3,25,3,75,185
