region_id,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
POA6620,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,12,10,0,0,0,5,15,8,0,3,0,3,14,8,0,3,0,3,14,4,0,3,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,37,0,9,0,23,69,0,0,0,0,5,5,0,0,0,0,3,3,4,0,0,0,8,12,10,0,0,0,4,14,12,0,0,3,0,15,5,0,3,0,0,8,3,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,37,0,6,3,20,66,0,0,0,0,5,5,0,0,0,0,6,6,7,0,0,0,17,24,20,0,0,0,9,29,20,0,3,3,3,29,13,0,6,0,3,22,7,0,6,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,74,0,15,3,43,135
POA6623,0,0,0,0,80,80,4,0,0,0,40,44,31,5,0,0,134,170,80,7,12,0,61,160,113,10,22,0,29,174,77,6,23,3,5,114,33,3,8,4,4,52,26,0,0,0,5,31,3,0,0,3,0,6,367,31,65,10,358,831,0,0,0,0,43,43,6,0,0,0,24,30,25,3,3,0,54,85,57,3,8,0,28,96,68,5,7,3,11,94,43,5,9,6,4,67,24,3,3,3,3,36,11,0,3,11,0,25,0,0,0,9,0,9,234,19,33,32,167,485,0,0,0,0,123,123,10,0,0,0,64,74,56,8,3,0,188,255,137,10,20,0,89,256,181,15,29,3,40,268,120,11,32,9,9,181,57,6,11,7,7,88,37,0,3,11,5,56,3,0,0,12,0,15,601,50,98,42,525,1316
POA6628,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,11,21,12,0,0,0,0,12,11,0,3,0,0,14,5,0,0,0,4,9,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,48,0,3,0,20,71,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,3,17,12,0,0,0,0,12,8,0,0,0,4,12,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,46,3,0,0,7,56,0,0,0,0,0,0,0,0,0,0,5,5,21,3,0,0,14,38,24,0,0,0,0,24,19,0,3,0,4,26,11,0,0,0,4,15,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,94,3,3,0,27,127
POA6630,0,0,0,0,17,17,0,0,0,0,19,19,21,0,0,3,19,43,14,6,3,0,20,43,28,5,6,0,20,59,19,4,13,0,9,45,13,3,4,0,5,25,6,0,3,4,3,16,0,0,0,0,0,0,101,18,29,7,112,267,0,0,0,0,5,5,4,0,0,0,16,20,12,0,0,0,12,24,17,0,0,0,11,28,11,0,5,6,10,32,7,0,3,4,5,19,14,0,0,3,0,17,6,0,0,5,0,11,0,0,0,3,0,3,71,0,8,21,59,159,0,0,0,0,22,22,4,0,0,0,35,39,33,0,0,3,31,67,31,6,3,0,31,71,39,5,11,6,30,91,26,4,16,4,14,64,27,3,4,3,5,42,12,0,3,9,3,27,0,0,0,3,0,3,172,18,37,28,171,426
POA6635,0,0,0,0,9,9,3,0,0,0,40,43,33,0,0,0,42,75,36,0,4,0,27,67,22,4,6,0,13,45,17,5,7,0,9,38,9,0,6,0,0,15,3,0,3,0,0,6,0,0,0,0,0,0,123,9,26,0,140,298,0,0,0,0,3,3,3,0,0,3,20,26,3,0,0,0,25,28,11,0,0,0,23,34,12,0,4,0,5,21,9,0,0,0,7,16,5,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,43,0,4,3,89,139,0,0,0,0,12,12,6,0,0,3,60,69,36,0,0,0,67,103,47,0,4,0,50,101,34,4,10,0,18,66,26,5,7,0,16,54,14,0,6,0,6,26,3,0,3,0,0,6,0,0,0,0,0,0,166,9,30,3,229,437
POA6638,0,0,0,0,16,16,3,0,0,0,20,23,10,3,3,0,38,54,21,3,9,0,37,70,24,5,12,3,19,63,14,4,10,0,9,37,13,0,11,5,4,33,3,0,0,0,3,6,0,0,0,0,0,0,88,15,45,8,146,302,0,0,0,0,17,17,3,0,0,0,22,25,5,0,3,0,33,41,15,0,0,0,23,38,12,4,14,3,13,46,13,4,4,0,3,24,11,0,0,0,6,17,3,0,0,5,0,8,0,0,0,0,0,0,62,8,21,8,117,216,0,0,0,0,33,33,6,0,0,0,42,48,15,3,6,0,71,95,36,3,9,0,60,108,36,9,26,6,32,109,27,8,14,0,12,61,24,0,11,5,10,50,6,0,0,5,3,14,0,0,0,0,0,0,150,23,66,16,263,518
POA6639,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0,4,4,3,0,0,0,0,3,13,0,0,0,0,13,5,0,7,0,0,12,3,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,11,3,13,51,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,4,0,0,0,4,8,10,0,0,0,0,10,9,0,0,3,0,12,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,6,11,43,0,0,0,0,5,5,0,0,0,0,8,8,0,0,0,0,7,7,7,0,0,0,4,11,23,0,0,0,0,23,14,0,7,3,0,24,6,0,4,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,50,0,11,9,24,94
POA6640,0,0,0,0,4,4,0,0,0,0,6,6,0,0,0,0,6,6,3,3,0,0,15,21,12,3,3,0,6,24,19,10,8,3,8,48,10,0,3,0,4,17,3,0,0,0,0,3,0,0,0,0,0,0,47,16,14,3,49,129,0,0,0,0,5,5,0,0,0,0,7,7,3,0,0,0,12,15,0,0,0,0,0,0,17,0,3,0,4,24,11,0,7,3,4,25,7,3,3,0,0,13,3,0,0,3,0,6,0,0,0,3,0,3,41,3,13,9,32,98,0,0,0,0,9,9,0,0,0,0,13,13,3,0,0,0,18,21,3,3,0,0,15,21,29,3,6,0,10,48,30,10,15,6,12,73,17,3,6,0,4,30,6,0,0,3,0,9,0,0,0,3,0,3,88,19,27,12,81,227
POA6642,0,0,0,0,27,27,4,0,0,0,73,77,50,3,3,0,123,179,49,0,9,0,58,116,72,7,16,4,42,141,45,12,15,3,24,99,16,3,6,4,11,40,3,3,3,0,0,9,3,0,0,0,0,3,242,28,52,11,358,691,0,0,0,0,29,29,0,0,0,0,38,38,29,0,4,0,70,103,21,5,5,0,51,82,39,8,11,6,21,85,25,0,13,8,12,58,11,3,0,3,4,21,3,0,3,3,0,9,0,0,0,5,0,5,128,16,36,25,225,430,0,0,0,0,56,56,4,0,0,0,111,115,79,3,7,0,193,282,70,5,14,0,109,198,111,15,27,10,63,226,70,12,28,11,36,157,27,6,6,7,15,61,6,3,6,3,0,18,3,0,0,5,0,8,370,44,88,36,583,1121
POA6646,0,0,0,0,19,19,4,0,4,0,73,81,48,4,5,0,168,225,86,7,23,0,60,176,88,15,18,0,38,159,30,3,20,3,10,66,8,3,3,3,3,20,0,0,0,0,3,3,0,0,0,0,0,0,264,32,73,6,374,749,0,0,0,0,13,13,3,0,0,3,38,44,15,4,0,0,65,84,18,3,5,3,24,53,17,5,10,0,18,50,8,4,9,4,3,28,3,0,3,0,3,9,3,0,0,0,3,6,0,0,0,0,0,0,67,16,27,10,167,287,0,0,0,0,32,32,7,0,4,3,111,125,63,8,5,0,233,309,104,10,28,3,84,229,105,20,28,0,56,209,38,7,29,7,13,94,11,3,6,3,6,29,3,0,0,0,6,9,0,0,0,0,0,0,331,48,100,16,541,1036
POA6701,0,0,0,0,156,156,6,0,0,3,121,130,90,9,3,0,225,327,211,15,18,3,196,443,208,26,70,3,139,446,223,30,76,5,77,411,151,25,57,16,23,272,64,7,8,19,8,106,7,0,6,4,0,17,960,112,238,53,945,2308,0,0,0,0,133,133,14,0,0,0,123,137,155,4,16,4,220,399,202,22,38,5,165,432,227,16,52,7,91,393,211,11,57,37,42,358,120,7,22,50,12,211,30,3,4,41,3,81,4,0,0,22,3,29,963,63,189,166,792,2173,0,0,0,0,289,289,20,0,0,3,244,267,245,13,19,4,445,726,413,37,56,8,361,875,435,42,122,10,230,839,434,41,133,42,119,769,271,32,79,66,35,483,94,10,12,60,11,187,11,0,6,26,3,46,1923,175,427,219,1737,4481
POA6705,0,0,0,0,4,4,0,0,0,0,9,9,5,0,0,0,9,14,7,0,0,0,11,18,7,0,0,0,5,12,9,0,5,0,6,20,4,5,3,3,3,18,3,0,0,0,0,3,0,0,0,0,0,0,35,5,8,3,47,98,0,0,0,0,11,11,0,0,0,0,12,12,7,0,0,0,7,14,8,0,0,0,9,17,10,0,4,0,3,17,9,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,7,0,42,83,0,0,0,0,15,15,0,0,0,0,21,21,12,0,0,0,16,28,15,0,0,0,20,35,17,0,4,0,8,29,18,0,8,0,6,32,4,5,3,3,3,18,3,0,0,0,0,3,0,0,0,0,0,0,69,5,15,3,89,181
POA6707,0,0,0,0,50,50,0,0,0,0,50,50,55,8,3,0,131,197,124,3,29,0,81,237,101,10,32,0,44,187,107,8,41,3,16,175,58,3,28,8,0,97,22,3,9,0,3,37,0,0,0,6,0,6,467,35,142,17,375,1036,0,0,0,0,37,37,7,0,0,0,50,57,81,3,4,0,110,198,123,3,11,5,51,193,100,10,27,3,24,164,94,4,17,11,11,137,47,3,8,8,3,69,13,0,5,5,0,23,0,0,0,4,0,4,465,23,72,36,286,882,0,0,0,0,87,87,7,0,0,0,100,107,136,11,7,0,241,395,247,6,40,5,132,430,201,20,59,3,68,351,201,12,58,14,27,312,105,6,36,16,3,166,35,3,14,5,3,60,0,0,0,10,0,10,932,58,214,53,661,1918
POA6710,0,0,0,0,14,14,4,3,0,3,120,130,120,8,11,0,322,461,213,21,38,0,162,434,192,25,60,3,88,368,112,24,46,4,25,211,18,6,8,6,5,43,3,0,0,0,0,3,0,0,0,0,0,0,662,87,163,16,736,1664,0,0,0,0,9,9,0,0,3,0,55,58,31,6,3,0,115,155,39,3,8,3,70,123,31,6,35,3,11,86,32,8,18,3,12,73,14,0,6,0,0,20,3,3,3,3,0,12,0,0,0,0,0,0,150,26,76,12,272,536,0,0,0,0,23,23,4,3,3,3,175,188,151,14,14,0,437,616,252,24,46,3,232,557,223,31,95,6,99,454,144,32,64,7,37,284,32,6,14,6,5,63,6,3,3,3,0,15,0,0,0,0,0,0,812,113,239,28,1008,2200
POA6713,0,0,0,0,46,46,0,0,0,0,42,42,46,3,0,3,63,115,66,8,7,0,40,121,98,3,24,0,26,151,46,4,9,0,6,65,12,0,4,0,4,20,3,0,0,0,0,3,0,0,0,0,0,0,271,18,44,3,227,563,0,0,0,0,31,31,3,0,0,0,30,33,54,3,4,0,46,107,74,3,7,0,22,106,79,3,17,0,9,108,27,0,6,0,3,36,6,0,0,5,0,11,0,0,0,0,0,0,0,0,0,4,0,4,243,9,34,9,141,436,0,0,0,0,77,77,3,0,0,0,72,75,100,6,4,3,109,222,140,11,14,0,62,227,177,6,41,0,35,259,73,4,15,0,9,101,18,0,4,5,4,31,3,0,0,0,0,3,0,0,0,4,0,4,514,27,78,12,368,999
POA6714,3,0,3,0,483,489,39,4,4,0,758,805,837,29,33,4,1486,2389,1425,105,145,0,672,2347,1219,103,261,12,292,1887,601,72,206,15,73,967,103,13,27,10,18,171,16,0,3,3,3,25,0,0,0,3,0,3,4243,326,682,47,3785,9083,0,0,0,0,392,392,52,4,0,0,489,545,770,23,32,0,829,1654,979,52,67,5,299,1402,658,48,153,8,95,962,293,30,76,15,20,434,44,6,15,15,0,80,7,0,3,5,0,15,0,0,3,3,0,6,2803,163,349,51,2124,5490,3,0,3,0,875,881,91,8,4,0,1247,1350,1607,52,65,4,2315,4043,2404,157,212,5,971,3749,1877,151,414,20,387,2849,894,102,282,30,93,1401,147,19,42,25,18,251,23,0,6,8,3,40,0,0,3,6,0,9,7046,489,1031,98,5909,14573
POA6716,0,0,0,0,3,3,0,0,0,0,17,17,29,0,0,0,42,71,43,5,5,0,29,82,42,3,11,0,9,65,18,4,5,0,4,31,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,137,12,21,0,104,274,0,0,0,0,11,11,5,0,0,0,10,15,32,3,0,0,24,59,41,4,0,0,11,56,21,4,6,0,0,31,8,3,6,0,3,20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,110,14,12,0,59,195,0,0,0,0,14,14,5,0,0,0,27,32,61,3,0,0,66,130,84,9,5,0,40,138,63,7,17,0,9,96,26,7,11,0,7,51,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,247,26,33,0,163,469
POA6718,3,0,0,0,38,41,3,0,0,0,39,42,10,0,0,0,49,59,19,4,4,0,42,69,20,5,10,4,21,60,22,0,9,0,18,49,13,0,0,0,5,18,0,0,0,0,0,0,0,0,0,3,0,3,90,9,23,7,212,341,0,0,0,0,28,28,3,0,0,0,27,30,16,4,0,0,41,61,23,3,5,0,35,66,18,3,6,0,25,52,25,0,3,5,12,45,3,0,0,5,5,13,0,0,0,0,7,7,0,0,0,3,0,3,88,10,14,13,180,305,3,0,0,0,66,69,6,0,0,0,66,72,26,4,0,0,90,120,42,7,9,0,77,135,38,8,16,4,46,112,47,0,12,5,30,94,16,0,0,5,10,31,0,0,0,0,7,7,0,0,0,6,0,6,178,19,37,20,392,646
POA6720,4,0,0,0,94,98,7,0,0,0,96,103,100,13,6,0,199,318,158,13,19,0,120,310,140,15,37,4,45,241,83,11,26,3,19,142,15,4,6,0,3,28,4,0,6,0,0,10,0,0,0,0,0,0,511,56,100,7,576,1250,0,0,0,0,65,65,8,0,0,3,58,69,86,5,0,0,97,188,104,4,7,0,67,182,81,7,23,5,33,149,42,5,14,5,5,71,5,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,326,21,44,13,328,732,4,0,0,0,159,163,15,0,0,3,154,172,186,18,6,0,296,506,262,17,26,0,187,492,221,22,60,9,78,390,125,16,40,8,24,213,20,4,6,0,6,36,4,0,6,0,0,10,0,0,0,0,0,0,837,77,144,20,904,1982
POA6721,0,0,0,0,102,102,7,0,0,0,238,245,214,7,22,0,497,740,413,38,44,3,206,704,323,56,100,3,113,595,203,12,51,9,29,304,42,3,18,4,11,78,5,3,3,3,4,18,3,0,0,3,0,6,1210,119,238,25,1200,2792,0,0,0,4,75,79,12,0,0,0,129,141,211,7,5,0,231,454,241,6,32,3,93,375,187,14,44,7,39,291,95,14,31,10,9,159,26,3,5,9,5,48,3,0,4,3,0,10,0,0,0,0,0,0,775,44,121,36,581,1557,0,0,0,4,177,181,19,0,0,0,367,386,425,14,27,0,728,1194,654,44,76,6,299,1079,510,70,144,10,152,886,298,26,82,19,38,463,68,6,23,13,16,126,8,3,7,6,4,28,3,0,0,3,0,6,1985,163,359,61,1781,4349
POA6722,3,0,0,0,354,357,20,4,0,0,487,511,400,23,25,0,801,1249,554,41,88,3,372,1058,520,67,110,4,202,903,308,31,110,10,65,524,54,8,23,10,17,112,3,5,0,11,3,22,4,0,0,7,0,11,1866,179,356,45,2301,4747,3,0,0,0,278,281,56,0,0,0,413,469,444,13,21,3,543,1024,388,37,46,3,226,700,347,42,84,9,129,611,159,16,46,25,27,273,13,0,8,26,8,55,6,0,0,22,0,28,0,0,0,8,3,11,1416,108,205,96,1627,3452,6,0,0,0,632,638,76,4,0,0,900,980,844,36,46,3,1344,2273,942,78,134,6,598,1758,867,109,194,13,331,1514,467,47,156,35,92,797,67,8,31,36,25,167,9,5,0,33,3,50,4,0,0,15,3,22,3282,287,561,141,3928,8199
POA6725,3,0,0,0,297,300,22,0,0,4,309,335,191,10,14,5,637,857,406,31,35,3,400,875,291,47,92,7,276,713,271,28,99,19,108,525,99,16,38,15,35,203,34,4,8,16,13,75,6,3,0,8,0,17,1323,139,286,77,2075,3900,3,0,0,0,237,240,17,0,0,0,353,370,255,18,7,0,582,862,362,36,58,3,346,805,283,36,111,24,185,639,213,24,79,31,73,420,82,7,15,30,20,154,16,0,6,26,6,54,3,0,0,8,3,14,1234,121,276,122,1805,3558,6,0,0,0,534,540,39,0,0,4,662,705,446,28,21,5,1219,1719,768,67,93,6,746,1680,574,83,203,31,461,1352,484,52,178,50,181,945,181,23,53,45,55,357,50,4,14,42,19,129,9,3,0,16,3,31,2557,260,562,199,3880,7458
POA6726,0,0,0,0,135,135,8,0,0,0,153,161,82,3,3,0,320,408,222,11,24,0,150,407,200,20,52,3,105,380,185,16,47,4,27,279,49,6,19,3,10,87,14,4,6,4,6,34,3,0,0,4,0,7,763,60,151,18,906,1898,0,0,0,0,156,156,10,0,0,0,177,187,139,10,3,3,319,474,220,26,21,4,182,453,199,27,79,7,92,404,143,13,47,16,21,240,37,4,15,20,4,80,15,0,0,7,6,28,0,0,0,3,3,6,763,80,165,60,960,2028,0,0,0,0,291,291,18,0,0,0,330,348,221,13,6,3,639,882,442,37,45,4,332,860,399,47,131,10,197,784,328,29,94,20,48,519,86,10,34,23,14,167,29,4,6,11,12,62,3,0,0,7,3,13,1526,140,316,78,1866,3926
POA6728,6,0,0,0,194,200,35,0,6,0,408,449,247,21,15,0,806,1089,317,22,49,3,358,749,220,26,55,6,171,478,153,23,50,12,83,321,54,15,21,0,18,108,19,0,0,19,17,55,3,0,3,5,0,11,1054,107,199,45,2055,3460,13,0,0,0,154,167,20,0,0,0,200,220,117,4,12,5,324,462,147,15,16,6,190,374,126,18,40,10,125,319,126,4,30,28,48,236,35,6,3,17,15,76,4,0,0,17,11,32,3,0,3,4,3,13,591,47,104,87,1070,1899,19,0,0,0,348,367,55,0,6,0,608,669,364,25,27,5,1130,1551,464,37,65,9,548,1123,346,44,95,16,296,797,279,27,80,40,131,557,89,21,24,17,33,184,23,0,0,36,28,87,6,0,6,9,3,24,1645,154,303,132,3125,5359
POA6740,0,0,0,0,61,61,5,0,0,0,53,58,25,3,0,3,110,141,44,3,9,0,72,128,34,9,11,0,40,94,34,6,18,3,15,76,21,3,5,4,17,50,0,3,0,3,3,9,0,0,0,4,3,7,163,27,43,17,374,624,0,0,0,0,52,52,3,0,0,0,59,62,34,3,0,0,123,160,38,5,0,3,73,119,47,10,12,7,42,118,30,3,8,4,11,56,15,4,5,7,6,37,6,0,0,3,0,9,0,0,0,0,3,3,173,25,25,24,369,616,0,0,0,0,113,113,8,0,0,0,112,120,59,6,0,3,233,301,82,8,9,3,145,247,81,19,23,7,82,212,64,9,26,7,26,132,36,7,10,11,23,87,6,3,0,6,3,18,0,0,0,4,6,10,336,52,68,41,743,1240
POA6743,3,0,0,0,194,197,21,0,0,0,243,264,150,11,10,0,413,584,256,22,39,5,227,549,258,24,91,5,129,507,190,20,69,10,51,340,88,6,21,6,10,131,11,0,0,8,5,24,0,0,0,0,0,0,977,83,230,34,1272,2596,8,0,0,0,146,154,22,0,0,0,191,213,190,5,8,0,396,599,254,19,37,5,183,498,219,26,63,8,99,415,163,13,46,19,50,291,42,3,13,10,7,75,9,0,0,12,0,21,0,0,0,5,4,9,907,66,167,59,1076,2275,11,0,0,0,340,351,43,0,0,0,434,477,340,16,18,0,809,1183,510,41,76,10,410,1047,477,50,154,13,228,922,353,33,115,29,101,631,130,9,34,16,17,206,20,0,0,20,5,45,0,0,0,5,4,9,1884,149,397,93,2348,4871
POA6751,0,0,0,0,104,104,14,5,0,0,259,278,283,12,13,0,573,881,503,42,49,0,271,865,370,46,99,7,100,622,169,13,49,3,25,259,19,0,4,3,0,26,3,0,3,0,0,6,0,0,0,0,0,0,1361,118,217,13,1332,3041,3,0,0,0,83,86,17,0,0,3,137,157,192,5,10,0,251,458,222,17,24,0,92,355,143,8,50,5,39,245,58,9,20,3,9,99,8,3,3,5,0,19,0,0,0,4,0,4,0,0,0,0,0,0,643,42,107,20,611,1423,3,0,0,0,187,190,31,5,0,3,396,435,475,17,23,0,824,1339,725,59,73,0,363,1220,513,54,149,12,139,867,227,22,69,6,34,358,27,3,7,8,0,45,3,0,3,4,0,10,0,0,0,0,0,0,2004,160,324,33,1943,4464
POA6753,3,0,0,3,178,184,37,5,0,0,531,573,459,54,35,0,1032,1580,713,64,118,4,440,1339,671,60,150,6,159,1046,338,31,68,10,38,485,39,0,5,0,4,48,4,0,3,0,0,7,0,0,0,0,3,3,2264,214,379,23,2385,5265,6,0,0,0,164,170,34,6,3,0,240,283,313,7,10,7,423,760,329,22,45,6,159,561,221,18,67,5,57,368,109,13,29,16,9,176,14,0,3,6,5,28,0,0,0,0,0,0,0,0,0,0,3,3,1026,66,157,40,1060,2349,9,0,0,3,342,354,71,11,3,0,771,856,772,61,45,7,1455,2340,1042,86,163,10,599,1900,892,78,217,11,216,1414,447,44,97,26,47,661,53,0,8,6,9,76,4,0,3,0,0,7,0,0,0,0,6,6,3290,280,536,63,3445,7614
POA6754,0,0,0,0,28,28,5,0,0,0,46,51,76,7,6,0,98,187,98,10,21,0,39,168,68,10,26,0,16,120,34,4,9,0,6,53,7,0,5,0,3,15,0,0,0,0,0,0,0,0,0,4,0,4,288,31,67,4,236,626,0,0,0,0,27,27,6,0,0,0,39,45,82,0,0,0,70,152,84,8,6,0,27,125,53,6,11,0,8,78,14,3,3,6,3,29,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,242,17,20,6,174,459,0,0,0,0,55,55,11,0,0,0,85,96,158,7,6,0,168,339,182,18,27,0,66,293,121,16,37,0,24,198,48,7,12,6,9,82,10,0,5,0,3,18,0,0,0,0,0,0,0,0,0,4,0,4,530,48,87,10,410,1085
POA6758,0,0,0,0,10,10,0,0,0,0,7,7,0,0,0,0,10,10,4,0,0,0,8,12,0,0,0,0,3,3,5,0,4,0,0,9,3,0,5,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,41,62,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,10,10,3,0,0,0,7,10,6,0,0,0,8,14,3,0,5,3,3,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,3,40,63,0,0,0,0,16,16,0,0,0,0,13,13,0,0,0,0,20,20,7,0,0,0,15,22,6,0,0,0,11,17,8,0,9,3,3,23,6,0,5,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,27,0,14,3,81,125
POA6760,0,0,0,0,20,20,8,0,0,0,19,27,10,6,0,0,13,29,16,0,3,3,21,43,10,3,3,3,7,26,6,3,3,0,8,20,7,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,57,15,12,6,88,178,4,0,0,0,18,22,4,0,0,0,23,27,12,0,0,0,30,42,6,3,0,5,19,33,5,0,4,0,12,21,9,0,5,3,3,20,3,0,0,6,0,9,0,0,0,7,0,7,0,0,0,0,0,0,43,3,9,21,105,181,4,0,0,0,38,42,12,0,0,0,42,54,22,6,0,0,43,71,22,3,3,8,40,76,15,3,7,3,19,47,15,3,8,3,11,40,10,3,3,6,0,22,0,0,0,7,0,7,0,0,0,0,0,0,100,18,21,27,193,359
