region_id,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005
POA6061,0,0,0,5,3,3,226,42,5,0,3,0,3,0,10,300,0,0,0,0,0,28,3,4,0,3,3,5,6,0,3,55,0,0,0,8,3,5,3,3,0,0,4,0,4,0,0,30,0,0,0,0,4,35,55,110,35,36,41,43,25,21,16,421,4,0,4,28,8,3,58,31,0,0,3,0,0,0,0,139,0,4,3,16,3,0,8,27,10,3,3,3,0,0,6,86,0,0,0,0,3,12,3,0,0,7,6,3,0,0,0,34,6,4,11,61,85,119,99,31,13,12,8,14,3,4,11,481,0,20,16,24,11,19,26,7,3,3,0,0,3,8,0,140,3,9,50,67,19,14,3,3,0,0,0,0,0,0,5,173,0,0,0,3,0,22,28,35,8,11,4,8,5,0,7,131,0,4,10,55,38,51,46,120,65,94,154,121,49,41,25,873,0,0,3,0,4,19,39,39
POA6062,0,0,0,14,8,10,112,12,0,0,0,0,3,0,3,162,0,0,0,0,0,19,5,3,3,0,3,3,3,0,0,39,3,0,0,9,10,10,11,3,0,0,0,0,0,0,0,46,0,0,0,4,28,72,57,106,62,42,48,45,30,6,15,515,0,0,23,38,9,5,49,6,0,3,0,0,0,0,0,133,0,3,6,14,4,4,4,4,0,0,7,0,0,0,0,46,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,10,0,0,5,34,29,15,15,6,0,0,3,0,0,3,6,116,0,49,44,8,13,11,8,0,4,0,4,4,3,0,4,152,0,7,58,63,22,15,3,3,4,0,0,0,0,0,5,180,0,0,0,3,13,34,44,16,0,3,0,3,3,3,7,129,0,13,10,181,142,112,67,77,45,73,92,67,35,20,32,966,0,0,5,0,4,9,27,23
POA6063,0,0,0,0,0,6,129,0,0,0,0,0,0,0,4,139,0,0,0,0,0,25,3,4,0,0,3,0,3,0,3,41,0,0,0,3,3,0,8,3,0,0,0,0,0,0,0,17,0,0,0,0,0,21,20,31,15,18,14,17,3,4,3,146,0,0,4,8,8,6,30,10,0,0,0,0,0,0,0,66,0,0,0,3,3,3,3,3,0,0,0,3,0,0,0,18,0,0,0,0,0,6,6,0,0,0,0,3,0,0,0,15,0,0,0,4,8,3,4,0,5,0,0,0,0,0,7,31,0,12,9,0,6,10,11,3,0,0,0,3,0,0,5,59,0,0,5,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,4,5,19,17,6,0,0,0,4,0,0,0,55,0,3,0,37,42,59,82,86,39,33,50,12,14,9,15,481,0,0,0,0,3,6,9,12
POA6064,0,0,0,3,0,3,145,10,0,3,0,0,0,0,3,167,0,0,0,0,0,61,18,8,3,4,0,5,0,3,6,108,3,0,0,0,4,4,7,5,0,0,0,0,0,0,0,23,0,3,4,0,8,15,44,23,3,13,0,12,10,5,17,157,0,3,10,16,6,5,103,59,0,0,0,0,0,0,3,205,0,3,5,8,3,6,11,27,5,3,0,0,0,0,0,71,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,12,85,110,115,103,29,3,12,3,4,4,3,13,496,0,14,13,18,8,16,9,4,3,3,0,0,0,0,0,88,3,3,17,29,9,6,3,3,0,3,0,0,0,0,5,81,0,0,0,0,4,24,19,5,0,0,3,7,0,0,0,62,0,5,3,116,103,61,51,30,20,26,25,23,6,0,15,484,0,0,3,3,3,14,20,9
POA6065,0,0,3,3,0,7,106,6,0,3,0,0,3,0,6,137,0,0,0,0,0,22,9,3,3,3,0,3,0,0,0,43,0,0,0,0,10,9,19,14,0,3,5,0,0,0,3,63,3,0,0,0,0,11,28,43,18,10,12,4,3,0,10,142,5,0,24,38,16,5,35,22,0,0,0,0,0,0,8,153,0,3,3,4,5,0,10,3,3,3,6,3,5,0,3,51,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,3,3,24,44,76,75,34,5,3,4,3,4,0,13,291,0,19,28,28,17,42,17,16,11,3,16,6,7,3,11,224,0,3,15,12,9,4,3,0,4,0,0,0,0,0,10,60,0,0,0,3,3,27,24,9,3,3,10,3,0,0,6,91,3,7,5,68,53,52,95,108,65,60,75,70,44,18,12,735,0,0,0,4,6,20,35,34
POA6066,0,0,0,0,0,0,67,5,0,3,0,0,0,0,3,78,0,0,0,0,0,26,3,4,0,0,4,4,0,0,0,41,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,25,26,18,5,11,4,4,5,6,3,107,0,0,5,12,7,6,15,11,0,0,0,0,0,0,0,56,0,4,0,3,4,4,0,8,0,0,0,0,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,9,18,17,23,12,3,5,3,3,0,0,3,96,0,7,5,3,0,8,13,0,3,0,3,0,0,0,3,45,0,0,0,5,0,5,0,3,0,0,0,0,0,0,0,13,0,0,0,0,4,19,23,9,3,3,3,0,5,0,0,69,0,3,3,53,42,55,72,38,13,7,9,9,4,0,9,317,0,0,5,0,3,6,27,12
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,11,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,11,0,0,0,3,7,7,5,8,5,6,3,3,3,0,0,50,0,0,0,0,0,0,8,5,3,5,4,0,0,0,0,25,3,0,7,10,5,0,8,0,0,0,0,0,6,0,0,39,0,0,0,0,0,4,3,7,0,0,3,0,0,0,0,17,0,0,0,3,3,3,3,0,0,0,3,0,0,0,0,15,0,0,0,0,0,6,3,0,0,4,0,0,0,3,0,16,0,5,20,4,9,22,10,12,3,5,4,5,0,0,0,99,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,13,0,8,0,35,28,27,28,31,21,21,16,10,6,5,7,243,0,0,0,0,3,3,8,14
POA6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,5,3,5,6,0,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0
POA6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,3,4,3,0,0,0,0,3,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,4,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0
POA6073,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,3,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
POA6076,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,11,6,11,13,5,0,5,3,0,4,0,0,58,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,15,0,0,11,12,3,3,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,23,14,32,8,3,0,5,3,0,4,0,3,160,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,0,12,16,37,18,15,6,0,0,3,3,3,3,3,10,129,0,0,5,0,5,0,9,3
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,15,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,7,4,7,0,0,4,4,0,0,3,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,3,0
POA6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0
POA6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,3,6,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
POA6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,9,3,3,0,3,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,3,0,0,3,0,0,0,20,0,0,3,0,0,0,0,0
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,10,0,0,0,10,3,3,6,3,0,3,0,3,7,4,0,42,0,0,3,0,3,14,45,72,21,24,57,58,25,10,12,344,0,0,4,8,0,0,0,0,0,0,0,0,0,0,3,15,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,4,0,0,6,5,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,6,13,4,12,11,4,3,3,0,8,5,0,3,75,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,8,27,16,6,9,7,10,5,4,99,0,5,8,19,27,13,13,67,61,42,122,118,61,38,11,605,0,0,0,0,3,11,38,37
POA6101,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,3,0,0,3,3,8,7,8,3,3,3,0,4,5,5,55,0,0,0,0,3,16,31,52,22,34,20,43,35,12,12,280,3,0,0,12,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,3,4,8,6,4,0,3,4,8,5,3,3,71,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,4,3,4,17,0,11,4,9,7,3,7,69,0,5,8,31,33,26,18,50,40,54,107,129,52,16,12,581,0,0,5,0,0,17,29,52
POA6102,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,21,8,3,0,0,0,4,3,0,4,43,0,0,0,0,3,0,3,3,0,3,0,0,0,3,4,19,0,3,3,0,3,16,23,79,45,36,86,132,122,121,33,702,3,0,3,5,3,0,3,0,0,0,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,7,0,3,0,3,3,0,5,3,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,26,10,18,7,20,17,11,9,136,0,5,3,18,10,21,9,32,35,45,80,71,33,35,11,408,0,0,3,3,3,10,78,90
POA6103,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,0,0,3,0,0,0,0,3,14,0,0,0,0,0,27,47,36,39,22,47,15,11,13,4,261,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,14,9,11,3,5,0,5,0,0,4,4,0,0,3,58,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,7,7,7,3,3,5,3,3,0,0,41,0,4,0,19,15,4,11,27,23,39,59,53,18,6,11,289,0,0,0,0,0,5,12,10
POA6104,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,4,0,0,0,0,0,17,0,0,0,0,0,17,37,53,8,13,8,16,15,0,11,178,0,0,9,6,0,0,5,3,0,0,0,0,0,0,3,26,0,0,0,3,3,0,0,0,0,3,0,0,3,0,3,15,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,20,15,4,14,4,6,0,4,3,0,3,0,0,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,4,0,3,0,0,0,0,35,0,4,3,50,17,19,18,25,17,31,63,30,17,7,20,321,0,0,0,0,0,12,23,13
