POA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
POA6155,0,0,0,13,4,5,13,14,0,3,0,0,0,0,5,69,0,0,3,8,25,156,440,1117,134,174,215,184,166,78,119,2826,0,3,8,13,0,3,4,0,0,0,0,0,0,0,0,33,0,0,0,0,0,8,11,9,3,5,6,7,10,0,0,74,0,0,6,3,3,9,3,3,0,0,0,0,0,0,3,30,0,24,5,22,29,9,25,11,0,4,0,0,0,0,6,135,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,21,95,65,22,16,21,24,19,16,3,23,350,0,14,15,137,72,185,537,1220,137,209,196,150,193,96,45,3206,0,9,4,12,18,94,291,151,20,33,17,15,24,11,16,700,0,0,0,0,7,20,46,32,20,24,10,5,8,0,8,184,0,0,0,0,0,28,58,18,3,4,7,5,3,0,8,141,0,5,6,29,42,42,27,33
POA6156,0,0,3,5,3,4,6,12,0,0,3,6,0,0,0,45,0,0,0,0,0,15,15,22,6,6,4,7,11,3,7,106,0,3,21,11,0,7,3,0,0,0,0,0,0,0,3,48,0,6,4,3,3,3,0,0,0,0,0,0,3,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,12,0,18,5,9,15,13,12,13,3,0,0,0,0,0,0,86,0,0,7,4,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,0,4,7,4,3,0,0,0,4,0,0,3,27,0,9,7,16,7,7,10,32,4,6,5,3,5,3,0,106,0,3,0,3,7,26,25,11,3,6,4,4,3,4,4,99,0,0,0,3,3,11,7,11,0,13,4,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,31,16,13
POA6157,0,0,0,3,5,3,11,7,0,5,3,0,0,0,0,51,0,0,0,0,0,7,10,9,0,3,5,0,4,3,0,49,0,0,5,9,0,7,0,0,0,0,0,0,0,0,0,23,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,3,7,7,13,15,0,0,0,0,0,0,4,68,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,13,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,16,0,3,0,17,3,5,7,23,3,6,3,0,10,0,4,94,0,0,0,0,3,6,3,6,3,0,0,0,3,0,0,28,0,0,0,0,0,0,3,9,0,0,0,7,6,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,6,13,10,17,14,20
POA6158,0,0,0,4,3,7,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,10,0,7,3,6,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,5,3,0,12,4,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,14,14,10,3
POA6159,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0
POA6160,0,0,0,8,8,10,8,9,0,0,0,0,4,3,0,44,0,0,0,0,0,4,3,9,4,0,0,0,0,3,4,27,0,0,19,8,0,4,0,0,0,0,0,0,0,0,0,36,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,4,0,9,0,7,0,4,4,0,0,47,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,16,0,6,3,7,4,4,3,10,3,0,0,3,0,6,0,48,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,7,15,9,19
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,0,3,9,10,4,13,6,3,3,3,0,0,0,59,0,0,0,0,3,6,5,4,0,3,0,0,0,0,6,26,3,5,50,12,3,4,3,0,0,0,0,0,0,0,0,78,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,8,12,11,9,23,0,5,0,3,9,0,0,96,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,13,0,6,5,8,0,4,4,9,0,0,3,0,0,3,5,53,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,22,9,21
POA6163,0,0,7,11,10,21,33,31,11,4,5,5,7,0,5,143,0,0,0,0,12,47,90,120,20,23,29,23,26,18,15,426,10,25,184,169,41,57,84,14,0,3,0,0,3,0,18,606,0,12,19,11,3,4,0,0,0,3,0,0,5,0,0,57,0,0,0,4,3,5,4,0,3,3,0,0,0,0,0,22,0,56,24,22,35,45,47,56,11,10,14,13,12,3,9,343,0,0,12,8,3,3,0,3,0,0,0,0,0,0,0,29,0,3,3,19,21,22,30,18,3,4,9,4,8,3,7,143,4,13,14,93,24,71,49,139,10,24,21,28,29,25,19,550,0,3,3,6,23,44,108,36,9,11,21,8,19,15,12,320,0,0,0,0,11,8,20,21,4,16,11,8,5,0,0,119,0,0,0,0,3,4,7,5,0,4,9,30,24,0,0,84,0,4,12,51,18,48,30,67
POA6164,0,0,0,10,10,10,34,24,13,10,4,0,0,0,0,111,0,0,0,0,4,75,168,561,58,87,77,101,102,35,39,1317,0,11,29,42,7,35,145,15,0,0,3,0,0,0,3,295,0,3,3,3,0,8,3,0,0,0,8,8,0,0,3,37,0,0,0,0,3,10,0,4,0,3,0,0,0,0,0,24,0,19,10,20,20,13,25,27,5,9,3,3,3,0,3,149,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,8,22,17,39,17,13,10,12,11,4,3,6,168,0,5,4,69,27,63,193,540,66,108,82,83,50,23,25,1340,0,0,0,7,19,84,157,79,19,5,13,11,7,3,10,410,0,0,0,0,9,19,23,44,24,42,19,16,4,9,0,206,0,0,0,0,0,5,7,12,3,0,0,0,0,0,0,25,0,3,0,15,18,41,22,69
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,0,0,0,0,3,7,3,0,0,0,3,0,0,0,23,0,0,0,0,0,3,3,10,0,6,0,0,10,0,0,33,4,5,72,68,22,28,10,0,0,0,3,0,0,0,4,212,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,6,3,9,3,11,7,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,9,5,4,0,4,0,0,3,48,0,0,0,0,0,4,7,3,0,0,0,4,0,3,0,26,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,10,7,3
POA6167,0,0,0,5,0,3,18,5,0,0,0,0,0,3,0,42,0,0,0,0,0,4,23,78,9,16,13,8,8,0,10,177,0,0,5,8,0,4,41,3,0,0,0,0,0,0,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,3,8,0,0,0,0,0,0,29,0,31,13,23,8,4,10,9,0,5,0,0,0,0,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,8,6,0,0,0,0,0,0,10,35,0,6,3,16,3,15,30,257,35,53,48,30,31,21,23,580,0,0,0,0,6,11,17,28,3,3,3,3,0,0,4,72,0,0,0,0,0,5,4,9,3,3,0,3,3,0,4,40,0,0,0,0,0,0,4,0,0,3,0,7,0,0,5,12,0,0,0,17,13,11,7,8
POA6168,0,0,0,10,3,3,11,9,0,0,0,0,0,0,0,53,3,0,0,0,3,9,5,18,3,4,4,9,3,3,3,64,0,4,11,26,0,13,12,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,4,0,5,0,0,0,0,0,17,0,35,19,17,8,16,10,17,3,5,0,4,0,0,3,142,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,12,0,14,8,32,9,13,4,46,4,4,12,10,4,7,3,161,0,4,0,6,3,0,4,20,5,0,0,3,3,0,0,44,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,35,18,23,5,17
POA6169,0,0,3,4,5,16,9,7,3,0,3,0,3,5,0,59,0,3,0,0,0,3,4,14,5,10,6,3,3,3,4,55,0,3,11,11,0,8,9,0,3,3,0,0,0,0,4,49,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,12,3,5,0,0,0,0,0,37,0,26,17,32,22,12,10,21,4,10,0,0,0,0,3,160,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,0,3,3,0,0,3,0,0,0,0,14,0,15,4,35,3,26,16,55,6,8,9,4,3,0,9,184,0,3,0,0,0,5,9,20,0,4,4,0,0,0,0,51,0,0,0,0,0,3,0,3,4,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,32,7,39,14,40
POA6170,0,0,0,0,0,3,10,9,0,0,4,0,0,0,3,33,0,0,0,0,0,4,13,32,6,3,12,3,3,0,5,81,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,5,4,7,3,0,0,0,0,0,0,19,0,3,0,3,9,3,4,11,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,4,0,0,0,0,18,0,0,0,5,0,7,45,335,51,56,52,58,43,24,24,695,0,0,0,0,0,0,13,17,3,4,0,0,4,0,0,47,0,0,0,0,0,3,0,0,9,7,0,0,0,0,3,17,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,25
POA6171,0,0,0,7,7,6,16,15,0,3,3,0,5,0,0,69,0,0,0,0,0,0,15,16,10,3,6,4,0,0,4,53,0,0,4,6,0,3,9,0,0,0,0,0,0,0,0,23,0,4,0,0,0,3,0,0,0,3,3,0,0,0,0,20,0,0,0,0,3,9,8,17,3,3,0,4,0,0,0,46,0,14,12,7,13,9,10,16,6,7,3,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,20,0,0,5,19,7,10,35,131,21,47,23,16,10,13,4,344,0,0,0,0,3,15,21,27,6,6,0,3,0,0,0,76,0,0,0,0,0,3,0,6,3,3,3,0,3,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,16,6,21,14,53
POA6172,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,3,3,3,4,0,0,0,0,0,0,3,15,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,7,8,7,5,7,7,0,0,0,0,0,0,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,3,5,13,0,0,0,0,0,0,4,51,0,0,0,0,0,3,3,4,7,0,0,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,3,8
POA6173,0,0,0,3,3,0,3,6,3,0,3,0,3,0,3,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,7,0,4,3,3,3,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,7,10
POA6174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
POA6175,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
POA6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
POA6180,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,3,5,3,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,11,3,7,0,0,0,0,40,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
POA6181,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6208,0,0,0,5,0,0,6,5,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,6,5,10,7,8,3,0,0,0,0,0,0,0,0,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,8,0,9,0,5,0,0,0,3,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,4,4,3,0
POA6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6210,0,0,6,16,12,7,23,20,6,12,0,3,3,3,0,123,0,4,0,0,0,9,21,54,3,11,13,17,18,10,9,157,0,8,13,12,0,0,0,4,0,0,0,3,0,0,0,49,0,7,3,3,3,3,0,3,0,0,5,0,0,0,0,38,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,19,0,92,42,36,49,7,16,25,10,0,0,0,3,3,6,288,0,3,10,3,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,6,13,4,5,3,0,0,4,7,3,0,0,45,3,18,12,48,20,10,21,169,15,36,48,38,42,15,22,508,0,7,3,0,8,24,34,33,3,4,3,11,8,5,9,145,0,0,0,0,0,3,0,6,11,10,13,39,12,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,15,47,21,52,19,76
