region_id,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Emp_wkd_Tot_15_19,M_Emp_wkd_Tot_20_24,M_Emp_wkd_Tot_25_34,M_Emp_wkd_Tot_35_44,M_Emp_wkd_Tot_45_54,M_Emp_wkd_Tot_55_64,M_Emp_wkd_Tot_65_74,M_Emp_wkd_Tot_75_84,M_Emp_wkd_Tot_85ov,M_Emp_wkd_Tot_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Unem_look_Tot_15_19,M_Unem_look_Tot_20_24,M_Unem_look_Tot_25_34,M_Unem_look_Tot_35_44,M_Unem_look_Tot_45_54,M_Unem_look_Tot_55_64,M_Unem_look_Tot_65_74,M_Unem_look_Tot_75_84,M_Unem_look_Tot_85ov,M_Unem_look_Tot_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Emp_wkd_Tot_15_19,F_Emp_wkd_Tot_20_24,F_Emp_wkd_Tot_25_34,F_Emp_wkd_Tot_35_44,F_Emp_wkd_Tot_45_54,F_Emp_wkd_Tot_55_64,F_Emp_wkd_Tot_65_74,F_Emp_wkd_Tot_75_84,F_Emp_wkd_Tot_85ov,F_Emp_wkd_Tot_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Unem_look_Tot_15_19,F_Unem_look_Tot_20_24,F_Unem_look_Tot_25_34,F_Unem_look_Tot_35_44,F_Unem_look_Tot_45_54,F_Unem_look_Tot_55_64,F_Unem_look_Tot_65_74,F_Unem_look_Tot_75_84,F_Unem_look_Tot_85ov,F_Unem_look_Tot_Tot
POA6635,3,24,47,43,28,19,3,3,0,170,0,3,3,7,4,6,3,0,0,26,0,0,4,3,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,3,27,57,53,35,25,6,3,0,209,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,3,34,57,53,35,25,6,3,0,216,5,0,0,6,4,8,9,0,0,32,3,5,18,8,7,3,3,0,0,47,11,39,75,67,46,36,18,3,0,295,0,11,14,7,10,9,3,0,0,54,0,3,3,7,3,0,3,0,0,19,0,0,3,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,14,20,14,16,12,6,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6638,0,9,29,36,29,14,6,0,0,123,0,0,3,3,4,0,0,3,0,13,0,3,3,6,4,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,0,15,35,45,37,14,6,3,0,155,3,0,3,3,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,0,0,15,3,15,38,48,40,14,9,3,0,170,12,6,8,9,12,21,19,3,0,90,0,3,8,12,10,3,4,0,0,40,15,24,54,69,62,38,32,6,0,300,0,11,12,17,17,6,0,0,0,63,3,0,8,8,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,25,24,10,0,0,0,93,0,0,3,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,0,0,0,9
POA6639,0,3,3,3,7,4,0,0,0,20,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,4,3,0,0,26,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6,3,10,4,3,0,0,29,0,0,0,0,0,4,5,0,0,9,3,3,0,0,3,3,3,0,0,15,3,6,6,3,13,11,11,0,0,53,0,0,3,5,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,0,0,0,18,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA6640,0,3,3,9,6,14,0,0,0,35,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6,9,10,17,0,0,0,45,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,6,3,3,9,9,10,17,0,0,0,51,3,3,0,0,5,19,14,0,0,44,3,0,0,9,6,9,3,3,0,33,9,6,9,18,21,45,17,3,0,128,0,3,3,0,7,7,3,0,0,23,0,0,3,0,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,6,6,0,14,12,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
POA6642,3,37,109,72,75,56,12,0,0,364,0,4,10,7,12,7,3,3,0,46,3,4,7,3,6,3,0,0,0,26,0,4,3,0,5,0,0,0,0,12,6,49,129,82,98,66,15,3,0,448,3,0,5,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,4,0,0,0,16,9,49,134,82,102,70,15,3,0,464,14,8,11,6,15,13,18,3,0,88,5,20,35,30,26,15,7,3,0,141,28,77,180,118,143,98,40,9,0,693,0,19,30,28,36,17,0,3,0,133,3,5,5,4,16,11,5,0,0,49,0,0,0,0,5,0,0,0,0,5,3,0,4,6,0,0,0,0,0,13,6,24,39,38,57,28,5,3,0,200,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6
POA6646,0,42,146,111,115,40,6,0,0,460,0,7,13,11,6,3,3,0,0,43,0,4,17,15,7,6,0,0,0,49,0,0,5,0,0,0,3,0,0,8,0,53,181,137,128,49,12,0,0,560,0,3,5,6,4,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,5,6,4,0,3,0,0,21,0,56,186,143,132,49,15,0,0,581,15,14,6,4,7,11,6,3,0,66,0,12,32,29,21,7,0,0,0,101,15,82,224,176,160,67,21,3,0,748,0,19,41,26,27,10,0,0,0,123,5,5,6,3,3,4,3,0,0,29,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,6,5,24,51,32,30,17,3,0,0,162,0,0,7,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,11
POA6701,44,67,188,263,256,198,41,3,0,1060,19,11,24,46,39,46,22,6,0,213,7,3,9,15,22,7,4,3,5,75,0,6,6,10,9,6,0,0,0,37,70,87,227,334,326,257,67,12,5,1385,9,7,12,18,12,6,0,0,0,64,4,0,3,0,3,0,0,0,0,10,13,7,15,18,15,6,0,0,0,74,83,94,242,352,341,263,67,12,5,1459,59,18,41,43,49,87,168,78,10,553,13,17,43,49,58,60,36,15,3,294,155,129,326,444,448,410,271,105,18,2306,16,64,138,150,190,117,13,0,0,688,18,12,76,101,79,54,23,4,0,367,3,0,29,13,8,11,0,0,0,64,7,0,4,6,5,7,0,0,0,29,44,76,247,270,282,189,36,4,0,1148,6,5,11,7,5,0,0,0,0,34,0,4,5,11,3,3,0,0,0,26,6,9,16,18,8,3,0,0,0,60
POA6705,0,3,3,9,4,12,3,0,0,34,3,3,3,0,5,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,9,9,9,12,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,9,12,3,0,0,51,0,3,4,7,0,4,7,3,0,28,3,3,3,3,0,5,3,0,0,20,6,12,16,19,9,21,13,3,0,99,0,3,7,5,4,6,0,0,0,25,0,3,0,4,4,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,6,10,9,8,6,0,0,0,42,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
POA6707,11,28,125,153,115,78,13,0,0,523,14,4,20,23,23,16,6,3,0,109,0,0,17,14,10,10,0,0,0,51,0,0,0,6,4,0,0,4,0,14,25,32,162,196,152,104,19,7,0,697,3,3,9,6,3,5,0,0,0,29,0,0,0,3,3,0,0,0,0,6,3,3,9,9,6,5,0,0,0,35,28,35,171,205,158,109,19,7,0,732,15,5,5,11,12,57,73,33,0,211,6,10,21,21,17,10,6,0,0,91,49,50,197,237,187,176,98,40,0,1034,8,23,77,68,71,33,3,0,0,283,16,16,44,70,56,33,8,0,0,243,0,3,8,12,3,6,0,0,0,32,0,3,0,3,3,3,0,0,0,12,24,45,129,153,133,75,11,0,0,570,0,3,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,7,3,3,4,0,0,0,0,0,0,10
POA6710,7,87,291,286,239,142,8,0,0,1060,0,4,16,15,10,7,3,0,0,55,0,0,23,18,15,5,0,0,0,61,0,5,5,8,3,0,3,0,0,24,7,96,335,327,267,154,14,0,0,1200,0,0,4,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,13,7,96,339,327,273,157,14,0,0,1213,4,3,11,9,9,10,24,5,0,75,3,31,112,98,84,44,3,0,0,375,14,130,462,434,366,211,41,5,0,1663,0,35,82,67,50,36,4,0,0,274,0,0,22,12,11,6,0,0,0,51,0,4,5,4,0,3,0,0,0,16,0,0,3,0,0,0,0,0,0,3,0,39,112,83,61,45,4,0,0,344,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,5,0,3,0,0,0,0,8
POA6713,16,31,84,78,110,36,6,0,0,361,4,0,4,6,9,3,3,0,0,29,3,4,6,9,3,3,0,0,0,28,0,0,0,0,4,0,0,0,0,4,23,35,94,93,126,42,9,0,0,422,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,23,35,94,97,126,42,9,0,0,426,15,0,3,3,3,4,10,3,0,41,8,9,16,23,22,17,0,0,0,95,46,44,113,123,151,63,19,3,0,562,9,25,44,44,49,13,0,0,0,184,5,0,15,28,26,6,3,0,0,83,0,3,8,5,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,14,28,67,77,80,19,3,0,0,288,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3
POA6714,140,477,1542,1522,1214,591,68,0,5,5559,79,25,53,56,57,26,12,0,0,308,17,18,82,81,60,36,6,0,0,300,9,17,31,24,28,17,4,3,0,133,245,537,1708,1683,1359,670,90,3,5,6300,12,12,26,20,11,5,0,3,0,89,9,5,4,4,0,0,0,0,0,22,21,17,30,24,11,5,0,3,0,111,266,554,1738,1707,1370,675,90,6,5,6411,124,29,37,39,32,40,40,15,0,356,98,221,612,601,486,252,43,3,0,2316,488,804,2387,2347,1888,967,173,24,5,9083,96,290,695,476,466,170,12,0,0,2205,93,48,262,334,168,68,6,0,0,979,8,14,70,48,30,15,4,0,0,189,8,7,12,15,12,5,0,0,0,59,205,359,1039,873,676,258,22,0,0,3432,7,8,23,14,13,3,0,0,0,68,5,4,14,13,3,3,0,0,0,42,12,12,37,27,16,6,0,0,0,110
POA6716,3,14,58,69,54,27,4,0,0,229,0,0,5,3,5,0,0,0,0,13,0,3,4,4,0,3,0,0,0,14,0,0,4,0,0,0,0,0,0,4,3,17,71,76,59,30,4,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,71,76,59,30,4,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,13,3,17,71,81,64,33,4,0,0,273,5,7,10,20,13,9,0,0,0,64,3,3,11,18,7,3,0,0,0,45,0,0,8,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,8,10,32,38,20,12,0,0,0,120,0,0,3,3,0,0,0,0,0,6,0,3,3,3,0,0,0,0,0,9,0,3,6,6,0,0,0,0,0,15
POA6718,7,10,34,28,28,17,3,0,0,127,3,3,0,3,4,0,3,0,0,16,0,3,0,0,3,7,0,0,0,13,0,0,4,4,0,0,0,0,0,8,10,16,38,35,35,24,6,0,0,164,3,6,4,7,3,4,0,0,0,27,0,3,0,0,0,0,0,0,0,3,3,9,4,7,3,4,0,0,0,30,13,25,42,42,38,28,6,0,0,194,21,6,9,10,12,12,8,3,3,84,5,9,12,14,9,9,5,0,0,63,39,40,63,66,59,49,19,3,3,341,3,7,18,19,17,8,0,0,0,72,0,4,7,14,4,9,0,0,0,38,0,0,0,0,4,3,0,0,0,7,0,0,0,3,3,0,0,0,0,6,3,11,25,36,28,20,0,0,0,123,5,0,4,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,13
POA6720,24,44,171,165,159,82,12,0,0,657,11,0,7,11,3,5,3,0,0,40,4,3,18,12,10,6,3,0,0,56,3,3,5,5,3,0,3,0,0,22,42,50,201,193,175,93,21,0,0,775,3,0,3,5,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,4,0,0,0,18,45,50,204,198,178,97,21,0,0,793,37,34,66,65,24,15,4,5,0,250,17,20,48,46,40,29,3,5,0,208,99,104,318,309,242,141,28,10,0,1251,9,29,65,55,69,33,0,0,0,260,11,5,29,43,25,15,0,0,0,128,0,3,14,5,6,3,0,0,0,31,3,0,0,4,0,0,0,0,0,7,23,37,108,107,100,51,0,0,0,426,0,3,3,0,3,0,0,0,0,9,3,0,4,3,0,3,0,0,0,13,3,3,7,3,3,3,0,0,0,22
POA6721,29,125,452,452,373,187,25,0,0,1643,12,10,27,23,16,14,3,0,0,105,3,5,32,27,29,10,0,0,0,106,4,6,15,6,4,9,0,0,0,44,48,146,526,508,422,220,28,0,0,1898,3,4,7,7,11,3,0,0,0,35,0,0,4,0,0,0,0,0,0,4,3,4,11,7,11,3,0,0,0,39,51,150,537,515,433,223,28,0,0,1937,27,8,15,19,15,13,35,9,3,144,25,87,189,168,146,70,16,6,3,710,103,245,741,702,594,306,79,15,6,2791,28,84,205,141,154,77,0,3,0,692,10,11,53,74,35,21,7,0,0,211,3,6,29,13,10,8,3,0,0,72,0,4,3,0,4,3,0,0,0,14,41,105,290,228,203,109,10,3,0,989,3,3,3,5,4,0,0,0,0,18,0,0,6,4,4,3,0,0,0,17,3,3,9,9,8,3,0,0,0,35
POA6722,89,302,783,658,556,302,35,3,0,2728,41,24,63,44,37,31,0,0,0,240,8,14,51,34,38,28,5,0,0,178,3,8,21,22,14,7,0,0,0,75,141,348,918,758,645,368,40,3,0,3221,21,22,21,17,10,4,0,0,0,95,6,0,8,4,0,0,0,0,0,18,27,22,29,21,10,4,0,0,0,113,168,370,947,779,655,372,40,3,0,3334,111,23,36,42,40,42,47,15,10,366,80,118,266,239,207,108,25,0,4,1047,359,511,1249,1060,902,522,112,18,14,4747,62,209,407,272,264,92,5,3,0,1314,39,54,124,122,85,29,6,0,0,459,3,12,48,16,24,10,0,0,0,113,4,7,9,4,8,7,0,0,0,39,108,282,588,414,381,138,11,3,0,1925,7,12,21,15,11,4,0,0,0,70,0,7,8,8,6,0,0,0,0,29,7,19,29,23,17,4,0,0,0,99
POA6725,53,120,454,473,381,229,30,8,0,1748,35,32,74,67,69,74,26,0,0,377,0,6,28,33,22,17,0,0,0,106,11,9,28,11,17,7,0,0,0,83,99,167,584,584,489,327,56,8,0,2314,13,27,24,29,12,10,3,0,0,118,8,10,6,12,7,0,0,0,0,43,21,37,30,41,19,10,3,0,0,161,120,204,614,625,508,337,59,8,0,2475,151,77,132,142,123,123,120,57,11,936,30,52,110,108,82,64,24,11,7,488,301,333,856,875,713,524,203,76,18,3899,32,137,348,306,298,142,12,3,0,1278,43,47,162,180,112,60,17,3,0,624,5,9,36,28,21,10,3,0,0,112,6,7,7,18,16,7,0,0,0,61,86,200,553,532,447,219,32,6,0,2075,10,18,16,16,8,0,0,0,0,68,7,6,11,3,3,5,0,0,0,35,17,24,27,19,11,5,0,0,0,103
POA6726,33,94,271,275,241,152,11,0,0,1077,21,20,20,31,38,27,10,4,0,171,3,3,14,16,11,13,3,0,0,63,3,4,10,13,7,0,0,0,0,37,60,121,315,335,297,192,24,4,0,1348,6,4,12,8,6,3,0,0,0,39,3,0,0,0,3,3,0,0,0,9,9,4,12,8,9,6,0,0,0,48,69,125,327,343,306,198,24,4,0,1396,54,16,26,25,33,52,49,29,8,292,11,17,54,40,42,30,15,0,0,209,134,158,407,408,381,280,88,33,8,1897,25,84,226,165,220,98,8,0,0,826,35,22,73,136,83,48,11,3,0,411,0,8,27,13,7,9,0,0,0,64,0,5,5,3,4,3,0,0,0,20,60,119,331,317,314,158,19,3,0,1321,5,4,8,3,4,0,0,0,0,24,5,5,0,3,0,0,0,0,0,13,10,9,8,6,4,0,0,0,0,37
POA6728,29,66,197,174,174,116,19,4,0,779,16,57,66,60,38,25,9,0,0,271,3,7,13,13,11,7,3,0,0,57,13,6,6,8,4,7,0,0,0,44,61,136,282,255,227,155,31,4,0,1151,3,9,13,10,7,5,0,0,0,47,3,3,0,4,3,0,0,0,0,13,6,12,13,14,10,5,0,0,0,60,67,148,295,269,237,160,31,4,0,1211,108,262,712,402,182,121,55,45,10,1897,26,39,81,76,57,42,23,7,0,351,201,449,1088,747,476,323,109,56,10,3459,17,52,136,114,133,73,12,3,0,540,18,35,72,62,43,29,4,0,0,263,4,6,14,17,6,7,0,0,0,54,3,6,9,8,9,0,0,0,0,35,42,99,231,201,191,109,16,3,0,892,5,6,6,8,0,0,0,0,0,25,5,4,6,3,5,0,0,0,0,23,10,10,12,11,5,0,0,0,0,48
POA6740,3,15,53,50,41,31,13,0,0,206,6,11,14,20,11,13,6,0,0,81,0,0,11,9,5,3,0,0,0,28,0,0,7,5,7,3,0,0,0,22,9,26,85,84,64,50,19,0,0,337,3,6,6,9,3,0,0,0,0,27,4,0,0,0,0,0,3,0,0,7,7,6,6,9,3,0,3,0,0,34,16,32,91,93,67,50,22,0,0,371,40,21,38,21,18,19,20,4,6,187,6,6,12,15,9,8,9,3,0,68,62,59,141,129,94,77,51,7,6,626,3,15,42,26,28,22,4,0,5,145,6,3,25,11,16,4,6,0,0,71,0,3,4,0,6,3,3,0,0,19,0,3,5,7,0,0,0,0,0,15,9,24,76,44,50,29,13,0,5,250,7,3,0,3,3,0,0,0,0,16,0,3,4,6,3,0,0,0,0,16,7,6,4,9,6,0,0,0,0,32
POA6743,54,143,363,363,309,191,25,4,0,1452,22,15,43,29,40,28,12,0,0,189,0,8,17,23,25,13,5,0,0,91,0,5,19,12,11,10,0,0,0,57,76,171,442,427,385,242,42,4,0,1789,14,9,18,14,15,7,0,0,0,77,0,0,3,3,0,0,5,0,0,11,14,9,21,17,15,7,5,0,0,88,90,180,463,444,400,249,47,4,0,1877,76,39,37,40,41,67,74,15,0,389,28,44,82,65,66,26,11,7,0,329,194,263,582,549,507,342,132,26,0,2595,21,87,266,196,239,124,12,0,0,945,20,30,115,118,63,39,9,0,0,394,0,3,25,22,18,16,0,0,0,84,3,3,8,8,8,4,0,0,0,34,44,123,414,344,328,183,21,0,0,1457,13,7,6,6,6,4,0,0,0,42,3,0,4,7,4,7,0,0,0,25,16,7,10,13,10,11,0,0,0,67
POA6751,32,163,570,559,409,177,16,0,0,1926,11,11,44,38,26,8,0,0,0,138,3,10,43,74,41,9,3,3,0,186,6,3,9,9,9,7,0,0,0,43,52,187,666,680,485,201,19,3,0,2293,4,4,4,6,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,4,4,6,6,0,0,0,0,24,56,191,670,686,491,201,19,3,0,2317,35,11,15,13,11,14,0,0,0,99,12,77,196,167,122,43,7,0,0,624,103,279,881,866,624,258,26,3,0,3040,23,86,193,147,123,43,3,0,0,618,13,15,78,79,41,19,0,0,0,245,3,6,34,22,15,5,3,0,0,88,0,0,7,9,0,0,0,0,0,16,39,107,312,257,179,67,6,0,0,967,0,4,0,6,3,3,0,0,0,16,4,0,4,0,3,3,0,0,0,14,4,4,4,6,6,6,0,0,0,30
POA6753,60,334,1035,906,670,317,25,4,0,3351,15,30,41,40,30,13,3,0,0,172,5,17,56,63,51,28,0,0,0,220,3,4,24,11,13,9,4,0,0,68,83,385,1156,1020,764,367,32,4,0,3811,11,11,7,5,7,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,11,11,7,5,7,0,0,0,0,41,94,396,1163,1025,771,367,32,4,0,3852,55,21,27,16,15,8,9,0,3,154,33,157,391,298,260,111,7,0,0,1257,182,574,1581,1339,1046,486,48,4,3,5263,39,146,367,231,193,69,7,0,0,1052,22,29,87,94,50,28,3,0,0,313,3,8,38,17,14,4,0,0,0,84,3,0,8,6,9,4,0,0,0,30,67,183,500,348,266,105,10,0,0,1479,3,6,7,7,4,0,0,0,0,27,6,4,5,7,3,0,0,0,0,25,9,10,12,14,7,0,0,0,0,52
POA6754,13,38,127,128,94,40,6,0,0,446,8,3,9,11,7,4,0,0,6,48,0,3,19,6,3,4,0,0,0,35,0,0,5,5,0,0,0,0,0,10,21,44,160,150,104,48,6,0,6,539,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,21,44,164,150,107,48,6,0,6,546,4,0,6,0,0,0,7,0,0,17,3,6,18,16,14,7,0,0,0,64,28,50,188,166,121,55,13,0,6,627,9,26,65,49,46,8,0,0,0,203,5,5,26,31,12,3,0,0,0,82,0,0,10,8,5,3,0,0,0,26,0,0,3,4,0,3,0,0,0,10,14,31,104,92,63,17,0,0,0,321,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
POA6758,0,0,3,5,0,6,0,0,0,14,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,5,0,10,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,10,0,0,0,21,6,5,3,7,3,3,8,0,0,35,3,0,3,0,0,0,0,0,0,6,9,5,12,12,3,13,8,0,0,62,0,3,0,3,3,4,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,3,6,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
