region_id,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Emp_wkd_Tot_15_19,M_Emp_wkd_Tot_20_24,M_Emp_wkd_Tot_25_34,M_Emp_wkd_Tot_35_44,M_Emp_wkd_Tot_45_54,M_Emp_wkd_Tot_55_64,M_Emp_wkd_Tot_65_74,M_Emp_wkd_Tot_75_84,M_Emp_wkd_Tot_85ov,M_Emp_wkd_Tot_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Unem_look_Tot_15_19,M_Unem_look_Tot_20_24,M_Unem_look_Tot_25_34,M_Unem_look_Tot_35_44,M_Unem_look_Tot_45_54,M_Unem_look_Tot_55_64,M_Unem_look_Tot_65_74,M_Unem_look_Tot_75_84,M_Unem_look_Tot_85ov,M_Unem_look_Tot_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Emp_wkd_Tot_15_19,F_Emp_wkd_Tot_20_24,F_Emp_wkd_Tot_25_34,F_Emp_wkd_Tot_35_44,F_Emp_wkd_Tot_45_54,F_Emp_wkd_Tot_55_64,F_Emp_wkd_Tot_65_74,F_Emp_wkd_Tot_75_84,F_Emp_wkd_Tot_85ov,F_Emp_wkd_Tot_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Unem_look_Tot_15_19,F_Unem_look_Tot_20_24,F_Unem_look_Tot_25_34,F_Unem_look_Tot_35_44,F_Unem_look_Tot_45_54,F_Unem_look_Tot_55_64,F_Unem_look_Tot_65_74,F_Unem_look_Tot_75_84,F_Unem_look_Tot_85ov,F_Unem_look_Tot_Tot
POA6468,0,6,15,10,11,7,5,0,0,54,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,9,0,6,21,13,14,10,5,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,13,14,10,5,0,0,69,0,0,4,0,4,5,0,0,3,16,0,0,0,3,0,0,0,0,0,3,0,6,25,16,18,15,5,0,3,88,3,4,3,4,3,3,3,0,0,23,0,0,3,3,6,0,3,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,3,4,9,10,12,3,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6472,0,3,17,14,14,10,0,0,0,58,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,17,14,10,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,17,14,10,0,0,0,61,0,0,0,0,0,4,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,3,17,17,14,14,0,7,0,72,0,3,7,6,5,3,3,0,0,27,0,0,0,9,8,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,13,6,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6475,0,9,24,23,21,19,8,3,0,107,0,3,0,0,4,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,12,27,23,25,19,11,6,0,123,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,12,27,23,28,19,11,6,0,126,3,0,3,0,3,13,13,8,5,48,0,0,0,0,0,0,4,0,0,4,3,12,30,23,31,32,28,14,5,178,3,3,4,5,9,8,0,3,0,35,3,0,9,3,6,9,3,0,0,33,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,6,6,3,19,8,18,17,3,3,0,77,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6
POA6477,0,8,11,22,20,16,7,0,0,84,0,0,3,0,3,0,6,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,14,22,23,19,13,0,0,99,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,8,14,22,23,19,13,0,0,102,0,0,0,3,6,5,3,4,0,21,0,0,0,0,3,0,0,0,0,3,3,8,14,25,32,24,16,4,0,126,0,8,5,3,11,5,0,0,0,32,0,0,5,9,8,5,0,0,0,27,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,10,15,19,10,0,0,0,62,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA6479,5,14,21,20,35,21,11,3,0,130,0,0,3,3,0,6,4,3,0,19,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,3,0,3,0,9,5,14,24,23,41,33,15,9,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,24,23,41,33,15,9,0,164,10,0,0,4,3,4,9,10,0,40,0,0,0,3,0,0,0,3,0,6,15,14,24,30,44,37,24,22,0,210,3,5,8,14,17,10,7,0,0,64,3,0,6,11,13,8,0,0,0,41,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,4,0,0,4,6,5,14,25,30,23,11,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4
POA6484,0,20,53,43,37,18,3,0,0,174,0,3,3,5,5,3,0,0,0,19,0,3,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,59,51,42,21,3,0,0,202,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,26,59,51,45,24,3,0,0,208,0,6,3,3,3,4,0,0,0,19,0,10,18,19,13,6,0,0,0,66,0,42,80,73,61,34,3,0,0,293,3,4,9,9,10,3,3,0,0,41,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,4,12,9,16,6,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6485,5,10,11,28,21,19,3,0,0,97,3,0,0,3,3,0,6,0,0,15,0,0,0,0,0,3,3,0,0,6,0,0,0,0,3,0,0,0,0,3,8,10,11,31,27,22,12,0,0,121,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,13,11,31,27,22,12,0,0,124,0,0,3,7,9,9,29,16,4,77,0,0,0,0,0,4,7,0,0,11,8,13,14,38,36,35,48,16,4,212,0,4,3,7,18,10,3,0,0,45,0,4,7,11,3,6,5,6,0,42,0,0,0,0,3,0,3,0,0,6,0,0,0,0,3,0,0,0,0,3,0,8,10,18,27,16,11,6,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6488,0,3,13,12,20,8,6,0,0,62,0,0,0,0,3,10,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,3,13,16,26,18,11,0,0,87,5,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,5,3,13,16,29,18,11,0,0,95,7,0,0,0,3,9,15,3,6,43,0,0,0,0,7,0,0,0,0,7,12,3,13,16,39,27,26,3,6,145,0,3,3,11,3,10,3,0,0,33,0,0,3,5,5,3,3,0,0,19,0,0,3,0,3,4,3,0,0,13,0,0,0,0,0,0,3,0,0,3,0,3,9,16,11,17,12,0,0,68,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6490,0,3,5,10,13,11,4,0,0,46,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,5,10,17,11,4,0,0,54,3,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,3,7,5,10,20,14,4,0,0,63,3,0,3,0,3,7,4,8,0,28,0,0,0,0,0,0,0,0,0,0,6,7,8,10,23,21,8,8,0,91,0,3,4,3,7,3,0,0,0,20,4,0,3,6,5,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,9,12,9,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6501,10,14,31,64,64,37,5,0,0,225,5,7,0,7,7,8,4,0,0,38,0,0,0,4,9,0,3,0,0,16,0,0,0,0,0,0,3,0,0,3,15,21,31,75,80,45,15,0,0,282,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,10,20,21,31,75,80,50,15,0,0,292,22,0,0,0,9,18,21,14,0,84,0,4,0,6,10,0,0,0,0,20,42,25,31,81,99,68,36,14,0,396,7,5,13,35,36,19,3,0,0,118,10,3,12,25,28,13,0,0,0,91,0,3,0,4,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,17,14,25,64,64,32,3,0,0,219,0,0,6,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,5,0,5,6,0,0,0,0,0,0,11
POA6502,9,10,21,34,54,36,13,3,0,180,7,3,3,7,7,11,3,3,0,44,3,0,0,0,3,4,3,0,0,13,0,0,0,3,3,0,3,0,0,9,19,13,24,44,67,51,22,6,0,246,3,0,3,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,15,22,13,27,47,70,54,22,6,0,261,27,0,3,3,5,23,57,21,5,144,3,4,3,3,9,5,5,4,3,39,52,17,33,53,84,82,84,31,8,444,5,5,8,10,31,16,0,0,0,75,10,3,9,25,31,21,13,0,0,112,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,4,0,0,0,4,15,8,17,35,65,44,13,0,0,197,3,0,3,3,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,6,3,0,3,6,0,3,0,0,0,15
POA6503,13,28,64,93,103,81,28,4,3,417,7,6,9,13,15,21,19,0,0,90,0,3,3,6,3,6,3,0,4,28,0,0,0,4,5,3,3,3,0,18,20,37,76,116,126,111,53,7,7,553,0,0,3,3,8,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,3,3,8,3,0,0,0,17,20,37,79,119,134,114,53,7,7,570,24,0,8,13,18,35,58,26,5,187,6,6,6,19,12,8,9,4,3,73,50,43,93,151,164,157,120,37,15,830,6,20,28,35,53,26,9,0,0,177,20,10,22,55,49,44,9,0,0,209,0,0,3,0,12,8,3,0,0,26,3,0,3,4,0,0,3,0,0,13,29,30,56,94,114,78,24,0,0,425,0,0,4,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,4,3,0,4,0,0,0,11
POA6505,6,0,11,5,28,9,6,0,3,68,0,0,0,0,0,4,5,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,11,5,31,16,11,0,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,5,31,16,11,0,3,83,11,0,0,0,3,3,8,7,0,32,0,0,0,3,3,0,0,0,0,6,17,0,11,8,37,19,19,7,3,121,0,0,3,5,9,8,3,0,0,28,5,0,3,6,5,11,3,0,0,33,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,6,11,17,19,6,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6507,0,16,20,20,28,20,11,3,0,118,0,0,4,0,4,9,0,0,0,17,0,0,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,27,24,35,29,11,3,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,24,35,29,11,3,0,145,0,3,3,0,0,0,13,5,4,28,0,0,3,0,0,0,0,0,0,3,0,19,33,24,35,29,24,8,4,176,0,5,20,4,15,11,3,0,0,58,0,0,7,15,12,11,4,0,0,49,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,5,27,25,27,22,7,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6509,0,8,20,23,30,13,8,3,0,105,3,0,0,3,5,6,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,8,23,26,35,19,11,6,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,23,26,35,19,11,6,0,131,0,0,0,0,3,6,7,3,0,19,0,0,4,0,0,0,0,0,0,4,3,8,27,26,38,25,18,9,0,154,3,3,5,8,10,7,5,0,0,41,3,3,4,9,7,3,0,0,0,29,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6,6,9,20,20,10,5,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6510,10,40,72,80,123,92,19,3,0,439,12,3,6,16,12,14,11,6,0,80,0,0,9,0,5,0,3,0,0,17,0,0,6,0,3,0,3,0,0,12,22,43,93,96,143,106,36,9,0,548,3,3,5,3,3,0,0,0,0,17,0,0,0,0,3,0,0,0,0,3,3,3,5,3,6,0,0,0,0,20,25,46,98,99,149,106,36,9,0,568,43,5,12,8,13,20,40,30,11,182,3,5,7,12,6,5,4,3,3,48,71,56,117,119,168,131,80,42,14,798,6,21,49,38,63,45,9,0,0,231,22,11,31,57,36,25,11,0,0,193,0,3,4,0,3,6,3,0,0,19,3,3,3,3,3,3,0,0,0,18,31,38,87,98,105,79,23,0,0,461,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,6,3,0,0,6,0,0,0,0,0,9
POA6511,0,6,6,21,12,12,5,0,0,62,0,0,3,3,4,6,0,3,0,19,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,6,13,24,19,18,5,3,0,88,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,6,0,0,0,9,0,6,16,24,19,24,5,3,0,97,4,0,0,3,5,29,29,17,3,90,5,3,3,3,3,0,0,3,0,20,9,9,19,30,27,53,34,23,3,207,0,5,0,7,5,4,0,0,0,21,0,3,9,12,15,9,3,0,0,51,0,0,0,3,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,8,9,22,23,16,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6513,3,0,9,15,8,6,3,0,0,44,0,0,3,4,0,3,3,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,15,19,8,12,6,0,0,63,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,15,19,11,12,6,0,0,66,3,0,0,0,0,3,0,3,0,9,0,0,0,0,3,0,0,0,0,3,6,0,15,19,14,15,6,3,0,78,0,0,0,3,3,4,3,0,0,13,0,0,5,12,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,15,6,7,3,0,0,36,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA6514,5,12,15,23,30,15,5,0,0,105,0,3,0,3,4,8,0,0,0,18,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,4,0,0,0,4,5,15,15,26,37,30,5,0,0,133,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,5,15,18,31,37,30,5,0,0,141,3,3,3,3,9,34,37,17,0,109,0,3,3,0,4,5,7,6,0,28,8,21,24,34,50,69,49,23,0,278,0,3,7,10,11,12,0,0,0,43,5,0,5,14,6,10,3,0,0,43,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,5,3,12,24,20,26,3,0,0,93,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA6515,0,11,21,35,43,26,14,0,0,150,0,0,0,3,0,0,6,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,21,38,43,26,24,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,38,43,26,24,0,0,163,0,0,3,3,3,5,9,6,3,32,0,0,0,0,5,0,0,0,0,5,0,11,24,41,51,31,33,6,3,200,0,4,6,7,11,8,7,0,0,43,0,0,3,12,10,11,3,5,0,44,0,0,3,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,4,15,19,24,19,10,5,0,96,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
POA6516,9,13,49,63,64,38,5,0,0,241,0,3,14,16,13,17,0,3,0,66,0,0,8,8,7,4,4,0,0,31,5,0,0,0,0,0,0,0,0,5,14,16,71,87,84,59,9,3,0,343,0,0,4,6,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,4,6,0,6,0,0,0,16,14,16,75,93,84,65,9,3,0,359,5,0,5,3,15,43,83,40,6,200,5,4,5,8,8,14,5,4,0,53,24,20,85,104,107,122,97,47,6,612,3,4,21,28,35,19,0,0,0,110,6,4,31,35,28,21,6,0,0,131,3,3,3,3,3,3,0,0,0,18,0,0,0,5,0,0,0,0,0,5,12,11,55,71,66,43,6,0,0,264,0,3,3,3,3,0,0,0,0,12,0,0,0,0,6,3,0,0,0,9,0,3,3,3,9,3,0,0,0,21
POA6517,5,3,19,22,36,23,0,0,0,108,3,3,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,3,0,0,0,9,8,9,22,22,39,29,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,22,22,39,29,0,0,0,129,0,0,5,0,0,10,16,10,3,44,0,0,3,0,0,5,0,0,0,8,8,9,30,22,39,44,16,10,3,181,0,5,6,7,20,10,0,0,0,48,4,3,8,11,7,7,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,18,27,17,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6518,0,3,4,0,7,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,3,7,0,7,9,0,0,0,30,0,0,0,0,0,4,9,0,0,13,0,3,0,0,0,0,4,0,0,7,4,6,7,0,7,13,13,0,0,50,0,0,0,4,5,0,0,0,0,9,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6519,4,5,26,30,38,28,4,0,0,135,0,3,3,3,3,3,3,3,0,21,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,29,33,41,35,7,3,0,160,3,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,7,8,32,36,41,35,7,3,0,169,4,3,3,3,0,13,19,12,3,60,0,4,0,0,4,7,3,0,0,18,11,15,35,39,45,55,29,15,3,247,0,6,16,7,14,8,3,0,0,54,5,0,6,17,14,16,0,0,0,58,0,0,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,6,27,28,28,24,3,0,0,121,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,8
POA6521,4,5,14,19,27,24,8,0,4,105,0,0,0,3,4,3,4,0,0,14,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,6,4,8,14,22,34,27,12,3,4,128,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,8,14,22,34,27,12,3,4,131,4,0,0,0,3,6,3,3,0,19,0,0,0,0,0,0,3,0,0,3,11,8,14,22,37,33,18,6,4,153,0,4,0,16,14,9,3,0,0,46,0,0,7,6,8,9,6,0,0,36,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,22,22,18,12,0,0,85,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA6522,0,8,18,31,27,26,4,0,0,114,4,0,3,0,3,3,3,0,0,16,0,0,0,0,0,4,3,0,0,7,0,0,0,0,3,0,0,0,0,3,4,8,21,31,33,33,10,0,0,140,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,4,8,21,35,37,33,10,0,0,148,5,3,0,3,3,9,7,7,0,37,0,5,0,0,0,5,0,3,0,13,9,16,21,38,40,47,17,10,0,198,3,9,10,11,16,6,0,0,0,55,0,0,6,11,7,6,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,16,22,23,15,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,10,0,0,0,5,0,0,5,0,0,10
