POA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
POA6153,5,25,5,3,0,0,4,142,0,31,31,29,9,5,7,3,0,3,0,5,3,3,14,152,0,0,0,0,4,11,22,18,0,10,3,3,15,6,4,93,0,0,0,0,8,15,36,32,17,0,21,15,7,3,3,150,0,0,0,10,3,3,3,5,0,3,0,0,0,0,0,29,3,3,14,39,122,177,115,86,21,29,26,24,23,7,3,697,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,29,13,10,3,3,10,0,3,0,0,3,0,0,0,75,0,3,7,44,78,56,41,26,8,16,12,7,6,0,3,317,0,0,0,0,0,3,0,5,0,3,0,5,0,3,0,16,0,0,0,0,7,11,14,21,8,4,3,9,6,3,0,89,0,3,0,0,21,9,0,0,0,0,0,3,0,0,0,51,0,3,5,32,34,91,85,37,5,9,20,5,16,0,3,355
POA6154,13,0,0,0,0,0,3,79,0,28,23,10,0,3,8,0,0,0,9,0,0,0,0,83,0,0,0,0,0,5,9,3,0,0,0,3,0,0,0,30,0,0,0,0,6,3,14,19,7,5,3,0,0,0,0,64,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,17,29,67,33,30,8,3,0,4,10,3,3,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,4,7,0,0,8,0,0,0,0,0,0,0,3,35,3,0,4,11,20,42,25,33,10,3,0,0,0,0,0,167,0,0,0,0,0,0,0,0,5,0,6,9,4,0,0,23,0,0,0,0,5,11,6,17,4,7,0,3,3,3,4,78,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,12,3,0,0,5,32,29,16,17,8,0,3,0,3,3,3,128
POA6155,10,12,13,9,6,0,4,228,0,35,69,38,5,3,5,3,0,8,7,6,3,0,21,201,0,0,3,3,6,12,41,29,0,4,7,0,4,0,3,101,0,0,0,4,17,26,123,146,32,44,36,29,26,7,24,512,0,0,0,9,14,20,4,0,0,0,0,3,0,0,3,58,0,0,11,96,315,777,656,783,196,135,194,125,103,77,87,3548,0,6,4,7,0,3,0,0,0,0,0,0,0,0,0,20,0,58,22,15,11,0,8,6,0,0,0,0,0,0,5,136,0,0,12,48,118,217,178,201,84,91,65,48,46,18,71,1199,0,0,0,4,5,14,82,52,28,31,32,25,15,15,5,306,0,0,0,3,21,64,41,103,30,24,29,25,15,20,17,384,0,0,3,3,20,25,17,10,3,0,0,0,0,0,4,87,0,0,4,45,90,220,501,380,43,63,49,65,53,12,30,1559
POA6156,15,10,10,3,0,0,3,116,3,49,56,23,0,6,4,10,0,6,7,4,0,0,3,167,0,0,0,0,4,5,7,7,0,0,0,6,0,0,0,37,0,0,0,0,3,3,3,0,3,5,0,0,0,0,0,19,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,11,0,3,3,15,16,41,20,12,0,3,7,3,5,0,11,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,28,9,10,3,3,7,0,0,0,0,3,0,0,0,64,3,5,4,50,60,64,75,52,17,15,13,18,10,0,16,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,20,13,19,8,7,3,4,0,91,0,4,0,0,14,9,0,0,0,0,0,0,0,0,0,32,0,0,4,6,11,13,17,17,0,5,4,0,0,0,3,85
POA6157,10,10,3,0,0,0,0,101,0,38,42,16,4,5,7,3,5,3,0,3,0,3,3,132,0,0,0,0,3,0,6,5,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,8,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,8,3,9,0,6,3,0,0,0,0,42,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,24,4,5,4,3,8,8,0,3,0,0,0,0,3,59,3,0,7,23,64,66,59,42,10,10,8,3,0,0,6,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,26,4,5,5,0,3,0,7,78,0,0,3,0,10,7,3,0,0,0,0,0,0,0,0,28,0,3,6,6,4,13,5,3,3,0,0,0,0,0,3,48
POA6158,3,4,9,7,0,0,0,71,0,26,47,15,0,7,0,0,0,3,0,0,0,7,3,117,0,0,0,0,3,3,4,6,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,3,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,3,5,0,0,3,0,0,0,0,0,0,34,0,0,3,9,45,43,17,29,9,14,3,0,8,3,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,13
POA6159,0,3,0,0,3,0,0,16,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,15,0,0,3,10,20,10,10,16,9,4,0,3,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
POA6160,9,8,5,3,3,3,3,101,0,48,64,35,6,0,0,5,7,12,13,3,13,6,20,223,0,0,3,0,0,4,5,0,0,0,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,6,3,3,0,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,9,0,0,3,3,4,4,0,37,0,0,3,12,33,39,37,34,11,15,12,8,3,0,6,224,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,12,3,3,4,3,3,3,4,48,0,0,0,0,5,6,3,3,0,0,0,0,0,0,3,33,0,4,4,3,4,10,10,0,0,3,0,0,0,0,0,32
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,16,11,3,3,3,4,0,112,3,149,192,67,15,5,9,13,4,0,8,5,3,0,21,498,0,0,0,0,0,7,12,4,0,0,0,0,4,3,0,34,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,8,6,0,0,0,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,4,0,6,3,10,3,0,3,0,3,0,0,0,49,0,0,4,12,54,43,47,36,10,15,14,3,5,0,8,248,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,5,0,8,4,8,10,4,10,3,4,51,0,4,0,0,21,10,0,3,0,0,0,0,0,0,0,42,0,0,3,3,0,3,5,4,0,0,0,0,0,0,0,17
POA6163,20,34,11,5,10,0,6,327,15,275,454,278,43,27,25,52,14,22,47,19,27,6,71,1359,0,0,0,3,4,23,27,23,3,3,0,0,6,0,0,99,0,0,0,0,12,6,25,36,3,5,3,16,9,0,6,125,0,0,0,9,4,3,5,0,0,0,0,0,0,0,0,23,0,0,8,46,53,142,70,102,17,13,27,17,19,8,8,534,0,11,3,7,0,0,0,0,0,0,0,0,0,0,0,27,0,66,24,16,13,15,13,19,0,8,3,0,0,0,8,188,0,3,15,77,184,255,208,194,73,54,57,45,37,11,30,1233,0,0,0,0,0,3,5,11,3,3,0,7,3,8,0,53,0,0,0,6,21,60,52,229,93,167,135,107,152,54,35,1113,0,5,3,0,50,27,8,7,3,0,0,0,0,0,9,112,0,0,7,15,25,56,85,53,6,12,14,23,12,8,7,325
POA6164,41,57,19,7,3,5,7,305,4,68,75,70,35,9,12,17,9,8,6,3,5,6,4,332,0,0,0,3,0,14,45,26,0,9,0,4,4,0,7,102,0,0,0,0,3,11,63,92,24,23,27,12,14,10,12,288,0,0,0,8,7,4,0,12,0,3,3,0,4,0,0,46,0,3,4,29,61,193,189,198,28,48,27,30,22,21,25,881,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,10,0,30,10,16,18,11,13,10,3,0,0,0,0,0,0,124,0,0,8,72,154,302,348,396,162,172,107,79,69,29,59,1940,0,0,0,0,3,6,15,18,9,13,8,5,12,3,0,92,0,0,0,3,20,57,70,494,151,128,109,63,80,51,14,1253,0,0,0,0,56,59,13,17,0,8,9,4,3,0,4,177,0,0,0,20,35,71,225,119,21,22,21,21,18,6,21,610
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,5,7,0,0,0,0,0,56,0,59,85,46,16,9,4,3,0,0,0,0,0,0,11,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,3,0,0,4,0,4,4,0,0,29,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,11,7,12,0,4,0,0,0,3,0,0,0,0,0,36,0,0,0,16,25,28,33,46,13,21,9,5,3,0,4,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,12,5,44,18,26,26,12,17,3,3,173,0,0,0,0,15,10,0,5,0,0,0,0,0,0,0,25,0,0,0,0,0,7,3,0,0,5,11,0,0,0,3,34
POA6167,8,0,0,3,0,0,9,93,0,22,26,23,0,0,3,0,0,0,0,3,0,0,8,88,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,22,0,0,0,0,0,3,14,36,0,9,3,3,0,0,3,74,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,14,24,20,27,12,3,15,0,0,0,11,139,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,34,15,8,4,0,9,3,3,0,0,0,0,0,3,84,0,0,4,26,105,165,252,310,101,102,64,50,19,16,68,1285,0,0,0,0,0,0,6,21,0,3,3,9,0,0,0,48,0,0,0,0,20,50,44,355,144,106,93,69,67,42,18,1001,0,3,0,0,18,5,3,3,0,0,0,0,0,0,0,37,0,0,3,11,11,7,19,33,6,6,0,11,0,0,3,104
POA6168,8,3,0,3,0,0,6,119,0,15,31,29,3,4,8,0,5,3,0,3,0,0,6,100,0,0,0,0,0,3,6,5,0,0,4,3,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,9,13,7,14,6,0,9,7,3,3,5,0,79,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,62,25,14,10,3,9,0,0,0,0,3,0,0,4,124,0,0,10,65,117,187,226,243,67,95,61,48,21,12,44,1185,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,21,0,0,0,0,18,34,37,107,28,38,37,15,33,22,9,391,0,8,0,0,3,7,0,6,0,0,0,4,0,0,0,30,0,0,0,10,4,3,4,9,0,3,0,0,0,0,0,36
POA6169,14,16,6,0,0,0,8,179,0,13,13,15,0,0,3,3,0,0,0,0,0,0,4,59,0,0,0,0,0,3,5,5,0,0,0,0,0,0,4,25,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,14,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,7,4,0,9,14,17,12,4,13,6,3,3,0,0,0,0,77,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,53,16,16,17,10,10,3,0,3,3,0,0,0,0,133,0,5,10,63,133,254,292,418,151,121,85,48,34,9,45,1680,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,13,0,0,0,0,17,36,30,95,23,36,27,32,23,19,5,343,0,3,0,0,8,9,0,8,0,0,5,3,0,0,0,41,0,0,0,13,7,10,3,9,0,0,0,4,0,0,0,57
POA6170,3,9,3,3,0,0,0,53,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,6,3,0,0,0,0,0,3,26,0,0,0,0,0,3,3,13,0,5,0,4,0,0,4,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,15,25,37,7,10,7,8,7,10,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,3,0,0,0,0,0,0,0,28,0,0,0,12,34,78,93,210,79,98,60,21,29,7,21,740,0,0,0,0,0,0,8,28,8,5,3,0,0,6,0,59,0,0,0,0,3,17,19,355,126,79,49,37,32,18,22,750,0,0,0,0,6,3,3,4,0,4,3,0,0,0,3,20,0,0,0,0,3,0,20,37,0,12,7,3,5,0,0,90
POA6171,29,31,5,5,4,0,5,183,0,9,10,7,0,0,5,4,0,0,0,0,0,0,3,46,0,0,0,0,0,3,13,11,0,0,0,0,5,0,0,28,0,0,0,0,0,0,14,13,5,3,4,0,0,0,0,46,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,8,0,0,0,13,6,11,16,14,12,3,9,0,3,0,3,83,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,34,12,11,12,3,10,24,0,0,0,0,3,0,6,109,0,3,0,33,101,175,291,537,221,282,139,87,55,35,63,2024,0,0,0,3,0,0,3,0,0,6,9,0,0,0,0,20,0,0,0,0,13,21,11,92,33,26,13,14,10,4,7,243,0,0,0,0,5,8,10,10,0,0,0,3,0,0,0,39,0,3,3,5,8,5,24,16,3,3,7,4,6,0,3,90
POA6172,5,7,0,0,0,0,3,50,0,4,9,7,3,0,0,0,0,7,0,0,0,0,3,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,3,0,3,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,3,7,4,3,4,7,3,0,0,0,3,0,3,51,0,0,6,19,58,91,170,251,102,91,46,29,16,5,37,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,27,7,5,7,4,4,0,0,83,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,3,4,0,8,3,0,0,0,0,0,0,0,20
POA6173,9,32,10,0,0,0,5,93,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,4,0,3,3,0,0,0,0,0,0,0,35,0,0,0,12,28,48,75,186,34,33,29,26,11,10,22,531,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,9,0,0,0,0,3,6,10,12,3,6,0,0,0,6,0,49,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12
POA6174,0,0,0,0,0,0,0,12,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,8,14,29,24,53,17,23,3,5,0,0,6,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
POA6175,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,14,19,21,25,43,29,21,12,4,0,0,0,185,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7
POA6176,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,14,3,14,10,8,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6180,0,4,11,0,0,0,0,44,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,20,0,0,0,3,17,31,47,94,27,19,18,12,10,4,8,297,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,39,4,10,10,8,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,13
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,12
POA6208,0,0,0,0,0,0,0,40,0,16,6,0,3,3,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,10,0,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,31,17,3,3,3,4,10,0,0,0,0,0,0,0,68,0,0,12,28,60,57,57,62,18,14,7,0,8,3,12,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,12,10,0,4,7,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,15
