POA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,21,17,13,6,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,29,12,12,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,44,49,48,38,3,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,9,19,41,173,73,27,11,11,3,368,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,3,0,0,11,0,11,5,66,72,94,102,79,42,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,3,4,7,4,3,33,0,0,0,0,0,0,0,0,0,0,0,0,4,17,10,6,3,0,0,40,3,12,32,123,32,30,25,14,3,275,0,12,22,64,28,15,6,3,0,151,0,0,4,15,0,7,3,0,0,26,0,4,0,9,4,3,0,0,0,23,0,6,0,14,4,0,3,4,0,35,0,0,0,4,0,3,3,3,0,13,0,0,0,12,7,3,0,0,0,18,3,4,4,49,11,0,0,0,0,72,0,0,0,0,0,0,3,0,0,8,0,23,47,173,80,111,68,16,4,522,0,0,0,0,0,0,0,0,0,3
POA6148,3,23,38,165,62,21,15,10,3,335,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,6,3,0,17,5,30,37,81,118,120,133,97,46,670,0,0,0,3,0,3,0,0,0,5,0,0,0,3,0,0,0,3,0,7,0,0,0,13,6,3,9,3,6,42,0,0,0,0,0,3,0,0,0,7,0,0,4,13,7,10,5,0,0,46,3,52,56,165,79,30,27,16,4,438,4,12,19,40,23,12,8,4,0,121,0,3,3,24,3,4,3,0,0,44,3,5,0,13,0,0,0,0,0,24,0,10,9,7,6,6,3,3,9,52,0,0,0,3,3,12,14,8,9,41,0,0,0,14,0,3,0,0,0,24,4,11,13,46,21,3,3,0,0,103,0,0,0,0,0,0,0,0,0,7,6,36,62,138,87,68,46,13,10,475,0,0,0,0,0,0,3,0,0,4
POA6149,3,20,26,141,52,31,10,7,4,296,0,0,0,0,0,4,0,0,0,5,0,3,0,3,0,4,0,0,0,10,3,50,40,102,161,136,120,69,55,750,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,12,3,4,0,9,3,11,18,6,4,51,0,0,0,0,0,3,0,0,0,3,0,4,12,29,14,21,8,3,0,95,5,14,25,91,48,30,14,10,12,253,0,5,4,43,14,19,7,3,0,107,0,3,0,11,3,3,3,0,0,27,0,3,0,3,3,0,0,0,0,3,0,7,5,7,9,15,9,3,3,57,0,0,0,0,3,8,15,3,0,31,0,0,0,10,10,3,4,0,0,25,0,4,13,42,9,8,4,0,0,85,0,0,0,3,3,0,0,0,0,7,4,21,64,150,99,126,71,31,10,570,0,0,0,0,0,0,0,0,0,4
POA6150,0,4,33,78,40,26,19,11,7,214,0,0,0,3,3,4,3,3,0,16,0,0,0,0,0,3,0,0,0,5,0,8,20,39,66,56,60,42,23,312,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,0,0,0,16,0,0,0,6,3,0,10,3,0,21,0,0,0,0,0,0,3,0,0,4,0,3,23,17,18,27,11,4,0,99,0,15,19,66,31,38,25,16,6,212,0,12,31,90,57,42,35,18,3,281,0,3,0,12,7,8,0,0,0,27,0,0,3,5,3,0,0,0,0,15,0,0,0,3,0,9,3,0,0,24,0,0,0,5,5,12,6,13,5,41,0,0,4,7,5,3,0,0,0,22,0,3,7,17,9,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,8,74,104,70,98,86,17,3,465,0,0,0,0,0,0,0,0,0,0
POA6151,0,11,29,63,26,15,3,4,3,150,0,0,0,0,3,0,3,0,0,7,5,0,0,9,0,0,0,0,0,10,5,17,19,114,129,120,86,35,23,544,0,0,0,0,0,0,3,0,0,6,0,0,0,11,4,0,0,0,0,16,0,0,0,13,6,3,4,5,9,42,0,0,0,7,0,0,4,3,0,15,0,0,4,11,3,10,3,0,0,34,8,9,5,100,17,11,7,10,3,174,0,3,12,38,13,8,8,0,0,79,0,3,3,56,3,3,0,0,0,71,0,0,0,5,0,0,0,0,0,7,3,3,3,58,8,11,8,3,3,99,0,0,3,14,6,8,14,0,5,56,3,0,5,40,7,4,0,0,0,53,0,3,6,18,6,3,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,4,20,75,24,29,12,12,3,177,0,0,0,0,0,0,0,0,0,0
POA6152,0,11,103,137,45,21,5,8,3,332,0,0,0,0,0,8,0,3,3,15,0,0,0,3,0,0,0,3,3,14,9,12,30,158,106,137,85,82,54,671,0,0,0,3,0,6,0,0,0,10,0,0,0,14,0,10,0,0,0,21,0,4,10,18,9,9,8,5,0,57,0,3,0,3,0,3,3,7,3,20,0,0,13,23,14,14,3,0,0,72,4,14,27,110,31,25,27,6,6,253,4,16,48,95,47,29,16,11,0,260,0,7,10,56,20,12,8,0,3,112,0,10,3,20,7,6,3,0,0,46,0,3,3,54,12,12,9,3,3,97,0,0,0,23,4,13,23,12,11,88,0,10,3,23,13,4,8,8,0,65,0,8,24,46,16,3,0,3,0,96,0,0,0,0,4,4,0,0,0,9,0,3,75,148,59,78,49,19,0,438,0,0,0,0,0,0,3,0,0,7
POA6153,4,15,16,111,40,29,9,3,3,221,0,0,0,0,0,7,0,0,0,14,0,3,0,3,0,3,0,0,0,10,0,42,35,101,149,124,128,72,33,692,0,0,0,0,3,3,0,0,0,4,3,0,3,5,3,0,0,0,0,23,0,0,8,19,7,0,5,5,3,50,0,0,0,0,0,0,0,0,3,3,3,7,9,15,5,16,8,0,0,62,0,13,8,59,30,33,17,16,4,181,0,3,23,71,29,44,15,6,0,197,0,13,3,57,19,14,9,9,3,120,0,0,0,4,3,0,0,0,0,6,0,4,4,23,6,19,8,4,3,60,0,0,3,7,6,18,19,6,3,62,0,4,5,26,11,3,0,0,0,57,0,7,5,43,14,5,3,0,0,81,0,0,0,3,5,0,0,0,0,19,0,13,44,140,75,55,48,19,4,391,0,0,0,0,0,0,0,0,0,3
POA6154,0,0,8,41,22,15,4,6,3,104,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,3,3,0,7,0,32,16,69,91,69,45,45,40,392,0,0,0,0,3,0,0,0,0,3,0,3,0,3,3,5,0,0,0,7,0,0,0,8,3,0,3,3,3,24,0,0,0,0,0,0,3,3,0,3,0,0,3,8,3,3,3,0,0,27,0,0,0,13,12,9,11,4,8,60,0,3,10,35,10,14,4,3,0,75,0,3,0,23,3,3,0,3,0,30,0,4,0,3,0,0,0,0,0,9,0,3,3,11,12,4,4,4,3,48,0,0,0,0,0,0,10,16,10,41,0,0,3,14,0,0,0,0,0,17,0,0,4,15,5,3,0,0,0,35,0,0,0,0,4,0,0,0,0,3,0,6,4,33,25,19,24,7,4,122,0,0,0,0,0,3,0,0,0,3
POA6155,32,107,184,746,208,129,51,22,9,1485,0,0,0,0,3,11,8,0,0,19,0,4,9,11,4,0,4,0,0,31,11,116,112,212,371,313,216,90,40,1482,0,0,0,10,5,4,0,0,0,14,0,0,4,6,3,0,4,0,0,17,0,3,4,11,7,9,12,0,0,51,0,0,0,0,0,3,0,3,0,6,8,4,25,76,13,23,16,3,0,165,23,179,177,726,236,105,78,46,9,1578,7,21,41,183,66,34,29,9,4,391,0,12,6,45,14,8,0,0,0,80,0,6,11,38,13,5,0,0,0,73,3,13,5,30,16,29,6,9,0,117,0,3,4,9,9,17,29,17,8,83,0,9,8,35,20,7,0,4,0,81,9,29,35,128,40,11,5,0,0,258,0,0,0,3,13,3,0,3,0,21,9,137,300,580,370,291,140,48,11,1891,0,0,0,0,0,10,3,0,0,14
POA6156,0,3,0,30,15,4,3,0,0,62,0,0,0,3,4,5,4,0,3,23,0,0,0,0,0,0,6,4,3,11,4,31,31,101,122,102,91,66,33,582,0,0,0,3,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,12,0,0,0,10,9,3,10,6,3,50,0,4,0,0,0,3,0,0,3,6,0,3,3,10,0,0,0,0,0,15,0,0,4,23,9,4,9,9,3,61,0,3,10,23,5,14,9,3,0,64,0,0,4,14,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,3,15,20,5,11,3,0,50,0,9,0,6,12,11,22,10,10,76,0,3,3,7,7,0,0,0,0,31,0,0,0,11,3,0,0,0,0,13,0,0,0,4,0,5,0,0,0,10,0,3,5,26,14,12,11,6,0,77,0,0,0,0,0,0,0,0,0,0
POA6157,0,3,0,16,4,0,0,0,0,26,0,0,0,3,5,8,3,0,0,16,0,0,0,0,0,0,0,0,0,3,3,22,25,132,107,74,100,58,34,556,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,15,0,0,3,17,6,8,4,0,3,44,0,0,0,3,0,0,0,4,0,5,0,0,0,5,0,3,0,0,0,9,0,3,6,21,3,4,11,0,0,49,0,0,0,17,0,0,3,0,0,23,0,0,0,5,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,3,0,24,11,5,7,0,0,50,0,0,0,4,11,5,22,14,8,71,0,0,0,6,3,3,0,0,0,13,0,3,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,3,0,0,31,0,0,0,0,0,0,5,0,0,5
POA6158,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,13,75,83,45,49,20,10,311,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,14,0,0,0,8,3,3,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,5,3,3,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,10,11,9,7,0,0,44,0,0,0,8,7,9,14,19,11,66,0,0,0,3,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0
POA6159,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,37,30,31,31,3,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6160,0,0,3,8,0,3,0,0,0,19,0,0,0,0,0,0,3,8,3,18,0,0,0,0,0,0,4,0,0,6,3,11,12,138,85,72,49,28,10,409,0,0,0,0,0,0,0,0,0,0,0,0,3,26,7,0,0,0,0,38,0,0,0,20,4,0,3,0,0,30,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,0,0,0,0,6,0,0,3,4,4,3,0,0,0,19,0,0,3,5,3,3,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,25,6,6,5,0,0,49,0,0,4,25,10,15,18,42,21,125,0,0,0,7,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,3,5,0,3,0,0,0,15,0,0,0,0,7,7,8,18,3,46,0,0,0,0,0,0,0,0,0,3,3,16,12,137,96,71,83,31,6,451,0,0,0,0,0,0,0,0,0,3,0,0,3,27,4,0,0,0,0,38,3,0,0,21,4,11,8,3,3,56,0,0,0,0,0,0,0,4,0,12,0,0,0,3,0,3,0,0,0,5,0,3,0,11,0,4,3,0,0,24,0,0,0,5,3,3,0,0,0,13,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,22,6,5,3,3,3,41,0,0,3,15,11,21,70,105,74,293,0,0,3,14,6,0,0,0,0,24,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,0,0,16,0,0,0,0,0,0,4,0,0,4
POA6163,0,11,33,127,36,23,10,6,4,242,0,0,3,36,29,72,81,70,25,307,0,0,0,0,0,5,9,3,6,25,7,47,64,337,346,321,265,204,78,1656,0,0,0,5,5,4,0,3,0,11,0,4,6,45,10,6,8,3,4,90,3,8,10,52,29,20,36,3,17,188,0,0,0,0,3,0,3,3,0,14,0,0,13,28,16,5,5,3,0,82,3,14,16,110,27,32,31,24,14,268,0,14,17,99,26,20,15,3,0,190,0,3,4,29,10,4,6,0,0,51,9,8,0,26,0,0,0,0,0,47,3,8,6,67,20,13,18,17,4,150,4,4,18,64,30,94,180,177,80,652,0,3,3,41,19,4,6,0,0,76,0,0,10,33,20,5,0,0,0,69,0,0,0,7,0,0,0,0,0,5,0,6,34,99,55,47,33,14,0,290,0,0,0,0,0,3,5,0,0,11
POA6164,4,47,69,372,77,53,9,4,5,644,0,0,4,50,30,27,12,13,3,144,0,4,0,3,0,0,5,4,0,17,15,108,126,574,412,320,182,100,36,1886,0,0,0,6,7,0,0,0,0,12,0,0,0,13,12,3,0,0,0,29,0,0,3,35,15,10,11,4,3,74,0,0,0,0,0,0,0,3,0,5,3,3,9,51,9,13,0,0,0,82,4,41,44,363,71,48,35,16,9,626,3,14,21,132,35,27,19,3,0,249,3,10,6,68,8,8,5,0,0,97,0,0,0,10,0,0,0,0,0,13,0,11,9,87,16,11,7,3,3,137,0,7,3,28,24,32,41,11,10,154,0,4,3,44,9,4,3,3,0,72,8,5,12,91,21,4,3,0,0,153,0,3,3,10,6,3,0,3,0,25,3,19,45,233,65,53,25,4,10,463,0,0,0,0,0,0,3,0,0,7
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,3,4,7,5,0,0,0,0,21,0,0,0,12,15,27,25,22,3,100,0,0,0,0,0,0,4,4,0,4,0,14,28,86,94,67,67,30,3,386,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,8,0,0,0,8,4,3,10,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,3,0,0,0,0,21,0,0,3,4,4,3,0,0,0,21,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,10,0,3,0,34,0,0,4,3,4,28,34,26,4,102,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,3,0,0,20,0,0,0,3,0,0,0,0,0,4
POA6167,0,0,8,59,18,10,3,0,0,96,0,0,0,9,4,7,6,0,4,30,0,0,0,0,0,0,0,0,0,0,3,20,28,166,186,225,184,164,56,1037,0,4,0,9,5,0,0,0,0,16,0,0,0,3,4,0,3,0,0,8,0,0,0,13,14,3,16,14,7,57,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,3,0,0,0,15,0,17,15,186,18,10,10,9,3,271,0,0,9,27,4,0,3,0,0,44,0,0,0,11,5,0,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,12,6,4,8,3,0,37,0,0,0,7,3,5,6,8,3,34,0,0,0,7,0,3,0,0,0,16,0,0,3,27,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,8,9,28,9,11,3,8,0,76,0,0,0,0,0,0,0,0,0,3
POA6168,0,3,0,23,13,0,0,0,0,46,0,0,4,9,4,8,10,5,0,43,0,0,0,0,0,0,0,0,0,3,3,22,47,174,298,308,360,330,130,1672,0,0,0,6,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,3,0,8,10,23,17,8,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,5,3,26,12,6,11,10,3,67,0,4,3,9,5,0,3,0,0,29,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,11,15,9,4,60,0,0,0,6,5,13,11,10,3,42,0,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,9,6,3,8,0,45,0,0,0,0,0,0,0,0,0,6
POA6169,0,3,0,16,10,4,3,0,0,33,0,0,0,3,8,0,3,3,3,18,0,0,0,0,0,0,0,0,0,0,12,79,113,377,548,468,419,279,73,2363,0,0,3,9,4,3,0,0,0,19,0,0,0,3,3,0,0,0,0,11,0,3,3,23,12,14,17,10,4,86,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,8,0,0,7,33,15,5,13,10,3,86,0,3,3,15,5,3,0,0,0,35,0,0,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,9,4,35,8,14,14,15,0,100,0,0,0,4,3,4,6,5,3,22,0,0,0,12,7,3,0,0,0,18,0,0,0,8,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,16,5,8,8,3,3,45,0,0,0,0,0,3,0,0,0,6
POA6170,0,0,5,26,13,6,0,0,0,47,0,0,0,4,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,3,3,17,28,102,106,68,52,22,7,405,0,0,4,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,6,25,34,231,16,22,5,0,0,332,0,0,9,19,7,0,0,0,0,33,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,3,11,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,9,0,0,0,15,0,0,0,0,0,17,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,4,12,37,6,6,3,0,0,72,0,0,0,0,0,0,0,0,0,0
POA6171,0,0,4,21,4,4,3,0,0,36,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,12,18,209,191,525,408,218,221,85,9,1884,0,0,3,15,4,3,0,0,0,20,0,0,0,3,4,0,4,0,0,10,0,0,5,23,10,6,13,3,0,62,0,0,0,0,0,0,0,0,0,5,0,0,3,12,0,0,0,0,0,17,3,8,11,108,13,6,7,0,0,160,0,9,4,36,8,4,0,0,0,58,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,17,9,47,8,7,8,3,0,97,0,0,0,0,3,3,3,0,0,10,0,3,0,19,0,0,0,0,0,25,0,0,0,16,4,0,0,0,0,18,0,0,3,0,0,0,0,0,0,6,0,3,0,21,11,3,3,0,0,41,0,0,0,0,0,0,0,0,0,3
