POA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
POA6070,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,11,35,60,51,61,13,6,249,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0
POA6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,31,47,47,34,11,3,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,5,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,6,13,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,53,42,37,30,18,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,19,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6076,0,0,0,7,4,3,3,0,0,24,0,0,0,0,4,6,3,3,0,13,0,0,0,0,0,0,4,0,0,4,3,42,58,157,290,257,341,201,67,1407,0,0,0,4,0,0,0,0,0,4,0,0,0,7,4,3,4,0,0,27,0,0,7,16,16,21,23,14,3,91,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,3,0,9,0,0,0,13,5,5,18,17,5,60,0,0,0,5,3,4,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,22,24,17,14,8,8,103,0,0,0,3,4,28,33,34,26,137,0,0,0,6,6,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,7,0,0,0,7,10,20,5,5,3,55,0,0,0,0,0,3,4,0,0,5
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,24,13,7,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,22,25,5,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,31,79,61,48,17,3,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,28,39,35,24,17,7,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6083,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,16,58,38,27,13,3,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,3,7,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6084,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,36,91,171,94,75,27,3,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,5,0,0,0,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,3,41,114,22,18,4,3,0,214,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,3,6,20,101,77,65,43,17,8,335,0,0,0,5,0,0,0,0,0,5,0,0,4,18,3,0,0,0,0,23,0,0,3,15,8,4,3,6,0,34,0,0,0,0,0,0,0,0,0,3,0,0,13,20,5,3,0,0,0,51,14,33,26,175,12,16,10,5,3,295,0,3,14,63,6,7,3,0,0,102,0,3,0,39,4,0,0,0,0,46,0,0,3,8,0,0,0,0,0,11,0,0,0,57,0,6,0,3,0,69,0,0,0,9,3,10,24,39,13,99,0,0,0,40,9,3,3,0,0,56,0,3,18,80,9,7,0,0,0,120,0,0,0,0,0,0,0,0,0,4,0,3,22,83,25,19,11,7,0,173,0,0,0,0,0,0,5,0,0,8
POA6101,0,3,56,116,35,8,9,0,4,232,0,0,0,3,0,3,0,0,0,10,0,0,0,3,0,0,4,0,0,6,6,4,32,136,82,52,60,24,13,416,0,0,0,0,0,0,0,0,0,3,0,0,4,17,3,5,0,0,0,29,0,0,0,18,9,5,3,4,4,46,0,0,0,0,3,0,3,0,0,7,0,0,6,19,3,6,0,0,0,35,3,14,30,126,27,24,12,10,4,251,0,6,17,51,5,11,3,0,0,94,0,0,0,21,3,0,0,0,0,28,3,0,5,4,0,3,0,0,0,16,0,0,0,85,7,5,3,9,0,113,0,0,0,13,7,6,34,28,9,93,0,0,0,22,7,0,0,0,0,27,3,3,9,49,9,0,0,0,0,82,0,0,0,0,0,0,0,0,0,3,0,0,28,78,19,19,17,3,0,154,0,0,0,0,0,0,0,0,0,0
POA6102,3,0,134,112,22,14,4,0,6,296,0,0,0,0,0,3,3,0,0,10,6,0,0,7,0,0,0,0,3,13,0,6,18,34,33,27,56,51,62,296,0,0,0,0,3,0,0,0,0,5,0,0,0,7,0,0,0,0,0,5,0,0,6,4,4,0,4,3,3,24,0,0,0,0,0,0,0,0,0,4,0,0,34,27,6,0,0,0,0,72,6,7,40,123,13,12,5,10,11,232,3,11,43,83,17,12,6,7,3,171,0,0,3,15,7,0,4,4,0,30,0,0,0,11,4,0,0,0,0,22,0,4,0,20,4,6,5,0,7,42,0,0,0,10,4,8,20,32,19,88,0,0,4,9,0,0,0,0,0,18,0,3,8,44,8,4,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,5,184,123,17,21,10,11,3,393,0,0,0,0,0,0,0,0,0,3
POA6103,4,9,27,100,32,22,9,0,0,189,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,11,63,29,30,37,27,7,211,0,0,0,3,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,11,0,0,0,6,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,15,26,4,6,0,0,0,49,5,5,16,86,11,7,7,10,3,144,0,3,5,35,0,4,3,3,0,48,0,0,3,29,0,0,3,0,0,37,0,0,0,7,0,0,0,0,0,14,0,0,5,36,0,0,4,0,0,49,0,0,0,3,0,4,6,8,4,32,0,0,0,11,5,0,0,0,0,17,0,0,4,72,3,5,0,0,0,88,0,0,0,0,0,0,0,0,0,3,0,0,22,73,13,15,9,3,0,132,0,0,0,0,0,0,0,0,0,0
POA6104,0,9,28,88,30,22,8,3,0,176,0,0,0,0,0,4,0,0,0,12,0,3,0,6,0,0,3,0,3,15,0,4,13,62,66,67,53,48,20,332,0,0,0,6,0,3,0,0,0,6,0,0,0,7,0,0,0,0,0,12,0,0,0,6,0,3,4,8,3,25,0,0,0,0,0,0,0,0,0,3,0,0,15,25,3,3,0,0,0,45,8,6,16,91,22,15,12,9,7,179,0,0,5,33,8,3,4,0,0,52,0,0,3,9,4,0,0,0,0,15,0,0,7,8,0,5,0,0,0,13,0,3,3,69,3,4,5,3,0,92,0,0,3,3,3,9,15,14,10,49,0,0,0,12,4,0,0,0,0,20,0,3,3,24,0,3,0,0,0,38,0,3,0,5,0,0,3,0,0,16,0,0,3,37,12,14,4,0,5,87,0,0,0,0,0,0,3,3,0,6
POA6105,0,3,27,106,44,17,0,0,0,201,0,0,0,0,0,0,4,4,0,10,0,0,0,3,0,0,0,3,3,18,0,6,5,35,68,59,45,69,28,315,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,6,0,11,0,0,0,3,0,0,8,3,0,20,0,0,0,0,0,3,3,3,0,5,0,0,6,28,4,0,3,0,0,45,3,14,21,109,15,15,20,15,7,229,0,5,5,40,8,4,7,0,0,70,0,0,0,10,0,0,0,0,0,11,0,0,0,6,3,0,0,0,0,16,0,3,0,56,5,7,0,3,0,74,0,0,0,3,0,11,27,35,9,82,0,0,0,12,3,0,0,0,0,20,0,0,0,41,0,0,0,0,0,44,0,0,0,10,3,4,0,0,0,16,0,3,15,64,14,18,9,9,0,137,0,0,0,0,0,0,0,0,0,4
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,9,25,181,506,93,70,20,8,8,927,0,0,0,5,3,4,5,0,0,24,0,6,0,10,4,0,5,0,0,25,3,26,31,135,155,150,147,113,29,797,0,0,0,10,0,0,0,0,0,16,0,0,0,9,3,9,0,0,0,27,0,0,3,12,10,6,23,10,10,62,0,0,0,0,0,0,0,3,0,4,3,0,34,89,12,5,3,0,0,142,32,103,185,925,94,73,53,24,10,1510,6,28,69,255,48,30,19,3,3,460,0,5,11,37,0,4,0,0,0,59,8,15,19,41,8,3,0,0,0,95,6,9,4,36,3,3,7,10,0,75,0,0,0,12,8,33,67,50,26,201,0,0,9,35,10,4,0,0,0,57,0,5,21,112,17,12,0,4,0,169,0,4,0,20,5,3,0,0,0,35,6,36,147,358,65,70,31,9,4,731,0,0,0,0,0,0,3,0,0,5
POA6108,0,32,37,176,55,24,7,0,3,337,0,0,0,0,0,0,3,0,0,6,0,7,0,3,0,4,3,0,0,17,0,9,17,105,170,211,184,125,31,855,0,3,0,8,3,3,0,0,0,13,0,0,3,6,4,3,0,0,0,13,0,0,0,3,10,6,18,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,4,3,0,0,38,7,21,34,174,45,43,42,25,5,393,0,6,17,96,20,19,3,0,3,168,0,3,3,4,0,0,0,0,0,12,0,0,4,30,5,4,4,0,0,58,0,0,3,23,15,3,8,7,0,56,0,0,0,0,9,16,13,18,0,57,0,3,0,20,4,3,3,0,0,35,0,3,6,23,4,6,0,0,0,48,0,0,3,10,0,8,0,0,0,21,5,23,28,140,68,91,46,20,4,421,0,0,0,0,0,8,0,0,0,11
POA6109,0,0,4,32,10,3,0,3,0,58,0,0,0,0,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0,6,0,8,3,25,62,66,83,84,19,349,0,0,0,4,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,6,22,45,193,20,27,12,9,3,334,0,6,8,39,12,3,0,0,0,74,0,3,3,3,0,0,0,0,0,11,0,0,3,13,0,0,0,0,0,14,0,0,0,4,0,0,3,9,0,18,0,0,0,0,3,4,19,20,7,57,0,0,0,0,3,0,0,0,0,3,3,0,0,11,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,4,12,24,14,13,13,4,0,86,0,0,0,0,0,0,0,0,0,0
POA6110,8,29,20,197,32,21,15,3,0,334,0,0,0,0,0,3,3,3,3,14,3,7,8,8,5,3,3,0,0,29,7,35,53,182,303,297,302,229,82,1490,0,0,3,3,3,0,0,0,0,12,0,3,4,3,5,0,0,0,0,15,0,0,3,14,11,9,14,5,3,59,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,26,12,70,60,461,77,51,52,23,7,808,5,25,17,116,29,14,10,3,3,227,0,13,14,14,0,5,0,0,0,42,0,3,9,19,13,0,0,0,0,45,0,5,3,25,6,14,11,10,0,79,0,0,0,4,3,11,9,19,12,59,0,0,0,5,3,3,0,0,0,22,0,8,0,36,3,0,0,0,0,51,0,0,0,5,4,0,3,0,0,15,3,38,61,185,84,53,30,13,3,460,0,0,0,0,0,3,3,0,0,8
POA6111,0,0,4,21,8,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,30,177,318,324,260,132,30,1304,0,0,0,0,0,0,0,0,0,7,0,0,3,10,0,0,0,0,0,13,0,3,0,10,3,4,18,8,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,10,15,103,15,15,15,7,3,193,0,4,0,18,9,4,3,3,0,45,0,0,0,11,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,9,9,9,15,0,4,47,0,0,0,7,0,18,20,16,6,69,0,0,0,8,3,0,0,0,0,9,0,0,3,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15,12,6,3,0,66,0,0,0,0,0,4,0,0,0,3
POA6112,3,11,26,176,41,35,4,3,3,304,0,0,0,10,6,5,0,3,0,22,0,6,0,7,0,0,0,0,0,10,9,72,100,396,538,503,372,259,98,2335,0,0,0,8,0,0,0,0,0,11,0,0,3,3,6,0,3,3,0,21,0,0,0,22,17,19,26,17,4,108,0,0,0,0,0,0,0,0,0,0,3,0,4,33,9,0,0,0,0,47,23,118,84,921,89,85,38,12,3,1377,0,13,16,135,29,7,4,0,4,205,0,7,0,14,7,5,0,0,0,31,0,4,8,15,3,3,0,0,0,28,3,16,6,41,6,17,19,7,0,113,0,0,0,3,7,11,19,12,0,64,0,0,6,25,3,4,3,0,0,40,3,6,3,40,3,9,0,0,0,62,0,0,0,3,3,3,0,0,0,9,5,39,56,270,57,48,30,9,0,522,0,0,3,0,0,3,6,0,0,12
POA6121,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,51,33,22,11,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
POA6122,0,0,0,21,3,0,0,0,0,23,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,19,56,201,180,148,118,53,16,781,0,0,3,6,0,0,0,0,0,10,0,0,0,10,0,0,0,3,0,12,0,0,0,7,5,0,10,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,10,9,18,168,10,11,4,3,0,236,0,5,0,7,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,10,3,5,5,0,0,26,0,0,0,0,4,3,3,0,4,13,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,28,5,6,0,4,0,49,0,0,0,0,0,0,0,0,0,0
