region_id,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA6024,4672,12232,256,474,0,0,256,474,71,81,0,0,0,0,3,3,74,84,0,0,0,0,0,0,0,0,0,0,5002,12790,292,0,5294,12790
POA6025,9978,26719,538,955,123,296,661,1251,88,145,0,0,0,0,6,10,94,155,4,4,0,0,0,0,4,4,0,3,10737,28132,884,0,11621,28132
POA6026,6953,19974,408,723,18,56,426,779,226,307,0,0,0,0,3,7,229,314,96,132,0,0,3,3,99,135,0,0,7707,21202,459,0,8166,21202
POA6027,12880,35662,426,813,511,1183,937,1996,279,448,356,691,188,349,40,72,863,1560,7,7,0,0,7,18,14,25,3,8,14697,39251,1247,0,15944,39251
POA6028,5982,18786,131,220,0,3,131,223,61,123,97,186,11,23,0,0,169,332,55,70,0,0,0,3,55,73,0,0,6337,19414,516,0,6853,19414
POA6029,812,2216,81,144,26,57,107,201,28,52,0,0,0,0,0,0,28,52,0,0,0,0,0,0,0,0,0,0,947,2469,84,0,1031,2469
POA6030,11007,32182,695,1194,267,565,962,1759,136,220,0,0,29,46,5,3,170,269,17,25,0,0,0,0,17,25,0,0,12156,34235,1179,0,13335,34235
POA6031,3354,10349,141,378,3,6,144,384,15,30,0,0,10,29,0,0,25,59,0,0,3,3,0,0,3,3,0,0,3526,10795,279,0,3805,10795
POA6032,67,193,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,70,193,12,0,82,193
POA6033,220,651,4,15,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,666,79,0,303,666
POA6035,1417,3670,20,36,0,0,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,3706,367,0,1804,3706
POA6036,3021,9542,285,552,39,134,324,686,32,37,0,0,0,0,0,0,32,37,0,0,0,0,0,0,0,0,0,6,3377,10271,280,0,3657,10271
POA6037,837,1998,0,3,0,0,0,3,4,8,0,0,0,0,0,0,4,8,4,6,0,0,0,0,4,6,0,0,845,2015,218,0,1063,2015
POA6041,475,1158,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,7,19,0,0,7,22,0,0,482,1188,489,0,971,1188
POA6042,25,46,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,68,0,93,50
POA6043,67,148,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,5,12,0,0,75,165,303,0,378,165
POA6044,410,940,4,11,3,0,7,11,35,57,0,0,0,0,0,0,35,57,3,9,8,17,3,6,14,32,3,0,469,1040,1136,0,1605,1040
POA6050,3401,9280,325,519,472,875,797,1394,826,1314,348,529,361,551,0,4,1535,2398,0,0,0,0,4,14,4,14,10,16,5747,13102,620,0,6367,13102
POA6051,1723,4126,704,1258,754,1407,1458,2665,1134,1917,710,1201,680,1109,0,10,2524,4237,0,0,0,0,3,8,3,8,4,11,5712,11047,730,0,6442,11047
POA6052,2874,7376,550,1114,267,599,817,1713,218,352,210,283,84,92,0,0,512,727,0,3,0,0,0,3,0,6,0,0,4203,9822,361,0,4564,9822
POA6053,4184,10304,776,1287,160,347,936,1634,159,272,84,158,0,0,0,0,243,430,0,0,0,0,3,4,3,4,3,9,5369,12381,477,0,5846,12381
POA6054,6263,15989,655,1156,124,267,779,1423,661,1189,0,0,0,0,4,13,665,1202,0,0,0,0,7,5,7,5,0,0,7714,18619,563,0,8277,18619
POA6055,3643,10045,136,245,26,51,162,296,50,88,0,0,0,0,0,0,50,88,217,331,3,3,0,7,220,341,10,15,4085,10785,315,0,4400,10785
POA6056,11398,30021,1072,1926,219,462,1291,2388,731,1258,71,96,0,0,3,3,805,1357,55,65,0,0,9,18,64,83,0,11,13558,33860,1169,0,14727,33860
POA6057,5505,14892,42,84,0,0,42,84,15,32,0,0,0,0,0,0,15,32,3,3,0,0,0,0,3,3,0,4,5565,15015,360,0,5925,15015
POA6058,3974,10329,318,482,15,46,333,528,21,26,0,3,4,11,0,0,25,40,64,96,0,3,0,8,64,107,0,0,4396,11004,358,0,4754,11004
POA6059,6323,16928,1625,2942,176,390,1801,3332,628,1025,34,37,0,0,0,3,662,1065,0,0,0,0,0,0,0,0,0,3,8786,21328,800,0,9586,21328
POA6060,3802,8792,3402,6195,744,1567,4146,7762,1758,3075,106,178,20,24,149,218,2033,3495,0,0,0,0,0,0,0,0,5,12,9986,20061,1107,0,11093,20061
POA6061,7841,21688,3409,7177,433,981,3842,8158,690,1390,0,0,8,13,5,7,703,1410,3,3,0,0,3,3,6,6,0,0,12392,31262,1114,0,13506,31262
POA6062,9587,25543,1455,3038,130,295,1585,3333,318,626,3,0,13,19,8,15,342,660,0,0,0,0,4,6,4,6,7,10,11525,29552,950,0,12475,29552
POA6063,4260,12851,192,330,3,9,195,339,72,133,0,0,0,0,0,0,72,133,0,0,0,0,0,0,0,0,0,4,4527,13327,253,0,4780,13327
POA6064,8970,26487,799,1405,84,166,883,1571,303,586,0,0,0,0,121,237,424,823,0,0,0,0,0,4,0,4,0,0,10277,28885,682,0,10959,28885
POA6065,15689,46114,887,2160,177,528,1064,2688,288,450,0,0,0,0,4,9,292,459,152,203,0,0,3,4,155,207,0,5,17200,49473,1244,0,18444,49473
POA6066,5753,17779,159,272,4,11,163,283,103,190,0,0,0,0,3,8,106,198,0,0,0,0,0,0,0,0,3,3,6025,18263,345,0,6370,18263
POA6067,25,78,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,28,81,3,0,31,81
POA6068,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3
POA6069,7605,22781,260,568,106,227,366,795,177,287,0,0,0,0,8,13,185,300,0,3,8,18,0,3,8,24,3,3,8167,23903,941,0,9108,23903
POA6070,1249,3332,13,20,0,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,3352,97,0,1359,3352
POA6071,1154,3153,3,8,3,9,6,17,10,15,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,1170,3185,85,0,1255,3185
POA6072,264,727,0,3,17,40,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,770,23,0,304,770
POA6073,1075,2647,23,32,24,67,47,99,27,45,0,0,0,0,0,0,27,45,12,15,0,0,0,0,12,15,0,0,1161,2806,78,0,1239,2806
POA6074,336,880,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,336,883,29,0,365,883
POA6076,7047,18870,334,546,41,129,375,675,177,247,4,3,5,6,4,11,190,267,0,0,0,0,3,5,3,5,0,0,7615,19817,653,0,8268,19817
POA6077,417,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,143,0,0,0,0,96,143,0,0,513,1435,17,0,530,1435
POA6078,171,552,81,255,3,4,84,259,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,258,815,3,0,261,815
POA6079,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3
POA6081,1551,4438,4,14,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,4452,94,0,1649,4452
POA6082,1025,2878,8,12,0,0,8,12,4,5,0,0,0,0,0,6,4,11,3,3,0,0,0,3,3,6,0,0,1040,2907,72,0,1112,2907
POA6083,1146,3096,6,27,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,5,1157,3132,225,0,1382,3132
POA6084,2096,5874,3,11,0,0,3,11,0,0,0,0,0,0,0,5,0,5,8,16,11,26,0,0,19,42,8,3,2126,5935,260,0,2386,5935
POA6090,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,4,6,0,0,4,6
POA6100,2707,6462,649,1323,564,1222,1213,2545,392,710,340,610,1001,1802,0,0,1733,3122,3,3,0,0,6,19,9,22,7,14,5669,12165,783,0,6452,12165
POA6101,3849,9271,1250,2606,181,417,1431,3023,571,1068,153,261,80,105,3,9,807,1443,4,7,0,0,0,0,4,7,0,3,6091,13747,651,0,6742,13747
POA6102,2490,6528,569,1233,290,869,859,2102,1222,2273,94,177,335,424,0,0,1651,2874,0,0,0,0,3,4,3,4,0,0,5003,11508,595,0,5598,11508
POA6103,1985,4742,303,595,194,415,497,1010,333,630,485,827,149,328,0,0,967,1785,0,0,0,0,0,0,0,0,3,5,3452,7542,388,0,3840,7542
POA6104,3796,9499,830,1520,146,317,976,1837,161,286,19,58,20,37,3,3,203,384,15,22,3,4,0,0,18,26,15,32,5008,11778,529,0,5537,11778
POA6105,4211,10609,478,1032,122,293,600,1325,415,766,0,0,3,7,0,0,418,773,0,0,0,0,4,8,4,8,0,5,5233,12720,534,0,5767,12720
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,12,0,0,6,12,0,0,6,12
POA6107,10250,28049,1686,3846,65,187,1751,4033,883,1971,0,0,4,3,4,12,891,1986,27,34,3,0,0,0,30,34,6,21,12928,34123,1016,0,13944,34123
POA6108,7479,20962,242,416,9,34,251,450,215,389,40,80,0,0,3,3,258,472,0,0,0,0,0,0,0,0,0,0,7988,21884,517,0,8505,21884
POA6109,3352,9019,347,546,22,54,369,600,14,31,0,0,0,0,0,0,14,31,105,129,0,0,0,0,105,129,7,17,3847,9796,309,0,4156,9796
POA6110,10786,29858,498,880,10,34,508,914,852,1457,0,0,0,0,6,11,858,1468,0,7,0,0,40,95,40,102,3,7,12195,32349,887,0,13082,32349
POA6111,7109,18950,318,601,7,18,325,619,386,710,19,26,3,3,3,11,411,750,62,80,3,12,3,6,68,98,4,3,7917,20420,683,0,8600,20420
POA6112,12410,34223,932,1822,45,60,977,1882,618,1187,13,23,0,0,3,3,634,1213,22,29,3,9,7,15,32,53,3,9,14056,37380,1335,0,15391,37380
POA6121,825,2546,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,10,3,0,4,12,3,5,10,17,0,0,838,2573,84,0,922,2573
POA6122,2935,8755,16,23,0,0,16,23,3,7,0,0,0,0,6,15,9,22,0,3,4,15,0,0,4,18,3,3,2967,8821,277,0,3244,8821
POA6123,471,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,474,1367,30,0,504,1367
POA6124,373,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,978,54,0,427,978
POA6125,907,2468,3,14,0,0,3,14,0,0,0,0,0,0,0,0,0,0,8,8,0,3,0,0,8,11,0,0,918,2493,122,0,1040,2493
POA6126,92,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,92,226,29,0,121,226
POA6147,4792,13031,418,777,42,90,460,867,214,401,0,0,0,0,4,7,218,408,0,0,0,0,0,0,0,0,0,0,5470,14306,414,0,5884,14306
POA6148,4859,13270,1131,2333,96,281,1227,2614,168,257,0,3,0,0,7,6,175,266,0,0,0,0,3,0,3,0,0,0,6264,16150,453,0,6717,16150
POA6149,5804,16760,295,557,0,3,295,560,344,488,0,0,0,0,0,0,344,488,0,0,0,0,0,0,0,0,0,0,6443,17808,422,0,6865,17808
POA6150,3590,11151,384,650,68,125,452,775,173,498,30,43,64,189,0,0,267,730,0,0,0,0,3,12,3,12,3,0,4315,12668,299,0,4614,12668
POA6151,3149,8416,431,787,695,1365,1126,2152,606,1065,833,1331,921,1611,0,0,2360,4007,0,0,0,0,0,0,0,0,0,3,6635,14578,1133,0,7768,14578
POA6152,5160,13553,1900,3271,1437,2855,3337,6126,717,1209,259,411,129,203,12,14,1117,1837,0,0,0,3,0,0,0,3,4,6,9618,21525,1154,0,10772,21525
POA6153,5800,14877,498,977,373,884,871,1861,275,491,109,169,111,206,0,4,495,870,0,0,0,0,0,3,0,3,5,6,7171,17617,859,0,8030,17617
POA6154,2966,7816,586,867,42,88,628,955,130,227,0,0,0,0,0,0,130,227,0,0,0,0,3,0,3,0,4,15,3731,9013,304,0,4035,9013
POA6155,14466,44098,337,715,30,76,367,791,96,182,0,0,0,0,3,7,99,189,0,0,0,0,0,3,0,3,3,3,14935,45084,896,0,15831,45084
POA6156,4944,12990,448,757,140,297,588,1054,439,724,66,119,11,15,3,0,519,858,0,0,0,4,0,0,0,4,6,14,6057,14920,590,0,6647,14920
POA6157,3642,8815,1010,1689,113,225,1123,1914,680,1069,37,45,0,0,0,0,717,1114,0,0,0,0,0,0,0,0,8,19,5490,11862,597,0,6087,11862
POA6158,1855,5035,183,342,241,463,424,805,75,128,141,194,107,183,0,0,323,505,3,0,0,3,3,7,6,10,3,0,2611,6355,329,0,2940,6355
POA6159,487,1114,106,208,332,618,438,826,67,112,41,82,81,136,0,0,189,330,0,0,0,0,0,0,0,0,0,3,1114,2273,215,0,1329,2273
POA6160,1442,3383,488,882,414,821,902,1703,387,569,298,456,315,453,0,0,1000,1478,4,10,0,0,25,44,29,54,4,9,3377,6627,631,0,4008,6627
POA6161,32,63,7,11,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,74,28,0,67,74
POA6162,3116,7628,505,904,232,483,737,1387,115,179,156,226,0,0,0,0,271,405,126,185,0,0,11,26,137,211,0,0,4261,9631,503,0,4764,9631
POA6163,14596,37277,1956,3551,329,697,2285,4248,663,1116,382,643,48,95,21,39,1114,1893,0,0,0,0,8,14,8,14,8,18,18011,43450,1607,0,19618,43450
POA6164,14272,41893,870,1765,100,207,970,1972,167,284,187,324,48,72,13,24,415,704,42,56,0,3,3,6,45,65,0,0,15702,44634,1104,0,16806,44634
POA6165,31,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,87,7,0,38,87
POA6166,2671,7306,131,268,18,49,149,317,27,52,0,0,0,0,0,0,27,52,47,69,0,0,3,12,50,81,0,0,2897,7756,214,0,3111,7756
POA6167,7214,19064,196,297,51,98,247,395,206,303,192,342,7,11,0,3,405,659,0,3,6,9,0,0,6,12,5,4,7877,20134,674,0,8551,20134
POA6168,6782,16902,916,1370,302,583,1218,1953,1068,1572,23,34,99,169,3,3,1193,1778,263,362,0,0,0,7,263,369,4,3,9460,21005,1407,0,10867,21005
POA6169,11136,29623,567,932,66,97,633,1029,474,708,41,60,33,53,8,18,556,839,0,0,0,0,8,9,8,9,6,7,12339,31507,1599,0,13938,31507
POA6170,1840,5311,224,664,8,24,232,688,10,26,0,0,0,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,2082,6025,158,0,2240,6025
POA6171,4948,14562,64,153,0,0,64,153,29,64,0,0,0,0,3,0,32,64,62,105,5,9,0,0,67,114,3,10,5114,14903,505,0,5619,14903
POA6172,4161,12661,53,92,11,34,64,126,16,34,0,0,0,0,0,0,16,34,0,0,0,0,0,0,0,0,0,0,4241,12821,354,0,4595,12821
POA6173,3079,9840,0,0,5,14,5,14,21,37,0,0,0,0,0,0,21,37,3,0,0,0,0,0,3,0,0,0,3108,9891,317,0,3425,9891
POA6174,713,1952,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,719,1958,147,0,866,1958
POA6175,942,2791,0,0,0,0,0,0,6,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,948,2795,195,0,1143,2795
POA6176,219,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,7,19,0,0,226,681,20,0,246,681
POA6180,1110,3080,0,4,4,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,3,11,3,18,1120,3118,167,0,1287,3118
POA6181,143,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,143,446,10,0,153,446
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,345,941,0,4,0,0,0,4,3,10,0,0,0,0,0,0,3,10,0,4,4,7,4,0,8,11,0,0,356,966,60,0,416,966
POA6208,3256,8188,114,180,15,26,129,206,68,98,0,0,0,0,0,0,68,98,79,123,8,27,0,5,87,155,6,7,3546,8654,961,0,4507,8654
POA6209,627,1499,6,15,0,0,6,15,0,0,0,0,0,0,3,4,3,4,68,116,3,3,3,3,74,122,0,0,710,1640,97,0,807,1640
POA6210,18537,46540,2514,4074,550,1043,3064,5117,1223,2002,120,250,148,297,7,10,1498,2559,252,366,0,0,9,17,261,383,7,14,23367,54613,6510,0,29877,54613
POA6211,1846,4805,38,61,13,21,51,82,9,12,5,6,3,8,0,0,17,26,56,81,0,0,0,0,56,81,0,0,1970,4994,876,0,2846,4994
POA6213,260,648,0,3,0,0,0,3,4,6,0,0,0,0,0,0,4,6,8,9,0,0,3,5,11,14,0,0,275,671,102,0,377,671
POA6214,120,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,9,0,0,123,330,18,0,141,330
POA6215,1216,3070,91,133,0,3,91,136,8,19,0,0,0,0,0,4,8,23,17,26,0,0,3,3,20,29,4,3,1339,3261,490,0,1829,3261
POA6218,162,392,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,3,3,0,0,3,4,6,7,0,0,171,407,59,0,230,407
POA6220,1508,3848,35,74,0,4,35,78,99,185,0,0,0,0,3,0,102,185,42,62,0,0,3,15,45,77,5,4,1695,4192,324,0,2019,4192
POA6221,145,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,407,33,0,178,407
POA6224,407,1075,3,7,0,0,3,7,3,7,0,0,0,0,3,0,6,7,7,14,3,5,3,3,13,22,0,0,429,1111,51,0,480,1111
POA6225,3073,7737,82,125,0,0,82,125,55,75,0,0,0,0,26,32,81,107,24,46,0,0,18,35,42,81,0,4,3278,8054,509,0,3787,8054
POA6226,203,585,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,208,589,23,0,231,589
POA6227,165,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,479,5,0,170,479
POA6229,143,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,0,0,0,9,50,79,0,0,193,447,23,0,216,447
POA6230,12318,31839,1600,2666,226,422,1826,3088,691,1139,124,197,33,51,3,4,851,1391,129,195,3,3,9,18,141,216,5,18,15141,36552,1921,0,17062,36552
POA6232,3001,8166,206,343,0,0,206,343,29,55,0,0,0,0,0,0,29,55,32,44,0,0,0,0,32,44,0,0,3268,8608,372,0,3640,8608
POA6233,5007,14025,135,221,8,23,143,244,52,93,0,0,0,0,0,7,52,100,75,110,0,0,0,0,75,110,7,14,5284,14493,753,0,6037,14493
POA6236,644,1783,0,0,3,13,3,13,0,0,0,0,0,0,0,0,0,0,5,9,3,3,3,3,11,15,0,3,658,1814,87,0,745,1814
POA6237,876,2305,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,3,8,5,17,3,4,11,29,3,20,893,2363,69,0,962,2363
POA6239,1405,3579,6,13,0,0,6,13,29,39,0,0,0,0,0,0,29,39,6,7,3,6,3,3,12,16,0,0,1452,3647,229,0,1681,3647
POA6240,105,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,250,25,0,130,250
POA6244,608,1434,4,3,0,0,4,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,615,1444,176,0,791,1444
POA6251,154,383,0,0,0,0,0,0,6,13,0,0,0,0,0,0,6,13,3,3,0,0,0,0,3,3,0,0,163,399,35,0,198,399
POA6253,249,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,252,509,105,0,357,509
POA6254,254,576,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,6,0,0,264,586,61,0,325,586
POA6255,1305,3109,46,59,3,5,49,64,6,4,0,0,0,0,0,0,6,4,4,11,10,13,4,4,18,28,3,3,1381,3208,347,0,1728,3208
POA6256,85,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,202,28,0,113,202
POA6258,2189,5457,23,48,0,0,23,48,170,236,0,0,0,0,0,0,170,236,5,8,0,3,0,0,5,11,4,0,2391,5752,509,0,2900,5752
POA6260,549,1406,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,3,0,0,3,7,3,3,555,1419,195,0,750,1419
POA6262,302,677,0,0,3,0,3,0,5,3,0,0,0,0,0,0,5,3,3,3,0,0,0,3,3,6,0,0,313,686,345,0,658,686
POA6271,956,2409,6,14,0,0,6,14,6,6,0,0,0,0,0,0,6,6,0,3,3,4,3,0,6,7,0,0,974,2436,240,0,1214,2436
POA6275,488,1098,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,4,11,8,16,13,26,25,53,0,0,519,1159,290,0,809,1159
POA6280,7378,19092,661,987,90,211,751,1198,282,444,0,0,7,17,7,13,296,474,142,242,8,22,7,8,157,272,10,28,8592,21064,2042,0,10634,21064
POA6281,1846,4664,26,48,32,71,58,119,18,34,0,0,0,0,3,5,21,39,32,42,4,10,3,9,39,61,0,0,1964,4883,1736,0,3700,4883
POA6282,397,1052,6,10,8,22,14,32,3,4,0,0,0,0,0,4,3,8,5,12,3,3,0,0,8,15,0,0,422,1107,478,0,900,1107
POA6284,484,1261,25,37,0,0,25,37,3,12,0,0,0,0,0,0,3,12,11,12,0,0,0,0,11,12,0,0,523,1322,289,0,812,1322
POA6285,2421,6175,124,209,35,58,159,267,12,31,0,0,0,0,3,0,15,31,22,37,0,0,5,5,27,42,5,3,2627,6518,872,0,3499,6518
POA6286,209,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,5,12,0,0,214,492,123,0,337,492
POA6288,151,315,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,12,0,0,151,333,103,0,254,333
POA6290,604,1243,5,9,9,12,14,21,38,48,0,0,0,0,3,0,41,48,24,42,3,3,6,15,33,60,0,0,692,1372,710,0,1402,1372
POA6302,1257,2942,38,53,8,21,46,74,9,9,0,0,0,0,3,10,12,19,4,5,3,5,3,3,10,13,3,5,1328,3053,391,0,1719,3053
POA6304,625,1371,13,24,0,0,13,24,4,0,0,0,0,0,0,0,4,0,5,11,4,3,4,4,13,18,3,0,658,1413,247,0,905,1413
POA6306,310,745,23,38,0,0,23,38,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,0,7,10,0,0,340,793,137,0,477,793
POA6308,580,1398,4,5,0,0,4,5,19,29,0,0,0,0,0,0,19,29,4,10,0,0,4,5,8,15,0,0,611,1447,224,0,835,1447
POA6309,111,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,111,249,39,0,150,249
POA6311,222,554,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,557,41,0,263,557
POA6312,1555,3926,73,122,0,5,73,127,120,192,0,0,0,0,0,0,120,192,3,4,0,0,3,3,6,7,4,0,1758,4252,427,0,2185,4252
POA6313,138,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,138,338,39,0,177,338
POA6315,679,1631,43,50,0,0,43,50,0,4,0,0,0,0,0,0,0,4,3,0,0,0,3,7,6,7,0,0,728,1692,199,0,927,1692
POA6316,154,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,3,154,390,48,0,202,390
POA6317,1393,3615,36,97,0,0,36,97,71,131,0,0,0,0,0,0,71,131,5,7,3,3,4,17,12,27,0,0,1512,3870,293,0,1805,3870
POA6318,86,233,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,89,237,36,0,125,237
POA6320,301,804,4,23,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,6,7,0,0,311,834,74,0,385,834
POA6321,101,233,8,12,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,109,248,18,0,127,248
POA6322,172,400,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,403,59,0,231,403
POA6323,360,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,16,0,0,6,21,0,0,366,858,104,0,470,858
POA6324,1024,2483,95,215,3,6,98,221,10,13,0,0,0,0,0,0,10,13,13,21,0,0,0,5,13,26,0,8,1145,2751,288,0,1433,2751
POA6326,173,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,5,6,0,0,178,461,48,0,226,461
POA6327,102,269,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,5,7,13,0,0,10,18,0,0,115,290,17,0,132,290
POA6328,149,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,3,3,8,13,0,0,157,387,104,0,261,387
POA6330,10870,27395,642,987,93,202,735,1189,466,704,11,22,0,0,12,15,489,741,141,206,3,5,11,28,155,239,4,10,12253,29574,2427,0,14680,29574
POA6333,1900,4370,90,138,3,9,93,147,5,11,0,0,0,0,5,3,10,14,24,41,5,15,7,9,36,65,0,0,2039,4596,1015,0,3054,4596
POA6335,287,770,4,12,0,0,4,12,6,7,0,0,0,0,0,0,6,7,0,0,0,0,3,0,3,0,0,0,300,789,97,0,397,789
POA6336,89,201,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,4,9,3,4,99,217,74,0,173,217
