POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA6031,0,5,3,21,5,4,0,0,0,43,0,4,9,16,8,3,5,0,0,54,0,13,30,52,26,8,3,3,0,132,0,41,60,156,56,24,11,6,0,365,27,52,51,146,63,47,24,3,0,412,746,1364,1229,3027,1093,606,291,100,26,8470,0,0,5,18,3,3,0,0,0,34,1424,1856,1291,2628,622,355,143,43,13,8375,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,5,0,4,4,11,3,3,4,0,0,29,0,0,0,3,3,0,0,0,0,10,0,0,3,27,11,3,0,0,0,40,0,0,0,9,0,9,0,0,0,16,0,6,6,3,3,0,0,0,0,22,19,256,366,827,608,305,197,67,12,2663,0,0,0,6,5,3,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,7,22,12,7,3,3,0,47
POA6032,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,3,0,0,0,10,3,12,15,23,17,16,3,3,0,95,0,0,0,0,0,0,0,0,0,0,3,17,21,28,21,18,8,3,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,9,5,3,0,0,0,25,16,24,29,45,35,26,14,4,0,196,0,0,0,0,0,0,0,0,0,0,19,43,50,49,36,34,18,8,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,18,4,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,11,0,0,0,6,4,0,0,0,0,15,6,11,12,35,3,4,3,0,0,67,93,116,140,363,74,39,23,4,3,847,0,0,0,0,0,0,0,0,0,0,163,142,150,290,49,30,9,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,55,165,56,21,12,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
POA6035,0,0,0,3,0,0,0,0,0,5,0,0,4,8,8,0,4,0,3,36,0,0,4,12,8,0,3,0,0,25,0,3,6,41,11,4,8,0,0,84,38,54,48,135,55,45,47,22,12,455,384,642,524,1371,573,418,363,141,90,4501,0,0,0,3,0,0,0,0,0,3,715,926,607,1227,415,315,255,115,51,4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,14,166,166,476,348,189,211,88,36,1682,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,3,0,9,0,6,0,15,6,4,15,4,0,60
POA6036,0,0,0,7,0,3,0,0,0,10,0,4,9,19,18,0,4,0,0,56,3,3,14,40,11,7,4,0,0,81,5,30,65,128,38,28,20,4,3,314,76,137,119,275,95,61,34,11,3,815,690,1352,1242,2737,1066,530,346,111,26,8103,0,0,0,12,5,3,0,0,0,17,1215,1677,1098,2069,558,321,155,50,18,7170,0,3,0,11,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,3,10,7,4,0,0,0,30,0,0,0,3,6,0,0,0,0,9,0,0,3,16,4,4,0,0,0,34,0,0,3,0,3,0,0,0,0,6,0,11,4,16,6,3,7,0,0,41,32,370,470,903,714,232,217,78,12,3040,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,10,0,3,3,17,14,4,13,3,0,52
POA6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,14,6,30,12,46,16,15,20,13,0,158,101,198,143,403,206,175,146,81,8,1458,0,0,0,0,0,0,0,0,0,0,190,349,226,477,212,193,120,73,9,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,25,74,109,75,74,32,6,418,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,10,0,0,0,0,5,0,6,0,0,22
POA6038,0,0,0,3,0,0,0,0,0,4,0,0,6,11,5,0,0,0,0,22,0,0,7,27,6,0,0,0,0,38,0,10,14,58,7,3,3,0,0,92,41,32,36,121,28,18,11,0,0,284,375,437,461,1318,352,169,88,14,0,3216,0,0,0,0,0,0,0,0,0,0,621,478,388,987,159,92,43,7,0,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,10,3,0,0,11,0,0,0,0,0,14,0,3,0,6,0,3,4,0,0,16,0,0,0,3,3,0,0,0,0,4,9,171,211,459,246,90,58,12,0,1252,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,3,0,0,26
POA6041,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,5,4,0,0,19,4,19,3,11,24,16,16,7,0,91,33,108,61,136,111,118,119,47,7,748,0,0,0,0,0,0,0,0,0,0,67,166,92,172,107,141,115,37,13,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,26,44,34,63,27,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,4,3,0,11
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,3,14,9,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,21,14,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,7,0,22,4,14,5,26,7,23,20,10,5,117,0,0,0,0,0,0,0,0,0,0,8,24,6,31,16,34,31,13,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,11,0,4,0,11,7,13,10,3,0,42,24,54,36,127,81,115,101,38,4,586,0,0,0,0,0,0,0,0,0,0,40,104,66,149,118,162,152,59,8,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,17,19,11,12,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,13,3,0,14
POA6050,0,0,9,46,10,16,6,3,0,91,0,0,0,0,3,5,0,3,3,18,0,0,0,7,3,0,3,0,0,15,0,7,22,124,33,25,17,13,7,252,9,39,86,215,58,52,56,74,167,763,313,757,1145,2259,1027,922,616,470,488,7991,0,0,0,0,0,0,0,0,0,0,602,1251,1590,2432,1240,1012,588,308,272,9298,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,9,3,0,0,53,0,0,0,9,0,0,0,0,0,10,0,5,24,53,12,20,0,4,3,121,0,0,0,3,8,5,4,9,3,26,0,0,0,3,0,0,4,7,0,10,5,28,60,255,247,191,136,73,58,1052,0,0,0,0,0,0,0,0,0,7,0,0,9,17,3,0,3,0,0,35,0,0,5,22,12,10,30,7,3,89
POA6051,3,0,11,28,14,17,9,0,0,81,0,0,0,5,0,0,0,0,0,11,0,0,3,15,4,3,3,0,0,26,3,12,36,195,31,23,22,11,7,334,17,14,53,216,54,63,28,26,7,475,356,450,667,2792,656,603,360,193,62,6143,0,0,12,11,0,0,0,0,0,19,605,684,744,2417,694,590,348,122,45,6253,0,3,6,59,0,0,0,0,0,75,0,0,0,7,3,7,0,0,0,19,0,0,0,5,0,0,0,0,0,8,0,0,4,17,11,7,4,0,0,37,0,3,3,5,5,4,0,0,0,14,0,7,15,86,17,20,3,6,0,163,0,0,0,3,3,6,6,0,0,27,0,3,0,3,0,0,0,3,0,7,3,10,28,302,148,135,96,36,13,767,0,0,0,3,0,5,0,0,0,9,0,0,0,28,4,3,0,3,0,38,0,0,3,35,14,12,16,7,0,90
POA6052,0,0,3,42,14,16,3,3,3,85,0,0,0,4,0,0,0,0,0,10,0,0,5,9,0,0,0,0,0,15,0,8,15,82,34,22,16,16,9,191,12,26,42,122,50,46,34,30,7,376,314,601,645,1805,824,695,425,280,139,5732,0,0,0,3,0,0,0,0,0,3,638,1059,1014,2008,950,722,373,189,90,7041,0,0,0,7,0,0,0,0,0,10,0,0,0,18,0,10,5,0,0,35,0,0,0,3,0,0,0,0,0,5,0,0,3,10,6,5,0,0,0,30,0,0,0,5,0,4,3,0,0,12,0,11,17,45,20,11,6,7,0,112,0,0,0,5,0,6,0,3,0,20,0,0,0,3,0,3,0,0,0,13,4,8,12,193,126,122,89,47,20,625,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,0,0,0,0,19,0,0,4,22,6,3,18,0,0,63
POA6053,0,3,10,41,17,15,9,0,3,101,0,0,0,4,3,0,0,3,0,17,0,0,5,10,0,3,0,0,0,20,6,12,24,122,29,22,8,6,5,244,21,27,32,123,48,44,40,32,14,387,475,755,697,2378,987,836,544,377,293,7352,0,0,10,4,0,0,0,0,0,12,856,1337,1092,2637,1161,891,510,319,246,9040,0,0,0,5,0,7,3,0,0,14,0,0,5,6,0,3,0,0,0,21,0,0,0,3,0,0,0,0,0,4,0,3,0,22,4,4,3,4,0,38,0,0,0,0,0,4,0,0,0,4,0,7,28,68,19,23,7,8,5,156,0,0,0,0,3,9,0,5,3,26,0,3,0,0,0,0,0,0,0,12,0,17,24,247,195,180,120,73,56,916,0,0,0,4,0,0,0,0,0,4,0,0,0,21,5,5,0,0,0,28,0,0,3,17,15,11,25,4,7,72
POA6054,0,3,10,73,25,20,14,10,3,157,0,0,0,6,6,6,6,0,0,14,0,0,0,11,0,0,0,3,0,13,4,17,41,111,45,37,24,13,9,298,33,55,83,190,105,85,68,55,59,730,625,1091,1148,3038,1413,1265,926,505,266,10279,0,0,7,5,3,0,0,0,0,20,1242,1969,1796,3565,1595,1299,782,406,154,12812,0,0,3,10,0,3,0,0,0,18,0,0,3,18,15,19,9,0,5,78,0,0,0,9,8,3,0,0,0,22,4,3,0,14,10,7,3,0,0,33,0,0,0,0,4,3,0,0,0,6,0,16,21,75,31,26,10,0,0,176,0,0,0,11,7,25,16,15,0,80,0,5,0,0,0,0,3,3,0,11,0,23,40,258,293,238,232,131,38,1258,0,0,0,4,0,0,0,0,0,7,0,0,0,20,10,4,7,0,0,36,0,0,7,21,17,8,36,8,3,103
POA6055,0,3,7,60,14,6,5,0,0,87,0,0,0,7,0,0,0,0,0,13,0,8,11,40,13,4,3,0,0,75,3,27,57,191,43,26,7,3,0,355,45,91,64,235,84,74,65,37,24,719,861,1241,1292,4021,1302,967,582,260,108,10636,0,3,24,41,3,7,3,0,0,76,1616,1964,1768,3843,1294,1021,563,219,64,12346,0,3,0,10,0,0,3,0,0,10,0,0,3,28,8,3,0,0,0,44,0,0,0,10,0,4,0,0,0,15,0,0,0,17,4,4,3,0,0,29,0,0,3,10,0,0,0,0,0,13,0,0,4,58,15,4,0,0,0,96,0,0,0,11,5,18,16,16,9,76,0,4,3,3,0,0,0,0,0,13,9,35,56,341,293,237,152,85,31,1244,0,0,0,4,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,17,0,0,0,21,11,7,15,7,0,67
POA6056,0,3,8,20,6,10,4,0,0,48,0,0,0,3,3,9,9,3,0,35,0,3,12,40,12,14,8,0,0,92,3,23,28,122,71,49,53,26,13,383,63,115,182,372,200,171,170,129,92,1488,1132,2199,2569,5214,2784,2387,1862,1041,502,19690,0,0,15,11,0,0,0,0,0,20,2118,3796,4099,6801,3363,2741,1815,879,312,25930,0,0,3,15,3,7,0,0,0,28,0,0,0,23,12,5,3,0,0,47,0,0,0,7,0,0,0,0,0,14,0,7,3,16,12,11,7,4,3,58,0,0,0,0,5,0,3,0,0,9,4,20,14,82,51,14,8,0,0,194,0,0,0,15,15,43,65,55,11,205,0,4,0,6,4,3,4,0,0,23,9,57,83,332,616,560,528,324,112,2633,0,0,0,10,9,3,0,0,0,24,0,0,10,12,3,6,0,3,0,35,0,0,7,38,23,27,82,23,14,213
POA6057,0,0,3,10,0,0,0,0,0,17,0,0,0,3,4,3,3,3,0,16,0,3,8,16,10,5,0,0,0,34,0,14,3,57,19,19,12,6,3,134,40,44,51,162,76,66,65,31,16,548,521,1100,1008,2392,1163,1018,747,375,103,8440,0,0,0,6,0,0,0,0,0,4,1000,1908,1698,3224,1397,1184,700,325,69,11503,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,0,0,23,0,0,0,6,0,0,0,0,0,6,0,0,0,18,5,0,0,0,0,28,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,3,3,0,7,0,26,39,175,281,265,277,177,51,1290,0,0,0,0,0,0,3,0,0,3,0,0,0,4,4,3,4,0,0,13,0,0,3,11,11,6,27,6,4,69
POA6058,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,5,0,0,0,9,0,3,7,13,15,5,0,0,0,45,3,10,13,41,16,12,13,10,0,121,23,29,39,111,47,60,50,36,39,430,404,724,804,1812,779,838,568,349,132,6405,0,3,38,56,11,3,4,3,0,113,764,1190,1219,2310,885,914,546,261,79,8171,0,4,0,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,3,3,0,0,0,14,0,5,6,42,15,0,4,0,0,75,0,0,0,0,0,3,3,0,0,12,0,0,0,0,5,0,3,0,0,4,3,22,35,124,186,164,181,143,33,892,0,0,3,3,0,0,3,0,0,13,0,0,0,9,0,0,0,3,0,14,0,0,0,14,4,5,21,8,0,49
POA6059,0,6,41,153,97,92,30,20,10,444,0,0,0,0,0,0,4,0,0,9,0,0,4,14,4,3,3,0,0,25,5,42,52,184,63,60,50,30,24,510,22,64,60,150,78,82,65,73,35,625,562,1252,1442,3091,1664,1468,1204,983,420,12091,0,0,10,28,0,0,0,0,0,42,1072,2046,1989,2919,1586,1214,857,781,262,12729,0,0,0,9,5,4,0,3,0,30,0,0,4,30,16,16,6,0,0,66,0,0,3,10,9,3,3,0,0,23,0,0,4,10,9,3,0,0,0,32,0,0,0,3,4,0,0,0,0,14,4,19,66,225,84,56,16,13,11,510,0,0,0,16,12,14,22,13,4,76,0,5,0,0,4,3,16,5,0,39,6,22,34,214,193,183,161,120,51,980,0,0,0,0,0,3,0,0,0,4,0,0,0,13,7,0,8,0,0,30,0,0,4,21,9,10,33,14,5,94
POA6060,0,10,37,75,41,36,12,6,5,220,0,0,0,3,5,0,0,0,0,8,0,3,9,24,3,8,3,0,0,48,12,39,76,369,69,41,28,18,17,649,46,69,74,321,76,86,68,93,74,900,724,942,1221,4667,1361,1241,927,780,489,12347,0,0,16,22,0,0,0,0,0,42,1268,1332,1370,4119,1406,1156,686,506,339,12184,0,0,0,12,0,0,0,0,0,14,0,0,3,38,14,27,5,3,0,88,0,0,0,3,3,0,0,0,0,8,0,3,5,28,13,9,10,0,0,64,0,0,0,11,4,5,7,0,0,30,5,14,30,161,43,22,13,6,3,295,0,0,4,14,15,13,12,19,14,90,3,3,3,6,4,0,4,3,4,34,3,22,39,358,208,154,161,101,34,1078,0,0,0,3,0,4,0,0,0,7,0,0,0,36,9,5,0,0,0,48,0,4,14,34,16,6,25,0,5,108
POA6061,7,17,93,338,146,125,67,25,14,830,0,0,0,9,0,3,3,4,0,21,3,3,10,35,0,3,3,0,0,57,23,157,337,937,172,107,58,27,10,1831,126,170,171,578,158,159,128,98,20,1615,1477,1998,2417,7091,1940,1817,1310,787,237,19064,5,18,106,197,45,24,4,0,0,395,2570,2605,2284,4534,1480,1253,834,529,114,16206,0,0,4,25,3,0,3,0,0,37,0,0,31,100,59,64,17,14,3,292,0,0,6,22,14,6,7,6,0,63,0,0,0,20,4,0,4,0,0,34,0,0,6,14,11,7,7,3,0,42,10,17,44,300,55,66,12,11,3,528,0,0,3,35,20,27,27,23,0,148,3,23,4,20,3,7,10,5,4,72,0,11,33,260,188,204,214,126,37,1079,0,0,3,13,9,3,0,3,0,22,0,0,0,29,3,8,0,0,4,41,0,0,6,41,14,17,51,10,6,147
POA6062,9,18,76,280,169,140,42,32,8,756,0,0,0,0,3,5,3,3,3,24,0,3,3,14,7,6,0,0,0,45,5,43,47,244,72,59,49,33,27,584,50,71,101,244,110,126,136,97,76,1005,873,1619,1943,4717,2047,2038,1688,1024,464,16412,0,0,12,32,5,0,3,0,0,57,1622,2593,2702,4365,1799,1664,1161,665,226,16802,0,0,0,13,3,5,3,0,0,27,0,0,10,49,33,19,11,3,0,130,3,0,0,13,10,7,3,0,0,38,0,0,5,13,5,4,5,3,0,43,0,0,0,4,5,0,5,3,0,21,8,40,106,404,135,89,31,23,8,852,0,0,3,30,14,23,25,14,3,110,0,7,4,5,3,9,10,3,0,43,4,40,39,232,267,256,311,206,82,1441,0,3,0,9,3,3,0,0,0,17,0,0,0,19,6,5,3,5,0,43,0,0,9,27,13,8,50,20,12,142
POA6063,5,15,20,155,73,52,11,12,0,345,0,0,0,0,6,0,0,0,0,6,0,0,4,5,4,6,5,0,0,24,0,19,44,109,39,25,19,6,0,273,24,51,49,134,60,57,39,18,3,426,485,1018,914,2103,995,860,462,196,76,7106,5,9,56,106,24,7,8,0,0,221,934,1658,1287,1868,769,679,283,89,40,7612,0,0,0,14,3,6,0,0,0,28,0,0,0,35,18,25,12,3,0,98,0,0,8,23,9,13,3,0,0,56,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,12,26,75,50,18,7,3,4,195,0,0,3,23,11,11,5,7,0,59,0,4,3,7,7,7,0,0,0,22,0,15,28,95,124,125,106,35,22,553,0,0,0,3,0,3,0,0,0,17,0,0,0,0,3,0,0,0,0,5,0,0,3,4,4,12,18,0,0,40
POA6064,5,19,110,459,208,189,75,26,10,1095,0,0,0,0,6,4,7,0,0,21,0,0,0,12,0,4,0,0,0,26,4,62,163,342,135,86,55,26,8,885,60,100,105,241,127,124,101,58,32,950,1056,2091,2135,4269,2090,1835,1246,645,225,15601,0,37,92,178,35,10,3,3,0,361,1889,3287,2885,4118,1696,1429,823,408,96,16634,0,0,5,16,5,4,9,0,0,42,0,0,17,52,27,32,13,4,0,147,0,4,7,45,25,25,15,3,4,125,0,0,3,12,3,8,3,3,0,32,0,0,0,4,0,5,0,0,0,16,0,7,16,70,36,19,9,4,3,170,0,0,3,32,24,29,17,14,3,127,3,24,6,10,6,13,6,4,0,81,0,18,42,214,316,273,272,167,43,1348,0,0,0,3,3,0,0,0,0,8,0,0,0,11,3,0,3,0,0,22,0,4,5,14,8,5,33,9,0,79
POA6065,0,15,46,257,99,73,14,14,0,513,0,4,9,41,17,18,11,6,6,114,3,26,41,113,48,34,9,4,0,262,8,92,153,564,204,123,65,32,11,1256,78,126,167,385,193,131,126,76,43,1320,2484,4587,3940,10117,4126,2781,1920,1091,421,31467,0,5,33,104,28,21,7,3,0,204,4748,7240,5106,9889,3307,2251,1418,751,261,34980,0,0,3,22,0,4,0,0,0,37,0,0,9,60,46,8,8,0,0,138,0,0,12,42,17,10,0,0,0,84,0,8,12,40,10,9,5,3,4,91,0,0,4,8,0,15,3,3,0,29,7,23,42,286,50,45,18,0,0,466,0,0,6,40,21,30,25,23,6,146,3,33,10,53,7,8,5,3,5,129,43,473,638,1750,1432,928,863,480,168,6783,0,0,8,8,9,0,4,3,0,32,0,3,3,19,13,5,5,3,0,58,0,6,13,55,32,24,59,13,7,213
