region_id,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA6171,3,8,11,5,9,8,4,0,0,48,9,40,153,139,75,28,3,0,0,447,26,73,190,187,147,66,8,0,0,697,0,9,26,24,24,10,0,0,0,93,45,130,253,209,153,47,10,0,0,847,8,18,57,48,35,23,3,0,0,192,50,37,62,44,38,21,6,0,0,258,60,18,30,18,11,7,3,0,0,147,0,13,64,57,70,51,8,0,0,263,10,5,7,9,6,0,0,0,0,37,0,6,14,10,7,9,3,0,0,49,3,4,13,19,14,6,3,0,0,62,4,20,67,92,38,22,4,0,0,247,7,12,31,24,19,19,4,0,0,116,7,59,147,143,95,32,4,0,0,487,0,8,37,41,34,19,0,0,0,139,0,3,23,28,28,5,7,0,0,94,3,3,12,12,7,7,0,0,0,44,12,23,38,45,32,12,0,0,0,162,3,8,27,22,10,9,5,3,0,87
POA6172,5,0,4,5,5,0,0,0,0,19,0,22,77,109,79,28,7,0,0,322,50,64,90,190,162,61,5,0,0,622,0,5,8,22,14,6,0,0,0,55,55,73,155,178,126,38,10,0,0,635,8,10,30,36,28,15,4,0,0,131,54,41,30,50,41,19,4,0,0,239,65,18,19,15,8,3,3,0,0,131,3,16,31,67,64,40,6,0,0,227,3,5,3,7,3,0,0,0,0,21,3,4,4,11,9,3,0,0,0,34,0,3,7,8,6,8,4,0,0,36,5,10,34,49,32,13,3,0,0,146,8,12,18,25,19,6,3,0,0,91,10,53,99,106,96,27,4,0,0,395,8,8,10,21,22,15,0,0,0,84,3,6,8,19,17,11,3,0,0,67,11,6,6,5,7,6,0,0,0,41,12,8,26,23,20,19,0,0,0,108,7,6,20,36,24,9,0,0,0,102
POA6173,0,0,6,4,0,0,0,0,0,10,6,16,90,109,69,19,0,0,0,309,27,29,74,153,140,27,3,3,0,456,0,5,8,15,14,7,0,0,0,49,50,68,134,180,123,33,0,0,0,588,4,9,18,24,17,4,0,0,0,76,46,27,25,37,32,11,3,0,0,181,45,8,14,13,11,3,0,0,0,94,0,9,22,33,34,22,0,0,0,120,7,6,4,8,0,0,3,0,0,28,3,0,6,19,7,4,0,0,0,39,4,3,3,11,9,4,4,0,0,38,5,11,36,66,35,16,4,0,0,173,5,3,21,33,14,0,0,0,0,76,4,40,76,117,76,14,0,0,0,327,0,4,12,26,23,14,3,0,0,82,4,5,7,28,17,10,0,0,0,71,13,5,3,4,4,3,0,0,0,32,7,7,15,32,14,3,0,0,0,78,10,3,12,24,6,7,3,0,0,65
POA6174,0,0,0,0,0,0,0,0,0,0,0,6,15,16,16,7,0,0,0,60,9,5,14,33,26,12,0,0,0,99,0,3,3,4,0,0,0,0,0,10,25,9,35,45,28,14,3,0,0,159,0,0,4,3,5,0,0,0,0,12,4,3,5,3,5,6,0,0,0,26,6,7,0,3,3,0,0,0,0,19,0,3,4,11,7,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,5,4,4,0,0,0,24,3,4,3,8,0,4,0,0,0,22,0,4,7,7,11,4,0,0,0,33,0,0,6,8,4,6,0,0,0,24,0,3,3,3,3,3,3,0,0,18,0,0,0,0,3,0,0,0,0,3,3,0,5,5,3,0,3,0,0,19,0,3,0,0,6,5,0,3,0,17
POA6175,0,0,0,0,0,0,0,0,0,0,0,0,18,29,26,3,0,0,0,76,5,10,25,34,37,16,0,0,0,127,0,4,5,5,8,0,0,0,0,22,17,17,42,49,35,22,6,0,0,188,0,0,3,5,7,7,0,0,0,22,12,8,10,10,12,6,0,0,0,58,18,3,0,4,7,3,0,0,0,35,0,0,6,10,10,9,0,0,0,35,0,3,3,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,3,3,0,0,15,0,0,6,23,13,5,0,0,0,47,4,0,3,3,3,0,0,0,0,13,0,0,6,22,13,5,4,0,0,50,0,0,7,11,6,6,0,0,0,30,0,0,4,4,7,4,0,0,0,19,3,3,3,0,0,0,0,0,0,9,11,0,3,8,4,0,0,0,0,26,0,0,0,10,5,0,0,0,0,15
POA6176,0,0,0,3,3,3,0,0,0,9,0,3,3,3,3,0,0,0,0,12,4,0,0,3,20,3,3,0,0,33,0,0,0,0,3,3,3,0,0,9,5,3,0,11,7,7,3,0,0,36,0,0,0,0,0,3,3,0,0,6,3,3,3,0,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,3,0,0,8,0,3,3,0,3,0,0,0,0,9,3,0,0,3,3,0,0,0,0,9
POA6180,0,0,0,0,0,3,4,0,0,7,0,13,39,36,23,8,0,0,0,119,6,14,28,33,30,15,4,0,0,130,0,4,6,3,3,0,0,0,0,16,13,37,59,45,38,21,0,0,0,213,0,5,5,6,5,3,0,0,0,24,12,3,19,8,6,4,3,0,0,55,20,5,4,10,0,0,0,0,0,39,0,0,7,12,14,12,6,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,4,0,3,3,3,0,0,0,13,0,5,8,7,5,3,0,0,0,28,0,4,7,7,3,4,0,0,0,25,4,5,24,13,10,3,0,0,0,59,0,5,7,5,8,6,0,0,0,31,0,0,0,0,0,10,0,0,0,10,0,0,5,0,0,4,0,0,0,9,0,4,10,9,4,7,0,0,0,34,0,0,3,6,4,0,0,0,0,13
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,14,0,3,0,9,12,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,6,3,3,9,10,4,0,0,0,35,4,3,0,0,0,0,0,0,0,7,5,3,3,3,7,0,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,0,14,0,0,0,0,0,3,0,0,0,3
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,5,8,4,9,9,0,0,35,0,4,8,4,8,8,0,0,0,32,0,3,5,21,14,12,3,0,0,58,0,0,0,3,0,0,0,0,0,3,10,3,8,19,13,8,3,0,0,64,0,0,0,0,3,5,0,0,0,8,5,0,3,5,0,4,0,0,0,17,6,0,0,0,0,0,0,0,0,6,0,0,3,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,3,0,3,0,0,3,0,0,9,0,4,0,0,4,4,0,0,0,12,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,5,6,0,3,3,0,3,0,0,0,15,4,0,3,4,5,0,0,0,0,16
POA6208,0,0,7,12,20,26,14,8,3,90,7,17,62,76,74,40,3,0,0,279,27,22,83,100,124,75,9,0,0,440,0,0,8,9,9,4,0,0,0,30,28,65,87,100,81,61,19,0,0,441,3,3,3,3,15,11,5,0,0,43,31,19,18,16,18,13,9,4,0,128,29,11,8,9,13,11,4,0,0,85,0,3,8,18,25,33,7,0,0,94,0,0,0,3,0,3,3,0,0,9,0,0,0,4,0,4,0,0,0,8,0,0,7,3,4,13,3,0,0,30,0,0,11,13,9,17,9,0,0,59,3,4,7,14,14,7,3,0,0,52,3,3,13,19,30,16,3,0,0,87,0,5,7,14,13,10,3,0,0,52,0,3,3,6,4,7,3,3,0,29,0,0,10,5,3,5,3,0,0,26,9,7,18,14,17,13,4,0,0,82,7,6,18,10,12,8,5,0,0,66
POA6209,0,0,3,0,0,3,0,0,0,6,0,0,9,8,7,7,4,0,0,35,3,4,4,21,32,23,5,0,0,92,0,0,0,0,0,0,0,0,0,0,13,3,13,22,22,12,6,0,0,91,3,0,3,0,4,0,0,0,0,10,3,0,3,6,7,5,0,0,0,24,3,0,0,5,0,6,0,0,0,14,0,5,0,3,11,7,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,6,0,0,0,15,0,5,3,0,7,6,0,0,0,21,0,3,3,3,5,9,0,0,0,23,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,4,0,0,0,4,3,0,5,0,7,0,0,0,0,15,3,3,3,0,3,5,0,0,0,17
POA6210,7,9,19,22,23,23,14,0,0,117,11,104,337,388,361,177,20,0,0,1398,86,148,358,476,666,361,47,0,0,2142,4,19,40,60,56,51,0,0,0,230,190,369,631,603,555,340,73,0,0,2761,18,35,62,68,77,79,26,0,0,365,199,156,171,143,163,157,45,6,0,1040,218,91,97,83,64,48,23,0,0,624,10,31,73,142,167,160,52,5,0,640,15,8,20,27,22,22,4,0,5,123,0,4,17,27,29,35,8,0,0,120,4,8,16,27,50,50,28,0,0,183,8,40,79,99,102,97,42,4,0,471,18,28,71,91,94,83,16,0,0,401,27,46,77,152,159,142,19,6,0,628,19,18,51,89,128,122,25,0,0,452,6,8,37,63,89,80,23,3,0,309,13,18,15,18,25,23,10,5,0,127,36,60,94,100,84,79,18,0,0,471,26,38,63,81,54,54,16,0,0,332
POA6211,0,0,3,3,3,3,4,0,0,16,0,3,42,51,33,26,3,0,0,158,15,5,23,63,53,35,9,0,0,203,0,0,0,8,0,7,4,0,0,19,17,31,62,99,62,40,9,0,0,320,0,0,6,5,9,8,0,0,0,28,21,7,10,22,9,17,0,0,0,86,27,3,0,4,7,5,5,0,0,51,3,0,7,11,14,14,5,0,0,54,0,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,9,3,0,0,9,11,6,3,0,0,32,0,0,9,11,15,13,7,0,0,55,4,3,9,11,3,5,3,0,0,38,3,6,3,3,5,13,3,0,0,36,0,0,5,10,15,11,0,0,0,41,0,3,0,3,8,8,0,0,0,22,0,0,0,0,4,3,3,0,0,10,0,0,9,6,20,7,3,0,0,45,4,5,7,3,6,9,3,0,0,37
POA6213,3,5,0,5,3,3,0,3,0,22,3,0,14,10,7,5,0,0,0,39,3,6,3,10,5,10,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,0,16,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,9,3,0,0,0,3,3,4,0,0,13,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,3,6,4,0,0,0,13,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,6
POA6214,0,0,0,3,0,6,3,0,0,12,0,0,5,6,0,0,0,0,0,11,0,0,3,7,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,4,0,5,6,0,0,0,0,19,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5
POA6215,7,3,6,10,11,19,10,0,0,66,3,7,20,26,22,15,0,0,0,93,9,19,30,64,75,49,0,0,0,246,0,0,5,3,3,6,4,0,0,21,13,23,37,42,49,37,4,3,0,208,0,3,4,3,4,3,4,0,0,21,15,3,0,3,0,3,0,0,0,24,3,0,0,3,4,3,0,0,0,13,0,0,3,4,6,11,5,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,0,7,3,7,3,0,0,0,24,0,3,0,4,4,6,0,0,0,17,0,3,3,9,10,6,0,0,0,31,0,0,0,0,4,5,0,0,0,9,0,0,0,4,0,5,0,0,0,9,0,3,3,0,4,3,0,0,0,13,6,3,10,6,8,3,0,0,0,36,0,3,3,0,3,0,3,0,0,12
POA6218,0,0,0,0,5,0,0,0,0,5,0,3,0,6,0,0,0,0,0,9,4,3,4,8,10,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,6,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
POA6220,7,3,25,37,36,39,24,8,4,183,0,3,13,10,16,7,0,0,0,49,27,41,76,100,98,46,5,3,0,396,0,3,3,4,6,4,3,0,0,23,14,15,28,46,34,22,5,0,0,164,3,3,3,4,7,10,0,0,0,30,13,6,4,12,9,5,0,0,0,49,15,3,3,3,0,7,3,0,0,34,0,0,6,10,9,10,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,5,3,0,0,0,0,8,0,0,3,4,8,4,0,0,0,19,0,3,3,0,3,3,0,0,0,12,0,0,7,5,17,15,5,0,0,49,0,0,3,5,7,16,4,0,0,35,0,0,0,0,9,3,5,0,0,17,0,3,0,3,0,3,0,0,0,9,6,3,8,8,12,7,0,0,0,44,3,3,3,3,5,7,3,0,0,27
POA6221,4,0,7,3,7,10,4,3,0,38,0,0,0,0,0,0,0,0,0,0,4,0,15,10,3,3,0,0,0,35,0,0,0,3,3,0,0,0,0,6,0,3,4,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6224,0,0,0,4,17,10,9,0,0,40,0,4,0,8,8,0,0,0,0,20,8,5,5,12,12,7,5,0,0,54,0,0,3,3,0,4,0,0,0,10,5,0,13,10,15,8,0,0,0,51,0,0,4,0,5,0,0,0,0,9,0,4,5,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,6,0,3,4,5,13,6,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,13,0,3,0,3,0,3,0,3,0,12
POA6225,4,0,3,3,6,6,7,3,4,36,26,19,81,123,208,140,3,0,0,600,28,45,103,93,72,28,3,4,0,376,12,15,44,45,58,54,5,0,0,233,31,65,165,131,133,58,7,0,0,590,0,0,7,0,5,4,3,0,0,19,26,8,11,11,23,9,4,0,0,92,23,9,5,7,12,8,0,0,0,64,3,8,5,19,25,20,6,0,0,86,0,0,3,0,3,3,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,4,5,7,4,6,0,0,0,26,3,7,11,15,15,6,0,0,0,57,6,5,11,10,8,0,3,0,0,43,3,3,8,30,25,26,3,0,0,98,0,3,7,9,12,8,4,0,0,43,3,3,0,10,7,7,6,0,0,36,0,0,0,0,0,0,4,0,0,4,8,14,11,10,6,14,3,0,0,66,10,3,9,20,10,18,4,0,0,74
POA6226,0,0,0,0,0,6,3,3,0,12,0,0,5,5,4,0,0,0,0,14,3,3,3,9,7,9,0,0,0,34,0,0,0,0,4,0,0,0,0,4,3,3,6,12,16,9,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,15,3,3,0,0,0,0,0,0,0,6,3,3,3,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,9,0,0,0,0,7,0,0,0,0,7,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4
POA6227,0,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,0,0,8,0,0,12,19,9,0,0,0,0,40,0,0,0,0,5,0,0,0,0,5,0,3,8,9,4,0,0,0,0,24,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,5,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,3
POA6229,0,0,0,9,8,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,11,0,0,7,0,0,0,3,0,0,10,0,0,6,4,6,6,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,6,0,0,0,3,0,3,0,0,0,6,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3
POA6230,5,3,23,17,21,14,17,5,0,105,7,58,130,174,157,81,12,0,0,619,71,195,435,500,425,263,37,0,0,1926,5,21,46,60,86,48,10,0,0,276,158,313,586,485,447,273,41,3,0,2306,14,23,62,77,62,55,0,0,0,293,132,113,184,137,145,110,23,0,0,844,119,61,80,59,46,35,13,0,0,413,15,30,67,132,185,126,34,3,0,592,12,14,18,28,21,13,3,0,0,109,0,4,16,44,28,17,10,0,0,119,7,8,28,26,34,33,13,11,0,160,8,37,117,115,115,80,18,0,0,490,18,30,39,46,48,44,9,0,0,234,9,18,75,103,122,105,17,0,0,449,8,10,62,82,111,110,19,0,0,402,10,9,69,82,126,81,13,0,0,390,9,5,16,9,14,12,3,0,0,68,30,60,91,87,75,55,11,4,0,413,24,23,49,66,60,31,10,3,0,266
POA6232,5,4,4,0,8,5,3,3,0,32,4,14,56,48,52,26,3,0,0,203,23,63,165,143,126,71,5,0,0,596,3,3,10,26,26,15,3,0,0,86,45,76,178,114,115,57,7,0,0,592,3,11,18,25,21,9,3,0,0,90,48,31,33,30,30,24,4,0,0,200,31,7,13,10,5,5,0,0,0,71,3,4,27,29,36,35,4,0,0,138,3,3,4,3,3,5,0,0,0,21,0,3,6,7,5,0,0,0,0,21,4,0,3,11,6,4,4,0,0,32,3,3,15,24,8,7,0,0,0,60,0,4,13,11,6,5,0,0,0,39,0,3,14,16,32,22,4,0,0,91,0,3,3,9,13,14,0,0,0,42,5,4,8,11,12,8,4,0,0,52,0,3,3,3,0,3,0,0,0,12,11,13,21,18,20,11,0,0,0,94,5,5,11,8,10,13,0,3,0,55
