region_id,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA6124,0,0,0,4,0,3,3,0,0,10,0,0,3,5,8,0,3,0,0,19,3,0,7,16,12,7,0,0,0,45,0,0,4,0,4,3,0,0,0,11,3,5,12,8,13,3,0,0,0,44,0,0,0,9,5,3,0,3,0,20,3,3,0,3,3,0,0,3,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,4,5,0,0,14,0,0,0,0,6,0,0,0,0,6,3,0,4,8,6,7,0,0,0,28,0,0,0,3,8,3,0,0,0,14,0,0,3,3,0,6,0,0,0,12,0,0,0,0,0,3,3,0,0,6,5,3,0,0,3,0,0,0,0,11,0,3,3,3,0,3,0,0,0,12
POA6125,3,5,8,12,20,18,8,3,0,77,0,3,10,21,11,14,0,0,0,59,6,8,17,33,33,17,0,0,0,114,3,0,3,5,3,0,0,0,0,14,14,13,16,38,34,21,3,3,0,142,0,3,0,9,5,9,3,0,0,29,7,4,0,9,17,12,0,0,0,49,0,4,0,0,0,6,0,0,0,10,3,0,0,21,17,8,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,3,0,0,9,0,3,4,5,10,3,5,0,0,30,0,0,0,7,3,0,3,0,0,13,0,3,6,9,9,12,0,0,0,39,0,3,3,0,6,8,4,0,0,24,0,0,0,5,4,3,0,0,0,12,3,3,0,3,5,3,0,0,0,17,5,3,3,4,9,0,0,3,0,27,0,3,5,4,0,0,3,0,0,15
POA6126,0,0,3,0,7,7,0,4,0,21,0,0,3,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6147,0,0,0,3,5,0,5,0,0,13,0,24,51,43,26,16,3,0,0,163,26,56,147,175,103,94,17,0,0,618,0,3,14,17,22,18,0,0,0,74,18,66,129,112,83,68,8,0,0,484,9,30,59,49,50,45,7,0,0,249,41,54,82,55,38,28,4,5,0,307,44,44,51,30,34,27,4,0,0,234,7,25,71,68,79,66,13,0,0,329,7,9,19,0,6,3,0,0,0,44,0,4,20,22,12,8,0,0,0,66,3,4,10,9,8,14,3,0,0,51,3,34,126,63,45,37,5,0,0,313,5,20,33,36,20,11,8,0,0,133,3,24,58,49,63,68,4,0,0,269,4,13,39,59,32,31,14,0,0,192,3,19,27,37,27,37,7,0,0,157,15,11,18,11,5,12,0,0,0,72,8,20,50,27,29,18,10,0,0,162,7,18,31,27,23,14,3,0,0,123
POA6148,0,3,0,3,4,5,0,0,0,15,4,19,56,84,81,37,6,0,0,287,23,45,80,115,137,87,21,0,0,508,0,5,24,12,31,18,3,0,0,93,27,77,109,103,107,92,14,0,0,529,7,20,50,51,64,57,12,0,0,261,66,92,68,60,52,39,11,4,0,392,63,47,40,19,27,13,4,0,0,213,3,19,40,58,68,59,26,0,0,273,3,7,12,10,8,16,4,0,0,60,3,6,25,30,33,18,3,0,0,118,0,4,10,12,22,20,0,6,0,74,7,41,96,124,119,82,26,6,0,501,4,18,22,19,24,24,11,0,0,122,11,16,55,54,75,57,11,0,0,279,8,21,46,42,83,79,14,0,0,293,3,16,44,43,34,30,12,4,0,186,16,11,17,8,8,9,4,0,0,73,18,15,18,33,40,31,11,0,0,166,12,13,21,14,19,11,8,0,0,98
POA6149,0,0,0,0,0,4,5,0,0,9,0,24,47,86,103,57,7,0,0,324,32,56,81,96,137,122,22,0,0,546,5,3,13,16,26,25,0,0,0,88,58,86,95,103,142,100,14,0,0,598,10,37,30,54,73,67,12,4,0,287,94,107,63,48,62,69,17,0,0,460,75,59,39,18,31,24,3,0,0,249,9,22,26,46,75,89,15,0,0,282,8,13,16,9,16,10,0,0,0,72,3,17,28,43,38,43,4,0,0,176,0,6,16,13,17,25,3,0,0,80,5,73,128,146,150,145,33,3,0,683,13,17,14,18,35,37,6,3,0,143,5,19,46,70,103,110,10,0,0,363,11,29,31,43,108,114,22,0,0,358,12,30,37,44,47,50,20,3,0,243,21,11,15,10,11,16,3,0,0,87,11,24,24,25,51,41,10,0,0,186,10,15,15,20,27,27,5,3,0,122
POA6150,0,0,3,3,3,0,3,0,0,12,0,20,26,45,56,53,3,0,0,203,18,19,41,52,87,57,15,0,0,289,4,4,6,11,23,14,0,0,0,62,19,43,68,61,75,57,8,0,0,331,5,24,16,29,42,26,5,0,0,147,83,99,41,37,38,38,12,0,0,348,77,80,44,17,25,22,5,4,0,274,4,9,27,29,46,42,14,0,0,171,7,9,14,11,4,6,3,0,0,54,3,8,27,25,40,17,5,0,0,125,3,6,8,5,16,18,11,0,0,67,5,50,95,81,111,106,26,0,0,474,4,14,17,14,10,20,0,0,0,79,3,16,31,33,69,54,12,0,0,218,5,26,26,27,66,66,17,0,0,233,3,22,31,28,44,38,13,0,0,179,6,18,13,14,3,9,3,0,0,66,6,12,15,14,13,25,7,3,0,95,5,10,10,7,15,13,6,4,0,70
POA6151,0,3,4,3,3,3,6,0,0,22,3,23,140,108,96,72,20,0,0,462,9,35,63,71,62,40,14,0,0,294,0,3,12,22,16,4,0,0,0,57,14,80,133,96,96,76,17,0,0,512,4,12,55,40,38,33,10,0,0,192,40,58,75,42,45,36,16,0,0,312,50,67,80,28,28,17,6,3,0,279,3,15,40,34,42,35,13,3,0,185,3,10,17,9,10,3,3,0,0,55,0,13,30,64,42,32,12,3,0,196,0,5,16,26,29,34,12,3,0,125,11,53,238,177,189,140,35,3,0,846,3,12,44,29,23,27,6,0,0,144,0,13,50,54,72,63,13,0,0,265,18,14,55,43,54,73,13,3,0,273,5,24,66,71,54,46,13,3,0,282,6,9,28,9,16,7,4,3,0,82,8,11,21,24,28,23,5,0,0,120,5,9,20,21,20,21,3,0,0,99
POA6152,5,3,8,3,7,4,4,3,0,37,5,40,116,115,104,62,0,0,0,442,16,61,117,87,89,71,16,0,0,457,0,9,21,27,22,23,0,0,0,102,39,110,217,108,102,90,23,3,0,692,10,39,73,43,48,52,3,3,0,271,59,132,116,59,63,51,11,4,0,495,71,122,98,42,47,17,9,0,0,406,3,23,67,49,65,70,8,0,0,285,9,4,26,29,13,7,0,4,0,92,0,23,64,59,40,40,7,0,0,233,3,11,36,23,25,27,8,0,0,133,8,81,306,216,210,146,34,4,0,1005,16,29,33,42,28,33,6,0,0,187,3,26,66,74,93,83,12,0,0,357,20,43,98,72,71,109,25,3,0,441,11,24,113,63,58,55,16,0,0,340,9,30,27,19,11,14,7,0,0,117,14,29,46,31,33,33,10,0,0,196,8,18,47,25,32,15,9,3,0,157
POA6153,0,4,5,4,7,7,6,0,0,33,4,17,64,95,125,66,17,0,0,388,14,28,67,70,108,74,18,0,0,379,0,0,10,12,15,18,5,0,0,60,17,60,138,119,112,91,28,0,0,565,3,16,40,57,45,59,18,3,0,241,63,66,63,61,68,68,17,3,0,409,61,52,47,29,32,22,3,4,0,250,6,12,19,30,60,40,8,0,0,175,0,11,7,13,11,7,0,0,0,49,3,13,44,39,57,40,7,3,0,206,3,9,16,22,33,35,18,4,0,140,10,59,167,167,194,172,45,4,0,818,3,17,25,27,10,27,6,0,0,115,4,15,41,50,65,54,10,0,0,239,9,19,29,30,62,75,21,3,0,248,3,22,56,72,84,64,22,11,0,334,12,18,13,6,7,12,4,0,0,72,7,22,15,25,34,20,7,0,0,130,9,11,19,24,25,11,18,3,7,127
POA6154,0,0,0,5,6,0,0,0,0,11,3,9,30,59,51,22,7,0,0,181,4,11,29,41,63,35,13,0,0,196,0,0,8,5,8,10,0,0,0,31,16,30,71,61,57,38,12,0,0,285,7,6,10,24,27,14,10,0,0,98,38,34,31,25,20,24,9,3,0,184,41,21,17,16,9,14,0,0,0,118,3,8,24,33,35,16,4,0,0,123,3,6,4,10,5,3,0,0,0,31,0,3,25,24,22,19,4,3,0,100,0,3,5,7,9,12,3,0,0,39,4,29,56,84,83,52,11,0,0,319,3,9,20,19,8,9,3,0,0,71,3,14,21,44,37,23,9,0,0,151,5,15,12,28,38,26,9,0,0,133,3,5,19,24,33,27,13,3,0,127,0,10,9,7,6,8,0,4,0,44,9,7,16,24,19,13,4,0,0,92,5,4,8,10,12,5,4,0,0,48
POA6155,3,5,5,11,10,6,6,3,0,49,6,56,203,245,201,86,14,0,0,811,67,126,293,392,427,289,51,3,0,1648,0,10,46,62,78,45,5,0,0,246,118,205,281,398,347,228,37,0,0,1614,30,62,161,193,205,138,28,4,0,821,232,215,206,191,209,137,34,0,0,1224,176,151,108,103,92,61,12,0,0,703,16,71,140,205,263,176,46,0,0,917,23,18,39,34,30,17,0,0,0,161,3,28,95,86,101,41,5,3,0,362,5,17,34,40,48,35,10,0,0,189,21,96,354,383,303,147,29,3,0,1336,27,38,55,69,81,55,15,0,0,340,27,45,125,225,235,173,23,3,0,856,24,40,94,135,184,156,25,0,0,658,16,38,103,116,118,116,21,3,0,531,35,41,42,42,30,21,3,0,0,214,42,60,82,115,110,102,23,0,0,534,21,34,58,69,64,39,10,0,0,295
POA6156,0,0,3,3,0,3,3,0,0,12,0,14,58,95,75,26,8,0,0,276,9,39,87,137,94,62,15,3,0,446,0,5,7,14,13,10,0,0,0,49,24,53,135,186,127,73,10,3,0,611,3,6,33,68,32,24,12,3,0,181,70,56,53,42,37,22,10,0,0,290,63,28,32,28,15,10,0,0,0,176,4,10,38,56,71,42,9,0,0,230,0,3,6,10,11,3,0,0,0,33,3,3,12,39,29,17,3,0,0,106,7,4,19,23,17,16,4,4,0,94,7,26,80,138,108,56,11,4,0,430,3,9,21,25,21,13,6,3,0,101,3,11,48,66,79,30,10,3,0,250,3,13,25,52,67,48,15,3,0,226,5,20,31,55,47,41,12,3,0,214,17,18,10,11,15,12,0,3,0,86,9,13,24,27,25,16,7,3,0,124,6,11,15,24,9,11,4,4,0,84
POA6157,0,0,4,5,3,4,6,0,0,22,0,10,67,78,61,27,3,0,0,246,8,19,76,87,73,69,12,4,0,348,0,0,14,14,9,11,3,0,0,51,20,43,144,97,109,65,21,0,0,499,3,4,24,39,47,33,11,0,0,161,35,32,29,40,42,27,7,0,0,212,44,32,29,26,15,7,0,0,0,153,5,8,27,45,58,45,11,0,0,199,6,3,12,9,9,3,0,0,0,42,0,0,10,32,25,10,3,4,0,84,5,0,9,19,19,6,7,0,0,65,0,28,87,97,81,33,16,3,0,345,0,10,14,20,20,13,3,0,0,80,3,15,51,49,68,37,7,0,0,230,5,20,41,47,50,53,8,0,0,224,7,3,49,37,59,42,16,0,0,213,4,8,11,10,11,7,0,0,0,51,3,11,23,21,14,15,7,0,0,94,4,5,6,23,11,15,4,3,0,71
POA6158,0,3,0,3,3,3,0,3,0,15,0,0,25,46,35,19,5,0,0,130,4,10,20,27,33,23,10,3,0,130,0,0,0,5,8,4,0,0,0,17,4,22,41,47,57,33,8,0,0,212,3,3,4,20,16,25,0,0,0,71,17,20,12,15,25,21,7,0,0,117,30,17,15,11,11,9,0,0,0,93,3,4,12,20,21,11,7,0,0,78,3,0,4,3,5,6,3,0,0,24,0,3,4,22,11,10,4,0,0,54,3,3,3,15,4,13,6,0,0,47,0,14,37,82,83,60,10,3,0,289,3,0,0,9,13,7,0,0,0,32,0,8,21,22,46,37,0,0,0,134,5,7,10,28,47,47,9,0,0,153,0,3,26,20,40,18,6,0,0,113,7,3,6,10,7,5,0,0,0,38,0,5,8,5,11,12,0,0,0,41,0,3,5,5,11,10,0,0,0,34
POA6159,0,0,0,0,0,3,0,0,0,3,0,3,13,12,13,17,3,0,0,61,0,6,13,18,11,11,5,0,0,64,0,0,0,3,0,4,0,0,0,7,0,6,23,13,11,8,3,0,0,64,0,0,5,11,9,3,3,0,0,31,5,3,11,5,4,3,5,0,0,36,4,4,10,10,6,3,3,0,0,40,0,0,11,11,4,8,3,0,0,37,4,0,0,0,4,8,0,0,0,16,0,3,3,7,13,3,4,0,0,33,0,0,4,4,4,0,4,0,0,16,0,6,32,23,19,25,14,0,0,119,0,0,9,0,5,0,4,0,0,18,0,0,14,8,11,8,0,0,0,41,0,3,8,17,13,14,4,0,0,59,0,3,19,9,3,13,3,0,0,50,0,4,0,4,0,0,0,0,0,8,0,0,4,0,0,5,0,4,0,13,0,0,5,6,0,4,3,0,0,18
POA6160,0,0,0,0,5,0,0,0,0,5,0,11,50,43,27,15,3,0,0,149,6,22,61,39,35,22,6,0,0,191,0,0,3,5,8,5,0,0,0,21,4,37,97,36,38,33,9,0,3,257,3,7,16,10,8,12,3,0,0,59,7,29,28,25,14,14,7,0,0,124,22,27,39,27,15,14,3,0,0,147,3,4,22,25,28,23,9,0,0,114,0,3,12,8,7,9,0,0,0,39,0,0,6,9,4,11,0,0,0,30,0,5,9,10,7,9,3,0,0,43,0,10,65,76,69,44,18,0,0,282,0,3,8,11,6,5,0,4,0,37,0,10,31,35,30,28,3,0,0,137,5,8,23,29,29,44,15,3,0,156,0,7,44,40,35,44,8,0,0,178,8,10,14,7,12,10,3,0,0,64,5,6,13,4,11,8,0,0,0,47,0,0,19,9,9,8,0,0,0,45
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5,4,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,4,4,3,0,7,7,0,25,0,6,39,43,43,23,0,0,0,154,12,16,56,77,74,40,10,0,0,285,0,0,3,14,11,10,0,0,0,38,13,32,79,88,93,47,12,0,0,364,4,10,20,24,25,11,7,0,0,101,24,35,32,31,28,20,7,3,0,180,21,23,32,26,11,9,6,0,0,128,0,9,27,28,29,42,9,3,0,147,0,0,7,7,6,10,0,0,0,30,0,0,10,19,7,7,0,0,0,43,3,3,6,12,7,8,3,0,0,42,0,8,62,73,78,44,17,0,0,282,3,4,17,12,16,14,3,0,0,69,0,5,22,32,57,31,3,0,0,150,0,4,31,43,56,48,15,0,0,197,3,4,33,47,41,30,5,0,0,163,9,8,7,16,10,11,3,0,0,64,7,0,18,11,13,10,0,0,0,59,4,17,5,16,14,16,0,0,0,72
POA6163,3,6,13,13,19,20,5,0,0,79,9,44,156,193,113,71,8,0,0,594,68,155,345,465,404,295,56,5,0,1793,5,6,32,37,64,29,4,3,0,180,97,252,479,437,408,235,44,0,0,1952,23,48,130,159,147,90,24,3,0,624,139,188,189,144,150,115,31,0,0,956,133,135,129,80,51,42,10,0,0,580,16,41,142,207,251,211,29,0,0,897,6,16,21,29,20,21,0,0,0,113,0,12,39,52,24,37,5,3,0,172,11,10,35,25,35,33,7,0,0,156,3,58,199,228,175,112,28,3,0,806,19,42,67,76,68,51,17,0,0,340,13,35,115,157,192,128,21,3,0,664,9,27,108,142,175,128,30,0,0,619,9,34,105,113,113,82,29,0,0,485,21,30,32,46,30,21,6,3,0,189,39,53,99,98,114,72,18,3,0,496,19,50,71,83,64,45,15,0,0,347
POA6164,0,4,16,17,10,13,6,0,0,66,8,46,310,281,170,65,0,0,0,880,103,179,557,631,446,205,30,0,0,2151,0,17,75,69,57,33,4,3,0,258,107,237,746,615,399,204,26,0,0,2334,32,67,209,222,146,93,15,0,0,784,208,167,241,204,139,78,29,0,0,1066,129,82,101,82,53,25,0,0,0,472,13,71,241,291,258,167,24,0,0,1065,9,16,50,29,27,11,3,0,0,145,3,23,104,113,40,26,6,0,0,315,7,6,38,44,30,25,7,0,0,157,7,64,400,285,139,74,19,3,0,991,19,42,97,103,69,39,10,0,0,379,4,53,207,234,182,84,19,6,0,789,11,14,145,126,122,62,15,0,0,495,13,31,111,133,71,69,15,0,0,443,20,22,35,30,14,22,4,0,0,147,37,78,150,138,118,56,10,0,0,587,36,25,80,79,58,31,7,0,0,316
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,3,0,17,13,9,4,0,0,46,0,12,15,34,31,18,5,3,0,118,27,26,48,103,127,70,20,0,0,421,0,0,3,8,16,5,0,0,0,32,34,41,68,89,100,71,13,3,0,419,6,5,15,26,41,23,5,0,0,121,47,20,19,29,27,17,4,0,0,163,25,10,16,7,9,4,6,0,0,77,8,5,26,43,63,45,14,0,0,204,3,3,3,3,4,4,3,0,0,23,0,4,0,20,7,7,0,0,0,38,3,5,3,11,4,8,0,0,0,34,3,11,29,31,36,22,3,0,0,135,7,6,9,3,10,10,3,3,0,51,0,4,11,23,35,19,0,0,0,92,0,9,12,20,15,18,3,0,0,77,0,5,13,15,10,13,5,0,0,61,3,10,3,3,3,3,3,0,0,28,11,11,11,15,33,15,5,0,0,101,7,8,18,11,16,5,3,0,0,68
POA6167,0,3,16,12,10,9,0,0,0,50,0,27,116,81,71,24,5,0,0,324,58,100,283,263,229,119,13,0,0,1065,0,3,23,21,14,12,5,0,0,78,49,111,265,222,159,96,19,0,0,921,16,36,97,79,70,27,4,3,0,332,51,50,111,73,43,30,4,0,0,362,55,25,35,22,15,8,0,3,0,163,11,24,98,128,105,66,19,3,0,454,0,8,16,11,5,4,3,0,0,47,0,3,13,11,7,5,0,0,0,39,4,0,22,17,10,11,0,0,0,64,6,20,80,51,27,16,5,3,0,208,3,11,31,26,27,24,3,0,0,125,3,29,113,79,64,46,4,0,0,338,6,13,34,22,26,15,5,0,0,121,3,7,27,39,34,23,8,0,0,141,3,3,17,19,4,3,3,0,0,52,11,30,52,51,31,22,5,0,0,202,17,13,38,32,31,17,3,0,0,151
POA6168,3,6,5,5,7,3,0,0,0,29,6,15,85,93,82,63,0,0,0,344,49,98,179,201,269,170,25,0,0,991,0,8,21,21,15,23,0,0,0,88,57,104,212,211,217,119,18,3,0,941,11,16,39,36,54,32,7,0,0,195,59,59,61,54,55,61,11,0,0,360,81,36,36,21,26,21,5,0,0,226,9,20,57,84,110,107,22,0,0,409,12,10,4,4,4,5,0,0,0,39,3,3,0,10,6,8,4,3,0,37,3,6,5,14,19,15,3,0,0,65,3,12,58,46,58,26,6,0,0,209,8,13,29,27,33,23,3,0,0,136,27,220,258,170,138,63,25,0,0,901,3,5,19,26,37,29,12,0,0,131,3,6,16,22,32,45,13,3,0,140,0,10,12,8,5,0,0,0,0,35,20,24,31,31,44,40,12,0,0,202,11,19,42,50,36,20,7,0,0,185
POA6169,7,7,5,13,11,8,3,0,0,54,5,54,169,171,158,70,4,0,0,631,90,133,285,387,469,233,18,0,0,1615,4,9,23,40,60,38,5,0,0,179,114,223,378,347,319,174,36,0,0,1591,17,35,62,84,76,53,9,0,0,336,128,94,99,91,67,55,17,0,0,551,145,58,35,31,23,19,8,4,0,323,12,33,80,118,183,108,24,0,0,558,5,19,15,7,13,4,0,4,0,67,0,9,14,19,25,11,0,0,0,78,6,3,22,20,29,31,6,0,0,117,7,29,73,89,85,66,18,3,0,370,16,37,44,46,57,45,7,0,0,252,15,86,153,160,191,105,20,0,0,730,14,10,32,48,72,64,11,3,0,254,8,6,24,41,60,49,7,0,0,195,23,12,11,7,11,9,3,0,0,76,28,35,50,67,70,38,14,0,0,302,18,25,52,47,54,33,12,0,0,241
POA6170,0,0,0,6,0,4,0,0,0,10,0,14,28,41,26,6,0,0,0,115,18,36,94,83,70,28,0,0,0,329,0,0,9,3,5,3,3,0,0,23,20,37,80,62,72,30,3,0,0,304,6,15,28,19,18,3,3,0,0,92,24,13,21,21,21,4,4,0,0,108,20,14,17,4,6,3,0,0,0,64,0,3,35,40,31,22,5,0,0,136,0,0,5,9,5,5,0,0,0,24,0,6,7,3,4,3,0,0,0,23,0,7,0,4,5,5,0,0,0,21,6,15,33,27,15,12,0,0,0,108,3,5,15,10,12,3,3,0,0,51,3,11,32,32,22,17,0,0,0,117,0,3,10,22,7,6,3,0,0,51,4,4,12,6,12,5,3,0,0,46,3,0,5,3,4,3,0,0,0,18,9,11,15,18,14,6,3,0,0,76,3,5,9,10,9,3,5,0,0,44
