POA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
POA6112,0,0,0,0,0,0,0,3,0,3,3,4,7,59,16,0,4,0,0,90,49,243,195,1913,193,140,78,34,9,2851,0,25,32,236,45,23,4,3,4,370,0,13,5,40,14,6,0,0,0,79,0,3,10,36,3,4,3,0,0,66,6,27,13,93,16,29,31,12,3,229,0,3,0,10,19,41,56,28,11,162,0,7,6,25,5,6,3,0,0,55,3,8,4,76,7,11,0,0,0,111,0,3,3,10,6,3,5,0,0,27,7,78,103,494,108,83,40,18,0,928,0,0,4,3,0,7,12,0,0,25,0,9,9,90,17,8,12,0,5,149,0,11,36,108,51,44,8,12,0,274,0,3,0,42,3,0,0,0,0,51,0,10,5,54,31,52,120,72,25,377,43,225,266,787,359,252,78,37,11,2055,0,3,3,17,10,14,11,3,3,74,3,15,17,82,4,5,0,0,0,130
POA6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,14,0,0,0,0,0,7,8,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,12,0,0,11,22,15,10,3,3,0,63,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4
POA6122,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,14,25,30,363,29,26,8,3,0,487,0,9,0,14,0,0,0,0,0,19,0,0,0,7,0,3,3,0,0,17,0,0,0,3,0,0,0,0,0,4,0,0,0,28,7,6,7,3,0,58,0,0,0,4,3,3,8,4,4,32,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,39,8,11,0,7,0,78,0,0,0,0,0,0,0,0,0,0,0,5,3,41,0,0,0,0,0,54,0,3,0,6,3,0,0,3,0,21,0,0,0,9,0,0,0,0,0,10,0,3,3,20,11,11,43,16,3,109,11,97,68,305,112,88,28,3,0,712,0,0,0,4,6,5,0,6,0,15,0,8,4,31,3,0,0,0,0,48
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,3,24,8,3,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,9,14,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,9,4,0,25,0,0,0,24,16,22,3,6,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,13,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,0,0,0,0,0,3,0,0,0,3,0,0,11,43,19,10,4,6,0,94,10,31,94,297,66,53,44,25,6,630,4,28,30,110,43,17,15,8,0,255,0,3,6,29,3,8,3,3,0,63,7,10,11,18,15,3,0,0,0,57,0,11,3,29,11,0,5,9,4,72,0,0,3,8,0,8,15,9,4,38,0,4,3,15,9,3,0,0,0,25,6,4,19,88,19,6,4,0,0,139,0,0,0,4,3,4,3,0,0,14,6,54,107,329,139,190,150,38,6,1014,0,0,0,0,0,0,3,4,0,8,0,6,10,25,6,0,3,0,0,50,0,5,24,80,61,40,28,19,7,257,0,3,3,9,0,0,0,0,0,14,0,0,0,7,3,4,21,5,10,41,3,47,56,131,81,61,30,4,0,417,0,0,3,0,3,6,8,0,0,21,5,19,19,87,8,9,4,3,0,144
POA6148,0,0,0,0,0,4,0,3,0,8,0,3,12,31,14,19,10,0,0,89,5,109,128,303,181,59,49,20,16,878,7,21,55,69,35,16,13,7,0,226,0,7,3,38,12,13,4,0,0,81,5,12,0,23,5,0,0,0,0,49,3,16,9,27,7,11,11,4,9,102,0,5,4,3,3,20,24,25,16,95,0,3,3,16,0,3,4,0,0,30,9,21,26,77,38,7,5,0,0,187,0,0,0,0,6,4,0,0,0,13,9,78,139,242,151,135,94,28,6,877,0,0,0,0,0,0,3,0,0,6,4,8,3,19,4,0,4,3,3,56,0,0,0,11,12,8,5,10,3,50,0,4,0,8,0,0,0,0,0,11,0,0,5,7,5,8,30,22,12,97,4,45,36,116,83,59,47,17,7,410,0,3,0,4,3,5,7,7,0,25,3,7,9,24,3,8,0,0,0,55
POA6149,0,0,0,0,0,3,3,0,0,7,0,6,20,56,28,28,21,9,3,175,6,29,64,173,99,64,44,24,9,517,0,11,20,77,27,26,16,10,0,175,0,5,0,23,12,3,0,0,0,51,0,3,0,6,3,0,0,0,0,17,3,19,10,34,16,28,17,5,3,126,0,0,0,7,8,17,20,7,0,66,0,0,9,12,9,3,4,0,0,44,3,22,24,85,21,16,13,0,0,179,0,0,0,3,3,0,0,3,0,13,6,53,120,308,146,208,146,62,16,1067,0,0,0,0,0,4,0,0,0,3,0,0,3,12,4,5,3,0,0,27,0,0,0,3,13,9,10,0,3,44,0,0,3,4,0,0,0,0,0,4,0,0,5,4,3,12,17,11,8,70,3,33,30,87,76,64,36,7,5,334,0,0,6,6,4,5,12,3,0,35,0,0,3,6,7,0,3,0,0,15
POA6150,0,0,0,0,0,0,5,0,0,8,0,8,50,48,20,47,18,16,3,211,9,27,54,135,60,78,54,26,14,442,0,14,78,160,80,65,70,31,7,505,0,4,4,20,15,9,0,0,0,61,0,3,3,11,7,0,0,0,0,25,0,9,4,12,8,9,8,3,0,58,0,0,0,5,13,28,19,31,8,107,0,0,8,7,5,6,4,0,0,34,0,11,8,32,16,7,3,0,0,76,0,0,0,0,0,0,0,0,0,0,3,25,149,210,119,155,179,36,5,891,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,4,0,28,0,0,0,5,3,7,8,6,0,28,0,0,0,3,0,0,0,0,0,3,0,7,3,9,3,3,14,9,8,53,0,18,23,28,43,35,16,3,0,167,0,0,4,0,4,0,7,9,0,28,0,0,0,11,0,0,0,0,0,17
POA6151,0,0,0,3,0,0,11,5,0,31,0,0,14,24,10,17,4,3,0,74,18,14,16,205,32,27,22,16,10,349,3,5,23,63,9,7,18,5,0,132,0,12,7,110,16,4,0,0,0,151,0,0,0,7,3,3,0,0,0,17,3,3,3,119,18,23,4,6,3,188,3,4,3,42,15,22,27,8,12,139,5,12,3,59,13,4,0,0,0,90,0,4,8,43,8,11,3,0,0,86,0,0,0,3,3,0,0,0,0,7,0,11,39,143,49,43,20,16,3,329,0,0,0,0,0,3,0,0,0,4,0,0,5,21,3,4,5,4,0,39,0,0,0,13,6,12,3,4,3,40,0,0,6,27,0,0,0,0,0,39,0,0,0,15,3,9,16,6,0,50,6,3,24,129,79,89,35,7,0,380,0,0,0,11,8,5,8,3,3,34,0,0,0,19,0,0,0,0,0,25
POA6152,0,4,0,9,0,5,9,13,0,42,0,3,37,50,16,30,10,3,3,146,11,21,58,249,63,38,49,15,9,513,5,33,95,162,67,49,17,13,3,435,3,12,17,124,42,21,11,4,3,238,6,22,9,38,9,8,4,0,0,99,0,4,6,141,13,22,21,9,6,224,0,4,4,31,11,32,45,25,12,173,3,12,6,33,20,12,4,8,0,102,4,14,41,89,29,6,0,3,0,192,0,0,3,3,3,3,8,4,0,19,3,5,172,302,89,123,82,44,5,824,0,0,0,0,4,0,0,0,0,6,0,4,16,38,0,5,4,5,0,77,0,0,14,13,14,23,12,3,3,84,0,0,7,17,0,0,0,0,0,27,0,0,0,11,9,15,23,11,6,73,6,17,50,146,82,84,51,14,0,449,0,0,5,5,12,8,3,6,0,39,0,3,15,37,4,3,0,0,0,60
POA6153,0,0,0,3,0,0,0,6,3,7,4,9,16,41,14,21,17,4,0,128,0,21,22,133,50,61,39,23,4,355,0,12,54,128,40,67,29,14,5,342,0,22,6,102,36,35,19,9,3,228,0,0,3,11,3,3,0,0,0,21,0,3,6,54,15,22,21,10,7,142,0,0,3,18,16,34,45,9,12,152,3,12,12,46,14,8,0,0,0,93,0,15,20,89,16,7,5,0,0,150,0,0,0,7,8,0,3,3,0,29,3,29,76,239,119,87,71,55,10,697,0,0,0,0,0,0,5,0,0,8,0,0,3,7,0,3,7,0,0,24,0,0,0,4,10,7,4,3,0,30,0,3,4,9,4,0,0,0,0,26,0,6,0,14,4,10,20,15,11,75,6,11,16,81,70,67,54,9,4,317,0,0,0,16,6,5,4,5,6,39,0,3,4,8,3,0,0,0,0,16
POA6154,0,0,0,0,0,3,5,9,0,18,0,0,10,18,3,5,8,6,3,52,3,4,15,35,18,11,18,12,9,119,0,9,16,57,20,16,13,3,0,132,0,3,0,40,8,5,3,3,0,65,0,3,0,3,0,0,0,0,0,13,0,8,5,24,18,3,11,5,3,79,0,0,3,5,6,9,30,24,7,83,0,0,6,20,3,0,3,0,0,30,0,0,11,30,9,8,0,0,0,64,0,0,0,0,4,0,0,3,0,5,0,8,15,63,38,24,39,18,5,213,0,0,0,0,0,3,0,0,0,5,0,0,0,11,3,3,0,0,0,14,0,0,0,5,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,13,6,12,35,0,8,18,51,37,27,18,6,0,167,0,0,0,3,0,9,0,0,0,20,0,3,3,10,0,0,0,0,0,23
POA6155,0,0,0,0,0,4,3,3,0,13,9,18,52,154,36,47,23,13,4,350,41,353,406,1389,559,214,156,78,17,3206,9,49,91,310,115,58,50,12,4,700,0,18,17,97,30,10,8,3,0,184,3,10,16,65,26,10,3,0,0,141,3,25,13,73,30,37,27,15,0,228,0,3,4,27,29,35,72,27,10,201,3,11,9,45,21,11,3,3,0,101,17,56,72,241,81,23,15,3,0,512,0,4,3,12,16,13,4,0,0,58,14,264,591,1103,649,511,284,104,20,3548,0,0,0,0,5,12,3,4,0,20,0,10,11,41,24,17,11,3,0,121,0,10,10,49,34,50,22,13,8,197,0,3,4,25,3,0,0,0,0,42,0,0,4,13,12,16,54,31,6,136,13,179,168,346,257,145,66,13,6,1199,0,4,3,18,22,25,13,4,3,92,6,52,42,135,39,19,3,0,0,306
POA6156,0,4,0,0,0,3,0,5,3,18,0,4,3,14,3,0,0,0,0,27,0,8,11,47,12,9,17,12,3,106,0,4,13,34,9,18,8,11,3,99,0,6,9,20,10,7,0,4,0,51,0,0,0,0,0,0,0,0,0,0,0,10,8,45,30,14,12,3,0,116,0,4,0,15,18,19,51,29,15,167,0,3,7,15,7,0,0,0,0,37,0,0,0,11,3,0,0,0,0,19,0,0,0,4,4,8,3,0,0,11,0,6,7,54,22,16,19,10,0,136,0,0,0,3,0,0,0,0,0,7,0,0,0,8,0,0,3,0,0,13,0,0,0,0,3,3,0,3,0,13,0,0,0,7,0,0,0,0,0,12,0,0,0,5,12,3,17,12,13,64,6,19,31,143,90,60,24,18,7,405,0,0,0,7,4,4,9,5,0,31,0,0,0,0,0,0,0,0,0,0
POA6157,0,0,0,4,0,0,0,4,0,13,0,0,0,13,0,4,0,0,0,16,3,3,7,45,10,10,16,7,0,94,3,0,0,14,0,0,3,0,0,28,0,0,6,14,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,4,0,3,3,37,25,13,15,3,3,101,0,0,0,19,9,11,40,29,16,132,0,0,0,11,3,5,0,3,0,15,0,3,0,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,7,0,13,10,9,3,0,0,42,0,0,0,0,3,0,5,0,0,5,0,0,0,4,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,10,18,12,4,59,0,12,23,95,87,50,35,13,3,308,0,0,3,8,3,6,5,0,0,28,0,0,0,0,0,0,0,0,0,0
POA6158,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,16,7,4,5,0,0,32,0,0,3,3,0,0,0,0,0,5,0,0,0,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,18,15,13,8,0,0,71,0,0,3,10,8,14,20,43,14,117,0,0,0,5,4,3,3,0,0,17,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,18,4,0,34,0,10,11,52,38,51,9,3,0,173,0,0,0,0,0,4,3,3,0,16,0,0,0,0,0,0,0,0,0,0
POA6159,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,16,0,0,0,3,0,3,3,3,4,21,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,0,15,0,4,0,36,9,11,9,0,0,81,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6160,0,0,0,0,0,0,0,3,3,9,0,0,0,6,4,0,0,0,0,16,0,0,10,17,8,8,6,3,0,48,0,0,3,8,3,3,0,0,0,18,0,0,0,6,0,7,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,7,9,54,11,7,6,3,3,101,0,0,5,49,13,18,30,68,37,223,0,4,0,11,0,4,0,0,0,22,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,7,0,0,0,10,7,8,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,19,3,3,5,0,3,37,0,0,17,87,46,50,11,0,0,224,0,0,0,12,0,5,7,4,0,23,0,0,0,3,0,0,0,0,0,3
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,5,0,0,0,0,4,0,14,0,0,0,8,0,3,0,0,0,13,3,3,0,21,3,12,9,3,0,53,0,0,3,11,3,3,0,0,0,17,0,0,0,8,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,4,65,13,11,12,8,3,112,0,0,4,32,18,33,100,188,115,498,0,0,7,13,8,4,0,0,0,34,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,3,0,0,31,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,12,9,13,5,5,3,49,0,3,7,106,54,54,15,3,0,248,0,0,0,5,0,3,0,0,0,11,0,0,0,4,3,0,0,0,0,12
POA6163,0,0,3,3,6,4,8,4,0,29,3,3,25,54,16,23,12,10,4,143,4,23,37,250,52,58,64,46,18,550,3,20,35,158,34,32,20,9,4,320,0,8,10,60,17,10,5,0,0,119,8,16,0,47,0,4,0,3,0,84,3,14,7,161,42,30,35,26,3,327,7,10,27,156,79,205,361,368,143,1359,0,10,5,51,19,5,10,0,0,99,0,3,15,60,26,10,3,0,0,125,0,0,0,9,4,3,8,0,0,23,0,15,74,184,86,87,58,25,0,534,0,0,0,0,0,4,12,3,0,27,0,0,10,22,12,7,5,0,0,61,0,0,4,13,12,8,14,5,3,74,3,0,0,28,0,0,0,0,0,39,0,7,10,23,29,25,46,32,14,188,8,69,106,483,253,207,79,15,7,1233,0,0,0,10,20,16,15,9,3,75,0,0,10,39,0,0,0,0,0,53
POA6164,0,0,0,0,3,0,0,3,0,10,4,7,18,95,18,21,0,0,0,168,17,103,117,764,151,87,65,25,7,1340,3,17,45,214,59,37,32,8,0,410,3,15,10,136,16,11,8,7,3,206,0,0,7,16,0,0,4,0,0,25,9,37,13,180,33,15,12,4,4,305,0,6,3,50,48,68,88,48,19,332,0,12,11,58,11,4,3,3,3,102,7,25,31,179,40,13,6,0,0,288,0,3,9,14,11,4,3,3,0,46,8,51,95,436,110,98,55,14,10,881,0,0,0,3,5,0,3,0,0,10,3,6,15,45,15,8,3,0,0,93,0,0,0,15,10,5,3,9,4,50,3,10,5,48,0,0,0,0,0,62,0,8,3,18,22,29,23,9,3,124,46,205,265,812,326,191,78,10,0,1940,0,11,3,30,14,11,9,4,0,82,0,15,4,60,6,7,0,0,0,92
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,23,6,0,9,0,3,48,3,0,3,13,4,3,0,0,0,26,0,0,0,11,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,22,10,14,4,0,0,56,0,0,5,10,23,49,77,52,17,230,0,0,0,3,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,3,0,14,3,7,3,0,0,29,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,16,0,5,36,3,12,16,82,44,38,15,5,0,220,0,0,0,7,3,3,3,0,0,20,0,0,0,3,0,0,0,0,0,3
POA6167,0,0,0,0,0,0,0,0,0,4,0,0,11,17,3,3,0,0,0,35,6,44,44,399,32,23,17,10,4,580,0,3,12,45,5,3,3,0,0,72,0,3,3,21,11,6,0,0,0,40,0,0,0,13,0,3,0,0,0,12,0,3,3,44,14,9,15,12,3,93,0,0,0,5,13,15,33,13,9,88,0,4,0,13,3,4,0,0,0,22,0,5,3,52,3,10,0,0,0,74,0,0,0,3,0,0,0,0,0,5,0,9,14,58,22,19,9,6,0,139,0,0,0,0,0,4,7,0,0,13,0,0,0,9,4,4,0,0,0,22,0,0,0,0,4,4,7,8,0,30,0,0,0,12,0,0,0,0,0,9,0,0,0,4,14,11,30,18,7,84,21,142,170,526,218,146,48,9,5,1285,0,0,0,4,5,5,6,4,0,26,0,5,11,23,5,3,0,0,0,48
