POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA6000,83,291,221,1082,23,1699,0,3,0,28,0,34,1257,17,14,15,9,1313,42,8,3,22,0,69,64,15,10,22,0,119,1165,292,181,1041,36,2719,158,9,15,0,0,184,136,11,4,11,5,164,198,23,16,105,0,342,48,9,8,31,0,91,19,6,0,4,0,30,390,10,3,0,3,403,435,58,47,388,11,939,394,52,23,155,6,633,248,0,0,0,7,253,17,0,3,0,0,16,24,0,0,0,0,28,6,3,0,6,0,9,54,6,3,3,0,66,82,10,13,4,0,113,103,11,3,10,0,125,42,0,0,6,0,50,331,73,42,274,6,732,39,3,0,0,0,49,73,0,3,0,0,74,86,4,3,9,0,101,39,0,3,0,0,46,20,0,0,0,0,18,209,3,4,0,0,219,55,3,6,24,0,85,1730,63,64,74,6,1941,63,6,6,21,1695,1794,6418,565,410,2240,1790,11425
POA6003,22,109,74,391,8,602,0,0,0,5,0,5,288,6,9,3,7,309,11,0,0,11,0,26,21,4,3,13,0,46,323,108,72,347,11,862,37,0,3,0,0,39,40,0,3,3,0,50,47,3,7,39,3,110,13,3,0,6,0,23,6,0,0,0,0,10,69,0,0,0,0,65,135,17,16,151,0,325,134,18,15,59,0,222,107,0,0,0,3,110,0,0,0,3,0,5,15,0,0,3,3,24,0,3,0,3,0,6,15,3,0,0,0,21,17,0,0,3,0,25,19,5,0,6,0,27,5,0,0,3,0,12,88,25,25,104,3,242,31,0,0,3,0,31,17,3,0,0,0,26,14,0,3,0,0,20,10,0,0,0,0,7,10,0,0,0,0,10,50,0,0,3,0,57,17,3,0,3,0,27,422,21,15,22,3,490,15,0,0,4,637,660,1700,203,152,785,664,3509
POA6004,87,192,189,836,16,1315,0,0,0,15,0,12,1296,11,28,3,9,1349,39,4,0,9,0,52,68,11,10,21,0,118,1089,202,167,799,25,2278,130,0,13,0,3,144,122,4,0,6,0,132,132,11,11,82,6,250,41,7,6,12,0,72,28,0,0,3,0,29,548,5,0,0,8,562,388,56,34,283,9,775,288,42,26,80,6,445,312,0,3,0,3,321,10,0,3,3,0,13,14,4,0,3,0,23,8,0,0,3,0,15,39,0,0,0,0,42,63,10,4,0,0,78,92,4,5,14,0,113,76,0,0,4,0,86,295,52,39,234,8,629,38,0,0,3,0,37,68,0,4,0,0,68,99,0,0,3,3,112,45,0,0,0,4,50,19,0,0,0,0,19,112,6,0,0,3,121,46,6,0,14,0,66,1839,48,53,67,14,2018,36,0,3,10,1496,1551,6503,413,352,1740,1584,10596
POA6005,21,150,123,560,20,879,0,0,0,4,0,4,422,12,14,7,3,456,24,0,0,9,0,32,56,7,8,23,7,100,627,172,115,545,15,1467,64,0,7,0,0,71,61,0,0,8,0,70,104,17,7,49,0,179,35,8,0,19,4,70,9,0,0,0,0,15,232,5,0,0,0,241,232,39,34,229,4,540,173,35,6,91,10,317,99,0,0,0,0,99,11,0,0,0,0,11,9,3,0,10,0,17,7,3,0,3,0,7,16,0,0,0,0,18,39,0,6,3,0,52,45,10,5,6,0,67,24,0,0,3,0,32,190,35,34,179,5,439,22,0,0,0,0,24,48,0,0,0,0,53,75,4,0,5,0,89,18,0,0,0,0,14,8,0,0,0,0,12,42,3,0,0,0,40,35,0,3,8,0,46,810,30,33,43,8,925,24,0,0,11,837,867,2968,319,230,1214,897,5624
POA6006,68,407,285,1574,17,2356,3,0,0,0,0,4,335,14,26,17,3,388,52,21,4,34,0,115,86,24,21,42,3,184,920,350,258,1139,21,2683,40,6,8,0,0,49,54,4,0,9,0,73,108,37,22,111,3,279,141,38,7,53,3,241,13,8,0,0,3,27,92,14,10,6,0,121,335,104,67,488,4,999,605,124,65,282,16,1086,52,0,9,0,0,54,5,0,4,0,0,8,133,8,6,31,0,188,19,3,0,4,0,34,22,0,0,0,0,24,58,16,12,3,0,85,63,12,9,23,4,103,18,0,3,5,0,28,272,78,55,350,11,763,31,0,3,0,3,38,51,4,4,0,0,64,32,3,4,7,0,46,15,0,0,0,0,22,9,0,0,0,0,15,230,3,0,11,0,244,30,13,9,27,0,82,673,83,69,98,3,931,20,3,7,22,610,664,3760,818,548,2936,682,8744
POA6007,53,329,290,1201,19,1896,0,0,0,3,0,3,275,16,22,8,4,322,25,7,11,22,0,60,69,22,14,30,0,132,901,327,228,994,21,2468,33,0,3,0,0,32,66,5,8,8,0,85,91,18,17,121,0,251,41,20,7,46,0,122,9,0,0,6,0,12,158,5,7,4,0,175,400,70,55,417,14,957,302,77,33,143,12,567,34,0,0,0,0,33,9,0,0,0,0,9,12,5,3,7,0,27,7,0,0,3,0,5,15,0,0,0,0,12,48,16,17,5,0,82,48,3,4,8,0,70,17,0,7,3,0,29,295,74,62,315,10,744,20,0,0,3,0,28,40,6,11,0,0,60,33,0,3,7,0,46,26,3,0,8,0,35,3,0,0,0,0,3,63,0,0,0,0,62,44,13,5,24,0,87,569,52,72,57,3,756,14,0,3,15,586,615,2988,637,509,2350,651,7130
POA6008,143,789,525,2682,47,4181,0,0,0,12,0,11,785,42,42,34,3,911,60,25,7,54,0,145,185,44,34,54,0,311,2149,752,440,2379,52,5778,80,0,7,0,0,85,162,20,10,32,0,229,232,54,51,213,4,558,55,33,7,64,0,163,40,4,5,5,0,57,314,13,14,7,0,350,659,183,93,969,8,1914,266,99,38,196,6,603,77,0,0,0,0,85,10,0,3,7,0,23,8,8,3,11,0,31,9,6,7,7,0,26,19,7,0,0,0,24,90,36,16,0,5,139,118,11,15,26,0,176,51,10,9,3,0,72,580,175,105,702,12,1570,42,0,4,5,0,49,119,8,11,3,0,140,68,3,4,17,0,97,37,5,7,0,0,55,26,0,3,0,0,27,61,0,0,3,0,67,82,15,4,41,0,136,1368,156,135,116,10,1781,51,12,3,35,1100,1199,6355,1411,929,5227,1222,15144
POA6009,144,842,702,3226,34,4955,0,3,10,11,0,29,2939,78,108,58,16,3195,53,9,11,46,3,121,173,39,17,61,0,293,2029,696,572,2946,52,6290,58,4,3,0,3,65,132,13,18,27,0,196,246,43,42,252,3,585,84,41,16,88,3,231,27,7,3,4,0,43,504,25,19,19,8,581,455,163,136,1128,10,1897,218,105,52,285,4,662,57,0,4,0,0,60,17,4,3,8,0,35,12,3,0,16,0,34,12,4,0,4,0,21,13,3,4,0,0,21,80,42,15,7,3,153,87,19,16,25,0,144,52,3,8,4,3,73,594,177,161,871,16,1819,10,0,0,0,0,12,188,21,8,3,0,222,47,5,12,3,0,65,123,9,3,0,0,136,8,0,0,0,0,9,110,0,13,3,0,122,81,20,16,43,3,155,1684,150,161,146,15,2154,32,9,7,46,786,880,8607,1451,1205,6347,923,18534
POA6010,119,828,679,3712,64,5406,0,0,0,8,0,8,689,25,55,28,5,794,62,24,11,37,3,128,149,41,21,42,3,260,2267,733,603,3335,65,7003,33,5,10,3,0,48,96,3,12,29,3,149,232,41,43,242,9,568,55,22,12,63,0,148,27,8,12,10,0,50,265,20,13,15,0,307,527,162,117,1246,11,2068,192,74,52,277,6,594,39,3,0,0,0,43,23,0,5,4,0,25,7,0,4,8,0,17,14,3,0,0,0,19,10,0,4,0,0,14,92,18,16,7,0,135,121,18,15,21,3,176,64,9,3,10,0,78,610,196,130,1090,23,2048,15,0,0,0,0,20,187,17,27,0,0,238,56,0,5,13,0,79,47,12,4,3,0,69,15,0,0,0,0,15,34,0,4,0,0,37,88,23,11,54,5,187,1065,151,178,168,8,1563,41,10,9,32,1088,1184,5718,1429,1177,7257,1248,16825
POA6011,70,469,378,2065,18,3002,0,0,0,4,0,7,126,7,17,3,0,156,24,7,12,46,0,83,92,25,15,29,0,159,1168,443,340,2145,45,4145,5,0,0,0,0,5,95,8,11,18,0,133,120,26,18,188,8,354,30,25,7,49,0,112,12,3,3,0,0,25,62,13,3,6,0,88,335,113,72,773,20,1313,124,59,28,146,4,362,3,0,8,0,0,7,3,3,0,12,0,23,11,0,0,3,0,11,0,3,0,0,0,3,3,0,0,0,0,8,45,17,15,0,0,77,44,7,7,18,0,78,12,0,0,9,0,19,308,103,90,671,12,1172,8,0,4,0,0,11,81,10,17,7,0,118,12,8,0,10,0,28,13,7,3,3,0,26,5,0,0,0,0,9,6,0,3,0,0,12,34,17,9,32,0,89,424,99,77,81,0,681,4,0,0,17,561,585,2511,851,636,4376,637,9007
POA6012,80,436,355,1830,23,2722,0,0,0,13,0,12,274,6,29,3,3,314,22,12,4,27,0,73,82,27,13,25,0,142,1217,421,322,1586,30,3577,49,0,4,0,0,56,82,4,3,13,0,103,123,25,35,108,3,301,23,14,7,61,3,101,14,3,0,4,0,17,137,7,5,7,0,168,309,75,79,604,10,1080,158,41,21,117,0,341,25,0,4,0,0,24,3,0,0,4,0,4,8,0,0,3,0,11,5,5,0,3,0,11,9,4,0,0,0,14,35,18,11,0,0,65,54,5,5,11,0,81,32,0,0,0,0,32,296,99,82,484,7,977,11,0,0,0,0,11,84,3,13,0,0,99,41,5,11,6,0,58,16,3,3,0,0,24,0,0,0,0,0,0,22,0,7,0,0,26,47,6,10,20,0,86,659,80,74,69,4,882,28,0,0,31,664,724,3144,746,613,3516,741,8757
POA6014,157,1081,823,4331,51,6446,0,0,0,10,0,10,887,43,60,55,4,1045,77,15,34,97,3,224,225,51,39,70,3,394,2374,932,708,3572,63,7647,98,0,18,0,0,111,150,6,13,22,3,194,282,64,47,287,0,682,127,42,25,121,0,315,33,3,4,16,0,58,626,8,30,12,0,686,780,271,162,1371,20,2606,434,147,76,435,3,1096,61,0,8,3,0,75,11,0,4,9,0,21,11,4,6,23,0,50,4,0,3,3,0,18,23,3,3,0,0,28,130,60,37,9,3,234,151,32,21,30,0,235,54,5,4,6,0,76,649,220,123,1014,16,2015,28,6,8,3,0,44,185,19,16,5,0,232,68,6,14,9,0,97,97,5,4,4,0,102,10,0,0,0,0,11,100,0,5,0,0,110,113,23,9,39,0,183,1863,165,160,197,13,2391,49,13,4,40,1015,1120,8013,1872,1426,8150,1146,20604
POA6015,55,305,283,1421,15,2079,0,0,0,0,0,0,226,15,21,19,0,275,29,9,3,42,0,83,98,12,11,10,0,135,919,274,243,1262,23,2711,17,0,3,0,0,15,37,8,0,9,0,54,130,27,35,79,0,262,70,10,15,71,0,165,11,3,0,3,0,25,102,15,6,3,0,121,198,65,55,459,15,780,149,61,22,151,0,378,3,0,0,0,0,5,6,0,3,0,0,11,35,6,11,13,0,59,0,0,0,0,0,3,8,0,0,0,0,8,37,12,12,6,0,66,52,4,0,8,0,66,16,5,4,3,0,30,242,57,62,326,11,697,5,0,0,0,0,7,87,3,4,3,0,101,21,0,0,3,0,29,18,0,0,0,0,18,0,0,0,0,0,0,12,0,3,0,0,19,32,11,8,10,3,62,416,56,59,64,0,591,19,0,3,22,267,307,2440,569,483,2800,317,6609
POA6016,104,491,325,1852,22,2785,0,0,0,8,0,13,358,23,26,11,3,416,36,9,3,62,0,111,71,23,12,42,0,148,1075,469,308,1422,37,3313,62,3,7,0,0,77,48,8,4,14,0,81,105,42,16,117,3,285,110,41,20,93,4,264,17,3,0,8,0,24,520,10,7,11,3,552,391,110,76,597,10,1179,454,139,58,323,12,977,34,0,0,0,0,34,13,3,3,0,0,18,73,6,4,20,0,105,11,3,8,8,0,25,10,0,0,0,0,13,52,22,24,7,0,97,63,16,3,31,0,121,15,0,0,4,0,26,266,102,68,390,7,831,34,0,0,0,0,37,53,13,14,4,0,84,45,6,3,3,0,62,40,3,0,0,0,40,0,3,0,0,0,3,96,0,3,0,0,98,53,11,3,37,0,105,1036,81,77,91,8,1298,38,15,0,15,519,585,4357,941,611,3513,609,10035
POA6017,61,133,75,483,20,777,0,0,0,9,0,6,208,3,10,9,7,234,37,11,0,18,0,62,31,10,8,3,0,53,423,128,70,384,23,1027,65,0,3,0,0,73,15,0,0,6,0,19,39,7,4,35,0,83,15,5,0,11,0,24,3,0,0,0,0,3,419,3,3,0,0,433,174,38,14,154,3,385,210,38,20,96,0,364,20,0,0,0,0,20,4,0,0,0,0,6,35,3,0,5,0,45,0,0,0,3,0,6,28,6,0,0,0,37,15,9,4,0,0,31,30,0,0,7,0,46,11,0,0,0,0,10,75,31,13,105,3,228,26,0,0,0,0,27,14,0,0,0,0,15,22,0,0,3,0,31,7,0,0,0,0,12,7,0,0,0,0,7,51,0,0,0,0,56,13,4,0,7,0,20,696,40,16,20,6,787,24,0,0,11,290,326,2411,280,145,944,344,4120
POA6018,304,1834,1431,7905,114,11598,0,8,4,37,0,53,1905,37,103,45,9,2099,212,56,28,124,3,430,395,116,70,150,3,730,4841,1597,1226,6441,136,14230,177,3,29,4,0,212,221,21,13,55,8,321,495,129,70,485,8,1185,205,55,32,182,9,481,80,10,5,12,0,114,900,29,20,40,11,996,1508,357,286,2262,31,4448,1106,350,160,913,16,2547,74,0,6,0,0,86,21,9,0,3,0,29,106,31,10,64,3,217,25,3,9,33,4,76,109,14,14,9,3,148,298,90,69,15,9,484,247,47,38,75,3,403,110,9,3,19,4,135,1204,350,260,1674,31,3522,84,9,4,7,0,104,422,26,32,3,3,490,121,11,14,48,0,191,107,10,5,4,0,123,20,4,4,0,0,26,158,5,16,6,0,187,200,49,21,94,6,377,2675,312,374,306,28,3686,97,19,4,114,2131,2362,14991,3257,2532,14740,2491,38004
POA6019,132,1092,821,4451,48,6541,3,0,0,32,0,32,478,14,39,28,0,558,57,34,14,73,3,176,284,63,40,84,0,469,3228,967,724,3821,67,8814,55,4,13,0,0,66,165,23,13,31,0,229,433,71,53,328,11,895,114,39,18,92,0,253,52,8,6,8,0,76,212,13,25,7,0,255,1095,222,170,1446,12,2949,584,159,60,398,10,1211,29,0,0,4,0,34,16,3,3,0,0,22,42,9,10,23,0,83,15,6,3,7,0,29,103,8,3,0,0,122,237,65,47,10,0,360,136,24,14,40,0,215,58,0,4,12,0,82,815,196,169,1071,16,2271,37,7,0,5,0,52,306,25,29,4,3,374,110,3,8,14,0,140,39,3,0,4,0,45,17,0,0,0,0,17,48,0,7,0,0,54,146,22,18,63,3,261,1647,166,195,221,13,2239,42,6,8,62,1403,1519,8353,1894,1446,8545,1553,21787
POA6020,145,1043,830,4844,51,6911,0,0,0,14,0,14,349,7,18,29,0,401,86,36,12,94,6,236,265,74,25,73,3,442,3467,969,716,4026,81,9266,49,0,10,0,0,57,76,4,10,36,0,132,276,55,71,292,4,696,121,41,15,66,0,243,27,10,3,8,0,49,206,20,4,9,3,240,845,215,161,1398,22,2643,507,165,95,521,10,1305,3,0,0,3,0,4,15,3,0,3,0,21,93,20,8,36,0,151,22,0,4,9,0,35,47,9,3,0,0,56,166,48,35,15,3,264,161,15,20,40,0,239,40,3,7,4,0,51,802,210,163,1030,12,2215,36,0,0,3,0,36,365,22,30,4,3,430,67,5,11,25,0,108,18,9,4,3,0,29,9,0,0,0,0,9,64,0,3,3,0,70,135,18,12,70,0,240,979,166,185,187,4,1526,66,13,8,58,744,883,7560,1866,1405,9053,900,20791
POA6021,232,616,395,2489,34,3763,0,4,3,24,0,35,1241,21,39,9,8,1320,398,59,36,142,5,644,139,38,26,33,0,234,1609,472,387,1990,53,4508,156,0,13,0,0,174,61,3,5,8,0,78,157,27,21,162,0,372,326,76,30,136,4,566,45,6,0,0,0,47,890,14,11,14,3,924,596,103,79,594,17,1383,2366,457,196,1175,43,4237,32,0,0,0,0,35,29,3,3,9,0,37,705,81,59,191,9,1050,22,5,5,8,0,45,71,3,3,0,0,80,104,26,10,8,0,152,149,9,15,27,3,204,57,3,0,0,0,63,330,108,66,471,13,993,122,5,0,17,0,143,135,16,3,3,0,155,103,4,3,23,0,130,42,3,0,3,0,48,27,0,0,3,0,37,336,13,11,0,4,365,69,10,4,23,0,110,1908,131,128,133,32,2328,82,4,4,40,1153,1282,10906,1468,945,5400,1348,20058
POA6022,33,241,196,1175,23,1667,0,0,0,9,0,9,142,3,4,10,0,158,23,4,4,14,0,43,52,16,5,18,0,95,692,232,188,904,27,2038,38,0,7,0,0,47,11,0,4,18,0,29,50,11,8,81,0,157,22,13,3,23,0,70,3,0,0,4,0,7,73,3,3,0,0,86,181,43,31,280,4,543,121,48,25,102,4,305,6,0,0,0,0,6,4,0,0,0,0,11,72,7,3,12,0,94,7,0,0,0,0,15,70,3,0,0,0,78,60,15,7,0,0,80,31,0,4,6,0,42,7,3,3,0,0,10,135,60,25,217,3,433,3,0,0,0,0,7,39,0,3,3,0,42,16,3,4,8,0,28,6,0,0,0,0,6,0,0,4,0,0,10,38,0,0,0,0,42,31,10,4,9,0,58,321,32,47,34,5,441,11,3,9,24,166,219,1853,445,356,2105,223,4982
POA6023,121,721,615,3493,51,5000,0,0,0,9,0,6,322,19,24,12,0,375,56,17,16,58,0,151,192,43,31,70,0,341,2900,652,517,2585,58,6711,57,3,14,3,0,75,69,10,7,24,3,120,278,49,42,216,6,594,85,21,11,40,10,165,21,3,3,0,0,23,240,13,17,13,3,288,644,160,110,787,11,1716,339,111,33,296,6,777,18,0,3,0,0,17,10,0,0,3,0,15,40,14,9,31,0,91,17,0,3,5,0,33,44,13,6,3,0,60,136,38,33,14,0,216,109,9,11,35,0,169,23,5,3,4,0,35,729,142,105,654,8,1631,37,3,3,8,0,53,362,22,19,3,0,406,66,3,7,15,0,87,11,0,0,4,0,13,5,3,0,0,0,6,32,3,4,3,0,43,160,15,12,35,3,226,828,123,109,130,8,1198,30,3,0,59,442,539,6261,1296,994,6152,565,15268
POA6024,116,741,537,3261,42,4697,0,0,0,11,0,10,340,11,17,16,0,381,69,18,7,39,0,132,141,33,24,62,3,267,2003,650,472,2411,47,5585,57,3,17,3,0,85,48,5,5,24,0,83,203,40,22,177,5,446,69,17,9,37,0,133,21,7,0,6,3,41,198,8,4,7,3,223,591,126,90,820,23,1659,270,101,45,224,4,644,17,0,3,0,0,21,13,3,0,7,0,23,37,11,12,15,0,66,12,5,0,14,0,31,90,17,4,10,0,119,151,53,32,18,0,251,82,9,5,38,3,133,33,4,3,4,0,45,503,119,105,694,17,1436,24,4,3,0,0,35,126,28,0,0,3,154,37,8,12,10,0,67,16,7,3,3,0,35,7,0,0,0,0,7,66,0,3,0,0,69,86,8,10,34,0,142,811,102,98,96,13,1122,57,15,9,55,451,575,5015,1235,878,5655,577,13347
POA6025,280,1485,1205,6238,113,9326,3,13,4,19,0,36,485,17,29,40,4,576,106,35,16,69,0,227,411,86,46,144,4,690,6273,1299,1073,4753,149,13554,163,0,32,4,0,194,137,13,12,49,0,214,519,79,90,386,5,1074,104,40,18,93,3,266,63,8,11,12,0,89,434,21,17,30,4,498,1482,247,213,1548,49,3534,515,197,97,541,20,1363,19,0,0,0,0,16,31,10,0,9,0,52,54,15,14,37,0,120,23,6,4,17,0,53,175,19,11,9,4,217,318,85,49,22,3,483,268,28,30,62,0,382,94,0,6,5,0,107,1499,252,216,1207,34,3211,72,14,0,0,0,85,565,28,24,9,3,628,78,5,4,24,0,123,27,9,0,7,0,46,17,3,0,0,0,14,110,0,13,0,0,127,285,18,27,69,4,404,1828,221,232,246,22,2544,77,7,9,74,1145,1309,13074,2481,1998,11019,1457,30031
POA6026,184,1141,877,4916,71,7195,0,0,0,14,0,12,429,12,26,35,4,509,62,18,9,78,0,170,304,52,38,87,7,497,4808,1021,819,3542,108,10295,77,3,11,3,0,91,92,13,13,38,5,160,290,52,54,272,7,670,72,40,8,40,0,167,46,5,3,12,0,64,323,19,8,22,5,373,1118,214,141,1069,21,2563,438,158,70,401,15,1083,29,0,0,0,0,33,17,3,0,0,0,21,66,18,8,39,0,121,26,4,0,7,0,41,55,9,9,0,3,73,220,63,43,7,4,331,147,17,15,38,0,218,38,3,3,4,0,45,1123,269,158,963,14,2529,21,4,0,0,0,23,417,7,19,0,3,439,55,4,0,26,0,85,38,0,3,9,0,43,4,0,3,0,0,7,57,0,11,3,0,72,205,21,14,59,3,305,1110,164,141,156,20,1590,51,12,7,63,713,843,9562,1922,1461,8448,942,22337
POA6027,409,1879,1671,7249,117,11327,0,6,0,33,0,43,941,25,26,35,15,1050,104,47,12,52,4,218,546,116,73,130,4,872,10651,1740,1524,5362,172,19456,208,12,33,3,0,252,256,19,16,60,3,359,731,112,79,414,19,1349,126,20,23,58,3,235,86,13,10,13,0,122,593,23,18,17,0,660,2603,360,296,1746,31,5031,599,202,121,556,11,1481,61,3,4,0,0,64,28,4,3,5,0,45,70,20,0,42,0,135,47,13,13,26,0,98,250,18,18,3,3,284,481,119,71,27,5,702,365,43,30,46,8,490,101,6,9,5,0,116,2186,344,298,1306,38,4177,60,5,0,3,0,68,805,32,33,13,0,890,140,15,3,34,0,189,60,4,12,3,0,78,29,3,0,0,0,36,109,3,7,3,0,118,497,43,36,44,6,621,3216,278,305,264,27,4091,129,14,15,102,1758,2021,21153,3182,2696,12514,2133,41677
POA6028,234,933,807,3246,41,5268,0,0,0,12,4,21,471,19,22,20,3,539,60,14,11,35,0,115,362,60,31,82,5,534,7319,852,721,2116,86,11095,158,0,14,3,0,177,155,15,7,25,0,198,369,57,43,193,3,673,58,14,14,51,0,134,34,6,4,5,0,51,427,13,8,7,4,458,1581,157,123,614,19,2491,304,94,65,214,3,674,16,0,0,0,0,22,11,3,3,6,0,17,52,4,9,18,0,80,25,3,3,5,0,43,123,8,11,3,3,142,191,65,37,6,0,303,187,13,19,24,0,241,20,0,3,0,0,26,1670,164,147,523,13,2514,29,5,3,8,0,44,931,18,15,3,4,967,74,17,8,16,0,116,20,3,3,0,0,30,3,0,0,0,0,7,59,3,3,3,0,73,351,19,17,47,3,434,1665,109,137,114,10,2038,68,0,10,29,636,744,13535,1535,1302,5283,794,22440
POA6029,12,160,152,688,9,1021,0,0,0,0,0,0,29,5,8,4,0,47,8,4,0,12,0,20,37,15,3,22,0,73,368,151,105,586,11,1219,4,0,3,0,0,8,18,3,4,0,0,23,44,11,5,40,0,96,8,3,0,14,0,24,0,0,0,0,0,7,3,0,0,3,0,8,88,41,18,196,0,347,79,34,20,66,0,195,3,0,0,0,0,3,0,0,0,0,0,0,3,5,0,6,0,19,3,0,3,6,0,11,5,0,0,0,0,5,17,4,3,0,0,19,14,4,5,3,0,27,4,0,0,0,0,4,74,27,30,183,0,309,3,0,0,0,0,3,35,4,7,3,0,48,8,7,0,0,0,17,7,0,0,0,0,6,0,0,0,0,0,0,7,0,0,3,0,8,18,4,4,13,0,43,108,31,36,22,0,196,3,0,0,5,98,113,800,290,229,1350,117,2794
