region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6521,0,0,4,0,0,0,0,0,0,4,4,0,3,0,0,0,0,6,0,13,4,4,11,0,0,0,0,0,0,19,17,5,9,0,12,0,0,0,0,43,28,3,6,6,3,0,6,3,3,58,30,0,3,0,0,3,9,0,0,45,17,3,0,0,3,0,3,0,0,26,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,104,15,36,6,18,3,18,9,8,217
POA6522,0,0,3,0,0,3,3,6,0,15,4,0,0,3,0,3,3,3,0,16,8,6,4,3,3,0,9,0,0,33,20,8,3,4,7,0,3,8,3,56,26,0,7,5,4,0,9,4,0,55,20,3,3,0,6,0,8,6,0,46,8,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,17,20,15,20,6,39,27,3,233
POA6525,0,0,31,13,3,18,0,19,3,87,3,4,20,8,7,5,11,27,6,91,17,31,47,15,18,14,18,37,3,200,48,45,77,29,43,25,32,49,3,351,77,42,79,22,45,29,57,50,6,407,65,48,38,15,35,17,31,39,6,294,29,10,8,0,9,0,6,9,0,71,3,0,0,3,0,0,0,0,3,9,4,0,0,0,0,0,0,0,0,4,246,180,300,105,160,108,155,230,30,1514
POA6528,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,6,0,6,0,3,7,0,3,0,0,0,0,13,3,6,3,0,5,0,9,3,0,29,10,3,6,7,6,0,10,6,3,51,11,3,3,6,3,3,5,3,0,37,3,3,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,19,13,23,3,24,24,3,154
POA6530,24,21,322,110,115,383,34,201,18,1228,63,133,426,155,165,167,92,163,15,1379,204,488,579,237,304,208,221,284,30,2555,368,621,584,377,479,249,360,354,50,3442,446,551,502,392,510,244,415,373,53,3486,277,333,290,233,303,182,262,259,28,2167,75,63,46,28,47,28,52,68,11,418,12,9,6,3,0,3,3,15,8,59,0,0,0,0,0,0,0,0,0,0,1469,2219,2755,1535,1923,1464,1439,1717,213,14734
POA6532,3,3,50,11,16,54,3,36,6,182,15,17,50,16,18,15,19,23,3,176,85,71,96,23,72,22,49,46,3,467,145,107,119,56,84,32,72,60,10,685,161,93,104,62,88,45,78,59,9,699,134,50,68,50,59,16,60,64,4,505,57,10,12,4,7,7,7,15,0,119,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,603,351,499,222,344,191,288,303,35,2836
POA6535,0,0,3,3,0,5,3,4,0,18,4,0,7,5,0,0,0,8,3,27,22,9,3,3,8,3,11,13,3,75,23,16,15,12,9,4,14,15,3,111,46,21,14,14,15,14,14,17,0,155,42,12,15,8,7,9,26,21,3,143,26,5,0,3,0,0,7,8,0,49,6,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,169,63,57,48,39,35,75,86,15,587
POA6536,0,0,6,9,0,7,0,10,0,32,0,3,3,7,4,0,0,3,0,20,7,14,6,18,6,5,0,9,0,65,34,29,26,15,14,13,18,34,4,187,32,18,28,17,13,16,17,36,3,180,34,14,22,11,16,8,14,23,0,142,4,0,4,0,3,6,0,9,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,78,95,77,56,55,49,124,10,655
POA6537,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,3,5,7,0,15,3,9,15,5,4,4,4,12,0,56,10,13,5,12,13,0,3,9,3,68,16,6,7,4,7,11,0,13,3,67,16,8,4,10,8,8,9,18,0,81,0,0,4,0,6,0,4,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,36,35,31,38,29,25,65,6,314
POA6556,3,0,11,10,13,24,0,27,0,88,0,7,20,9,11,7,10,10,0,74,8,11,30,8,18,8,14,15,3,115,33,24,50,22,32,16,15,14,0,206,34,52,45,27,42,24,26,29,4,283,23,30,21,14,25,12,17,12,0,154,6,10,5,3,3,0,0,3,0,30,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,111,134,182,93,144,91,82,110,7,954
POA6558,0,0,5,3,0,10,0,10,0,28,0,0,10,4,6,0,0,3,0,23,6,4,6,3,3,0,4,12,4,42,12,10,16,8,18,7,10,17,0,98,21,12,19,15,20,6,9,6,0,108,12,11,10,12,11,4,6,12,0,78,3,6,3,0,0,3,3,0,0,18,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,58,43,69,45,58,30,32,60,4,399
POA6560,0,0,13,6,3,9,3,11,0,45,0,0,14,5,0,5,6,17,0,47,3,5,10,6,9,0,13,25,3,74,16,20,23,12,16,9,13,28,0,137,11,18,24,22,19,8,18,36,5,161,8,0,13,10,6,3,8,20,0,68,0,0,3,5,0,0,3,0,3,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,43,100,66,56,34,64,137,11,549
POA6562,0,0,14,0,0,4,0,4,0,22,0,3,0,3,0,5,0,4,0,15,6,11,13,3,7,3,12,9,5,69,16,16,16,16,18,12,18,8,3,123,23,9,19,16,8,7,19,12,3,116,22,15,15,18,21,6,19,9,0,125,11,6,6,3,4,0,4,3,0,37,3,3,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,81,63,86,59,58,37,72,49,14,519
POA6564,0,0,3,0,0,3,0,3,0,9,0,0,3,0,0,3,3,0,0,9,0,0,6,0,6,0,0,3,0,15,5,8,8,0,3,0,0,0,0,24,10,4,7,4,10,0,3,8,0,46,3,8,6,6,6,3,3,3,0,38,3,3,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,23,33,10,28,9,9,17,0,153
POA6566,0,3,14,11,9,10,3,15,0,65,0,3,19,9,10,0,5,9,0,55,13,17,22,16,14,10,6,18,3,119,42,29,35,27,33,8,33,28,7,242,57,51,66,53,54,19,48,31,9,388,46,57,52,32,44,19,38,33,0,321,12,14,9,3,6,3,4,12,0,63,6,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,4,4,176,174,217,151,170,69,140,146,23,1266
POA6567,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,6,3,0,6,0,0,0,0,0,0,9,4,3,10,3,3,0,6,3,0,32,13,9,12,3,3,0,3,3,3,49,10,6,7,3,3,6,3,6,0,44,3,0,0,3,3,3,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,35,15,15,9,15,18,3,161
POA6568,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,3,5,0,0,3,0,3,0,3,0,14,14,3,0,3,3,0,4,7,0,34,11,8,3,0,0,0,9,0,0,31,8,0,0,0,0,3,3,3,0,17,0,0,0,0,0,0,0,3,3,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,11,6,6,3,6,16,22,3,115
POA6569,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,3,0,15,10,0,7,0,3,3,0,8,0,31,8,3,4,3,3,6,3,3,0,33,15,0,11,3,6,3,4,7,0,49,16,0,0,0,3,0,3,4,0,26,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,59,6,25,10,15,15,10,25,0,165
POA6575,0,0,0,0,3,3,0,3,0,9,0,0,0,3,0,3,0,0,0,6,6,4,0,0,0,0,3,3,0,16,21,5,0,0,3,0,0,9,0,38,16,3,0,4,4,0,0,7,0,34,17,0,4,0,0,0,0,0,0,21,10,3,0,0,0,0,3,0,0,16,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,15,4,7,10,6,6,22,0,143
POA6603,4,0,10,0,0,0,0,0,0,14,3,0,6,0,6,0,0,4,0,19,19,14,23,8,19,8,15,10,0,116,19,10,13,10,20,8,9,13,3,105,39,16,14,12,14,8,14,13,0,130,31,8,18,9,12,6,10,11,3,108,12,0,0,0,0,0,3,3,0,18,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,130,48,87,39,71,30,51,54,6,516
POA6606,3,0,3,0,0,0,0,0,0,6,3,0,0,3,3,0,3,3,0,15,13,5,0,0,0,0,3,6,0,27,18,4,3,3,0,0,3,3,0,34,31,6,0,3,3,0,3,3,0,49,22,3,3,0,0,0,4,3,0,35,6,0,0,0,5,0,0,0,0,11,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,104,18,9,9,11,0,16,18,0,185
POA6608,3,0,3,0,0,0,0,3,0,9,5,0,3,3,0,0,0,0,0,11,10,0,6,0,3,0,6,3,0,28,8,3,0,3,0,0,3,0,0,17,33,6,0,3,3,0,0,3,0,48,16,0,0,0,0,3,3,3,0,25,6,0,0,0,0,0,3,3,0,12,7,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,88,12,12,9,6,3,15,15,0,160
POA6609,0,0,3,0,3,3,0,6,0,15,3,5,15,3,5,8,4,3,0,46,12,14,18,4,11,0,3,8,0,70,10,3,9,6,7,6,6,7,0,54,16,3,11,9,9,6,10,5,3,72,17,4,0,4,3,3,7,6,3,47,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,29,56,26,38,26,30,35,6,313
POA6612,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,0,0,0,0,0,4,5,0,16,16,4,0,0,0,0,0,4,0,24,13,0,0,0,7,3,6,8,0,37,25,4,0,0,0,4,0,0,0,33,15,0,3,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,80,8,3,4,7,7,10,17,0,136
POA6620,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,4,7,0,3,0,3,0,0,17,3,0,7,0,3,3,6,6,0,28,0,0,0,5,4,0,5,0,0,14,6,0,3,0,3,3,3,0,3,21,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,4,17,5,13,6,20,6,9,93
POA6623,0,0,8,7,3,5,4,11,0,38,4,6,18,0,6,0,12,13,0,59,27,36,32,6,19,7,33,38,0,198,57,22,30,12,22,9,30,23,0,205,69,28,33,21,12,6,33,19,6,227,51,9,10,4,9,0,28,16,0,127,27,0,3,0,0,0,5,6,3,44,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,245,101,134,50,71,27,145,126,9,908
POA6628,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,16,3,0,0,5,0,0,3,0,27,10,3,0,0,3,0,4,3,0,23,15,0,0,0,3,0,0,6,0,24,11,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,71,6,0,0,11,0,4,12,0,104
POA6630,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,3,19,5,4,10,7,3,0,13,6,0,48,16,7,8,5,3,0,5,9,0,53,8,4,12,6,10,0,15,3,3,61,5,3,7,8,3,6,4,0,0,36,9,3,0,0,0,0,0,3,0,15,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,27,37,26,19,6,47,21,6,236
POA6635,0,0,3,0,0,0,0,3,0,6,3,10,10,0,3,0,10,7,0,43,3,13,19,0,5,0,28,8,0,76,8,0,12,3,8,0,26,7,0,64,13,4,9,7,0,0,12,5,0,50,11,3,4,3,5,0,3,6,3,38,6,0,0,0,0,0,3,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,30,57,13,21,0,82,36,3,289
POA6638,0,0,0,3,0,3,0,0,0,6,0,5,4,3,4,0,0,8,0,24,3,9,18,3,7,0,7,10,0,57,5,9,27,6,4,3,7,11,0,72,9,8,3,7,9,3,12,9,0,60,10,0,5,0,0,0,0,8,0,23,3,0,0,3,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,31,57,25,24,9,26,46,0,252
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,6,0,4,0,0,0,0,6,0,0,10,3,0,0,0,3,0,3,3,0,12,4,0,0,0,0,0,3,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,3,3,0,12,3,0,43
POA6640,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,9,3,0,0,0,3,0,0,0,0,6,12,0,0,0,0,0,7,5,0,24,7,0,8,0,0,6,9,4,0,34,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,8,0,7,6,16,18,0,85
POA6642,0,3,0,0,3,0,0,6,0,12,6,7,16,6,5,5,12,10,6,73,4,30,42,14,9,0,41,23,6,169,12,17,21,12,11,0,35,7,3,118,27,19,27,11,5,0,37,20,8,154,19,9,14,8,10,8,22,5,0,95,6,0,0,0,4,0,0,5,0,15,3,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,77,85,120,54,47,13,147,79,23,645
POA6646,3,0,0,3,0,0,5,0,0,11,0,16,17,6,8,0,15,17,0,79,13,32,65,8,13,0,70,29,3,233,7,25,46,16,3,0,57,11,4,169,7,23,51,9,8,0,40,20,0,158,5,10,11,3,5,0,10,15,3,62,0,3,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,109,196,45,37,0,197,92,10,721
POA6701,0,0,40,11,15,26,3,17,0,112,12,19,23,19,25,17,13,32,4,164,71,81,63,52,56,31,34,81,6,475,139,71,83,66,65,28,52,95,7,606,132,74,71,50,76,40,65,90,13,611,133,45,43,30,57,14,49,65,10,446,35,6,6,6,11,6,9,21,3,103,6,0,0,0,0,0,0,0,6,12,4,0,0,0,0,0,0,0,0,4,532,296,329,234,305,162,225,401,49,2533
POA6705,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,5,0,9,7,0,0,0,0,0,0,9,0,16,4,0,0,6,0,0,4,4,0,18,6,5,0,0,0,0,6,0,0,17,8,4,5,0,0,0,0,0,0,17,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,5,10,0,0,13,24,0,89
POA6707,0,0,11,6,3,12,0,18,0,50,6,6,15,10,12,13,0,15,3,80,27,35,74,34,44,24,12,36,3,289,66,48,65,35,52,23,16,42,4,351,45,29,47,32,39,17,22,48,6,285,30,31,39,10,20,9,19,17,3,178,0,0,5,6,6,6,0,7,0,30,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,177,149,256,133,176,107,69,183,19,1269
POA6710,0,0,0,0,0,0,0,5,0,5,6,19,39,0,10,0,14,43,3,134,25,66,141,11,29,5,66,94,9,446,35,31,124,18,33,0,99,66,3,409,38,25,96,11,21,7,78,48,4,328,26,25,42,7,8,3,56,32,0,199,3,3,3,0,3,0,3,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,169,445,47,104,15,316,291,22,1542
POA6713,0,0,16,6,3,8,0,6,0,39,3,0,21,4,15,0,6,12,0,61,19,42,35,3,24,3,18,18,0,162,27,30,36,14,25,4,17,13,6,172,23,24,58,13,36,6,20,17,8,205,10,9,7,0,9,5,9,7,4,60,0,4,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,109,173,40,115,26,74,73,18,710
POA6714,6,8,105,33,59,139,25,66,9,450,36,75,273,48,146,55,102,143,20,898,208,519,760,134,402,105,258,316,46,2748,309,370,722,165,364,72,271,234,49,2556,276,235,539,115,249,73,248,253,45,2033,96,99,237,48,103,35,158,128,25,929,13,13,29,8,5,5,22,15,3,113,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,947,1319,2665,551,1328,484,1084,1155,197,9730
POA6716,0,0,3,3,3,0,0,0,0,9,0,0,6,3,6,4,3,6,0,28,8,7,31,8,6,3,28,9,4,104,9,14,30,6,8,5,34,6,3,115,7,6,18,3,6,3,29,8,0,80,0,3,4,0,10,0,19,0,3,39,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,95,23,39,15,116,29,10,381
POA6718,3,0,3,3,0,3,3,3,0,18,0,3,8,6,3,3,0,6,0,29,5,3,14,10,14,0,9,10,0,65,6,15,4,11,7,0,9,9,6,67,0,7,8,9,3,3,18,9,6,63,5,5,3,8,3,0,14,8,0,46,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,40,47,30,9,53,48,12,291
POA6720,0,0,18,6,9,14,4,14,0,65,0,9,21,5,19,3,15,14,3,89,12,50,87,16,42,6,52,41,6,312,15,50,73,25,33,6,57,34,6,299,25,32,73,17,26,11,62,20,7,273,16,10,28,14,18,9,30,16,4,145,0,0,8,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,151,308,83,147,49,229,139,26,1200
POA6721,3,0,28,10,12,13,5,15,3,89,10,30,70,16,43,12,20,46,3,250,87,180,220,30,107,10,87,82,12,815,141,110,158,31,87,23,103,72,10,735,106,77,136,32,76,19,115,58,9,628,48,49,71,11,41,19,50,36,3,328,5,10,4,3,0,0,8,6,3,39,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,400,456,687,133,366,96,391,315,43,2887
POA6722,3,6,66,18,37,55,13,43,7,248,18,68,189,36,117,28,72,93,11,632,106,245,440,72,211,54,195,147,36,1506,108,131,287,88,135,40,226,144,13,1172,85,120,240,73,123,49,205,106,23,1024,39,61,97,40,51,21,124,65,9,507,4,8,13,4,0,0,17,7,0,53,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,367,639,1332,331,674,247,852,605,99,5146
POA6725,0,7,37,20,17,55,6,32,10,184,22,49,64,72,56,35,16,43,10,367,114,220,218,150,152,68,55,134,26,1137,165,237,184,144,148,58,65,88,27,1116,153,170,135,122,147,47,66,82,12,934,92,92,60,75,85,29,45,56,14,548,16,12,10,9,8,12,8,10,3,88,7,0,3,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,569,787,711,592,613,304,264,445,102,4387
POA6726,3,0,26,21,9,33,0,26,0,118,14,19,61,36,35,30,11,21,13,240,90,158,117,60,95,51,30,42,4,647,119,134,98,84,100,46,28,40,4,653,95,151,91,62,88,40,36,46,3,612,59,85,39,34,48,28,27,26,5,351,6,12,9,3,3,3,3,6,0,45,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,386,559,441,300,381,231,135,207,29,2669
POA6728,0,0,11,12,10,14,4,41,11,103,7,27,36,31,28,9,14,66,16,234,36,91,78,75,54,10,44,111,14,513,52,94,49,67,41,14,34,95,12,458,47,91,50,68,42,16,29,62,13,418,40,56,26,31,36,16,19,32,8,264,8,8,6,3,9,0,4,6,3,47,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,193,370,256,287,220,79,148,413,77,2043
POA6740,0,0,0,8,0,3,0,4,0,15,6,8,4,15,4,0,3,6,5,51,10,39,18,39,10,0,13,26,5,160,10,34,11,16,6,3,22,19,9,130,11,18,15,21,10,3,13,25,0,116,17,13,8,4,6,3,15,6,5,77,8,8,3,10,3,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,62,120,59,113,39,15,66,89,24,587
POA6743,5,3,31,7,21,11,11,27,6,122,22,62,60,36,30,16,15,45,7,293,116,187,149,81,105,40,51,113,16,858,90,155,144,69,118,33,84,61,16,770,120,122,95,74,112,33,77,64,18,715,73,78,50,37,59,14,54,50,8,423,13,11,9,5,10,0,6,5,5,64,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,439,618,538,309,455,147,301,365,76,3248
POA6751,0,0,29,7,14,14,3,21,3,91,8,44,96,12,34,10,51,40,0,295,43,150,299,28,97,18,259,69,15,978,72,117,278,42,100,16,245,58,10,938,56,64,170,28,59,9,217,46,16,665,23,25,59,14,23,9,86,25,6,270,9,0,6,0,0,0,5,0,0,20,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,211,403,937,131,327,76,866,259,50,3260
POA6753,0,3,36,16,18,22,12,37,6,150,8,77,182,33,58,17,103,83,7,568,75,290,506,76,134,28,393,132,21,1655,81,157,380,61,96,21,435,119,17,1367,73,94,284,32,86,14,348,89,12,1032,43,44,111,17,33,10,155,54,4,471,0,6,12,3,3,0,13,5,0,42,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,280,671,1514,238,428,112,1459,519,67,5288
POA6754,0,0,11,4,4,8,0,8,0,35,3,15,25,3,9,3,7,12,0,77,12,45,76,14,19,6,75,16,3,266,20,23,62,16,26,8,76,10,0,241,15,19,37,10,12,4,58,11,3,169,3,0,14,3,8,3,32,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,53,102,225,50,78,32,248,57,15,860
POA6758,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,12,3,3,0,0,0,0,0,3,0,9,3,3,0,0,0,0,0,3,0,9,3,3,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,8,3,0,0,0,6,6,44
POA6760,0,0,0,3,0,0,0,0,0,3,0,3,3,3,0,0,0,8,3,20,3,5,4,3,3,0,0,13,0,31,5,6,6,3,3,0,6,11,3,43,0,0,4,3,3,3,3,3,5,24,6,3,0,0,0,0,4,3,0,16,0,0,0,0,3,0,6,3,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,17,20,15,12,3,19,41,11,152
POA6762,0,0,6,0,0,0,0,6,0,12,0,19,25,4,4,3,26,27,0,108,6,29,94,9,16,3,91,37,0,285,9,21,64,8,6,0,84,8,4,204,8,11,51,0,5,0,61,9,3,148,3,13,19,0,0,0,21,6,0,62,0,7,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,100,264,21,31,6,283,93,7,831
POA6765,0,0,0,4,0,7,4,12,0,27,6,23,6,4,6,7,3,24,4,83,15,47,11,30,11,6,6,32,8,166,8,30,11,24,10,3,4,24,7,121,14,20,5,21,16,3,3,20,0,102,14,11,3,8,5,0,3,11,3,58,3,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,134,36,91,48,26,23,126,22,566
POA6770,0,0,0,7,3,0,3,15,6,34,6,13,13,14,6,7,3,38,3,103,16,57,28,51,20,9,10,61,4,256,24,27,19,37,19,0,11,39,3,179,17,38,25,17,13,3,12,29,13,167,25,37,18,19,17,0,11,13,4,144,3,3,3,7,0,0,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,175,106,152,78,19,50,198,36,905
POA6907,0,0,5,31,7,24,0,15,3,85,3,24,5,54,8,14,3,18,0,129,3,22,0,4,3,0,0,5,0,37,6,5,0,0,0,0,0,0,0,11,3,9,0,0,0,0,0,0,0,12,3,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,64,10,92,18,38,3,38,6,287
