POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6372,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,3,5,5,5,4,4,8,9,0,44,..,0,0,0,6,7,5,3,0,29,..,3,4,3,0,3,0,0,0,18,..,0,0,0,0,3,0,3,0,6,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,7,7,3,0,16,0,0,0,0,0,0,0,0,0,4,15,3,7,8,10,22,14,9,3,93
POA6373,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,0,0,6,8,9,0,3,0,43,..,0,0,9,12,10,3,3,0,41,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,4,22,3,3,11,16,12,0,4,0,82
POA6375,..,3,3,0,4,3,0,0,0,17,..,3,3,0,5,14,10,14,5,50,0,0,0,0,4,9,0,3,0,20,77,28,41,50,47,76,43,35,10,412,..,0,35,53,49,80,64,34,14,324,..,13,23,22,19,16,5,0,0,96,..,4,3,11,5,5,0,0,0,30,162,..,..,..,..,..,..,..,..,162,..,12,..,..,..,..,..,..,..,12,..,5,3,0,3,0,0,0,0,15,..,5,0,0,0,0,0,3,0,12,..,4,0,0,0,0,0,0,0,5,..,7,3,0,7,4,0,0,0,27,..,3,13,13,12,27,28,20,3,117,0,0,3,0,4,11,4,5,0,33,162,70,90,94,94,142,104,65,21,848
POA6383,..,0,0,0,4,0,3,0,0,6,..,0,4,7,8,16,13,24,8,67,4,3,0,3,3,0,4,0,0,17,71,26,41,34,71,70,60,38,14,409,..,0,21,29,76,90,77,36,3,327,..,6,18,6,13,7,3,0,0,60,..,3,12,3,12,4,3,6,0,40,126,..,..,..,..,..,..,..,..,126,..,10,..,..,..,..,..,..,..,10,..,11,7,7,0,0,0,0,0,32,..,4,0,0,0,8,3,0,3,26,..,3,5,0,0,0,0,0,0,5,..,0,0,0,4,3,3,0,0,16,..,0,9,10,22,31,22,29,9,136,14,6,0,4,3,3,6,0,0,32,143,49,71,54,127,155,121,71,20,807
POA6384,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,4,0,0,0,0,13,..,0,0,5,6,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,4,3,4,6,0,0,0,0,31
POA6385,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,13,..,0,0,3,3,3,4,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,4,0,0,19
POA6386,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,4,0,10,5,3,4,3,37,..,0,0,3,11,12,3,6,3,37,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,7,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,14,8,3,6,12,19,8,10,5,80
POA6390,..,0,3,3,3,0,0,0,0,7,..,4,4,3,9,15,8,11,4,60,6,9,0,0,8,0,0,0,0,33,185,55,88,121,130,100,57,31,3,773,..,0,84,141,140,124,81,32,3,606,..,15,44,37,40,30,8,4,0,171,..,3,9,15,19,12,4,5,0,67,372,..,..,..,..,..,..,..,..,372,..,31,..,..,..,..,..,..,..,31,..,33,14,13,9,3,0,0,0,66,..,3,0,3,3,3,5,0,0,16,..,3,0,4,3,0,0,0,0,17,..,4,9,3,5,0,3,0,0,18,..,16,10,11,33,32,21,19,5,143,12,11,12,7,7,3,0,0,0,54,381,120,180,237,247,207,117,61,4,1560
POA6391,..,0,0,0,0,3,0,0,0,6,..,0,0,0,7,7,6,8,0,36,0,0,0,0,0,5,5,0,0,12,81,23,49,59,49,82,39,16,4,413,..,0,49,77,70,117,55,24,5,386,..,10,33,14,9,14,3,0,0,82,..,0,7,3,9,4,0,5,0,24,187,..,..,..,..,..,..,..,..,187,..,9,..,..,..,..,..,..,..,9,..,15,10,0,3,3,0,0,0,30,..,3,0,0,3,0,3,0,0,13,..,3,0,0,0,0,0,0,0,10,..,5,0,0,4,4,0,0,0,19,..,6,13,7,10,17,22,15,6,84,0,0,3,0,0,5,5,0,0,25,188,51,113,105,107,164,87,40,13,865
POA6392,..,0,0,0,0,0,0,0,0,0,..,0,0,3,9,6,0,10,0,33,0,3,0,0,3,0,0,0,0,3,40,13,20,20,37,34,14,20,3,215,..,0,17,26,39,47,34,16,8,194,..,3,11,7,4,3,0,0,0,28,..,3,3,4,0,0,0,0,0,14,86,..,..,..,..,..,..,..,..,86,..,8,..,..,..,..,..,..,..,8,..,7,0,3,0,0,0,0,0,12,..,3,3,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,6,..,4,4,4,16,17,4,10,4,62,0,3,0,0,3,0,0,0,0,12,86,32,40,45,66,74,42,35,15,431
POA6393,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,3,7,7,10,8,0,0,46,..,0,0,7,9,12,16,0,0,42,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,9,9,0,0,0,15,0,0,0,3,0,0,0,0,0,4,22,7,0,15,13,28,15,4,0,101
POA6394,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,3,36,8,29,25,25,30,24,3,3,193,..,0,28,35,42,49,42,16,5,217,..,6,9,8,6,4,6,0,0,35,..,0,3,0,0,0,0,0,0,7,77,..,..,..,..,..,..,..,..,77,..,8,..,..,..,..,..,..,..,8,..,7,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,9,..,0,3,0,0,0,3,0,0,3,..,3,4,3,8,10,11,3,0,43,0,0,0,0,3,0,0,0,0,4,77,26,54,55,62,64,54,16,9,419
POA6395,..,0,5,0,3,0,0,0,0,4,..,4,3,3,14,15,19,20,8,90,3,3,4,0,8,3,3,3,0,19,167,43,87,83,112,102,65,48,19,724,..,0,62,104,129,145,85,51,10,589,..,11,54,18,33,10,3,0,0,129,..,3,16,11,16,5,3,0,4,55,322,..,..,..,..,..,..,..,..,322,..,17,..,..,..,..,..,..,..,17,..,36,17,6,8,0,0,0,0,60,..,3,0,0,0,3,3,0,3,18,..,3,5,0,0,3,0,0,0,10,..,3,5,0,7,3,0,0,0,11,..,12,12,15,40,32,36,30,15,185,3,3,9,3,11,10,9,7,0,39,325,97,164,155,240,207,136,86,27,1445
POA6396,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,25,14,20,31,19,16,11,7,3,142,..,0,12,28,27,23,12,5,0,116,..,3,10,18,3,5,0,0,0,43,..,0,0,0,0,3,0,0,0,3,59,..,..,..,..,..,..,..,..,59,..,0,..,..,..,..,..,..,..,0,..,7,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,6,..,0,6,4,8,6,6,7,0,30,0,0,3,0,0,3,4,0,0,15,59,20,35,60,40,39,25,15,3,284
POA6397,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,3,5,8,3,8,0,0,39,..,0,0,0,4,5,8,0,0,22,..,0,6,3,9,0,0,0,0,15,..,0,0,3,0,0,0,0,0,8,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,4,6,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,19,7,7,7,15,9,10,4,0,86
POA6398,..,0,0,0,0,0,0,0,0,6,..,0,0,0,7,6,9,3,3,28,0,0,0,0,0,4,0,0,0,12,34,9,9,15,38,51,34,16,4,218,..,0,4,19,40,62,46,43,0,218,..,0,10,6,10,3,3,0,0,36,..,0,0,3,5,3,0,0,0,10,59,..,..,..,..,..,..,..,..,59,..,8,..,..,..,..,..,..,..,8,..,8,4,0,0,0,0,0,0,14,..,3,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,0,0,11,..,0,0,4,8,28,18,14,3,80,0,0,0,5,8,8,0,0,0,21,60,25,21,39,76,107,75,54,7,458
POA6401,..,17,6,0,7,10,10,3,0,58,..,8,31,26,58,97,88,78,49,441,8,15,8,3,8,19,15,5,4,88,698,363,386,412,460,506,356,181,78,3436,..,28,268,420,450,564,442,173,39,2382,..,68,157,119,99,79,27,3,0,557,..,23,57,93,100,47,31,12,10,367,1388,..,..,..,..,..,..,..,..,1388,..,218,..,..,..,..,..,..,..,218,..,231,92,36,20,9,3,0,0,395,..,42,16,12,8,17,11,19,9,143,..,27,13,5,9,4,4,3,0,63,..,41,26,10,25,17,17,4,0,144,..,22,66,66,123,196,178,124,57,823,23,35,24,10,24,33,20,9,3,177,1414,735,715,769,854,972,740,352,118,6664
POA6403,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,3,0,0,5,3,0,0,3,0,0,0,0,0,4,17,8,13,9,16,9,11,3,0,76,..,0,7,7,18,15,14,3,0,64,..,0,0,0,3,0,0,0,0,9,..,0,0,4,0,0,0,0,0,7,27,..,..,..,..,..,..,..,..,27,..,9,..,..,..,..,..,..,..,9,..,9,0,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,9,..,0,0,0,0,5,5,4,0,17,3,3,0,3,0,0,0,0,0,10,29,21,14,14,21,22,28,5,0,155
POA6405,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,5,24,17,21,22,8,3,3,140,..,0,18,31,24,29,13,4,0,121,..,3,5,3,10,11,0,0,0,35,..,0,0,3,0,0,0,0,0,7,72,..,..,..,..,..,..,..,..,72,..,5,..,..,..,..,..,..,..,5,..,14,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,7,4,6,0,0,25,0,3,0,0,0,3,0,0,0,10,72,21,33,39,38,52,24,13,3,302
POA6407,..,4,3,0,0,0,0,0,0,6,..,0,3,3,3,12,10,12,11,48,0,0,0,0,4,3,0,3,0,11,100,34,53,65,48,54,38,27,13,424,..,3,52,83,65,70,57,33,4,365,..,11,19,9,6,8,3,0,0,59,..,0,8,7,12,8,0,0,3,29,190,..,..,..,..,..,..,..,..,190,..,19,..,..,..,..,..,..,..,19,..,33,8,5,0,3,0,0,0,54,..,3,3,3,0,0,3,0,0,16,..,3,3,5,3,3,0,0,0,11,..,4,6,5,0,0,0,0,0,17,..,3,11,9,17,22,25,11,7,106,0,3,6,3,4,8,0,0,0,26,190,84,111,126,107,120,88,50,17,893
POA6409,..,0,3,0,3,0,5,0,0,7,..,0,0,0,0,4,0,5,0,10,3,0,3,3,0,0,0,0,0,8,34,11,23,23,21,11,18,9,3,163,..,0,9,24,30,18,13,11,0,107,..,4,15,9,8,3,0,0,0,38,..,0,0,0,3,0,3,0,0,14,83,..,..,..,..,..,..,..,..,83,..,3,..,..,..,..,..,..,..,3,..,13,0,0,0,0,0,0,0,15,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,4,4,0,3,3,5,0,0,18,..,3,3,0,6,6,9,9,0,39,3,0,3,3,0,0,5,0,0,14,82,26,37,44,53,37,31,16,3,339
POA6410,..,0,0,0,0,0,3,0,0,5,..,3,3,3,7,10,11,16,12,60,0,0,0,0,0,0,3,0,0,8,86,38,51,46,79,50,54,42,21,467,..,0,39,46,82,75,68,44,4,356,..,9,22,18,19,4,0,3,0,80,..,0,11,12,15,8,4,3,0,47,183,..,..,..,..,..,..,..,..,183,..,23,..,..,..,..,..,..,..,23,..,27,12,11,6,0,0,0,0,51,..,3,3,3,4,0,0,4,3,17,..,0,0,0,0,0,0,0,0,4,..,0,4,0,0,0,3,0,0,13,..,3,5,9,19,16,22,25,14,116,0,0,0,0,4,3,4,0,0,14,183,74,95,89,143,111,107,74,26,910
POA6411,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,3,13,9,6,3,0,52,..,0,3,4,13,17,13,4,0,62,..,0,6,3,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,5,9,4,10,11,20,26,15,8,4,108
POA6412,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,0,0,0,24,..,0,0,0,12,3,3,0,0,27,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,3,4,11,4,3,0,0,43
POA6413,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,20,..,0,0,6,0,14,3,0,0,27,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,3,6,3,13,9,3,0,45
POA6414,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,8,7,5,0,0,29,..,0,0,3,9,6,12,0,0,33,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,3,5,4,15,11,11,0,0,64
POA6415,..,13,6,3,3,0,0,0,0,26,..,11,15,8,20,21,35,27,16,146,4,10,4,3,3,3,3,0,0,34,269,158,180,145,167,160,101,63,29,1284,..,4,141,147,203,221,125,64,20,930,..,66,86,52,38,10,7,3,0,276,..,8,14,34,29,10,5,5,3,106,542,..,..,..,..,..,..,..,..,542,..,84,..,..,..,..,..,..,..,84,..,84,18,11,6,0,0,0,0,119,..,21,5,0,3,0,4,3,0,46,..,5,4,3,0,3,0,0,0,22,..,104,23,3,9,7,3,0,0,150,..,23,35,29,51,67,62,37,22,326,5,19,14,9,9,7,9,3,3,79,552,412,350,290,351,336,223,115,51,2676
POA6418,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,3,17,10,6,47,3,0,0,0,0,4,3,3,0,8,64,20,38,31,25,47,52,25,6,299,..,4,33,49,28,67,58,23,0,266,..,6,17,9,7,0,7,0,0,51,..,0,4,3,3,4,3,0,0,16,127,..,..,..,..,..,..,..,..,127,..,6,..,..,..,..,..,..,..,6,..,11,4,3,3,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,6,..,4,6,8,11,22,28,15,12,101,3,0,3,0,0,11,5,3,0,23,132,38,72,67,58,98,99,41,12,618
POA6419,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,0,5,3,3,3,0,27,..,0,5,3,12,4,0,0,0,25,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,15,3,3,8,15,10,5,4,0,53
POA6420,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,5,3,4,4,7,3,0,0,35,..,0,3,13,11,10,3,0,0,36,..,0,7,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,14,8,9,13,13,13,4,3,0,80
POA6421,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,5,15,3,12,7,0,0,63,..,0,4,16,10,15,8,3,0,62,..,0,3,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,10,32,..,..,..,..,..,..,..,..,32,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,4,0,0,6,0,0,0,0,0,0,0,0,0,4,37,3,6,18,12,22,14,3,0,122
POA6422,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,3,3,0,0,0,20,..,0,6,8,4,3,0,3,0,18,..,4,4,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,4,10,8,9,3,0,3,0,49
POA6423,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,8,0,11,0,0,0,3,0,0,0,0,0,3,11,0,4,12,9,15,7,8,0,59,..,0,0,12,14,16,9,5,0,58,..,0,3,4,0,3,3,0,0,17,..,0,0,0,0,3,0,0,0,4,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,3,3,0,4,0,20,0,0,0,5,4,3,6,0,0,17,25,6,3,25,16,29,16,8,0,140
POA6424,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,4,7,0,0,0,33,..,0,0,7,11,12,0,0,0,30,..,0,3,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,6,11,9,19,6,0,3,69
POA6425,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,14,3,0,0,0,29,..,0,3,3,19,9,7,3,0,41,..,0,0,0,0,5,0,0,0,6,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,4,5,3,5,4,18,13,6,8,0,66
POA6426,..,0,0,0,0,0,0,0,0,0,..,0,3,4,6,3,14,4,3,39,4,3,0,3,0,0,3,3,0,11,63,21,39,44,58,36,44,17,4,327,..,4,29,40,69,53,56,17,0,271,..,7,20,12,8,4,3,0,0,52,..,4,6,10,12,0,6,0,3,43,131,..,..,..,..,..,..,..,..,131,..,10,..,..,..,..,..,..,..,10,..,16,9,3,0,0,0,0,0,38,..,0,0,0,3,0,0,0,0,5,..,0,0,0,3,0,0,0,0,7,..,0,0,0,3,3,0,0,0,7,..,5,12,14,30,27,22,16,4,117,0,9,6,7,3,0,0,3,0,31,129,51,88,88,131,89,93,37,10,714
