POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA6110,56,45,30,13,12,3,167,16,10,6,6,4,5,49,36,22,22,0,13,3,99,30,22,28,9,9,0,95,48,38,24,9,18,0,142,63,56,43,11,38,5,213,67,92,51,26,29,3,269,103,149,58,32,35,7,392,113,223,78,33,36,8,481,165,308,72,49,46,7,647,132,250,69,35,16,3,505,202,405,108,31,34,10,785,77,201,35,20,11,0,344,70,167,50,12,11,3,309,136,329,82,18,15,6,578,117,280,94,17,7,3,516,36,66,22,0,5,7,128,17,39,21,3,0,0,74,59,89,37,17,19,5,218,1545,2767,919,339,352,74,6007
POA6111,34,23,14,10,8,0,85,26,7,7,3,3,0,45,25,11,12,6,3,0,59,18,15,20,3,13,0,68,32,27,23,8,17,3,109,54,38,34,14,20,0,159,55,62,37,14,22,0,198,79,84,57,20,26,0,263,71,99,24,21,18,0,231,71,150,40,26,28,9,328,55,102,35,22,21,3,247,109,155,66,10,17,3,360,45,95,20,3,7,0,173,39,50,17,9,0,0,116,77,125,42,18,6,0,269,71,113,53,6,6,0,262,25,30,13,3,0,0,72,14,25,18,7,0,0,60,33,50,20,5,12,0,122,935,1260,555,218,234,26,3221
POA6112,69,58,26,11,11,8,175,19,6,9,8,7,0,54,43,26,29,10,17,6,130,40,23,16,5,14,3,104,70,42,48,18,15,4,202,90,86,53,19,44,4,299,118,129,71,42,48,0,415,140,214,79,49,55,12,538,167,301,93,64,56,11,696,206,428,95,87,46,20,886,208,398,72,37,47,3,764,325,627,139,52,43,21,1208,226,401,63,23,19,5,743,159,304,54,14,11,8,543,288,535,103,35,15,19,989,267,465,124,34,25,6,915,55,111,38,12,4,7,222,49,73,25,4,3,0,152,76,101,39,23,18,3,258,2602,4333,1166,540,516,130,9289
POA6121,0,3,4,0,0,0,8,0,0,0,0,0,0,4,0,3,3,0,0,0,7,3,0,0,0,0,0,3,4,3,5,0,0,0,10,7,3,5,3,0,0,26,12,8,6,0,3,0,29,3,12,5,0,0,0,16,6,5,5,0,0,0,18,3,7,5,0,0,0,12,4,9,3,3,0,0,17,9,29,17,0,0,0,56,4,9,5,0,3,0,21,3,7,4,0,0,0,14,5,26,4,0,0,0,37,26,56,30,4,3,0,123,10,28,10,4,0,0,44,10,6,5,0,3,0,25,3,11,3,0,4,0,27,120,217,113,14,20,3,494
POA6122,20,13,9,6,3,0,59,4,0,0,0,0,0,10,8,3,5,3,0,0,22,10,4,8,0,0,0,20,26,12,5,10,3,3,60,27,25,6,4,4,0,76,25,29,12,6,8,0,81,31,62,14,22,7,0,134,50,102,19,12,17,0,201,96,144,22,30,8,3,312,108,194,17,30,10,5,361,165,291,58,26,16,4,577,104,181,27,16,8,4,329,84,126,19,6,0,0,245,131,190,29,16,11,7,384,96,163,43,13,7,0,325,33,40,22,4,3,0,90,10,18,5,0,0,0,39,18,46,14,4,3,3,91,1053,1659,334,211,123,37,3414
POA6123,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,6,0,0,0,3,0,10,4,3,0,0,0,0,8,0,4,0,0,0,0,6,3,11,0,0,0,0,19,7,9,5,0,0,0,19,3,3,3,0,0,0,13,5,12,3,0,0,0,25,10,29,0,0,0,0,37,4,13,3,4,3,0,25,7,7,0,0,0,0,10,6,10,0,0,0,0,14,5,7,3,0,3,0,23,3,4,3,0,0,0,9,0,0,0,0,0,0,3,4,3,0,0,0,0,6,72,104,41,7,19,0,237
POA6124,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,3,3,4,0,0,0,0,10,7,6,0,0,0,0,15,0,3,3,0,0,0,16,6,6,7,3,5,0,25,3,7,0,0,0,0,15,3,10,5,0,0,0,17,0,4,4,0,0,0,15,3,0,0,0,0,0,4,9,9,3,0,0,0,20,7,12,3,0,0,0,23,4,7,0,4,0,0,13,0,4,0,0,0,0,4,4,0,3,0,0,0,13,65,70,37,10,15,0,201
POA6125,5,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,3,8,0,3,0,3,0,15,10,3,3,0,0,0,22,4,3,9,3,0,0,23,4,9,3,0,4,0,24,11,9,9,0,0,0,29,4,14,5,0,0,0,22,15,23,11,3,3,0,63,7,11,0,3,0,0,18,6,5,0,0,0,0,15,11,23,3,3,3,0,47,31,37,15,0,0,0,84,16,12,3,0,0,0,28,7,10,3,0,3,0,17,6,6,6,0,0,0,23,160,174,85,11,20,3,447
POA6126,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,7,10,3,0,0,0,23
POA6147,22,19,13,3,11,0,65,6,5,3,0,3,0,19,10,7,9,7,0,0,33,12,11,6,0,6,0,29,22,11,16,3,9,3,67,20,25,25,4,11,0,81,31,41,23,6,11,0,111,45,58,25,9,17,0,148,25,52,22,11,20,4,140,52,77,16,9,8,4,176,43,66,15,7,6,4,145,48,102,29,10,14,3,213,24,42,11,5,3,0,89,21,30,10,3,0,0,72,39,52,23,4,3,3,126,30,48,21,9,3,0,110,12,9,8,0,0,0,36,3,9,3,0,0,0,18,5,24,10,4,10,0,50,472,689,281,109,148,32,1725
POA6148,34,26,29,3,10,0,102,6,3,3,0,3,0,18,10,8,11,6,3,0,38,18,13,4,0,4,0,38,13,17,21,3,6,0,56,15,15,15,8,12,0,65,15,45,21,8,8,0,92,27,37,15,0,5,0,90,21,39,25,5,8,0,90,25,46,19,10,6,0,107,21,40,14,7,4,0,83,40,108,47,12,8,0,218,23,46,15,0,6,0,92,24,46,14,0,5,0,87,34,99,27,3,3,0,170,30,138,58,5,4,0,238,19,67,31,3,3,3,121,16,56,34,0,0,0,109,12,20,12,4,4,0,65,403,869,397,85,107,17,1883
POA6149,31,25,26,8,11,3,107,5,4,15,0,0,0,30,15,12,25,0,6,0,54,7,10,9,3,3,0,37,25,13,21,3,3,0,62,22,24,22,3,13,0,76,23,49,40,8,12,0,129,31,32,20,8,12,3,101,21,47,33,3,7,0,121,27,49,27,3,8,0,118,12,39,24,0,9,0,89,34,107,38,10,15,0,198,20,55,17,8,3,0,90,17,58,19,10,3,0,98,39,99,37,8,3,4,195,73,220,65,12,11,4,378,20,78,31,3,9,0,138,11,29,8,3,0,0,50,10,32,25,4,3,0,70,456,969,500,77,124,20,2145
POA6150,25,26,23,3,0,3,79,0,3,3,0,0,0,6,5,4,10,0,3,0,22,12,9,7,3,0,0,25,6,9,13,0,3,0,33,13,8,20,0,0,0,47,12,18,18,0,5,0,49,7,13,28,0,7,0,57,12,18,17,3,3,0,49,8,20,11,0,3,0,47,9,15,15,3,3,0,43,31,47,36,4,10,0,125,4,23,3,0,5,0,38,11,20,8,0,0,0,47,18,40,21,0,0,0,83,28,113,37,4,10,0,193,16,37,19,0,5,0,80,5,37,12,3,0,0,56,8,9,15,0,3,0,38,228,471,309,38,64,16,1120
POA6151,32,27,27,4,9,0,93,5,3,3,0,3,0,18,7,6,3,0,0,0,18,7,5,3,0,0,0,22,12,18,4,0,0,0,32,13,13,7,4,3,3,42,22,16,12,6,4,0,56,12,21,14,3,3,0,56,17,26,14,3,4,0,66,20,19,9,3,0,0,54,16,18,6,3,0,0,38,46,36,27,6,4,3,124,11,16,7,0,0,0,37,17,31,9,0,3,0,53,27,38,9,0,0,3,84,74,123,30,3,3,0,241,48,86,24,3,5,0,161,59,102,35,4,10,3,206,18,27,3,3,0,0,56,468,628,238,41,51,19,1443
POA6152,52,25,23,5,22,0,129,8,9,3,0,0,0,17,12,3,7,0,3,0,26,13,13,5,0,0,0,38,9,11,7,0,0,3,40,16,16,16,4,9,0,67,20,17,16,5,11,0,76,28,28,14,7,9,0,86,33,36,20,8,9,3,114,35,27,17,5,11,0,103,31,30,3,3,4,0,80,75,93,32,5,10,0,219,30,33,20,3,0,6,92,27,37,20,5,3,0,90,54,79,27,8,10,0,184,134,196,65,12,18,10,435,51,114,41,7,12,3,225,47,93,39,4,7,0,192,29,31,9,3,7,0,81,727,896,388,103,144,35,2289
POA6153,52,26,33,5,14,0,122,8,6,6,0,4,0,26,16,8,14,0,0,0,41,15,9,3,0,0,0,34,15,10,8,0,7,0,42,7,9,18,0,4,0,38,13,25,15,3,8,0,59,15,28,17,0,3,0,68,21,14,17,0,13,0,61,18,21,11,0,0,0,56,27,17,7,0,5,0,60,31,75,40,11,7,0,169,16,14,9,4,0,0,46,14,31,12,0,0,0,60,20,45,17,4,7,0,93,75,178,51,12,4,0,320,45,119,44,5,5,3,224,68,176,78,15,7,3,352,19,34,18,7,5,0,84,513,839,430,58,99,20,1955
POA6154,25,18,17,0,0,3,59,0,3,4,0,0,0,7,7,11,4,0,0,0,24,3,3,3,0,0,0,11,4,10,4,3,3,0,31,11,14,6,0,3,0,31,9,15,8,0,7,0,44,10,13,13,3,4,0,44,14,14,11,4,6,0,51,10,25,5,0,0,0,43,4,19,12,4,0,0,40,21,66,17,8,6,0,115,5,18,9,0,3,0,37,11,39,9,4,3,0,58,33,60,19,3,6,0,119,41,127,35,6,9,0,222,21,69,14,0,0,0,105,13,42,15,0,0,0,68,14,19,8,0,3,0,42,252,581,211,38,58,11,1153
POA6155,86,103,78,18,16,3,302,23,21,23,0,4,0,67,34,32,25,7,10,3,116,26,46,44,9,6,0,130,52,49,54,8,13,3,173,48,71,60,10,26,4,222,76,131,75,12,32,10,327,74,161,97,21,28,3,381,79,185,90,15,25,6,402,84,225,122,29,16,6,484,72,198,76,10,28,5,386,163,417,201,43,39,6,873,64,260,65,17,17,3,428,69,220,65,21,7,8,390,130,416,126,36,20,8,740,182,561,204,40,30,7,1029,43,145,59,10,3,3,267,35,92,33,3,0,0,169,48,117,51,10,19,3,247,1389,3451,1548,315,347,80,7130
POA6156,24,19,20,0,3,0,68,3,4,10,0,0,0,19,8,14,7,0,3,0,29,5,9,0,3,3,0,18,10,9,6,3,0,0,31,7,21,8,5,10,0,53,20,50,17,3,5,0,97,17,34,15,3,9,0,80,14,47,8,7,8,0,93,20,46,14,7,5,0,93,21,39,9,6,3,0,80,43,102,44,17,5,0,215,24,53,7,3,3,0,97,21,50,9,3,3,0,88,40,95,14,9,4,0,165,86,230,54,7,14,3,386,28,116,22,8,3,0,179,28,77,19,3,0,0,130,21,39,13,4,7,0,83,440,1055,297,97,97,10,2008
POA6157,14,14,8,0,5,0,41,8,3,3,0,0,0,17,9,11,3,0,3,0,31,8,3,0,0,4,0,14,14,3,5,0,7,0,30,15,10,8,0,4,0,42,13,30,12,6,11,0,73,17,27,6,11,9,0,65,25,27,9,7,10,0,87,20,24,6,9,9,0,67,17,38,7,11,5,0,80,45,73,14,11,11,3,155,16,41,5,3,3,0,66,23,33,10,0,4,0,75,46,73,13,8,3,0,151,82,165,35,9,9,0,296,37,78,17,3,5,0,132,13,53,18,3,0,0,89,10,20,14,0,3,0,51,445,720,209,91,103,14,1579
POA6158,20,8,15,0,4,0,44,3,0,7,0,0,0,11,3,0,0,0,3,0,12,4,0,0,0,0,0,12,3,0,7,0,0,0,9,5,4,3,3,11,0,27,11,12,13,4,0,0,36,12,9,8,0,0,0,29,11,7,4,6,0,0,30,10,12,4,0,0,0,24,8,13,5,3,0,0,25,22,29,13,9,3,0,80,3,16,4,0,0,0,21,3,6,8,0,0,0,21,16,23,9,6,4,0,50,35,90,19,0,3,0,139,20,74,14,3,3,0,118,20,85,16,4,5,0,129,10,15,6,0,0,0,27,211,414,146,35,39,7,850
POA6159,7,0,3,0,0,0,8,0,3,0,0,0,0,4,3,3,0,0,0,0,6,4,0,0,0,0,0,5,9,0,3,0,0,0,14,0,3,0,0,0,0,3,0,3,3,0,0,0,9,0,0,0,0,0,0,5,4,0,0,0,3,0,15,7,4,0,0,0,0,8,0,3,0,0,0,0,10,17,8,6,3,4,0,34,0,6,0,0,0,0,6,3,3,3,0,0,0,12,7,10,4,0,0,0,25,26,14,10,0,0,0,51,12,9,5,0,0,0,35,22,20,8,0,0,0,48,0,4,3,0,0,0,10,127,102,53,16,14,0,310
POA6160,16,3,9,3,4,0,33,0,0,3,0,0,0,8,10,0,0,0,3,0,11,5,3,3,0,0,0,12,0,3,4,3,3,0,16,6,9,0,3,0,0,14,13,9,3,3,3,0,30,5,11,3,0,5,0,22,17,13,7,4,0,0,34,20,10,4,0,0,0,33,6,9,0,0,0,0,26,31,21,3,3,3,0,62,10,17,10,3,0,0,34,9,9,3,3,0,0,26,25,23,7,0,3,0,55,44,51,12,5,5,0,115,21,22,4,0,0,0,48,19,19,10,0,0,0,52,10,7,7,0,0,0,20,263,224,89,30,38,4,655
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,10,12,4,0,0,3,26,6,3,0,0,0,0,13,3,3,4,0,4,0,13,3,7,3,3,0,0,12,17,3,5,3,3,0,36,11,14,5,3,0,0,42,17,19,22,3,4,0,66,13,20,9,3,8,0,56,19,30,11,0,7,0,64,8,31,7,5,14,0,64,9,19,4,0,3,0,36,35,54,10,9,5,0,118,12,28,9,3,0,0,54,12,21,0,3,0,0,43,25,49,16,9,3,0,99,62,112,21,6,8,0,212,36,50,17,0,4,0,105,15,29,10,0,0,0,50,10,13,7,0,4,3,33,344,517,159,51,68,10,1141
POA6163,89,40,41,14,19,4,207,22,5,9,7,8,0,50,40,19,26,10,12,3,117,27,17,32,14,20,0,97,56,47,45,22,23,0,188,64,64,49,12,29,0,226,74,96,48,25,32,5,277,95,104,57,24,34,3,319,77,132,55,30,27,3,325,104,155,64,39,25,4,399,96,134,43,27,18,3,316,189,279,90,39,43,12,648,106,143,33,10,12,4,305,83,121,22,14,5,3,254,199,266,57,13,23,9,563,216,318,106,23,16,5,690,68,92,47,4,9,7,222,60,53,23,7,9,0,152,69,65,36,15,27,8,226,1736,2149,896,347,390,72,5590
POA6164,79,64,48,7,11,0,212,23,17,8,0,3,0,53,30,43,25,9,12,0,114,18,43,12,3,13,0,91,52,48,40,17,13,5,173,69,91,61,24,45,8,290,98,134,66,30,29,0,360,125,232,103,28,36,3,527,135,242,78,33,29,4,528,176,304,96,39,39,11,664,140,302,81,30,25,10,597,315,602,174,48,49,10,1198,175,397,61,24,20,3,685,136,309,44,23,13,5,535,309,660,158,43,25,12,1208,326,649,197,43,29,11,1254,87,171,50,8,4,0,325,46,92,24,3,3,0,174,68,127,64,14,15,4,293,2405,4527,1408,426,425,95,9275
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
POA6166,17,6,13,0,5,0,46,3,4,3,0,0,0,16,9,0,3,0,0,0,18,3,7,8,0,3,0,18,8,6,10,3,0,0,25,10,15,19,3,4,0,47,10,11,14,0,5,0,42,17,25,17,0,10,0,70,11,19,10,0,3,0,51,16,25,17,3,3,0,59,15,26,18,3,0,0,65,24,56,16,4,9,0,114,16,42,8,6,0,0,66,14,27,6,0,4,0,51,43,65,22,3,3,0,138,49,112,41,8,7,0,217,15,31,16,3,0,0,69,16,24,13,3,0,0,61,14,19,12,3,5,0,52,305,527,273,55,65,7,1229
POA6167,36,13,13,6,7,7,77,13,0,6,3,5,0,28,22,5,9,7,9,0,57,23,18,15,7,8,4,63,30,22,23,16,15,3,104,39,45,26,18,17,3,150,61,55,27,25,23,0,193,85,135,41,35,29,3,328,103,167,45,29,18,3,368,106,236,49,26,22,5,445,110,195,36,17,15,7,384,112,216,56,26,23,4,441,60,115,16,4,6,0,202,48,66,18,11,6,0,149,95,108,31,3,11,0,246,57,96,37,6,3,0,196,16,31,8,7,0,0,70,11,14,3,0,0,0,32,31,40,24,5,12,0,111,1049,1586,476,243,243,47,3637
POA6168,34,5,9,7,12,4,70,23,3,3,4,5,0,40,35,8,11,4,10,0,68,34,6,7,3,9,0,62,46,16,24,5,18,3,113,44,24,20,18,23,3,124,49,49,25,16,20,4,157,80,63,38,26,15,3,221,74,89,22,36,12,3,233,79,90,46,19,27,7,267,67,98,26,16,8,0,217,94,112,47,15,12,4,282,33,45,13,3,5,0,107,15,11,12,3,3,0,50,37,45,28,6,7,0,131,44,43,22,0,3,3,117,11,5,11,0,0,0,30,7,9,5,0,0,0,24,21,18,16,3,5,0,68,835,754,388,181,195,32,2381
POA6169,69,18,33,12,10,3,139,13,8,6,0,5,0,39,32,17,21,11,9,0,88,28,16,12,4,12,0,73,44,26,31,7,26,3,132,55,48,35,22,21,0,178,82,78,46,20,30,0,249,103,107,83,38,31,3,367,114,159,63,37,27,3,415,127,218,66,42,31,4,492,98,192,57,18,11,4,377,186,278,106,31,28,3,624,62,147,41,9,4,0,268,35,69,27,3,4,0,131,102,145,50,20,7,4,323,106,108,57,9,10,0,298,26,29,17,3,5,0,79,13,21,5,3,3,0,44,38,54,34,13,20,0,152,1343,1734,773,291,298,35,4466
POA6170,11,8,7,3,3,3,35,8,0,0,0,0,0,6,9,0,3,0,0,0,13,3,8,0,0,0,0,14,14,13,11,5,6,0,44,10,15,7,8,7,0,53,18,31,9,7,7,0,75,30,38,24,9,7,3,108,39,57,12,14,7,0,135,85,112,24,13,8,7,253,67,130,10,19,7,4,236,107,189,36,20,10,4,361,68,114,19,11,3,0,218,50,95,7,0,3,3,163,81,123,24,15,8,10,247,63,75,22,6,0,0,174,20,22,4,0,0,0,45,6,15,4,0,0,0,35,9,21,9,3,3,0,56,699,1060,246,136,92,35,2264
POA6171,28,14,10,3,3,0,66,8,3,0,0,0,0,16,14,14,9,0,0,0,41,7,6,3,0,0,0,27,18,15,16,11,5,0,64,34,27,13,9,6,4,86,38,58,22,14,3,0,136,73,74,22,20,18,0,208,52,134,31,23,18,3,258,114,234,35,30,17,6,443,143,299,37,32,19,5,535,263,501,83,52,26,10,923,154,351,45,23,13,3,591,94,236,55,12,5,6,407,178,377,61,22,14,3,656,121,246,84,4,9,4,468,47,49,21,5,4,0,131,22,32,10,0,0,0,64,39,73,29,9,3,0,149,1440,2751,588,268,171,37,5262
POA6172,14,13,20,5,3,3,53,0,3,0,0,0,0,5,13,11,7,3,0,0,31,8,7,11,0,3,0,24,12,17,12,4,3,3,51,10,16,27,8,3,0,64,26,31,24,13,5,0,105,39,54,35,16,5,7,156,38,70,30,26,11,4,181,61,96,39,16,23,4,241,50,92,39,18,6,0,209,56,165,55,25,5,4,311,28,57,26,7,3,0,123,15,41,11,6,0,0,81,37,78,40,5,3,0,170,30,68,36,8,5,0,156,9,9,8,3,3,0,37,7,12,4,0,0,0,23,18,21,14,4,5,0,60,490,855,434,174,104,25,2083
POA6173,5,18,11,3,0,0,40,0,3,0,3,0,0,10,7,3,5,0,0,0,16,6,6,4,0,0,0,20,8,5,11,3,0,0,28,6,8,7,4,3,0,32,14,24,17,3,10,0,66,17,39,17,4,3,0,88,24,43,16,7,4,0,101,24,70,27,10,0,0,134,33,76,24,16,9,0,151,59,178,49,9,8,3,308,22,83,23,3,4,0,146,25,79,28,9,7,0,148,49,161,46,17,3,0,279,57,150,68,14,6,0,295,16,38,19,0,3,0,75,6,14,7,0,0,3,37,14,21,19,6,6,0,73,398,1039,417,105,64,13,2046
POA6174,7,3,0,0,0,0,11,0,3,0,0,0,0,3,7,0,0,0,0,0,8,0,4,0,0,0,0,7,3,0,3,0,0,0,10,6,9,4,0,0,0,15,7,9,8,0,3,0,24,11,12,4,7,3,0,36,6,15,3,6,5,0,37,11,38,3,8,3,0,61,19,28,13,10,3,0,69,17,46,10,5,3,3,85,9,22,4,0,0,0,42,7,29,0,3,0,0,35,24,37,10,0,3,0,71,9,36,12,0,0,0,63,3,6,4,0,0,0,10,8,3,0,0,0,0,12,3,17,4,0,0,0,21,159,308,81,48,27,3,620
POA6175,7,3,0,0,0,0,18,4,4,0,0,0,0,11,0,3,0,0,0,0,3,0,3,0,0,0,0,7,0,3,8,0,3,0,17,3,3,4,3,4,0,15,7,8,5,0,3,0,33,7,7,12,0,3,0,27,7,18,9,0,0,0,31,11,19,11,5,3,3,47,3,41,0,6,0,0,46,28,40,14,6,3,0,89,6,28,10,3,0,0,46,7,28,5,6,0,0,42,17,36,14,0,0,0,68,12,48,12,0,0,0,74,5,6,3,0,0,0,18,7,0,0,0,0,0,7,3,10,3,0,0,0,20,143,317,98,33,28,3,620
POA6176,3,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,4,6,3,0,0,0,9,3,3,3,0,0,0,6,9,10,6,0,0,0,25,6,11,0,0,0,0,17,17,23,3,6,4,0,55,9,20,0,0,0,0,34,6,7,3,0,0,0,16,6,6,3,0,0,0,14,3,11,0,0,0,0,15,3,7,3,0,0,0,14,0,3,0,0,0,0,3,6,10,0,0,0,0,19,89,117,30,5,11,0,251
POA6180,11,3,3,3,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,0,8,4,3,4,0,0,0,12,9,7,0,3,3,0,19,7,5,0,3,3,0,31,11,17,10,3,0,0,39,21,37,12,4,3,0,78,31,46,3,9,6,3,102,28,57,11,11,7,0,119,44,79,17,8,4,0,149,21,34,3,3,0,0,67,9,40,4,3,0,0,57,30,39,7,3,3,0,85,16,26,3,0,0,0,50,9,5,3,0,0,0,16,3,3,0,0,0,0,9,13,16,3,3,0,3,29,267,430,95,70,41,9,908
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,5,0,0,0,0,5,0,4,0,0,0,0,6,0,5,0,0,0,0,5,4,4,3,0,0,0,11,3,8,10,0,0,0,20,0,3,3,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,5,23,36,28,6,7,0,94
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
