POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA6000,16,3,0,0,0,0,17,4,0,0,0,0,0,8,5,0,0,0,0,0,10,3,3,0,0,0,0,6,0,0,0,0,0,0,4,8,0,0,0,3,0,10,7,4,0,0,0,0,14,13,3,4,0,0,0,18,27,3,0,0,3,0,30,26,5,0,0,0,0,36,19,8,3,0,0,0,28,55,13,5,3,0,0,82,25,10,0,0,0,0,36,23,14,0,0,0,0,40,35,15,3,0,0,0,57,81,23,3,0,7,5,121,20,12,9,3,3,0,42,22,9,9,0,0,0,41,3,4,0,0,0,0,11,392,136,47,11,21,7,613
POA6003,3,0,0,0,3,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,8,0,0,0,0,0,6,4,0,0,0,3,0,6,8,0,0,0,0,0,10,5,0,0,0,0,0,10,3,3,0,0,0,0,8,14,6,4,0,0,0,27,9,0,0,0,0,0,9,7,0,0,0,0,3,9,12,5,0,0,0,0,17,19,14,0,0,0,0,30,9,7,0,0,0,0,11,5,9,0,0,0,0,20,6,0,0,0,0,0,4,115,52,14,0,9,4,198
POA6004,12,0,5,0,6,0,28,3,0,0,0,0,0,7,7,0,0,0,0,0,7,5,0,0,0,0,0,5,5,0,0,0,5,0,12,10,0,0,0,0,0,13,16,3,0,0,0,0,24,17,5,0,0,0,0,27,22,4,3,0,0,3,31,21,3,4,0,4,0,35,23,8,0,0,0,0,38,39,10,5,0,0,0,53,15,9,0,0,0,0,26,22,6,4,0,0,0,33,40,18,0,0,0,0,54,66,28,16,6,4,0,113,31,4,5,3,0,0,43,27,9,11,0,3,4,53,10,4,5,0,0,0,17,391,115,57,12,28,10,617
POA6005,7,3,0,0,0,0,11,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,4,3,0,0,0,0,0,9,9,0,0,0,0,0,10,3,0,0,0,3,0,6,8,0,0,0,0,0,11,9,0,0,0,0,0,11,6,0,0,0,0,0,10,19,3,0,0,0,0,25,8,3,0,0,0,0,15,13,6,0,0,0,0,19,17,3,0,0,0,0,21,30,9,0,0,0,0,37,7,3,4,0,0,0,13,7,7,0,0,0,0,16,3,0,0,0,0,0,5,165,40,9,5,12,0,236
POA6006,9,13,0,0,5,0,39,3,4,0,0,0,0,4,3,5,4,0,0,0,9,6,0,3,0,0,0,7,6,7,4,0,0,0,17,8,7,5,0,3,0,24,6,13,6,0,0,0,31,7,27,10,0,0,0,43,12,18,4,3,0,0,43,17,12,5,0,0,0,36,9,16,5,0,0,0,31,27,46,12,5,0,0,85,16,15,3,4,0,0,34,14,22,3,0,0,0,42,32,44,10,3,3,0,92,70,111,24,9,6,3,217,41,58,4,3,0,0,105,19,42,4,0,0,0,70,4,19,7,3,0,0,30,298,473,119,37,31,10,959
POA6007,14,9,4,0,0,0,23,0,0,0,0,0,0,3,9,0,0,0,3,0,11,7,0,0,0,4,0,11,3,3,0,0,0,0,9,12,11,0,3,3,0,26,9,4,3,3,0,0,23,13,10,3,0,4,0,35,8,3,0,3,3,0,23,4,7,5,0,0,0,20,7,16,0,0,3,0,26,19,21,4,3,5,0,49,9,4,0,0,0,0,20,10,4,0,0,0,0,16,24,26,3,7,4,0,61,39,50,11,3,4,0,112,25,47,12,3,3,0,87,34,37,6,0,0,0,72,4,11,3,0,0,0,21,244,267,64,29,35,6,638
POA6008,33,16,4,8,5,0,65,7,6,3,0,0,0,18,0,3,0,3,3,0,12,4,6,0,0,0,0,12,4,6,9,3,3,0,23,6,4,4,0,6,0,22,17,16,5,4,9,0,45,18,7,12,11,4,0,50,14,12,5,0,5,0,41,15,15,7,3,3,0,46,16,11,4,3,5,0,33,29,41,12,5,7,0,100,10,14,3,3,0,0,33,10,26,7,0,0,0,47,31,30,9,3,3,0,76,48,128,23,17,8,3,223,49,91,11,0,7,0,163,43,124,32,3,4,0,203,10,9,7,0,3,0,31,367,572,152,64,72,11,1236
POA6009,36,35,26,6,3,0,114,3,3,0,0,0,0,11,4,4,6,0,0,0,16,4,6,5,3,0,0,12,8,8,5,3,0,0,26,8,5,4,0,0,0,23,11,18,17,4,4,0,50,14,10,5,0,3,0,33,8,9,11,3,4,0,30,8,7,5,4,0,0,24,7,3,0,0,0,0,15,14,28,15,4,3,0,71,3,10,6,0,0,0,27,3,16,8,3,0,0,35,11,23,13,0,3,0,51,33,82,35,6,6,0,165,29,91,29,3,3,0,163,45,259,94,4,14,8,421,18,34,19,6,0,0,80,282,654,299,46,56,11,1351
POA6010,39,30,14,5,5,3,99,0,5,5,0,0,0,15,9,3,0,0,0,0,13,10,3,0,0,3,0,18,9,6,8,0,0,0,24,11,18,8,0,4,0,41,13,8,9,3,3,0,46,14,13,12,0,8,0,46,14,14,5,3,5,0,49,13,8,6,3,3,3,36,7,14,7,0,3,0,26,28,51,24,4,7,0,112,5,12,6,0,3,3,33,11,23,12,5,3,0,48,20,33,18,4,12,0,80,40,113,42,3,8,3,212,42,101,43,7,4,3,207,61,203,56,13,8,4,346,9,32,14,4,0,4,60,356,705,292,65,87,17,1519
POA6011,23,18,10,3,4,0,60,4,0,0,0,0,0,5,12,8,0,0,0,0,15,8,0,0,0,0,0,4,0,0,3,0,0,0,7,9,0,0,0,0,0,9,3,12,3,3,0,0,20,9,5,0,0,0,0,12,3,0,8,0,0,0,13,5,9,4,0,0,0,17,0,3,0,0,3,0,6,13,25,9,3,3,0,52,3,4,0,3,3,0,10,5,3,4,0,0,0,13,3,3,3,0,0,0,18,28,31,14,0,3,0,78,24,47,14,3,4,0,92,40,151,42,11,5,0,245,7,15,16,3,3,0,43,195,334,135,35,31,4,729
POA6012,20,13,12,3,3,0,55,0,0,0,0,3,0,3,0,0,3,0,0,0,6,3,5,3,0,0,0,14,3,6,0,0,0,0,9,6,3,3,0,0,0,19,6,8,5,4,0,0,26,6,8,5,0,0,0,24,9,6,7,0,3,0,31,5,6,0,0,3,0,20,3,7,3,0,0,0,12,11,24,13,0,3,0,49,7,11,0,0,0,0,18,16,14,0,0,0,0,27,7,16,13,0,4,0,35,25,76,26,5,3,0,139,20,61,13,0,3,0,104,21,101,30,13,3,3,165,11,22,12,0,8,0,54,189,392,137,37,38,9,801
POA6014,32,46,27,3,13,5,120,0,10,3,0,0,0,12,13,16,7,0,0,0,40,8,12,4,0,4,0,21,12,18,3,0,4,0,48,16,24,7,0,5,0,60,19,34,19,6,7,0,79,21,38,19,6,6,0,89,15,25,6,6,8,0,61,20,39,12,4,0,0,79,9,34,10,3,5,0,69,32,86,28,8,6,3,162,10,17,11,0,0,0,50,17,48,8,3,0,0,72,18,71,12,3,9,0,113,74,247,46,16,7,0,392,49,184,29,12,8,0,281,43,255,38,3,3,0,356,17,57,11,0,0,0,91,437,1252,322,85,89,11,2202
POA6015,11,24,7,7,0,0,48,3,3,4,0,3,0,11,7,0,0,0,0,0,10,0,6,0,0,0,0,13,4,0,0,0,0,0,5,3,9,6,0,0,0,18,3,5,4,0,0,0,17,7,3,5,0,0,0,17,0,8,3,0,0,0,15,7,5,3,0,0,0,10,3,5,4,0,0,0,11,4,28,15,0,0,0,46,3,6,0,0,0,0,13,5,7,8,0,3,0,22,0,9,3,0,0,0,14,13,40,14,4,0,0,70,12,57,25,4,0,0,92,24,92,33,3,0,0,154,3,17,6,0,4,0,38,114,325,144,19,18,6,630
POA6016,5,18,12,5,0,0,40,0,0,4,0,0,0,4,4,9,3,0,4,0,20,4,6,3,0,0,0,18,7,7,8,0,3,0,23,5,17,16,0,0,0,37,13,16,8,3,5,0,49,13,34,12,3,3,5,67,14,24,10,6,3,0,59,18,25,4,3,0,0,50,13,20,0,4,0,0,46,23,45,12,5,8,0,94,6,19,5,4,0,0,39,15,28,3,4,0,0,51,30,45,10,3,3,3,97,52,146,10,8,7,0,218,43,66,5,0,0,0,122,25,57,4,3,0,0,85,11,19,9,6,0,3,45,309,608,123,57,39,15,1145
POA6017,3,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,4,0,0,0,0,6,3,0,0,3,0,0,9,7,3,3,3,0,0,21,12,5,3,0,3,0,24,14,6,0,3,3,0,33,18,8,3,0,0,0,35,13,4,0,0,0,0,22,13,11,3,0,4,0,29,12,3,0,0,0,0,21,4,9,0,0,0,0,15,13,5,0,0,0,0,27,13,14,0,0,0,0,29,10,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,11,161,86,18,14,19,8,297
POA6018,63,63,41,6,17,7,207,3,14,7,0,0,0,36,22,24,12,0,7,0,71,13,15,11,3,5,0,48,29,32,19,3,9,0,85,38,48,34,9,9,5,133,48,63,40,9,19,5,179,50,75,38,21,13,0,193,54,61,30,10,17,0,177,57,86,37,10,12,8,198,55,74,23,11,9,0,162,117,207,64,10,25,6,430,78,81,19,7,7,0,192,76,101,19,9,7,3,218,150,199,48,22,10,0,427,230,520,107,29,21,7,908,94,246,56,12,8,3,420,59,195,52,7,4,0,316,35,79,19,6,3,0,145,1275,2179,660,188,205,46,4548
POA6019,32,26,16,7,12,0,86,8,3,3,0,0,0,18,3,7,9,7,3,0,32,3,5,3,0,3,0,19,18,17,7,0,3,0,47,20,16,14,7,4,0,59,32,26,12,7,6,0,85,31,31,12,3,6,6,88,46,41,15,5,13,3,117,34,56,17,14,10,0,128,36,43,11,4,3,0,89,70,99,23,15,14,0,228,26,43,6,9,5,0,84,43,52,12,6,4,0,117,92,88,14,10,9,3,218,155,230,71,20,13,3,485,60,125,22,8,8,0,217,58,79,14,7,0,0,163,19,30,15,3,4,3,75,781,1018,294,118,125,20,2367
POA6020,52,24,29,3,11,0,119,7,6,3,0,4,0,22,17,18,11,0,3,0,51,12,10,11,3,7,0,46,17,18,23,5,4,0,68,20,28,11,3,8,0,71,36,44,39,0,10,0,131,28,44,27,3,8,0,114,17,43,22,3,7,0,97,23,53,26,5,7,0,121,13,44,27,9,4,0,95,59,133,36,11,8,0,242,13,42,8,0,0,3,62,18,64,16,3,4,0,101,38,108,35,5,3,0,191,70,288,71,9,9,3,456,52,131,54,12,9,0,259,48,123,40,8,4,3,223,28,61,20,0,7,0,116,585,1280,511,85,110,11,2580
POA6021,37,31,11,3,10,6,93,9,0,0,0,0,0,11,6,15,13,3,5,0,41,7,10,8,3,4,0,28,19,17,17,3,8,0,59,15,27,17,8,12,0,76,30,41,19,7,9,0,109,22,25,20,14,9,0,90,25,60,20,5,8,3,124,32,65,19,12,9,0,140,24,45,5,7,3,4,86,60,103,36,8,6,6,221,26,42,12,4,7,0,94,41,51,14,8,3,0,122,56,90,28,0,7,0,186,103,170,51,7,9,7,341,45,65,23,0,5,0,144,19,70,24,3,3,0,122,28,30,18,4,5,3,89,600,967,369,91,116,29,2182
POA6022,13,5,8,0,0,0,23,3,0,0,0,0,0,9,3,3,0,0,0,0,9,4,3,3,0,0,0,13,10,3,3,0,0,0,21,8,10,3,0,4,0,25,7,12,3,3,4,0,29,7,15,9,0,6,0,35,7,18,6,3,3,0,37,9,26,12,3,9,0,61,10,20,6,3,3,0,42,21,43,9,8,4,0,87,13,18,3,0,3,0,35,8,17,0,0,3,0,30,22,33,9,7,0,0,61,25,44,6,3,3,0,82,0,8,3,0,0,0,9,4,8,4,0,0,0,10,4,12,4,3,0,0,29,183,299,85,33,45,3,644
POA6023,38,35,21,0,6,4,104,12,7,12,0,0,3,31,11,17,9,5,4,0,49,12,4,6,0,7,0,30,17,23,16,3,6,0,68,18,22,25,10,3,0,69,31,33,20,7,5,0,91,23,41,30,7,5,0,106,17,39,13,5,8,3,90,28,57,17,4,3,4,114,14,59,20,3,5,0,98,32,112,48,3,6,0,200,14,68,10,3,3,0,91,15,73,10,5,3,0,113,25,145,38,8,5,0,228,73,272,61,10,3,3,431,22,63,27,0,0,0,116,11,34,13,0,0,0,59,19,45,12,0,9,0,87,420,1154,399,70,92,21,2159
POA6024,18,18,15,4,0,0,62,13,3,6,0,0,0,25,17,10,3,0,4,0,32,7,7,12,3,0,0,35,8,14,16,3,5,0,41,16,18,13,3,6,0,61,22,30,20,3,14,0,85,24,45,21,5,11,3,111,18,51,28,4,3,0,115,31,70,14,12,4,0,134,25,56,8,8,9,0,107,62,111,23,11,6,5,213,26,72,5,6,3,0,113,28,48,3,0,3,0,88,61,139,36,12,4,3,247,70,129,28,6,12,0,249,9,15,10,3,3,0,43,8,16,3,0,0,0,36,14,24,11,8,6,0,70,486,882,280,87,100,19,1859
POA6025,56,31,54,7,16,3,164,20,8,14,0,3,0,45,33,13,18,6,5,0,72,23,10,28,4,5,3,74,40,43,39,8,9,0,132,32,50,31,8,21,0,141,54,72,57,5,22,0,216,56,80,43,13,13,0,202,61,92,41,17,22,3,237,66,99,46,12,26,0,252,62,96,33,15,10,0,217,111,191,72,22,24,7,422,73,125,30,15,0,0,240,51,116,34,14,3,0,215,126,207,47,21,8,3,419,134,320,80,13,15,4,572,57,120,35,4,6,0,221,41,96,35,9,7,0,188,29,64,30,6,11,4,145,1118,1834,761,199,214,33,4164
POA6026,45,25,43,5,9,0,130,9,8,8,0,8,0,33,21,25,16,3,6,0,76,22,17,15,0,11,0,61,23,26,36,9,8,0,99,36,29,42,6,13,0,125,44,50,57,15,11,0,184,45,58,46,12,19,0,184,44,74,38,10,13,0,174,48,71,48,14,16,0,200,33,91,27,15,7,4,172,78,172,72,10,24,4,356,30,77,27,3,9,0,141,36,121,24,9,0,0,191,73,218,59,8,3,0,365,87,298,101,20,16,0,523,28,58,28,4,4,0,118,10,26,12,0,0,0,45,23,43,26,3,10,0,96,722,1485,723,152,184,14,3279
POA6027,71,42,59,3,12,0,196,27,6,8,3,3,0,46,51,19,40,3,11,0,135,24,16,23,5,5,0,77,54,37,38,7,23,3,165,75,54,59,9,25,3,221,87,84,84,18,33,0,312,102,120,74,24,35,0,352,88,108,65,12,28,0,301,113,145,93,24,26,7,407,76,123,49,19,18,7,290,206,304,119,30,35,6,706,80,169,47,10,9,0,315,71,149,48,6,8,0,280,164,329,92,12,20,3,621,199,431,155,19,22,0,821,65,120,61,3,0,3,255,33,65,34,0,3,0,138,54,92,57,7,18,10,238,1634,2408,1214,222,344,43,5862
POA6028,38,33,25,3,6,0,103,5,6,6,0,0,0,22,25,17,11,0,6,0,56,21,20,17,3,7,0,66,25,24,17,10,8,0,79,26,38,40,9,7,0,119,42,44,52,3,21,3,158,44,52,67,14,15,3,193,46,67,62,3,24,3,203,62,83,71,10,10,7,246,32,79,52,17,13,4,197,86,174,130,11,17,3,424,39,98,41,5,4,0,188,47,118,50,10,7,0,233,75,212,103,7,11,0,409,141,360,154,10,13,3,686,51,129,81,6,4,3,271,30,78,35,9,3,0,150,21,51,50,6,10,0,130,868,1668,1055,142,186,31,3953
POA6029,6,5,7,0,0,0,19,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,0,0,0,4,3,0,3,0,0,0,8,0,0,0,0,0,0,0,3,13,4,0,0,0,19,6,3,3,0,0,0,14,0,0,4,0,0,0,6,3,0,4,0,0,0,11,0,9,5,0,0,0,9,3,11,3,0,0,0,21,0,3,0,0,0,0,4,3,12,3,0,0,0,16,6,11,0,3,4,0,24,13,31,4,0,3,0,48,9,28,14,0,0,0,46,5,29,12,0,0,3,52,3,6,4,0,0,0,14,71,168,65,6,11,4,328
POA6030,39,33,37,7,12,3,129,22,6,4,4,0,0,39,28,3,18,8,10,0,68,22,12,16,3,15,0,74,38,41,32,18,16,0,147,50,38,42,16,31,0,184,58,83,55,18,28,3,245,79,130,64,29,46,3,355,75,123,76,35,26,3,343,114,224,90,38,38,5,509,135,227,74,31,26,3,487,222,362,124,42,35,10,788,121,230,45,19,18,3,440,99,145,34,14,9,0,308,154,302,131,34,18,7,636,142,254,135,11,15,5,561,49,91,47,5,4,0,203,39,62,38,8,9,0,152,41,61,64,16,16,7,202,1529,2424,1140,362,354,54,5859
POA6031,14,12,10,3,4,0,42,4,0,0,0,0,0,7,17,5,4,0,0,0,24,8,11,7,3,3,0,30,18,10,8,7,4,0,45,12,18,16,3,14,0,58,26,40,16,15,15,0,111,32,56,13,15,20,0,143,44,76,32,17,11,0,183,64,114,34,31,19,0,262,73,138,34,22,17,3,284,143,262,58,28,20,4,507,80,165,29,16,13,3,316,81,129,20,14,5,0,254,108,221,61,10,10,3,418,55,162,53,8,10,4,294,18,25,11,0,0,4,68,17,33,8,0,0,0,62,25,35,10,4,8,3,93,831,1519,440,209,170,31,3196
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,18
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,3,0,0,0,0,4,0,3,3,0,0,0,3,0,0,0,0,0,0,5,11,17,21,3,0,0,55
POA6034,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,0,3,3,3,0,9,3,8,0,0,0,0,12,4,0,0,7,0,0,13,14,9,3,3,0,0,28,21,24,0,3,0,0,46,25,26,3,3,0,0,56,15,11,4,0,0,0,34,25,49,8,0,3,0,93,5,14,6,0,0,0,29,4,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,0,0,0,0,5,126,149,33,21,13,0,350
POA6035,17,5,3,3,4,0,36,4,3,0,0,0,0,7,9,8,0,0,3,0,16,9,3,0,0,0,0,14,14,0,5,0,0,0,22,6,10,4,3,4,0,30,4,14,4,0,9,0,34,12,28,7,3,9,0,58,22,30,11,15,4,0,76,37,58,17,9,8,3,125,43,79,13,7,3,0,147,62,102,22,15,3,4,214,35,76,15,7,4,0,134,31,53,7,0,0,0,98,56,101,21,8,3,0,181,32,50,17,3,6,0,114,3,9,6,0,0,0,23,5,9,0,0,0,0,20,22,19,7,5,3,0,56,418,663,172,78,64,12,1409
POA6036,11,6,11,3,0,0,29,3,0,0,0,0,0,8,9,0,3,0,0,3,8,7,3,4,3,3,0,21,9,9,5,0,0,0,22,17,21,6,3,8,0,56,17,19,5,10,8,0,65,40,39,10,17,13,0,118,27,50,23,5,8,0,122,54,83,28,21,17,0,199,50,125,24,26,12,3,242,85,208,54,23,17,5,393,44,148,33,12,13,4,254,35,85,23,8,6,3,160,73,158,52,13,3,0,296,63,132,59,14,9,4,274,12,30,20,3,0,0,66,12,16,4,3,0,0,34,27,26,14,14,3,0,76,597,1155,364,176,115,26,2434
POA6037,8,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,7,5,0,3,0,3,0,12,3,3,0,0,3,0,11,4,8,6,0,4,0,22,13,8,3,0,0,0,29,3,15,4,0,3,0,21,8,15,3,4,3,0,35,8,26,3,0,0,0,34,21,23,8,0,0,0,50,8,12,4,0,3,0,29,4,8,3,0,0,0,15,7,22,7,0,0,0,40,23,29,13,0,3,0,71,5,6,3,4,0,0,25,3,10,0,0,0,0,10,15,10,0,0,0,0,24,148,196,69,13,22,0,447
POA6038,0,5,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,6,6,0,3,0,3,0,7,6,3,0,0,0,0,7,8,8,3,0,0,0,22,9,10,4,8,5,0,36,16,21,4,9,4,0,51,31,32,8,7,6,0,96,24,53,9,3,3,0,87,67,75,12,9,4,0,178,50,62,15,3,9,0,135,38,79,5,3,4,0,131,73,127,24,5,5,0,237,36,68,8,3,3,3,129,9,8,3,0,0,0,21,3,3,4,0,0,0,7,16,9,0,3,0,0,31,402,564,108,65,50,7,1199
POA6041,3,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,3,0,0,0,12,3,0,0,3,0,0,8,6,0,0,0,0,0,3,9,3,0,0,0,0,13,0,0,6,0,0,0,8,3,4,3,0,0,0,14,4,5,0,0,0,0,14,3,0,6,0,0,0,12,3,8,0,0,0,0,15,6,11,4,3,0,0,25,3,7,5,0,0,0,12,4,3,3,0,0,0,11,11,12,0,3,0,0,23,10,14,5,0,0,0,33,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,4,74,84,40,11,3,0,214
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,4
POA6043,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0,21
POA6044,3,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,4,0,0,0,0,0,7,3,0,0,0,0,0,7,4,3,3,0,4,0,12,3,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,0,0,0,0,0,4,3,0,0,0,0,0,4,0,3,0,0,0,0,9,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,37,32,14,4,4,0,92
POA6050,19,26,22,3,5,0,71,6,3,3,0,0,0,14,3,7,3,0,8,0,26,4,7,3,0,0,0,17,3,14,8,0,0,0,25,13,16,7,0,6,0,37,20,13,9,7,4,0,54,21,16,12,4,3,0,59,15,15,9,3,0,0,42,18,14,16,6,0,0,55,12,13,4,5,0,0,40,46,51,33,5,5,0,138,12,9,4,0,0,0,32,21,26,12,0,4,0,62,38,40,7,4,3,0,94,57,101,30,4,3,0,199,48,98,47,3,0,0,197,45,124,22,3,0,0,202,13,19,14,3,3,0,44,415,609,258,55,49,13,1402
POA6051,33,11,4,0,3,0,49,4,4,5,0,0,0,10,9,3,0,3,3,0,12,3,3,0,0,4,0,11,14,8,3,4,5,0,29,12,6,6,3,5,0,34,26,13,5,4,0,3,49,32,18,0,4,0,3,59,31,20,9,3,4,0,65,39,22,3,6,7,0,76,32,20,3,0,0,0,60,61,38,9,5,14,0,121,30,27,0,0,0,0,64,34,26,0,3,0,0,61,47,39,11,0,3,0,95,71,81,18,5,3,3,180,14,28,7,0,5,0,59,23,18,8,0,0,0,46,20,15,4,4,0,0,43,522,387,85,56,60,15,1123
