region_id,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6000,159,84,53,23,4,0,678,13,74,51,38,21,3,0,0,200,255,1216,337,207,141,56,13,3,2228,114,281,127,113,76,25,10,0,746,14,28,13,15,8,9,3,0,90,151,278,153,116,90,48,10,4,850,21,14,10,7,6,3,0,0,61,186,320,176,138,104,60,13,4,1001,20,51,21,25,19,3,6,3,148,231,514,222,148,130,65,39,19,1368,836,2794,1093,753,544,235,85,29,6369
POA6003,35,22,20,8,3,0,172,6,29,13,17,11,0,0,0,76,86,383,117,52,34,11,0,0,683,36,88,50,37,21,8,3,0,243,6,7,3,3,3,6,0,0,28,54,99,41,34,21,3,3,0,255,3,7,6,3,0,0,0,0,19,63,113,50,40,24,9,3,0,302,9,21,6,8,10,3,4,0,61,48,145,62,44,45,16,14,0,374,254,857,333,220,165,55,27,0,1911
POA6004,150,91,76,26,5,0,660,7,67,33,32,20,9,0,0,168,233,1029,311,194,192,66,13,4,2042,95,233,102,125,92,48,13,3,711,9,17,10,13,11,8,3,3,74,102,208,97,90,88,41,16,3,645,10,11,9,3,6,0,0,4,43,121,236,116,106,105,49,19,10,762,19,48,14,15,29,15,7,3,150,242,518,183,146,141,82,42,16,1370,732,2428,909,709,655,295,99,36,5863
POA6005,89,62,41,16,8,0,441,11,73,31,15,12,0,0,0,142,138,732,202,134,95,46,7,0,1354,50,115,71,48,55,22,9,4,374,7,14,6,11,6,3,0,0,47,79,144,64,45,35,24,15,7,413,8,10,9,4,4,3,0,0,38,94,168,79,60,45,30,15,7,498,3,26,16,13,12,10,8,4,92,113,277,108,109,98,35,43,42,825,415,1610,596,441,358,159,90,57,3726
POA6006,140,93,54,19,3,3,429,0,54,86,64,26,7,0,0,237,153,621,477,309,154,34,6,0,1754,53,162,119,121,82,43,16,6,602,12,13,27,23,12,3,0,0,90,107,195,150,117,85,39,25,14,732,16,16,7,6,6,3,0,0,54,135,224,184,146,103,45,25,14,876,6,21,24,22,11,14,10,3,111,80,144,113,80,86,78,97,66,744,435,1335,1143,835,516,240,157,92,4753
POA6007,145,88,71,16,9,3,522,4,53,63,51,26,4,3,0,204,153,738,378,209,162,52,32,24,1748,34,117,95,105,87,53,21,3,515,5,12,16,7,10,9,0,0,59,81,140,92,83,65,34,22,6,523,8,13,5,3,0,0,0,3,32,94,165,113,93,75,43,22,9,614,7,21,18,14,15,13,5,6,99,75,181,106,59,83,43,36,25,608,373,1459,918,619,519,224,128,70,4310
POA6008,326,293,263,119,25,9,1338,15,107,119,124,97,32,10,3,507,289,1127,790,628,498,227,60,9,3628,58,154,169,204,206,130,49,11,981,10,17,22,36,35,19,3,0,142,75,154,102,133,107,78,28,14,691,14,10,15,13,6,5,6,0,69,99,181,139,182,148,102,37,14,902,8,30,39,35,46,47,19,13,237,112,225,147,135,156,128,108,90,1101,587,2121,1729,1601,1414,785,308,149,8694
POA6009,423,482,374,213,81,14,1972,7,60,82,122,94,50,16,6,437,472,862,830,843,732,381,166,50,4336,70,86,142,224,233,170,100,37,1062,5,18,6,23,32,19,4,3,110,65,72,60,86,78,52,21,12,446,11,7,6,7,6,7,7,3,54,81,97,72,116,116,78,32,18,610,25,26,25,42,60,78,34,24,314,161,102,85,104,111,103,78,113,857,836,1598,1659,1933,1720,1073,507,262,9588
POA6010,264,335,266,125,66,16,1230,7,61,111,109,89,44,16,9,446,259,656,687,784,597,339,174,50,3546,46,116,157,279,276,219,96,34,1223,11,14,13,43,33,28,19,7,168,121,135,119,113,95,81,46,20,730,21,7,9,12,3,4,6,5,67,153,156,141,168,131,113,71,32,965,10,16,31,46,60,64,42,24,293,213,108,115,140,117,112,131,119,1055,705,1254,1506,1861,1536,1016,596,284,8758
POA6011,127,183,142,62,32,10,667,4,44,55,76,51,9,0,0,239,148,492,439,478,419,190,71,23,2260,32,70,96,134,152,113,67,20,684,7,6,10,18,24,9,0,5,79,61,97,60,72,62,34,21,8,415,8,6,0,3,3,5,6,0,31,76,109,70,93,89,48,27,13,525,3,16,16,26,38,32,15,10,156,126,153,93,95,126,81,64,78,816,397,987,896,1085,1017,535,276,154,5347
POA6012,136,154,114,51,17,3,592,5,47,52,73,32,21,4,6,240,131,440,397,367,242,153,58,24,1812,37,102,104,126,147,83,34,9,642,9,7,23,19,15,13,4,0,90,68,107,86,99,85,53,28,12,538,10,6,7,3,4,6,3,0,39,87,120,116,121,104,72,35,12,667,3,18,20,30,31,21,15,6,144,98,112,92,85,92,78,75,59,691,365,952,917,956,762,479,238,119,4788
POA6014,393,312,178,66,22,7,1298,11,93,180,146,98,38,11,3,580,350,1075,1227,885,496,209,133,51,4426,87,200,291,333,258,155,116,50,1490,15,22,31,41,28,20,21,10,188,155,226,183,256,166,96,64,24,1170,31,26,14,13,9,8,7,0,108,201,274,228,310,203,124,92,34,1466,14,46,41,57,35,46,31,30,300,168,224,125,125,116,81,115,120,1074,845,2218,2485,2168,1384,719,520,295,10634
POA6015,82,171,94,66,28,3,474,0,4,51,59,30,17,6,0,167,103,121,325,401,227,162,104,29,1472,20,15,59,158,102,92,55,10,511,0,4,6,8,7,11,17,8,61,33,19,54,75,40,32,30,14,297,0,0,3,5,7,8,3,0,26,33,23,63,88,54,51,50,22,384,4,3,19,20,21,32,15,17,131,43,19,24,45,29,42,69,27,298,210,208,623,942,557,462,327,108,3437
POA6016,171,89,54,10,3,0,488,3,66,102,67,38,6,3,0,285,177,633,607,296,114,31,10,6,1874,84,197,187,162,92,29,19,3,773,3,17,21,31,14,7,3,0,96,95,202,171,166,95,38,24,17,808,21,10,13,8,6,0,0,0,58,119,229,205,205,115,45,27,17,962,10,15,27,19,20,13,18,3,125,120,194,127,75,81,45,69,45,756,524,1484,1426,913,514,179,149,74,5263
POA6017,33,12,6,0,0,0,168,3,33,12,0,0,3,0,0,51,68,312,126,46,33,7,5,0,597,35,124,58,37,26,17,7,6,310,14,15,10,7,8,7,0,0,61,67,174,88,62,45,18,10,4,468,14,11,4,3,3,0,0,0,35,95,200,102,72,56,25,10,4,564,6,16,12,9,6,0,0,0,49,109,176,83,67,72,32,32,14,585,323,971,426,243,199,84,54,24,2324
POA6018,436,332,181,81,25,4,1375,16,177,283,208,135,37,12,0,868,441,1794,1580,993,643,362,133,37,5983,177,465,651,577,471,311,140,41,2833,22,78,93,84,76,56,25,18,452,399,700,647,576,408,289,206,58,3283,52,52,49,37,18,14,6,0,228,473,830,789,697,502,359,237,76,3963,30,69,78,100,93,93,79,36,578,285,376,288,251,252,257,377,360,2446,1438,4011,4105,3158,2277,1500,1003,554,18046
POA6019,256,194,148,75,24,0,956,7,122,125,115,68,27,14,0,478,282,1320,906,618,419,211,93,14,3863,73,396,369,319,249,200,86,28,1720,27,42,51,38,35,34,19,3,249,317,723,386,354,217,134,104,19,2254,41,39,26,19,12,12,3,3,155,385,804,463,411,264,180,126,25,2658,22,67,58,42,57,44,39,17,346,294,487,284,212,194,140,135,62,1808,1081,3437,2461,1911,1399,877,517,146,11829
POA6020,187,236,170,59,19,0,741,6,57,116,135,102,35,3,3,457,274,562,818,756,702,259,63,17,3451,77,169,296,484,492,236,73,19,1846,12,35,54,58,88,39,10,7,303,242,304,357,433,452,266,92,32,2178,26,8,23,17,29,17,3,9,132,280,347,434,508,569,322,105,48,2613,23,24,54,71,106,84,30,10,402,162,109,120,151,188,131,113,61,1035,825,1335,2025,2341,2329,1126,406,158,10545
POA6021,149,93,47,19,3,0,471,7,64,77,42,40,13,0,0,243,216,898,647,322,196,89,30,3,2401,120,314,327,244,223,87,31,8,1354,26,33,52,50,36,15,7,0,219,289,427,442,418,322,231,84,20,2233,33,30,29,23,14,6,3,0,138,348,490,523,491,372,252,94,20,2590,19,58,50,61,41,39,17,7,292,186,190,159,145,176,223,222,111,1412,902,2168,1932,1398,1095,722,397,149,8763
POA6022,26,16,14,6,0,0,86,3,14,28,15,15,7,3,0,85,40,173,160,96,89,39,11,0,608,20,64,75,84,87,51,12,3,396,6,5,14,10,26,13,3,0,77,84,157,141,130,124,73,29,5,743,10,14,5,7,6,0,3,0,45,100,176,160,147,156,86,35,5,865,4,10,17,5,14,12,7,3,72,27,41,31,34,35,50,18,12,248,197,499,497,397,410,251,86,23,2360
POA6023,153,131,130,50,12,0,540,3,45,107,87,79,19,3,0,343,144,434,659,499,446,158,35,12,2387,83,121,305,330,355,147,51,14,1406,14,32,40,35,56,40,10,9,236,170,244,360,379,299,172,55,18,1697,37,18,24,28,22,7,3,0,139,221,294,424,442,377,219,68,27,2072,8,15,47,42,59,49,27,15,262,80,53,55,75,81,56,74,45,519,542,1023,1750,1606,1527,698,270,113,7529
POA6024,83,55,47,15,4,0,248,6,52,69,48,48,17,0,0,240,103,505,422,224,232,89,28,6,1609,82,183,223,206,267,136,30,10,1137,23,49,44,38,55,20,6,3,238,185,371,401,331,346,198,57,22,1911,26,30,18,22,20,5,0,0,121,234,450,463,391,421,223,63,25,2270,13,22,31,50,65,34,14,3,232,86,76,82,91,84,82,92,25,618,529,1327,1373,1065,1164,596,231,69,6354
POA6025,218,225,107,28,10,3,702,10,88,117,151,80,19,6,3,474,326,903,963,782,504,151,43,8,3680,147,352,545,620,508,192,72,14,2450,45,57,90,99,96,42,15,4,448,583,862,843,950,808,441,176,66,4729,83,69,37,60,30,11,4,0,294,711,988,970,1109,934,494,195,70,5471,40,51,88,104,125,80,36,13,537,169,180,219,200,190,103,60,20,1141,1412,2664,3120,3191,2448,1067,422,131,14455
POA6026,157,126,65,19,4,0,421,6,55,92,111,61,4,8,0,337,221,507,631,639,372,90,47,12,2519,100,174,397,538,418,121,67,16,1831,20,30,51,72,82,29,23,6,313,371,402,564,824,613,212,129,59,3174,60,30,29,46,23,16,0,3,207,451,462,644,942,718,257,152,68,3694,23,31,62,79,86,44,36,11,372,155,70,103,143,149,109,193,138,1060,962,1343,2086,2578,1869,644,507,245,10234
POA6027,227,245,146,47,10,6,864,8,109,175,160,98,21,6,3,580,424,1042,1113,911,566,193,62,16,4327,320,503,740,916,610,219,64,15,3387,71,86,122,150,114,31,17,3,594,892,1135,1215,1566,1124,420,163,40,6555,120,101,79,72,61,12,4,0,449,1083,1322,1416,1788,1299,463,184,43,7598,60,94,116,141,167,87,52,16,733,479,344,330,389,307,204,232,93,2378,2388,3583,4117,4550,3193,1234,610,192,19867
POA6028,117,126,62,11,5,0,383,5,47,88,79,21,10,3,0,253,169,410,709,516,152,66,24,3,2049,92,198,487,521,190,68,14,0,1570,15,26,76,80,24,24,6,0,251,394,400,749,862,409,120,51,6,2991,60,31,36,37,27,3,0,0,194,469,457,861,979,460,147,57,6,3436,30,25,75,83,47,30,21,4,315,144,74,130,126,97,55,43,14,683,918,1264,2467,2430,1029,387,167,27,8689
POA6029,37,37,21,11,0,0,123,3,13,17,23,7,3,0,0,66,24,74,129,108,85,43,15,8,486,11,28,42,56,57,28,19,6,247,3,3,4,10,3,4,3,3,33,22,43,49,57,37,31,14,8,261,3,0,6,0,3,0,0,0,12,28,46,59,67,43,35,17,11,306,3,10,6,8,8,7,9,0,51,29,22,32,21,23,20,14,12,173,98,210,322,320,244,147,74,37,1452
POA6030,129,119,48,23,6,3,422,3,72,103,73,33,13,4,0,301,145,720,770,453,211,91,45,13,2448,193,524,740,569,259,141,74,14,2514,38,97,117,98,56,32,13,4,455,701,1170,1390,1196,519,320,160,37,5493,131,100,86,49,15,12,5,0,398,870,1367,1593,1343,590,364,178,41,6346,69,80,117,127,82,67,47,14,603,594,473,594,425,273,231,250,177,3017,1880,3324,4046,3109,1496,930,604,262,15651
POA6031,40,27,14,0,0,0,101,6,28,28,12,0,0,0,0,74,61,276,280,124,49,21,7,0,818,70,183,258,161,78,26,8,0,784,21,40,47,20,14,0,0,0,142,266,500,457,344,145,72,25,3,1812,43,40,22,13,14,0,0,0,132,330,580,526,377,173,72,25,3,2086,18,32,42,41,19,11,4,0,167,118,109,106,100,51,37,14,4,539,603,1228,1280,842,384,167,58,7,4569
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,0,0,0,17,0,0,0,5,5,3,0,0,13,0,0,3,0,0,0,0,0,3,0,8,10,13,3,4,3,0,41,0,0,0,0,0,0,0,0,0,0,8,13,13,3,4,3,0,44,0,0,0,0,4,0,0,0,4,6,0,0,3,5,0,3,0,17,13,8,16,28,17,7,6,0,95
POA6033,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,4,4,8,17,4,8,7,3,3,54,3,6,20,14,4,3,0,0,50,0,0,3,0,3,0,0,0,6,24,30,23,20,17,6,0,0,120,4,4,0,0,0,0,0,0,8,28,34,26,20,20,6,0,0,134,0,0,0,4,0,0,0,0,4,13,11,8,6,7,3,0,0,48,48,59,75,48,39,22,3,3,297
POA6035,10,3,10,4,3,0,30,0,5,7,6,8,4,3,0,33,9,62,65,51,21,23,9,0,240,17,47,78,63,37,25,3,3,273,7,15,9,8,10,12,0,0,61,78,123,167,152,80,80,58,79,817,12,7,6,11,5,4,0,0,45,97,145,182,171,95,96,58,79,923,3,12,24,7,15,16,3,3,83,54,40,55,50,34,41,26,13,313,180,311,421,351,220,209,105,98,1895
POA6036,40,25,8,7,0,0,99,8,32,38,12,7,0,0,0,97,49,264,252,104,30,14,11,0,724,63,190,281,131,47,28,0,0,740,11,40,43,29,8,3,0,0,134,202,445,563,282,100,46,11,6,1655,31,37,43,10,7,0,0,0,128,244,522,649,321,115,49,11,6,1917,19,37,36,28,15,13,7,0,155,95,125,111,73,41,34,20,6,505,478,1189,1407,694,263,145,49,12,4237
POA6037,0,3,0,3,0,0,9,0,0,4,6,6,0,0,0,16,0,28,17,20,19,12,0,0,96,10,16,26,26,34,21,5,5,143,0,0,11,6,9,3,0,0,29,38,62,83,81,72,45,30,0,411,5,4,3,6,6,0,0,0,24,43,66,97,93,87,48,30,0,464,0,0,6,6,9,12,10,0,43,22,11,30,20,13,14,12,10,132,75,124,180,174,168,110,57,15,903
POA6041,3,0,3,0,3,0,9,0,0,0,0,3,0,0,0,3,3,7,9,8,15,10,4,0,56,3,8,9,11,19,17,0,0,67,0,0,0,3,6,6,0,0,15,11,19,53,39,57,42,12,0,233,0,5,0,3,8,0,0,0,16,11,24,53,45,71,48,12,0,264,0,0,8,6,11,0,0,3,28,17,9,19,6,34,18,12,0,115,34,48,101,76,156,93,31,3,542
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,13,0,0,3,0,0,0,0,0,3,4,0,0,0,3,0,0,0,7,8,3,6,4,12,0,0,0,33
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,0,0,3,0,0,0,0,0,3,3,6,3,6,9,8,0,0,35,0,3,0,0,0,0,0,3,6,3,9,6,6,9,8,0,3,44,0,0,0,3,0,3,0,0,6,0,3,6,6,0,3,6,0,24,3,15,15,15,12,14,6,3,83
POA6044,0,3,6,3,0,0,12,0,0,0,0,6,0,0,0,6,8,15,14,10,10,7,3,0,67,0,13,18,14,28,12,3,3,91,0,3,6,0,4,0,0,0,13,11,21,34,45,48,42,12,3,216,4,7,3,6,0,0,0,0,20,15,31,43,51,52,42,12,3,249,0,6,7,3,11,8,3,0,38,29,36,48,37,52,32,20,6,260,52,101,130,118,165,104,41,12,723
POA6050,200,192,167,51,14,0,832,6,88,106,121,83,26,10,0,440,276,984,705,629,405,140,64,29,3232,127,218,200,241,215,97,70,31,1199,18,30,23,33,29,11,8,16,168,169,274,165,219,123,76,49,32,1107,40,24,12,16,12,3,3,0,110,227,328,200,268,164,90,60,48,1385,21,27,33,35,32,27,28,17,220,170,204,132,119,99,90,149,170,1133,837,2047,1576,1605,1165,521,395,295,8441
POA6051,166,68,56,22,6,3,610,6,85,85,51,39,8,6,0,280,221,1063,527,254,162,69,12,5,2313,133,360,226,153,138,52,24,6,1092,15,35,29,31,31,6,0,0,147,152,444,254,194,175,101,36,9,1365,33,35,19,8,13,8,3,0,119,200,514,302,233,219,115,39,9,1631,13,58,34,32,28,21,14,10,210,168,377,196,148,133,95,71,58,1246,755,2732,1536,939,775,382,172,91,7382
POA6052,114,89,50,8,4,0,353,6,57,93,71,42,10,5,0,284,152,577,511,319,164,51,25,7,1806,56,136,165,175,137,51,30,9,759,13,17,32,33,21,6,4,0,126,96,227,193,203,155,66,43,14,997,24,24,16,17,10,6,0,0,97,133,268,241,253,186,78,47,14,1220,5,31,28,34,30,26,11,8,173,112,106,113,85,84,72,74,49,695,474,1253,1265,1026,693,296,196,87,5290
POA6053,161,93,51,19,3,0,465,0,76,100,61,33,13,0,0,283,114,668,597,355,166,61,22,10,1993,80,241,236,233,150,56,29,12,1037,18,24,44,43,25,10,8,4,176,178,353,308,310,244,117,59,43,1612,25,21,26,13,8,6,0,0,99,221,398,378,366,277,133,67,47,1887,16,31,29,35,45,31,18,9,214,142,188,140,135,140,119,144,119,1127,576,1737,1641,1278,862,432,283,197,7006
POA6054,91,72,40,13,3,4,336,0,61,86,69,30,9,3,3,261,138,618,491,323,204,75,24,8,1881,100,251,290,261,186,92,33,4,1217,29,42,54,78,40,14,4,4,265,326,545,543,519,446,203,103,29,2714,53,61,40,16,19,9,3,0,201,408,648,637,613,505,226,110,33,3180,22,40,59,54,67,53,21,6,322,200,156,209,204,176,178,157,51,1331,873,1882,1863,1596,1208,646,351,109,8528
POA6055,30,60,41,13,3,3,176,5,30,49,31,15,6,0,3,139,62,232,291,180,138,58,13,6,980,49,139,179,169,129,64,19,4,752,21,22,44,35,26,13,7,0,168,184,331,370,333,266,141,39,3,1667,14,25,15,10,8,8,3,3,86,219,378,429,378,300,162,49,6,1921,3,30,32,31,45,28,18,0,187,162,196,198,176,133,147,95,59,1166,500,1031,1208,1025,801,478,197,81,5321
POA6056,91,96,78,27,0,0,389,11,54,91,95,52,16,7,0,326,167,569,546,423,330,149,57,18,2259,184,396,496,457,418,179,50,11,2191,68,95,99,91,99,48,13,3,516,780,1101,1052,1045,847,417,159,35,5436,125,108,68,55,43,6,6,0,411,973,1304,1219,1191,989,471,178,38,6363,41,84,94,108,104,88,39,11,569,576,412,486,459,451,398,378,230,3390,1959,2909,3023,2829,2422,1328,709,308,15487
POA6057,24,26,13,12,0,3,100,7,29,37,33,29,7,0,0,142,78,289,230,160,120,56,25,0,958,74,175,205,193,148,77,24,6,902,24,43,53,42,28,19,0,6,215,364,564,551,500,341,204,97,12,2633,61,41,27,19,14,11,0,0,173,449,648,631,561,383,234,97,18,3021,24,29,44,48,46,47,20,0,258,177,186,194,158,134,113,87,18,1067,809,1378,1365,1179,873,546,253,45,6448
POA6058,16,24,13,7,3,0,93,5,7,25,20,19,6,3,0,85,61,190,111,94,77,42,32,8,615,40,135,125,146,130,42,10,6,634,17,32,28,39,40,9,6,0,171,211,390,374,344,323,137,47,11,1837,39,41,23,15,10,9,3,0,140,267,463,425,398,373,155,56,11,2148,11,25,16,31,19,22,11,3,138,123,109,140,115,135,106,118,60,906,510,956,858,828,766,380,233,88,4619
POA6059,157,123,74,42,18,3,615,6,64,117,106,57,30,8,3,391,257,832,760,562,360,215,69,18,3073,135,260,396,350,281,196,98,28,1744,30,24,71,61,58,40,18,0,302,237,378,449,452,334,259,177,41,2327,29,35,30,23,17,9,0,5,148,296,437,550,536,409,308,195,46,2777,24,47,55,84,64,81,46,18,419,233,176,189,191,176,192,214,101,1472,966,1999,2224,1952,1421,1064,648,217,10491
POA6060,198,104,69,22,10,3,847,17,144,126,85,57,12,0,0,441,311,1589,783,391,269,103,60,21,3527,179,548,379,290,218,116,70,20,1820,25,59,77,50,39,19,21,0,290,333,627,412,423,253,170,139,42,2399,42,57,32,28,15,13,0,0,187,400,743,521,501,307,202,160,42,2876,19,78,78,53,70,35,35,18,386,273,409,272,184,202,204,227,149,1920,1222,3929,2357,1608,1192,694,562,253,11817
POA6061,126,51,23,5,0,0,549,12,95,47,35,24,9,0,0,222,279,1366,508,290,159,60,35,7,2704,231,644,408,269,175,89,44,7,1867,55,88,93,71,54,19,7,3,390,531,995,697,579,420,246,162,23,3653,96,106,55,53,25,6,3,0,344,682,1189,845,703,499,271,172,26,4387,51,115,78,84,79,58,22,5,492,638,740,532,464,390,357,267,72,3460,1908,4478,2544,1896,1349,849,540,117,13681
POA6062,142,95,73,40,3,0,557,5,91,93,64,45,22,6,0,326,325,1023,676,457,339,162,66,16,3064,182,433,444,413,376,217,86,27,2178,45,75,69,81,73,45,15,6,409,522,732,754,756,707,441,192,41,4145,61,61,50,50,32,8,6,0,268,628,868,873,887,812,494,213,47,4822,33,73,84,89,105,78,28,14,504,309,240,242,283,291,278,267,110,2020,1501,2913,2554,2288,2041,1291,669,214,13471
POA6063,24,14,16,0,0,0,95,3,15,25,14,8,0,0,3,68,75,296,218,143,83,22,3,0,840,88,221,190,158,103,31,8,3,802,24,31,36,39,33,11,0,0,174,268,431,386,394,282,74,44,8,1887,37,45,24,16,12,7,0,0,141,329,507,446,449,327,92,44,8,2202,23,38,36,44,40,16,5,6,208,196,160,179,170,126,91,49,25,996,717,1275,1118,992,703,252,109,45,5211
POA6064,58,41,37,17,4,0,228,10,53,57,32,13,6,0,0,171,194,617,424,261,177,62,18,4,1757,179,346,307,307,240,62,22,6,1469,38,78,79,89,54,17,11,0,366,508,810,747,748,592,256,87,22,3770,81,84,49,56,26,10,0,0,306,627,972,875,893,672,283,98,22,4442,38,80,81,90,91,58,25,8,471,429,301,360,319,282,244,173,64,2172,1477,2440,2162,1943,1512,732,340,104,10710
POA6065,223,121,54,17,11,0,638,18,157,180,88,46,16,5,0,510,353,1718,1370,625,302,98,45,15,4526,260,894,1022,655,410,172,69,17,3499,75,117,213,136,99,39,21,10,710,1056,1977,2005,1539,971,556,287,113,8504,123,135,108,58,34,15,4,0,477,1254,2229,2326,1733,1104,610,312,123,9691,63,135,176,152,129,96,33,14,798,280,376,369,305,240,187,139,73,1969,2235,5714,5666,3679,2285,1196,614,242,21631
POA6066,49,44,30,3,0,3,167,3,27,27,45,22,3,0,0,127,151,332,310,282,155,65,15,6,1316,102,168,274,314,132,41,16,0,1047,23,40,70,82,33,11,6,0,265,387,419,558,675,299,151,60,3,2552,52,39,36,47,21,3,0,0,198,462,498,664,804,353,165,66,3,3015,16,30,51,77,59,24,13,4,274,246,127,194,167,133,89,84,18,1058,986,1214,1569,1733,884,390,194,34,7004
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,11,4,5,12,3,3,0,0,0,27
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,81,65,36,17,10,0,269,5,67,79,49,21,13,0,0,234,71,557,584,292,132,69,22,9,1736,124,443,536,318,166,75,26,6,1694,40,79,95,52,33,17,7,3,326,485,1035,1005,669,382,162,66,17,3821,59,76,68,28,14,7,0,0,252,584,1190,1168,749,429,186,73,20,4399,25,53,81,65,48,38,17,9,336,251,211,282,205,115,103,43,21,1231,1060,2581,2811,1743,947,501,191,65,9899
POA6070,47,43,43,23,6,3,175,0,12,30,36,22,8,0,0,108,25,51,142,138,130,75,21,3,585,17,16,48,93,84,53,14,3,328,0,8,6,12,17,9,0,0,52,35,44,61,109,73,45,18,6,391,5,3,4,7,9,3,0,0,31,40,55,71,128,99,57,18,6,474,3,0,7,15,21,14,12,0,72,19,16,21,13,39,26,10,5,149,104,160,366,466,438,256,81,20,1891
POA6071,23,38,36,13,0,0,113,0,3,9,34,16,8,4,0,74,22,45,115,112,92,48,12,0,446,13,17,64,78,57,46,10,0,285,3,6,14,16,10,6,3,0,58,66,51,84,114,81,46,15,9,466,8,6,4,6,4,3,3,0,34,77,63,102,136,95,55,21,9,558,0,3,8,16,14,9,10,6,66,40,15,51,46,45,34,23,4,258,152,149,372,460,355,213,80,19,1800
