POA_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6712,376,22,401,3,0,5,102,4,105,85,8,91,168,14,177,28,0,33,489,64,551,3,0,6,4,0,9,0,0,0,0,0,0,882,87,973,156,13,163,8,0,8,1047,98,1147,391,29,414,1811,151,1965
POA6713,232,189,421,49,44,91,12,10,21,4,3,5,20,16,40,5,4,9,152,150,305,0,0,0,4,3,12,0,0,0,3,3,4,205,192,391,5,6,13,3,3,6,258,247,506,47,38,87,546,473,1019
POA6714,1975,1414,3384,1569,1353,2920,224,162,386,176,139,314,318,278,595,94,75,167,1987,1743,3732,49,40,88,82,67,142,6,3,11,0,0,0,2941,2493,5432,634,553,1180,64,60,125,5208,4457,9664,1332,828,2157,8512,6702,15213
POA6716,136,96,237,40,33,70,3,5,8,7,3,14,10,19,31,0,0,5,111,94,208,0,0,3,3,5,14,0,0,3,0,0,0,147,134,278,10,19,33,0,5,3,194,198,392,30,25,51,359,314,676
POA6718,173,167,341,94,93,194,3,0,0,3,0,3,4,0,6,3,5,5,57,63,116,0,0,0,3,4,8,0,0,0,0,0,0,68,72,142,0,4,6,6,4,8,174,171,347,211,60,268,556,394,951
POA6720,301,240,540,243,179,427,19,16,30,16,21,36,77,75,152,8,5,16,307,268,577,11,7,14,25,23,44,0,0,0,0,0,0,468,413,878,31,48,79,9,12,25,752,653,1412,238,75,306,1291,964,2259
POA6721,522,377,898,220,191,414,102,91,195,68,53,125,147,107,254,45,32,81,665,568,1230,20,13,31,16,15,34,0,0,0,0,0,0,1074,876,1946,127,136,263,14,19,40,1439,1221,2656,347,245,590,2310,1840,4146
POA6722,1140,983,2119,776,757,1533,148,123,268,99,83,177,251,235,482,54,44,96,942,819,1760,27,25,49,26,29,55,0,4,3,0,0,0,1544,1354,2900,325,339,670,43,41,91,2692,2494,5183,822,722,1548,4659,4198,8855
POA6725,2024,1875,3901,729,784,1512,86,91,174,120,135,259,94,106,206,43,43,83,838,890,1735,18,13,28,55,54,112,3,4,9,0,0,0,1256,1340,2597,188,222,407,72,63,136,2242,2405,4648,722,640,1355,4988,4918,9905
POA6726,951,914,1867,427,452,880,48,52,103,46,63,112,48,48,98,28,25,50,416,470,887,3,11,15,24,18,43,7,7,13,3,3,5,628,701,1325,114,127,244,17,11,26,1188,1290,2477,315,360,673,2459,2558,5015
POA6728,1388,1365,2754,361,389,753,33,26,62,32,31,60,38,39,79,11,13,21,370,415,781,0,0,0,25,13,41,0,3,4,0,0,0,510,543,1052,57,68,125,56,54,107,983,1052,2044,366,244,614,2741,2670,5409
POA6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,323,338,657,68,89,155,3,3,5,0,11,8,13,14,19,0,0,0,49,53,101,3,3,4,3,3,4,0,0,0,0,0,0,69,81,150,6,6,11,5,8,10,143,185,332,82,107,185,545,627,1172
POA6743,1109,1128,2232,472,530,1002,64,58,121,72,55,129,112,99,213,28,21,50,369,380,746,14,16,32,58,63,123,0,4,4,0,0,0,714,696,1413,126,136,267,38,29,62,1354,1397,2749,373,337,709,2838,2853,5689
POA6751,842,410,1256,272,236,512,88,35,118,66,50,117,116,58,171,37,15,50,864,439,1295,7,6,17,40,20,58,0,0,0,0,0,0,1212,625,1839,134,91,225,12,12,19,1628,968,2592,491,175,667,2962,1552,4514
POA6753,1183,662,1838,357,327,688,100,69,169,64,53,113,151,93,247,27,9,40,1017,592,1606,19,11,26,21,12,33,4,0,4,0,0,0,1404,837,2244,198,168,366,31,22,56,1998,1354,3351,1138,401,1534,4312,2414,6726
POA6754,228,171,399,80,73,160,15,15,35,17,4,20,26,21,47,6,8,12,164,119,286,6,5,8,14,12,25,0,0,0,0,0,0,240,189,436,17,30,47,8,7,15,344,303,649,126,47,176,696,523,1223
POA6758,395,97,491,17,13,28,32,3,35,23,5,29,42,14,52,12,3,14,555,121,678,4,3,6,15,0,15,0,0,0,0,0,0,676,151,827,62,16,80,10,0,8,774,179,952,193,54,244,1356,328,1688
POA6760,160,131,293,21,8,29,3,0,3,6,4,9,15,3,18,0,0,0,81,34,108,3,0,3,0,0,0,0,0,0,0,0,0,108,43,150,11,5,14,23,23,52,161,85,242,45,20,60,357,234,597
POA6762,240,114,357,15,9,21,9,0,9,7,0,8,27,3,32,0,0,0,187,38,223,3,0,3,3,0,0,0,0,0,0,0,0,240,48,286,18,3,24,10,3,13,283,55,335,138,17,150,653,187,846
POA6765,448,432,881,90,107,193,8,5,17,6,16,22,10,10,21,8,4,12,75,75,149,4,0,4,13,10,22,0,0,0,0,0,0,121,130,247,28,33,61,12,15,26,243,291,535,66,88,149,757,812,1571
POA6770,690,749,1432,105,106,215,8,15,22,19,10,29,16,16,29,4,8,10,87,95,189,5,5,9,14,19,35,0,0,0,0,0,0,154,164,318,36,39,80,147,123,267,445,432,884,162,162,325,1294,1344,2638
