region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA6218,0,0,3,3,6,3,0,0,0,3,0,3,4,0,7,0,0,0,0,0,7,4,8,0,19,6,4,0,0,10,4,0,0,0,4,3,3,3,0,9,4,3,6,0,13,4,6,3,0,13,3,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,19,0,0,3,0,3,39,36,37,3,115
POA6220,3,5,3,0,11,19,0,3,0,22,6,3,5,0,14,6,4,10,0,20,103,9,32,3,147,49,18,30,8,105,58,19,18,0,95,32,43,20,0,95,35,50,7,0,92,62,89,6,3,160,29,72,3,0,104,25,58,4,0,87,19,31,0,0,50,6,14,0,0,20,8,17,3,0,28,40,112,20,0,172,21,16,7,0,44,521,560,171,14,1266
POA6221,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,3,0,12,6,3,0,0,9,7,0,4,0,11,5,0,0,0,5,6,6,0,0,12,6,11,6,0,23,3,3,4,0,10,0,6,0,0,6,0,7,0,0,7,0,3,0,0,3,3,3,0,0,6,3,5,3,0,11,0,3,0,0,3,45,56,20,0,121
POA6224,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,29,0,15,0,44,13,0,6,0,19,14,9,4,0,27,10,7,9,0,26,14,13,5,0,32,10,31,3,0,44,4,25,0,0,29,6,18,0,0,24,3,11,0,0,14,0,4,0,0,4,5,4,0,0,9,9,20,4,0,33,0,0,5,0,5,125,142,54,0,321
POA6225,9,6,3,0,18,18,3,3,3,27,3,0,15,0,18,9,4,44,3,60,166,13,73,3,255,90,20,39,4,153,77,33,27,3,140,48,43,22,3,116,51,69,15,0,135,80,152,26,3,261,81,85,12,3,181,112,198,14,3,327,76,130,3,3,212,21,43,3,0,67,13,69,0,0,82,85,121,36,3,245,23,16,20,3,62,962,1005,355,37,2359
POA6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,7,3,0,3,0,6,4,4,3,0,11,5,6,0,0,11,4,8,0,0,12,7,9,0,0,16,7,11,0,0,18,11,18,3,0,32,8,14,0,0,22,4,3,0,0,7,3,5,0,0,8,7,15,3,0,25,0,0,0,0,0,67,93,18,0,178
POA6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,0,11,6,0,0,0,6,3,3,3,0,9,4,3,0,0,7,3,4,0,0,7,5,14,4,0,23,5,8,0,0,13,3,11,4,0,18,4,10,0,0,14,6,0,0,0,6,0,0,0,0,0,7,13,0,0,20,0,3,0,0,3,54,69,17,0,140
POA6229,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11,6,0,5,0,11,3,0,3,0,6,4,3,0,0,7,0,9,0,0,9,3,6,3,0,12,6,5,0,0,11,3,5,3,0,11,6,4,0,0,10,3,3,0,0,6,3,3,0,0,6,3,9,0,0,12,3,3,0,0,6,51,56,17,0,124
POA6230,34,24,16,5,79,70,18,29,0,117,9,5,62,3,79,29,14,126,3,172,507,36,323,9,875,383,120,311,11,825,375,137,180,22,714,282,270,193,17,762,323,361,113,10,807,507,714,150,17,1388,497,553,53,12,1115,322,685,60,4,1071,283,379,17,5,684,98,146,3,3,250,127,187,0,5,319,362,714,176,7,1259,102,60,48,4,214,4310,4423,1860,137,10730
POA6232,9,3,0,0,12,10,4,4,3,21,3,0,4,0,7,10,3,23,0,36,168,4,55,0,227,86,16,47,3,152,90,36,38,0,164,55,74,31,4,164,60,93,29,4,186,123,222,33,3,381,149,174,16,5,344,80,196,13,0,289,61,98,3,0,162,28,28,0,0,56,20,30,3,4,57,77,210,43,0,330,16,16,8,0,40,1045,1207,350,26,2628
POA6233,10,9,12,0,31,18,3,7,0,28,9,0,23,0,32,12,0,31,0,43,180,7,84,4,275,159,33,80,3,275,149,56,53,3,261,88,89,47,7,231,132,151,20,0,303,190,339,66,7,602,212,276,15,3,506,148,374,14,3,539,141,208,10,0,359,59,101,0,0,160,43,90,4,0,137,162,369,42,0,573,32,12,14,0,58,1744,2117,522,30,4413
POA6236,0,3,0,0,3,9,0,0,0,9,0,0,0,0,0,5,0,3,0,8,24,3,17,0,44,11,7,4,0,22,18,12,7,0,37,17,15,9,0,41,23,22,4,0,49,26,36,3,0,65,25,35,3,0,63,12,34,5,0,51,23,24,0,0,47,3,8,0,0,11,10,9,0,0,19,21,53,9,0,83,6,3,0,0,9,233,264,64,0,561
POA6237,0,0,0,0,0,8,4,0,0,12,0,0,6,0,6,3,0,5,0,8,33,6,15,0,54,40,8,11,0,59,41,14,4,0,59,22,13,9,0,44,30,34,5,0,69,31,50,8,0,89,41,32,3,0,76,24,53,0,0,77,20,30,0,0,50,6,20,0,3,29,8,10,0,0,18,28,55,8,0,91,3,7,0,0,10,338,336,74,3,751
POA6239,5,3,3,0,11,11,0,4,0,15,3,0,3,0,6,4,0,9,0,13,88,8,36,3,135,61,18,24,0,103,53,19,19,3,94,35,38,14,0,87,44,55,10,0,109,44,79,0,3,126,42,52,5,0,99,27,53,3,0,83,26,37,0,0,63,9,5,0,0,14,6,14,0,0,20,52,85,9,0,146,3,11,3,0,17,513,477,142,9,1141
POA6240,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,4,3,0,0,7,0,3,0,0,3,7,6,0,0,13,10,3,0,0,13,6,0,0,0,6,4,7,0,0,11,0,3,0,0,3,4,0,0,0,4,3,0,0,0,3,0,7,0,0,7,0,0,0,0,0,44,36,0,0,80
POA6244,4,3,0,3,10,8,3,3,0,14,0,0,0,0,0,5,3,3,0,11,41,5,9,0,55,24,9,6,0,39,19,7,6,0,32,9,17,3,3,32,17,14,3,0,34,24,26,3,0,53,18,20,0,3,41,8,12,0,0,20,12,3,0,0,15,0,0,0,0,0,0,3,0,0,3,27,42,3,0,72,7,6,0,0,13,223,173,39,9,444
POA6251,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,3,0,6,8,3,3,0,14,7,4,0,0,11,6,3,3,0,12,3,3,0,0,6,3,4,0,0,7,5,7,0,0,12,4,3,3,0,10,5,3,0,0,8,3,3,0,0,6,0,3,0,0,3,3,0,0,0,3,7,11,3,0,21,0,0,0,0,0,60,50,15,0,125
POA6253,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,4,3,0,7,15,0,7,0,22,21,3,3,0,27,13,6,3,0,22,7,4,0,0,11,13,0,0,0,13,12,8,0,0,20,12,0,0,0,12,4,4,0,0,8,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,4,0,0,22,4,0,0,0,4,129,33,16,0,178
POA6254,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,5,0,5,18,3,5,0,26,11,3,3,0,17,15,3,0,0,18,7,5,0,0,12,6,3,3,0,12,8,16,0,0,24,5,4,0,0,9,4,7,4,0,15,4,0,0,0,4,0,3,0,0,3,0,3,0,0,3,11,12,3,0,26,3,3,0,0,6,95,68,23,0,186
POA6255,4,4,0,0,8,16,0,4,0,20,0,0,9,0,9,14,0,10,0,24,96,6,25,0,127,70,16,19,0,105,50,22,16,0,88,42,33,11,0,86,31,36,4,0,71,42,60,8,5,115,39,38,3,0,80,18,38,4,0,60,19,21,0,0,40,0,6,0,0,6,6,3,0,0,9,46,65,9,0,120,10,3,6,0,19,503,351,128,5,987
POA6256,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,5,3,0,0,8,0,0,3,0,3,9,0,0,0,9,3,0,0,0,3,5,0,0,0,5,4,3,0,0,7,0,4,0,0,4,3,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,3,0,0,3,0,9,0,0,9,0,0,0,0,0,38,25,6,0,69
POA6258,5,4,0,0,9,14,5,4,0,23,3,0,11,0,14,4,8,26,0,38,132,36,60,4,232,81,28,42,0,151,82,43,26,0,151,54,84,27,4,169,67,77,5,3,152,92,123,16,0,231,58,71,3,4,136,25,53,4,0,82,21,36,0,0,57,7,5,0,0,12,3,12,0,0,15,74,97,25,4,200,16,3,5,0,24,738,685,254,19,1696
POA6260,3,0,3,0,6,5,0,0,0,5,3,3,0,0,6,4,3,6,0,13,25,3,9,0,37,20,19,9,0,48,31,13,0,0,44,16,16,12,0,44,8,18,4,0,30,28,29,0,0,57,15,21,3,0,39,5,12,3,0,20,10,7,0,0,17,0,3,0,0,3,3,5,0,0,8,20,29,0,0,49,3,3,0,0,6,199,184,49,0,432
POA6262,0,0,0,0,0,4,0,0,0,4,0,0,4,0,4,3,0,3,0,6,18,3,5,3,29,12,9,7,0,28,14,15,0,0,29,9,6,4,3,22,8,13,0,0,21,13,3,0,0,16,7,0,0,0,7,6,4,0,0,10,4,0,0,0,4,0,0,0,0,0,0,5,0,0,5,6,19,7,0,32,4,0,0,0,4,108,77,30,6,221
POA6271,4,0,3,0,7,4,7,0,0,11,0,0,7,0,7,4,0,11,0,15,60,0,32,0,92,41,15,19,0,75,32,11,11,0,54,21,23,14,0,58,27,19,9,0,55,38,60,9,0,107,21,46,0,0,67,20,40,3,0,63,17,14,0,0,31,3,7,0,0,10,0,6,0,0,6,31,52,7,0,90,7,3,4,0,14,330,303,129,0,762
POA6275,3,3,3,0,9,3,0,0,0,3,3,0,3,0,6,3,3,3,0,9,39,3,11,0,53,25,3,6,0,34,31,15,4,0,50,20,6,8,0,34,21,10,0,0,31,15,18,0,0,33,8,8,0,0,16,8,7,0,0,15,5,0,0,0,5,0,3,0,0,3,0,3,0,0,3,19,23,3,0,45,3,3,3,0,9,206,108,44,0,358
POA6280,31,12,8,0,51,40,11,22,0,73,12,3,36,0,51,30,8,89,0,127,430,50,196,3,679,352,108,157,8,625,343,120,116,6,585,200,214,86,9,509,222,240,45,0,507,294,455,50,3,802,242,325,18,4,589,111,268,11,0,390,100,153,3,0,256,23,57,3,0,83,52,76,0,3,131,234,481,101,10,826,55,25,27,4,111,2771,2606,968,50,6395
POA6281,5,3,6,0,14,15,0,0,0,15,3,0,0,0,3,3,3,15,0,21,44,12,40,0,96,44,12,31,0,87,83,39,10,0,132,48,35,17,0,100,72,70,8,0,150,87,122,8,4,221,74,77,3,0,154,36,67,0,0,103,44,45,0,0,89,9,13,0,0,22,22,24,0,0,46,61,153,20,0,234,11,4,4,0,19,661,679,162,4,1506
POA6282,0,3,0,0,3,4,0,0,0,4,0,0,3,0,3,3,0,0,0,3,18,3,5,0,26,7,5,7,0,19,13,3,3,0,19,11,9,3,0,23,12,15,0,0,27,16,29,0,0,45,20,22,0,0,42,9,24,0,0,33,12,8,0,0,20,4,9,0,0,13,7,8,0,0,15,11,34,3,0,48,3,0,0,0,3,150,172,24,0,346
POA6284,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,0,9,8,4,9,0,21,11,7,15,0,33,19,18,5,0,42,8,19,3,0,30,18,21,3,0,42,25,38,0,0,63,25,14,0,3,42,7,24,0,0,31,7,15,0,0,22,3,3,0,0,6,3,3,0,0,6,21,39,0,0,60,0,0,0,0,0,159,205,43,3,410
POA6285,10,4,4,0,18,13,3,0,0,16,7,0,8,0,15,10,3,24,0,37,52,20,62,0,134,45,45,55,0,145,78,56,38,0,172,59,85,24,0,168,77,94,13,4,188,118,145,23,0,286,77,108,8,0,193,40,83,5,0,128,28,46,3,0,77,8,12,3,0,23,8,17,0,0,25,83,165,34,4,286,10,8,3,6,27,723,894,307,14,1938
POA6286,7,0,0,0,7,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,0,0,10,3,3,4,0,10,9,0,3,0,12,11,3,0,0,14,8,5,0,0,13,12,8,0,0,20,10,8,0,0,18,0,6,0,0,6,8,3,0,0,11,0,0,0,0,0,4,0,0,0,4,12,10,4,0,26,0,4,0,0,4,94,56,11,0,161
POA6288,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,7,0,10,9,0,0,0,9,13,3,0,0,16,9,6,0,0,15,3,4,0,0,7,7,6,0,0,13,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,13,16,0,0,29,3,0,0,0,3,71,41,7,0,119
POA6290,3,0,0,0,3,7,3,0,3,13,0,0,0,0,0,4,0,4,0,8,60,5,4,0,69,37,8,5,0,50,41,8,4,0,53,14,14,3,0,31,22,13,3,0,38,25,18,3,0,46,9,9,3,0,21,7,9,3,0,19,0,6,0,0,6,4,0,0,0,4,3,3,0,0,6,22,22,7,0,51,11,5,0,0,16,269,123,39,3,434
POA6302,18,3,3,0,24,8,0,0,0,8,3,3,5,0,11,7,4,13,0,24,79,9,21,0,109,62,14,27,3,106,54,14,16,0,84,27,20,11,3,61,39,31,5,0,75,50,59,11,0,120,35,31,0,0,66,25,35,3,0,63,16,11,0,0,27,6,3,0,0,9,8,11,0,0,19,51,78,9,0,138,13,9,3,0,25,501,335,127,6,969
POA6304,6,0,0,0,6,6,0,4,0,10,0,0,0,0,0,9,4,8,0,21,55,3,10,0,68,39,8,5,3,55,23,12,5,0,40,10,14,3,0,27,12,16,3,4,35,21,16,0,0,37,15,12,0,0,27,7,11,3,0,21,4,8,0,0,12,5,0,0,0,5,3,3,0,0,6,27,38,4,0,69,6,3,0,0,9,248,148,45,7,448
POA6306,6,3,0,0,9,3,3,0,0,6,3,0,0,0,3,3,0,0,0,3,11,0,5,0,16,16,7,4,0,27,13,10,3,0,26,11,8,0,0,19,6,11,0,0,17,7,11,3,0,21,16,5,0,0,21,3,4,0,0,7,5,0,0,0,5,3,3,0,0,6,3,3,0,0,6,4,30,0,3,37,3,3,0,0,6,116,101,15,3,235
POA6308,7,0,0,0,7,11,3,0,0,14,0,3,0,0,3,3,3,9,0,15,28,14,14,0,56,31,12,8,0,51,23,11,5,0,39,14,19,6,0,39,13,18,0,0,31,25,21,8,0,54,13,13,4,4,34,14,8,0,0,22,9,4,0,0,13,0,0,0,0,0,7,3,0,0,10,25,35,0,0,60,8,3,3,0,14,231,170,57,4,462
POA6309,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,4,4,0,18,0,3,0,0,3,8,0,0,0,8,4,4,0,0,8,3,3,0,0,6,5,3,0,0,8,6,0,0,0,6,3,3,0,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,46,27,4,0,77
POA6311,3,3,0,0,6,4,0,0,0,4,0,0,3,0,3,4,0,0,0,4,9,3,4,0,16,9,7,3,0,19,11,10,3,0,24,3,3,0,0,6,12,8,0,0,20,8,7,0,0,15,3,13,0,0,16,3,3,0,0,6,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,7,14,3,0,24,4,3,0,0,7,84,77,16,0,177
POA6312,5,0,3,3,11,13,11,6,0,30,3,3,8,0,14,3,3,26,0,32,64,17,35,3,119,57,32,32,3,124,50,38,22,0,110,36,57,13,0,106,41,38,7,3,89,62,82,12,0,156,51,67,5,3,126,15,34,3,3,55,26,27,0,3,56,3,5,0,0,8,18,10,0,0,28,52,66,12,3,133,10,12,10,0,32,509,502,194,24,1229
POA6313,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,5,3,6,0,14,10,4,0,0,14,6,3,0,0,9,5,3,4,0,12,9,9,0,0,18,6,0,0,0,6,0,4,0,0,4,3,3,0,0,6,0,0,0,0,0,0,5,0,0,5,10,6,0,0,16,0,0,0,0,0,54,46,13,0,113
POA6315,9,0,0,0,9,3,3,4,0,10,0,0,3,0,3,3,0,9,0,12,37,11,8,0,56,24,26,11,0,61,25,15,3,0,43,14,23,6,0,43,26,14,0,3,43,38,31,4,0,73,18,15,0,0,33,11,8,0,3,22,0,7,0,0,7,3,0,0,0,3,4,5,0,0,9,23,28,12,0,63,3,3,3,0,9,241,189,63,6,499
POA6316,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,12,0,0,0,12,6,7,3,0,16,9,0,0,0,9,5,4,0,0,9,3,4,3,0,10,4,5,0,0,9,4,4,0,0,8,0,3,0,0,3,4,4,0,0,8,0,0,3,0,3,0,0,0,0,0,3,9,3,0,15,3,3,0,0,6,53,46,18,0,117
POA6317,8,5,6,0,19,6,4,0,0,10,0,0,8,0,8,8,3,22,0,33,70,17,41,0,128,43,36,25,3,107,54,35,10,3,102,31,46,12,6,95,46,63,5,4,118,40,61,8,0,109,38,49,0,0,87,27,20,0,0,47,14,28,0,0,42,0,4,0,0,4,3,11,0,0,14,32,84,11,4,131,17,3,11,0,31,437,469,159,20,1085
POA6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,9,3,3,3,0,9,0,3,0,0,3,3,0,3,0,6,3,0,0,0,3,0,6,0,0,6,4,3,0,0,7,0,3,3,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10,3,0,0,0,3,22,28,18,0,68
POA6320,6,3,0,0,9,3,3,0,0,6,0,0,4,0,4,3,0,3,0,6,10,11,4,0,25,6,11,0,0,17,13,15,3,0,31,8,10,3,0,21,9,7,0,0,16,18,6,5,0,29,7,14,0,0,21,6,6,0,0,12,0,0,0,0,0,3,3,0,0,6,0,3,0,0,3,4,19,4,0,27,3,3,3,0,9,99,114,29,0,242
POA6321,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,3,0,14,4,0,0,0,4,4,3,0,0,7,0,3,3,0,6,0,3,3,0,6,4,0,0,0,4,5,3,0,0,8,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,3,29,21,18,0,68
POA6322,4,0,0,0,4,4,3,0,0,7,0,0,0,0,0,3,0,0,0,3,13,0,0,0,13,9,10,0,0,19,10,3,0,0,13,3,3,0,3,9,3,4,3,0,10,10,3,0,0,13,3,7,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,15,0,0,20,4,4,0,0,8,74,52,3,3,132
POA6323,6,0,0,0,6,0,3,0,0,3,0,0,3,0,3,0,0,3,0,3,33,5,5,0,43,27,10,10,3,50,10,7,7,0,24,10,9,3,0,22,10,11,3,0,24,8,3,3,0,14,5,12,0,0,17,4,11,0,0,15,3,3,0,0,6,0,0,0,0,0,3,0,0,0,3,15,20,4,0,39,3,0,0,0,3,137,94,41,3,275
POA6324,7,0,3,0,10,9,0,0,0,9,3,0,12,0,15,13,3,14,3,33,82,9,20,0,111,34,22,24,3,83,43,19,12,0,74,29,44,12,0,85,29,36,7,3,75,47,55,0,0,102,39,31,0,3,73,11,19,7,0,37,9,12,0,0,21,5,4,0,0,9,6,4,0,0,10,39,42,10,3,94,3,8,4,0,15,408,308,125,15,856
POA6326,6,3,0,0,9,4,0,0,0,4,0,0,0,0,0,3,0,3,0,6,8,0,3,0,11,10,0,3,0,13,5,7,3,0,15,4,8,0,0,12,9,0,3,0,12,11,15,0,0,26,3,5,3,0,11,3,4,0,0,7,0,8,0,0,8,0,0,0,0,0,3,0,0,0,3,3,9,3,0,15,3,0,0,0,3,75,59,21,0,155
POA6327,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,4,0,7,11,0,3,0,14,5,4,0,0,9,3,3,0,0,6,3,3,0,0,6,3,3,0,0,6,3,3,0,3,9,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,12,0,4,0,0,4,37,38,7,3,85
POA6328,6,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,10,4,5,3,0,12,8,4,0,0,12,6,3,0,0,9,4,5,0,0,9,10,7,0,0,17,4,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,6,3,12,0,0,15,3,0,0,0,3,58,51,6,0,115
POA6330,57,19,16,5,97,79,15,21,0,115,22,5,44,3,74,36,13,113,4,166,530,59,272,8,869,421,155,206,19,801,482,219,143,20,864,270,349,137,15,771,322,367,71,13,773,445,645,83,12,1185,360,450,21,3,834,158,281,22,0,461,145,218,3,3,369,33,61,0,0,94,64,99,0,0,163,324,526,123,8,981,71,45,39,3,158,3819,3526,1314,116,8775
POA6333,14,3,4,0,21,27,0,0,0,27,3,3,9,0,15,7,3,20,3,33,99,13,50,0,162,91,29,40,3,163,117,43,25,3,188,66,41,26,0,133,48,63,4,3,118,66,70,14,0,150,40,52,0,3,95,35,34,0,0,69,19,17,0,0,36,3,7,0,0,10,9,12,0,0,21,67,92,14,0,173,13,3,5,0,21,724,485,211,15,1435
POA6335,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,7,0,7,14,4,3,0,21,8,8,0,3,19,10,3,3,0,16,3,12,0,0,15,7,13,0,0,20,11,11,0,0,22,14,10,0,0,24,4,4,0,0,8,4,4,3,0,11,0,3,0,0,3,4,7,0,0,11,3,16,8,0,27,0,0,0,0,0,85,95,27,3,210
POA6336,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,3,0,6,5,0,0,0,5,5,0,0,0,5,3,3,3,0,9,8,0,0,0,8,3,5,0,0,8,0,6,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11,4,0,0,0,4,37,27,9,0,73
POA6337,3,3,0,0,6,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,3,4,0,0,7,0,8,4,0,12,3,5,3,0,11,3,0,3,0,6,4,11,0,0,15,12,11,0,0,23,5,6,0,0,11,6,0,0,0,6,3,0,0,0,3,3,0,0,0,3,0,6,0,0,6,9,12,3,0,24,0,0,0,0,0,57,66,16,0,139
POA6338,0,3,0,0,3,3,3,0,0,6,0,0,3,0,3,3,4,0,0,7,8,8,0,0,16,3,3,0,0,6,10,13,3,3,29,5,6,0,0,11,5,16,0,0,21,8,7,0,0,15,9,5,0,0,14,3,3,3,0,9,0,4,0,0,4,3,0,0,0,3,3,0,0,0,3,7,21,0,0,28,3,3,0,0,6,73,99,9,3,184
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,3,0,0,6,6,4,3,0,13,0,5,0,0,5,7,4,0,0,11,5,8,0,0,13,4,3,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,15,3,0,0,0,3,40,36,3,3,82
POA6343,3,3,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,3,3,0,6,3,3,3,0,9,3,3,0,0,6,0,3,0,0,3,4,0,0,0,4,3,3,0,0,6,7,3,0,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,28,32,9,0,69
POA6346,3,0,0,0,3,0,3,0,0,3,0,0,3,0,3,3,0,0,0,3,8,3,3,0,14,5,5,3,0,13,6,4,3,0,13,4,4,0,0,8,7,0,0,0,7,8,11,0,0,19,3,10,0,0,13,4,9,0,0,13,3,3,0,0,6,3,0,0,0,3,0,4,0,0,4,7,7,3,0,17,5,3,3,0,11,69,66,18,0,153
POA6348,6,3,0,0,9,3,3,0,0,6,3,0,0,0,3,3,3,3,0,9,23,0,0,0,23,14,6,5,0,25,16,6,0,0,22,14,3,0,0,17,8,17,5,0,30,14,27,6,0,47,10,5,0,3,18,23,35,0,3,61,13,9,0,0,22,3,3,0,0,6,8,6,0,0,14,16,23,0,0,39,0,5,0,0,5,177,154,19,6,356
POA6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,9,8,0,5,0,13,3,3,0,0,6,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,0,0,4,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,12,0,0,0,0,0,36,15,9,0,60
POA6352,3,0,0,0,3,3,3,0,0,6,0,3,0,0,3,0,3,0,0,3,5,3,0,0,8,5,8,0,0,13,7,5,0,0,12,6,5,0,0,11,10,5,0,0,15,9,4,0,0,13,5,0,3,0,8,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,11,3,0,0,0,3,56,53,6,0,115
POA6353,8,3,0,0,11,4,0,0,0,4,0,0,3,0,3,3,0,3,0,6,4,3,3,0,10,5,0,0,0,5,7,7,0,0,14,8,6,0,0,14,6,11,3,0,20,14,17,0,0,31,19,6,3,0,28,4,3,0,0,7,0,3,0,0,3,0,3,0,0,3,5,0,0,0,5,9,25,0,0,34,3,0,0,0,3,99,87,15,0,201
