region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA6000,13,8,7,12,40,9,6,0,3,18,5,0,4,3,12,4,6,7,0,17,40,19,10,0,69,40,13,14,3,70,53,14,15,3,85,47,26,7,7,87,69,26,3,11,109,137,28,23,10,198,177,36,5,7,225,142,59,14,4,219,143,34,7,4,188,60,20,3,3,86,141,38,0,3,182,126,29,17,3,175,13,0,0,0,13,1219,362,136,76,1793
POA6003,5,0,3,3,11,13,0,0,3,16,0,0,0,3,3,3,0,3,0,6,23,3,10,3,39,24,7,6,3,40,20,9,10,3,42,24,6,5,3,38,17,8,0,3,28,35,12,8,0,55,47,7,0,3,57,36,17,4,0,57,48,9,3,3,63,22,4,4,0,30,31,19,0,3,53,37,23,4,0,64,6,0,3,3,12,391,124,63,36,614
POA6004,21,8,6,5,40,7,3,0,0,10,3,3,3,3,12,5,3,6,4,18,36,8,10,8,62,38,6,16,10,70,52,13,12,6,83,59,15,10,10,94,56,15,9,3,83,114,32,13,12,171,140,29,3,9,181,177,60,15,4,256,135,34,8,6,183,73,21,0,3,97,149,62,0,5,216,134,58,15,0,207,3,3,3,0,9,1202,373,129,88,1792
POA6005,10,0,6,3,19,10,0,0,0,10,5,0,6,0,11,0,0,3,0,3,24,5,5,3,37,23,4,9,0,36,35,8,4,3,50,34,8,9,3,54,32,12,3,3,50,78,18,5,9,110,81,11,8,0,100,113,45,9,3,170,62,16,3,3,84,47,11,0,0,58,91,26,0,4,121,61,22,7,3,93,4,3,0,3,10,710,189,77,40,1016
POA6006,7,5,9,0,21,13,3,3,3,22,0,0,5,0,5,5,4,13,4,26,103,9,9,3,124,48,13,29,0,90,56,22,28,0,106,37,31,19,5,92,45,26,25,6,102,80,80,27,13,200,84,94,15,3,196,73,184,16,0,273,96,152,7,3,258,60,61,0,0,121,106,126,0,0,232,66,103,36,4,209,13,11,5,0,29,892,924,246,44,2106
POA6007,5,3,0,0,8,6,3,3,0,12,6,0,9,0,15,4,0,3,4,11,33,3,14,4,54,32,3,14,3,52,31,11,13,9,64,32,19,13,4,68,37,19,19,3,78,75,45,25,8,153,89,37,15,11,152,92,113,23,3,231,94,81,11,6,192,67,46,0,0,113,123,107,0,0,230,84,65,10,0,159,12,3,0,0,15,822,558,172,55,1607
POA6008,13,3,6,0,22,14,3,10,4,31,5,0,9,0,14,9,3,12,0,24,58,6,20,6,90,68,19,29,6,122,83,21,22,8,134,71,38,43,3,155,72,34,27,5,138,143,94,40,7,284,141,64,28,6,239,187,298,69,4,558,171,190,11,5,377,99,123,5,0,227,242,286,8,3,539,145,209,47,3,404,15,4,0,0,19,1536,1395,386,60,3377
POA6009,33,14,12,13,72,15,3,7,9,34,3,3,6,3,15,3,3,13,3,22,65,21,27,10,123,69,19,36,10,134,86,41,26,9,162,75,32,33,7,147,98,61,26,12,197,149,114,45,17,325,115,97,19,11,242,184,434,52,7,677,162,263,14,8,447,83,186,3,0,272,215,535,12,3,765,137,331,54,3,525,21,18,8,3,50,1513,2175,393,128,4209
POA6010,14,6,15,5,40,17,8,11,12,48,0,0,13,3,16,7,0,17,3,27,78,6,28,5,117,82,11,30,13,136,119,10,42,8,179,81,30,44,15,170,84,36,43,9,172,134,104,65,10,313,161,106,25,4,296,157,386,70,3,616,159,248,19,0,426,81,159,6,3,249,173,376,11,0,560,159,331,65,0,555,15,11,3,0,29,1521,1828,507,93,3949
POA6011,9,3,12,5,29,4,0,7,4,15,0,0,4,3,7,4,4,4,0,12,31,4,17,6,58,36,9,13,6,64,47,6,9,0,62,39,10,14,3,66,51,17,14,8,90,76,46,24,5,151,80,55,19,0,154,104,208,47,4,363,96,138,8,0,242,51,89,4,0,144,169,241,0,3,413,88,200,24,4,316,7,6,4,0,17,892,1036,224,51,2203
POA6012,11,7,12,0,30,12,0,7,6,25,4,4,11,0,19,8,0,18,0,26,39,11,24,4,78,44,10,25,5,84,46,19,21,0,86,45,19,21,4,89,46,33,23,3,105,68,55,19,10,152,97,47,8,0,152,84,175,35,5,299,79,115,9,0,203,31,73,4,0,108,103,199,3,0,305,88,149,37,0,274,14,5,4,0,23,819,921,281,37,2058
POA6014,16,4,14,3,37,19,5,5,3,32,8,0,10,0,18,5,4,18,8,35,87,14,27,7,135,102,44,42,9,197,156,41,36,9,242,115,57,53,9,234,129,81,43,10,263,176,170,55,13,414,192,168,24,15,399,151,513,57,7,728,155,372,16,6,549,81,205,7,0,293,196,462,4,0,662,140,319,54,0,513,15,15,5,0,35,1743,2474,470,99,4786
POA6015,8,3,7,3,21,11,3,0,3,17,3,0,0,0,3,5,0,3,0,8,30,3,10,3,46,39,3,5,0,47,64,10,12,0,86,35,11,7,0,53,46,14,7,0,67,60,47,13,3,123,56,43,9,0,108,59,182,21,3,265,59,130,10,0,199,22,94,0,0,116,88,246,3,3,340,50,154,13,0,217,13,3,3,0,19,648,946,123,18,1735
POA6016,15,0,7,5,27,7,6,3,4,20,0,3,5,3,11,3,3,20,0,26,65,12,33,0,110,58,21,37,6,122,48,33,31,11,123,52,45,35,6,138,48,49,25,7,129,73,123,33,10,239,93,108,18,12,231,70,236,26,3,335,67,152,3,0,222,46,58,3,0,107,119,119,0,0,238,76,125,23,0,224,6,13,6,0,25,846,1106,308,67,2327
POA6017,7,3,3,0,13,4,3,0,0,7,3,3,5,0,11,3,3,10,3,19,37,12,23,3,75,32,18,12,4,66,31,15,14,0,60,37,30,15,5,87,35,24,9,4,72,61,43,21,3,128,60,24,9,3,96,20,31,4,3,58,23,13,3,0,39,11,3,0,4,18,9,5,0,3,17,49,29,9,0,87,5,8,6,0,19,427,267,143,35,872
POA6018,35,10,29,9,83,52,16,20,4,92,7,4,34,0,45,24,9,63,5,101,292,22,121,12,447,296,49,135,13,493,314,83,111,16,524,191,108,136,21,456,203,197,91,15,506,379,432,137,21,969,384,432,56,26,898,296,826,98,16,1236,353,583,26,17,979,173,300,12,3,488,287,470,11,8,776,296,554,149,14,1013,45,28,16,0,89,3627,4123,1245,200,9195
POA6019,22,8,5,0,35,19,4,13,3,39,0,0,18,0,18,13,0,36,0,49,120,17,66,3,206,126,20,70,7,223,174,38,69,12,293,120,64,86,13,283,147,87,47,14,295,263,176,84,18,541,305,185,30,19,539,245,365,60,10,680,219,239,13,11,482,123,139,5,0,267,199,239,5,3,446,237,286,76,4,603,25,14,16,0,55,2357,1881,699,117,5054
POA6020,19,7,5,3,34,27,3,15,7,52,0,3,18,3,24,16,7,18,0,41,169,8,49,5,231,167,20,63,8,258,220,37,54,6,317,136,67,48,6,257,175,98,49,4,326,236,226,71,9,542,221,259,46,8,534,197,543,53,3,796,226,412,19,3,660,84,231,11,4,330,158,431,13,5,607,171,485,70,4,730,27,26,10,0,63,2249,2863,612,78,5802
POA6021,36,18,19,0,73,47,9,15,3,74,7,8,10,0,25,18,6,33,3,60,357,34,82,5,478,158,61,85,18,322,195,75,66,14,350,106,121,84,11,322,128,157,55,8,348,186,321,73,22,602,213,294,44,20,571,144,346,28,14,532,138,237,18,0,393,71,106,3,5,185,109,204,3,0,316,170,303,61,5,539,44,32,19,3,98,2127,2332,698,131,5288
POA6022,3,6,3,0,12,6,3,4,0,13,0,0,7,0,7,0,0,11,0,11,69,4,24,0,97,62,8,21,7,98,65,17,23,0,105,48,34,24,7,113,43,49,19,0,111,76,97,28,3,204,79,97,19,0,195,56,84,7,3,150,48,54,4,3,109,23,27,3,0,53,13,30,3,0,46,38,81,29,0,148,9,8,0,0,17,638,599,229,23,1489
POA6023,19,5,10,0,34,18,0,5,0,23,3,0,7,0,10,8,4,20,0,32,127,6,28,4,165,144,25,38,3,210,140,31,51,5,227,103,65,44,11,223,147,89,38,6,280,162,264,63,5,494,159,264,30,3,456,146,442,40,3,631,149,305,9,0,463,64,164,3,0,231,82,263,5,0,350,115,365,69,3,552,15,14,7,0,36,1601,2306,467,43,4417
POA6024,15,7,5,0,27,18,0,6,0,24,7,4,8,0,19,21,3,28,0,52,165,12,53,0,230,150,30,53,3,236,150,35,47,8,240,104,78,72,4,258,120,122,41,6,289,178,302,69,12,561,188,274,41,14,517,122,282,27,6,437,91,181,10,4,286,43,87,3,4,137,47,84,4,4,139,120,246,51,3,420,18,21,8,0,47,1557,1768,526,68,3919
POA6025,32,10,18,3,63,33,16,24,3,76,4,3,22,0,29,19,6,51,3,79,273,18,144,8,443,240,69,124,8,441,282,94,117,11,504,219,158,128,6,511,222,230,91,18,561,381,524,111,15,1031,385,483,72,14,954,287,737,63,8,1095,214,492,20,8,734,103,210,0,6,319,139,378,6,0,523,271,657,114,6,1048,42,34,20,3,99,3146,4119,1125,120,8510
POA6026,13,13,7,0,33,32,8,14,0,54,4,3,8,3,18,7,4,25,0,36,202,18,67,3,290,192,28,77,4,301,226,50,74,7,357,147,100,79,5,331,173,143,51,4,371,239,427,106,13,785,246,493,56,5,800,208,613,43,7,871,150,427,17,0,594,51,227,9,0,287,66,282,7,3,358,170,565,92,0,827,45,30,6,3,84,2171,3431,738,57,6397
POA6027,43,16,20,6,85,60,11,24,3,98,11,12,37,0,60,22,9,78,4,113,368,45,203,13,629,334,73,195,28,630,351,147,156,17,671,265,246,175,20,706,286,328,139,14,767,523,810,210,34,1577,585,745,101,25,1456,388,905,85,6,1384,301,583,25,5,914,115,296,7,6,424,132,424,12,3,571,400,987,181,9,1577,65,51,20,3,139,4249,5688,1668,196,11801
POA6028,16,14,7,0,37,17,8,14,0,39,4,4,24,0,32,16,5,21,3,45,116,18,55,6,195,130,34,56,6,226,132,64,56,3,255,83,114,68,6,271,89,153,52,8,302,175,452,78,6,711,211,472,40,8,731,153,635,53,5,846,131,446,8,0,585,45,220,3,0,268,52,283,3,0,338,117,568,65,0,750,29,21,10,0,60,1516,3511,613,51,5691
POA6029,5,0,0,0,5,4,3,0,0,7,0,0,0,0,0,4,0,5,0,9,5,0,8,3,16,26,4,7,0,37,32,3,3,0,38,18,3,5,3,29,22,9,4,0,35,25,35,6,0,66,33,38,3,0,74,21,63,4,3,91,27,60,3,0,90,14,32,0,0,46,22,62,0,0,84,26,68,7,0,101,0,3,0,0,3,284,383,55,9,731
POA6030,38,28,34,0,100,37,17,30,0,84,13,7,55,0,75,19,6,105,9,139,367,55,271,3,696,327,111,233,9,680,292,188,169,8,657,184,315,169,13,681,239,396,113,9,757,414,806,117,11,1348,419,645,56,11,1131,246,754,48,4,1052,212,431,19,3,665,74,157,5,3,239,84,237,4,3,328,312,871,124,8,1315,78,54,45,0,177,3355,5078,1597,94,10124
POA6031,9,6,11,0,26,9,11,6,3,29,3,3,7,0,13,7,8,29,3,47,45,13,73,3,134,56,32,64,0,152,50,72,58,3,183,39,86,47,3,175,69,137,40,3,249,142,336,56,4,538,158,246,16,9,429,72,256,21,3,352,61,155,4,0,220,19,74,6,0,99,16,72,3,0,91,80,240,38,0,358,15,14,12,0,41,850,1761,491,34,3136
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,4,5,3,0,0,8,4,3,6,0,13,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,6,0,0,0,0,0,16,26,6,0,48
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,13,3,3,3,0,9,8,4,0,0,12,3,8,3,0,14,5,8,5,0,18,8,12,0,0,20,12,11,0,0,23,6,15,0,0,21,4,7,3,0,14,3,3,0,0,6,3,7,0,0,10,7,14,4,0,25,3,3,0,0,6,68,99,24,0,191
POA6035,3,3,3,0,9,6,5,4,0,15,0,0,4,0,4,10,3,12,0,25,56,8,33,3,100,52,14,29,0,95,40,17,23,0,80,29,43,10,3,85,23,50,9,3,85,45,90,7,0,142,53,63,0,0,116,32,61,7,0,100,28,30,3,0,61,12,8,0,0,20,8,10,3,0,21,41,100,19,0,160,14,5,7,0,26,452,510,173,9,1144
POA6036,11,7,8,0,26,12,3,10,3,28,5,3,13,0,21,6,5,33,0,44,60,15,68,3,146,48,29,69,5,151,33,48,48,9,138,54,108,42,0,204,48,152,33,0,233,121,308,26,3,458,141,224,19,3,387,91,241,10,0,342,64,130,0,0,194,20,50,4,0,74,20,63,4,0,87,73,254,42,3,372,14,16,12,3,45,821,1656,441,32,2950
POA6037,0,0,0,0,0,6,3,0,0,9,0,0,7,0,7,3,6,12,0,21,41,3,30,0,74,29,9,20,0,58,26,9,10,0,45,17,13,9,0,39,21,22,7,0,50,40,31,3,0,74,22,17,0,0,39,13,31,3,0,47,10,18,0,0,28,4,3,0,0,7,4,4,0,0,8,33,66,8,0,107,6,4,0,0,10,275,239,109,0,623
POA6041,5,0,3,0,8,5,3,0,0,8,0,0,5,0,5,6,0,0,0,6,52,0,9,0,61,29,4,3,3,39,19,11,3,0,33,19,10,0,0,29,9,15,0,0,24,21,15,0,0,36,9,12,0,0,21,16,13,3,0,32,0,7,0,0,7,0,3,0,0,3,3,0,0,0,3,26,36,9,0,71,7,0,0,0,7,226,129,35,3,393
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,19,0,0,0,19
POA6043,3,0,0,0,3,3,3,4,0,10,0,0,0,0,0,3,0,0,0,3,9,0,0,0,9,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,5,0,0,5,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,8,0,0,8,0,0,0,0,0,39,16,4,0,59
POA6044,4,0,0,0,4,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,34,3,8,0,45,28,3,9,0,40,30,5,3,3,41,6,10,0,0,16,10,13,0,0,23,28,12,3,0,43,13,10,0,0,23,6,9,3,0,18,6,7,0,0,13,0,0,0,0,0,0,0,0,0,0,21,23,4,0,48,5,4,0,0,9,201,99,30,3,333
POA6050,18,10,10,3,41,13,3,5,4,25,3,3,4,3,13,6,0,9,0,15,108,11,39,5,163,94,19,35,6,154,102,35,29,9,175,84,42,36,9,171,93,46,21,9,169,165,108,56,14,343,174,102,16,17,309,131,266,36,0,433,160,212,7,4,383,83,129,3,0,215,167,331,4,4,506,127,204,35,3,369,36,3,7,3,49,1564,1524,352,93,3533
POA6051,16,7,12,4,39,10,3,8,3,24,7,6,21,0,34,13,13,23,0,49,83,23,44,5,155,79,37,54,5,175,111,43,24,11,189,107,61,43,11,222,89,56,43,7,195,175,102,40,10,327,172,102,13,8,295,138,131,15,6,290,129,76,6,0,211,74,54,0,3,131,105,89,0,4,198,145,113,38,3,299,14,18,14,3,49,1467,934,398,83,2882
POA6052,5,10,13,0,28,18,5,6,0,29,6,0,9,0,15,5,4,11,0,20,97,12,45,5,159,73,30,53,5,161,78,32,44,3,157,40,48,55,6,149,57,59,28,4,148,92,141,47,8,288,103,128,18,5,254,107,217,30,9,363,108,163,8,4,283,62,58,7,0,127,92,110,10,0,212,84,163,41,9,297,17,11,6,0,34,1044,1191,431,58,2724
POA6053,13,3,5,3,24,20,5,8,3,36,3,0,15,3,21,7,3,22,0,32,165,19,64,4,252,108,41,65,9,223,86,59,51,11,207,66,68,60,14,208,93,95,34,13,235,144,196,67,10,417,161,201,33,4,399,137,230,37,3,407,138,140,3,7,288,62,87,9,0,158,98,109,3,3,213,133,191,51,6,381,18,10,11,3,42,1452,1457,538,96,3543
POA6054,11,7,11,3,32,34,6,10,3,53,4,8,49,3,64,7,8,54,5,74,292,34,154,8,488,176,85,148,12,421,178,99,117,13,407,121,143,119,13,396,137,178,88,14,417,242,320,96,14,672,218,276,45,22,561,136,285,43,5,469,119,194,11,8,332,57,66,3,0,126,57,108,0,0,165,147,306,100,7,560,40,24,29,3,96,1976,2147,1077,133,5333
POA6055,9,3,8,3,23,15,8,6,4,33,0,3,9,3,15,4,3,22,3,32,114,16,54,5,189,83,28,62,3,176,105,41,40,0,186,76,82,52,0,210,81,120,26,3,230,129,255,46,9,439,171,203,18,3,395,82,197,27,3,309,85,129,3,3,220,38,52,4,0,94,47,107,3,0,157,119,258,40,0,417,14,19,13,3,49,1172,1524,433,45,3174
POA6056,37,7,28,0,72,56,13,32,6,107,9,6,48,5,68,23,16,94,0,133,536,55,279,8,878,323,109,279,16,727,305,178,174,21,678,248,292,218,20,778,271,311,134,13,729,445,742,165,35,1387,459,525,85,22,1091,253,516,68,13,850,184,302,20,4,510,60,143,15,3,221,71,196,14,0,281,289,649,191,10,1139,91,53,55,3,202,3660,4113,1899,179,9851
POA6057,16,5,9,3,33,23,13,12,0,48,3,0,17,0,20,16,0,40,3,59,200,17,72,4,293,157,30,82,7,276,138,64,62,4,268,106,114,93,0,313,114,162,44,4,324,209,320,74,9,612,243,297,51,12,603,147,296,32,5,480,83,169,12,3,267,37,80,7,0,124,40,119,4,0,163,134,328,61,0,523,27,24,7,3,61,1693,2038,679,57,4467
POA6058,10,3,5,0,18,20,4,12,3,39,5,0,20,0,25,12,4,47,4,67,156,8,86,0,250,112,28,75,4,219,115,52,68,0,235,89,96,58,7,250,79,121,49,0,249,164,240,58,12,474,187,199,31,5,422,95,155,20,0,270,49,96,12,6,163,20,45,4,0,69,14,42,3,3,62,124,236,45,4,409,24,20,15,0,59,1275,1349,608,48,3280
POA6059,28,10,18,3,59,44,13,15,3,75,5,5,17,0,27,19,6,41,4,70,300,55,78,7,440,232,82,98,18,430,256,101,80,10,447,157,158,95,12,422,168,191,67,12,438,200,354,100,11,665,230,325,55,16,626,161,409,43,8,621,139,297,21,0,457,52,138,6,3,199,95,270,3,3,371,169,375,84,5,633,55,22,15,3,95,2310,2811,836,118,6075
POA6060,42,12,16,3,73,49,11,20,3,83,5,4,33,0,42,20,10,42,3,75,281,47,109,8,445,205,60,115,12,392,202,105,81,20,408,158,141,76,23,398,167,142,87,16,412,287,241,90,22,640,350,202,37,22,611,208,266,42,7,523,214,148,12,12,386,106,69,3,6,184,105,106,3,7,221,164,202,76,11,453,41,17,21,5,84,2604,1783,863,180,5430
POA6061,40,35,34,5,114,59,47,35,3,144,18,25,90,4,137,32,44,119,10,205,472,166,284,14,936,261,232,295,25,813,249,294,181,21,745,216,360,183,22,781,202,359,134,24,719,340,533,121,39,1033,368,303,83,38,792,163,197,34,15,409,136,127,14,10,287,56,39,4,0,99,55,48,9,0,112,199,437,164,15,815,78,97,105,13,293,2944,3343,1889,258,8434
POA6062,35,19,13,6,73,50,21,16,7,94,13,17,46,3,79,31,17,68,4,120,533,66,152,14,765,382,139,175,15,711,359,196,134,22,711,244,267,162,15,688,216,357,106,13,692,370,589,117,22,1098,351,485,80,13,929,213,414,65,15,707,160,298,23,14,495,65,145,11,0,221,82,173,7,3,265,222,542,137,3,904,77,54,36,4,171,3403,3799,1348,173,8723
POA6063,13,10,6,4,33,14,17,13,3,47,6,6,27,0,39,5,10,54,3,72,112,44,95,0,251,84,78,85,9,256,71,128,72,3,274,82,176,73,7,338,87,173,52,10,322,142,352,71,16,581,145,259,32,7,443,85,181,11,10,287,61,108,3,3,175,10,39,0,0,49,18,52,0,0,70,85,287,78,0,450,29,34,34,6,103,1049,1954,706,81,3790
POA6064,34,37,29,3,103,44,38,35,6,123,11,13,71,0,95,18,27,110,4,159,388,147,218,15,768,231,231,235,23,720,218,262,172,11,663,186,333,199,27,745,178,378,117,21,694,299,640,146,27,1112,291,470,86,18,865,126,326,35,12,499,112,171,13,6,302,17,85,3,0,105,35,88,10,0,133,178,517,153,15,863,54,59,49,3,165,2420,3822,1681,191,8114
POA6065,47,42,27,0,116,55,36,26,3,120,12,11,45,4,72,35,16,82,3,136,464,72,201,10,747,357,150,213,15,735,366,256,174,18,814,278,406,204,14,902,297,565,136,17,1015,575,1326,180,31,2112,768,1201,81,31,2081,447,1208,59,14,1728,389,777,20,6,1192,161,308,9,4,482,132,369,9,3,513,383,1045,150,3,1581,71,100,31,0,202,4837,7888,1647,176,14548
POA6066,8,26,14,3,51,17,22,20,0,59,8,8,31,0,47,12,18,56,0,86,176,56,98,0,330,119,96,103,4,322,135,134,66,9,344,108,179,97,4,388,86,231,77,7,401,185,467,100,23,775,206,369,52,10,637,101,318,33,6,458,70,200,15,5,290,24,104,6,0,134,27,140,4,0,171,112,393,86,3,594,23,35,16,0,74,1417,2796,874,74,5161
POA6067,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,19
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,31,13,19,0,63,21,9,27,3,60,7,3,23,0,33,9,12,63,0,84,169,33,141,0,343,118,66,102,3,289,160,99,97,3,359,141,194,100,6,441,165,294,65,9,533,310,681,105,5,1101,374,541,38,10,963,239,593,39,7,878,170,349,14,7,540,68,130,5,0,203,67,174,0,0,241,240,583,69,4,896,35,39,24,0,98,2324,3813,931,57,7125
POA6070,3,3,0,0,6,4,0,0,0,4,0,0,0,0,0,3,0,8,0,11,28,6,6,0,40,34,5,15,0,54,41,5,9,3,58,25,14,7,3,49,44,15,11,0,70,38,63,10,3,114,51,47,6,0,104,53,103,9,0,165,31,64,3,0,98,16,38,3,0,57,20,39,3,0,62,36,89,23,0,148,5,4,5,3,17,432,495,118,12,1057
POA6071,3,0,0,0,3,10,0,0,0,10,3,0,5,3,11,6,0,3,0,9,38,5,16,0,59,38,10,12,0,60,48,6,15,3,72,19,15,12,0,46,32,19,12,0,63,43,59,17,0,119,37,69,6,0,112,29,81,7,3,120,31,50,0,0,81,14,25,0,0,39,21,42,0,0,63,22,84,23,3,132,3,6,0,0,9,397,471,128,12,1008
POA6072,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,17,0,3,0,20,11,0,4,0,15,9,0,3,0,12,5,0,0,0,5,4,7,3,0,14,13,8,6,0,27,13,14,0,0,27,3,21,3,0,27,7,6,3,0,16,3,8,3,0,14,0,10,0,0,10,8,33,3,0,44,3,3,0,0,6,102,110,31,0,243
POA6073,3,0,3,0,6,3,0,3,3,9,3,0,3,0,6,3,0,5,3,11,69,5,6,0,80,29,9,14,0,52,40,4,7,0,51,20,16,8,0,44,29,24,11,0,64,37,41,14,4,96,29,52,4,3,88,30,64,3,0,97,21,22,0,0,43,19,22,0,0,41,12,19,3,0,34,30,76,9,0,115,9,7,3,0,19,386,361,96,13,856
POA6074,3,0,3,0,6,3,0,0,0,3,0,0,0,0,0,3,0,3,0,6,13,0,3,0,16,7,4,3,0,14,21,7,0,0,28,4,6,3,0,13,12,6,3,0,21,14,17,5,0,36,12,16,3,0,31,14,20,0,0,34,4,17,3,0,24,0,3,3,0,6,3,7,0,0,10,14,17,3,0,34,3,3,0,0,6,130,123,35,0,288
POA6076,25,10,3,0,38,45,3,4,3,55,7,0,12,0,19,27,5,19,3,54,283,9,80,3,375,274,35,65,6,380,306,60,59,7,432,189,113,74,7,383,191,116,59,3,369,260,328,73,8,669,221,335,35,3,594,217,480,46,3,746,196,325,16,0,537,67,187,12,0,266,96,259,12,0,367,213,521,107,3,844,41,24,8,0,73,2658,2810,684,49,6201
POA6077,4,4,3,0,11,7,3,0,0,10,0,0,3,0,3,0,0,0,0,0,34,4,5,0,43,21,5,0,0,26,17,3,7,0,27,4,6,4,0,14,11,20,0,0,31,15,21,5,0,41,16,25,3,0,44,9,19,0,0,28,9,13,0,0,22,4,12,0,0,16,3,30,0,0,33,18,38,7,3,66,12,6,0,0,18,184,209,37,3,433
POA6078,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,3,0,3,0,6,8,3,3,0,14,10,0,0,0,10,10,4,0,0,14,6,4,3,0,13,6,11,0,0,17,11,14,3,0,28,3,10,3,0,16,4,15,0,3,22,7,20,0,0,27,3,7,0,0,10,3,15,0,0,18,3,30,3,0,36,0,3,0,3,6,80,136,21,6,243
