POA_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
POA6162,10,19,42,50,27,21,3,0,171,4,14,15,7,16,6,0,0,58,26,144,130,180,162,85,49,9,788,17,60,63,60,47,30,24,3,292,6,20,17,19,17,13,0,0,89,3,43,36,49,31,12,8,0,182,0,17,17,29,33,29,0,0,123,19,59,82,84,63,38,6,0,357,21,43,50,52,53,41,12,0,278,11,32,35,30,25,7,0,0,146,3,21,14,19,10,4,3,0,79,0,0,0,0,6,0,0,0,7,0,6,12,9,5,5,0,0,43,47,62,74,74,72,44,24,10,404,155,553,597,658,565,331,131,29,3020,14,47,31,28,13,4,0,0,151,0,0,8,5,5,0,0,0,21,0,24,11,13,10,8,3,4,77,3,21,11,15,4,0,0,0,51,3,13,29,18,9,0,0,0,70,18,109,119,127,97,38,10,10,520,9,55,71,77,89,56,10,4,380,21,91
POA6163,32,118,111,105,78,46,14,3,498,44,126,115,61,41,8,0,0,392,247,867,837,850,774,509,250,49,4375,93,259,243,230,207,134,85,21,1273,16,57,101,69,46,37,7,3,343,31,149,128,106,77,41,15,3,551,15,58,79,99,101,59,34,4,444,106,347,322,265,256,117,42,17,1474,70,197,160,146,126,54,19,9,783,44,116,74,70,42,17,9,4,382,29,98,112,97,80,39,19,3,479,7,9,7,3,9,7,7,0,48,6,20,38,29,22,14,7,5,147,244,351,332,284,248,206,207,101,1984,982,2773,2660,2425,2105,1280,708,221,13156,63,156,124,74,48,19,0,0,489,8,33,26,27,16,3,0,0,110,10,81,70,60,36,28,20,11,311,10,57,35,27,7,3,0,0,143,24,66,69,26,26,7,0,0,212,164,542,391,351,281,139,70,27,1972,76,253,313,337,300,133,49,15,1480,216,567
POA6164,23,101,100,86,45,30,11,0,388,66,212,267,71,24,7,0,0,646,353,1330,1369,1044,660,311,95,18,5179,126,333,293,221,182,81,42,3,1284,22,65,79,44,27,10,6,0,259,33,193,176,101,48,31,0,0,572,15,86,93,82,65,31,5,4,387,114,551,524,346,182,93,26,5,1845,94,197,179,133,67,36,10,0,712,66,91,70,26,13,11,0,0,283,60,137,144,93,49,30,10,0,523,9,4,4,0,3,8,4,0,33,7,38,54,32,16,6,4,3,163,285,376,349,292,172,103,68,25,1664,1275,3707,3706,2569,1548,783,294,71,13944,44,192,153,65,33,16,0,0,499,10,88,76,19,10,3,0,0,201,31,148,107,58,41,9,4,4,402,20,46,47,14,5,3,0,0,132,16,57,59,26,9,5,0,0,175,187,697,516,362,205,72,29,5,2086,94,376,455,308,170,58,20,13,1498,287,1046
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,5,0,8,9,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
POA6166,3,3,5,9,12,9,0,0,46,5,17,20,7,4,0,0,0,54,69,138,225,229,191,115,46,4,1023,30,38,48,61,41,39,20,3,279,0,6,7,10,15,7,3,0,51,6,19,28,20,21,0,0,0,101,0,3,4,17,16,8,0,0,56,18,49,51,69,46,24,4,0,253,16,18,14,20,15,10,3,3,105,5,7,7,4,4,0,0,0,34,3,10,15,20,5,10,7,3,70,0,0,3,0,3,4,3,0,12,0,4,13,8,7,0,0,0,32,32,34,40,53,43,40,34,10,295,193,349,481,529,428,269,128,33,2412,8,10,13,10,8,3,3,0,54,0,6,4,4,0,0,0,0,21,0,12,18,13,3,7,8,0,57,0,3,3,0,0,0,0,0,11,3,3,10,0,3,0,0,0,25,37,71,69,71,46,16,8,3,323,13,53,60,76,61,21,13,0,298,40,111
POA6167,7,14,22,21,13,7,3,0,98,29,90,59,24,11,3,0,0,216,159,454,464,364,261,166,97,24,1980,50,147,111,86,68,52,31,4,553,11,36,25,22,21,8,3,0,145,15,46,39,34,20,10,3,0,158,0,32,21,25,16,7,5,0,109,47,152,151,68,41,27,12,0,503,25,77,62,49,42,16,6,0,285,17,35,32,10,7,4,0,0,107,21,84,70,49,32,16,7,0,277,0,0,0,0,0,0,0,0,5,0,20,15,18,12,4,3,0,77,359,559,451,294,167,139,97,29,2090,742,1741,1531,1063,716,465,269,63,6599,14,57,34,12,8,0,0,0,134,6,21,14,3,5,0,0,0,57,8,45,42,18,12,4,6,4,137,6,17,14,0,3,0,0,0,42,4,23,19,9,6,3,0,0,72,78,214,129,100,94,39,15,10,670,25,145,121,103,69,22,8,0,499,120,363
POA6168,10,27,11,24,12,4,9,0,95,37,48,32,28,14,3,0,0,163,169,375,356,415,461,322,181,43,2327,48,94,94,115,94,94,71,18,635,12,24,20,15,16,17,0,3,106,12,15,32,34,38,25,10,0,163,9,14,20,18,36,20,16,0,138,35,68,79,84,84,48,23,8,414,34,53,48,32,37,14,3,0,225,11,11,14,18,11,7,0,0,82,37,48,29,39,35,36,9,3,237,3,7,0,0,4,0,3,0,16,6,8,5,11,8,4,4,0,56,271,253,156,184,178,169,139,55,1408,690,1046,905,1026,1029,773,471,140,6067,5,38,21,23,7,4,5,3,105,4,7,9,10,3,5,0,0,44,21,25,24,19,11,17,14,5,136,5,4,10,4,4,3,0,0,30,12,19,12,9,0,3,3,0,53,61,102,93,132,126,91,39,21,666,28,69,95,82,85,50,15,4,436,131,201
POA6169,13,28,35,32,34,20,7,0,167,35,48,66,32,18,7,0,0,202,239,567,575,758,647,441,205,61,3481,104,188,188,163,151,110,71,15,983,11,38,42,21,21,26,3,8,168,18,38,47,61,42,29,4,0,237,7,19,39,55,60,39,24,6,249,63,93,121,148,116,59,24,4,629,62,70,63,66,47,41,10,0,360,41,27,23,19,11,5,3,0,131,24,50,48,76,55,23,13,3,290,3,0,0,3,5,7,6,4,21,5,25,15,28,17,16,4,0,113,195,219,226,225,174,140,131,50,1356,826,1401,1484,1681,1399,944,500,157,8391,22,35,45,44,24,3,0,0,176,3,9,20,13,7,3,0,0,57,15,33,29,33,17,13,21,5,163,6,15,8,14,3,0,0,0,40,11,19,25,22,8,4,3,0,87,72,181,193,269,199,96,60,18,1091,46,165,211,216,170,67,38,4,920,154,335
POA6170,4,21,23,15,3,0,0,0,69,22,79,50,13,7,4,0,0,177,98,338,261,193,102,56,18,0,1070,41,88,46,34,34,16,9,0,257,0,19,17,11,4,0,0,0,54,6,30,40,16,12,3,0,0,108,7,14,11,4,3,3,0,0,49,39,147,94,64,34,11,0,3,394,24,53,29,27,21,6,0,0,160,17,30,17,0,3,3,0,0,69,17,62,41,20,6,3,0,0,156,3,0,0,0,0,0,0,0,8,0,12,7,9,4,3,0,0,42,69,123,101,57,34,35,5,0,421,354,1014,743,474,261,139,42,0,3032,14,37,21,10,4,3,0,0,93,4,36,18,3,4,0,0,0,67,11,35,23,6,6,3,0,0,88,0,10,3,3,0,0,0,0,16,0,10,5,8,3,0,0,0,33,61,158,109,81,49,13,7,0,470,26,109,60,60,20,16,0,0,291,77,268
POA6171,13,30,35,27,12,3,0,0,120,31,97,76,29,3,4,0,0,241,235,805,670,551,305,170,62,9,2812,97,266,150,133,72,43,31,3,792,14,31,28,27,11,7,4,0,133,6,54,91,55,36,13,3,0,252,9,40,47,38,23,20,3,0,176,46,195,233,130,50,42,11,3,717,37,104,81,56,23,16,6,0,325,23,32,32,15,6,3,3,0,113,41,99,57,53,18,21,3,0,297,0,3,0,0,0,0,0,0,11,10,24,21,23,19,9,3,0,97,193,311,243,173,117,83,45,8,1177,756,2098,1764,1311,704,432,168,27,7256,8,49,42,20,9,0,0,0,127,10,23,25,14,8,3,0,0,78,14,50,35,18,14,6,0,0,134,9,29,10,3,0,3,0,0,53,18,31,10,10,4,0,0,0,69,110,315,249,179,110,52,20,3,1032,62,246,213,168,75,30,15,3,810,162,548
POA6172,3,4,6,8,8,5,0,0,37,19,23,15,16,4,3,0,0,74,87,230,264,328,187,98,36,8,1244,35,77,63,67,43,22,9,6,333,3,6,9,14,9,8,0,0,46,5,13,24,33,9,10,3,0,95,4,6,17,30,19,5,3,0,93,19,29,45,63,38,26,7,3,231,33,18,38,23,18,5,3,3,150,8,13,4,3,3,3,0,0,46,12,19,21,29,8,7,3,0,103,3,0,0,0,0,0,0,0,8,4,7,12,18,7,5,0,0,50,101,86,90,107,56,35,46,32,560,343,551,621,744,407,224,117,49,3062,5,13,14,7,7,0,0,0,42,3,8,9,5,0,0,0,0,21,3,8,16,8,5,0,3,0,42,7,3,0,9,0,0,0,0,17,3,5,10,10,3,0,0,0,34,34,69,75,101,60,28,9,3,376,26,50,98,91,34,16,12,0,325,57,141
POA6173,3,6,14,16,5,5,0,0,47,12,19,21,17,0,0,0,0,76,83,207,347,322,113,57,14,3,1146,40,76,101,123,16,17,6,0,372,0,13,25,14,6,0,0,0,61,5,23,30,39,19,3,0,0,115,3,6,16,28,18,4,3,0,80,15,42,85,85,24,5,3,0,257,24,32,42,29,11,8,0,0,143,13,4,12,6,6,3,0,0,41,8,15,21,29,3,5,3,0,83,0,0,0,0,0,0,0,0,7,3,6,9,10,13,3,0,0,46,81,74,80,85,23,22,10,3,365,285,518,799,806,249,127,42,8,2838,4,13,21,10,3,5,0,0,60,6,4,5,7,0,0,0,0,25,7,6,10,6,5,0,0,0,44,0,0,12,4,0,0,0,0,14,0,6,8,3,0,0,0,0,20,35,65,119,125,36,20,8,0,402,15,63,133,98,27,12,0,0,345,54,144
POA6174,5,0,0,0,0,0,0,0,8,3,3,4,4,0,0,0,0,16,34,86,83,66,41,14,11,0,339,22,33,18,24,11,14,8,0,128,0,4,4,4,5,3,0,0,26,0,7,8,12,3,0,0,0,34,0,0,7,7,9,0,0,0,28,7,20,18,13,3,3,3,0,65,3,7,8,5,3,3,0,0,33,0,0,5,0,0,0,0,0,7,3,5,8,11,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,23,26,28,15,19,9,8,0,133,102,213,200,161,102,46,30,0,853,0,3,3,0,0,0,0,0,10,0,0,3,3,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,4,0,0,4,9,0,0,0,0,12,16,16,36,21,9,7,11,0,107,6,34,41,33,14,3,0,0,131,26,54
POA6175,0,4,5,5,3,0,0,0,17,4,5,3,0,0,0,0,0,12,20,88,79,76,34,32,13,6,345,8,28,26,32,9,4,3,0,115,3,4,9,5,0,0,0,0,25,0,10,7,8,3,4,0,0,29,0,5,6,10,3,3,0,0,30,0,9,19,27,10,10,0,0,81,4,6,6,4,3,3,3,0,29,3,7,3,3,3,0,0,0,19,8,5,8,12,3,0,0,0,29,3,0,0,0,0,0,0,0,3,0,0,8,3,0,0,0,0,14,22,32,18,21,12,7,9,0,118,81,198,203,200,85,68,26,5,867,5,9,4,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,10,15,33,27,24,18,12,3,0,133,3,26,34,45,19,5,4,0,136,16,30
POA6176,0,0,0,3,3,0,0,0,8,4,3,0,0,0,0,0,0,9,19,37,28,24,22,12,0,0,135,9,7,7,7,6,4,0,0,38,0,0,0,3,3,4,0,0,12,0,3,7,0,0,3,0,0,16,0,3,0,3,3,0,0,0,9,4,7,5,5,3,3,0,0,28,3,5,3,3,0,0,0,0,11,0,7,0,0,0,0,0,0,7,0,0,4,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,5,9,7,9,3,0,70,50,101,59,56,46,32,3,5,356,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,0,9,4,12,4,7,0,0,39,3,11,7,11,7,4,0,0,41,8,26
POA6180,3,3,3,3,0,3,0,0,17,9,14,7,6,0,0,0,0,32,45,129,108,90,45,47,30,0,488,19,39,17,30,13,13,9,0,134,0,13,9,6,4,3,0,0,33,0,11,7,10,6,4,0,0,36,3,11,13,4,13,0,4,0,47,6,20,24,17,10,8,4,0,99,10,13,8,7,5,3,3,0,49,5,7,3,0,0,0,0,0,15,5,4,21,7,4,7,3,0,60,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,11,18,41,33,22,17,17,8,4,164,125,310,259,213,121,112,58,11,1207,3,11,3,3,0,0,0,0,16,0,4,3,0,0,0,0,0,9,0,4,3,3,3,0,0,0,16,0,0,0,3,0,0,0,0,4,7,4,0,3,0,0,0,0,13,10,50,25,27,26,15,3,0,166,12,32,40,29,31,4,0,0,152,27,80
POA6181,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,15,21,17,10,0,0,70,0,3,0,4,3,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,8,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,9,13,15,31,37,30,11,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,6,0,0,0,9,0,0,4,8,3,0,0,0,12,0,3
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,6,9,13,22,25,18,10,0,3,91,4,8,11,8,8,3,3,0,35,3,7,3,4,0,0,0,0,15,0,0,0,4,0,0,0,0,14,0,0,3,0,5,4,0,0,8,0,0,0,0,12,0,0,0,12,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,10,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,9,12,3,3,0,51,26,36,54,54,52,21,7,3,266,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,6,5,3,16,9,0,0,40,0,5,11,11,5,3,0,0,36,4,7
POA6208,0,3,4,3,8,11,0,4,27,11,7,7,3,3,0,0,0,33,64,202,164,179,173,171,85,23,1068,26,48,40,50,36,60,35,5,297,7,13,13,24,6,14,5,3,84,5,6,11,14,15,15,10,0,72,0,9,14,17,19,9,10,3,78,3,17,19,34,27,44,17,4,165,8,8,11,17,10,18,13,0,82,6,3,0,0,0,6,3,0,19,0,22,17,18,13,6,8,4,87,3,0,0,0,0,0,7,0,15,0,3,15,7,7,4,3,0,39,57,58,73,84,92,94,78,21,552,196,389,391,440,425,443,265,59,2617,0,4,6,6,3,3,4,0,24,0,10,3,3,0,0,0,0,17,0,10,14,5,3,7,3,4,49,3,6,3,0,0,0,0,0,16,4,15,18,6,5,5,0,0,47,25,51,50,51,66,56,39,6,345,6,44,68,68,51,31,9,6,287,44,79
POA6209,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,16,23,32,39,35,16,7,185,3,3,12,16,14,6,5,0,48,0,3,3,3,4,6,0,0,16,0,0,3,3,0,0,0,0,5,0,0,0,0,3,6,0,0,11,0,4,5,7,3,5,0,0,28,0,0,3,4,4,0,0,0,14,0,0,3,0,0,0,0,0,3,4,0,0,0,8,7,4,0,23,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,11,7,11,17,19,18,5,4,86,32,27,64,79,97,84,31,7,426,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,8,4,10,14,11,5,7,3,0,54,3,3,10,19,6,0,0,0,45,5,3
POA6210,12,46,49,44,49,48,11,13,269,78,72,78,43,34,17,3,3,320,361,866,963,1099,1042,983,553,143,6015,180,357,301,384,294,294,212,54,2069,32,54,70,70,56,63,33,6,392,22,60,101,130,111,71,25,15,533,11,44,71,112,150,98,65,23,566,73,166,211,274,220,273,143,26,1379,80,108,103,103,106,102,42,10,653,53,33,23,25,27,34,23,3,220,57,124,134,127,98,48,26,5,631,11,3,9,4,8,10,10,3,51,12,31,27,44,23,29,18,3,189,302,345,345,392,358,395,353,181,2674,1282,2314,2482,2859,2575,2450,1523,486,15969,27,65,69,63,34,16,5,4,282,15,26,28,21,12,12,0,0,110,28,52,62,48,33,30,35,15,296,11,14,22,15,12,4,3,0,81,7,45,52,31,24,3,3,0,172,141,317,345,421,440,333,186,45,2235,107,297,407,422,402,230,125,24,2023,260,507
POA6211,0,0,3,3,7,3,3,3,21,17,6,3,3,4,4,0,0,37,21,78,124,159,152,140,56,7,733,10,48,52,50,36,42,21,3,265,8,12,7,6,5,8,5,0,51,0,0,8,15,11,3,6,0,54,0,5,15,11,18,11,6,0,70,0,12,21,21,22,30,14,0,127,5,8,8,6,9,15,6,0,55,0,0,7,4,3,9,0,0,23,0,7,13,12,11,15,3,0,57,0,0,0,0,0,0,0,0,0,4,3,6,0,13,5,0,0,30,25,29,42,52,51,48,28,0,274,91,216,307,359,341,323,144,16,1797,3,5,10,6,6,3,0,0,36,3,3,3,0,0,0,0,0,8,5,3,3,3,3,4,5,0,24,0,3,7,0,3,0,0,0,11,0,6,11,4,0,0,0,0,23,9,41,50,38,55,33,12,0,235,9,28,51,66,43,27,10,3,228,16,52
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,6,10,8,13,7,4,0,51,0,0,0,0,0,3,0,0,6,0,0,0,5,0,3,0,0,15,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,3,0,3,5,0,0,15,0,0,0,3,3,3,0,0,11,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,13,9,9,6,0,46,18,18,19,41,33,34,16,0,172,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,7,7,4,3,0,23,3,0,6,4,3,4,0,0,16,0,3
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,8,10,8,5,0,3,51,0,0,0,3,0,0,0,0,3,0,0,4,0,5,0,3,0,14,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,8,12,3,4,0,3,37,14,21,19,34,23,16,3,5,141,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,4,0,0,0,0,8,0,3,0,3,5,4,0,0,20,0,8
POA6215,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,7,32,64,62,82,68,47,27,3,393,4,8,17,16,17,14,5,0,82,5,5,5,10,6,6,3,0,38,6,4,3,11,3,3,3,0,27,0,0,0,4,7,4,3,0,23,9,0,3,13,6,10,0,3,47,3,3,3,0,8,0,3,0,18,3,0,0,0,0,0,0,0,9,0,3,0,10,9,4,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,28,31,35,32,47,33,29,9,254,91,126,142,180,167,125,83,25,943,0,7,3,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,3,3,9,8,6,0,0,0,0,29,3,13,13,24,22,15,9,0,101,0,10,20,16,27,5,3,3,98,13,29
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,14,3,4,0,37,0,3,0,8,0,0,0,0,10,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,5,0,0,18,0,14,13,14,21,13,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,9,0,0
