region_id,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Emp_wkd_Tot_15_19,P_Emp_wkd_Tot_20_24,P_Emp_wkd_Tot_25_34,P_Emp_wkd_Tot_35_44,P_Emp_wkd_Tot_45_54,P_Emp_wkd_Tot_55_64,P_Emp_wkd_Tot_65_74,P_Emp_wkd_Tot_75_84,P_Emp_wkd_Tot_85ov,P_Emp_wkd_Tot_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Unem_look_Tot_15_19,P_Unem_look_Tot_20_24,P_Unem_look_Tot_25_34,P_Unem_look_Tot_35_44,P_Unem_look_Tot_45_54,P_Unem_look_Tot_55_64,P_Unem_look_Tot_65_74,P_Unem_look_Tot_75_84,P_Unem_look_Tot_85ov,P_Unem_look_Tot_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6405,3,0,11,11,20,18,0,0,0,63,0,0,8,4,5,4,7,5,0,33,0,0,0,0,3,0,0,0,0,3,3,0,19,15,28,22,7,5,0,99,0,6,14,14,28,26,3,0,0,91,3,0,6,7,11,10,0,3,0,40,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,23,21,39,36,3,3,0,134,3,0,3,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,3,0,3,6,0,0,0,0,0,12,6,6,26,27,39,36,3,3,0,146,3,0,11,4,9,7,13,8,3,58,0,0,0,3,3,3,3,0,0,12,9,6,37,34,51,46,19,11,3,216
POA6407,9,17,37,41,46,34,11,0,0,195,28,5,20,15,7,26,27,24,18,170,0,0,6,4,0,4,0,4,0,18,37,22,63,60,53,64,38,28,18,383,21,34,66,53,79,51,10,4,0,318,6,6,19,34,22,18,14,0,0,119,3,0,4,0,3,8,0,0,0,18,0,3,0,3,0,3,0,3,0,12,30,43,89,90,104,80,24,7,0,467,3,0,0,0,0,3,0,0,0,6,3,0,0,3,4,0,0,0,0,10,6,0,0,3,4,3,0,0,0,16,36,43,89,93,108,83,24,7,0,483,97,5,23,18,12,43,54,43,25,320,3,0,6,7,5,7,0,7,3,38,136,48,118,118,125,133,78,57,28,841
POA6409,0,6,12,17,16,10,5,0,0,66,0,3,9,3,5,12,6,10,0,48,0,0,0,0,5,0,4,0,0,9,0,9,21,20,26,22,15,10,0,123,0,0,14,23,38,15,3,0,0,93,4,6,9,7,12,3,5,6,0,52,0,0,3,3,6,3,0,0,0,15,0,5,0,0,0,0,0,0,0,5,4,11,26,33,56,21,8,6,0,165,0,0,3,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,11,4,11,29,36,61,21,8,6,0,176,6,6,9,7,8,24,18,16,3,97,0,0,0,3,9,3,4,0,3,22,10,17,38,46,78,48,30,22,6,295
POA6410,5,21,37,45,65,39,9,0,0,221,23,7,22,21,21,27,48,48,22,239,0,0,0,4,0,0,7,0,3,14,28,28,59,70,86,66,64,48,25,474,0,21,49,58,75,64,14,3,0,284,12,7,15,21,39,31,14,3,0,142,0,0,3,4,13,3,0,0,0,23,0,0,3,3,6,0,3,0,0,15,12,28,70,86,133,98,31,6,0,464,0,3,6,3,0,0,0,0,0,12,0,3,3,3,0,0,0,0,0,9,0,6,9,6,0,0,0,0,0,21,12,34,79,92,133,98,31,6,0,485,38,10,28,31,37,50,89,78,31,392,9,4,3,7,3,3,13,0,3,45,59,48,110,130,173,151,133,84,34,922
POA6413,0,0,4,9,12,9,3,0,0,37,4,0,3,3,0,5,5,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,7,12,12,14,8,0,0,57,0,3,9,13,14,20,7,0,0,66,0,3,0,5,5,7,0,0,0,20,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,9,18,22,27,10,0,0,92,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,9,18,25,27,10,0,0,95,4,0,3,3,0,8,8,3,3,32,0,0,0,0,0,0,0,0,0,0,4,6,12,21,25,35,18,3,3,127
POA6415,45,64,116,131,142,87,24,0,0,609,38,19,53,54,38,55,62,59,19,397,7,3,9,12,11,3,3,3,4,55,90,86,178,197,191,145,89,62,23,1061,46,107,189,193,219,143,26,0,4,927,40,21,57,72,78,47,23,3,0,341,4,0,16,12,9,11,4,0,0,56,3,3,6,6,3,3,6,0,0,30,93,131,268,283,309,204,59,3,4,1354,4,9,12,7,3,4,0,0,0,39,6,3,3,6,3,3,0,0,0,24,10,12,15,13,6,7,0,0,0,63,103,143,283,296,315,211,59,3,4,1417,73,101,67,72,57,88,126,121,32,737,12,11,17,26,26,6,7,10,4,119,188,255,367,394,398,305,192,134,40,2273
POA6418,12,12,21,38,29,27,8,0,0,147,0,3,16,4,4,25,26,25,18,121,0,0,0,3,3,3,3,3,0,15,12,15,37,45,36,55,37,28,18,283,7,10,38,47,46,51,12,0,0,211,6,3,14,19,15,19,0,0,0,76,3,0,0,4,0,3,6,0,0,16,0,3,0,0,4,4,4,0,0,15,16,16,52,70,65,77,22,0,0,318,3,6,4,0,0,0,0,0,0,13,3,3,0,3,0,0,0,0,0,9,6,9,4,3,0,0,0,0,0,22,22,25,56,73,65,77,22,0,0,340,10,6,16,8,8,41,43,40,23,195,0,0,0,6,3,3,6,6,3,27,32,31,72,87,76,121,71,46,26,562
POA6421,0,0,8,12,16,15,6,0,0,57,0,0,3,9,0,4,4,3,0,23,0,0,0,0,0,0,4,0,0,4,0,0,11,21,16,19,14,3,0,84,0,4,8,21,28,12,6,0,0,79,0,0,5,12,5,3,6,0,0,31,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,4,13,36,33,24,12,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,13,36,33,27,12,0,0,125,5,0,3,9,3,10,10,6,0,46,0,0,0,0,0,0,4,3,0,7,5,4,16,45,36,37,26,9,0,178
POA6423,0,5,14,17,13,9,4,0,0,62,3,0,5,3,7,3,4,0,0,25,0,0,0,0,0,0,0,0,0,0,3,5,19,20,20,12,8,0,0,87,0,8,29,24,39,17,0,0,0,117,0,0,8,7,5,8,4,0,0,32,0,0,3,6,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,40,37,44,28,8,0,0,165,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,40,40,44,28,8,0,0,168,8,0,5,3,7,8,11,7,0,49,0,0,0,0,4,3,3,0,0,10,8,8,45,43,55,39,22,7,0,227
POA6425,0,6,5,0,21,7,0,0,0,39,3,0,0,4,3,4,0,0,3,17,0,0,0,0,0,0,0,0,0,0,3,6,5,4,24,11,0,0,3,56,0,9,13,10,32,8,3,0,0,75,0,3,0,0,10,10,3,0,0,26,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,13,10,42,18,9,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,10,42,18,9,0,0,104,3,0,0,4,3,9,4,0,3,26,0,0,0,0,0,0,0,0,0,0,3,12,13,14,45,27,13,0,3,130
POA6426,8,22,32,64,38,43,11,0,0,218,4,10,22,17,14,15,21,11,0,114,0,3,3,8,3,3,3,3,0,26,12,35,57,89,55,61,35,14,0,358,11,40,67,93,90,75,19,0,0,395,7,7,20,37,21,24,4,0,0,120,0,0,3,10,0,7,7,3,0,30,0,0,0,7,3,4,0,0,0,14,18,47,90,147,114,110,30,3,0,559,0,4,0,6,0,0,0,0,0,10,4,0,3,0,0,0,0,0,0,7,4,4,3,6,0,0,0,0,0,17,22,51,93,153,114,110,30,3,0,576,14,10,25,20,26,27,32,30,7,191,0,6,13,22,8,7,6,6,0,68,36,67,131,195,148,144,68,39,7,835
POA6429,19,21,32,44,66,49,6,0,0,237,22,9,33,25,24,33,17,15,0,178,3,4,16,9,12,11,3,0,0,58,44,34,81,78,102,93,26,15,0,473,25,51,112,116,144,98,11,0,0,557,0,6,11,21,23,36,6,0,0,103,3,6,6,3,6,3,3,0,0,30,3,3,5,3,3,0,0,0,0,17,31,66,134,143,176,137,20,0,0,707,7,3,5,11,3,4,0,0,0,33,3,3,0,3,6,3,0,0,0,18,10,6,5,14,9,7,0,0,0,51,41,72,139,157,185,144,20,0,0,758,51,17,37,33,39,49,56,23,3,308,13,13,53,41,31,30,10,0,0,191,105,102,229,231,255,223,86,23,3,1257
POA6430,436,593,1245,1284,1161,524,70,12,0,5325,228,162,482,380,208,264,224,150,88,2186,82,87,187,187,142,70,36,28,12,831,746,842,1914,1851,1511,858,330,190,100,8342,408,998,2303,2108,1954,914,109,0,0,8794,350,191,440,575,412,250,76,6,0,2300,36,44,118,101,98,80,8,0,0,485,39,42,79,59,62,28,5,6,0,320,833,1275,2940,2843,2526,1272,198,12,0,11899,50,58,83,51,47,24,3,0,0,316,41,27,38,29,20,6,3,3,0,167,91,85,121,80,67,30,6,3,0,483,924,1360,3061,2923,2593,1302,204,15,0,12382,449,253,554,449,291,395,455,269,115,3230,181,191,479,419,355,181,77,59,21,1963,1554,1804,4094,3791,3239,1878,736,343,136,17575
POA6431,3,14,27,15,19,14,0,0,0,92,23,14,40,17,30,15,14,5,4,162,4,4,5,5,0,0,0,0,0,18,30,32,72,37,49,29,14,5,4,272,6,5,19,10,13,14,6,3,0,76,6,17,33,19,8,3,0,0,0,86,0,0,0,0,10,4,0,0,0,14,0,0,0,3,3,6,0,0,0,12,12,22,52,32,34,27,6,3,0,188,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,6,3,0,6,0,0,0,0,0,0,9,15,22,58,32,34,27,6,3,0,197,40,32,64,45,44,30,18,8,4,285,7,4,8,5,3,3,0,0,0,30,62,58,130,82,81,60,24,11,4,512
POA6432,136,199,348,374,353,175,24,0,0,1609,80,79,202,108,82,106,94,45,12,808,26,44,82,58,64,31,20,8,4,337,242,322,632,540,499,312,138,53,16,2754,119,326,651,591,565,318,38,0,0,2608,101,84,134,168,149,104,33,6,0,779,13,15,32,34,33,17,3,0,0,147,10,13,16,31,21,9,3,0,0,103,243,438,833,824,768,448,77,6,0,3637,30,27,30,30,29,8,0,0,0,154,16,6,16,5,3,9,3,0,0,58,46,33,46,35,32,17,3,0,0,212,289,471,879,859,800,465,80,6,0,3849,154,104,258,156,135,174,176,81,19,1257,59,108,192,143,149,106,45,16,7,825,502,683,1329,1158,1084,745,301,103,26,5931
POA6434,0,3,3,5,0,0,3,0,0,14,4,6,12,11,6,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,4,9,15,16,6,0,6,0,0,56,0,0,3,5,0,3,0,0,0,11,0,6,3,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,6,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,6,3,0,0,26,4,9,15,24,17,3,6,0,0,78,0,0,3,0,0,0,0,0,0,3,4,15,24,29,17,9,9,0,0,107
POA6436,0,0,3,6,12,10,0,0,0,31,8,0,4,3,5,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,8,0,7,9,17,13,3,0,0,57,0,6,11,9,11,12,0,0,0,49,0,0,3,3,4,8,3,0,0,21,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,14,12,20,20,3,0,0,75,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,14,12,20,24,3,0,0,79,8,0,4,8,10,10,8,4,0,52,0,0,3,0,5,3,0,0,0,11,8,6,21,20,35,37,11,4,0,142
POA6437,0,21,54,50,35,14,3,0,0,177,0,4,27,14,5,0,0,0,0,50,0,5,9,11,9,3,4,0,0,41,0,30,90,75,49,17,7,0,0,268,4,89,224,164,137,56,6,0,0,680,0,3,20,21,8,9,0,0,4,65,0,4,21,11,8,4,0,0,0,48,3,3,3,3,4,0,3,0,0,19,7,99,268,199,157,69,9,0,4,812,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,7,99,274,199,157,69,9,0,4,818,7,4,27,19,5,0,4,0,0,66,3,23,60,39,38,12,7,0,0,182,17,126,361,257,200,81,20,0,4,1066
POA6438,10,30,47,26,43,20,6,0,0,182,7,20,41,18,9,13,6,5,0,119,3,8,13,23,13,5,0,0,4,69,20,58,101,67,65,38,12,5,4,370,20,52,102,74,96,48,8,0,0,400,0,9,11,9,19,19,0,0,0,67,0,3,8,5,7,0,0,0,0,23,3,0,0,6,0,6,3,0,0,18,23,64,121,94,122,73,11,0,0,508,3,3,6,0,3,3,0,0,0,18,0,3,3,0,0,0,0,0,0,6,3,6,9,0,3,3,0,0,0,24,26,70,130,94,125,76,11,0,0,532,25,26,82,35,16,21,20,9,0,234,20,38,70,63,55,21,0,4,4,275,71,134,282,192,196,118,31,13,4,1041
POA6440,3,30,47,33,28,18,6,0,0,165,14,6,12,14,16,7,7,7,0,83,4,3,6,5,8,3,3,0,0,32,21,39,65,52,52,28,16,7,0,280,3,63,126,133,97,85,13,3,0,523,3,13,14,18,25,3,3,0,0,79,0,9,12,22,3,3,3,0,0,52,0,0,6,0,3,3,0,0,0,12,6,85,158,173,128,94,19,3,0,666,0,0,4,0,9,0,0,0,0,13,6,0,0,0,0,3,0,0,0,9,6,0,4,0,9,3,0,0,0,22,12,85,162,173,137,97,19,3,0,688,22,11,22,23,25,16,23,10,0,152,7,13,23,31,29,15,6,0,0,124,41,109,207,227,191,128,48,13,0,964
POA6442,30,62,111,145,101,43,7,0,0,499,32,35,96,53,32,40,23,6,0,317,8,13,19,14,14,10,5,0,0,83,70,110,226,212,147,93,35,6,0,899,54,112,233,261,160,96,13,0,0,929,29,15,40,54,56,25,4,0,0,223,3,6,17,13,6,5,6,0,0,56,8,3,5,13,5,6,0,0,0,40,94,136,295,341,227,132,23,0,0,1248,14,8,15,16,13,0,4,0,0,70,0,0,8,0,0,4,0,0,0,12,14,8,23,16,13,4,4,0,0,82,108,144,318,357,240,136,27,0,0,1330,62,41,100,59,38,58,41,13,4,416,20,26,43,34,28,23,15,3,0,192,190,211,461,450,306,217,83,16,4,1938
POA6443,7,19,52,39,49,30,12,0,0,208,5,19,25,14,11,21,24,8,5,132,3,7,6,7,4,3,3,3,3,39,15,45,83,60,64,54,39,11,8,379,8,34,93,79,90,52,19,0,0,375,4,7,14,17,24,15,10,0,0,91,3,0,12,6,9,6,0,0,0,36,0,3,0,11,3,0,0,0,0,17,15,44,119,113,126,73,29,0,0,519,0,5,8,6,0,3,0,0,0,22,0,0,0,3,0,3,0,0,0,6,0,5,8,9,0,6,0,0,0,28,15,49,127,122,126,79,29,0,0,547,10,24,29,23,19,38,64,16,8,231,6,17,37,30,23,17,9,6,3,148,31,90,193,175,168,134,102,22,11,926
POA6445,0,0,6,9,11,7,5,0,0,38,0,0,3,4,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,13,14,7,8,0,0,51,3,4,14,15,17,6,11,0,0,70,0,0,3,6,5,4,5,0,0,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,17,21,22,13,16,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,21,22,13,16,0,0,96,3,0,3,4,3,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,6,4,20,25,25,18,19,0,0,117
POA6447,4,4,17,35,25,7,0,0,0,92,5,0,9,9,4,7,6,3,0,43,5,0,0,5,3,0,5,0,0,18,14,4,26,49,32,14,11,3,0,153,9,7,25,53,49,17,5,3,0,168,3,0,14,21,12,4,4,0,0,58,4,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,19,7,39,77,61,21,9,3,0,236,0,3,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,9,19,10,42,77,64,21,9,3,0,245,17,3,9,12,7,10,10,3,3,74,5,0,0,8,6,0,5,0,0,24,41,13,51,97,77,31,24,6,3,343
POA6448,3,3,12,23,33,13,3,0,0,90,39,7,4,6,3,6,12,0,3,80,0,0,0,5,3,0,0,0,0,8,42,10,16,34,39,19,15,0,3,178,3,6,11,28,45,22,3,0,0,118,0,3,9,11,12,9,4,3,0,51,0,0,0,0,7,4,0,0,0,11,3,0,0,0,0,0,6,0,0,9,6,9,20,39,64,35,13,3,0,189,0,3,0,3,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,12,9,12,20,42,67,35,13,3,0,201,67,10,12,12,6,14,17,3,3,144,4,0,3,5,3,3,0,3,0,21,80,22,35,59,76,52,30,9,3,366
POA6450,261,232,456,657,718,391,86,11,0,2812,162,73,198,163,156,277,374,270,105,1778,23,22,34,37,44,39,41,38,15,293,446,327,688,857,918,707,501,319,120,4883,185,296,617,837,939,481,89,16,0,3460,247,111,252,434,401,304,115,20,0,1884,20,21,61,67,87,86,18,4,5,369,10,16,18,34,18,18,14,0,0,128,462,444,948,1372,1445,889,236,40,5,5841,25,30,47,30,35,16,0,0,0,183,29,10,9,20,16,9,0,0,0,93,54,40,56,50,51,25,0,0,0,276,516,484,1004,1422,1496,914,236,40,5,6117,319,99,241,211,224,440,707,473,154,2868,53,43,97,104,119,83,94,65,24,682,888,626,1342,1737,1839,1437,1037,578,183,9667
POA6460,10,11,31,48,52,42,10,0,0,204,15,6,19,14,15,26,42,12,13,162,0,0,4,4,4,0,0,6,0,18,25,17,54,66,71,68,52,18,13,384,12,10,47,65,66,55,13,3,0,271,9,9,20,35,31,38,10,0,0,152,0,0,0,3,7,0,3,0,0,13,0,0,0,0,3,3,4,0,0,10,21,19,67,103,107,96,30,3,0,446,0,0,0,6,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,6,5,0,0,0,0,11,21,19,67,109,112,96,30,3,0,457,21,6,27,18,24,45,66,42,16,265,5,0,4,10,4,0,5,6,0,34,47,25,98,137,140,141,101,51,16,756
POA6461,0,6,16,20,13,16,6,0,0,77,3,0,9,6,3,15,10,14,10,70,0,0,0,0,0,4,0,0,0,4,3,6,25,26,16,35,16,14,10,151,0,6,25,22,16,25,7,0,0,101,0,6,8,12,3,12,6,0,0,47,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,33,34,25,37,13,0,0,154,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,12,36,37,25,37,13,0,0,160,3,4,9,9,7,22,29,22,15,120,0,0,4,0,0,4,0,0,0,8,3,16,49,46,32,63,42,22,15,288
POA6462,3,0,6,12,19,17,6,3,0,66,3,0,7,7,0,7,4,3,3,34,0,0,0,0,0,3,3,0,0,6,6,0,13,19,19,27,13,6,3,106,3,5,20,24,26,21,9,0,0,108,0,0,6,4,9,13,6,8,0,46,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,3,5,26,31,38,37,15,8,0,163,0,0,0,3,0,3,0,0,0,6,3,0,0,3,0,0,0,0,0,6,3,0,0,6,0,3,0,0,0,12,6,5,26,37,38,40,15,8,0,175,6,0,7,7,3,10,7,3,6,49,0,0,0,0,0,6,3,0,0,9,12,5,33,44,41,56,25,11,6,233
POA6468,3,4,9,10,12,3,6,0,0,47,4,5,5,3,8,0,4,0,0,29,0,0,0,0,0,0,0,0,3,3,7,9,14,13,20,3,10,0,3,79,3,10,18,14,14,10,8,0,0,77,0,0,6,3,6,0,3,0,0,18,0,0,3,3,0,0,0,0,0,6,0,0,3,3,6,3,0,0,0,15,3,10,30,23,26,13,11,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,30,23,26,13,11,0,0,116,4,5,9,3,12,5,4,0,3,45,0,0,0,3,0,0,0,0,3,6,7,15,39,29,38,18,15,0,6,167
POA6472,0,3,7,15,13,6,3,0,0,47,3,0,3,3,3,3,0,3,0,18,0,0,0,0,0,3,0,0,0,3,3,3,10,18,16,12,3,3,0,68,0,6,24,20,19,13,3,0,0,85,0,0,0,12,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,32,27,16,3,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,32,27,16,3,0,0,108,3,0,3,3,3,7,0,10,0,29,0,0,0,0,0,3,0,0,0,3,3,6,27,35,30,26,3,10,0,140
POA6475,6,3,19,11,21,17,3,3,0,83,3,3,9,10,10,11,13,10,0,69,3,0,0,0,0,0,0,0,0,3,12,6,28,21,31,28,16,13,0,155,3,12,28,28,30,27,8,6,0,142,3,3,9,3,10,9,6,3,0,46,0,0,3,0,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,9,6,15,46,31,43,36,14,9,0,200,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,9,6,15,46,34,49,36,14,9,0,209,6,3,12,10,13,24,26,18,5,117,3,0,0,0,0,0,4,0,0,7,15,18,58,44,62,60,44,27,5,333
POA6477,0,8,13,15,19,10,0,0,0,65,0,0,7,4,4,9,7,4,3,38,0,0,0,0,0,0,0,0,0,0,0,8,20,19,23,19,7,4,3,103,0,16,16,25,31,21,7,0,0,116,0,0,8,9,11,5,6,0,0,39,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,24,37,42,29,13,0,0,161,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,6,3,16,27,37,42,29,13,0,0,167,0,0,7,7,10,14,10,8,3,59,0,0,0,0,3,0,0,0,0,3,3,16,34,44,55,43,23,8,3,229
POA6479,6,5,18,25,30,23,11,0,0,118,6,3,5,8,6,8,17,13,4,70,0,0,3,0,0,0,0,0,0,3,12,8,26,33,36,31,28,13,4,191,8,19,29,34,52,31,18,3,0,194,3,0,9,14,13,14,4,3,0,60,0,0,0,0,3,8,0,0,0,11,0,0,0,0,3,3,4,3,0,13,11,19,38,48,71,56,26,9,0,278,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,11,19,42,48,71,56,26,9,0,282,16,3,5,12,9,12,26,23,4,110,0,0,3,3,0,0,0,3,0,9,27,22,50,63,80,68,52,35,4,401
POA6484,3,4,12,9,16,6,3,0,0,53,0,0,0,0,3,0,3,0,0,6,3,3,3,5,4,0,0,0,0,18,6,7,15,14,23,6,6,0,0,77,3,24,62,52,47,21,6,0,0,215,0,3,6,5,8,3,0,0,0,25,0,3,3,3,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,3,30,71,60,58,27,6,0,0,255,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,30,71,60,61,30,6,0,0,261,0,6,3,3,6,4,3,0,0,25,3,13,21,24,17,6,0,0,0,84,6,49,95,87,84,40,9,0,0,370
