region_id,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Emp_wkd_Tot_15_19,P_Emp_wkd_Tot_20_24,P_Emp_wkd_Tot_25_34,P_Emp_wkd_Tot_35_44,P_Emp_wkd_Tot_45_54,P_Emp_wkd_Tot_55_64,P_Emp_wkd_Tot_65_74,P_Emp_wkd_Tot_75_84,P_Emp_wkd_Tot_85ov,P_Emp_wkd_Tot_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Unem_look_Tot_15_19,P_Unem_look_Tot_20_24,P_Unem_look_Tot_25_34,P_Unem_look_Tot_35_44,P_Unem_look_Tot_45_54,P_Unem_look_Tot_55_64,P_Unem_look_Tot_65_74,P_Unem_look_Tot_75_84,P_Unem_look_Tot_85ov,P_Unem_look_Tot_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6333,68,49,140,270,322,222,51,6,0,1128,61,14,66,80,93,183,252,139,53,941,0,3,7,13,21,13,7,11,12,87,129,66,213,363,436,418,310,156,65,2156,28,58,143,236,313,229,53,8,0,1068,73,40,104,195,273,212,72,3,0,972,11,0,16,35,43,39,8,6,0,158,3,3,3,8,9,7,4,0,7,44,115,101,266,474,638,487,137,17,7,2242,9,11,5,13,18,9,0,0,0,65,3,6,9,13,7,7,3,0,0,48,12,17,14,26,25,16,3,0,0,113,127,118,280,500,663,503,140,17,7,2355,147,25,82,111,156,301,475,262,81,1640,12,11,22,26,47,33,18,17,15,201,286,154,384,637,866,837,633,296,103,4196
POA6335,10,13,23,39,40,32,9,0,0,166,3,9,26,14,10,22,12,16,9,121,0,0,0,3,3,0,0,0,3,9,13,22,49,56,53,54,21,16,12,296,14,22,49,52,57,57,6,0,0,257,5,3,12,25,19,9,9,4,0,86,0,3,0,0,4,3,7,0,0,17,3,0,0,5,0,3,0,0,0,11,22,28,61,82,80,72,22,4,0,371,0,0,3,3,7,5,0,0,0,18,0,7,0,0,0,0,0,0,0,7,0,7,3,3,7,5,0,0,0,25,22,35,64,85,87,77,22,4,0,396,8,12,30,19,17,33,29,24,12,184,0,6,0,6,9,0,0,0,3,24,30,53,94,110,113,110,51,28,15,604
POA6336,0,0,9,7,19,15,3,0,0,53,3,3,7,3,0,7,3,0,0,26,0,4,0,0,0,3,0,0,0,7,3,7,16,10,19,25,6,0,0,86,0,4,14,18,17,22,4,3,0,82,0,0,4,7,8,7,9,0,0,35,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,10,0,4,21,25,31,33,13,3,0,130,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,3,0,3,3,0,0,0,9,0,4,24,25,34,36,13,3,0,139,6,3,7,3,4,7,6,4,0,40,0,4,3,0,3,3,0,0,0,13,6,11,34,28,41,46,19,7,0,192
POA6337,9,8,35,27,37,16,3,0,0,135,3,0,7,6,9,5,6,0,0,36,0,0,0,0,0,0,0,0,0,0,12,8,42,33,46,21,9,0,0,171,6,15,55,38,61,50,5,0,0,230,3,4,16,11,14,8,3,0,0,59,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,9,19,71,55,79,58,8,0,0,299,3,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,9,12,22,71,58,79,58,8,0,0,308,8,0,10,6,12,5,12,3,0,56,0,0,0,0,6,0,0,0,0,6,20,22,81,64,97,63,20,3,0,370
POA6338,0,7,23,44,41,35,4,0,0,154,6,0,13,11,10,17,16,10,0,83,3,0,0,4,3,3,0,3,0,16,9,7,36,59,54,55,20,13,0,253,3,22,42,61,87,47,7,0,0,269,3,0,17,25,21,26,7,0,0,99,0,5,3,6,0,7,0,0,0,21,0,0,3,0,0,4,0,0,0,7,6,27,65,92,108,84,14,0,0,396,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,27,65,92,112,84,14,0,0,400,10,3,18,11,13,27,40,21,0,143,3,0,3,7,11,3,3,6,0,36,19,30,86,110,136,114,57,27,0,579
POA6341,0,6,11,19,11,12,0,0,0,59,0,0,10,7,4,8,4,0,0,33,0,0,0,3,3,0,0,0,0,6,0,6,21,29,18,20,4,0,0,98,0,9,32,28,24,22,4,3,0,122,3,0,3,11,6,7,0,0,0,30,0,3,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,6,12,38,39,30,29,4,3,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,38,39,30,29,4,3,0,161,4,0,10,10,4,12,7,3,0,50,0,0,0,3,3,3,0,0,0,9,10,12,48,52,37,44,11,6,0,220
POA6343,4,0,16,12,13,12,0,3,0,60,3,0,3,4,3,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,7,0,19,16,16,16,4,3,0,81,0,4,22,28,33,11,9,0,0,107,0,0,9,4,0,14,0,3,0,30,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,31,32,33,25,9,3,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,31,32,33,25,9,3,0,141,3,0,6,4,6,4,7,3,0,33,0,0,0,0,3,0,0,0,0,3,7,4,37,36,42,29,16,6,0,177
POA6346,10,15,32,28,39,22,6,3,0,155,0,0,15,7,12,7,6,9,4,60,0,0,3,0,0,0,3,0,0,6,10,15,50,35,51,29,15,12,4,221,8,32,71,82,92,39,10,0,0,334,4,4,21,17,17,16,6,0,0,85,0,3,11,3,6,9,5,0,0,37,3,0,0,0,0,0,0,3,0,6,15,39,103,102,115,64,21,3,0,462,4,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,9,19,39,103,107,115,64,21,3,0,471,5,0,15,10,17,14,17,16,4,98,0,0,11,5,0,0,3,0,0,19,24,39,129,122,132,78,41,19,4,588
POA6348,9,19,61,54,68,34,11,0,0,256,3,3,40,32,19,36,54,16,0,203,0,3,5,5,3,8,9,9,3,45,12,25,106,91,90,78,74,25,3,504,3,25,99,112,116,58,9,0,0,422,6,4,24,28,22,30,15,3,0,132,0,6,10,8,18,8,6,0,0,56,3,0,3,3,0,0,3,0,0,12,12,35,136,151,156,96,33,3,0,622,0,3,3,0,3,0,0,0,0,9,3,0,0,0,3,0,3,0,0,9,3,3,3,0,6,0,3,0,0,18,15,38,139,151,162,96,36,3,0,640,6,6,43,36,28,64,92,45,4,324,3,6,10,15,9,19,20,12,3,97,24,50,192,202,199,179,148,60,7,1061
POA6350,3,0,7,8,12,9,0,0,0,39,0,0,5,4,7,5,9,4,3,37,0,0,0,0,0,3,0,0,0,3,3,0,12,12,19,17,9,4,3,79,3,4,10,8,16,13,3,0,0,57,3,0,3,11,6,6,3,0,0,32,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,6,4,13,19,22,19,9,3,0,95,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,6,4,13,22,26,19,9,3,0,102,3,0,5,4,7,11,23,9,7,69,0,0,0,0,0,3,0,0,0,3,9,4,18,26,33,33,32,12,7,174
POA6352,0,4,26,19,28,21,3,3,0,104,6,0,5,4,6,0,9,4,0,34,0,0,0,0,0,3,0,0,0,3,6,4,31,23,34,24,12,7,0,141,0,7,43,34,45,35,6,0,0,170,0,4,12,12,10,15,5,3,0,61,0,0,4,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,59,51,59,50,11,3,0,244,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,11,59,55,59,50,11,3,0,248,6,0,5,4,10,0,20,9,0,54,0,0,4,0,0,3,0,0,0,7,6,11,68,59,69,53,31,12,0,309
POA6353,10,7,30,40,49,36,11,0,0,183,3,3,10,11,6,8,12,15,4,72,3,3,0,0,0,3,0,3,0,12,16,13,40,51,55,47,23,18,4,267,11,23,48,69,82,54,17,0,0,304,6,4,10,17,23,22,7,4,0,93,0,0,3,6,3,5,3,0,0,20,0,0,3,3,0,0,3,0,0,9,17,27,64,95,108,81,30,4,0,426,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,20,27,64,95,111,81,30,4,0,432,6,3,13,18,6,13,20,25,11,115,3,3,0,0,0,7,3,6,0,22,29,33,77,113,117,101,53,35,11,569
POA6355,0,6,36,51,61,38,16,3,0,211,3,3,22,8,10,14,6,3,0,69,0,3,0,0,0,0,3,3,0,9,3,12,58,59,71,52,25,9,0,289,5,7,75,81,108,71,20,5,0,372,0,6,21,30,19,17,15,3,0,111,0,3,3,3,3,10,3,3,0,28,0,0,0,6,0,3,0,0,0,9,5,16,99,120,130,101,38,11,0,520,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,16,99,120,134,101,38,11,0,524,7,6,25,11,18,20,9,9,0,105,0,3,0,5,0,8,3,3,4,26,12,25,124,136,152,129,50,23,4,655
POA6358,3,3,0,13,19,18,6,0,0,62,3,3,7,3,3,3,3,0,0,25,0,0,0,0,0,3,0,0,0,3,6,6,7,16,22,24,9,0,0,90,0,6,10,19,34,19,10,3,0,101,0,0,3,6,12,9,3,0,0,33,3,0,0,0,0,6,3,0,0,12,0,0,3,0,0,0,0,0,0,3,3,6,16,25,46,34,16,3,0,149,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,19,25,46,34,16,3,0,152,6,3,7,3,6,6,3,3,3,40,0,0,0,0,0,3,0,0,3,6,9,9,26,28,52,43,19,6,6,198
POA6359,6,9,26,32,16,19,6,0,0,114,0,0,6,3,5,0,11,0,5,30,0,0,6,0,0,0,0,0,0,6,6,9,38,35,21,19,17,0,5,150,3,28,68,62,43,29,10,3,0,246,6,0,11,15,8,12,6,3,0,61,0,0,4,0,4,0,3,0,0,11,0,0,3,3,0,0,0,0,0,6,9,28,86,80,55,41,19,6,0,324,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,9,28,86,86,55,41,19,6,0,330,4,0,9,3,8,6,16,0,5,51,0,10,20,11,12,3,4,0,0,60,13,38,115,100,75,50,39,6,5,441
POA6365,0,0,23,41,39,23,8,0,3,137,3,5,10,4,7,21,12,13,4,79,0,0,0,0,0,0,0,0,0,0,3,5,33,45,46,44,20,13,7,216,0,5,40,54,53,41,11,0,0,204,5,0,15,24,18,19,9,4,3,97,0,0,0,0,0,3,9,0,0,12,0,0,0,3,0,3,0,0,0,6,5,5,55,81,71,66,29,4,3,319,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,5,5,55,88,71,66,29,4,3,326,9,5,15,7,11,28,20,21,8,124,0,0,0,6,0,3,0,0,0,9,14,10,70,101,82,97,49,25,11,459
POA6367,0,0,14,13,12,10,0,0,0,49,4,4,5,4,4,10,6,8,3,48,0,0,0,3,0,3,0,0,0,6,4,4,19,20,16,23,6,8,3,103,4,3,15,14,24,14,0,0,0,74,0,0,11,8,0,7,0,0,0,26,0,0,0,0,3,0,0,0,0,3,0,3,0,3,3,0,0,0,0,9,4,6,26,25,30,21,0,0,0,112,3,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,12,7,6,29,28,33,21,0,0,0,124,7,4,5,7,7,15,18,13,6,82,0,0,0,3,0,3,0,0,0,6,14,10,34,38,40,39,18,13,6,212
POA6368,0,4,3,12,14,11,0,3,0,47,0,0,5,3,0,5,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,4,8,15,17,16,0,3,0,63,0,8,18,10,27,16,3,3,0,85,0,4,0,9,10,11,0,0,0,34,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,18,22,37,27,3,3,0,122,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12,18,22,37,30,3,3,0,125,0,0,5,3,0,5,5,0,0,18,0,0,0,0,3,3,0,0,0,6,0,12,23,25,40,38,8,3,0,149
POA6369,0,13,16,31,33,18,11,0,0,122,9,3,10,7,11,14,20,25,16,115,0,3,0,0,3,0,3,6,4,19,9,19,26,38,47,32,34,31,20,256,8,22,29,47,53,32,14,4,0,209,0,3,9,20,24,12,13,0,0,81,0,3,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,8,28,38,67,77,47,31,4,0,300,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,8,31,42,67,77,47,31,4,0,307,13,3,13,10,14,18,38,41,21,171,0,3,0,0,6,3,3,9,8,32,21,37,55,77,97,68,72,54,29,510
POA6370,0,5,12,16,36,19,8,0,0,96,8,7,15,15,6,10,20,15,0,96,0,0,3,3,0,3,3,3,3,18,8,12,30,34,42,32,31,18,3,210,4,9,19,27,44,34,11,0,0,148,0,4,8,13,28,17,9,0,0,79,0,0,0,3,3,3,3,0,0,12,0,0,0,0,3,0,3,0,0,6,4,13,27,43,78,54,26,0,0,245,0,0,0,6,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,10,4,13,31,49,78,54,26,0,0,255,14,7,15,15,9,20,35,29,4,148,0,0,6,3,4,3,3,3,6,28,18,20,52,67,91,77,64,32,10,431
POA6373,0,6,9,11,18,12,3,0,0,59,3,3,3,3,3,3,3,3,0,24,0,0,0,0,0,3,0,0,0,3,3,9,12,14,21,18,6,3,0,86,3,7,28,22,28,16,7,0,0,111,0,6,0,8,14,12,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,28,30,42,28,7,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,28,30,42,28,7,0,0,151,3,3,3,3,3,6,3,9,0,33,0,0,0,0,0,3,0,0,0,3,6,16,31,33,45,37,10,9,0,187
POA6375,9,5,37,40,50,44,15,0,0,200,0,3,10,11,0,15,40,31,23,133,0,0,3,0,4,3,5,0,0,15,9,8,50,51,54,62,60,31,23,348,7,19,45,47,73,49,13,0,0,253,3,0,15,21,23,35,15,4,0,116,0,0,10,5,0,11,0,0,0,26,0,0,0,0,4,6,4,0,0,14,10,19,70,73,100,101,32,4,0,409,3,3,3,8,0,0,0,0,0,17,0,0,3,3,3,0,0,0,0,9,3,3,6,11,3,0,0,0,0,26,13,22,76,84,103,101,32,4,0,435,5,6,10,14,4,30,73,49,32,223,0,0,3,0,7,6,11,5,0,32,18,28,89,98,114,137,116,58,32,690
POA6383,6,9,25,50,71,39,10,0,3,213,4,6,25,15,18,40,51,38,14,211,3,0,3,0,0,3,0,3,0,12,13,15,53,65,89,82,61,41,17,436,0,13,24,48,80,64,11,0,4,244,0,3,18,36,47,23,13,0,3,143,0,3,3,3,9,12,4,0,0,34,0,0,3,3,3,3,0,0,0,12,0,19,48,90,139,102,28,0,7,433,6,0,3,7,6,0,0,0,0,22,0,0,3,5,0,0,0,0,0,8,6,0,6,12,6,0,0,0,0,30,6,19,54,102,145,102,28,0,7,463,14,9,28,23,28,67,94,66,19,348,3,0,6,0,0,7,0,6,3,25,23,28,88,125,173,176,122,72,29,836
POA6386,0,0,8,19,18,12,0,0,0,57,3,3,3,0,4,6,6,3,0,28,0,0,0,0,0,0,0,0,0,0,3,3,11,19,22,18,6,3,0,85,0,3,9,25,23,16,0,3,0,79,0,0,3,8,14,7,0,0,0,32,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,12,33,41,26,0,3,0,118,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,12,36,41,26,0,3,0,121,6,3,6,5,8,14,6,6,0,54,0,0,3,0,0,0,0,0,0,3,6,6,21,41,49,40,6,9,0,178
POA6390,22,26,79,95,97,62,15,3,4,403,11,4,29,45,16,37,32,15,10,199,6,6,10,14,10,10,0,7,0,63,39,36,118,154,123,109,47,25,14,665,32,57,192,210,207,123,18,6,0,845,17,9,24,56,43,37,14,3,0,203,0,0,19,16,21,13,3,3,4,79,0,0,5,6,4,3,0,0,0,18,49,66,240,288,275,176,35,12,4,1145,3,3,5,0,8,5,0,0,0,24,0,0,3,3,0,0,3,0,0,9,3,3,8,3,8,5,3,0,0,33,52,69,248,291,283,181,38,12,4,1178,32,4,37,49,21,48,72,29,15,307,18,26,104,92,69,38,8,10,0,365,102,99,389,432,373,267,118,51,19,1850
POA6391,8,11,36,52,66,44,18,0,0,235,11,7,9,8,9,16,16,22,0,98,0,0,3,3,0,3,3,4,0,16,19,18,48,63,75,63,37,26,0,349,9,22,63,69,87,63,23,0,0,336,7,7,28,37,31,27,21,6,0,164,0,3,3,5,9,7,4,0,0,31,0,0,3,0,5,0,0,0,0,8,16,32,97,111,132,97,48,6,0,539,0,3,0,3,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,3,0,3,0,3,0,0,0,12,19,35,97,114,132,100,48,6,0,551,18,7,9,11,12,24,32,35,5,153,0,0,3,7,5,3,3,4,0,25,37,42,109,132,149,127,83,45,5,729
POA6392,0,0,17,30,31,21,8,0,0,107,6,5,7,4,9,10,14,13,0,68,0,0,0,3,0,3,0,0,0,6,6,5,24,37,40,34,22,13,0,181,6,3,22,32,50,34,14,0,0,161,3,3,10,17,11,14,8,0,0,66,0,0,3,3,3,3,0,3,0,15,0,0,3,3,3,0,0,0,0,9,9,6,38,55,67,51,22,3,0,251,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,9,6,41,58,67,51,22,3,0,257,6,8,10,7,9,14,24,22,7,107,0,3,0,6,0,6,3,0,0,18,15,17,51,71,76,71,49,25,7,382
POA6393,6,6,9,23,23,18,0,4,0,89,5,0,4,6,6,8,12,6,0,47,0,0,0,0,3,0,3,0,0,6,11,6,13,29,32,26,15,10,0,142,0,6,11,32,42,33,10,9,4,147,6,0,9,14,7,8,3,0,0,47,0,0,0,0,6,6,3,0,0,15,0,0,3,3,6,0,0,0,0,12,6,6,23,49,61,47,16,9,4,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,23,49,61,47,16,9,4,221,5,0,4,6,6,16,12,16,0,65,0,0,0,3,6,0,3,0,0,12,11,6,27,58,73,63,31,25,4,298
POA6394,3,3,12,30,21,19,8,3,0,99,3,5,0,11,7,7,9,10,0,52,0,0,0,0,0,0,0,0,0,0,6,8,12,41,28,26,17,13,0,151,6,10,13,36,50,19,9,3,0,146,0,0,6,19,12,10,11,0,0,58,0,0,6,3,0,0,0,3,0,12,0,0,3,0,3,0,0,0,0,6,6,10,28,58,65,29,20,6,0,222,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,3,0,0,0,6,6,10,31,58,65,32,20,6,0,228,8,5,0,11,11,11,20,16,0,82,0,3,0,0,3,3,0,3,0,12,14,18,31,69,79,46,40,25,0,322
POA6395,14,25,54,77,91,56,13,5,0,335,16,16,32,15,19,43,51,52,17,261,0,0,7,0,4,0,5,4,3,23,30,41,93,92,114,99,69,61,20,619,7,32,94,85,127,94,11,8,0,458,9,12,36,44,43,40,19,5,5,213,0,4,3,6,19,5,6,0,0,43,12,0,0,10,4,0,0,0,0,26,28,48,133,145,193,139,36,13,5,740,0,4,3,3,7,0,0,0,0,17,0,5,3,3,0,3,0,0,0,14,0,9,6,6,7,3,0,0,0,31,28,57,139,151,200,142,36,13,5,771,40,19,36,27,28,64,93,82,27,416,0,3,10,4,7,8,5,10,3,50,68,79,185,182,235,214,134,105,35,1237
POA6396,3,0,23,18,16,7,3,0,0,70,3,0,5,6,3,9,7,4,0,37,0,0,3,3,3,0,0,3,0,12,6,0,31,27,22,16,10,7,0,119,6,10,31,30,25,26,7,0,0,135,0,0,6,15,9,4,0,0,0,34,0,0,6,3,7,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,6,10,43,48,41,30,10,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,6,10,43,48,45,30,10,0,0,192,6,0,8,9,6,12,10,9,0,60,0,4,3,7,6,3,0,3,0,26,12,14,54,64,57,45,20,12,0,278
POA6397,3,7,8,17,19,5,4,0,4,67,4,0,5,3,5,7,5,5,0,34,0,0,0,0,0,0,0,0,0,0,7,7,13,20,24,12,9,5,4,101,0,6,13,27,17,10,6,0,4,83,7,4,5,12,13,9,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,7,10,18,39,36,22,13,0,4,149,4,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,11,10,18,39,40,22,13,0,4,157,8,14,35,31,19,18,16,5,0,146,0,0,0,6,3,0,0,0,0,9,19,24,53,76,62,40,29,5,4,312
POA6398,3,0,24,31,28,26,7,4,0,123,3,3,3,6,11,18,32,11,3,90,0,0,0,3,0,4,4,0,0,11,6,3,27,40,39,48,43,15,3,224,3,0,27,35,25,21,7,4,0,122,3,4,11,17,22,28,8,4,0,97,0,0,0,0,6,6,3,0,0,15,0,0,3,3,0,0,0,0,0,6,6,4,41,55,53,55,18,8,0,240,0,0,0,0,3,0,0,0,0,3,3,0,0,3,3,0,3,0,0,12,3,0,0,3,6,0,3,0,0,15,9,4,41,58,59,55,21,8,0,255,6,3,3,6,16,28,78,27,6,173,0,0,5,3,0,4,10,0,0,22,15,7,49,67,75,87,109,35,6,450
POA6401,118,130,267,336,392,269,49,5,0,1566,87,50,144,113,98,204,231,176,102,1205,26,18,39,45,35,42,29,30,7,271,231,198,450,494,525,515,309,211,109,3042,96,173,335,420,498,373,40,3,0,1938,109,65,132,182,211,187,65,8,5,964,3,18,41,22,30,43,6,0,0,163,11,6,10,11,20,10,4,0,0,72,219,262,518,635,759,613,115,11,5,3137,30,21,35,29,25,16,0,0,0,156,27,10,14,7,3,12,0,0,0,73,57,31,49,36,28,28,0,0,0,229,276,293,567,671,787,641,115,11,5,3366,188,76,171,151,156,337,439,346,149,2013,51,43,79,83,85,90,57,52,16,556,515,412,817,905,1028,1068,611,409,170,5935
POA6403,4,3,7,11,14,9,3,3,0,54,0,0,5,5,5,0,9,0,0,24,0,0,0,0,0,0,0,0,0,0,4,3,12,16,19,9,12,3,0,78,3,3,10,12,17,10,3,3,0,61,4,3,4,5,7,7,3,3,0,36,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,7,6,14,20,27,20,6,6,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,7,6,14,20,30,20,6,6,0,109,4,0,5,5,5,3,19,0,0,41,0,0,0,0,0,3,0,0,0,3,11,6,19,25,35,26,25,6,0,153
