POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA6237,4,3,17,29,38,34,10,3,0,139,0,0,20,24,43,26,6,0,0,122,0,3,17,24,33,35,3,0,0,111,0,0,17,21,23,17,4,0,0,83,0,0,12,39,48,40,3,0,0,144,0,0,8,13,25,13,3,0,0,57,21,8,15,20,27,35,17,14,0,154,172,73,211,311,385,460,268,77,30,1981
POA6239,0,6,36,49,49,65,28,7,3,244,0,8,27,35,44,44,11,0,0,178,0,3,23,39,45,38,7,3,0,156,0,3,18,24,34,18,3,0,0,102,0,4,35,43,54,38,4,3,0,178,0,0,9,15,34,15,7,0,0,87,41,20,32,49,64,84,76,48,14,430,235,162,415,518,624,695,545,263,91,3553
POA6240,0,0,0,0,3,3,0,0,0,3,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,7,4,14,24,37,20,3,0,111
POA6243,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,5,10,11,8,3,0,49
POA6244,0,0,9,23,24,24,12,3,3,105,0,4,10,17,13,13,13,0,0,64,0,0,0,11,20,9,8,0,0,54,0,0,3,6,3,4,3,0,0,28,0,0,8,15,9,15,5,3,0,51,0,0,4,3,12,3,3,0,0,29,3,0,3,4,18,35,26,20,8,117,46,30,103,182,217,245,220,101,37,1182
POA6251,0,0,7,3,4,4,0,0,0,14,0,0,3,4,3,0,0,0,0,16,0,0,3,0,3,6,0,0,0,12,0,0,4,3,5,0,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,7,8,3,4,6,11,9,0,0,0,43,20,8,40,46,64,68,48,7,7,318
POA6252,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,0,0,3,0,12,3,5,0,0,24,9,7,9,12,36,32,22,10,0,132
POA6253,0,0,3,5,7,13,5,0,0,42,0,0,0,4,7,6,3,0,0,22,0,0,0,3,3,6,0,0,0,18,0,0,0,5,5,3,4,0,0,17,0,0,3,3,0,8,3,0,0,14,0,0,0,3,5,0,3,0,0,12,5,3,3,3,10,14,14,3,0,53,26,14,45,52,70,155,135,35,9,537
POA6254,0,0,3,4,0,5,3,0,0,13,0,0,4,0,7,7,0,0,0,10,0,3,0,3,7,6,0,0,0,18,0,0,5,0,5,0,0,0,0,11,0,0,3,0,5,0,0,0,0,13,0,0,0,0,5,3,0,0,0,12,9,0,3,3,5,11,4,3,0,33,43,12,43,37,75,82,70,36,7,408
POA6255,3,11,30,28,51,59,24,8,0,206,0,6,14,23,34,30,13,0,0,127,0,4,6,25,20,28,9,0,0,99,3,0,16,24,35,26,3,3,0,113,0,3,26,41,59,31,13,3,0,175,0,0,0,11,17,12,5,0,0,37,24,8,27,30,72,56,57,35,13,329,205,110,252,435,580,691,641,248,80,3235
POA6256,0,0,3,7,10,4,3,3,0,23,0,4,0,4,7,3,0,0,0,13,0,0,0,10,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,7,8,7,3,0,0,23,0,0,0,0,0,0,0,0,0,3,7,0,3,5,7,7,4,3,0,29,22,14,22,56,62,72,47,22,3,313
POA6258,0,26,72,77,116,93,36,8,7,438,0,16,54,49,63,63,18,4,0,267,0,7,42,38,63,64,17,0,0,234,0,3,18,35,44,25,8,0,0,139,0,0,26,31,47,43,7,3,0,164,0,4,11,20,10,11,19,3,0,74,72,26,56,67,76,101,73,58,50,574,438,337,662,721,967,969,673,393,141,5295
POA6260,0,0,18,18,26,18,6,3,0,100,0,0,4,13,15,17,3,0,0,57,0,0,4,8,6,14,8,4,0,39,0,0,3,6,8,11,0,0,0,27,0,0,0,6,8,13,5,0,0,36,0,0,4,6,10,3,5,0,0,25,16,4,13,20,25,29,17,17,3,146,95,47,120,174,225,217,184,71,37,1169
POA6262,0,0,3,3,10,10,3,0,0,38,0,0,0,3,10,13,0,0,0,28,0,0,6,0,10,6,0,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,3,0,6,4,3,0,0,25,0,0,0,3,3,0,0,0,0,11,3,4,8,6,9,11,19,10,3,72,27,19,38,78,129,140,121,47,15,612
POA6271,0,17,40,42,55,34,17,3,5,218,0,3,30,40,40,25,8,0,0,140,0,3,25,32,37,21,3,0,0,118,0,0,12,29,29,16,4,0,0,93,0,0,13,31,47,21,5,0,0,121,0,0,8,22,20,12,3,0,0,71,20,11,24,34,49,39,50,23,8,262,197,142,351,427,520,421,382,146,31,2616
POA6275,0,3,8,5,19,19,11,3,0,78,0,0,3,5,14,19,3,0,0,49,0,0,0,12,4,5,10,0,0,38,0,0,0,8,8,3,3,3,0,22,0,0,0,10,13,8,0,0,0,38,0,0,0,4,8,10,0,4,0,18,11,3,11,12,23,20,31,12,8,133,41,38,92,133,212,276,252,75,18,1136
POA6280,9,91,320,400,419,305,142,68,15,1769,3,49,180,296,294,190,74,22,12,1117,0,19,155,257,252,191,52,25,7,969,0,10,101,178,190,114,32,10,4,637,0,17,146,300,290,181,38,15,5,990,0,3,59,116,170,96,39,14,5,504,182,106,223,253,314,322,353,300,251,2296,1751,1225,2740,3572,3781,3669,3301,1786,768,22592
POA6281,0,24,113,135,97,81,49,16,0,523,0,10,69,90,56,55,36,17,0,330,0,3,58,95,75,44,19,10,0,307,0,0,43,65,60,27,9,3,3,214,0,0,51,117,87,53,19,0,0,335,0,0,36,71,62,39,29,8,0,238,35,24,88,104,74,79,73,30,14,517,307,205,918,1202,936,831,789,297,74,5564
POA6282,0,0,12,18,32,11,6,0,0,84,0,0,3,16,16,15,8,3,0,54,0,0,8,15,16,15,8,7,0,69,0,0,3,16,21,11,0,0,0,52,0,0,10,14,21,15,9,3,0,69,0,0,0,11,23,16,7,3,0,65,7,3,12,19,23,16,12,3,0,94,67,28,112,182,244,233,155,41,7,1064
POA6284,0,3,29,27,34,27,16,9,0,142,0,4,10,21,18,16,3,0,0,77,0,0,17,29,26,10,3,0,0,91,0,0,11,29,17,5,0,0,0,62,0,0,18,37,28,9,0,0,0,96,0,0,0,24,15,13,5,0,0,50,21,0,25,63,27,32,19,8,3,198,100,37,252,459,289,259,148,71,21,1641
POA6285,0,32,156,202,159,103,34,5,5,690,0,13,84,119,93,61,17,6,0,390,0,4,64,103,69,54,13,3,0,305,0,0,34,68,67,45,14,0,0,231,0,4,58,113,90,42,17,0,0,329,0,0,22,68,47,38,19,0,0,205,84,26,109,130,105,104,59,44,21,681,489,316,1287,1597,1249,1124,626,268,104,7057
POA6286,0,3,11,8,13,7,3,3,0,47,0,0,8,5,3,3,3,3,0,24,0,0,5,12,5,6,4,0,0,29,0,0,3,3,4,0,0,0,0,6,0,0,0,4,0,6,8,0,0,22,0,0,0,0,3,3,0,0,0,9,4,0,11,10,11,3,6,0,3,40,24,27,66,82,94,114,72,27,11,514
POA6288,0,0,3,8,6,15,3,0,0,40,0,0,3,8,7,4,5,0,0,22,0,0,4,0,3,0,0,0,0,12,0,0,0,3,0,3,0,0,0,10,0,0,0,3,5,0,0,0,0,9,0,0,0,3,9,0,3,0,0,10,9,3,3,9,15,10,7,3,0,53,29,12,37,82,94,85,58,15,9,431
POA6290,0,0,8,6,24,29,24,3,0,93,0,4,5,4,16,15,10,0,4,57,0,0,3,10,10,12,7,4,0,52,0,0,0,5,3,11,0,0,0,21,0,0,0,4,14,6,5,0,0,32,0,0,0,3,5,3,0,0,0,20,10,5,11,18,17,24,20,27,18,138,72,43,103,119,236,329,339,198,83,1516
POA6302,0,13,19,33,43,49,24,7,0,196,0,8,16,26,38,20,18,4,0,129,0,3,28,14,36,32,6,0,0,120,0,3,13,12,28,17,17,0,0,95,0,0,14,28,36,34,12,0,0,135,0,0,5,10,13,15,10,0,0,41,25,17,29,32,60,84,85,52,29,407,159,118,266,328,519,654,605,274,82,3009
POA6304,0,3,19,13,16,38,16,3,0,117,0,3,4,14,17,13,9,3,3,57,0,0,3,9,10,15,7,0,0,37,0,0,3,12,14,8,0,0,3,43,0,0,3,10,14,17,0,0,0,53,0,0,0,7,5,0,4,0,0,23,10,11,17,20,34,39,29,27,6,201,51,49,140,177,249,318,290,147,42,1459
POA6306,0,5,12,7,17,5,12,3,0,55,0,3,5,7,13,4,9,0,0,40,0,0,3,5,14,9,3,3,0,43,0,0,3,5,9,10,3,3,0,30,0,0,5,4,11,3,0,0,0,25,0,0,0,3,11,6,3,6,3,28,6,8,12,8,20,23,26,14,18,142,43,44,82,104,171,128,157,79,38,846
POA6308,0,9,9,10,15,15,12,6,3,83,0,3,7,18,20,15,3,7,0,70,0,4,6,10,14,11,4,0,0,50,0,0,7,11,12,14,0,0,0,45,0,0,7,11,11,10,4,4,0,51,0,0,3,7,4,5,3,0,0,26,11,11,15,23,27,45,31,17,5,184,58,56,140,162,244,288,221,126,26,1310
POA6309,0,0,0,3,3,4,3,0,3,18,0,0,0,3,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,8,0,0,0,3,11,3,0,0,0,17,0,0,0,0,0,0,3,0,0,8,0,3,0,4,6,7,6,5,0,35,7,6,17,28,48,65,49,14,3,234
POA6311,0,0,11,7,12,11,7,3,0,52,0,3,6,3,6,0,0,0,0,20,0,0,7,3,3,5,0,0,0,23,0,0,0,4,3,3,0,0,0,11,0,0,5,3,10,3,0,0,0,24,0,0,3,0,0,0,0,0,0,7,6,4,19,9,9,6,12,4,0,67,19,12,77,73,86,79,85,32,5,472
POA6312,0,23,63,52,55,57,17,4,6,287,0,13,53,49,48,40,18,3,0,216,0,7,27,38,53,43,7,0,3,184,0,5,16,23,30,37,9,0,0,120,0,3,17,34,57,32,11,0,0,160,0,0,13,16,14,23,10,0,3,73,59,30,71,54,70,92,68,52,19,518,373,262,531,525,608,673,486,276,132,3854
POA6313,0,3,3,7,9,6,0,0,0,26,0,0,4,3,0,3,0,0,0,11,0,0,0,3,3,4,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,3,3,0,0,9,0,0,0,0,4,4,0,0,0,8,6,0,3,10,8,13,10,0,0,45,23,5,27,33,50,56,41,11,0,248
POA6315,0,6,21,20,34,31,22,3,3,143,0,0,20,13,19,19,8,0,0,75,0,0,6,16,20,9,3,0,0,50,0,0,4,5,12,10,3,0,0,39,0,0,5,9,19,14,0,0,0,52,0,0,0,7,7,6,3,0,0,29,16,7,16,17,27,45,32,22,10,194,95,76,159,204,278,334,272,138,64,1629
POA6316,0,0,4,3,8,9,0,0,0,21,0,0,0,6,3,6,0,0,0,13,0,0,7,4,3,4,0,0,0,21,0,0,0,4,9,0,0,0,0,18,0,0,0,0,5,3,0,0,0,15,0,0,4,0,0,0,0,0,0,6,0,3,0,6,8,3,0,3,0,19,6,16,37,40,64,63,32,16,0,271
POA6317,3,16,29,56,54,45,26,10,3,232,3,16,43,29,31,35,8,0,0,164,0,11,30,23,39,25,3,0,0,137,0,3,20,13,22,14,3,0,0,86,0,0,18,35,35,22,0,5,0,111,0,0,3,10,6,11,3,0,3,36,39,24,79,65,91,89,62,56,34,536,235,241,506,515,576,554,382,237,95,3343
POA6318,0,5,3,3,6,3,0,0,0,23,0,0,6,5,4,3,0,0,0,28,0,0,3,5,5,0,4,0,0,15,0,0,3,0,3,0,0,0,0,4,0,0,0,4,0,5,0,0,0,14,0,0,0,4,3,9,0,0,0,19,4,3,13,8,10,15,3,3,0,56,27,26,66,67,79,80,49,20,9,412
POA6320,0,0,4,3,13,5,0,0,0,37,0,0,3,7,9,8,0,0,0,23,0,0,3,0,3,4,0,0,0,11,0,0,3,0,3,8,0,0,0,17,0,0,3,0,4,6,5,0,0,23,0,0,0,0,0,6,0,0,0,7,8,3,9,10,4,20,15,6,3,80,25,21,72,64,78,93,49,44,10,455
POA6321,0,0,7,10,8,10,4,0,0,34,0,3,7,7,0,3,5,0,0,21,0,0,3,0,3,0,3,0,0,10,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,3,0,0,0,8,3,0,6,3,3,11,12,6,3,47,18,11,50,51,63,89,70,34,10,397
POA6322,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,6,0,0,0,5,0,0,5,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,5,3,3,8,5,3,0,0,26,4,5,21,16,29,48,42,14,3,190
POA6323,0,3,5,10,17,9,11,3,0,59,0,3,3,7,13,6,5,0,0,42,0,0,3,7,12,5,0,0,0,24,0,0,0,3,3,3,0,0,0,11,0,3,0,4,12,7,3,0,0,32,0,0,0,0,4,0,5,0,0,6,3,4,7,10,15,22,22,6,0,91,53,28,55,98,160,191,175,75,3,843
POA6324,0,12,24,44,58,50,15,10,3,212,0,6,19,26,33,31,9,0,3,126,0,0,10,16,26,21,9,0,0,80,0,0,8,21,26,15,0,5,0,77,0,0,12,17,25,23,7,3,3,86,0,0,3,9,11,10,4,7,0,37,32,18,48,73,77,58,46,29,20,396,215,144,308,442,535,534,408,203,88,2880
POA6326,0,0,9,5,12,7,3,0,0,35,0,0,3,7,3,6,0,0,0,23,0,0,0,0,8,0,0,0,0,15,0,0,3,0,3,0,0,0,0,10,0,0,0,7,0,5,0,0,0,4,0,0,0,3,3,0,0,0,0,12,3,5,8,6,6,11,11,7,0,47,30,24,43,53,83,80,72,24,5,409
POA6327,0,0,3,3,3,0,3,0,0,12,0,0,0,0,6,3,0,0,0,8,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,25,13,6,30,32,35,46,33,9,7,220
POA6328,0,0,5,5,3,3,0,0,0,17,0,5,4,9,0,5,0,0,0,24,0,0,3,0,4,11,0,0,0,17,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,13,0,0,8,5,0,15,4,0,0,40,21,21,59,38,57,79,52,15,3,342
POA6330,9,153,452,458,539,443,174,76,32,2330,6,55,261,324,369,299,98,31,11,1438,0,31,229,290,335,261,76,21,6,1255,0,13,123,218,272,224,47,9,0,909,0,11,146,255,348,266,65,29,4,1123,4,3,50,125,156,118,41,14,8,517,246,190,412,380,385,416,425,373,283,3115,2370,1736,3769,4112,4830,4986,4062,2326,1034,29230
POA6333,3,10,41,53,71,84,43,7,3,303,0,0,30,35,68,31,27,10,3,196,0,3,18,47,43,41,20,6,0,182,0,0,9,28,53,36,8,0,0,133,0,0,7,37,47,44,16,3,3,162,0,0,6,17,29,28,11,5,3,98,54,7,44,63,93,100,101,55,25,549,391,120,382,634,869,977,930,406,117,4837
POA6335,0,7,14,6,20,7,0,0,0,61,0,0,10,8,5,9,3,0,0,36,0,4,3,3,8,9,4,0,0,36,0,0,0,4,4,3,0,0,0,15,0,0,3,4,4,5,0,0,0,23,0,0,0,3,4,5,4,0,0,27,5,7,8,7,14,13,6,6,3,77,31,49,127,88,95,126,60,29,9,615
POA6336,0,6,6,3,5,11,3,0,0,30,0,0,0,0,5,6,0,4,0,20,0,0,4,8,3,3,0,0,0,14,0,0,0,5,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,3,5,3,9,8,8,0,0,37,4,17,48,39,56,60,32,5,0,260
POA6337,0,4,13,7,4,17,4,4,0,49,0,0,9,0,4,3,4,0,0,27,0,0,3,8,4,3,3,0,0,19,0,0,3,4,9,3,6,0,0,25,0,0,10,3,0,3,0,0,0,17,0,0,4,0,0,8,0,0,0,14,5,0,16,11,14,11,5,6,0,64,17,30,88,63,78,84,34,17,3,407
POA6338,0,0,9,11,14,13,5,0,0,59,0,3,9,6,6,8,0,0,0,35,0,0,0,12,7,0,3,0,0,22,0,0,3,3,6,9,4,0,0,21,0,3,6,11,11,10,4,0,0,40,0,0,0,4,9,5,0,0,0,16,0,0,14,7,20,14,9,10,0,65,8,19,77,79,122,134,80,36,6,562
POA6341,0,0,5,3,7,4,0,0,0,27,0,3,4,4,3,0,3,0,0,11,0,0,0,3,10,3,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,6,8,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,3,11,0,0,34,8,9,42,42,49,44,37,4,0,236
POA6343,0,0,4,7,5,0,0,0,0,15,0,0,3,5,0,3,0,0,0,11,0,0,0,4,4,0,0,0,0,13,0,0,0,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,4,3,0,0,12,0,0,5,9,8,3,3,0,0,26,8,8,22,51,44,29,22,12,0,196
POA6346,0,7,12,5,9,18,6,0,0,53,0,0,12,14,13,4,3,0,0,39,0,3,0,3,3,3,0,0,0,19,0,0,10,8,3,7,0,0,0,36,0,4,8,21,17,8,3,0,0,58,0,0,3,7,3,6,3,0,0,23,0,4,17,17,5,12,17,8,0,81,14,40,101,106,103,112,91,34,6,616
POA6348,0,0,7,4,5,7,6,0,3,32,0,0,3,3,4,3,4,3,0,24,0,0,9,6,4,5,5,0,0,32,0,0,8,6,7,3,0,0,0,25,0,0,18,13,11,9,4,0,0,55,0,0,7,9,8,9,0,0,0,25,3,0,17,15,11,24,17,3,0,96,19,21,100,102,109,147,152,59,11,712
POA6350,0,0,3,4,3,9,0,0,0,17,0,0,4,3,0,5,0,0,0,15,0,0,3,0,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,5,9,0,0,24,7,6,46,40,30,60,41,29,3,257
POA6351,0,0,0,3,0,3,0,0,0,7,0,3,0,4,0,0,0,0,0,6,0,0,0,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,14,16,11,12,0,3,0,62
POA6352,0,0,0,3,3,10,0,0,0,19,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,3,0,3,9,4,5,0,3,0,34,5,3,28,25,33,32,17,6,0,144
POA6353,0,9,12,10,16,16,15,0,0,74,0,0,8,16,6,9,0,0,0,35,0,0,8,3,4,4,3,0,0,28,0,0,4,3,6,6,0,0,0,24,0,0,7,6,15,3,3,0,0,35,0,0,0,3,8,7,4,4,0,23,6,5,12,21,9,13,15,5,3,82,29,36,107,106,115,107,69,47,11,624
POA6355,0,0,5,13,3,4,4,0,0,32,0,0,7,6,8,5,0,0,0,26,0,0,0,7,4,5,0,0,0,11,0,0,3,6,3,4,3,0,0,18,0,0,8,5,7,3,3,0,0,21,0,0,0,0,4,4,3,3,0,19,0,3,4,4,4,16,7,0,0,34,7,7,60,63,58,72,37,12,3,324
POA6356,0,0,3,3,5,5,3,0,0,15,0,0,0,8,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,5,0,0,9,5,4,14,26,25,18,13,0,0,97
POA6357,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,0,4,0,0,0,0,9,3,0,12,10,17,8,3,4,0,63
POA6358,0,0,0,0,4,3,0,0,0,9,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,3,11,11,21,17,8,4,0,82
POA6359,0,0,13,3,8,10,0,0,0,36,0,0,5,5,3,3,3,3,0,26,0,0,3,6,7,3,3,0,0,20,0,0,7,4,0,0,3,0,0,14,0,0,4,7,8,5,3,0,0,30,0,0,0,3,3,0,3,0,0,12,0,0,7,3,5,6,10,0,0,32,10,16,72,70,71,49,46,29,0,357
POA6361,0,0,6,0,0,0,0,0,0,8,0,0,0,5,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,8,4,16,12,17,20,15,3,0,91
POA6363,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,11,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,15,0,3,8,21,16,6,12,3,0,76
POA6365,0,6,4,3,9,10,10,3,0,45,0,3,3,5,6,3,3,0,0,25,0,0,6,8,11,10,0,0,0,30,0,0,4,3,5,0,0,0,0,9,0,0,3,4,5,6,0,0,0,16,0,0,0,0,0,3,3,3,0,14,4,3,7,4,7,3,5,4,4,44,15,28,57,60,83,76,63,33,13,434
POA6367,0,0,3,0,10,11,3,3,0,33,0,0,3,0,5,3,0,0,0,17,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,3,0,0,0,11,0,0,0,0,0,5,0,0,0,5,0,0,5,4,3,13,6,3,0,28,14,6,41,44,44,69,40,19,5,286
POA6368,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,19,3,12,13,5,0,0,62
POA6369,0,10,10,0,13,11,6,4,0,60,0,3,6,7,4,9,7,3,3,35,0,0,7,4,8,3,3,0,0,28,0,0,0,4,0,6,0,3,0,15,0,0,7,5,4,7,3,0,0,24,0,0,0,0,12,5,3,0,0,24,3,3,8,4,4,16,12,12,5,64,21,31,89,59,77,114,91,52,30,559
POA6370,0,3,6,0,7,10,4,0,0,33,0,0,4,0,8,0,3,0,0,10,0,0,3,0,3,5,0,0,0,19,0,0,3,0,4,0,0,0,0,8,0,0,8,3,0,0,0,0,0,14,0,0,0,4,8,0,0,0,0,7,0,0,0,6,3,7,4,3,3,24,17,15,59,43,70,63,52,28,8,357
POA6372,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,0,0,3,31,3,0,14,13,18,28,12,14,7,101
POA6373,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,3,5,15,19,12,0,4,0,66
POA6375,3,3,11,8,10,16,7,0,3,69,0,3,12,10,5,10,4,0,0,51,0,3,7,9,14,19,0,0,0,51,0,0,4,5,14,14,3,0,0,34,0,0,4,7,6,9,0,0,0,27,0,0,3,3,3,3,0,0,0,16,7,9,9,21,16,18,8,14,10,100,37,46,107,118,109,158,119,77,30,806
POA6383,0,3,14,10,12,15,3,3,0,50,0,0,9,0,11,13,5,4,0,36,0,0,3,5,6,16,0,0,0,30,0,0,3,0,4,0,0,0,0,10,0,0,4,3,6,10,7,0,0,36,0,0,3,6,10,11,0,0,0,26,4,4,15,14,18,30,17,15,8,121,29,30,92,71,144,196,145,87,27,818
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,9,7,3,0,0,0,27
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,4,3,4,4,0,0,21
POA6386,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,0,0,10,0,0,0,0,4,0,0,3,0,15,3,3,5,7,17,22,9,11,5,80
