POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6355,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,32,27,7,0,0,0,0,70,0,0,0,0,0,0,0,0,31,31,4,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,38,12,0,0,0,0,80
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,8,5,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,0,0,0,24
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,13
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,15
POA6359,7,3,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,3,3,0,0,0,0,4,22,15,16,0,0,0,0,48,0,0,0,0,0,0,0,0,29,20,16,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,32,25,16,0,0,0,0,73
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,16
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,0,0,0,0,26,0,0,0,0,0,0,0,0,8,9,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,0,0,0,0,26
POA6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,10,29,23,15,4,0,0,0,67,0,0,0,0,0,0,0,0,33,28,16,4,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,6,35,29,21,7,0,0,0,90
POA6367,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,7,5,4,0,0,0,36,0,0,0,0,0,0,0,0,18,16,9,3,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,3,0,0,20,0,0,0,0,0,0,0,0,8,3,10,0,3,0,0,23,20,16,16,3,8,0,0,63
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,17
POA6369,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,25,24,7,0,4,0,0,63,0,0,0,0,0,0,0,0,34,28,16,5,3,0,0,86,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,3,4,6,7,4,3,0,0,21,36,33,16,13,10,0,0,106
POA6370,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,6,3,0,0,0,0,0,10,28,29,4,3,4,0,0,67,0,0,0,0,0,0,0,0,34,35,10,6,4,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,15,34,43,14,10,8,0,0,106
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,16
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,0,20,0,0,0,0,0,0,0,0,9,4,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,0,19
POA6375,4,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,38,15,9,10,0,0,107,0,0,0,0,0,0,0,0,43,46,21,10,10,0,0,124,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,20,5,3,4,0,0,48,0,0,0,0,0,0,0,0,9,22,5,3,8,0,0,53,52,71,29,11,12,0,0,172
POA6383,0,3,0,0,3,0,0,5,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,7,21,32,9,5,8,0,0,74,0,0,0,0,0,0,0,0,27,42,13,3,7,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,14,7,3,0,0,0,40,0,0,0,0,0,0,0,0,18,14,7,3,0,0,0,41,42,53,27,10,7,0,0,140
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,7
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,9
POA6390,14,16,7,6,3,0,0,48,6,11,4,3,0,0,0,25,21,18,0,5,0,0,0,47,69,70,38,15,14,4,0,217,0,0,0,0,0,0,0,0,120,121,49,29,21,3,0,339,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,4,8,15,12,10,3,0,0,51,0,0,0,0,0,0,0,0,10,19,20,10,6,0,0,67,134,132,68,41,25,4,0,403
POA6391,0,4,3,0,0,0,0,5,0,3,0,0,0,0,0,5,4,0,0,0,0,0,0,8,65,55,24,9,3,0,0,154,0,0,0,0,0,0,0,0,69,63,31,9,3,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,4,0,0,0,0,22,0,0,0,0,0,0,0,0,8,11,4,0,0,0,0,22,76,70,33,9,9,0,0,193
POA6392,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,9,14,21,5,3,0,0,0,51,3,0,0,0,0,0,0,3,27,31,5,3,3,0,0,75,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,7,0,0,3,0,0,18,42,30,7,3,4,0,0,95
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,9,8,0,5,3,0,0,20
POA6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,5,0,0,9,20,23,13,7,0,0,0,63,0,0,0,0,0,0,0,0,25,28,12,5,5,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,25,29,14,5,4,0,0,83
POA6395,8,6,3,6,0,0,0,19,7,6,3,3,3,0,0,22,6,4,0,0,0,0,0,16,76,69,35,11,6,0,0,202,0,0,0,0,0,0,0,0,99,90,43,22,12,0,0,263,4,6,3,0,0,0,0,18,4,12,0,0,0,0,0,13,3,3,0,0,0,0,0,3,10,15,7,4,4,0,0,40,0,0,0,0,0,0,0,0,20,39,6,4,4,0,0,73,119,125,53,27,14,0,0,338
POA6396,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,19,5,4,0,0,0,40,0,0,0,0,0,0,0,0,18,28,5,4,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,5,6,0,0,0,59
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,4,4,0,0,0,19
POA6398,3,3,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,8,6,13,7,10,0,0,45,0,0,0,0,0,0,0,0,15,12,17,8,11,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,18,17,14,11,0,0,69
POA6401,33,35,15,10,17,0,0,115,23,19,12,7,9,0,0,76,22,22,14,8,6,0,0,77,271,257,149,99,105,10,0,902,0,0,0,0,0,0,0,3,355,340,196,131,139,6,4,1163,4,3,3,3,6,0,0,28,9,4,8,6,7,0,0,35,4,5,0,3,5,0,0,19,84,108,73,42,40,3,0,351,6,0,3,0,3,0,0,17,107,123,85,60,63,3,0,437,459,457,286,185,196,11,5,1604
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,7,4,0,3,0,0,21,0,0,0,0,0,0,0,0,7,7,8,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,9,7,8,5,3,0,0,32
POA6405,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,28,6,4,5,0,0,62,0,0,0,0,0,0,0,0,22,32,6,5,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,18,31,15,10,3,0,0,76
POA6407,5,9,11,10,9,0,0,44,3,4,0,0,0,0,0,10,4,3,0,0,0,0,0,15,33,42,17,11,5,0,0,105,0,0,0,0,0,0,0,0,52,58,30,19,12,0,0,169,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,8,7,3,3,0,0,30,0,0,0,0,0,0,0,0,13,8,6,5,7,0,0,41,61,67,36,19,19,0,0,211
POA6409,7,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,30,9,0,3,0,0,59,0,0,0,0,0,0,0,3,23,35,15,0,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,23,37,20,0,3,0,0,89
POA6410,0,3,4,0,0,0,0,8,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,7,30,38,27,16,11,0,0,124,0,0,0,0,0,0,0,0,31,46,37,18,15,0,0,151,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,7,5,0,0,46,0,3,0,0,0,0,0,3,11,19,14,7,12,0,0,56,44,61,48,27,23,0,0,204
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,17
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,10
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7
POA6414,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,14
POA6415,15,18,6,5,9,0,0,51,6,11,0,0,0,0,0,15,12,12,3,4,3,0,0,35,125,110,52,47,43,3,0,378,0,0,0,0,0,0,0,0,151,150,69,53,53,3,0,481,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,0,0,4,0,0,0,0,7,24,44,18,25,20,0,0,123,3,0,0,0,0,0,0,3,33,44,22,25,20,0,0,142,182,192,91,78,78,10,0,629
POA6418,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,10,28,34,24,8,6,0,0,96,0,0,0,0,0,0,0,0,33,42,23,11,6,0,0,117,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,20,37,53,25,11,3,0,0,131
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,15
POA6420,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,8,4,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,3,0,0,14
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,6,3,0,0,0,26,0,0,0,0,0,0,0,0,7,12,6,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,10,3,0,0,0,33
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,9
POA6423,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,7,6,7,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,7,0,0,0,28
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,10
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7
POA6426,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,8,4,0,0,0,0,18,30,23,17,9,0,0,0,72,0,0,0,0,0,0,0,0,36,34,19,7,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,8,3,3,4,0,0,27,0,0,0,0,0,0,0,3,5,10,4,3,4,0,0,32,42,50,23,15,6,0,0,135
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,18
POA6429,0,0,4,4,0,0,0,15,7,0,3,0,3,0,0,12,3,5,4,0,0,0,0,9,29,24,10,3,10,0,0,77,4,0,0,0,0,0,0,3,40,32,16,15,15,0,0,117,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,11,11,0,0,0,58,0,0,0,0,3,0,0,3,20,19,11,10,3,0,0,64,59,49,33,27,14,0,0,182
POA6430,400,401,209,162,181,26,7,1382,146,111,49,33,36,3,3,375,156,122,39,22,40,3,0,382,878,764,416,227,304,12,0,2595,11,8,3,11,4,0,0,37,1592,1406,711,454,566,39,8,4775,10,22,16,15,32,3,0,105,24,21,11,11,10,0,0,63,12,16,14,5,18,0,0,63,153,179,80,79,49,7,0,542,9,6,5,0,0,0,0,25,204,241,129,109,109,9,0,805,1797,1645,848,566,671,49,11,5580
POA6431,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,45,37,20,15,7,0,0,112,0,0,0,0,0,0,0,0,41,40,15,15,7,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,15,8,3,0,0,0,42,0,0,0,0,0,0,0,0,7,18,8,10,0,0,0,47,54,52,27,18,12,0,0,166
POA6432,61,69,40,27,24,3,0,217,42,29,12,5,5,0,0,90,34,28,11,5,12,0,0,87,258,275,103,60,61,4,0,758,3,3,0,0,0,0,0,12,395,407,169,94,100,10,0,1172,12,8,7,7,0,0,0,41,7,0,4,0,6,0,0,17,3,0,0,0,3,0,0,6,66,86,45,37,34,0,0,276,10,7,3,0,0,0,0,25,96,109,63,48,49,0,0,361,489,518,235,139,140,9,0,1530
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,10,7,3,0,0,0,0,15
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,12,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,3,5,3,3,3,0,0,23
POA6437,10,3,0,0,3,0,0,17,0,3,0,0,0,0,0,10,7,0,0,0,0,0,0,4,25,17,10,0,6,0,0,60,0,0,0,0,0,0,0,0,46,27,6,3,5,0,0,93,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,14,46,34,16,3,5,0,0,108
