POA_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA6330,134,238,49,148,118,23,26,39,3,778,133,147,97,244,149,68,19,59,10,939,406,172,1536,658,365,273,296,378,60,4148,30,18,24,51,65,61,29,66,7,354,49,23,26,90,68,35,27,56,3,384,18,21,13,20,13,6,4,18,3,123,42,29,40,56,51,39,42,61,28,387,1175,2357,1891,1474,1027,583,472,777,141,9901
POA6333,33,35,10,14,22,15,3,17,0,141,19,14,11,19,14,7,3,14,0,113,74,25,222,71,41,19,29,51,7,539,7,0,3,3,6,9,0,8,0,41,20,3,4,9,6,13,6,13,0,81,7,9,0,3,8,3,0,3,0,33,6,3,4,3,8,10,6,14,4,57,260,444,278,171,163,92,47,142,14,1612
POA6335,6,0,0,3,3,0,0,0,0,19,8,0,0,3,0,0,0,0,0,10,14,3,30,4,5,3,7,10,0,87,0,0,0,0,4,0,0,0,0,4,3,0,3,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,4,0,14,50,24,44,17,19,5,8,24,0,195
POA6336,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,9,8,0,4,0,0,0,4,7,0,28,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,33,3,4,0,6,0,4,17,0,71
POA6337,3,0,0,0,0,0,0,0,0,8,5,0,3,0,3,0,3,3,0,18,22,0,21,6,0,0,5,6,0,63,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,55,18,30,7,8,0,13,12,0,143
POA6338,5,4,0,0,0,0,0,0,0,12,7,3,0,4,0,0,0,0,0,17,34,0,21,4,8,0,3,13,3,85,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,8,91,29,29,10,18,3,6,24,7,208
POA6341,3,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,8,9,0,6,0,3,0,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,7,6,4,5,7,0,12,0,69
POA6343,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,11,0,6,3,0,0,4,6,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,45,9,6,4,3,0,4,7,0,71
POA6346,10,0,0,3,0,0,0,0,0,23,6,0,0,0,3,0,3,3,0,22,21,0,18,0,5,4,12,10,0,72,0,0,0,3,0,0,0,5,0,11,4,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,15,65,27,33,11,20,6,25,24,0,211
POA6348,3,4,0,3,0,0,3,0,0,14,0,3,0,4,0,3,4,0,0,16,8,3,51,4,3,0,9,7,3,93,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,10,22,27,62,20,17,10,19,12,3,192
POA6350,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,0,5,4,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,9,11,6,0,3,4,0,54
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,5,0,0,0,0,22
POA6352,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,8,3,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,7,5,0,0,3,0,43
POA6353,8,0,0,0,0,0,0,0,0,8,3,0,0,9,3,0,0,0,0,22,23,9,45,6,0,5,8,7,4,109,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,11,60,30,55,20,21,10,13,16,4,229
POA6355,7,5,0,0,3,0,0,0,0,13,5,0,0,0,0,0,3,0,0,7,20,0,6,0,0,0,3,7,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,10,61,13,6,3,15,3,9,12,0,116
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,3,0,3,3,0,34
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,4,0,17
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,3,9,0,27
POA6359,0,0,0,0,0,0,0,3,0,9,7,0,0,0,3,0,0,0,0,15,8,0,23,0,0,0,8,7,0,44,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,37,13,24,11,9,4,14,14,0,127
POA6361,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,3,0,3,6,0,0,4,3,32
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,4,0,0,0,0,0,9,0,22
POA6365,5,5,0,0,0,0,0,0,0,14,3,0,0,0,3,0,0,0,0,12,13,3,21,4,0,3,6,0,3,55,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,24,20,10,9,8,13,7,3,135
POA6367,4,3,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,7,16,0,9,4,0,0,3,5,0,35,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,39,10,16,13,4,4,3,5,0,91
POA6368,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13
POA6369,3,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,5,14,0,20,3,3,0,6,3,0,51,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,10,37,27,20,8,9,3,6,13,4,127
POA6370,6,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,10,0,7,3,0,3,5,6,3,38,0,0,0,0,0,0,3,3,0,11,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,31,15,7,13,7,7,13,10,3,100
POA6372,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,4,0,25
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,23
POA6375,6,5,0,0,0,4,0,0,0,13,0,3,0,3,6,0,0,0,0,16,22,3,34,6,7,3,9,19,0,104,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,17,53,48,36,19,27,13,18,19,0,218
POA6383,5,3,0,0,0,0,0,0,0,14,0,3,8,0,0,3,0,0,0,9,9,7,20,8,0,3,8,17,0,70,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,6,0,19,43,33,22,21,10,5,12,24,0,163
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,16
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
POA6386,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,3,0,24
POA6390,3,5,4,0,7,0,6,0,0,30,8,0,7,10,10,0,5,0,0,41,16,11,106,17,16,6,47,14,11,236,0,0,0,0,0,0,5,0,0,6,3,0,4,0,5,3,6,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,5,4,0,25,59,89,133,37,45,9,78,21,10,486
POA6391,11,0,0,3,0,0,3,0,0,19,15,5,0,4,7,3,0,0,0,27,22,3,21,8,12,3,13,22,0,106,7,0,3,0,0,0,0,3,0,12,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,12,0,3,3,0,0,0,0,0,17,90,54,28,24,26,6,18,31,5,280
POA6392,3,0,0,0,0,0,0,0,0,3,7,0,0,5,0,0,0,0,0,12,9,4,10,3,3,0,5,3,0,36,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,36,15,15,16,11,3,5,6,3,112
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,21,0,0,0,3,0,0,3,0,30
POA6394,11,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,9,10,0,15,0,8,0,3,7,0,43,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,50,18,16,3,9,3,3,21,4,132
POA6395,19,8,0,3,6,3,3,0,0,37,7,3,0,10,0,0,0,0,0,27,29,0,45,17,7,4,13,28,0,150,4,0,0,6,0,0,0,4,0,12,5,0,3,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,9,12,3,4,0,3,3,3,6,0,40,131,79,60,36,26,21,26,41,4,430
POA6396,6,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,5,7,0,7,0,3,0,3,13,0,37,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,37,9,11,7,7,4,3,26,0,99
POA6397,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,18
POA6398,3,3,0,4,4,0,0,0,0,13,5,0,0,0,0,0,0,0,0,12,5,4,14,4,0,3,6,5,0,44,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,19,18,14,12,7,3,16,0,121
POA6401,16,30,11,22,6,3,6,4,0,95,27,20,14,47,27,12,3,8,0,156,93,34,279,99,69,42,44,78,14,743,6,3,12,12,26,3,3,14,0,82,16,7,6,23,17,16,6,9,0,85,8,0,0,3,3,0,0,0,0,14,9,10,9,8,16,7,11,22,3,97,243,376,343,235,189,94,83,139,22,1729
POA6403,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,3,7,0,7,8,0,35
POA6405,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,7,3,3,0,3,4,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,10,9,4,3,4,3,0,59
POA6407,6,5,3,0,0,0,0,0,0,17,0,3,4,0,3,0,0,0,0,15,28,10,40,18,7,4,11,10,0,127,3,0,0,0,0,3,0,3,0,12,6,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,59,45,55,26,23,11,8,27,3,257
POA6409,3,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,3,0,20,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,26,11,8,4,8,3,3,9,0,81
POA6410,3,7,0,3,0,0,0,0,0,11,8,4,0,6,3,0,0,3,0,24,9,0,35,21,3,0,8,7,0,88,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,3,15,38,27,40,34,14,0,16,21,6,201
POA6411,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,5,9,0,3,0,0,0,0,39
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,17
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,14
POA6414,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,18
POA6415,10,17,0,3,6,0,0,0,0,45,3,9,0,13,12,3,4,0,0,49,44,16,137,32,22,22,48,28,3,338,3,0,3,0,9,4,0,3,0,33,5,0,0,3,7,0,5,7,0,23,0,0,3,0,0,0,0,0,0,8,5,4,3,3,5,0,10,5,3,42,108,153,158,68,65,35,68,53,8,715
POA6418,9,0,0,3,0,0,0,0,0,15,7,0,0,3,3,0,0,0,0,13,8,0,26,13,4,0,6,9,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,44,30,29,21,13,6,7,8,0,163
POA6419,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,13
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,3,0,0,0,0,17
POA6421,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,3,7,0,0,3,0,30
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,4,0,20
POA6423,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,22,0,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,24,3,8,3,8,3,0,72
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,12
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,0,0,16
POA6426,0,3,0,3,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,13,14,0,48,3,9,3,19,3,0,96,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,3,15,36,20,60,14,12,4,22,9,3,184
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,0,3,23,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,12,0,3,35
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,3,0,0,6,0,17
POA6429,0,3,0,0,0,0,0,0,0,11,3,0,4,3,0,0,0,0,0,18,3,3,27,5,13,0,16,7,0,72,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,3,6,0,14,12,29,37,22,23,3,20,16,0,163
POA6430,57,97,55,52,48,13,23,5,4,361,97,119,73,131,83,36,49,20,4,621,243,125,1614,244,230,116,457,163,37,3227,7,5,20,25,33,34,24,28,3,179,23,9,27,49,44,18,32,27,6,227,5,13,7,12,3,3,11,7,0,71,15,17,31,26,17,24,59,35,32,254,727,1723,1946,673,583,276,743,337,100,7097
POA6431,0,4,3,3,0,0,4,0,0,10,3,0,3,0,0,0,3,3,0,15,8,4,40,5,3,3,14,10,0,96,0,0,0,0,0,0,0,0,0,4,3,3,0,4,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,10,19,50,46,20,11,3,23,17,6,205
POA6432,12,25,9,5,11,0,7,3,0,68,18,21,20,34,23,0,8,5,5,134,56,27,446,77,64,37,167,60,29,961,0,0,7,0,9,12,11,3,0,51,8,7,3,10,12,3,22,9,0,78,0,4,3,3,0,4,7,7,0,25,3,0,14,7,4,10,31,16,14,90,120,194,515,165,143,76,266,112,48,1631
POA6434,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,15,0,0,0,8,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,15,0,0,0,12,6,0,56
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,11
POA6437,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,3,0,0,15,12,0,41,3,3,0,28,6,0,97,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,27,50,6,12,0,38,11,0,166
POA6438,3,4,0,0,0,0,0,0,0,12,0,4,3,3,3,0,9,0,0,27,4,3,53,5,7,0,16,8,0,100,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,26,44,60,23,15,5,38,13,4,224
POA6440,3,0,4,4,0,0,0,0,0,11,4,4,3,8,4,0,9,0,0,28,4,0,113,10,11,3,52,16,0,210,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,24,55,129,32,21,4,76,25,3,370
POA6442,3,4,5,4,0,0,0,3,0,14,4,3,9,10,7,6,8,4,0,51,6,14,166,13,25,6,69,15,0,322,0,3,0,0,0,3,3,0,0,12,0,0,8,3,3,0,4,3,3,23,0,0,0,0,0,0,3,0,0,8,0,0,3,5,3,0,12,3,0,28,24,80,198,44,47,20,108,35,8,563
POA6443,0,3,0,0,3,0,0,0,0,8,4,0,6,0,0,0,3,3,0,21,16,5,34,3,3,0,15,4,0,82,0,0,0,0,0,0,0,4,0,4,0,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,17,31,31,54,13,11,5,24,15,7,195
POA6445,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,15,0,0,0,0,4,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,24,3,3,0,0,4,3,7,0,39
