POA_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA6620,3,4,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,8,9,3,55,4,6,0,17,13,0,109,0,0,3,0,3,0,0,0,0,6,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,23,58,8,14,0,21,11,4,178
POA6623,4,4,0,4,0,0,0,0,0,14,0,3,3,3,0,0,0,0,0,5,11,4,6,3,3,0,6,9,3,45,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,15,41,37,14,12,8,8,8,11,4,153
POA6625,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,16
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,20
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6630,0,5,0,0,0,0,0,3,0,10,0,3,0,3,3,0,0,0,0,9,18,0,13,11,3,0,3,4,0,54,0,0,3,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,27,27,14,18,11,0,3,9,0,113
POA6631,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
POA6632,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,20
POA6635,3,0,0,0,0,0,3,0,0,10,3,0,3,0,0,0,0,0,0,13,0,3,21,4,3,0,8,3,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,21,20,9,12,0,17,3,0,105
POA6638,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,7,3,17,3,3,0,3,5,0,29,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,7,14,23,22,7,7,0,3,10,0,82
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,6,0,20
POA6640,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,9,4,3,6,0,3,7,0,41
POA6642,5,8,3,5,0,0,0,0,0,14,3,10,3,5,0,0,3,0,0,28,6,3,48,9,0,0,24,13,4,105,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,4,7,9,24,39,81,58,22,10,0,40,22,9,280
POA6646,0,0,0,0,3,0,3,0,0,10,0,0,0,4,0,3,3,0,0,17,5,0,65,3,3,0,37,21,0,130,0,0,0,3,0,0,3,3,0,13,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,41,74,10,10,4,52,30,7,241
POA6701,13,22,8,16,11,0,3,4,0,74,25,15,6,24,24,9,0,13,0,121,85,23,185,50,51,28,36,67,8,541,6,3,5,9,15,3,3,15,0,63,9,11,8,15,7,5,3,7,0,59,4,4,3,3,3,0,0,3,0,22,9,10,9,9,12,4,3,23,7,82,208,272,238,156,152,60,58,149,32,1324
POA6705,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,3,6,9,0,0,0,9,0,41
POA6707,13,9,9,7,3,3,0,11,6,65,13,12,16,12,17,10,0,6,0,81,54,35,162,39,37,12,25,42,3,407,3,3,4,10,8,3,0,9,0,41,5,7,3,3,12,3,0,10,0,45,0,0,0,4,0,0,3,3,0,11,0,3,13,5,6,3,0,7,4,41,131,191,225,110,105,42,29,87,22,948
POA6710,12,14,20,8,4,0,8,10,3,79,15,28,48,4,17,0,18,27,0,154,41,17,833,19,26,4,131,173,13,1246,3,0,8,3,0,0,9,7,0,29,4,3,16,4,7,0,8,8,0,53,0,3,0,0,0,0,3,10,0,18,0,0,5,0,0,0,13,10,0,39,127,271,983,46,86,3,210,284,21,2034
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6712,4,7,30,3,3,0,0,3,0,51,8,9,35,3,3,0,6,22,3,90,14,11,503,4,16,0,76,109,15,742,0,0,5,0,0,0,0,9,0,17,3,0,11,0,0,0,7,12,0,34,0,0,0,0,0,0,0,4,0,10,0,0,5,0,0,0,6,13,3,29,56,123,615,20,35,0,99,183,23,1157
POA6713,3,14,3,7,5,0,3,0,0,33,3,0,3,3,5,3,5,3,0,32,14,15,91,3,20,4,24,15,3,192,0,0,3,0,0,0,0,0,0,8,0,4,0,3,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,22,48,79,114,24,52,7,46,28,3,399
POA6714,51,69,75,44,47,12,19,10,4,329,74,71,95,90,81,22,41,39,10,531,201,100,1415,156,247,67,312,192,75,2760,15,11,18,26,26,18,21,29,0,171,20,21,33,20,54,21,31,28,3,235,3,5,7,3,4,4,9,9,0,52,19,22,43,21,30,28,38,35,17,252,646,1189,1827,471,624,228,512,408,132,6036
POA6716,0,0,0,0,0,3,4,0,0,11,3,3,3,0,0,0,3,3,0,21,12,0,74,6,17,3,35,7,4,158,0,3,0,0,0,0,0,0,0,9,3,3,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,9,28,32,86,12,17,8,56,12,6,268
POA6718,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,15,0,3,18,3,0,0,3,4,0,33,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,15,5,15,22,21,5,0,3,7,4,87
POA6720,10,5,3,0,11,0,3,0,3,32,5,5,15,12,9,0,8,0,0,63,20,8,260,34,37,5,103,16,10,483,0,0,0,3,0,0,10,0,0,19,3,0,4,3,3,0,3,6,0,22,0,0,3,0,0,0,0,0,0,3,5,0,4,0,3,4,12,6,3,36,52,92,311,62,77,10,140,34,14,801
POA6721,23,32,25,12,16,3,3,16,3,131,42,22,30,13,31,7,11,3,0,159,70,32,387,38,63,14,94,53,25,786,0,0,0,3,6,3,5,3,0,27,3,5,10,4,3,9,10,3,0,48,3,3,3,4,3,0,0,0,0,22,6,8,9,7,9,6,9,8,4,60,267,363,502,110,181,58,149,107,45,1771
POA6722,21,27,29,13,16,5,18,8,4,137,32,30,45,72,60,10,22,12,5,280,73,65,835,72,105,39,183,117,39,1529,7,8,12,11,23,14,6,19,0,103,3,3,13,21,9,3,18,14,3,80,3,3,3,3,3,0,3,9,0,30,8,4,17,17,14,20,29,23,15,147,197,471,1001,262,274,128,294,232,73,2932
POA6725,43,61,15,40,23,11,3,9,0,211,44,45,37,89,62,21,7,12,3,312,134,79,430,149,132,67,76,76,22,1164,7,17,9,19,18,14,9,8,3,106,15,10,13,35,26,13,6,20,3,141,6,4,0,3,4,3,0,4,3,27,16,11,20,18,15,10,8,24,14,137,418,855,561,459,405,162,117,203,68,3237
POA6726,25,44,6,19,26,7,3,8,0,140,37,32,23,59,32,11,5,8,4,205,72,50,210,80,57,52,29,55,8,612,8,4,8,9,12,15,0,5,0,53,15,11,0,11,17,8,3,0,0,68,0,5,3,0,0,3,0,5,0,19,3,5,9,13,3,9,9,6,11,72,272,539,282,261,217,117,56,115,30,1890
POA6728,9,12,4,8,8,3,3,3,0,61,19,16,3,26,15,0,3,4,0,92,30,29,124,80,39,15,21,66,8,416,0,11,3,20,12,3,3,17,0,63,3,6,9,11,7,0,4,9,0,45,5,3,0,4,3,0,0,0,0,9,6,10,6,26,8,7,4,16,11,91,121,334,159,221,117,37,36,121,37,1175
POA6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,0,3,0,3,0,0,0,0,0,8,0,3,0,5,0,0,0,0,0,15,4,8,12,20,4,3,7,13,0,72,0,0,0,0,4,0,0,0,0,11,4,3,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,5,3,0,0,7,0,3,0,3,5,20,26,50,24,46,16,5,6,17,8,198
POA6743,27,47,6,24,17,3,5,0,0,128,27,25,17,45,29,13,4,13,0,170,92,49,270,70,66,29,66,59,18,728,3,10,8,8,13,6,0,6,3,65,3,6,8,22,10,5,6,5,0,70,3,7,0,0,0,0,0,0,0,14,5,10,7,8,14,9,5,15,6,85,269,514,339,237,224,79,94,120,39,1916
POA6751,17,14,12,7,6,3,16,4,0,85,24,28,31,17,16,3,22,8,3,146,46,17,614,30,50,3,250,51,15,1081,0,3,3,4,3,3,7,10,0,37,5,0,11,0,8,0,19,0,0,50,0,0,0,3,3,0,6,3,0,14,0,0,4,0,0,3,20,7,4,41,164,300,711,79,112,22,356,96,26,1872
POA6753,19,15,25,9,7,0,20,4,0,95,30,21,35,27,16,6,49,10,0,196,74,39,756,51,44,14,288,85,26,1381,0,3,3,6,10,4,13,19,0,56,0,5,14,4,11,0,24,3,0,63,0,4,4,0,0,0,14,0,0,31,4,4,10,9,6,0,20,17,9,78,209,368,912,121,123,34,489,162,39,2460
POA6754,7,0,5,0,3,3,4,3,0,17,4,4,11,10,0,5,9,3,0,40,10,12,126,4,18,0,56,10,0,234,0,3,0,3,0,3,0,5,0,12,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,5,0,3,21,31,60,152,33,31,12,89,26,7,431
POA6758,3,9,9,0,0,0,14,0,0,32,12,8,12,0,9,0,13,3,0,55,21,11,321,7,7,0,135,28,15,537,0,0,4,0,0,0,7,7,0,21,5,0,7,0,0,0,13,3,0,26,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,15,5,3,23,48,83,377,14,15,0,207,53,15,813
POA6760,4,0,3,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,11,4,0,30,3,4,0,10,19,0,68,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,10,19,21,42,12,11,0,18,19,0,147
POA6762,0,3,6,0,0,0,0,0,0,10,5,3,11,0,0,0,9,0,0,29,7,25,109,6,4,0,40,9,4,201,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,19,71,131,4,11,0,61,7,8,311
POA6765,0,3,0,3,0,0,0,0,0,9,4,6,0,14,0,3,0,0,0,21,8,9,27,17,13,4,0,13,0,97,0,0,3,3,3,0,0,4,0,13,0,0,0,3,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,9,0,0,4,6,4,0,0,6,5,31,36,97,40,53,32,9,3,33,6,312
POA6770,4,5,0,8,0,0,0,3,0,19,3,5,7,15,0,3,0,3,0,36,13,14,26,20,4,3,3,23,5,115,0,0,0,3,0,0,0,3,0,10,3,3,0,6,3,0,0,4,3,18,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,4,6,8,41,60,129,38,66,26,13,10,37,18,388
