POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA6176,132,192,40,0,365,70,5,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,192,40,0,368,66,5,441
POA6180,504,716,199,11,1435,268,40,1742,8,4,8,0,17,7,6,29,0,0,0,0,0,0,0,0,8,4,8,0,17,7,6,29,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,722,203,12,1457,277,46,1778
POA6181,45,81,12,0,134,13,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,81,12,0,134,13,0,143
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,107,134,18,3,263,61,7,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,116,132,18,3,269,60,13,346
POA6208,1443,1165,482,24,3115,750,76,3940,53,5,18,0,75,119,3,197,4,0,0,0,5,3,0,9,57,5,18,0,78,123,3,203,6,5,3,0,15,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,15,5,0,16,12,3,3,0,18,56,0,74,3,0,0,0,3,6,0,11,0,0,0,0,3,0,0,8,3,0,0,0,3,0,0,3,19,4,4,0,29,61,0,92,4,0,0,0,3,3,0,9,1531,1180,504,29,3241,945,85,4270
POA6209,173,184,56,0,417,104,12,532,47,7,5,0,58,86,3,146,0,0,0,0,0,0,0,0,47,7,5,0,58,86,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,14,0,7,0,22,31,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,7,0,25,39,4,68,0,0,0,0,3,0,0,3,236,193,70,4,501,225,21,750
POA6210,6805,6287,2562,177,15827,4392,592,20811,888,188,253,14,1344,1568,73,2988,300,131,116,5,553,335,42,935,1189,323,371,19,1901,1901,122,3928,269,20,30,6,328,519,18,863,70,15,9,0,89,47,9,141,90,32,13,0,132,83,8,218,0,0,0,0,0,0,0,0,422,69,51,11,547,643,29,1221,36,5,0,0,43,69,3,108,6,0,0,0,9,22,0,27,0,0,5,0,5,9,0,11,3,3,0,0,9,0,0,6,43,10,8,4,59,92,3,155,18,5,3,0,31,26,3,57,8483,6688,2992,205,18375,7055,749,26178
POA6211,887,781,256,12,1931,354,40,2322,14,5,6,0,23,47,5,77,3,0,3,0,13,8,0,18,13,5,10,0,32,57,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,22,3,0,25,0,0,0,0,0,0,0,0,17,3,0,0,22,3,3,30,3,0,0,0,5,28,0,31,17,0,0,0,17,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,45,0,60,3,0,0,0,5,3,0,8,936,792,265,16,2013,459,49,2515
POA6213,79,63,30,0,176,58,5,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,4,0,0,0,5,5,0,11,0,0,0,0,0,0,0,0,85,65,30,0,181,70,5,256
POA6214,66,82,18,0,168,47,3,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,82,18,0,168,49,3,217
POA6215,443,412,143,5,1002,294,27,1323,5,4,10,0,20,13,0,29,0,0,0,0,0,0,0,0,5,4,10,0,22,13,0,34,7,5,7,0,20,44,0,61,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,0,20,40,0,62,0,4,3,0,7,12,0,12,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,3,0,0,0,3,0,0,5,3,7,3,0,16,11,0,27,7,0,0,0,6,10,0,15,463,428,158,7,1056,370,26,1452
POA6218,45,46,7,0,93,41,3,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,45,46,7,0,100,42,3,142
POA6220,494,479,141,11,1123,353,32,1503,16,17,6,0,32,54,4,94,3,3,0,0,10,0,0,10,19,19,6,0,44,54,4,103,0,6,0,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,15,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,11,0,10,0,4,0,0,6,9,0,14,511,506,146,16,1180,431,38,1647
POA6221,24,33,13,3,68,19,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,24,33,13,3,68,19,3,91
POA6223,12,27,10,0,51,15,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,10,0,56,15,0,72
POA6224,115,127,52,0,302,89,6,399,6,0,0,0,6,9,0,14,0,0,0,0,0,0,0,0,6,0,0,0,6,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,4,4,0,10,127,130,49,0,310,107,5,425
POA6225,981,946,353,30,2314,846,63,3222,13,5,5,0,29,86,0,113,0,0,0,0,0,0,0,0,13,5,5,0,29,86,0,113,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,3,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,3,0,6,3,3,0,0,5,14,0,21,6,0,0,0,7,8,0,11,1001,958,365,34,2356,963,64,3389
POA6226,70,120,19,0,205,23,4,238,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,11,0,0,11,78,126,19,0,226,25,4,254
POA6227,83,106,16,0,212,42,6,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,106,16,0,211,42,6,252
POA6228,21,19,4,3,42,13,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,4,3,42,15,0,63
POA6229,14,11,3,0,30,14,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,12,0,28,5,0,0,0,5,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,16,26,0,37,0,0,0,0,0,4,0,4,25,11,3,0,42,39,0,80
POA6230,3732,4252,1671,103,9754,2465,417,12632,346,166,241,19,776,1030,82,1883,140,50,39,0,230,124,27,386,491,219,281,16,1004,1150,112,2268,139,32,29,7,203,489,9,700,27,8,10,0,44,33,6,82,13,0,0,0,23,18,3,37,0,0,0,0,0,0,0,0,183,39,38,6,270,538,18,827,14,4,0,0,15,39,0,56,29,3,0,0,31,35,0,71,0,0,0,0,0,0,0,5,4,0,0,0,3,9,0,9,43,10,0,0,56,78,0,135,5,7,3,0,17,13,0,32,4450,4528,1989,129,11098,4255,545,15900
POA6232,1061,1279,413,30,2784,600,83,3472,71,23,19,3,113,112,8,236,0,0,0,0,0,0,0,3,73,23,19,3,113,114,8,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,0,0,10,28,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,28,0,37,3,0,0,0,5,4,0,10,1145,1304,435,27,2914,747,92,3751
POA6233,1890,2429,588,44,4948,926,107,5983,70,14,28,0,116,113,4,229,0,3,0,0,3,0,0,3,70,13,28,0,116,115,4,235,4,5,10,0,15,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,15,20,0,40,11,3,3,0,16,39,4,59,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,0,20,50,3,73,3,3,4,0,6,0,0,12,1978,2457,635,40,5110,1116,113,6337
POA6236,245,253,61,6,566,112,13,692,4,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,252,255,61,6,577,113,13,708
POA6237,307,309,73,3,693,118,19,828,0,0,0,0,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,5,4,0,0,9,0,0,9,0,0,0,0,5,0,0,4,314,316,74,3,708,125,19,849
POA6239,545,451,114,15,1125,319,29,1471,6,3,3,0,16,37,4,49,0,0,0,0,0,0,0,0,6,3,3,0,16,37,7,55,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,7,4,0,0,3,3,0,14,561,460,120,17,1152,356,40,1546
POA6240,31,13,5,0,43,6,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,5,0,43,6,0,46
POA6243,9,5,5,0,19,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,19,7,0,25
POA6244,215,136,33,0,383,155,11,551,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,7,0,7,0,0,0,0,0,0,0,0,213,138,34,0,390,168,11,570
POA6251,45,33,14,0,97,45,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,45,33,14,0,97,47,5,147
POA6252,22,12,6,0,41,13,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,22,12,6,0,41,13,3,54
POA6253,108,44,22,0,166,75,10,247,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,3,0,0,0,3,3,0,8,112,46,22,0,172,80,10,263
POA6254,63,39,26,0,134,70,3,206,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,37,26,0,135,78,3,210
POA6255,566,360,113,6,1039,412,39,1482,4,0,0,0,4,36,0,41,0,0,0,0,0,0,0,0,4,0,0,0,4,36,0,41,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,4,0,0,0,4,4,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,5,0,13,0,0,0,0,0,0,0,6,578,361,113,6,1055,466,39,1554
POA6256,59,42,7,0,102,27,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,64,42,7,0,111,29,3,139
POA6258,750,648,240,24,1655,538,54,2247,6,3,13,0,30,59,3,97,0,0,0,0,0,0,0,0,6,3,13,0,30,61,3,98,18,4,5,0,24,71,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,5,0,24,71,4,101,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,11,3,0,0,0,3,6,0,7,778,653,258,28,1721,686,62,2467
POA6260,175,140,38,6,362,121,6,491,0,0,0,0,3,10,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,14,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,176,147,43,6,367,141,6,522
POA6262,107,62,26,0,185,83,3,269,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,10,0,0,0,0,0,0,0,4,112,63,21,0,201,86,3,292
POA6271,404,342,140,5,889,207,27,1127,8,3,5,0,12,29,0,43,0,0,0,0,0,0,0,0,8,3,5,0,12,29,0,43,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,412,348,149,5,911,243,27,1181
POA6275,197,100,43,4,342,138,17,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,8,3,3,0,0,10,7,0,20,0,0,0,0,0,0,0,0,203,103,40,3,358,147,19,523
POA6280,2803,2912,978,60,6757,1674,209,8636,225,65,82,9,378,509,21,910,32,14,5,0,54,36,3,93,251,82,88,8,432,547,25,1004,4,3,0,0,6,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,3,3,0,0,5,24,0,33,19,3,9,0,29,30,5,71,129,5,8,3,143,131,0,277,6,4,0,0,9,9,0,13,13,0,0,0,11,0,0,12,165,13,11,3,192,171,5,372,7,9,3,0,22,14,0,32,3237,3024,1081,71,7410,2427,242,10078
POA6281,752,855,185,13,1804,352,89,2247,11,5,3,0,21,28,0,57,19,11,7,0,38,8,3,53,29,17,9,0,61,44,7,109,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,14,0,20,10,0,0,0,10,26,3,35,3,3,0,0,5,0,0,10,0,0,0,0,0,0,0,4,14,3,0,0,18,39,3,60,4,8,0,0,8,4,0,14,804,884,203,11,1902,441,99,2436
