region_id,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6072,260,246,506,15,20,35,3,0,3,3,0,3,0,0,0,3,0,3,81,90,171,0,0,0,0,0,0,0,0,0,0,0,0,90,90,180,5,9,14,3,3,6,113,122,235,28,29,57,401,397,798
POA6073,907,955,1862,91,109,200,6,5,11,3,8,11,9,9,18,3,0,3,251,270,521,0,0,0,0,5,5,0,0,0,0,0,0,272,297,569,27,32,59,4,3,7,394,441,835,88,93,181,1389,1489,2878
POA6074,326,312,638,25,23,48,0,0,0,0,4,4,0,4,4,6,3,9,75,83,158,0,0,0,0,5,5,0,0,0,0,0,0,81,99,180,6,12,18,3,0,3,115,134,249,15,8,23,456,454,910
POA6076,6463,6724,13187,554,581,1135,66,63,129,48,48,96,59,57,116,11,8,19,1828,2080,3908,6,10,16,14,18,32,5,0,5,5,4,9,2042,2288,4330,358,418,776,23,13,36,2977,3300,6277,518,436,954,9958,10460,20418
POA6077,552,532,1084,15,14,29,0,3,3,0,0,0,3,4,7,0,0,0,124,126,250,0,0,0,0,0,0,0,0,0,0,0,0,127,133,260,9,9,18,0,3,3,151,159,310,46,41,87,749,732,1481
POA6078,306,283,589,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,86,68,154,0,0,0,0,0,0,3,0,3,0,0,0,89,68,157,18,13,31,0,3,3,114,92,206,26,12,38,446,387,833
POA6079,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
POA6081,1442,1399,2841,144,116,260,8,9,17,3,7,10,12,12,24,8,6,14,432,482,914,3,3,6,3,3,6,0,0,0,0,0,0,469,522,991,53,57,110,9,10,19,675,705,1380,89,90,179,2206,2194,4400
POA6082,876,848,1724,131,123,254,6,3,9,8,8,16,11,15,26,0,3,3,291,315,606,3,3,6,0,6,6,3,3,6,0,0,0,322,356,678,43,51,94,10,6,16,506,536,1042,120,82,202,1502,1466,2968
POA6083,1101,1074,2175,29,19,48,7,7,14,3,3,6,3,0,3,0,3,3,362,373,735,0,0,0,3,3,6,0,0,0,0,0,0,378,389,767,20,37,57,7,0,7,434,445,879,128,111,239,1663,1630,3293
POA6084,1596,1631,3227,137,146,283,9,4,13,18,17,35,16,11,27,8,9,17,884,927,1811,3,3,6,6,12,18,0,0,0,0,0,0,944,983,1927,81,94,175,11,9,20,1173,1232,2405,202,174,376,2971,3037,6008
POA6090,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,6,3,9,0,0,0,10,3,13
POA6100,2272,2225,4497,314,261,575,117,106,223,102,76,178,94,84,178,38,27,65,1631,1642,3273,12,6,18,9,0,9,7,9,16,0,0,0,2010,1950,3960,1317,1188,2505,39,27,66,3680,3426,7106,776,525,1301,6728,6176,12904
POA6101,2826,2909,5735,345,345,690,122,95,217,99,79,178,70,51,121,34,26,60,1787,1750,3537,4,11,15,13,9,22,5,8,13,0,0,0,2134,2029,4163,1131,1115,2246,54,41,95,3664,3530,7194,627,423,1050,7117,6862,13979
POA6102,2015,2332,4347,251,252,503,61,57,118,65,40,105,26,34,60,20,13,33,1383,1394,2777,8,7,15,18,15,33,3,3,6,0,0,0,1584,1563,3147,1675,1587,3262,67,85,152,3577,3487,7064,849,896,1745,6441,6715,13156
POA6103,1570,1574,3144,187,184,371,55,49,104,61,48,109,52,37,89,22,19,41,949,942,1891,7,4,11,9,12,21,7,3,10,0,0,0,1162,1114,2276,644,561,1205,30,16,46,2023,1875,3898,437,366,803,4030,3815,7845
POA6104,2783,2876,5659,342,331,673,72,65,137,66,48,114,63,56,119,32,24,56,1429,1455,2884,6,3,9,19,6,25,0,3,3,0,0,0,1687,1660,3347,708,632,1340,57,48,105,2794,2671,5465,724,579,1303,6301,6126,12427
POA6105,3101,3234,6335,456,465,921,62,53,115,73,40,113,50,42,92,20,17,37,1199,1211,2410,7,4,11,12,7,19,3,3,6,0,0,0,1426,1377,2803,841,762,1603,35,32,67,2758,2636,5394,490,353,843,6349,6223,12572
POA6106,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,10,0,10,3,0,3,16,3,19
POA6107,7814,7820,15634,888,851,1739,199,139,338,163,118,281,107,98,205,50,34,84,3628,3671,7299,13,5,18,33,24,57,6,3,9,5,11,16,4204,4103,8307,2923,2638,5561,112,108,220,8127,7700,15827,1550,1149,2699,17491,16669,34160
POA6108,6467,6607,13074,519,558,1077,59,49,108,75,60,135,48,46,94,21,26,47,1946,1972,3918,11,9,20,10,15,25,5,8,13,10,14,24,2185,2199,4384,869,913,1782,43,29,72,3616,3699,7315,595,514,1109,10678,10820,21498
POA6109,2613,2611,5224,217,197,414,41,30,71,32,32,64,32,19,51,11,7,18,1104,1120,2224,14,7,21,12,3,15,4,3,7,0,0,0,1250,1221,2471,423,412,835,30,24,54,1920,1854,3774,450,392,842,4983,4857,9840
POA6110,8194,8395,16589,823,951,1774,123,121,244,94,88,182,89,86,175,38,37,75,3895,4138,8033,17,16,33,27,26,53,0,4,4,0,9,9,4283,4525,8808,1203,1193,2396,71,58,129,6380,6727,13107,1263,1133,2396,15837,16255,32092
POA6111,5985,5946,11931,500,521,1021,69,57,126,61,58,119,57,58,115,32,30,62,2341,2547,4888,11,11,22,15,18,33,3,0,3,4,0,4,2593,2779,5372,423,433,856,60,49,109,3576,3782,7358,715,605,1320,10276,10333,20609
POA6112,8084,8159,16243,910,1079,1989,133,143,276,144,119,263,137,125,262,58,46,104,6048,6290,12338,18,20,38,30,29,59,9,4,13,0,5,5,6577,6781,13358,1162,1228,2390,101,96,197,8750,9184,17934,1359,1211,2570,18193,18554,36747
POA6121,839,808,1647,33,28,61,3,0,3,0,4,4,4,7,11,4,0,4,320,371,691,0,0,0,0,0,0,0,0,0,0,0,0,331,382,713,17,19,36,8,6,14,389,435,824,60,44,104,1288,1287,2575
POA6122,1675,1689,3364,255,240,495,40,35,75,13,31,44,29,20,49,9,11,20,1768,1934,3702,6,3,9,9,4,13,3,0,3,0,0,0,1877,2038,3915,160,163,323,28,18,46,2320,2459,4779,219,179,398,4214,4327,8541
POA6123,402,413,815,37,35,72,4,4,8,0,0,0,3,4,7,0,0,0,179,179,358,4,0,4,0,0,0,0,0,0,0,0,0,190,187,377,9,7,16,0,3,3,236,232,468,20,17,37,658,662,1320
POA6124,299,293,592,17,18,35,3,5,8,3,3,6,0,3,3,4,0,4,123,131,254,0,0,0,3,0,3,0,0,0,0,0,0,136,142,278,13,9,22,0,0,0,166,169,335,35,40,75,500,502,1002
POA6125,766,746,1512,55,61,116,9,6,15,3,3,6,3,3,6,3,3,6,338,329,667,3,0,3,3,3,6,0,0,0,0,0,0,362,347,709,26,23,49,3,8,11,446,439,885,73,56,129,1285,1241,2526
POA6126,78,80,158,3,10,13,3,0,3,3,0,3,0,3,3,0,0,0,27,29,56,0,0,0,0,0,0,0,0,0,0,0,0,33,32,65,11,0,11,0,0,0,47,42,89,242,4,246,367,126,493
POA6147,4035,4131,8166,248,270,518,56,38,94,38,44,82,37,51,88,22,15,37,1152,1138,2290,7,5,12,11,7,18,6,0,6,7,3,10,1336,1301,2637,938,859,1797,35,22,57,2557,2452,5009,353,258,611,6945,6841,13786
POA6148,4423,4842,9265,442,491,933,64,70,134,72,55,127,44,49,93,19,15,34,1445,1558,3003,5,5,10,10,4,14,7,9,16,0,0,0,1666,1765,3431,1009,1009,2018,41,75,116,3158,3340,6498,436,382,818,8017,8564,16581
POA6149,5789,6043,11832,243,280,523,52,41,93,42,59,101,34,37,71,22,19,41,1451,1513,2964,6,6,12,24,18,42,13,13,26,7,10,17,1651,1716,3367,724,715,1439,9,4,13,2627,2715,5342,296,278,574,8712,9036,17748
POA6150,3972,4052,8024,134,164,298,44,56,100,38,53,91,20,27,47,20,13,33,1119,1200,2319,5,7,12,4,7,11,3,8,11,0,0,0,1253,1371,2624,678,694,1372,13,11,24,2078,2240,4318,201,207,408,6251,6499,12750
POA6151,3342,3576,6918,520,488,1008,122,116,238,102,105,207,93,83,176,36,40,76,1751,1712,3463,14,15,29,13,6,19,12,14,26,0,0,0,2143,2091,4234,1089,1072,2161,42,24,66,3794,3675,7469,643,546,1189,7779,7797,15576
POA6152,4907,5646,10553,531,604,1135,140,142,282,114,118,232,87,93,180,49,34,83,2902,3056,5958,9,20,29,22,15,37,11,13,24,3,0,3,3337,3491,6828,1491,1391,2882,55,43,98,5414,5529,10943,826,841,1667,11147,12016,23163
POA6153,4422,5186,9608,534,567,1101,83,79,162,92,82,174,60,56,116,31,31,62,1919,2114,4033,5,11,16,10,10,20,6,6,12,0,0,0,2206,2389,4595,901,920,1821,16,16,32,3657,3892,7549,590,428,1018,8669,9506,18175
POA6154,2502,2842,5344,242,274,516,30,31,61,40,37,77,25,27,52,11,5,16,881,994,1875,3,4,7,5,3,8,3,7,10,0,0,0,998,1108,2106,338,361,699,12,9,21,1590,1752,3342,235,208,443,4327,4802,9129
POA6155,11875,12379,24254,1000,1075,2075,180,142,322,148,138,286,119,107,226,93,65,158,4518,4646,9164,22,25,47,26,25,51,22,25,47,16,22,38,5144,5195,10339,2925,2999,5924,60,38,98,9129,9307,18436,1680,760,2440,22684,22446,45130
POA6156,3869,4431,8300,395,430,825,74,70,144,81,71,152,34,58,92,28,25,53,1651,1966,3617,5,9,14,10,9,19,6,10,16,0,3,3,1889,2221,4110,463,465,928,23,31,54,2770,3147,5917,368,346,714,7007,7924,14931
POA6157,3054,3542,6596,349,385,734,76,62,138,52,73,125,48,55,103,22,14,36,1284,1593,2877,16,15,31,10,16,26,9,10,19,0,3,3,1517,1841,3358,395,422,817,19,31,50,2280,2679,4959,336,311,647,5670,6532,12202
POA6158,1822,1949,3771,134,150,284,47,42,89,42,47,89,24,27,51,15,13,28,677,709,1386,4,0,4,7,8,15,8,12,20,0,0,0,824,858,1682,201,216,417,4,12,16,1163,1236,2399,189,187,376,3174,3372,6546
POA6159,573,577,1150,65,68,133,22,22,44,9,15,24,14,18,32,0,0,0,298,327,625,4,0,4,0,0,0,5,0,5,0,0,0,352,382,734,124,126,250,6,3,9,547,579,1126,172,134,306,1292,1290,2582
POA6160,1638,1658,3296,214,210,424,59,60,119,64,52,116,48,48,96,21,17,38,793,858,1651,17,9,26,14,13,27,8,12,20,0,0,0,1024,1069,2093,445,442,887,20,15,35,1703,1736,3439,341,278,619,3682,3672,7354
POA6161,7,10,17,4,3,7,0,0,0,0,0,0,3,0,3,0,0,0,27,25,52,0,0,0,0,0,0,0,0,0,0,0,0,30,25,55,14,7,21,0,0,0,48,35,83,3,3,6,58,48,106
POA6162,2415,2660,5075,261,297,558,65,65,130,67,78,145,45,44,89,12,12,24,1112,1226,2338,8,7,15,15,18,33,8,0,8,0,0,0,1332,1450,2782,353,365,718,22,16,38,1968,2128,4096,317,275,592,4700,5063,9763
POA6163,12564,13372,25936,840,871,1711,167,191,358,167,155,322,150,141,291,58,48,106,4386,4754,9140,33,27,60,39,45,84,13,18,31,3,3,6,5016,5382,10398,1584,1580,3164,86,88,174,7526,7921,15447,1196,1044,2240,21286,22337,43623
POA6164,9715,9729,19444,1065,1132,2197,227,212,439,178,174,352,153,142,295,79,68,147,6596,6907,13503,40,45,85,42,42,84,32,17,49,0,0,0,7347,7607,14954,2236,2025,4261,79,69,148,10727,10833,21560,1186,978,2164,21628,21540,43168
POA6165,32,33,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,37,0,0,0,0,0,0,0,0,0,0,0,0,14,23,37,0,0,0,0,0,0,14,23,37,8,9,17,54,65,119
POA6166,2538,2540,5078,149,156,305,29,23,52,26,26,52,23,23,46,7,9,16,680,793,1473,9,3,12,0,7,7,0,3,3,0,0,0,774,887,1661,197,173,370,9,5,14,1129,1221,2350,201,140,341,3868,3901,7769
POA6167,4825,4691,9516,488,521,1009,72,86,158,69,87,156,79,87,166,42,27,69,2688,2870,5558,14,18,32,28,19,47,6,3,9,0,4,4,2998,3201,6199,622,637,1259,64,62,126,4172,4421,8593,1571,837,2408,10568,9949,20517
POA6168,5503,5792,11295,574,626,1200,252,173,425,185,114,299,176,129,305,47,54,101,2444,2615,5059,40,30,70,49,34,83,36,15,51,0,5,5,3229,3169,6398,688,670,1358,69,56,125,4560,4521,9081,926,720,1646,10989,11033,22022
POA6169,8439,8589,17028,773,887,1660,200,226,426,183,185,368,176,165,341,68,72,140,3544,3857,7401,37,42,79,60,64,124,26,28,54,0,0,0,4294,4639,8933,1010,1046,2056,70,51,121,6147,6623,12770,1161,961,2122,15747,16173,31920
POA6170,1207,1209,2416,108,119,227,30,30,60,19,15,34,16,13,29,8,17,25,1001,1072,2073,7,6,13,4,11,15,0,5,5,0,0,0,1085,1169,2254,259,282,541,23,18,41,1475,1588,3063,275,238,513,2957,3035,5992
POA6171,1908,1921,3829,410,457,867,132,121,253,117,110,227,123,113,236,54,44,98,2904,3113,6017,15,21,36,48,47,95,23,17,40,0,0,0,3416,3586,7002,859,830,1689,48,40,88,4733,4913,9646,371,295,666,7012,7129,14141
POA6172,3023,3117,6140,472,504,976,114,100,214,93,102,195,98,96,194,24,36,60,1339,1470,2809,25,13,38,20,26,46,17,26,43,0,0,0,1730,1869,3599,507,543,1050,31,29,60,2740,2945,5685,550,476,1026,6313,6538,12851
POA6173,1579,1563,3142,487,523,1010,115,110,225,65,79,144,106,116,222,46,31,77,1168,1196,2364,11,3,14,17,20,37,7,3,10,0,0,0,1535,1558,3093,926,885,1811,13,11,24,2961,2977,5938,226,124,350,4766,4664,9430
POA6174,515,505,1020,82,83,165,8,9,17,8,11,19,13,12,25,5,7,12,217,211,428,5,7,12,0,4,4,0,6,6,0,0,0,256,267,523,63,59,122,6,5,11,407,414,821,91,74,165,1013,993,2006
POA6175,682,647,1329,143,158,301,18,15,33,13,14,27,11,14,25,0,4,4,320,308,628,5,3,8,3,3,6,0,0,0,0,0,0,370,361,731,116,112,228,6,6,12,635,637,1272,90,55,145,1407,1339,2746
POA6176,239,235,474,13,24,37,3,0,3,0,0,0,0,0,0,0,3,3,69,49,118,0,0,0,5,0,5,0,0,0,0,0,0,77,52,129,5,6,11,0,0,0,95,82,177,15,9,24,349,326,675
POA6180,377,359,736,79,84,163,18,22,40,29,25,54,19,19,38,14,13,27,650,729,1379,5,7,12,3,7,10,0,0,0,0,0,0,738,822,1560,184,190,374,7,4,11,1008,1100,2108,139,102,241,1524,1561,3085
POA6181,168,155,323,3,5,8,0,0,0,0,0,0,4,3,7,0,3,3,50,45,95,0,0,0,0,0,0,0,0,0,0,0,0,54,51,105,3,0,3,0,0,0,60,56,116,17,15,32,245,226,471
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,311,280,591,27,20,47,3,3,6,4,6,10,5,4,9,0,3,3,115,106,221,3,0,3,3,0,3,0,0,0,0,0,0,133,122,255,9,12,21,3,3,6,172,157,329,44,43,87,527,480,1007
POA6208,2239,2225,4464,399,399,798,31,45,76,22,26,48,32,31,63,11,8,19,1271,1323,2594,9,16,25,12,8,20,0,3,3,0,0,0,1388,1460,2848,93,93,186,27,8,35,1907,1960,3867,358,282,640,4504,4467,8971
POA6209,577,534,1111,34,32,66,11,4,15,9,0,9,16,10,26,0,3,3,185,186,371,0,4,4,4,6,10,0,0,0,0,0,0,225,213,438,16,16,32,4,0,4,279,261,540,68,54,122,924,849,1773
POA6210,12549,13474,26023,2017,2240,4257,303,319,622,247,248,495,306,371,677,100,93,193,7726,8528,16254,70,88,158,78,113,191,12,12,24,5,3,8,8847,9775,18622,1824,1948,3772,169,161,330,12857,14124,26981,2268,1982,4250,27674,29580,57254
POA6211,1302,1284,2586,162,167,329,30,35,65,25,25,50,31,31,62,4,4,8,714,748,1462,3,3,6,9,18,27,3,3,6,0,0,0,819,867,1686,107,126,233,17,5,22,1105,1165,2270,154,143,297,2561,2592,5153
POA6213,222,192,414,25,24,49,0,0,0,4,0,4,5,4,9,0,0,0,62,72,134,4,0,4,0,0,0,0,0,0,0,0,0,75,76,151,10,6,16,0,0,0,110,106,216,13,16,29,345,314,659
POA6214,106,91,197,17,11,28,0,0,0,0,0,0,3,3,6,0,0,0,29,37,66,0,0,0,3,0,3,0,0,0,0,0,0,35,40,75,3,7,10,0,0,0,55,58,113,19,9,28,180,158,338
POA6215,1006,1028,2034,163,163,326,4,16,20,7,7,14,10,8,18,6,6,12,325,347,672,0,0,0,4,6,10,0,0,0,0,0,0,356,390,746,35,28,63,11,17,28,565,598,1163,100,75,175,1671,1701,3372
POA6218,103,90,193,27,31,58,0,0,0,0,0,0,0,0,0,0,3,3,41,49,90,0,0,0,0,0,0,0,0,0,0,0,0,41,52,93,3,3,6,3,4,7,74,90,164,41,38,79,218,218,436
POA6220,1318,1276,2594,294,281,575,9,11,20,11,3,14,15,8,23,0,9,9,326,324,650,0,0,0,3,4,7,0,0,0,0,0,0,364,359,723,127,112,239,3,3,6,788,755,1543,145,142,287,2251,2173,4424
POA6221,130,113,243,31,25,56,0,0,0,0,0,0,0,0,0,0,0,0,38,41,79,0,0,0,0,0,0,0,0,0,0,0,0,38,41,79,4,3,7,0,0,0,73,69,142,13,10,23,216,192,408
POA6224,365,340,705,36,38,74,3,5,8,3,3,6,5,6,11,0,3,3,113,104,217,3,0,3,0,0,0,0,0,0,0,0,0,127,121,248,10,9,19,3,3,6,176,171,347,36,52,88,577,563,1140
POA6225,2705,2482,5187,633,653,1286,60,22,82,32,20,52,69,30,99,15,8,23,563,470,1033,0,0,0,7,9,16,0,0,0,0,0,0,746,559,1305,130,100,230,26,13,39,1535,1325,2860,373,154,527,4613,3961,8574
POA6226,167,164,331,23,14,37,3,0,3,3,6,9,3,3,6,0,0,0,86,81,167,0,0,0,3,3,6,0,0,0,0,0,0,98,93,191,4,4,8,0,0,0,125,111,236,6,10,16,298,285,583
POA6227,112,94,206,21,25,46,0,0,0,0,0,0,4,0,4,0,0,0,74,98,172,0,0,0,0,0,0,0,0,0,0,0,0,78,98,176,7,6,13,0,0,0,106,129,235,11,11,22,229,234,463
POA6229,129,106,235,16,18,34,0,0,0,0,0,0,3,0,3,4,0,4,84,58,142,0,0,0,0,0,0,0,0,0,0,0,0,91,58,149,5,5,10,4,0,4,116,81,197,22,16,38,267,203,470
POA6230,8725,9213,17938,1524,1590,3114,158,137,295,146,137,283,221,201,422,72,75,147,4746,5118,9864,41,39,80,48,51,99,16,13,29,4,9,13,5452,5780,11232,1259,1259,2518,88,94,182,8323,8723,17046,1687,1187,2874,18735,19123,37858
POA6232,2083,2075,4158,465,515,980,42,42,84,21,29,50,53,40,93,7,11,18,1138,1226,2364,9,13,22,11,26,37,0,3,3,0,0,0,1281,1390,2671,158,189,347,22,25,47,1926,2119,4045,236,195,431,4245,4389,8634
POA6233,3442,3404,6846,757,775,1532,53,60,113,52,48,100,102,107,209,20,31,51,1865,2043,3908,15,9,24,20,28,48,3,6,9,0,0,0,2130,2332,4462,387,369,756,37,33,70,3311,3509,6820,473,404,877,7226,7317,14543
POA6236,627,624,1251,52,61,113,0,4,4,6,0,6,3,0,3,0,0,0,179,191,370,0,0,0,4,0,4,0,0,0,0,0,0,192,195,387,8,7,15,5,4,9,257,267,524,45,26,71,929,917,1846
POA6237,792,764,1556,60,70,130,0,0,0,12,5,17,0,4,4,0,3,3,233,242,475,0,3,3,6,8,14,0,0,0,0,0,0,251,265,516,19,25,44,5,3,8,335,363,698,79,55,134,1206,1182,2388
POA6239,1095,1054,2149,200,223,423,4,3,7,3,7,10,10,10,20,5,3,8,410,459,869,5,4,9,0,0,0,0,0,0,0,0,0,437,486,923,56,55,111,12,0,12,705,764,1469,117,86,203,1917,1904,3821
POA6240,102,89,191,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31,0,0,0,3,0,3,24,25,49,11,3,14,137,117,254
POA6244,486,465,951,60,50,110,3,3,6,0,3,3,0,3,3,0,3,3,133,152,285,0,0,0,3,3,6,0,0,0,0,0,0,139,167,306,16,16,32,3,3,6,218,236,454,26,30,56,730,731,1461
POA6251,129,111,240,26,20,46,0,0,0,0,3,3,3,3,6,0,0,0,33,45,78,0,0,0,0,0,0,0,0,0,0,0,0,36,51,87,3,5,8,0,0,0,65,76,141,19,11,30,213,198,411
POA6253,162,160,322,9,19,28,0,3,3,0,3,3,0,0,0,0,0,0,66,67,133,0,0,0,0,0,0,0,0,0,0,0,0,66,73,139,7,10,17,3,0,3,85,102,187,13,14,27,260,276,536
POA6254,196,183,379,31,27,58,0,3,3,4,0,4,0,0,0,0,0,0,51,64,115,0,0,0,0,0,0,0,0,0,0,0,0,55,67,122,4,5,9,0,0,0,90,99,189,14,10,24,300,292,592
POA6255,972,970,1942,182,209,391,10,15,25,4,4,8,8,11,19,4,4,8,304,377,681,0,0,0,0,0,0,0,0,0,0,0,0,330,411,741,35,45,80,4,5,9,551,670,1221,56,47,103,1579,1687,3266
POA6256,67,63,130,10,12,22,0,0,0,0,0,0,0,0,0,3,0,3,19,13,32,0,0,0,0,0,0,0,0,0,0,0,0,22,13,35,3,0,3,0,0,0,35,25,60,4,3,7,106,91,197
POA6258,1824,1757,3581,446,486,932,7,15,22,6,11,17,10,10,20,16,6,22,439,488,927,0,0,0,0,8,8,0,0,0,0,0,0,478,538,1016,35,42,77,6,8,14,965,1074,2039,157,134,291,2946,2965,5911
POA6260,505,453,958,61,79,140,6,0,6,11,5,16,0,0,0,0,8,8,98,113,211,0,0,0,0,0,0,0,0,0,0,0,0,115,126,241,28,20,48,0,4,4,204,229,433,38,24,62,747,706,1453
POA6262,256,223,479,33,27,60,3,0,3,0,0,0,3,0,3,0,0,0,63,67,130,0,0,0,0,0,0,0,0,0,0,0,0,69,67,136,3,5,8,0,0,0,105,99,204,34,19,53,395,341,736
POA6271,654,654,1308,112,123,235,10,9,19,8,9,17,9,13,22,4,6,10,316,341,657,0,4,4,0,0,0,3,3,6,0,4,4,350,389,739,22,22,44,4,5,9,488,539,1027,137,135,272,1279,1328,2607
POA6275,383,324,707,71,60,131,4,3,7,0,0,0,3,0,3,0,3,3,130,121,251,0,0,0,0,0,0,0,0,0,0,0,0,137,127,264,25,20,45,0,0,0,233,207,440,32,21,53,648,552,1200
POA6280,4990,5251,10241,1920,2176,4096,72,62,134,78,67,145,97,89,186,28,26,54,2187,2564,4751,24,32,56,38,40,78,4,10,14,0,0,0,2528,2890,5418,380,369,749,56,77,133,4884,5512,10396,616,570,1186,10490,11333,21823
POA6281,1173,1166,2339,439,472,911,33,27,60,25,22,47,19,20,39,14,12,26,540,593,1133,5,3,8,0,0,0,0,3,3,0,0,0,636,680,1316,151,142,293,19,7,26,1245,1301,2546,146,104,250,2564,2571,5135
POA6282,331,307,638,70,69,139,6,6,12,0,5,5,0,0,0,4,0,4,122,135,257,0,0,0,0,0,0,0,0,0,0,0,0,132,146,278,20,20,40,4,0,4,226,235,461,27,25,52,584,567,1151
POA6284,380,337,717,75,70,145,7,0,7,3,7,10,9,9,18,3,0,3,170,199,369,3,3,6,0,0,0,0,3,3,0,0,0,195,221,416,17,24,41,3,0,3,290,315,605,81,49,130,751,701,1452
POA6285,1620,1611,3231,505,531,1036,45,39,84,26,22,48,30,27,57,15,23,38,615,700,1315,10,6,16,9,12,21,3,4,7,0,0,0,753,833,1586,232,227,459,24,14,38,1514,1605,3119,291,263,554,3425,3479,6904
POA6286,166,163,329,12,12,24,3,0,3,0,3,3,0,0,0,0,0,0,64,57,121,0,0,0,0,0,0,0,0,0,0,0,0,67,60,127,11,11,22,4,0,4,94,83,177,34,17,51,294,263,557
POA6288,122,119,241,19,20,39,0,0,0,0,0,0,0,0,0,0,0,0,36,40,76,0,0,0,0,0,0,0,0,0,0,0,0,36,40,76,5,6,11,0,0,0,60,66,126,17,10,27,199,195,394
POA6290,460,489,949,107,100,207,3,5,8,0,5,5,3,0,3,3,0,3,145,145,290,3,4,7,0,0,0,0,0,0,0,0,0,157,159,316,17,19,36,3,0,3,284,278,562,42,33,75,786,800,1586
POA6302,949,932,1881,150,159,309,4,6,10,5,8,13,6,3,9,8,5,13,324,378,702,0,0,0,5,3,8,0,0,0,0,0,0,352,403,755,32,27,59,7,7,14,541,596,1137,117,84,201,1607,1612,3219
POA6304,509,444,953,56,71,127,0,0,0,0,0,0,6,0,6,4,0,4,135,152,287,0,4,4,0,4,4,0,0,0,0,0,0,145,160,305,10,9,19,3,0,3,214,240,454,47,37,84,770,721,1491
POA6306,259,253,512,59,63,122,0,0,0,0,0,0,3,3,6,0,0,0,66,75,141,0,0,0,0,0,0,0,0,0,0,0,0,69,78,147,8,4,12,3,3,6,139,148,287,40,25,65,438,426,864
