region_id,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6308,443,389,832,109,99,208,6,6,12,0,0,0,3,13,16,0,0,0,154,173,327,7,0,7,0,0,0,0,0,0,0,0,0,170,192,362,3,10,13,3,3,6,285,304,589,46,34,80,774,727,1501
POA6309,84,72,156,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,36,73,0,0,0,0,0,0,0,0,0,0,0,0,37,36,73,0,3,3,0,0,0,40,39,79,6,5,11,130,116,246
POA6311,187,190,377,16,17,33,0,0,0,4,0,4,0,0,0,0,0,0,51,56,107,0,0,0,0,0,0,0,0,0,0,0,0,55,56,111,5,6,11,3,0,3,79,79,158,8,8,16,274,277,551
POA6312,1211,1249,2460,298,331,629,12,19,31,9,7,16,9,10,19,7,7,14,466,460,926,0,6,6,4,0,4,4,0,4,0,0,0,511,509,1020,77,72,149,8,7,15,894,919,1813,147,133,280,2252,2301,4553
POA6313,119,110,229,9,6,15,0,0,0,0,0,0,3,3,6,0,0,0,32,40,72,0,0,0,0,0,0,0,0,0,0,0,0,35,43,78,5,7,12,3,0,3,52,56,108,3,8,11,174,174,348
POA6315,525,518,1043,117,115,232,3,0,3,5,0,5,4,5,9,0,0,0,151,161,312,0,0,0,0,0,0,0,0,0,0,0,0,163,166,329,11,17,28,5,5,10,296,303,599,40,32,72,861,853,1714
POA6316,135,119,254,7,21,28,0,0,0,4,0,4,0,0,0,0,0,0,41,38,79,0,0,0,0,0,0,0,0,0,0,0,0,45,38,83,0,3,3,0,0,0,52,62,114,10,4,14,197,185,382
POA6317,1045,1074,2119,277,276,553,17,9,26,5,15,20,12,11,23,6,10,16,272,302,574,0,4,4,0,0,0,0,0,0,0,0,0,312,351,663,144,154,298,13,7,20,746,788,1534,113,93,206,1904,1955,3859
POA6318,66,70,136,9,5,14,0,0,0,0,3,3,4,0,4,0,0,0,26,31,57,0,0,0,0,0,0,0,0,0,0,0,0,30,34,64,0,0,0,0,0,0,39,39,78,5,0,5,110,109,219
POA6320,277,276,553,42,39,81,0,3,3,0,0,0,4,0,4,3,0,3,47,59,106,0,0,0,0,0,0,0,0,0,0,0,0,54,62,116,6,10,16,0,4,4,102,115,217,30,18,48,409,409,818
POA6321,71,62,133,19,19,38,0,0,0,0,0,0,0,0,0,0,0,0,29,27,56,0,0,0,0,0,0,0,0,0,0,0,0,29,27,56,0,6,6,0,0,0,48,52,100,8,8,16,127,122,249
POA6322,175,150,325,13,11,24,0,0,0,0,0,0,0,5,5,0,0,0,24,27,51,3,0,3,0,0,0,0,0,0,0,0,0,27,32,59,0,0,0,0,0,0,40,43,83,12,10,22,227,203,430
POA6323,289,263,552,44,32,76,0,0,0,0,3,3,3,3,6,0,3,3,95,121,216,0,0,0,4,3,7,0,0,0,0,0,0,102,133,235,0,0,0,0,4,4,146,169,315,22,28,50,457,460,917
POA6324,776,796,1572,188,200,388,9,6,15,3,0,3,0,4,4,3,3,6,268,288,556,3,7,10,0,0,0,3,0,3,0,0,0,289,308,597,42,50,92,6,6,12,525,564,1089,96,73,169,1397,1433,2830
POA6326,175,147,322,9,7,16,0,3,3,0,0,0,3,0,3,0,0,0,40,54,94,0,0,0,0,0,0,0,0,0,0,0,0,43,57,100,6,8,14,0,0,0,58,72,130,16,9,25,249,228,477
POA6327,104,81,185,4,9,13,0,3,3,0,0,0,0,0,0,3,0,3,36,32,68,0,0,0,0,0,0,0,0,0,0,0,0,39,35,74,4,0,4,0,0,0,47,44,91,4,5,9,155,130,285
POA6328,137,108,245,24,18,42,0,0,0,0,0,0,3,3,6,0,0,0,44,49,93,0,0,0,0,0,0,0,0,0,0,0,0,47,52,99,3,3,6,0,3,3,74,76,150,10,10,20,221,194,415
POA6330,8104,8553,16657,1391,1472,2863,74,73,147,54,71,125,69,83,152,42,48,90,3760,4147,7907,27,24,51,21,31,52,4,7,11,0,0,0,4051,4484,8535,449,558,1007,62,59,121,5953,6573,12526,1076,622,1698,15133,15748,30881
POA6333,1248,1273,2521,339,370,709,11,14,25,15,10,25,7,14,21,12,3,15,566,626,1192,8,7,15,5,4,9,0,0,0,0,0,0,624,678,1302,47,60,107,9,10,19,1019,1118,2137,138,110,248,2405,2501,4906
POA6335,249,237,486,48,49,97,0,4,4,0,0,0,0,4,4,0,0,0,62,52,114,0,0,0,0,0,0,0,0,0,0,0,0,62,60,122,4,0,4,0,0,0,114,109,223,21,18,39,384,364,748
POA6336,82,54,136,8,9,17,0,0,0,0,4,4,0,0,0,0,0,0,27,20,47,0,0,0,0,0,0,0,0,0,0,0,0,27,24,51,0,7,7,7,3,10,42,43,85,6,9,15,130,106,236
POA6337,141,112,253,38,38,76,0,0,0,0,0,0,3,0,3,3,0,3,35,36,71,0,0,0,0,0,0,0,0,0,0,0,0,41,36,77,4,6,10,3,3,6,86,83,169,12,7,19,239,202,441
POA6338,243,185,428,40,26,66,6,4,10,4,4,8,3,0,3,0,0,0,57,45,102,0,0,0,3,3,6,0,0,0,0,0,0,73,56,129,10,14,24,0,0,0,123,96,219,19,26,45,385,307,692
POA6341,90,63,153,21,17,38,0,0,0,0,0,0,0,0,0,0,0,0,18,22,40,0,0,0,0,0,0,0,0,0,0,0,0,18,22,40,6,0,6,0,0,0,45,39,84,9,9,18,144,111,255
POA6343,86,63,149,20,9,29,3,3,6,0,3,3,0,0,0,0,0,0,7,14,21,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30,0,3,3,0,0,0,30,32,62,3,0,3,119,95,214
POA6346,167,122,289,28,33,61,12,9,21,10,5,15,9,0,9,5,4,9,130,72,202,0,0,0,4,0,4,0,0,0,0,0,0,170,90,260,24,9,33,5,0,5,227,132,359,24,12,36,418,266,684
POA6348,251,218,469,59,52,111,8,4,12,7,3,10,13,16,29,3,0,3,207,196,403,8,8,16,8,3,11,3,3,6,0,0,0,257,233,490,26,39,65,4,3,7,346,327,673,64,51,115,661,596,1257
POA6350,52,50,102,14,7,21,0,0,0,0,0,0,3,0,3,0,0,0,23,28,51,0,0,0,0,0,0,0,0,0,0,0,0,26,28,54,5,3,8,0,0,0,45,38,83,7,6,13,104,94,198
POA6352,137,122,259,27,20,47,0,0,0,0,0,0,0,0,0,0,0,0,21,22,43,0,0,0,3,0,3,0,0,0,0,0,0,24,22,46,3,4,7,0,0,0,54,46,100,8,4,12,199,172,371
POA6353,234,213,447,42,35,77,0,3,3,0,0,0,0,0,0,0,0,0,54,49,103,0,0,0,0,0,0,0,0,0,0,0,0,54,52,106,15,12,27,0,0,0,111,99,210,9,15,24,354,327,681
POA6355,295,217,512,48,48,96,3,3,6,0,3,3,3,0,3,0,3,3,41,46,87,0,0,0,0,0,0,0,0,0,0,0,0,47,55,102,24,18,42,0,3,3,119,124,243,22,6,28,436,347,783
POA6358,99,83,182,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,0,3,3,0,0,0,16,22,38,4,0,4,119,105,224
POA6359,116,92,208,31,21,52,8,0,8,9,6,15,3,3,6,0,0,0,77,38,115,0,0,0,0,0,0,0,0,0,0,0,0,97,47,144,11,7,18,4,0,4,143,75,218,59,6,65,318,173,491
POA6365,200,179,379,38,32,70,0,0,0,0,0,0,3,0,3,3,0,3,34,50,84,0,0,0,0,0,0,0,0,0,0,0,0,40,50,90,6,9,15,0,0,0,84,91,175,9,3,12,293,273,566
POA6367,85,79,164,17,15,32,0,0,0,0,0,0,0,6,6,0,0,0,15,21,36,0,0,0,0,0,0,0,0,0,0,0,0,15,27,42,3,5,8,0,0,0,35,47,82,7,7,14,127,133,260
POA6368,74,49,123,8,6,14,0,0,0,4,0,4,0,0,0,0,0,0,6,14,20,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24,3,3,6,0,0,0,21,23,44,0,6,6,95,78,173
POA6369,180,177,357,53,42,95,3,0,3,0,4,4,0,0,0,0,0,0,33,47,80,0,0,0,0,0,0,0,0,0,0,0,0,36,51,87,9,13,22,0,0,0,98,106,204,18,19,37,296,302,598
POA6370,176,159,335,23,23,46,0,0,0,0,0,0,0,3,3,0,0,0,31,44,75,0,0,0,0,0,0,0,0,0,0,0,0,31,47,78,3,3,6,4,0,4,61,73,134,14,18,32,251,250,501
POA6373,92,77,169,9,5,14,0,0,0,3,0,3,0,0,0,0,0,0,14,9,23,0,0,0,0,0,0,0,0,0,0,0,0,17,9,26,3,5,8,0,0,0,29,19,48,0,4,4,121,100,221
POA6375,235,228,463,52,54,106,0,3,3,3,3,6,0,3,3,3,0,3,57,77,134,3,0,3,4,0,4,0,0,0,0,0,0,70,86,156,7,5,12,3,4,7,132,149,281,19,11,30,386,388,774
POA6383,308,319,627,28,49,77,0,0,0,0,0,0,0,0,0,0,0,0,100,110,210,0,0,0,0,0,0,0,0,0,0,0,0,100,110,210,4,5,9,3,3,6,135,167,302,26,21,47,469,507,976
POA6386,91,86,177,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25,0,0,0,0,3,3,22,21,43,6,3,9,119,110,229
POA6390,371,315,686,78,94,172,21,5,26,25,5,30,24,18,42,4,3,7,372,209,581,5,3,8,13,9,22,0,0,0,0,0,0,464,252,716,82,53,135,6,0,6,630,399,1029,314,66,380,1315,780,2095
POA6391,287,251,538,46,45,91,4,7,11,0,0,0,0,3,3,0,0,0,68,64,132,0,0,0,0,3,3,0,0,0,0,0,0,72,77,149,7,10,17,0,0,0,125,132,257,20,20,40,432,403,835
POA6392,158,130,288,13,15,28,3,0,3,0,0,0,3,3,6,0,3,3,44,49,93,0,0,0,0,0,0,0,0,0,0,0,0,50,55,105,4,4,8,0,4,4,67,78,145,7,4,11,232,212,444
POA6393,149,126,275,12,7,19,0,0,0,0,0,0,0,0,0,0,0,0,14,27,41,0,0,0,0,0,0,0,0,0,0,0,0,14,27,41,0,3,3,0,0,0,26,37,63,4,13,17,179,176,355
POA6394,154,138,292,17,14,31,0,0,0,0,0,0,3,0,3,0,0,0,18,18,36,0,0,0,0,3,3,0,0,0,0,0,0,21,21,42,0,5,5,0,0,0,38,40,78,5,0,5,197,178,375
POA6395,472,458,930,111,108,219,0,5,5,0,0,0,0,3,3,3,0,3,86,96,182,0,0,0,3,0,3,0,0,0,0,0,0,92,104,196,16,22,38,0,3,3,219,237,456,24,33,57,715,728,1443
POA6396,98,74,172,11,12,23,3,4,7,3,5,8,3,0,3,3,0,3,25,21,46,3,0,3,0,0,0,0,3,3,0,0,0,40,33,73,7,6,13,0,0,0,58,51,109,19,12,31,175,137,312
POA6397,99,75,174,7,12,19,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35,4,3,7,3,0,3,32,32,64,97,8,105,228,115,343
POA6398,172,173,345,21,23,44,0,0,0,0,3,3,9,5,14,0,0,0,55,58,113,0,0,0,0,0,0,0,0,0,0,0,0,64,66,130,0,3,3,0,0,0,85,92,177,9,10,19,266,275,541
POA6401,1784,1834,3618,510,535,1045,14,18,32,17,17,34,21,19,40,10,4,14,628,720,1348,0,3,3,0,5,5,0,0,0,0,0,0,690,786,1476,95,101,196,19,19,38,1314,1441,2755,349,341,690,3447,3616,7063
POA6403,58,60,118,9,12,21,0,0,0,0,0,0,0,3,3,3,0,3,13,11,24,0,0,0,3,3,6,0,0,0,0,0,0,19,17,36,0,3,3,0,0,0,28,32,60,4,3,7,90,95,185
POA6405,89,75,164,5,8,13,0,3,3,0,0,0,0,0,0,0,0,0,31,31,62,0,0,0,0,0,0,0,0,0,0,0,0,31,34,65,0,0,0,0,0,0,36,42,78,5,4,9,130,121,251
POA6407,273,250,523,60,50,110,0,0,0,0,0,0,6,3,9,0,3,3,125,89,214,0,4,4,0,0,0,0,0,0,0,0,0,131,99,230,25,28,53,0,0,0,216,177,393,25,29,54,514,456,970
POA6409,129,90,219,23,22,45,0,0,0,0,0,0,0,0,0,3,3,6,34,26,60,0,0,0,0,0,0,0,0,0,0,0,0,37,29,66,8,4,12,0,0,0,68,55,123,18,4,22,215,149,364
POA6410,364,376,740,47,48,95,5,3,8,3,3,6,3,3,6,0,0,0,80,70,150,0,0,0,0,0,0,0,0,0,0,0,0,91,79,170,3,10,13,10,10,20,151,147,298,34,26,60,549,549,1098
POA6413,50,42,92,8,6,14,0,0,0,0,0,0,3,3,6,0,0,0,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28,3,0,3,0,3,3,25,23,48,3,0,3,78,65,143
POA6415,696,649,1345,194,191,385,8,8,16,14,6,20,5,6,11,11,3,14,274,275,549,3,7,10,7,5,12,3,4,7,0,0,0,325,314,639,109,37,146,6,9,15,634,551,1185,97,75,172,1427,1275,2702
POA6418,206,187,393,38,30,68,0,0,0,5,0,5,0,5,5,3,0,3,44,68,112,0,3,3,0,3,3,0,0,0,0,0,0,52,79,131,16,11,27,3,0,3,109,120,229,18,28,46,333,335,668
POA6421,83,72,155,12,7,19,0,0,0,0,3,3,0,3,3,0,0,0,10,13,23,0,0,0,0,0,0,0,0,0,0,0,0,10,19,29,3,4,7,0,0,0,25,30,55,6,5,11,114,107,221
POA6423,69,56,125,7,3,10,5,3,8,6,0,6,0,0,0,0,3,3,46,26,72,0,0,0,0,0,0,0,0,0,0,0,0,57,32,89,9,7,16,0,0,0,73,42,115,17,3,20,159,101,260
POA6425,70,42,112,3,3,6,3,0,3,0,0,0,0,0,0,3,3,6,7,11,18,0,3,3,0,0,0,0,0,0,0,0,0,13,17,30,3,3,6,0,0,0,19,23,42,0,0,0,89,65,154
POA6426,295,227,522,65,57,122,0,4,4,3,3,6,7,7,14,3,0,3,100,66,166,3,0,3,3,3,6,0,0,0,0,0,0,119,83,202,27,34,61,3,0,3,214,174,388,60,39,99,569,440,1009
POA6429,312,222,534,49,41,90,12,10,22,16,7,23,20,5,25,16,8,24,208,143,351,7,3,10,4,0,4,3,0,3,0,0,0,286,176,462,55,39,94,3,4,7,393,260,653,164,88,252,869,570,1439
POA6430,3951,3664,7615,1061,1060,2121,280,232,512,317,259,576,224,212,436,130,118,248,2133,2158,4291,111,99,210,31,27,58,5,12,17,0,4,4,3231,3121,6352,1239,1132,2371,56,36,92,5587,5349,10936,1407,1062,2469,10945,10075,21020
POA6431,212,249,461,7,12,19,10,3,13,3,3,6,4,0,4,9,11,20,22,17,39,3,7,10,3,0,3,0,0,0,0,0,0,54,41,95,8,4,12,4,7,11,73,64,137,14,13,27,299,326,625
POA6432,1420,1234,2654,281,277,558,80,59,139,108,86,194,94,80,174,46,38,84,642,649,1291,53,40,93,20,21,41,4,3,7,0,0,0,1047,976,2023,285,291,576,29,20,49,1642,1564,3206,702,477,1179,3764,3275,7039
POA6434,49,52,101,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,15,24,0,0,0,0,0,0,0,0,0,0,0,0,9,19,28,0,0,0,0,0,0,9,19,28,3,0,3,61,71,132
POA6436,36,28,64,8,13,21,3,3,6,4,4,8,3,0,3,0,0,0,19,14,33,0,0,0,0,0,0,0,0,0,0,0,0,29,21,50,3,4,7,3,0,3,43,38,81,19,8,27,98,74,172
POA6437,167,46,213,37,33,70,19,3,22,29,12,41,29,10,39,18,10,28,321,138,459,6,3,9,3,0,3,0,0,0,0,0,0,425,176,601,70,34,104,0,0,0,532,243,775,158,42,200,857,331,1188
POA6438,168,127,295,47,49,96,11,4,15,17,5,22,6,7,13,7,0,7,128,75,203,3,0,3,3,0,3,3,0,3,0,0,0,178,91,269,37,23,60,4,3,7,266,166,432,303,134,437,737,427,1164
POA6440,226,106,332,44,46,90,12,3,15,21,6,27,12,7,19,8,5,13,245,79,324,6,0,6,6,6,12,0,0,0,0,0,0,310,106,416,53,19,72,3,7,10,410,178,588,102,30,132,738,314,1052
POA6442,496,438,934,198,169,367,44,32,76,31,22,53,22,28,50,18,25,43,158,180,338,21,20,41,4,0,4,0,0,0,0,0,0,298,307,605,125,116,241,12,10,22,633,602,1235,138,131,269,1267,1171,2438
POA6443,215,194,409,58,57,115,10,3,13,5,5,10,10,10,20,8,9,17,130,87,217,0,0,0,4,4,8,0,3,3,0,0,0,167,121,288,33,28,61,3,3,6,261,209,470,128,52,180,604,455,1059
POA6445,68,46,114,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,13,13,26,0,0,0,81,59,140
POA6447,171,127,298,11,16,27,8,3,11,0,0,0,3,3,6,3,3,6,26,27,53,0,0,0,0,0,0,0,0,0,0,0,0,40,36,76,5,5,10,3,0,3,59,57,116,13,27,40,243,211,454
POA6448,113,101,214,6,7,13,0,7,7,0,0,0,7,0,7,3,0,3,67,70,137,0,0,0,0,0,0,0,0,0,0,0,0,77,77,154,3,0,3,6,7,13,92,91,183,14,8,22,219,200,419
POA6450,2968,3026,5994,1017,1063,2080,54,53,107,48,41,89,55,54,109,30,37,67,810,873,1683,22,17,39,18,9,27,3,0,3,0,4,4,1040,1088,2128,165,196,361,23,24,47,2245,2371,4616,499,392,891,5712,5789,11501
POA6460,265,268,533,45,45,90,0,0,0,0,0,0,4,0,4,0,0,0,97,96,193,0,0,0,0,0,0,0,0,0,0,0,0,101,96,197,14,9,23,3,3,6,163,153,316,17,28,45,445,449,894
POA6461,83,92,175,18,22,40,0,0,0,0,3,3,4,0,4,3,0,3,40,47,87,0,0,0,0,0,0,0,0,0,0,0,0,47,50,97,0,3,3,0,4,4,65,79,144,12,4,16,160,175,335
POA6462,110,89,199,23,14,37,0,0,0,0,0,0,0,0,0,0,0,0,24,19,43,0,0,0,0,0,0,0,0,0,0,0,0,24,19,43,0,0,0,0,4,4,47,37,84,4,0,4,161,126,287
POA6468,60,62,122,9,3,12,0,0,0,0,0,0,0,0,0,0,3,3,18,13,31,0,3,3,0,0,0,0,0,0,0,0,0,18,19,37,4,3,7,4,0,4,35,25,60,5,4,9,100,91,191
POA6472,69,59,128,16,4,20,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23,0,0,0,0,0,0,24,19,43,3,3,6,96,81,177
POA6475,139,109,248,20,15,35,0,0,0,0,3,3,0,0,0,0,0,0,39,43,82,0,0,0,0,0,0,0,0,0,0,0,0,39,46,85,3,5,8,0,0,0,62,66,128,6,6,12,207,181,388
POA6477,106,81,187,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,27,25,52,0,0,0,0,0,0,0,0,0,0,0,0,27,25,52,0,7,7,0,0,0,39,44,83,4,0,4,149,125,274
POA6479,157,146,303,37,31,68,0,3,3,0,0,0,3,3,6,0,0,0,27,29,56,0,0,0,0,0,0,0,0,0,0,0,0,30,35,65,5,3,8,0,0,0,72,69,141,11,4,15,240,219,459
POA6484,56,17,73,8,3,11,6,3,9,8,3,11,3,3,6,4,3,7,101,24,125,3,0,3,3,3,6,0,0,0,0,0,0,128,39,167,32,5,37,0,0,0,168,47,215,72,17,89,296,81,377
POA6485,153,151,304,30,27,57,0,3,3,0,0,0,0,0,0,0,0,0,39,30,69,0,0,0,0,0,0,0,0,0,0,0,0,39,33,72,0,6,6,3,0,3,72,66,138,24,25,49,249,242,491
POA6488,107,103,210,18,12,30,0,0,0,0,0,0,3,0,3,0,0,0,35,34,69,0,0,0,0,0,0,0,0,0,0,0,0,38,34,72,0,0,0,0,0,0,56,46,102,13,3,16,176,152,328
POA6490,65,62,127,12,5,17,0,0,0,0,0,0,4,0,4,0,0,0,22,25,47,0,3,3,0,0,0,0,0,0,0,0,0,26,28,54,3,0,3,3,3,6,44,36,80,11,5,16,120,103,223
POA6501,266,252,518,26,24,50,5,3,8,0,3,3,3,3,6,0,0,0,139,138,277,0,3,3,0,3,3,0,0,0,0,0,0,147,153,300,16,5,21,3,3,6,192,185,377,25,19,44,483,456,939
POA6502,314,310,624,30,36,66,0,3,3,0,0,0,3,3,6,0,0,0,121,114,235,0,3,3,3,3,6,0,0,0,0,0,0,127,126,253,3,9,12,0,0,0,160,171,331,40,34,74,514,515,1029
POA6503,531,480,1011,101,106,207,4,8,12,10,3,13,3,4,7,0,4,4,179,193,372,0,0,0,6,0,6,0,0,0,0,0,0,202,212,414,49,54,103,0,4,4,352,376,728,91,58,149,974,914,1888
POA6505,91,87,178,3,11,14,0,0,0,0,0,0,0,0,0,0,0,0,28,26,54,0,0,0,0,0,0,0,0,0,0,0,0,28,26,54,4,0,4,0,0,0,35,37,72,14,11,25,140,135,275
POA6507,116,91,207,25,17,42,3,0,3,0,0,0,0,7,7,0,5,5,36,39,75,0,0,0,0,0,0,0,0,0,0,0,0,39,51,90,18,15,33,0,0,0,82,83,165,7,5,12,205,179,384
POA6509,105,72,177,17,13,30,4,3,7,0,0,0,0,0,0,0,0,0,24,21,45,3,0,3,0,0,0,0,0,0,0,0,0,31,24,55,13,10,23,0,0,0,61,47,108,4,5,9,170,124,294
POA6510,523,512,1035,123,139,262,4,3,7,4,12,16,5,5,10,3,0,3,165,188,353,0,0,0,0,0,0,0,0,0,0,0,0,181,208,389,36,27,63,3,3,6,343,377,720,75,59,134,941,948,1889
POA6511,145,116,261,20,19,39,0,0,0,0,0,0,3,5,8,3,3,6,39,46,85,0,0,0,0,0,0,0,0,0,0,0,0,45,54,99,4,10,14,0,0,0,69,83,152,17,3,20,231,202,433
POA6513,62,52,114,11,10,21,0,0,0,3,4,7,0,4,4,0,0,0,8,5,13,0,0,0,3,0,3,0,0,0,0,0,0,14,13,27,3,0,3,0,0,0,28,23,51,3,0,3,93,75,168
POA6514,169,147,316,34,28,62,3,4,7,0,3,3,0,3,3,3,3,6,59,58,117,0,0,0,0,0,0,0,0,0,0,0,0,65,71,136,8,8,16,0,0,0,107,107,214,32,23,55,308,277,585
POA6515,173,142,315,12,11,23,0,0,0,3,0,3,0,0,0,0,0,0,29,32,61,0,0,0,0,0,0,0,0,0,0,0,0,32,32,64,6,6,12,0,0,0,50,49,99,9,3,12,232,194,426
POA6516,318,278,596,82,104,186,13,7,20,4,0,4,3,8,11,0,0,0,202,194,396,3,3,6,0,0,0,0,0,0,3,0,3,228,212,440,20,19,39,3,0,3,333,335,668,73,49,122,724,662,1386
POA6517,126,117,243,26,22,48,0,0,0,0,0,0,4,0,4,0,0,0,25,38,63,0,0,0,0,0,0,0,0,0,0,0,0,29,38,67,4,5,9,0,0,0,59,65,124,19,9,28,204,191,395
POA6518,33,34,67,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,19,13,32,9,7,16,61,54,115
POA6519,173,153,326,25,28,53,0,0,0,0,3,3,5,3,8,0,0,0,48,43,91,0,0,0,0,0,0,0,0,0,0,0,0,53,49,102,19,11,30,0,0,0,97,88,185,18,26,44,288,267,555
POA6521,133,101,234,18,19,37,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32,3,5,8,0,0,0,40,37,77,7,4,11,180,142,322
POA6522,147,122,269,26,17,43,0,0,0,0,0,0,0,0,0,0,0,0,44,50,94,0,3,3,0,0,0,0,0,0,0,0,0,44,53,97,8,10,18,0,0,0,78,80,158,11,5,16,236,207,443
POA6525,886,839,1725,193,206,399,11,12,23,13,9,22,17,12,29,3,3,6,399,410,809,3,3,6,3,3,6,0,3,3,0,0,0,449,455,904,27,32,59,9,16,25,678,709,1387,128,79,207,1692,1627,3319
POA6528,87,86,173,8,13,21,0,0,0,0,0,0,0,0,0,0,0,0,23,33,56,0,0,0,0,0,0,0,0,0,0,0,0,23,33,56,3,0,3,0,0,0,34,46,80,11,9,20,132,141,273
POA6530,7400,7588,14988,1344,1542,2886,129,108,237,91,87,178,135,131,266,79,68,147,3515,3837,7352,37,32,69,57,68,125,13,9,22,9,4,13,4065,4344,8409,601,619,1220,90,76,166,6100,6581,12681,1003,954,1957,14503,15123,29626
POA6532,1391,1275,2666,207,197,404,10,11,21,25,39,64,26,24,50,7,10,17,718,729,1447,0,3,3,21,7,28,0,0,0,0,0,0,807,823,1630,68,65,133,14,5,19,1096,1090,2186,406,121,527,2893,2486,5379
POA6535,460,436,896,75,75,150,0,0,0,4,0,4,7,6,13,0,0,0,122,110,232,0,0,0,3,7,10,0,0,0,0,0,0,136,123,259,10,12,22,3,4,7,224,214,438,47,34,81,731,684,1415
POA6536,368,341,709,113,111,224,10,9,19,10,3,13,7,4,11,3,3,6,136,151,287,0,0,0,3,3,6,0,0,0,0,0,0,169,173,342,11,11,22,8,5,13,301,300,601,46,44,90,715,685,1400
POA6537,160,136,296,39,29,68,5,5,10,3,7,10,3,6,9,3,3,6,83,76,159,0,0,0,7,0,7,0,0,0,0,0,0,104,97,201,3,6,9,3,0,3,149,132,281,11,10,21,320,278,598
POA6556,558,574,1132,46,48,94,0,3,3,5,7,12,3,3,6,4,4,8,177,194,371,0,0,0,0,0,0,0,0,0,0,0,0,189,211,400,28,24,52,10,0,10,273,283,556,33,34,67,864,891,1755
POA6558,220,251,471,16,16,32,5,0,5,0,4,4,3,0,3,0,0,0,72,71,143,0,0,0,0,5,5,0,0,0,0,0,0,80,80,160,14,13,27,0,5,5,110,114,224,1415,30,1445,1745,395,2140
