region_id,Sme_Usl_ad_1_yr_ago_as_2011_M,Sme_Usl_ad_1_yr_ago_as_2011_F,Sme_Usl_ad_1_yr_ago_as_2011_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6154,3718,4135,7853,115,131,246,9,8,17,6,8,14,10,10,20,3,0,3,385,394,779,3,3,6,3,3,6,3,3,6,0,0,0,422,429,851,100,96,196,4,6,10,641,662,1303,199,199,398,4558,4996,9554
POA6155,19039,19525,38564,504,541,1045,54,55,109,53,55,108,64,59,123,26,25,51,1956,1958,3914,16,13,29,11,12,23,7,5,12,3,8,11,2190,2190,4380,611,617,1228,24,23,47,3329,3371,6700,1574,663,2237,23942,23559,47501
POA6156,6098,6870,12968,122,133,255,34,25,59,26,30,56,17,23,40,7,5,12,715,792,1507,0,3,3,5,10,15,5,5,10,0,0,0,809,893,1702,111,121,232,5,17,22,1047,1164,2211,323,315,638,7468,8349,15817
POA6157,4765,5509,10274,139,171,310,40,28,68,21,20,41,21,26,47,10,7,17,577,645,1222,4,4,8,4,0,4,0,3,3,0,0,0,677,733,1410,108,109,217,5,11,16,929,1024,1953,306,277,583,6000,6810,12810
POA6158,2697,2902,5599,47,61,108,10,18,28,16,23,39,10,8,18,4,3,7,286,289,575,3,0,3,0,0,0,5,0,5,0,0,0,334,341,675,69,85,154,4,3,7,454,490,944,175,144,319,3326,3536,6862
POA6159,963,983,1946,19,27,46,8,6,14,9,11,20,6,11,17,0,0,0,151,174,325,0,0,0,0,0,0,0,0,0,0,0,0,174,202,376,33,39,72,3,3,6,229,271,500,152,97,249,1344,1351,2695
POA6160,2668,2774,5442,108,110,218,31,21,52,29,25,54,28,25,53,7,4,11,422,444,866,10,0,10,3,0,3,6,0,6,0,0,0,536,519,1055,152,157,309,12,0,12,808,786,1594,321,246,567,3797,3806,7603
POA6161,33,27,60,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28,10,3,13,0,0,0,23,21,44,4,3,7,60,51,111
POA6162,3877,4243,8120,135,136,271,9,18,27,30,33,63,25,17,42,9,8,17,480,484,964,3,0,3,9,12,21,0,3,3,0,0,0,565,575,1140,105,97,202,8,13,21,813,821,1634,283,241,524,4973,5305,10278
POA6163,18217,19291,37508,412,403,815,61,49,110,52,56,108,56,58,114,17,17,34,2068,2097,4165,10,10,20,13,23,36,4,3,7,0,6,6,2281,2319,4600,414,438,852,34,24,58,3141,3184,6325,1024,852,1876,22382,23327,45709
POA6164,18481,18283,36764,509,519,1028,78,87,165,54,50,104,83,74,157,16,19,35,2586,2732,5318,29,17,46,32,24,56,3,4,7,0,0,0,2881,3007,5888,493,435,928,36,41,77,3919,4002,7921,1072,930,2002,23472,23215,46687
POA6165,40,45,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,20,0,0,0,0,0,0,0,0,0,0,0,0,6,14,20,0,0,0,0,0,0,6,14,20,11,9,20,57,68,125
POA6166,3422,3504,6926,57,62,119,22,14,36,7,10,17,8,10,18,3,4,7,277,283,560,3,3,6,3,0,3,3,5,8,0,0,0,326,329,655,56,46,102,3,6,9,442,443,885,181,124,305,4045,4071,8116
POA6167,8147,8058,16205,284,328,612,16,32,48,19,26,45,37,37,74,11,6,17,1209,1333,2542,6,10,16,7,8,15,3,0,3,0,0,0,1308,1452,2760,139,143,282,28,17,45,1759,1940,3699,1481,742,2223,11387,10740,22127
POA6168,8608,8929,17537,355,376,731,102,73,175,79,46,125,78,63,141,22,13,35,1216,1226,2442,13,18,31,30,23,53,18,10,28,0,0,0,1558,1472,3030,196,160,356,31,20,51,2140,2028,4168,856,617,1473,11604,11574,23178
POA6169,13083,13478,26561,414,435,849,56,61,117,79,72,151,68,84,152,14,12,26,1697,1811,3508,15,14,29,24,27,51,10,10,20,0,0,0,1963,2091,4054,241,268,509,21,24,45,2639,2818,5457,1001,850,1851,16723,17146,33869
POA6170,2336,2399,4735,71,84,155,12,5,17,5,9,14,7,11,18,0,0,0,460,505,965,0,0,0,0,3,3,0,0,0,0,0,0,484,533,1017,50,53,103,12,13,25,617,683,1300,238,216,454,3191,3298,6489
POA6171,5340,5456,10796,368,396,764,41,43,84,60,48,108,36,44,80,8,17,25,1321,1400,2721,4,3,7,6,6,12,5,5,10,0,0,0,1481,1566,3047,166,168,334,12,8,20,2027,2138,4165,320,249,569,7687,7843,15530
POA6172,5240,5450,10690,235,251,486,40,31,71,36,23,59,34,36,70,13,11,24,602,628,1230,8,8,16,7,3,10,3,10,13,0,0,0,743,750,1493,96,121,217,8,10,18,1082,1132,2214,541,434,975,6863,7016,13879
POA6173,3857,3817,7674,330,367,697,41,42,83,31,26,57,57,52,109,17,17,34,478,480,958,3,3,6,5,4,9,3,3,6,4,0,4,639,627,1266,162,133,295,5,7,12,1136,1134,2270,200,103,303,5193,5054,10247
POA6174,840,830,1670,51,50,101,0,0,0,0,0,0,3,7,10,3,3,6,80,82,162,3,0,3,3,4,7,0,0,0,0,0,0,92,96,188,19,11,30,0,0,0,162,157,319,85,76,161,1087,1063,2150
POA6175,1181,1130,2311,88,87,175,3,5,8,0,5,5,6,4,10,0,4,4,137,136,273,4,0,4,4,0,4,0,0,0,0,0,0,154,154,308,18,19,37,3,3,6,263,263,526,87,46,133,1531,1439,2970
POA6176,323,310,633,7,4,11,0,0,0,3,0,3,3,3,6,0,3,3,21,14,35,0,0,0,0,0,0,0,0,0,0,0,0,27,20,47,0,3,3,0,0,0,34,27,61,8,4,12,365,341,706
POA6180,1090,1108,2198,97,113,210,3,7,10,5,8,13,13,9,22,0,0,0,299,316,615,0,6,6,3,0,3,3,0,3,0,0,0,326,346,672,25,26,51,4,0,4,452,485,937,145,108,253,1687,1701,3388
POA6181,230,210,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,0,0,0,0,0,0,13,13,26,13,13,26,256,236,492
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,463,403,866,5,3,8,0,0,0,3,0,3,3,0,3,0,0,0,41,34,75,0,0,0,0,0,0,0,0,0,0,0,0,47,34,81,0,4,4,3,3,6,55,44,99,48,46,94,566,493,1059
POA6208,3678,3625,7303,211,215,426,10,15,25,7,10,17,8,17,25,3,0,3,463,570,1033,3,4,7,3,3,6,0,0,0,0,0,0,497,619,1116,32,30,62,13,9,22,753,873,1626,317,248,565,4748,4746,9494
POA6209,781,722,1503,9,14,23,3,3,6,4,0,4,5,3,8,0,0,0,80,83,163,0,0,0,0,3,3,0,0,0,0,0,0,92,92,184,3,5,8,0,0,0,104,111,215,61,44,105,946,877,1823
POA6210,21760,23269,45029,1155,1304,2459,89,92,181,89,93,182,133,166,299,41,38,79,3381,3772,7153,31,20,51,46,46,92,3,3,6,0,0,0,3813,4230,8043,441,473,914,69,76,145,5478,6083,11561,2002,1640,3642,29240,30992,60232
POA6211,2138,2097,4235,98,97,195,13,22,35,4,7,11,12,12,24,4,3,7,288,319,607,3,0,3,4,6,10,0,0,0,0,0,0,328,369,697,27,35,62,4,3,7,457,504,961,139,141,280,2734,2742,5476
POA6213,307,287,594,9,10,19,0,0,0,0,0,0,4,0,4,0,0,0,26,22,48,3,0,3,0,0,0,0,0,0,0,0,0,33,22,55,4,0,4,0,0,0,46,32,78,13,16,29,366,335,701
POA6214,155,140,295,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26,0,0,0,3,0,3,0,0,0,0,0,0,15,14,29,0,0,0,0,0,0,18,21,39,11,12,23,184,173,357
POA6215,1413,1489,2902,78,70,148,5,0,5,0,0,0,4,4,8,0,0,0,156,153,309,0,0,0,0,4,4,0,0,0,0,0,0,165,161,326,6,9,15,0,4,4,249,244,493,93,61,154,1755,1794,3549
POA6218,152,155,307,13,19,32,0,0,0,0,0,0,0,3,3,3,0,3,17,23,40,0,0,0,0,0,0,0,0,0,0,0,0,20,26,46,0,3,3,3,0,3,36,48,84,43,33,76,231,236,467
POA6220,1924,1855,3779,133,127,260,6,6,12,6,3,9,3,4,7,0,3,3,134,126,260,0,0,0,3,4,7,0,0,0,0,0,0,152,146,298,32,27,59,0,0,0,317,300,617,126,130,256,2367,2285,4652
POA6221,188,170,358,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,22,18,40,0,0,0,0,0,0,0,0,0,0,0,0,22,18,40,0,0,0,0,0,0,29,24,53,11,10,21,228,204,432
POA6224,508,483,991,19,18,37,0,0,0,0,0,0,0,0,0,0,0,0,44,46,90,3,0,3,0,0,0,0,0,0,0,0,0,47,46,93,3,4,7,0,0,0,69,68,137,34,45,79,611,596,1207
POA6225,3782,3503,7285,278,289,567,30,3,33,12,3,15,42,14,56,15,3,18,313,198,511,3,0,3,3,0,3,0,0,0,0,0,0,418,221,639,33,18,51,12,12,24,741,540,1281,333,136,469,4856,4179,9035
POA6226,267,245,512,3,10,13,0,0,0,0,6,6,0,0,0,0,0,0,34,24,58,0,0,0,4,0,4,0,0,0,0,0,0,38,30,68,3,3,6,0,0,0,44,43,87,6,8,14,317,296,613
POA6227,205,206,411,7,7,14,0,0,0,0,0,0,0,4,4,0,0,0,26,28,54,0,0,0,0,3,3,0,0,0,0,0,0,26,35,61,3,0,3,3,0,3,39,42,81,12,11,23,256,259,515
POA6229,207,171,378,0,5,5,0,0,0,7,0,7,0,0,0,0,0,0,41,28,69,0,0,0,0,0,0,0,0,0,0,0,0,48,28,76,0,3,3,0,0,0,48,36,84,29,17,46,284,224,508
POA6230,14752,15508,30260,867,885,1752,65,65,130,51,55,106,109,102,211,17,23,40,2067,2129,4196,15,10,25,32,25,57,7,3,10,0,0,0,2363,2412,4775,324,330,654,50,38,88,3604,3665,7269,1517,1038,2555,19873,20211,40084
POA6232,3597,3702,7299,214,246,460,10,7,17,7,8,15,19,18,37,5,11,16,456,501,957,5,0,5,9,8,17,3,3,6,0,0,0,514,556,1070,35,33,68,7,11,18,770,846,1616,200,150,350,4567,4698,9265
POA6233,6014,6007,12021,382,421,803,23,19,42,7,16,23,33,34,67,11,10,21,735,795,1530,20,15,35,6,7,13,5,6,11,0,0,0,840,902,1742,78,74,152,3,9,12,1303,1406,2709,443,388,831,7760,7801,15561
POA6236,839,827,1666,20,18,38,0,3,3,3,0,3,3,0,3,0,0,0,63,77,140,0,0,0,0,0,0,0,0,0,0,0,0,69,80,149,3,5,8,0,0,0,92,103,195,43,27,70,974,957,1931
POA6237,1084,1073,2157,23,19,42,0,0,0,5,4,9,0,0,0,0,0,0,80,102,182,0,0,0,0,0,0,0,0,0,0,0,0,85,106,191,10,5,15,0,0,0,118,130,248,68,56,124,1270,1259,2529
POA6239,1672,1671,3343,83,113,196,0,3,3,3,0,3,3,0,3,3,3,6,126,133,259,3,0,3,0,0,0,0,0,0,0,0,0,138,139,277,22,9,31,0,3,3,243,264,507,105,65,170,2020,2000,4020
POA6240,132,105,237,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,0,0,0,0,0,0,10,13,23,5,4,9,147,122,269
POA6244,672,676,1348,26,39,65,0,0,0,0,0,0,0,3,3,0,3,3,42,39,81,0,0,0,0,0,0,0,0,0,0,0,0,42,45,87,6,4,10,0,0,0,74,88,162,27,26,53,773,790,1563
POA6251,179,170,349,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,0,0,0,4,0,4,26,30,56,17,9,26,222,209,431
POA6253,227,250,477,10,10,20,0,0,0,0,3,3,0,0,0,0,0,0,18,18,36,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39,0,0,0,0,0,0,28,31,59,15,7,22,270,288,558
POA6254,273,267,540,16,12,28,0,0,0,0,0,0,0,0,0,3,0,3,18,24,42,0,0,0,0,0,0,0,0,0,0,0,0,21,24,45,0,0,0,0,0,0,37,36,73,9,4,13,319,307,626
POA6255,1425,1499,2924,109,121,230,3,4,7,0,0,0,6,3,9,4,5,9,76,96,172,0,0,0,3,3,6,0,0,0,0,0,0,92,111,203,6,11,17,0,0,0,207,243,450,40,30,70,1672,1772,3444
POA6256,100,87,187,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,9,14,4,3,7,109,99,208
POA6258,2635,2600,5235,186,203,389,0,0,0,0,3,3,12,8,20,5,4,9,141,166,307,0,0,0,0,0,0,0,0,0,0,0,0,158,181,339,12,15,27,0,6,6,356,405,761,137,121,258,3128,3126,6254
POA6260,653,609,1262,47,62,109,3,0,3,8,4,12,0,3,3,3,0,3,27,34,61,0,0,0,0,0,0,0,0,0,0,0,0,41,41,82,10,4,14,4,0,4,102,107,209,32,24,56,787,740,1527
POA6262,354,316,670,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,0,0,0,0,0,0,19,21,40,33,16,49,406,353,759
POA6271,1027,1059,2086,71,84,155,0,6,6,0,5,5,6,4,10,0,0,0,123,131,254,4,0,4,0,0,0,0,0,0,0,0,0,133,146,279,7,6,13,0,3,3,211,239,450,142,136,278,1380,1434,2814
POA6275,547,471,1018,25,24,49,0,3,3,3,0,3,5,4,9,0,0,0,46,50,96,0,0,0,0,0,0,0,0,0,0,0,0,54,57,111,10,6,16,3,3,6,92,90,182,30,17,47,669,578,1247
POA6280,8551,9204,17755,1066,1184,2250,37,23,60,13,23,36,38,36,74,14,11,25,777,878,1655,15,11,26,7,13,20,4,3,7,0,0,0,905,998,1903,95,82,177,17,23,40,2083,2287,4370,557,515,1072,11191,12006,23197
POA6281,2057,2105,4162,237,226,463,4,7,11,3,3,6,7,6,13,6,3,9,209,228,437,4,3,7,3,3,6,0,0,0,0,0,0,236,253,489,63,50,113,4,5,9,540,534,1074,147,101,248,2744,2740,5484
POA6282,517,482,999,36,42,78,3,6,9,3,0,3,0,0,0,0,0,0,35,35,70,3,3,6,3,0,3,0,0,0,0,0,0,47,44,91,5,7,12,0,0,0,88,93,181,23,26,49,628,601,1229
POA6284,604,584,1188,49,38,87,3,0,3,6,3,9,3,3,6,0,0,0,59,68,127,0,0,0,0,0,0,0,0,0,0,0,0,71,74,145,9,5,14,4,5,9,133,122,255,77,54,131,814,760,1574
POA6285,2733,2778,5511,285,287,572,11,14,25,16,9,25,20,19,39,5,7,12,233,266,499,3,3,6,3,5,8,5,3,8,0,0,0,296,326,622,76,78,154,9,4,13,666,695,1361,294,249,543,3693,3722,7415
POA6286,230,212,442,5,3,8,0,5,5,0,0,0,0,0,0,0,0,0,28,23,51,0,0,0,0,3,3,0,0,0,0,0,0,28,31,59,8,4,12,0,0,0,41,38,79,30,19,49,301,269,570
POA6288,159,150,309,11,13,24,0,0,0,0,0,0,0,3,3,0,0,0,17,18,35,0,0,0,0,0,0,0,0,0,0,0,0,17,21,38,0,3,3,3,0,3,31,37,68,14,16,30,204,203,407
POA6290,678,687,1365,52,44,96,0,0,0,0,0,0,0,0,0,0,0,0,42,53,95,0,3,3,0,3,3,0,0,0,0,0,0,42,59,101,8,6,14,0,0,0,102,109,211,34,33,67,814,829,1643
POA6302,1361,1369,2730,92,106,198,4,4,8,3,0,3,3,0,3,3,4,7,97,105,202,0,0,0,3,3,6,0,0,0,0,0,0,113,116,229,6,0,6,3,3,6,214,225,439,108,82,190,1683,1676,3359
POA6304,704,646,1350,26,31,57,3,0,3,0,3,3,3,0,3,0,0,0,36,36,72,0,3,3,0,0,0,0,0,0,0,0,0,42,42,84,0,0,0,0,0,0,68,73,141,28,34,62,800,753,1553
POA6306,381,378,759,34,37,71,0,0,0,0,0,0,0,0,0,0,0,0,22,25,47,0,0,0,0,0,0,0,0,0,0,0,0,22,25,47,4,3,7,0,0,0,60,65,125,25,15,40,466,458,924
POA6308,678,635,1313,43,40,83,3,0,3,0,0,0,0,0,0,0,0,0,49,62,111,0,0,0,0,0,0,0,0,0,0,0,0,52,62,114,4,3,7,0,3,3,99,108,207,34,27,61,811,770,1581
POA6309,122,115,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,10,7,17,3,5,8,135,127,262
POA6311,258,261,519,15,7,22,0,0,0,0,0,0,0,0,0,0,0,0,15,23,38,0,0,0,0,0,0,0,0,0,0,0,0,15,23,38,0,0,0,0,0,0,30,30,60,7,4,11,295,295,590
POA6312,1877,1935,3812,167,188,355,3,0,3,3,3,6,6,10,16,0,3,3,207,183,390,0,8,8,3,3,6,0,3,3,0,0,0,222,213,435,15,14,29,5,9,14,409,424,833,118,93,211,2404,2452,4856
POA6313,162,153,315,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,0,0,0,15,20,35,0,7,7,177,180,357
POA6315,768,743,1511,68,68,136,0,0,0,0,3,3,0,3,3,0,0,0,60,55,115,0,0,0,0,0,0,0,0,0,0,0,0,60,61,121,0,4,4,0,0,0,128,133,261,25,24,49,921,900,1821
POA6316,187,158,345,3,13,16,0,0,0,0,0,0,3,0,3,0,0,0,15,19,34,0,0,0,0,0,0,0,0,0,0,0,0,18,19,37,0,0,0,0,0,0,21,32,53,4,7,11,212,197,409
POA6317,1690,1674,3364,133,156,289,4,6,10,3,9,12,3,3,6,0,0,0,99,140,239,0,0,0,5,3,8,0,0,0,0,0,0,114,161,275,19,13,32,4,3,7,270,333,603,89,61,150,2049,2068,4117
POA6318,97,97,194,6,4,10,0,0,0,0,3,3,0,0,0,0,0,0,9,10,19,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22,0,0,0,0,0,0,15,17,32,0,0,0,112,114,226
POA6320,394,389,783,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,16,24,40,0,0,0,0,0,0,0,0,0,0,0,0,16,24,40,3,0,3,0,0,0,27,40,67,24,14,38,445,443,888
POA6321,108,105,213,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,0,0,0,0,0,0,19,18,37,9,6,15,136,129,265
POA6322,205,191,396,4,0,4,0,0,0,0,0,0,0,3,3,0,0,0,15,8,23,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26,0,0,0,0,0,0,19,11,30,14,10,24,238,212,450
POA6323,415,408,823,18,12,30,0,0,0,0,3,3,0,0,0,0,0,0,31,35,66,0,0,0,0,0,0,0,0,0,0,0,0,31,38,69,3,0,3,0,0,0,52,50,102,22,28,50,489,486,975
POA6324,1173,1237,2410,97,96,193,5,0,5,3,0,3,0,0,0,3,0,3,96,105,201,4,5,9,0,0,0,0,0,0,0,0,0,111,110,221,5,6,11,3,0,3,216,212,428,79,64,143,1468,1513,2981
POA6326,237,217,454,6,6,12,0,0,0,0,0,0,0,0,0,3,0,3,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20,0,0,0,0,0,0,17,15,32,12,6,18,266,238,504
POA6327,138,121,259,4,3,7,0,0,0,0,0,0,0,0,0,3,0,3,17,11,28,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31,0,0,0,0,0,0,24,14,38,0,0,0,162,135,297
POA6328,193,163,356,5,6,11,0,0,0,0,0,0,3,0,3,0,0,0,16,22,38,0,0,0,0,0,0,0,0,0,0,0,0,19,22,41,0,0,0,0,0,0,24,28,52,11,10,21,228,201,429
POA6330,12495,13280,25775,725,743,1468,33,30,63,21,25,46,21,27,48,10,12,22,1583,1745,3328,16,20,36,4,7,11,3,3,6,0,0,0,1691,1869,3560,101,123,224,20,18,38,2537,2753,5290,964,535,1499,15996,16568,32564
POA6333,1992,2088,4080,153,169,322,3,3,6,6,6,12,3,8,11,3,4,7,191,196,387,3,3,6,8,3,11,0,0,0,0,0,0,217,223,440,23,24,47,5,4,9,398,420,818,140,95,235,2530,2603,5133
POA6335,358,363,721,17,17,34,0,0,0,4,0,4,0,0,0,0,3,3,15,6,21,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28,0,0,0,3,0,3,39,26,65,22,14,36,419,403,822
POA6336,119,91,210,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,0,0,0,10,12,22,5,10,15,134,113,247
POA6337,221,188,409,10,8,18,0,0,0,0,0,0,0,0,0,5,0,5,12,16,28,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33,0,0,0,0,0,0,27,24,51,11,4,15,259,216,475
POA6338,344,267,611,11,18,29,4,0,4,0,0,0,0,0,0,0,0,0,29,29,58,0,0,0,0,0,0,0,0,0,0,0,0,33,29,62,3,0,3,0,0,0,47,47,94,16,22,38,407,336,743
POA6341,133,106,239,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,0,0,0,11,14,25,5,4,9,149,124,273
POA6343,111,98,209,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,3,0,3,12,9,21,3,3,6,126,110,236
POA6346,272,200,472,22,21,43,8,3,11,8,3,11,4,0,4,0,0,0,93,42,135,0,0,0,0,3,3,0,0,0,0,0,0,113,51,164,15,3,18,3,0,3,153,75,228,22,7,29,447,282,729
POA6348,422,375,797,40,32,72,3,0,3,0,0,0,16,21,37,4,5,9,162,149,311,4,0,4,3,4,7,0,0,0,0,0,0,192,179,371,12,18,30,0,3,3,244,232,476,57,48,105,723,655,1378
POA6350,89,77,166,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,3,0,3,15,10,25,3,6,9,107,93,200
POA6352,187,172,359,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24,0,0,0,0,0,0,21,12,33,6,4,10,214,188,402
POA6353,322,294,616,14,18,32,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,8,3,11,0,0,0,43,39,82,10,12,22,375,345,720
POA6355,391,329,720,13,19,32,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34,11,8,19,0,0,0,41,44,85,22,4,26,454,377,831
POA6358,117,92,209,3,4,7,0,0,0,0,0,0,3,0,3,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,5,5,0,0,0,9,15,24,3,0,3,129,107,236
POA6359,205,147,352,9,3,12,0,0,0,0,3,3,3,3,6,0,0,0,48,21,69,0,0,0,3,0,3,0,0,0,0,0,0,54,27,81,3,10,13,0,0,0,66,40,106,54,3,57,325,190,515
POA6365,261,252,513,15,17,32,0,0,0,0,0,0,0,0,0,0,0,0,22,15,37,0,0,0,0,0,0,0,0,0,0,0,0,22,15,37,3,3,6,0,0,0,40,35,75,8,3,11,309,290,599
POA6367,121,117,238,6,4,10,0,3,3,0,0,0,0,0,0,0,0,0,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,0,0,0,15,15,30,3,9,12,139,141,280
POA6368,95,76,171,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,98,79,177
POA6369,254,253,507,20,19,39,0,3,3,0,0,0,0,0,0,0,0,0,12,16,28,0,0,0,0,0,0,0,0,0,0,0,0,12,19,31,4,8,12,0,0,0,36,46,82,18,16,34,308,315,623
POA6370,239,243,482,6,7,13,0,0,0,0,0,0,3,0,3,0,0,0,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27,0,0,0,0,0,0,21,19,40,12,16,28,272,278,550
POA6373,116,93,209,4,6,10,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,12,6,18,0,4,4,128,103,231
POA6375,329,347,676,26,33,59,0,0,0,3,0,3,0,0,0,0,0,0,28,16,44,0,0,0,0,0,0,0,0,0,0,0,0,31,16,47,3,0,3,0,3,3,60,52,112,19,13,32,408,412,820
POA6383,437,475,912,14,24,38,0,0,0,0,0,0,0,0,0,0,0,0,26,23,49,0,0,0,0,0,0,0,0,0,0,0,0,26,23,49,0,3,3,3,3,6,43,53,96,18,11,29,498,539,1037
POA6386,114,111,225,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,7,9,16,3,4,7,124,124,248
POA6390,735,579,1314,53,59,112,9,4,13,5,0,5,12,6,18,0,0,0,224,92,316,4,0,4,6,8,14,0,0,0,0,0,0,260,110,370,26,18,44,3,0,3,342,187,529,298,68,366,1375,834,2209
