region_id,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
POA6237,3,0,15,0,0,4,4,18,0,44,3,0,23,3,0,3,12,3,0,47,19,7,31,0,0,4,11,10,0,82,15,18,42,6,0,3,19,20,3,126,45,25,55,5,11,7,40,22,0,210,28,22,35,3,8,6,25,16,3,146,23,3,6,0,3,3,5,0,0,43,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,139,75,207,17,22,30,116,89,6,701,0,0,8,11,9,12,0,3,0,43,0,0,0,0,10,0,0,11,0,21,5,13,3,6,15,8,5,6,0,61,14,29,0,32,33,10,0,11,3,132,29,40,15,27,47,12,3,12,0,185,17,23,7,16,21,8,0,18,3,113,10,3,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,108,33,92,139,50,8,61,6,572
POA6239,5,0,25,0,0,5,4,24,0,63,0,0,22,0,0,3,7,20,3,55,11,8,52,0,3,5,19,33,8,139,47,21,63,6,11,6,49,28,6,237,55,29,66,6,11,6,50,37,4,264,52,24,38,8,10,11,32,33,0,208,24,6,0,0,0,0,11,7,4,52,3,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,197,88,269,23,35,36,172,182,25,1027,0,3,3,13,0,25,0,9,0,53,3,3,5,10,19,8,3,5,0,56,8,29,6,8,21,10,0,19,0,101,17,48,9,40,45,15,4,33,0,211,29,53,12,49,51,20,4,22,5,245,27,29,6,18,18,11,4,17,0,130,11,3,0,3,4,3,3,3,0,30,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,95,168,41,144,158,92,18,108,5,829
POA6240,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,6,3,3,3,0,0,0,0,3,0,12,3,0,3,0,0,0,3,0,0,9,6,3,0,0,0,3,3,3,0,18,10,7,4,0,3,0,0,3,0,27,3,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,13,0,3,3,9,15,3,84,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,6,0,3,0,3,3,0,0,0,0,9,5,4,3,3,3,0,0,0,0,18,3,6,0,0,0,3,0,3,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,6,6,6,3,0,3,0,54
POA6244,3,0,8,0,0,0,0,4,0,15,0,0,3,3,0,0,3,5,0,14,29,3,3,0,0,0,5,15,3,58,37,5,16,0,0,0,18,17,0,93,39,3,17,0,5,6,15,17,0,102,47,9,11,3,0,0,7,10,0,87,33,0,3,0,0,0,0,0,3,39,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,192,20,61,6,5,6,48,68,6,412,0,0,0,0,4,8,0,0,0,12,0,3,0,3,3,3,0,3,0,15,11,11,0,5,7,3,3,9,0,49,17,12,0,12,11,5,3,6,3,69,24,11,5,10,9,4,3,11,3,80,32,3,3,4,12,0,3,8,0,65,14,3,3,0,3,3,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,43,11,34,49,26,12,40,9,322
POA6251,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,3,0,0,0,7,0,0,6,0,0,0,0,6,0,12,5,3,3,3,0,0,8,3,0,25,13,0,0,0,4,3,3,6,0,29,8,4,5,0,0,0,3,6,3,29,11,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,18,3,4,9,17,21,3,119,0,0,0,0,0,3,0,6,0,9,0,0,0,3,0,0,0,0,0,3,3,0,5,3,3,0,0,0,0,14,0,0,0,5,4,0,0,6,0,15,11,7,0,7,0,3,0,0,0,28,6,0,0,5,0,3,0,0,0,14,3,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,5,23,7,12,0,15,0,92
POA6253,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,5,0,5,6,4,9,0,0,0,3,3,3,28,5,5,4,0,0,3,5,3,0,25,15,5,10,0,3,3,7,5,0,48,6,0,3,0,0,0,0,3,0,12,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,35,14,26,0,3,12,18,22,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,9,6,5,3,6,4,0,0,0,0,24,14,5,0,10,3,3,0,4,0,39,11,6,7,4,6,3,3,4,0,44,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,19,10,20,16,6,3,11,0,122
POA6254,0,0,3,0,0,0,0,3,0,6,0,0,3,0,0,3,3,3,0,12,0,3,6,0,0,0,4,3,0,16,3,0,7,0,3,0,15,4,0,32,5,3,12,0,0,0,10,13,3,46,10,3,4,0,0,0,4,3,0,24,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,21,9,38,3,3,3,36,32,3,148,0,0,3,0,0,3,0,0,0,6,0,0,0,6,0,0,3,0,0,9,3,3,3,0,4,3,0,0,0,16,3,5,4,0,7,0,0,3,3,25,0,3,6,7,4,4,0,9,0,33,5,8,0,0,6,0,0,6,0,25,4,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,16,13,21,10,3,21,3,121
POA6255,0,0,15,6,0,5,0,15,3,44,5,0,12,0,0,3,0,9,0,29,12,11,33,3,3,8,28,10,0,108,23,18,41,5,6,5,27,22,4,151,31,28,69,5,10,3,51,22,6,225,47,24,45,10,5,12,33,26,5,207,18,15,11,0,3,5,0,9,0,61,4,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,140,96,226,29,27,41,139,116,18,832,0,3,3,10,3,23,0,8,0,50,0,7,4,7,6,0,0,6,0,30,9,19,0,14,18,12,0,17,3,92,17,42,5,31,36,16,3,15,3,168,19,37,8,40,36,19,7,24,3,193,34,25,9,33,39,18,3,21,0,182,10,3,3,6,6,0,0,0,0,28,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,92,136,32,141,144,88,13,91,12,749
POA6256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,0,0,14,10,0,4,0,0,0,0,3,0,17,9,3,4,3,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,8,6,0,0,5,3,0,60,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,3,3,0,3,4,0,0,3,0,16,4,3,3,0,3,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,6,3,7,3,0,6,0,45
POA6258,3,0,27,3,0,22,4,45,4,108,10,7,57,3,5,7,17,33,0,139,42,26,61,5,6,13,44,44,0,241,71,26,69,16,12,15,59,51,3,322,97,36,86,7,15,12,67,80,3,403,76,31,44,9,9,12,51,54,7,293,35,4,3,3,4,3,11,12,0,75,8,3,0,0,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,342,133,347,46,51,84,253,322,20,1598,3,0,7,27,17,39,0,12,0,105,8,13,8,17,29,23,3,10,0,111,20,40,12,22,42,24,3,26,3,192,32,45,15,46,70,28,3,47,3,289,48,49,23,62,84,40,3,74,3,386,36,36,6,32,40,21,4,36,6,217,15,4,0,0,10,3,0,9,0,41,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,165,187,71,206,292,178,16,214,18,1347
POA6260,0,0,4,0,0,11,0,9,0,24,0,3,3,0,0,0,6,5,0,17,17,0,8,3,3,0,7,16,3,57,29,15,11,4,0,0,15,18,0,92,41,11,16,4,4,4,13,16,0,109,43,6,9,3,0,0,12,9,3,85,14,0,6,0,0,0,0,5,3,28,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,149,35,57,14,7,15,53,78,9,417,0,0,4,11,3,9,0,3,0,30,0,3,0,3,3,0,0,4,0,13,7,8,0,9,9,10,0,3,0,46,11,15,5,14,16,10,0,11,3,85,14,15,4,13,16,6,0,11,3,82,19,16,5,6,10,5,0,15,3,79,8,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,57,18,56,57,40,0,51,9,347
POA6262,3,0,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,3,6,0,13,6,0,7,3,0,0,3,13,0,32,20,12,5,3,3,0,4,11,0,58,22,5,5,0,0,0,5,6,4,47,7,0,0,0,0,0,5,3,0,15,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,61,17,25,6,3,0,20,45,4,181,0,0,0,3,3,0,0,3,0,9,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,0,5,0,8,6,9,3,8,4,3,0,0,0,33,14,14,0,7,8,4,0,8,0,55,12,4,0,4,7,3,0,8,0,38,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,27,3,27,22,10,0,24,0,158
POA6271,0,0,22,0,0,4,3,10,0,39,0,0,21,3,0,0,4,9,0,37,7,5,39,0,3,5,23,26,3,111,17,24,52,9,6,4,34,29,4,179,15,26,47,4,4,11,41,22,0,170,21,19,21,3,0,5,16,16,0,101,14,0,3,0,0,0,5,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,77,74,205,19,13,29,126,112,7,662,0,0,3,15,0,13,0,6,0,37,0,3,4,10,14,5,0,9,3,48,8,23,6,14,21,7,5,6,3,93,13,24,11,18,32,16,6,19,0,139,21,21,11,25,29,15,5,11,0,138,17,17,3,12,20,6,3,8,3,89,3,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,88,38,94,119,62,22,59,9,553
POA6275,4,0,7,0,0,0,0,5,0,16,3,0,0,0,0,0,0,5,0,8,6,0,9,0,0,3,5,17,0,40,19,10,9,0,3,3,11,7,0,62,17,5,16,0,4,0,12,11,4,69,21,15,18,5,0,4,11,17,0,91,13,0,3,0,0,0,4,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,86,30,62,5,7,10,43,62,4,309,0,0,0,7,0,3,0,3,0,13,3,0,0,0,3,0,0,3,3,12,7,3,3,3,4,3,0,7,0,30,12,7,3,13,13,6,0,7,0,61,9,9,6,11,13,11,0,14,3,76,9,25,0,11,12,4,0,8,3,72,6,0,0,0,0,0,0,4,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,44,12,45,45,27,0,46,9,277
POA6280,8,3,146,20,8,89,14,120,8,416,14,12,198,17,9,31,32,113,8,434,120,86,390,24,28,47,113,150,15,973,217,143,399,39,49,59,198,160,9,1273,253,178,302,42,57,63,184,176,21,1276,196,107,199,27,44,57,132,129,11,902,47,18,28,10,13,21,33,23,11,204,11,3,3,3,3,0,0,3,3,29,3,7,0,0,0,0,0,3,3,16,869,557,1665,182,211,367,706,877,89,5523,4,5,16,87,40,203,0,47,4,406,24,28,19,81,61,83,3,38,0,337,67,147,67,133,161,100,6,92,11,784,123,223,70,187,262,149,12,137,6,1169,130,261,54,203,316,157,17,152,12,1302,119,119,26,106,174,86,14,103,3,750,25,11,3,8,22,9,3,13,3,97,4,0,0,3,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,496,794,255,808,1039,787,55,585,39,4858
POA6281,0,0,21,7,0,27,0,21,4,80,4,3,31,10,0,5,4,25,0,82,36,36,107,19,6,19,14,38,4,279,65,79,157,10,8,23,31,46,0,419,59,56,82,7,10,19,29,34,5,301,65,33,54,6,8,11,17,23,4,221,17,15,5,4,0,11,6,6,0,64,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,250,222,457,63,32,115,101,193,17,1450,0,0,8,25,3,28,0,9,0,73,6,8,3,23,13,10,0,7,0,70,36,79,24,50,45,23,3,21,4,285,45,60,25,48,96,42,3,20,0,339,36,59,24,42,67,38,5,25,0,296,29,34,5,10,55,33,0,18,4,188,4,5,3,3,10,3,0,0,0,28,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,156,245,92,204,292,177,11,100,8,1285
POA6282,0,0,4,0,0,3,0,4,0,11,3,0,9,3,0,0,0,5,0,20,9,4,10,4,0,0,3,7,0,37,19,27,25,4,0,5,5,12,3,100,18,19,24,0,3,8,10,8,0,90,28,14,10,4,3,0,3,15,3,80,3,6,0,0,3,0,0,3,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,83,70,82,15,9,16,21,54,6,356,0,0,0,6,3,4,0,3,0,16,0,0,0,4,3,0,0,0,0,7,10,16,0,0,3,4,0,0,3,36,15,26,3,11,9,8,0,5,3,80,12,18,4,4,15,11,0,7,3,74,4,17,4,5,14,11,0,3,0,58,3,3,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,80,11,30,47,38,0,21,9,283
POA6284,0,3,4,0,0,10,0,3,0,20,0,0,9,0,0,0,0,4,0,13,14,12,28,10,0,0,6,9,3,82,32,19,42,5,5,7,6,27,3,146,25,14,18,0,0,0,10,18,3,88,29,11,12,5,0,0,3,10,0,70,15,0,3,0,0,0,4,0,0,22,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,115,59,116,20,5,17,32,71,9,444,3,0,0,14,0,7,0,6,0,30,0,0,0,4,5,3,0,0,0,12,12,14,6,11,17,9,0,8,0,77,15,25,12,12,14,19,0,8,0,105,19,24,4,8,19,14,3,7,0,98,21,11,4,4,5,5,0,3,0,53,0,0,0,0,6,0,0,3,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,74,26,53,66,57,3,35,0,387
POA6285,4,4,34,5,0,22,3,41,0,113,9,4,45,7,4,9,12,28,3,121,54,38,155,25,10,16,47,108,3,456,95,82,176,22,14,30,39,76,7,541,86,63,126,22,13,17,35,69,4,435,66,46,52,3,10,18,29,48,3,275,23,12,3,3,0,3,3,3,3,53,7,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,344,249,591,87,51,118,168,376,23,2007,6,0,5,37,5,44,0,7,0,104,5,8,14,27,12,25,0,22,0,113,35,57,33,74,62,47,0,51,3,362,51,113,28,72,105,59,7,25,5,465,68,85,27,57,101,50,7,42,3,440,39,47,6,21,51,38,3,26,3,234,3,3,0,3,8,3,0,3,0,23,5,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,212,313,113,291,344,266,17,179,14,1749
POA6286,0,0,3,0,0,3,0,3,0,9,6,0,0,0,0,0,0,3,0,9,3,0,3,3,3,0,3,3,0,18,12,0,10,0,0,0,6,5,0,33,13,5,8,3,0,4,4,8,0,45,20,5,11,0,0,0,7,3,0,46,5,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,10,35,6,3,7,20,28,0,168,0,3,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,0,9,7,3,3,7,3,4,0,3,0,30,13,9,0,0,8,0,0,0,0,30,10,8,0,7,5,4,3,3,0,40,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,34,23,6,17,16,14,3,19,0,132
POA6288,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,6,3,0,3,0,0,0,3,3,0,12,9,0,5,0,0,0,3,3,3,23,13,0,10,0,0,0,0,6,3,32,8,0,3,4,0,0,3,0,3,21,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,26,4,0,0,9,18,9,104,3,0,0,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,12,3,0,4,4,6,3,3,4,0,27,3,8,0,4,7,3,0,8,0,33,12,0,0,3,0,4,0,6,0,25,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,4,17,17,14,6,18,0,111
POA6290,0,0,8,0,3,0,0,3,0,14,3,0,3,3,0,0,0,3,3,15,4,3,18,0,0,0,8,5,0,38,15,5,22,3,3,0,11,8,0,67,21,7,24,3,3,4,12,15,3,92,28,9,13,0,4,5,9,20,3,91,13,3,0,3,0,0,0,0,0,19,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,87,27,88,12,13,9,40,54,12,342,0,0,3,7,0,5,0,3,0,18,0,0,3,4,0,0,0,3,3,13,9,3,0,6,7,11,0,3,0,39,4,8,3,6,12,10,0,7,0,50,13,9,8,16,22,13,3,14,0,98,15,9,4,8,15,8,0,8,0,67,3,3,0,0,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,21,47,59,47,3,38,6,297
POA6302,0,0,21,3,0,11,4,12,0,51,4,0,16,3,0,0,3,8,0,34,29,8,23,3,4,5,20,10,3,105,35,19,35,0,5,3,25,17,0,139,53,22,41,9,0,5,38,28,0,196,50,12,37,4,5,14,37,24,7,190,23,5,0,3,8,3,3,8,0,53,10,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,208,66,173,25,22,41,130,107,10,782,0,0,0,9,0,16,0,7,0,32,4,5,3,0,5,6,3,7,0,33,7,17,3,11,26,10,0,8,0,82,24,22,12,20,35,13,0,15,4,145,37,30,8,43,33,19,7,16,3,196,28,40,10,23,31,15,0,13,0,160,9,5,0,4,5,0,0,0,0,23,4,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,113,119,36,110,135,79,10,71,7,680
POA6304,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,3,3,3,0,15,13,3,9,0,0,0,3,8,3,39,25,3,15,3,0,0,17,4,0,67,31,6,18,0,0,3,11,14,3,86,44,8,16,3,0,0,19,9,0,99,20,0,4,0,0,0,3,3,0,30,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,140,20,68,6,3,6,56,41,6,346,0,0,3,3,3,3,0,3,0,15,0,3,0,0,3,0,0,3,0,9,4,6,3,3,10,3,0,3,0,32,17,11,3,4,9,3,0,3,0,50,16,8,5,17,12,4,3,3,0,68,12,11,0,19,12,6,0,6,0,66,7,3,0,4,0,0,3,3,3,23,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,42,14,50,49,19,6,24,3,266
POA6306,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,10,13,0,3,0,0,0,3,4,0,23,25,0,6,3,0,0,11,6,0,51,28,0,3,4,0,0,5,4,3,47,26,4,10,0,0,3,7,4,0,54,12,0,3,0,3,3,0,3,0,24,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,117,4,28,7,3,6,29,21,3,218,0,0,3,3,0,3,0,3,0,12,0,0,0,4,0,0,0,0,0,4,3,6,0,3,6,6,0,3,0,27,15,4,3,4,11,3,0,4,0,44,5,4,3,9,8,3,0,4,3,39,17,4,0,9,0,3,0,0,3,36,7,3,0,3,3,0,0,3,0,19,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,47,21,9,35,28,18,0,17,9,184
POA6308,0,0,3,0,0,5,0,3,0,11,3,3,7,0,0,0,3,8,0,24,17,3,11,0,0,0,12,10,3,56,35,0,21,0,0,3,19,4,0,82,44,4,14,5,0,0,23,11,4,105,32,3,13,0,4,0,13,15,0,80,17,3,0,0,3,0,3,3,0,29,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,160,16,69,5,7,8,73,54,7,399,0,0,4,0,3,0,0,3,0,10,0,0,0,5,0,0,0,6,0,11,4,8,0,7,13,0,4,5,0,41,19,10,0,7,18,3,0,8,3,68,26,14,3,7,12,4,5,5,0,76,12,11,5,12,8,0,3,7,0,58,15,5,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,48,12,38,54,7,12,38,3,288
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,0,10,14,0,0,0,0,0,4,0,0,18,7,0,4,0,0,0,4,3,0,18,6,0,4,0,0,0,6,3,0,19,5,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,11,0,0,0,14,12,0,76,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,0,0,3,0,0,0,0,11,4,6,0,0,4,0,0,0,0,14,5,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,15,14,4,3,10,7,0,0,0,53
POA6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,6,0,0,3,3,0,0,22,13,4,6,0,0,0,4,13,0,40,11,4,10,4,0,4,3,5,0,41,9,4,4,0,0,0,8,5,4,34,8,3,3,0,0,0,3,3,0,20,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,55,15,29,4,0,7,21,26,7,164,4,0,0,0,0,8,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,11,7,8,0,4,12,0,0,3,0,34,6,5,3,4,3,6,0,5,0,32,5,5,3,5,7,3,0,4,0,32,3,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,6,19,29,20,0,16,0,137
