region_id,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
POA6312,0,0,26,3,0,7,3,19,3,61,7,4,44,4,0,0,7,13,0,79,23,10,54,10,3,8,18,29,3,158,46,36,65,9,14,12,29,51,3,265,65,40,58,11,12,20,20,40,5,271,62,28,38,6,8,15,29,22,3,211,25,4,11,3,7,5,5,11,3,74,3,0,3,0,0,0,0,0,3,9,0,0,0,0,0,0,3,4,0,7,231,122,299,46,44,67,114,189,23,1135,3,3,4,17,11,16,0,11,0,65,0,13,3,20,21,18,3,9,0,87,10,47,14,30,36,18,0,7,0,162,21,59,9,40,37,18,3,23,3,213,32,68,9,47,58,16,3,14,3,250,21,24,10,30,38,9,3,18,3,156,11,10,0,9,4,6,0,4,0,44,3,3,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,101,227,49,193,208,101,15,86,9,989
POA6313,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,5,3,0,11,10,0,0,0,0,0,0,3,0,13,8,3,3,0,0,0,5,3,0,22,12,0,3,0,0,0,0,4,3,22,15,0,5,4,0,0,0,3,0,27,9,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,14,4,0,0,10,16,6,110,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,3,3,0,0,0,0,0,3,0,9,7,4,0,6,7,0,0,0,0,24,8,5,3,8,5,6,0,0,0,35,9,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,6,14,18,6,0,3,0,92
POA6315,4,0,10,0,0,3,0,3,0,20,3,0,11,0,0,4,4,7,0,29,26,7,14,5,0,3,11,15,0,81,29,6,21,5,0,0,11,5,0,77,30,5,17,0,0,4,20,21,0,97,44,4,17,4,7,5,11,7,0,99,18,3,0,0,6,0,5,0,0,32,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,161,25,90,14,13,19,62,58,0,442,0,0,0,4,5,0,0,7,0,16,0,5,3,0,0,4,0,4,0,16,13,12,3,3,9,10,0,5,0,55,15,8,4,9,18,9,0,9,4,76,10,10,5,24,24,6,5,5,0,89,21,12,3,15,14,3,6,9,0,83,6,3,0,0,3,0,0,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,50,18,55,73,32,11,43,7,354
POA6316,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,4,3,5,0,0,0,0,3,0,15,15,0,3,0,0,3,0,3,0,24,24,3,4,0,0,0,10,3,0,44,7,0,4,0,0,3,0,3,0,17,11,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,6,16,0,0,6,10,15,0,120,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,0,0,5,0,0,3,0,20,10,4,0,0,3,0,0,3,0,20,9,7,0,4,3,0,0,5,0,28,6,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,0,4,17,0,0,11,0,83
POA6317,0,0,19,0,3,17,3,17,0,59,7,0,37,3,3,7,8,19,4,88,32,15,50,9,5,8,8,39,3,169,38,28,39,4,0,5,24,56,3,197,59,24,55,6,5,7,24,55,7,242,36,21,36,6,8,11,13,26,6,163,20,0,5,4,0,3,8,13,3,56,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,195,88,241,32,24,58,88,225,26,977,0,0,6,8,10,22,0,0,0,46,9,11,4,6,10,15,0,13,5,73,14,36,11,24,26,13,4,21,3,152,24,33,13,29,34,16,0,37,6,192,31,35,10,31,38,13,0,39,0,197,16,16,4,19,32,11,3,22,3,126,9,3,3,0,3,0,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,134,51,117,153,90,10,135,17,810
POA6318,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,4,12,0,3,5,0,0,0,5,4,0,17,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,3,9,8,4,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,3,0,14,3,0,3,0,0,3,0,3,0,12,3,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,0,8,3,0,6,0,39
POA6320,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,7,3,13,35,0,3,0,0,0,0,4,0,42,28,3,5,3,0,3,0,4,0,46,41,0,8,0,0,0,3,7,5,64,30,0,3,0,0,3,6,0,0,42,13,0,3,0,0,0,3,0,0,19,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,152,6,22,3,0,6,12,28,8,237,0,0,3,3,3,3,0,0,0,12,0,0,3,0,4,0,0,0,0,7,4,10,0,3,8,0,0,3,0,28,14,7,0,6,3,3,0,3,0,36,20,6,3,8,4,0,0,9,0,50,18,8,3,0,5,0,0,0,0,34,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,31,12,20,27,6,0,15,0,171
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,3,8,0,11,3,0,3,0,3,0,3,4,0,16,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,3,0,14,12,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,0,15,0,0,0,5,3,0,0,0,0,8,3,0,3,3,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,11,12,3,3,0,0,41
POA6322,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,6,0,10,13,0,0,0,0,0,0,5,0,18,24,0,0,0,0,0,0,0,0,24,19,4,4,0,0,0,0,0,0,27,21,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0,5,0,14,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,89,4,12,0,0,0,0,19,0,124,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,10,5,0,6,0,0,0,3,0,24,6,3,0,3,13,0,0,0,0,25,17,4,0,0,0,3,0,0,0,24,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,17,0,15,13,3,0,3,0,94
POA6323,3,0,0,0,0,0,0,5,0,8,0,0,3,0,0,0,3,4,0,10,0,0,3,0,0,6,3,6,0,18,5,0,9,3,0,0,14,7,4,42,23,0,9,0,0,0,14,12,0,58,23,8,9,3,0,0,10,5,0,58,11,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,33,6,0,6,44,39,4,209,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,4,3,3,4,0,0,3,0,20,12,9,3,3,13,5,0,8,0,53,8,11,3,11,11,12,0,3,0,59,12,7,0,10,6,0,0,5,0,40,3,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,9,27,34,21,0,25,0,188
POA6324,7,0,18,0,0,7,4,23,0,59,5,3,18,3,3,3,9,14,3,61,23,4,35,0,0,0,14,25,0,101,42,8,27,14,0,3,17,32,4,147,46,19,23,15,9,3,34,27,0,176,52,10,24,11,7,7,18,13,0,142,23,3,3,0,5,3,5,11,0,53,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,209,47,148,43,24,26,101,145,7,750,3,3,3,5,3,12,0,7,0,36,3,3,3,3,8,4,0,8,0,32,6,17,5,13,18,8,3,14,4,88,8,22,11,19,28,12,3,18,3,124,35,26,8,26,34,14,3,23,0,169,32,22,8,19,16,5,3,16,3,124,6,5,3,6,5,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,98,41,91,112,55,12,89,10,601
POA6326,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,0,0,3,3,3,4,0,0,0,4,5,0,19,6,0,4,6,0,4,0,5,0,25,13,3,8,0,0,4,5,0,3,36,14,4,8,0,0,0,10,4,0,40,10,0,3,0,0,0,3,0,0,16,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,50,10,30,6,0,8,22,19,3,148,0,0,0,3,0,4,0,3,0,10,0,0,0,0,0,3,0,0,0,3,8,3,0,0,5,0,0,3,0,19,5,4,0,0,8,0,0,3,0,20,9,5,3,0,4,0,0,6,0,27,13,3,0,5,8,3,0,3,0,35,6,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,15,3,8,28,10,0,21,0,126
POA6327,0,0,4,0,0,0,0,3,0,7,4,0,4,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,7,0,4,0,0,0,3,4,3,21,7,0,7,0,0,0,3,10,0,27,10,0,3,0,0,0,3,5,0,21,4,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,3,25,0,0,0,9,22,3,97,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,7,4,0,7,5,0,0,0,3,26,4,3,0,0,7,0,0,4,0,18,7,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,10,3,13,12,3,0,4,3,73
POA6328,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,9,3,3,3,0,0,3,3,0,24,10,3,0,0,0,0,0,6,0,19,24,0,5,0,0,0,3,0,0,32,13,0,3,3,0,0,0,0,0,19,8,3,0,0,0,0,3,3,0,17,3,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,3,70,9,14,6,0,0,9,18,0,126,0,0,0,3,0,3,0,3,0,9,0,3,0,3,3,0,0,0,0,9,3,3,0,0,5,0,0,0,0,11,8,3,0,0,3,0,0,0,0,14,13,0,4,3,3,0,3,5,3,34,7,0,0,0,3,0,0,3,0,13,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9,4,9,17,3,3,11,3,96
POA6330,4,6,210,20,3,99,13,163,4,522,34,28,272,31,11,44,56,146,9,631,108,130,423,64,40,87,170,231,21,1274,269,232,435,110,48,93,231,224,26,1668,323,282,385,137,93,85,261,196,13,1775,280,246,241,93,64,81,178,179,25,1387,109,36,41,16,8,18,34,46,7,315,32,8,4,3,0,0,0,7,4,58,0,0,0,0,0,0,0,0,0,0,1159,968,2011,474,267,507,943,1192,109,7630,11,7,35,118,66,301,5,62,10,615,32,60,42,130,99,113,6,33,0,515,77,217,44,208,241,148,9,88,7,1039,188,371,85,228,361,189,16,139,10,1587,211,395,93,353,430,179,15,164,19,1859,137,269,58,185,279,89,14,119,23,1173,56,34,5,19,39,13,6,22,6,200,10,0,0,3,0,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,722,1353,362,1244,1515,1035,71,631,75,7008
POA6333,0,0,15,6,0,13,0,18,0,52,3,0,35,0,0,6,4,11,0,59,23,20,48,10,4,0,13,15,0,133,49,43,50,16,9,5,25,25,0,222,70,60,85,15,10,15,32,30,9,326,84,50,47,7,12,15,25,26,4,270,36,21,6,3,5,3,0,10,3,87,5,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,5,8,273,197,286,57,40,57,99,135,21,1165,0,0,6,21,3,25,0,6,0,61,3,4,7,12,5,6,0,4,0,41,14,34,7,22,24,20,0,13,0,134,44,54,11,40,56,22,3,20,6,256,52,84,19,32,57,28,6,33,0,311,59,50,3,30,41,12,3,13,5,216,15,12,0,4,12,3,0,4,0,50,4,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,191,238,53,161,198,116,12,97,11,1077
POA6335,0,0,7,0,0,0,4,0,0,11,7,0,3,0,0,3,3,5,0,21,16,0,9,0,0,3,6,3,0,37,17,3,10,0,4,3,3,5,0,45,20,5,7,0,0,3,7,5,0,47,28,0,4,0,0,0,4,5,0,41,8,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,99,8,40,0,4,12,27,23,3,216,0,0,0,0,5,4,0,0,0,9,0,0,0,0,3,0,0,3,0,6,4,5,0,9,5,0,0,3,0,26,7,5,3,6,9,6,0,3,0,39,7,6,3,7,5,0,3,3,0,34,3,3,0,6,10,3,3,0,3,31,4,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,6,28,37,13,6,12,3,155
POA6336,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,15,13,0,3,0,0,0,0,0,0,16,10,0,0,0,3,0,3,0,0,16,7,0,4,0,0,0,3,3,0,17,6,0,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,3,10,0,3,0,9,12,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,8,4,0,3,0,3,4,0,3,0,17,8,0,3,0,3,0,0,3,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,6,0,6,4,0,6,0,52
POA6337,0,0,0,0,0,0,0,4,0,4,5,0,4,0,0,0,4,0,0,13,23,0,6,0,0,0,0,8,0,37,14,0,3,3,3,0,0,0,3,26,21,3,4,0,0,3,4,5,3,43,18,3,5,3,0,3,7,4,0,43,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,6,25,6,3,6,15,21,6,172,0,3,0,3,3,0,0,0,0,9,0,0,0,0,3,0,0,4,0,7,4,5,0,3,6,4,4,5,0,31,7,4,3,3,5,0,0,3,3,28,16,3,3,4,3,3,0,3,3,38,12,0,0,0,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,15,6,13,23,7,4,15,6,131
POA6338,0,0,0,0,0,0,0,5,0,5,14,0,0,0,0,0,6,0,0,20,24,3,4,0,0,0,4,7,0,42,28,5,8,0,0,0,6,0,0,47,48,0,11,0,0,0,0,7,0,66,31,0,6,0,0,0,5,6,0,48,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,8,29,0,0,0,21,25,0,239,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,9,4,0,3,6,0,0,0,0,22,23,6,4,0,3,4,0,3,0,43,17,3,3,5,9,0,0,4,0,41,19,3,0,3,3,3,0,3,0,34,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,16,7,15,21,7,0,13,0,153
POA6341,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,6,20,0,0,0,0,0,0,3,4,27,13,0,0,0,0,0,0,5,0,18,12,0,4,0,0,0,4,0,0,20,15,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,75,0,4,0,0,0,4,11,4,98,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,0,0,4,0,0,0,0,11,7,5,0,0,7,0,0,0,0,19,3,3,0,4,3,0,0,0,0,13,5,0,3,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,3,4,14,0,3,3,0,61
POA6343,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,3,0,0,19,21,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,3,0,0,13,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,6,0,0,79,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,3,0,0,0,17,4,0,3,3,0,3,0,0,0,13,8,3,0,3,0,0,0,0,0,14,5,0,3,0,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,6,6,6,6,0,6,0,61
POA6346,0,0,6,0,0,0,3,0,0,9,0,0,7,0,0,0,9,5,0,21,9,4,20,5,0,0,25,6,0,69,17,7,26,0,3,0,16,6,0,75,23,3,23,0,3,0,16,8,0,76,15,3,7,0,0,0,8,9,0,42,5,0,4,0,0,0,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,17,93,5,6,0,85,34,0,309,0,0,0,0,3,0,3,3,0,9,0,0,0,0,0,0,6,7,0,13,10,0,5,0,5,4,0,6,0,30,3,7,3,7,6,0,3,0,0,29,7,10,3,7,3,4,6,0,0,40,4,3,0,0,0,6,0,7,0,20,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,20,11,14,22,14,18,23,0,149
POA6348,0,0,0,0,0,3,0,3,0,6,3,0,5,0,0,0,3,7,0,18,13,6,30,0,0,0,16,12,0,77,30,12,31,4,0,0,15,6,0,98,37,5,17,0,4,0,20,11,0,94,26,4,8,3,4,0,12,3,0,60,13,0,3,0,3,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,27,94,7,11,6,69,42,0,378,0,0,3,0,0,3,0,3,0,9,0,3,0,3,3,3,3,3,0,18,6,14,6,9,14,3,4,4,0,60,14,5,4,3,10,5,3,3,4,51,20,4,5,5,19,0,3,6,0,62,10,9,0,4,6,3,0,3,0,35,3,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,35,18,24,55,17,13,25,4,244
POA6350,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,9,3,0,3,0,0,0,3,3,0,12,0,0,3,3,0,0,5,3,0,14,3,0,0,0,4,0,3,0,0,10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,14,0,9,6,4,0,14,9,0,56,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,5,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,5,4,5,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,5,9,0,0,6,0,35
POA6352,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,23,0,0,0,0,3,0,6,0,32,31,0,4,0,0,0,3,0,0,38,25,0,0,0,0,3,3,0,0,31,25,0,0,0,0,0,0,3,0,28,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,4,0,0,6,6,9,0,142,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,5,4,3,8,3,0,0,0,26,0,6,0,4,0,0,0,0,0,10,14,6,0,3,3,0,0,3,0,29,13,3,0,0,4,0,0,0,0,20,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,20,4,13,18,3,0,3,0,100
POA6353,0,0,6,0,0,0,0,3,3,12,4,0,5,0,0,0,0,8,3,20,7,0,15,0,0,0,4,5,3,34,26,3,7,0,0,4,7,10,0,57,30,3,12,0,0,0,9,3,0,57,25,0,8,0,0,0,8,0,3,44,11,0,3,0,0,0,0,0,3,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,106,6,56,0,0,4,28,29,15,244,0,0,0,0,0,7,0,0,0,7,0,4,0,3,0,0,0,0,0,7,10,7,0,3,5,0,0,3,0,28,5,3,4,3,13,5,0,4,0,37,14,7,0,6,18,0,0,6,0,51,7,9,3,5,11,0,0,3,0,38,5,3,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,7,20,51,12,0,16,0,180
POA6355,0,0,0,0,0,0,0,3,3,6,4,0,0,0,0,0,5,3,0,12,40,0,10,0,0,0,0,8,0,58,48,0,0,0,0,0,11,7,0,66,60,0,5,0,0,0,3,6,0,74,50,0,0,0,0,0,6,6,0,62,21,0,0,0,0,0,0,4,0,25,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,230,0,15,0,0,0,25,37,3,310,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,15,5,0,4,8,0,0,5,0,37,19,12,7,6,4,0,0,3,0,51,26,6,0,4,9,6,0,6,0,57,27,4,0,5,3,0,0,0,0,39,10,0,3,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,101,27,10,19,27,6,0,17,0,207
