POA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6359,178,147,333,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,29,14,40,0,0,0,0,0,0,0,0,0,0,0,0,29,14,40,3,4,8,0,0,3,36,29,62,23,16,33,237,195,426
POA6361,48,41,91,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,7,8,18,0,3,5,59,47,110
POA6363,51,36,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,5,6,60,40,105
POA6365,218,211,420,11,10,19,0,0,0,0,0,0,0,0,0,0,0,0,13,22,33,0,0,0,0,0,0,0,0,0,0,0,0,13,22,33,0,0,0,0,0,0,23,29,58,23,16,47,265,260,523
POA6367,147,119,262,10,9,17,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,3,3,8,3,0,3,25,24,46,15,20,38,184,166,349
POA6368,34,30,63,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,40,39,73
POA6369,279,267,543,13,17,28,0,0,0,0,0,0,0,0,0,0,0,0,12,11,24,0,0,0,0,0,0,0,0,0,0,0,0,12,15,29,0,7,7,0,0,3,33,34,66,25,26,48,329,329,661
POA6370,189,191,377,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23,0,0,0,0,0,0,0,0,0,0,0,0,16,9,28,0,0,0,0,0,0,22,18,44,15,12,29,225,222,452
POA6372,46,41,86,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,7,11,15,10,24,68,51,116
POA6373,39,39,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,6,15,46,44,96
POA6375,388,346,733,28,37,63,0,0,0,0,0,0,0,0,0,0,0,0,25,35,58,0,0,0,0,0,0,0,0,0,0,0,0,26,33,63,4,4,4,0,0,0,61,72,131,70,52,114,517,466,985
POA6383,351,374,725,19,18,35,0,0,0,0,3,6,0,0,0,0,0,0,30,33,63,0,0,0,0,0,0,0,0,0,0,0,0,35,36,72,3,0,3,0,0,0,55,61,114,73,66,138,479,495,973
POA6384,20,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,3,0,3,21,14,40
POA6385,11,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,18
POA6386,39,29,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,12,8,17,56,39,96
POA6390,682,618,1300,56,64,122,0,0,0,6,0,6,3,0,5,5,3,8,101,79,180,0,0,0,0,0,0,0,0,0,0,0,0,115,85,193,3,4,6,0,0,3,168,151,321,92,67,162,942,844,1786
POA6391,402,366,767,23,27,43,0,0,0,0,0,0,3,3,3,0,0,0,37,28,64,0,0,0,0,3,3,0,0,0,0,0,0,42,32,69,5,0,4,0,0,0,63,60,120,56,41,93,524,461,987
POA6392,187,168,350,20,27,47,0,0,0,0,0,0,0,0,0,0,0,3,8,9,23,0,0,0,0,0,0,0,0,0,0,0,0,13,12,26,0,0,0,0,0,0,35,46,74,17,12,33,235,229,461
POA6393,56,37,96,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,8,5,14,3,6,14,66,49,118
POA6394,189,166,356,10,4,11,0,0,0,0,0,0,3,3,4,0,0,0,15,12,32,0,0,0,0,0,0,0,0,0,0,0,0,20,17,35,3,3,3,0,0,0,26,24,56,20,20,38,235,210,444
POA6395,634,670,1303,37,37,73,0,4,4,0,0,0,3,3,5,0,0,0,29,26,52,0,0,0,0,0,0,0,0,0,0,0,0,27,30,63,10,5,15,0,0,0,78,74,149,89,87,172,803,824,1625
POA6396,143,138,283,10,3,14,0,0,0,0,0,0,0,0,0,4,0,3,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,12,9,18,0,3,5,0,0,0,17,12,32,28,20,52,188,173,364
POA6397,38,34,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,10,7,16,49,47,91
POA6398,215,203,416,8,6,7,3,0,3,0,0,0,0,0,0,0,0,0,26,26,51,0,0,0,0,0,0,0,0,0,0,0,0,26,25,57,0,0,5,0,0,0,36,32,70,26,25,53,280,262,543
POA6401,2835,2945,5779,237,254,493,0,3,3,8,10,20,0,7,9,8,7,12,194,213,401,3,3,9,0,0,3,0,3,3,0,0,0,218,245,455,22,23,43,14,11,21,490,523,1013,881,408,1294,4198,3880,8080
POA6403,67,65,140,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,0,0,0,0,0,0,8,13,21,5,6,14,87,85,169
POA6405,134,117,255,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,15,17,29,0,0,0,0,0,0,0,0,0,0,0,0,13,19,33,0,0,0,0,0,0,22,22,35,12,8,28,173,142,315
POA6407,470,371,838,36,28,63,0,0,0,0,0,0,0,0,3,0,0,0,56,29,87,3,0,3,0,0,0,0,0,0,0,0,0,64,31,98,7,14,23,0,0,0,105,77,183,59,56,114,629,496,1126
POA6409,172,146,319,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,3,3,0,0,0,9,15,28,30,22,57,211,184,401
POA6410,427,427,855,16,19,30,0,0,0,0,0,0,0,0,0,0,0,0,20,15,34,0,0,0,0,0,0,0,0,0,0,0,0,21,21,38,4,0,4,0,0,0,31,41,70,55,56,117,520,519,1042
POA6411,53,52,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,9,9,15,60,57,122
POA6412,20,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,31,22,51
POA6413,23,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,32,20,47
POA6414,34,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,37,29,64
POA6415,1162,1057,2219,108,105,216,3,0,0,0,3,4,3,3,8,0,0,0,102,93,192,0,0,0,0,0,0,0,0,0,0,0,0,114,100,213,57,23,79,4,8,13,276,231,513,132,113,239,1567,1401,2968
POA6418,274,266,543,22,27,55,0,0,0,0,0,0,0,0,0,0,0,0,20,15,36,0,0,0,0,0,0,0,0,0,0,0,0,20,15,36,0,3,0,0,0,0,45,45,90,32,27,61,351,336,696
POA6419,26,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,4,4,7,0,0,0,32,27,54
POA6420,39,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,9,4,12,12,9,20,56,48,110
POA6421,59,64,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,13,7,25,77,76,151
POA6422,17,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,9,3,13,3,3,3,34,21,52
POA6423,87,53,139,6,0,3,0,0,0,0,0,0,0,3,3,0,0,0,22,11,29,0,0,0,0,0,0,0,0,0,0,0,0,26,13,36,0,0,0,0,0,0,26,11,41,21,10,29,135,79,216
POA6424,25,22,51,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,4,6,12,16,4,23,45,34,79
POA6425,35,32,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,9,9,18,48,41,85
POA6426,340,263,605,39,26,61,3,0,3,0,0,0,0,0,0,0,0,0,31,30,56,0,0,0,0,0,0,0,0,0,0,0,0,29,27,57,6,7,6,3,0,3,77,57,132,61,40,100,478,361,842
POA6427,40,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,19,0,0,0,0,0,0,0,0,0,0,0,0,11,3,19,0,0,0,0,0,0,11,3,19,20,7,25,77,11,94
POA6428,26,25,51,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,28,30,52
POA6429,372,315,691,13,21,33,0,0,0,0,0,0,3,0,3,0,4,6,56,58,108,0,0,0,0,0,0,0,0,0,0,0,0,58,59,117,11,3,13,7,0,7,83,87,165,67,61,124,524,458,982
POA6430,8146,7680,15822,621,549,1165,40,34,81,36,40,73,65,74,139,44,36,77,1072,1008,2079,23,15,34,23,23,45,0,0,0,0,0,0,1303,1230,2526,122,163,282,35,38,73,2080,1974,4057,1311,1135,2445,11535,10787,22323
POA6431,429,331,764,13,9,23,0,0,0,0,0,0,6,0,9,0,0,0,47,16,65,0,0,0,0,0,0,0,0,0,0,0,0,57,25,78,4,0,5,34,31,67,102,71,168,50,17,66,585,419,1000
POA6432,2573,2356,4932,119,96,219,12,11,23,10,14,16,12,19,35,11,11,16,329,297,625,4,5,5,0,3,7,0,0,0,0,0,0,378,358,736,13,30,45,17,12,25,529,496,1023,598,432,1039,3703,3282,6988
POA6434,77,40,116,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,26,0,28,0,0,0,0,0,0,0,0,0,0,0,0,32,3,34,3,3,7,0,0,0,38,5,40,10,3,12,118,49,174
POA6436,37,38,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,0,0,0,0,0,0,3,11,14,11,6,20,58,51,107
POA6437,137,101,243,9,12,19,10,3,12,0,0,3,7,3,6,3,0,7,78,50,130,0,0,0,0,0,0,0,0,0,0,0,0,95,54,155,0,0,0,0,0,0,109,71,179,118,33,149,366,205,571
POA6438,306,178,481,30,27,58,0,0,0,0,0,0,0,0,0,3,0,3,40,31,73,0,0,0,0,0,0,0,0,0,0,0,0,53,31,82,4,6,11,0,0,0,86,66,152,120,71,193,508,312,826
POA6440,498,232,722,17,24,41,0,3,4,6,0,9,8,3,5,3,0,6,81,44,124,3,0,3,3,0,3,0,0,0,0,0,0,107,52,156,9,4,7,0,5,13,131,81,213,160,50,209,780,361,1143
POA6442,899,822,1725,67,75,142,8,5,15,8,4,7,14,18,32,4,3,8,89,98,189,10,5,10,0,3,3,0,0,0,0,0,0,132,136,261,7,3,8,6,5,11,208,217,433,212,137,348,1324,1178,2500
POA6443,288,229,514,25,18,45,4,0,7,3,3,8,6,0,5,6,3,8,54,31,89,0,0,0,0,0,0,0,0,0,0,0,0,72,40,112,7,7,14,0,0,0,103,72,176,90,59,156,483,360,845
POA6445,76,64,137,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,7,11,23,17,22,36,97,99,193
POA6446,54,50,100,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,9,6,21,65,62,125
POA6447,78,61,139,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,7,3,6,21,15,35,110,73,180
POA6448,170,156,319,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,32,29,63,0,0,0,0,5,5,0,0,0,0,0,0,31,39,71,3,3,8,0,0,0,38,49,81,19,25,45,225,223,450
POA6450,4890,4930,9826,501,522,1026,18,11,25,13,13,26,18,14,37,9,8,14,292,300,589,4,3,9,9,3,12,0,0,0,0,0,3,367,355,724,21,29,51,11,15,25,897,920,1820,844,753,1597,6639,6599,13241
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,5
POA6460,288,281,570,16,27,43,0,0,0,0,0,0,0,0,3,0,0,0,14,22,30,0,0,0,0,0,0,0,0,0,0,0,0,17,24,38,0,0,3,0,0,0,35,45,81,53,50,97,365,379,745
POA6461,208,206,414,13,9,25,0,0,0,0,0,0,0,0,0,0,0,0,19,15,31,0,0,0,0,0,0,0,0,0,0,0,0,19,15,33,0,3,3,0,0,0,33,26,63,18,28,42,256,264,521
POA6462,53,52,101,7,4,11,3,3,3,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,10,11,21,6,4,4,70,62,128
POA6463,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,20
POA6465,12,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,28
POA6466,29,22,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,5,3,9,31,32,67
POA6467,17,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,30
POA6468,107,79,189,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,9,13,16,3,0,4,0,0,0,15,12,29,19,8,28,142,101,244
POA6470,12,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,18
POA6472,76,63,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,22,0,0,0,0,0,0,0,0,0,0,0,0,15,9,22,0,0,3,0,0,0,14,11,26,5,5,11,98,78,178
POA6473,21,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,21,23,43
POA6475,175,156,326,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,16,12,24,0,0,0,0,0,0,0,0,0,0,0,0,16,12,24,0,0,0,0,0,0,22,18,42,16,13,29,210,189,392
POA6476,27,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,8,9,0,0,0,27,31,53
POA6477,111,93,198,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,12,6,19,0,0,0,0,0,0,0,0,0,0,0,0,16,6,23,0,0,0,4,3,8,24,15,32,18,11,32,148,116,264
POA6479,216,187,401,22,18,34,0,0,0,0,0,0,3,0,3,0,0,0,13,19,37,0,0,0,0,0,3,0,0,0,0,0,0,20,20,41,0,6,7,0,0,0,38,41,83,25,23,49,284,254,539
POA6480,17,18,38,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,22,25,49
POA6484,52,14,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,13,0,10,15,3,20,75,24,96
POA6485,193,176,364,17,8,28,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,0,0,0,0,0,0,0,0,0,11,13,22,0,0,0,0,3,3,21,27,49,40,34,78,256,232,488
POA6487,20,10,32,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,7,0,10,35,14,50
POA6488,70,57,130,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,12,13,24,0,0,0,0,0,0,0,0,0,0,0,0,12,13,24,0,0,0,0,0,0,9,14,25,17,16,37,99,96,193
POA6489,42,35,77,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,6,4,8,10,11,20,57,43,104
POA6490,93,81,178,11,12,19,0,0,0,0,0,0,0,0,0,0,0,0,12,14,29,0,0,0,0,0,0,0,0,0,0,0,0,12,14,29,0,0,0,0,0,0,26,30,52,11,6,20,132,118,257
POA6501,413,395,806,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,21,20,47,0,0,0,0,0,0,0,0,0,0,0,0,24,20,49,0,0,0,0,0,0,29,27,54,63,43,103,497,461,962
POA6502,466,463,924,22,20,38,0,0,0,0,0,0,3,0,3,0,0,0,56,57,109,0,0,0,0,0,4,0,0,0,0,0,0,54,57,114,3,6,7,4,0,4,78,88,167,41,47,88,590,592,1176
POA6503,838,785,1622,44,45,93,0,0,0,0,0,0,3,5,8,0,0,0,76,74,146,0,0,0,0,0,3,0,0,0,0,0,0,82,82,162,47,25,66,3,0,3,173,153,324,114,103,214,1121,1038,2156
POA6504,55,59,117,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,19,0,0,0,0,0,0,0,0,0,0,0,0,8,7,19,0,0,0,0,3,4,15,13,26,7,5,10,79,81,157
POA6505,56,47,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,62,52,115
POA6506,19,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,5,3,3,10,31,23,54
POA6507,238,183,424,6,3,9,0,0,0,0,0,0,0,0,3,0,0,0,15,14,33,0,0,0,0,0,0,0,0,0,0,0,0,19,17,37,9,3,6,0,0,0,35,18,55,26,26,49,302,227,526
POA6509,71,58,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,3,7,12,0,0,0,13,7,23,38,9,54,126,82,202
POA6510,785,721,1505,59,63,118,3,3,7,0,0,0,0,0,0,0,4,4,40,46,89,0,0,0,0,3,4,0,0,0,0,0,0,50,49,98,5,8,10,0,0,0,115,120,230,99,114,220,1002,953,1959
POA6511,210,180,396,8,6,18,0,0,0,0,0,0,0,0,0,0,0,0,18,10,28,0,0,0,0,0,0,0,0,0,0,0,0,16,14,28,14,3,15,0,0,0,38,19,56,36,30,74,292,237,524
POA6512,43,43,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,51,44,97
POA6513,100,82,182,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,0,0,0,0,0,0,7,6,13,15,7,23,121,95,219
POA6514,265,226,494,12,7,15,0,0,0,3,4,5,0,0,0,0,0,0,34,26,55,0,0,4,0,0,0,0,0,0,0,0,0,38,28,64,0,0,0,0,0,0,44,35,78,33,28,60,347,294,636
POA6515,138,97,237,9,15,17,0,0,3,0,0,0,0,0,0,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,0,3,0,0,0,0,19,21,40,5,8,15,160,121,286
POA6516,649,617,1263,67,69,134,0,0,0,0,3,0,4,3,6,3,3,9,82,79,159,0,0,0,0,0,0,0,0,0,0,0,0,86,84,175,3,4,9,3,3,4,160,160,318,83,88,173,887,868,1748
POA6517,156,134,285,10,9,16,0,0,0,0,0,0,0,0,6,0,0,0,9,6,18,0,0,0,0,0,0,0,0,0,0,0,0,12,11,19,7,4,15,0,0,0,29,26,52,28,28,53,212,178,393
POA6518,94,80,176,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,11,16,0,0,0,0,0,0,0,0,0,0,0,0,10,11,16,0,0,0,0,0,0,12,11,25,3,7,8,111,103,211
POA6519,244,215,460,17,14,30,0,0,0,0,0,0,0,0,0,0,0,0,13,26,36,0,0,0,0,0,0,0,0,0,0,0,0,16,23,40,3,3,5,0,0,0,29,47,79,22,24,45,298,286,583
POA6521,152,133,286,3,4,8,0,4,3,0,0,0,0,0,0,0,0,0,12,14,18,0,0,0,0,0,0,0,0,0,0,0,0,7,14,22,3,4,7,0,0,3,18,19,38,9,12,22,186,163,351
POA6522,203,158,356,13,10,27,0,0,0,0,0,0,3,0,3,0,0,0,6,11,18,0,0,0,0,0,0,0,0,0,0,0,0,7,11,21,0,0,0,0,0,0,22,20,40,30,22,50,255,196,454
POA6525,1420,1388,2806,106,124,233,0,0,3,4,3,4,0,0,3,0,0,0,93,91,187,0,0,0,0,0,0,0,0,0,0,0,0,100,94,197,0,3,6,0,3,5,218,230,443,151,142,298,1786,1754,3547
POA6528,151,162,319,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,12,32,0,0,0,0,0,0,0,0,0,0,0,0,20,12,32,0,0,0,0,0,0,18,13,33,21,28,52,200,207,405
POA6530,11794,12166,23956,755,826,1584,24,23,51,18,16,36,30,31,67,7,10,17,1310,1452,2765,4,5,10,15,16,27,0,0,0,3,0,3,1413,1550,2964,91,108,204,42,52,96,2308,2536,4842,1663,1583,3244,15762,16278,32048
POA6532,2370,2302,4676,135,148,286,7,6,15,3,0,3,13,11,27,0,3,6,296,347,647,0,0,0,3,3,6,0,0,0,0,0,0,327,379,702,5,12,17,14,0,11,478,541,1018,573,370,946,3427,3209,6637
POA6535,651,583,1230,29,36,62,3,3,5,0,0,0,0,0,0,0,0,0,48,51,93,0,0,0,0,0,0,0,0,0,0,0,0,55,55,102,3,0,3,0,0,0,87,90,172,98,76,170,831,753,1583
POA6536,585,574,1157,59,53,104,3,3,3,3,0,4,3,5,9,0,0,0,32,32,64,0,3,5,5,3,8,0,0,0,0,0,0,47,41,85,0,3,6,3,4,11,105,100,210,103,79,184,794,758,1546
POA6537,346,290,638,33,19,55,3,0,3,0,3,3,4,0,3,4,3,4,34,48,81,0,0,0,0,0,0,0,0,0,0,0,0,40,52,93,5,8,8,0,0,0,79,79,159,60,42,98,481,409,894
POA6556,867,817,1683,15,16,31,0,0,0,0,0,3,7,5,10,0,0,0,53,73,125,0,0,0,0,0,0,0,0,0,0,0,0,61,76,140,11,7,12,3,0,3,89,98,185,74,70,146,1035,986,2017
POA6558,309,313,624,7,6,19,0,0,0,0,3,4,3,0,6,0,0,0,22,22,43,0,0,0,3,3,5,0,0,0,0,0,0,26,25,57,0,3,4,0,0,0,42,34,76,1894,47,1940,2248,392,2643
POA6560,536,534,1068,21,34,47,0,0,0,0,0,0,0,0,0,0,0,0,42,59,100,0,0,0,0,0,0,0,0,0,0,0,0,41,59,104,0,0,0,0,3,3,61,99,159,52,56,110,648,688,1334
POA6562,537,508,1052,9,15,26,0,0,0,0,0,0,0,0,3,0,0,0,38,33,63,0,0,0,0,0,0,0,0,0,0,0,0,36,29,66,0,0,0,0,0,0,46,49,95,52,48,95,637,602,1242
POA6564,135,124,255,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,17,9,24,0,0,0,0,0,0,0,0,0,0,0,0,17,9,24,0,0,0,0,0,0,24,17,44,9,5,16,168,147,313
