region_id,Indonesia_2006,Indonesia_2007,Indonesia_2008,Indonesia_2009,Indonesia_2010,Indonesia_2011,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iraq_Before_1941,Iraq_1941_1950,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2005,Iraq_2006,Iraq_2007,Iraq_2008,Iraq_2009,Iraq_2010,Iraq_2011,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1941,Ireland_1941_1950,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2005,Ireland_2006,Ireland_2007,Ireland_2008,Ireland_2009,Ireland_2010,Ireland_2011,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1941,Italy_1941_1950,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2005,Italy_2006,Italy_2007,Italy_2008,Italy_2009,Italy_2010,Italy_2011,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1941,Japan_1941_1950,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2005,Japan_2006,Japan_2007,Japan_2008,Japan_2009,Japan_2010,Japan_2011,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1941,Korea_Rep_Sth_1941_1950,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2005,Korea_Republic_South_2006,Korea_Republic_South_2007,Korea_Republic_South_2008,Korea_Republic_South_2009,Korea_Republic_South_2010,Korea_Republic_South_2011,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1941,Lebanon_1941_1950,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2005,Lebanon_2006,Lebanon_2007,Lebanon_2008,Lebanon_2009,Lebanon_2010,Lebanon_2011,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1941,Malaysia_1941_1950,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2005,Malaysia_2006,Malaysia_2007,Malaysia_2008,Malaysia_2009,Malaysia_2010,Malaysia_2011,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1941,Malta_1941_1950,Malta_1951_1960,Malta_1961_1970,Malta_1971_1980,Malta_1981_1990,Malta_1991_2000,Malta_2001_2005,Malta_2006,Malta_2007,Malta_2008,Malta_2009,Malta_2010,Malta_2011,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1941,Netherlands_1941_1950,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2005,Netherlands_2006,Netherlands_2007,Netherlands_2008,Netherlands_2009,Netherlands_2010,Netherlands_2011,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1941,New_Zealand_1941_1950,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2005,New_Zealand_2006,New_Zealand_2007,New_Zealand_2008,New_Zealand_2009,New_Zealand_2010,New_Zealand_2011,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Philippines_Before_1941,Philippines_1941_1950,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2005,Philippines_2006,Philippines_2007,Philippines_2008,Philippines_2009,Philippines_2010,Philippines_2011,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1941,Poland_1941_1950,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2005,Poland_2006,Poland_2007,Poland_2008,Poland_2009,Poland_2010,Poland_2011,Poland_Yr_arrival_NS,Poland_Tot
POA6065,0,6,4,0,3,0,0,112,0,0,0,0,0,3,55,21,0,3,3,3,0,5,0,93,0,3,5,32,37,109,48,34,53,17,42,20,44,19,21,484,3,31,114,102,29,13,3,12,0,3,0,3,0,0,24,337,0,0,0,0,0,0,7,10,3,3,4,0,0,0,3,30,0,0,0,0,4,4,6,12,0,3,0,11,0,0,3,43,0,0,0,0,7,18,0,3,3,0,0,4,0,0,3,38,0,0,5,8,26,98,46,67,25,45,15,6,5,4,16,366,0,0,4,7,4,8,0,0,0,0,0,0,0,0,0,23,0,3,77,13,13,17,7,14,7,4,3,0,3,3,10,174,0,3,5,41,158,397,340,195,50,86,84,85,71,65,84,1664,0,0,0,0,13,70,85,42,19,40,52,23,27,22,12,405,0,3,0,3,10,111,46,7,0,0,3,4,0,3,4,194
POA6066,3,0,0,0,3,0,6,65,0,0,0,0,0,0,88,47,0,3,17,0,12,0,0,167,0,0,0,11,10,24,3,0,0,0,7,3,0,4,4,66,0,5,39,45,12,3,6,3,0,0,4,0,0,0,9,126,0,0,0,0,0,3,3,5,0,0,0,0,3,0,0,14,0,0,0,0,0,3,0,0,5,3,3,0,0,4,0,18,0,0,0,3,3,7,7,3,0,0,3,0,0,0,0,26,0,0,0,23,35,137,53,18,5,11,18,0,4,0,15,319,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,11,0,0,40,7,5,0,0,0,0,0,0,3,0,0,0,55,0,0,0,8,43,141,100,42,14,19,34,23,28,17,34,503,0,0,0,3,5,57,29,23,14,12,31,27,21,5,13,240,0,3,3,3,9,52,15,5,0,0,0,0,0,0,0,90
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,3,0,0,0,3,3,3,40,0,0,0,0,0,3,11,6,0,3,5,0,0,0,0,28,0,0,0,12,12,22,15,11,7,10,3,7,3,3,0,105,0,0,27,21,5,0,3,0,3,0,0,0,0,0,7,66,0,0,0,0,0,8,6,5,0,4,0,0,3,3,3,32,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,4,13,45,20,15,3,6,6,6,3,0,6,127,0,0,7,9,3,3,0,8,0,0,0,0,0,0,0,30,0,0,46,12,4,11,5,9,0,0,0,0,0,0,0,87,3,0,7,18,93,177,204,129,93,96,124,69,70,64,42,1189,0,0,0,0,4,17,28,7,11,16,13,26,6,6,4,138,0,3,0,3,0,42,17,5,3,0,0,0,0,0,0,73
POA6070,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,3,0,0,15,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,5,6,0,0,0,0,0,0,3,0,0,23,0,0,0,10,22,26,15,9,0,4,3,4,3,0,0,96,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,3,0,0,3,12,0,0,0,0,0,0,3,0,0,21
POA6071,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,11,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,19,5,6,5,0,4,0,0,0,0,0,0,0,39,0,0,3,5,15,21,9,0,0,0,3,0,0,0,0,56,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,9
POA6072,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,3,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,8,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,23,20,5,6,0,0,5,0,3,0,5,73,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
POA6074,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,3,13,3,0,3,3,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6076,0,0,3,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,30,46,19,9,5,7,0,0,10,5,0,177,15,41,137,91,7,3,9,0,0,0,0,3,0,0,16,322,0,0,0,0,3,3,3,3,3,3,0,0,3,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,11,0,4,5,26,24,22,13,3,0,0,0,0,0,0,3,100,0,0,3,4,0,3,0,0,0,0,0,0,0,0,5,15,0,22,65,5,12,28,9,12,0,0,0,0,0,0,3,156,0,3,4,35,94,132,99,26,19,18,12,20,27,18,31,538,0,0,0,0,4,8,10,4,0,0,10,0,0,0,3,39,0,4,0,5,7,8,4,0,0,0,0,0,0,0,3,31
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,14,0,0,19,13,0,0,3,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,9,9,8,0,0,0,0,0,0,0,10,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,3,9,5,0,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,8,3,3,0,0,0,0,0,0,0,0,3,31,0,0,4,5,26,45,26,3,0,3,6,4,0,0,8,130,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
POA6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,3,14,0,0,0,13,18,42,16,5,3,3,0,0,4,3,3,110,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,10,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,7,3,0,0,0,0,0,0,0,3,26,0,0,0,4,17,26,15,7,0,0,3,0,4,0,3,79,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6084,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,3,3,17,0,0,8,4,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,3,6,13,0,0,0,0,0,0,0,38,0,0,3,8,44,67,22,9,11,0,8,0,3,0,19,194,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,14,19,19,29,32,13,5,220,0,0,0,3,0,0,3,0,0,0,0,5,5,0,0,16,0,0,0,3,11,19,9,6,5,4,16,18,19,27,4,141,3,11,87,56,15,3,0,3,0,0,0,3,4,0,4,189,0,0,0,0,3,11,14,22,13,4,4,6,9,3,5,94,0,0,3,0,3,7,10,29,17,25,10,16,16,19,10,165,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,12,0,0,3,10,23,61,45,52,14,15,30,30,18,6,7,314,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,12,0,5,31,7,5,5,0,0,0,0,0,0,0,0,4,57,0,0,3,19,44,94,64,42,5,15,47,13,32,38,22,438,0,0,0,0,3,15,8,4,3,9,20,14,21,7,3,107,0,7,0,7,5,18,3,0,0,3,4,3,0,0,0,50
POA6101,12,17,19,29,28,11,9,228,0,0,0,0,0,0,8,8,0,3,3,28,3,0,3,56,0,0,6,12,8,20,9,9,7,9,14,21,11,15,5,146,3,12,74,68,13,3,0,3,0,3,0,0,3,0,17,199,0,0,0,0,0,6,6,15,4,4,3,3,5,0,3,49,0,0,0,0,0,6,14,24,15,14,14,5,11,13,7,123,0,0,0,0,3,3,0,3,0,0,0,3,0,0,0,12,0,0,0,6,22,60,28,60,19,20,32,32,29,9,6,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,3,3,3,3,3,0,3,0,0,0,0,3,54,0,3,0,15,58,88,74,39,24,22,25,19,22,33,25,447,0,0,0,4,4,9,13,9,16,12,26,7,22,15,5,142,0,7,4,3,3,10,3,3,0,3,3,0,0,6,3,48
POA6102,26,22,37,61,53,37,17,440,0,0,0,0,0,0,9,3,3,0,0,9,3,3,3,33,0,3,0,8,7,17,3,3,0,5,3,7,4,5,7,72,3,14,57,41,8,0,3,0,0,0,0,0,0,3,12,141,0,0,0,0,0,4,7,7,0,0,5,0,4,4,3,34,0,0,0,0,6,4,9,8,0,4,7,16,7,16,7,84,0,0,0,4,0,8,0,3,0,0,0,0,0,0,0,15,0,4,3,5,27,89,80,108,29,71,135,123,141,179,53,1047,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,41,3,3,0,3,3,0,0,0,0,0,0,3,59,0,0,3,4,23,36,39,27,8,17,22,13,19,13,19,243,0,0,0,0,3,12,21,11,10,20,27,14,20,37,6,181,0,9,0,0,0,21,4,0,0,0,0,0,4,0,4,42
POA6103,6,0,4,3,9,0,0,49,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,11,0,0,0,3,3,6,3,3,0,0,3,13,13,14,3,64,0,4,25,21,3,0,3,0,0,0,0,3,3,4,7,73,0,0,0,0,3,3,10,8,0,0,3,0,3,4,5,39,0,0,0,0,5,3,3,9,14,3,7,3,13,10,6,76,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,5,25,21,14,5,11,11,7,23,14,7,147,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,4,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,7,29,54,58,26,9,25,12,6,35,31,21,313,0,0,0,0,4,16,14,13,11,5,11,17,14,8,13,126,0,9,0,4,0,17,0,0,0,4,3,5,0,0,0,42
POA6104,4,8,17,3,3,3,3,89,0,0,0,0,0,3,10,5,0,0,0,0,0,0,0,18,0,4,8,17,11,11,3,3,0,3,3,18,20,15,9,125,0,9,46,33,5,3,0,4,0,0,0,3,0,0,10,113,0,0,0,0,0,0,4,6,3,7,6,0,0,3,3,32,0,0,0,0,0,3,3,4,4,3,0,3,3,0,3,26,0,0,0,0,7,6,7,0,0,0,0,0,0,0,0,20,0,0,0,10,16,36,30,27,7,3,11,11,6,0,3,160,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,9,0,3,22,11,3,4,3,3,0,0,3,3,0,0,0,55,0,0,0,18,49,105,74,66,23,31,55,30,41,31,38,561,0,0,0,0,9,27,10,10,4,28,37,41,16,32,18,232,0,9,5,4,3,22,4,3,0,0,0,0,0,0,7,57
POA6105,13,9,10,4,6,3,7,115,0,0,0,0,0,0,21,0,0,0,4,15,4,0,8,52,0,0,0,9,13,24,3,5,0,4,0,4,9,9,0,80,3,6,78,58,7,3,4,0,4,0,0,0,0,0,0,163,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,19,0,0,0,0,0,3,3,4,5,3,4,6,10,0,0,38,0,3,0,6,16,6,4,3,0,0,4,0,0,0,3,45,0,0,3,13,24,53,32,37,8,7,13,7,9,0,7,213,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,3,34,3,4,4,0,0,4,0,0,0,0,0,0,52,3,0,3,11,44,87,86,56,17,27,33,14,28,41,28,478,0,0,0,0,0,20,24,15,6,35,63,43,36,38,14,294,0,20,3,6,5,14,6,4,7,3,0,0,0,0,5,73
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,51,46,81,57,44,39,28,778,0,0,0,0,0,3,18,29,3,5,9,17,38,0,5,127,3,0,9,18,26,16,6,3,5,0,3,4,10,24,10,137,3,22,207,122,19,7,8,4,4,0,0,0,0,3,26,425,0,0,0,0,0,3,17,17,3,3,3,0,8,0,9,63,0,0,0,3,7,23,13,20,13,17,19,29,14,10,10,178,0,0,4,3,5,11,12,6,5,0,3,3,0,0,0,52,3,0,0,18,54,168,101,180,50,61,106,69,63,37,27,937,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,9,105,11,13,8,7,3,0,0,5,0,0,0,3,164,0,0,7,35,103,191,154,115,40,75,102,60,54,60,118,1114,0,0,0,0,11,97,63,72,72,138,145,88,75,42,25,828,0,13,0,6,14,33,19,3,4,0,11,3,3,0,0,109
POA6108,9,9,11,6,20,0,4,209,0,0,0,0,0,0,53,17,3,3,4,4,8,3,0,95,0,0,3,16,25,38,10,10,3,5,7,0,3,0,4,124,0,6,35,54,8,4,0,0,0,0,0,0,0,0,10,117,0,0,0,0,0,7,7,8,6,0,0,0,5,0,0,33,0,0,0,0,0,3,7,10,3,3,0,0,3,3,0,32,0,0,0,3,9,10,3,3,3,0,0,0,0,0,0,31,0,0,3,23,53,300,74,74,20,25,33,24,18,8,26,681,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,14,0,18,90,7,6,4,0,3,0,4,0,0,0,0,7,139,3,0,4,10,71,158,163,98,41,36,58,44,52,42,58,838,0,0,0,0,7,48,21,14,16,33,36,30,52,15,4,276,0,3,0,0,4,13,13,0,0,0,0,0,0,0,0,33
POA6109,0,7,0,6,0,5,5,72,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,28,0,0,3,21,3,9,6,0,0,0,0,0,5,3,0,50,0,5,70,50,9,4,0,0,0,0,0,0,0,0,7,145,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,9,0,0,0,0,0,3,4,3,0,0,0,0,0,0,4,14,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,10,0,0,5,5,10,28,13,14,7,3,8,0,0,4,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,6,3,0,0,0,0,0,0,0,0,0,0,48,0,0,4,7,38,56,66,36,18,24,22,11,16,17,28,343,0,0,0,0,3,18,30,19,7,28,27,33,24,11,10,210,0,3,0,3,3,12,3,3,0,3,0,0,0,0,3,33
