POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA6012,0,0,0,0,..,25,3,29,0,29,..,29,3,30,0,30,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,100,10,113,3,112,..,458,52,512,7,519,..,12,0,11,338,343,3195,472,54,522,344,4058,3685,..,..,..,..,3685,..,9,0,9,0,9,..,7,0,7,0,7,..,3,0,3,0,3,..,29,0,31,0,31,..,66,13,78,0,78,..,3,0,3,0,3,..,99,15,119,0,119,..,8,0,8,0,8,..,5,0,5,0,5,..,36,0,37,0,39,..,34,0,34,0,34,..,14,0,13,0,19,..,8,0,8,0,8,..,10,0,9,0,9,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,37,0,44,0,44,..,43,0,42,0,45,..,21,4,29,0,29,..,9,4,10
POA6014,0,12,0,12,..,51,0,47,0,53,..,51,3,52,0,52,..,26,0,23,0,23,..,9,0,10,0,10,..,3,0,3,0,3,..,34,4,37,0,37,..,363,37,403,4,411,..,1544,128,1674,13,1687,..,17,3,20,541,564,7824,1561,135,1693,557,10073,8087,..,..,..,..,8087,..,35,0,35,0,35,..,14,0,14,0,14,..,0,0,0,0,0,..,64,12,73,0,79,..,187,43,236,0,237,..,23,0,23,0,23,..,273,59,332,0,333,..,17,0,17,0,17,..,41,3,39,0,39,..,80,4,83,0,83,..,57,0,57,0,57,..,61,9,68,0,69,..,19,8,26,0,26,..,77,5,86,0,86,..,33,0,32,0,32,..,18,0,18,0,18,..,18,0,18,0,18,..,91,7,99,0,99,..,247,28,277,0,277,..,117,7,119,0,120,..,53,14,68,0,68,..,23,4,27
POA6015,0,3,0,3,..,17,0,17,0,17,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,32,4,34,0,34,..,352,20,366,4,375,..,0,0,0,137,136,2720,355,20,373,143,3234,2746,..,..,..,..,2746,..,13,0,13,0,13,..,8,0,8,0,8,..,0,0,0,0,0,..,17,4,18,0,18,..,46,9,50,0,50,..,14,0,14,0,14,..,73,9,86,0,86,..,6,0,6,0,6,..,23,0,23,0,24,..,27,0,29,0,29,..,39,0,39,3,41,..,45,0,46,0,46,..,0,0,0,0,0,..,14,0,14,0,14,..,4,0,4,0,4,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,27,0,24,0,24,..,48,4,47,0,47,..,8,4,13,0,13,..,0,0,0
POA6016,0,5,0,5,..,30,0,31,0,31,..,40,3,45,0,45,..,0,0,0,0,0,..,5,0,9,0,9,..,0,0,0,0,0,..,20,9,24,0,24,..,182,15,194,5,203,..,986,115,1102,11,1110,..,20,0,19,266,288,3473,1005,118,1123,280,4868,3593,..,..,..,..,3593,..,3,0,3,0,3,..,24,0,26,0,26,..,0,0,0,0,0,..,37,9,50,0,50,..,74,18,94,0,94,..,8,0,8,0,8,..,119,34,151,0,151,..,13,0,13,0,13,..,7,0,7,0,7,..,29,0,29,0,26,..,21,0,24,0,24,..,50,11,58,0,61,..,3,3,3,0,3,..,44,7,52,0,47,..,13,3,18,0,18,..,11,0,11,0,11,..,0,0,4,0,4,..,133,22,159,0,159,..,203,35,241,0,239,..,184,20,206,0,206,..,15,4,17,0,17,..,16,0,18
POA6017,0,8,0,8,..,33,3,33,0,33,..,17,0,18,0,18,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,18,8,22,0,22,..,124,19,143,9,147,..,685,103,790,9,803,..,7,0,4,166,169,1123,688,104,799,177,2094,1091,..,..,..,..,1091,..,5,0,5,0,5,..,19,10,25,0,26,..,0,0,0,0,0,..,26,8,32,0,32,..,40,21,61,4,67,..,3,0,3,0,3,..,72,33,99,4,101,..,10,0,12,0,12,..,3,0,3,0,3,..,5,0,5,0,5,..,5,0,5,0,5,..,4,0,11,0,11,..,0,0,0,0,0,..,56,4,66,0,64,..,17,0,24,0,19,..,3,0,3,0,3,..,9,0,9,0,9,..,83,16,96,0,96,..,173,23,201,3,201,..,69,22,88,0,93,..,13,0,13,0,13,..,3,6,10
POA6018,0,17,0,17,..,76,8,82,0,82,..,83,3,82,0,82,..,35,0,37,0,37,..,17,3,21,0,21,..,10,0,10,0,10,..,57,13,69,0,69,..,319,44,364,6,374,..,2434,281,2716,26,2736,..,52,4,57,992,1050,14242,2490,281,2767,1016,18033,15455,..,..,..,..,15455,..,82,0,81,0,81,..,38,3,46,0,44,..,14,0,14,0,14,..,174,43,215,3,217,..,432,106,541,0,538,..,46,6,50,0,50,..,651,155,806,3,812,..,38,3,47,0,43,..,43,0,43,0,44,..,117,3,119,0,122,..,115,4,123,5,125,..,85,10,95,0,95,..,11,0,6,0,6,..,43,0,42,3,45,..,21,3,26,0,26,..,23,0,27,0,27,..,24,0,21,0,27,..,122,15,132,0,132,..,248,21,265,5,268,..,297,38,340,7,344,..,114,32,143,0,143,..,29,3,38
POA6019,0,5,0,5,..,37,0,37,0,37,..,66,5,77,0,77,..,5,0,5,0,5,..,10,0,11,0,11,..,3,0,3,0,3,..,18,3,17,0,17,..,314,39,356,3,359,..,1196,95,1291,12,1303,..,23,4,24,749,771,8837,1215,94,1315,758,10907,8675,..,..,..,..,8675,..,61,0,59,0,59,..,22,0,22,3,28,..,0,0,0,0,0,..,39,9,49,0,49,..,95,21,113,0,113,..,16,0,18,0,19,..,149,24,181,0,181,..,9,0,9,0,9,..,27,0,27,0,27,..,74,5,74,0,74,..,86,3,91,0,91,..,45,0,49,0,49,..,4,0,4,0,4,..,15,0,15,0,15,..,6,0,6,0,6,..,6,0,10,0,10,..,3,0,3,0,3,..,33,6,33,0,34,..,70,7,76,0,74,..,126,8,133,0,134,..,57,4,57,0,57,..,8,0,15
POA6020,0,0,0,0,..,18,0,19,0,19,..,30,4,36,0,36,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,16,4,24,0,26,..,97,18,113,0,113,..,776,67,838,3,841,..,28,0,25,409,435,8929,796,65,866,411,10209,9162,..,..,..,..,9162,..,53,0,53,0,53,..,15,0,17,0,17,..,0,0,0,0,0,..,52,3,52,0,52,..,66,13,74,3,77,..,7,0,6,0,6,..,121,17,134,3,139,..,20,3,20,0,24,..,33,0,36,0,33,..,44,3,48,0,48,..,55,3,62,0,63,..,34,0,37,0,37,..,3,0,3,0,3,..,10,0,10,0,10,..,7,0,7,0,7,..,4,0,4,0,4,..,4,0,4,0,4,..,20,0,20,0,20,..,43,0,43,0,43,..,140,6,147,0,149,..,26,3,30,0,30,..,4,0,4
POA6021,3,10,0,12,..,79,4,88,0,87,..,53,9,63,0,61,..,14,0,14,0,14,..,13,0,11,0,11,..,8,0,13,0,13,..,133,26,154,4,157,..,297,53,349,8,357,..,2954,411,3367,40,3406,..,27,3,27,551,581,5792,2983,414,3392,595,9780,5947,..,..,..,..,5947,..,25,0,25,0,25,..,48,11,59,0,63,..,0,0,0,0,0,..,138,42,181,0,179,..,224,68,296,0,296,..,21,7,24,0,24,..,388,117,501,0,505,..,152,12,162,0,164,..,17,0,14,0,14,..,42,0,40,0,40,..,25,3,21,0,22,..,110,24,136,0,136,..,8,5,9,0,9,..,66,0,72,0,72,..,59,7,64,0,64,..,14,0,14,0,14,..,24,3,23,0,23,..,152,18,174,0,174,..,325,28,353,0,353,..,773,132,906,11,913,..,49,12,55,0,55,..,17,0,18
POA6022,0,0,0,0,..,17,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,8,0,11,..,3,0,3,0,3,..,23,3,22,0,28,..,34,3,41,3,38,..,296,36,332,9,339,..,4,0,4,92,95,2070,303,36,334,98,2496,2029,..,..,..,..,2029,..,9,0,9,0,9,..,5,4,12,0,12,..,0,0,0,0,0,..,21,10,28,0,28,..,27,7,31,0,29,..,3,0,3,0,3,..,44,10,60,0,63,..,3,0,4,0,9,..,5,0,5,0,5,..,16,0,16,0,16,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,7,0,9,..,21,3,26,0,25,..,42,7,43,0,47,..,6,0,6,0,6,..,3,0,4
POA6023,0,13,0,13,..,26,0,25,0,25,..,34,3,39,0,37,..,9,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,15,0,15,0,15,..,71,17,82,0,82,..,654,65,720,8,723,..,17,0,20,244,262,6572,675,60,737,248,7558,6599,..,..,..,..,6599,..,82,0,82,0,83,..,3,0,4,0,4,..,0,0,0,0,0,..,23,8,39,0,37,..,60,24,88,0,90,..,12,0,12,0,12,..,103,37,139,3,138,..,9,0,9,0,9,..,15,0,15,0,15,..,32,3,36,0,36,..,62,0,62,0,62,..,26,0,28,0,28,..,6,0,9,0,9,..,14,3,16,0,16,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,31,3,31,0,31,..,54,7,67,0,67,..,79,8,78,0,78,..,20,0,18,0,19,..,3,3,6
POA6024,0,8,0,8,..,35,0,35,0,35,..,32,3,37,0,37,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,19,8,29,0,27,..,97,11,112,0,113,..,655,81,741,8,745,..,6,0,7,247,259,5660,661,85,751,255,6669,5607,..,..,..,..,5607,..,28,0,28,0,28,..,20,0,19,0,24,..,4,0,4,0,4,..,28,14,37,0,39,..,82,28,103,0,102,..,7,0,7,0,7,..,113,37,148,3,152,..,16,3,18,3,20,..,19,0,19,0,19,..,29,3,33,0,33,..,35,3,39,0,39,..,19,0,19,0,19,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,21,3,26,0,26,..,38,3,41,0,41,..,52,9,63,3,61,..,17,3,21,0,21,..,3,0,3
POA6025,3,34,0,34,..,83,4,88,0,88,..,42,3,44,0,49,..,3,0,3,0,3,..,17,3,18,0,18,..,3,0,3,0,3,..,47,4,55,0,55,..,198,31,223,0,231,..,1293,117,1408,11,1418,..,33,0,37,633,662,12860,1324,117,1443,639,14949,12839,..,..,..,..,12839,..,111,0,109,0,112,..,35,8,46,0,46,..,4,0,4,0,7,..,59,14,77,0,77,..,77,19,93,0,94,..,10,0,8,0,8,..,147,32,187,0,188,..,21,4,27,0,27,..,37,3,38,0,38,..,60,0,57,0,64,..,124,6,126,0,126,..,31,0,36,0,38,..,0,0,0,0,0,..,23,3,24,0,24,..,23,0,25,0,25,..,3,0,3,0,3,..,7,0,10,0,10,..,46,3,50,0,50,..,104,3,105,0,105,..,111,0,112,0,112,..,43,6,51,0,53,..,7,0,7
POA6026,0,9,0,9,..,34,0,36,0,36,..,22,0,20,0,20,..,9,0,9,0,9,..,19,0,19,0,19,..,0,0,0,0,0,..,17,3,17,0,17,..,102,23,124,4,127,..,878,76,957,5,964,..,19,0,20,330,349,9594,906,82,981,331,10906,9978,..,..,..,..,9978,..,108,3,111,0,111,..,4,0,4,0,4,..,4,0,4,0,4,..,41,14,57,0,57,..,70,19,89,0,89,..,18,3,17,0,17,..,131,35,160,0,160,..,12,0,16,0,16,..,31,0,31,0,33,..,51,0,51,0,51,..,64,3,61,0,61,..,27,0,24,0,24,..,3,0,3,0,3,..,13,0,16,0,12,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,54,0,52,0,52,..,77,5,77,0,81,..,83,11,92,0,94,..,32,0,31,0,31,..,5,6,10
POA6027,0,26,0,26,..,106,3,113,0,114,..,68,5,80,0,80,..,16,0,16,0,16,..,32,3,31,0,31,..,8,0,8,0,8,..,33,10,42,0,47,..,380,43,424,8,430,..,2179,214,2393,19,2411,..,47,4,52,964,1018,17327,2222,224,2449,985,20759,17336,..,..,..,..,17336,..,210,8,216,3,219,..,98,15,118,0,115,..,3,0,3,0,3,..,89,23,108,0,108,..,192,66,265,3,266,..,11,0,13,0,13,..,293,87,381,4,386,..,14,3,18,0,18,..,61,3,62,0,62,..,113,9,118,0,116,..,136,3,140,0,141,..,37,3,42,0,42,..,15,0,20,0,20,..,31,7,34,0,34,..,25,8,31,0,31,..,12,0,13,0,13,..,5,0,5,0,5,..,42,5,46,0,50,..,136,17,154,0,154,..,132,10,145,0,148,..,38,4,43,0,43,..,17,7,26
POA6028,0,25,0,25,..,71,0,77,0,77,..,38,0,40,0,40,..,8,0,8,0,8,..,8,0,8,0,8,..,0,0,0,0,0,..,16,6,25,0,25,..,123,21,142,4,145,..,1162,88,1250,9,1251,..,24,0,24,375,396,9488,1180,89,1268,380,11145,9563,..,..,..,..,9563,..,329,4,331,0,331,..,52,12,62,0,65,..,3,0,3,0,3,..,42,6,48,0,48,..,74,25,102,0,105,..,15,0,16,0,16,..,127,39,162,0,170,..,13,0,13,0,13,..,22,0,22,0,22,..,35,0,35,0,35,..,34,0,30,0,30,..,4,3,6,0,6,..,0,0,0,0,0,..,20,5,19,0,19,..,25,0,25,0,25,..,0,0,0,0,0,..,5,3,4,0,4,..,60,0,61,0,61,..,107,5,109,0,109,..,44,0,44,3,48,..,24,0,27,0,27,..,9,0,9
POA6029,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,0,22,..,86,4,90,0,91,..,3,0,3,57,55,1217,95,4,93,59,1369,1249,..,..,..,..,1249,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,20,0,20,..,0,0,0,0,0,..,8,0,8,4,9,..,8,0,8,0,8,..,14,0,14,0,14,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,3,0,3,0,3,..,0,0,0
POA6030,0,33,0,33,..,196,3,200,0,200,..,98,13,106,0,106,..,16,0,16,0,16,..,23,0,26,3,26,..,0,0,0,0,3,..,52,24,71,0,71,..,499,78,581,16,600,..,2329,242,2570,29,2600,..,66,4,69,1132,1200,15610,2394,246,2642,1158,19416,15841,..,..,..,..,15841,..,497,0,502,0,500,..,104,21,126,0,128,..,10,0,10,0,10,..,43,15,55,3,56,..,155,36,188,0,190,..,14,0,14,0,14,..,211,50,258,4,259,..,22,0,23,0,23,..,28,0,28,0,28,..,65,3,65,0,67,..,71,0,75,0,75,..,13,3,23,0,23,..,15,3,20,0,19,..,58,9,60,0,60,..,75,12,91,0,91,..,6,0,6,0,6,..,14,3,16,0,16,..,40,5,45,0,47,..,207,33,232,3,235,..,73,3,80,0,80,..,36,0,41,0,41,..,20,11,27
POA6031,0,19,0,19,..,170,6,177,3,177,..,29,0,29,0,29,..,19,0,19,0,19,..,3,3,12,0,12,..,0,0,0,0,0,..,28,12,36,0,36,..,348,48,392,9,401,..,1178,125,1306,14,1321,..,14,0,17,415,431,6399,1198,126,1321,427,8155,6602,..,..,..,..,6602,..,121,0,118,0,123,..,52,9,57,4,60,..,3,0,3,0,3,..,24,5,29,0,29,..,54,12,67,0,67,..,3,0,7,0,7,..,83,17,102,0,102,..,7,0,5,0,5,..,3,0,3,0,3,..,11,3,15,0,15,..,15,0,15,0,20,..,4,0,4,0,4,..,4,0,5,0,5,..,60,12,64,0,64,..,56,11,65,0,65,..,12,0,12,0,12,..,16,3,21,0,21,..,71,7,79,4,81,..,217,37,248,4,250,..,25,0,25,0,25,..,20,0,17,0,17,..,3,0,3
POA6032,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,12,12,84,6,0,7,12,100,72,..,..,..,..,72,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA6033,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,11,21,0,21,..,0,0,0,0,0,..,21,16,39,0,39,..,0,0,0,21,26,177,24,16,42,21,246,146,..,..,..,..,146,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0
POA6034,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,13,0,16,..,63,3,66,0,66,..,0,0,0,67,70,692,65,3,68,73,827,720,..,..,..,..,720,..,18,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0
POA6035,0,0,0,0,..,7,0,7,0,7,..,11,4,12,0,12,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,43,8,51,3,58,..,251,25,275,3,274,..,21,0,21,372,392,3690,272,25,293,375,4364,3803,..,..,..,..,3803,..,79,3,83,0,83,..,3,3,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,16,7,21,3,22,..,0,0,0,0,0,..,22,3,29,3,28,..,0,0,0,0,0,..,11,0,11,3,11,..,6,0,6,0,6,..,36,3,35,0,35,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,13,0,13,..,7,0,10,0,10,..,11,0,11,0,11,..,3,0,4
POA6036,0,9,0,9,..,69,4,75,5,83,..,28,3,31,0,31,..,10,0,10,0,10,..,18,0,18,0,18,..,0,0,3,0,3,..,7,3,7,0,7,..,226,28,248,5,255,..,846,75,926,11,931,..,16,4,19,629,652,6114,866,80,942,644,7696,6380,..,..,..,..,6380,..,181,8,190,0,188,..,50,10,62,0,65,..,3,0,3,0,3,..,14,7,24,0,24,..,41,9,42,3,49,..,0,0,0,0,0,..,51,8,63,3,67,..,4,0,4,0,4,..,13,0,13,0,13,..,23,0,23,0,21,..,24,0,24,0,24,..,6,0,6,0,6,..,12,0,12,0,12,..,12,0,12,0,12,..,14,0,16,0,16,..,0,0,0,0,0,..,5,0,7,0,7,..,18,0,20,0,20,..,63,3,64,0,64,..,21,0,20,0,20,..,19,3,17,0,17,..,3,0,3
POA6037,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,20,..,54,3,59,0,60,..,3,0,3,134,143,1332,60,3,63,137,1533,1255,..,..,..,..,1255,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,4,11,0,11,..,0,0,0,0,0,..,8,4,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0
