POA_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
POA6228,93,81,176,8,3,9,15,13,27,3,7,16,3,0,3,6,7,16,17,19,39,12,5,18,12,12,24,12,10,20,3,3,4,0,0,0,85,83,166,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,77,58,133,11,13,22,81,67,152,0,3,8,83,70,149,3,0,3,15,11,23,3,10,9,0,0,0,0,4,4,18,21,35,7,11,15,33,23,59,9,3,8,0,0,4,0,0,0,80,76,150,7,7,14
POA6229,110,85,193,3,4,12,4,3,8,8,0,9,7,4,9,8,7,16,8,8,24,26,7,35,18,15,35,17,10,31,4,13,15,0,0,0,104,71,171,9,12,21,0,0,0,0,0,0,0,0,0,3,0,3,66,58,123,29,21,42,92,68,158,9,4,12,83,64,152,0,4,4,4,3,8,3,0,3,0,0,0,0,0,0,23,22,49,10,3,14,35,22,62,6,6,17,6,6,16,0,0,0,92,70,157,14,6,23
POA6230,21129,22007,43134,1399,1308,2707,2932,2847,5782,1449,1364,2813,1233,1173,2411,2707,2801,5509,2834,2888,5724,2945,3098,6039,2563,2762,5323,1877,2025,3903,879,1130,2009,313,606,921,19493,20776,40275,1634,1229,2862,673,699,1364,11,10,28,16,16,34,705,723,1426,14999,15485,30487,4506,4905,9416,17351,18411,35762,1947,2175,4128,17340,18410,35752,252,249,499,2675,2596,5271,944,949,1893,143,235,378,333,779,1121,6347,7619,13959,1971,2094,4065,4880,4844,9724,1061,976,2032,638,725,1365,61,65,120,18426,19872,38296,2043,1786,3833
POA6232,5345,5537,10886,452,423,876,752,744,1496,349,343,692,334,323,655,759,808,1572,698,713,1406,659,686,1349,556,597,1158,435,427,865,252,319,571,99,152,247,4891,5254,10145,459,284,744,105,114,217,0,3,10,0,7,11,106,125,232,4037,4209,8247,927,980,1905,4671,4863,9529,321,348,674,4514,4728,9239,102,73,176,676,692,1370,231,233,458,32,51,79,60,211,267,1383,1706,3093,582,577,1163,1331,1280,2610,286,244,533,162,135,297,11,8,26,4722,5050,9771,325,365,693
POA6233,9350,9495,18844,746,669,1415,1557,1476,3037,665,598,1260,452,406,858,1107,1273,2374,1259,1336,2593,1289,1316,2603,1098,1196,2289,794,808,1597,314,325,641,66,99,166,8554,9017,17574,795,478,1272,163,205,366,3,3,4,0,3,9,166,207,371,6883,6959,13840,1767,1892,3664,8240,8388,16628,446,528,973,7930,8042,15975,142,125,266,1433,1367,2801,419,400,822,49,70,125,127,346,476,2527,3175,5702,1000,984,1984,2250,2061,4306,429,352,785,198,170,373,19,17,33,8296,8733,17030,478,515,992
POA6236,1040,1020,2052,50,39,89,144,156,295,92,74,162,49,39,88,67,77,140,108,109,219,185,194,378,178,193,370,116,87,207,44,43,87,12,7,18,938,968,1904,99,53,152,6,8,13,0,0,0,0,0,0,6,8,13,805,808,1608,146,138,284,952,947,1898,23,15,39,928,924,1856,7,3,4,129,148,278,57,55,114,4,11,10,4,32,39,316,398,714,94,101,196,279,207,487,58,37,90,31,17,48,0,0,3,932,950,1882,69,68,138
POA6237,1225,1258,2482,60,75,140,173,184,359,83,93,172,34,32,73,101,115,211,148,159,311,184,203,385,232,229,460,146,117,268,42,42,77,16,15,30,1120,1184,2300,108,72,182,13,17,31,3,0,0,0,0,0,16,22,39,969,1001,1971,181,182,360,1120,1146,2268,38,47,80,1107,1129,2231,15,14,25,163,163,327,65,66,128,3,7,11,15,38,52,323,434,760,114,140,254,360,274,632,75,53,132,30,22,52,0,3,0,1120,1181,2303,33,57,89
POA6239,2164,2240,4408,135,121,256,286,303,594,133,105,235,78,82,162,193,218,415,249,269,518,296,324,624,335,356,695,289,258,545,123,143,263,31,54,91,1959,2083,4043,200,160,360,38,36,75,0,0,0,0,3,8,40,44,86,1596,1639,3229,349,382,731,1887,1941,3826,94,108,203,1845,1905,3749,30,18,54,245,270,519,82,74,161,9,11,25,23,48,72,534,713,1253,173,208,382,595,509,1098,126,78,204,85,55,137,10,10,15,1858,1938,3793,175,216,391
POA6240,55,61,116,0,3,4,3,0,8,3,4,7,0,3,7,4,3,4,5,5,14,10,8,24,19,12,37,11,12,20,6,3,3,0,0,0,55,57,110,0,7,6,0,0,3,0,0,0,0,0,0,0,0,3,45,50,86,15,10,19,56,55,109,0,0,0,53,53,103,0,0,0,3,0,8,0,4,3,0,0,0,3,0,0,18,27,45,7,3,9,18,22,40,0,3,3,0,3,5,0,0,0,54,52,106,3,8,12
POA6243,33,27,56,3,0,4,3,5,7,6,0,6,0,0,0,0,0,4,0,3,5,6,4,10,3,4,11,10,0,8,3,3,3,0,0,0,34,28,58,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,22,48,0,3,4,33,27,57,0,0,0,28,27,59,0,0,3,3,3,3,0,0,4,0,0,0,0,0,0,7,4,17,4,0,3,10,8,19,6,0,7,0,0,0,0,0,0,33,25,54,3,3,9
POA6244,721,734,1457,44,38,82,93,100,193,23,22,46,13,19,30,39,65,103,94,84,182,113,104,217,130,111,245,104,114,220,51,46,101,16,26,37,646,681,1330,78,50,127,6,13,14,0,0,0,0,0,0,6,13,14,561,569,1122,99,107,202,656,659,1316,18,21,34,640,641,1281,6,11,18,85,94,178,18,16,31,0,3,3,4,17,21,202,252,455,54,61,113,188,171,357,48,27,75,33,22,50,3,0,3,639,645,1278,50,62,114
POA6251,205,177,385,9,7,22,25,22,43,16,10,20,6,3,8,25,14,40,19,31,46,32,30,64,34,35,68,31,14,48,3,3,7,3,3,7,194,172,375,7,4,14,0,0,3,0,0,0,0,0,0,0,0,3,142,118,261,33,34,67,169,144,314,8,7,19,172,142,313,0,3,3,22,21,36,7,4,13,0,0,0,3,8,12,50,42,94,11,10,22,68,52,117,9,7,20,7,0,13,0,0,5,176,158,336,30,20,50
POA6252,74,73,152,3,3,5,8,12,18,8,3,9,0,3,7,4,4,9,9,5,12,16,20,36,15,13,32,15,9,22,6,5,10,0,0,0,72,66,137,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,57,52,108,13,12,27,62,65,132,8,0,10,65,64,128,0,0,0,8,12,18,3,3,7,0,0,0,0,0,0,17,29,45,3,6,12,20,13,36,7,3,10,7,0,9,0,0,0,63,66,130,16,9,17
POA6253,290,320,618,12,17,27,30,22,48,13,11,26,4,3,14,21,21,45,28,25,52,30,38,70,62,89,155,66,72,135,18,14,35,3,8,9,268,298,565,30,19,51,8,9,11,0,0,0,0,0,0,8,9,11,190,205,395,73,82,155,261,275,539,9,13,28,246,271,519,0,0,0,24,23,44,13,11,21,3,0,3,0,11,15,112,135,247,29,29,67,64,74,141,12,10,22,9,7,16,0,0,0,258,287,541,29,33,65
POA6254,247,250,502,10,10,23,30,43,68,23,22,43,8,6,12,20,26,43,22,19,37,36,37,75,44,44,82,34,39,70,17,20,36,6,4,7,237,242,476,12,9,23,11,3,10,0,0,0,0,0,0,11,3,10,187,166,355,44,59,100,225,220,453,3,8,16,223,219,439,0,0,4,28,37,68,9,6,17,3,0,3,3,6,9,54,69,125,31,29,57,71,68,132,19,10,28,14,9,19,0,0,0,232,235,470,19,20,36
POA6255,1892,2022,3916,85,86,175,249,257,505,109,97,205,47,61,110,125,127,252,192,246,435,273,308,580,319,371,691,341,297,641,132,121,248,26,54,80,1727,1905,3633,168,117,284,22,32,50,0,0,0,0,0,0,25,32,52,1261,1385,2642,465,458,923,1685,1802,3487,63,71,132,1617,1746,3361,28,18,47,212,240,449,69,65,129,3,11,14,12,48,66,573,711,1282,164,190,354,494,459,958,95,88,183,60,50,110,4,5,8,1664,1813,3478,178,173,352
POA6256,199,180,381,7,8,15,29,23,56,13,8,22,8,4,14,16,9,22,23,31,56,28,36,62,44,28,72,19,31,47,20,4,22,0,3,3,191,172,362,16,8,19,0,0,0,0,0,0,0,0,0,0,0,0,164,137,298,24,26,47,183,155,339,0,11,9,182,159,335,3,4,4,23,23,44,9,5,14,0,0,0,0,6,9,69,77,148,15,12,34,38,38,75,6,6,20,5,0,12,0,0,0,184,167,345,12,12,28
POA6258,3263,3305,6568,188,194,380,457,440,898,237,206,438,173,158,337,333,328,662,338,382,721,461,506,967,494,472,969,351,317,673,177,213,393,53,93,141,3036,3075,6114,226,227,452,128,107,237,3,11,17,0,0,0,133,120,253,2517,2480,5001,430,458,885,2831,2819,5646,175,192,368,2864,2863,5732,44,37,77,409,391,799,144,131,274,11,23,36,28,62,91,820,1012,1833,316,384,693,818,671,1491,230,156,383,141,128,265,25,17,41,2922,2932,5851,301,313,615
POA6260,758,677,1431,37,28,68,99,94,195,56,35,95,29,18,47,51,64,120,94,78,174,124,108,225,114,100,217,97,90,184,41,31,71,20,18,37,684,634,1317,72,37,113,12,13,22,0,0,0,0,0,0,12,13,21,528,474,1003,132,130,266,635,570,1206,42,47,91,627,557,1177,3,12,15,94,82,172,36,25,60,3,3,3,12,25,31,229,219,443,66,64,121,161,148,310,44,22,63,27,17,47,6,4,9,633,592,1225,180,146,324
POA6262,385,360,744,14,13,34,40,51,97,20,8,27,13,6,19,18,22,38,38,40,78,62,67,129,70,67,140,71,57,121,24,22,47,10,5,15,343,331,676,38,24,63,4,0,5,0,0,0,0,0,0,4,0,5,277,249,529,66,69,130,338,311,645,7,17,27,328,311,644,0,3,3,40,45,84,15,3,23,0,3,4,0,6,10,103,128,235,20,27,49,108,76,180,32,17,48,16,11,30,0,0,0,325,317,644,45,30,76
POA6271,1623,1686,3314,114,98,212,245,241,486,105,89,197,64,77,142,154,196,351,203,224,427,249,267,520,201,220,421,206,173,382,62,86,146,19,8,31,1482,1590,3069,147,101,242,25,36,62,0,0,4,0,3,3,31,41,69,1242,1270,2510,239,278,511,1452,1522,2973,42,42,90,1412,1463,2877,29,23,46,220,215,440,72,71,139,5,24,28,26,63,88,388,571,955,181,160,346,430,383,812,85,73,160,41,30,79,0,0,4,1413,1510,2925,115,125,233
POA6275,700,649,1347,29,28,54,88,66,152,20,23,41,25,17,38,37,47,92,69,59,133,102,111,212,139,138,276,138,106,252,45,37,75,3,9,18,634,584,1217,62,62,123,12,10,21,0,0,0,0,0,0,12,10,21,486,442,935,135,138,270,626,565,1195,10,21,30,608,546,1157,3,0,0,73,57,129,9,18,23,0,0,3,0,22,19,207,239,446,56,58,110,187,150,336,36,22,65,24,10,34,3,0,3,593,557,1150,87,83,171
POA6280,13592,14569,28166,836,772,1607,2024,1939,3969,891,862,1751,608,613,1225,1319,1421,2740,1683,1887,3572,1803,1984,3781,1713,1954,3669,1630,1677,3301,807,981,1786,291,481,768,12237,13530,25761,1357,1043,2399,242,271,518,8,4,18,3,0,3,257,281,535,10184,10841,21028,2350,2660,5015,12041,12892,24936,567,696,1269,11736,12576,24313,166,154,325,1847,1761,3613,612,598,1208,66,110,174,173,474,640,4059,4966,9033,1289,1477,2765,3123,3185,6307,698,647,1342,428,385,808,58,21,81,11813,12934,24744,1301,1528,2823
POA6281,3631,3569,7203,305,261,569,546,522,1073,170,137,307,102,101,205,430,484,918,578,623,1202,494,435,936,408,420,831,392,404,789,164,137,297,41,34,74,3167,3273,6446,466,294,762,37,24,60,0,0,0,0,0,0,37,27,62,2626,2605,5225,713,713,1427,3168,3119,6289,173,205,383,3071,3042,6113,58,57,116,500,481,984,119,108,224,8,25,33,48,135,185,1423,1619,3040,302,291,597,612,526,1139,109,85,194,51,37,87,4,3,7,3035,3147,6184,324,330,660
POA6282,675,659,1330,37,32,72,95,101,195,37,31,67,7,23,28,49,60,112,81,96,182,120,123,244,119,110,233,87,72,155,22,20,41,3,3,7,574,589,1162,96,68,164,0,3,6,0,0,0,0,0,0,0,3,6,494,481,976,124,125,245,601,569,1172,24,39,60,590,576,1170,10,4,18,88,82,174,35,23,55,3,7,7,3,21,29,287,326,618,62,45,109,123,94,218,16,5,28,7,10,19,0,0,0,553,562,1118,101,106,206
POA6284,1148,1102,2249,101,102,202,214,186,399,56,45,100,21,20,37,123,132,252,221,243,459,164,125,289,129,135,259,76,69,148,38,31,71,8,11,21,1016,1029,2050,126,75,203,7,13,19,0,0,0,0,0,0,7,13,19,838,781,1614,175,196,364,993,942,1943,21,51,80,941,903,1846,15,21,32,183,161,344,37,28,70,3,3,9,17,42,55,365,476,841,110,73,184,200,131,336,38,22,61,12,18,26,0,0,0,939,955,1896,126,113,242
POA6285,4567,4608,9177,372,334,710,758,657,1414,249,237,489,151,159,316,586,703,1287,790,811,1597,630,622,1249,543,580,1124,320,304,626,125,141,268,41,67,104,4089,4285,8372,474,324,800,76,67,139,0,5,5,0,0,0,78,65,146,3163,3127,6282,968,1096,2063,3802,3876,7682,374,400,777,3748,3770,7515,73,63,135,653,579,1233,168,148,319,25,26,47,89,207,290,1772,2141,3910,378,345,724,747,624,1366,127,119,250,48,49,98,8,7,12,3892,4112,8009,603,596,1200
POA6286,316,284,603,21,9,32,30,22,56,12,15,24,13,18,27,26,36,66,48,31,82,56,38,94,52,55,114,45,31,72,11,13,27,3,6,11,283,260,543,28,25,56,4,6,10,0,0,0,0,0,0,4,6,10,224,193,418,57,68,128,286,252,540,10,15,19,271,246,517,3,3,8,25,26,50,4,5,17,0,0,0,9,6,16,132,150,288,17,17,39,71,40,110,12,7,19,0,10,13,0,0,0,271,251,520,42,36,78
POA6288,276,279,555,14,19,33,33,57,90,17,11,29,11,3,12,19,25,37,46,34,82,48,50,94,46,46,85,32,28,58,10,9,15,3,6,9,255,252,506,21,23,46,0,0,3,0,0,0,0,0,0,0,0,3,191,191,378,57,52,112,228,227,459,25,21,42,223,219,437,3,6,10,36,51,84,7,11,18,3,0,3,0,6,8,93,97,193,23,22,43,59,49,106,13,10,22,14,3,17,4,0,4,236,236,479,35,32,73
POA6290,817,860,1680,21,30,52,56,55,110,44,24,72,16,28,43,53,47,103,65,58,119,110,122,236,158,172,329,172,169,339,90,110,198,31,51,83,714,762,1476,105,94,197,11,4,17,0,0,4,0,0,0,11,9,21,594,598,1191,157,187,347,753,774,1524,13,25,44,727,764,1483,0,3,3,52,46,100,29,22,47,0,3,4,6,15,16,273,316,589,66,82,147,239,225,460,57,51,103,37,29,71,0,0,3,691,728,1420,112,108,219
POA6302,1818,1802,3623,94,96,191,214,215,426,93,59,159,72,44,118,124,142,266,153,169,328,254,266,519,313,345,654,319,284,605,141,136,274,34,47,82,1643,1700,3335,178,107,285,59,52,114,0,0,0,0,3,3,59,56,111,1320,1275,2594,285,309,596,1581,1564,3142,41,43,85,1528,1509,3035,22,21,43,182,173,349,52,44,104,6,8,11,16,35,53,508,616,1122,142,159,303,453,397,850,85,75,161,95,47,145,3,0,3,1532,1592,3122,221,209,428
POA6304,879,852,1724,35,39,71,103,96,196,28,23,51,30,18,49,72,71,140,82,97,177,126,125,249,167,156,318,150,139,290,81,69,147,19,21,42,782,769,1555,96,81,176,39,37,78,0,3,3,0,0,0,39,37,77,613,587,1195,146,152,294,743,712,1456,36,44,80,718,707,1429,10,3,12,85,84,171,10,15,30,0,3,5,9,20,26,219,254,475,70,87,158,233,190,422,67,45,111,36,26,65,0,4,4,736,716,1447,108,85,194
POA6306,519,501,1025,34,38,70,52,51,102,24,18,43,19,19,44,49,36,82,49,60,104,90,83,171,65,60,128,82,73,157,35,47,79,20,18,38,476,480,960,43,23,65,56,48,102,0,0,0,0,3,8,54,49,105,397,388,783,56,47,103,446,423,871,17,15,30,438,421,862,3,4,10,51,43,86,10,8,24,0,0,0,3,13,15,145,142,292,41,41,80,103,125,226,29,30,56,33,11,47,3,0,3,441,437,877,78,77,152
POA6308,810,783,1593,43,44,85,98,99,196,27,28,58,36,17,56,61,77,140,79,80,162,119,125,244,141,142,288,127,89,221,61,60,126,11,11,26,740,725,1467,68,55,124,58,75,132,0,0,0,3,4,11,66,78,143,615,579,1197,106,108,212,712,676,1388,10,21,30,696,661,1355,12,11,14,82,82,163,13,13,33,0,3,7,6,9,15,197,221,414,67,75,141,220,182,408,35,47,88,46,26,71,0,3,3,692,679,1373,83,79,164
POA6309,153,122,275,3,5,11,13,11,24,5,3,7,6,3,6,7,11,17,18,14,28,20,24,48,38,22,65,27,17,49,5,10,14,0,6,3,133,114,242,21,10,30,4,5,5,0,0,0,0,0,0,4,5,5,106,83,188,22,19,43,127,99,227,3,0,3,122,92,216,4,3,9,9,10,18,4,3,8,0,0,0,0,5,5,41,30,72,17,18,30,32,27,63,14,3,18,9,3,15,0,0,0,112,95,210,23,17,37
POA6311,313,283,589,8,20,24,45,48,89,10,9,19,8,5,12,42,37,77,33,38,73,44,46,86,43,36,79,53,29,85,14,13,32,7,4,5,276,260,536,35,19,55,3,0,4,0,0,0,0,0,0,3,0,4,219,220,435,43,28,63,260,242,507,3,3,9,251,244,487,3,0,4,34,46,77,3,12,10,0,0,3,0,10,10,79,84,158,21,30,50,77,55,135,18,15,38,19,3,25,0,0,3,248,245,494,32,31,65
POA6312,2373,2509,4884,153,147,307,372,357,723,178,189,373,127,135,262,249,283,531,267,254,525,298,313,608,309,363,673,251,232,486,126,150,276,46,86,132,2174,2371,4541,201,138,339,163,167,332,3,3,6,0,3,4,166,174,338,1759,1817,3568,321,388,717,1980,2082,4057,144,159,299,1995,2095,4090,26,25,53,304,305,606,101,132,229,13,7,18,24,77,103,643,755,1402,188,244,428,505,487,998,153,131,278,97,104,196,6,4,5,1982,2150,4130,381,373,754
POA6313,157,135,294,10,12,26,10,15,24,7,12,23,3,0,5,18,14,27,10,19,33,28,22,50,34,22,56,27,15,41,7,3,11,0,0,0,145,128,275,11,7,18,7,3,12,0,0,0,0,0,0,7,3,12,114,97,206,10,13,26,128,112,239,0,0,0,126,111,234,0,0,3,11,10,17,5,11,15,0,0,0,0,3,3,41,35,72,9,19,26,38,25,61,14,10,24,10,3,12,0,0,0,122,109,234,25,18,47
POA6315,974,1009,1988,53,47,102,127,134,258,46,48,95,34,34,76,77,82,159,99,110,204,136,139,278,157,178,334,157,123,272,68,66,138,25,39,64,897,931,1830,78,79,156,14,21,36,0,0,0,0,0,0,16,21,41,744,744,1486,113,156,271,864,891,1748,15,22,37,810,848,1655,11,6,22,105,119,225,23,31,53,3,4,7,3,20,27,272,298,568,86,92,172,230,227,461,62,47,110,43,40,84,4,3,8,831,850,1677,122,108,230
POA6316,189,154,344,19,11,28,27,22,44,3,3,6,11,13,16,16,19,37,16,19,40,31,33,64,38,19,63,14,13,32,10,4,16,0,0,0,166,145,316,16,15,29,3,4,5,0,0,0,0,0,0,3,4,5,151,125,278,19,16,40,171,141,313,4,0,8,166,136,303,3,3,8,23,20,40,3,0,3,0,4,4,0,0,0,64,62,122,10,16,22,38,28,71,10,5,22,3,3,14,0,0,0,163,135,297,14,7,26
POA6317,2139,2042,4183,139,119,254,308,278,590,136,101,235,144,101,241,249,262,506,245,264,515,302,275,576,301,257,554,181,202,382,106,130,237,32,63,95,1983,1915,3892,161,127,286,140,163,303,6,10,10,0,0,0,148,170,315,1403,1345,2747,437,402,840,1439,1392,2833,419,370,791,1616,1567,3184,29,25,53,254,217,473,66,56,120,10,7,24,28,58,89,504,558,1067,173,180,348,389,360,748,114,90,201,137,112,246,85,67,157,1806,1725,3531,321,286,605
POA6318,265,257,525,20,30,49,28,34,60,19,9,27,14,11,26,32,32,66,31,34,67,36,41,79,47,37,80,24,24,49,11,4,20,3,3,9,245,221,466,24,29,53,8,10,14,0,0,0,0,0,0,8,10,14,203,185,390,30,35,70,227,215,440,14,7,18,227,216,443,0,5,3,24,29,54,4,6,8,0,6,7,0,9,7,81,82,166,22,23,48,53,51,106,14,3,16,10,6,17,0,0,0,219,214,433,33,23,58
POA6320,314,308,618,23,31,59,51,51,103,14,10,25,10,13,21,38,40,72,29,36,64,42,43,78,52,39,93,21,23,49,25,19,44,4,3,10,269,282,548,47,23,73,61,60,118,0,0,0,0,0,0,61,60,118,255,236,488,19,27,46,269,262,531,9,7,10,265,254,523,9,3,11,39,45,86,3,6,11,0,0,0,3,3,7,75,89,167,23,17,42,60,47,102,17,11,30,17,14,36,3,0,3,258,262,518,34,39,75
POA6321,254,242,496,21,20,33,33,36,70,11,8,18,4,5,11,29,20,50,27,23,51,29,37,63,45,40,89,39,29,70,21,20,34,7,5,10,235,222,456,21,19,40,10,10,19,0,0,0,0,0,0,10,10,19,187,182,375,40,40,82,227,221,455,11,6,13,207,205,415,5,6,12,23,37,61,7,3,6,0,3,3,0,3,3,73,66,146,12,23,37,57,56,117,19,7,23,19,6,30,0,0,0,222,221,443,15,10,30
POA6322,110,108,224,3,7,11,10,17,22,3,5,4,0,3,5,14,12,21,13,7,16,13,15,29,25,25,48,27,18,42,12,5,14,3,0,3,106,105,214,4,8,10,0,0,3,0,0,0,0,0,0,3,0,3,87,79,164,16,17,25,99,94,200,3,0,3,101,93,192,0,3,3,5,11,19,0,0,4,0,0,0,0,3,3,32,32,66,10,10,17,33,24,63,9,5,14,9,3,14,0,0,0,100,96,192,12,16,24
POA6323,509,487,989,21,13,34,62,54,111,31,25,53,13,14,28,30,26,55,40,56,98,80,83,160,96,94,191,90,83,175,46,30,75,0,3,3,472,452,916,36,33,73,3,4,9,0,0,0,0,0,0,3,4,9,355,344,697,105,100,198,447,430,875,14,12,29,441,414,858,4,6,9,53,48,103,11,18,33,0,3,3,3,10,11,140,161,302,42,40,85,141,123,265,32,28,58,21,20,40,0,0,3,451,431,882,39,32,66
POA6324,1816,1702,3519,93,101,195,235,210,443,116,99,215,85,63,144,169,134,308,237,211,442,279,259,535,266,261,534,210,199,408,102,102,203,29,59,88,1683,1592,3278,135,106,234,66,70,135,0,0,0,0,0,0,66,70,135,1300,1218,2513,345,330,674,1452,1456,2912,130,108,243,1432,1456,2892,27,10,40,204,176,377,79,55,137,4,9,16,19,36,56,512,577,1089,159,160,318,385,360,745,100,64,164,68,56,123,26,13,32,1525,1505,3023,277,178,454
POA6326,248,239,492,16,8,22,26,35,60,14,14,30,13,16,24,22,24,43,23,31,53,45,38,83,40,43,80,45,24,72,10,8,24,3,6,5,226,222,452,21,20,42,4,0,4,0,0,0,0,0,0,4,0,4,186,162,347,40,56,95,218,211,428,13,13,20,215,203,418,3,3,7,26,31,53,7,6,10,3,0,3,3,6,11,73,93,164,12,20,32,67,53,117,13,11,23,10,6,14,3,0,3,213,208,428,29,19,45
POA6327,153,127,273,13,7,27,21,19,33,6,7,13,6,0,6,19,18,30,16,20,32,15,17,35,30,19,46,20,17,33,6,0,9,5,4,7,138,116,255,7,7,19,4,3,7,0,0,0,0,0,0,4,3,7,114,86,199,19,23,39,134,115,244,0,0,4,130,105,242,3,4,5,16,12,33,4,0,12,0,0,0,0,3,3,33,43,76,7,11,24,43,32,74,12,0,9,7,3,8,0,0,0,135,113,249,13,11,18
POA6328,227,202,427,13,11,29,30,24,50,9,9,21,11,8,21,24,30,59,22,21,38,27,29,57,43,43,79,27,19,52,12,0,15,3,3,3,209,190,398,13,15,26,4,3,11,0,0,0,0,0,0,4,3,11,180,159,341,29,19,43,205,179,381,3,3,5,192,169,364,5,6,6,24,16,46,9,7,11,0,3,3,0,7,7,72,70,139,25,24,51,44,41,85,18,7,25,10,3,12,0,0,0,197,175,381,18,22,43
POA6330,17670,18194,35869,1000,929,1927,2460,2244,4707,1231,1144,2370,940,803,1736,1899,1872,3769,1986,2120,4112,2308,2520,4830,2378,2609,4986,1963,2097,4062,1065,1254,2326,432,606,1034,16257,16961,33216,1419,1234,2649,686,468,1158,13,13,20,10,4,18,715,481,1192,13263,13380,26640,3232,3604,6837,15186,15965,31156,1001,1183,2178,15080,15965,31049,165,165,330,2259,2083,4337,771,763,1532,100,145,249,273,585,857,5217,6624,11840,1598,1717,3311,4110,3893,8008,917,838,1758,676,577,1254,39,41,77,15293,16303,31595,1914,1558,3477
POA6333,2904,2949,5845,143,124,265,391,353,744,208,186,391,69,43,120,165,221,382,281,355,634,415,455,869,500,483,977,459,468,930,214,189,406,47,71,117,2612,2702,5319,289,238,531,39,39,80,0,0,0,0,0,0,39,42,77,1956,1933,3887,633,698,1328,2528,2539,5069,103,135,239,2474,2519,4995,26,22,51,337,302,637,137,136,271,9,11,22,32,81,111,1056,1214,2271,229,252,478,612,572,1182,136,98,234,62,54,113,11,0,12,2431,2518,4949,401,393,794
