POA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6029,3,30,104,146,149,90,21,0,0,536,32,31,16,13,28,32,25,3,0,174,0,0,3,3,4,3,4,0,0,19,0,0,0,0,0,0,0,0,0,8,35,58,127,157,178,126,43,4,0,731,3,4,9,9,6,10,0,0,0,34,12,3,3,0,0,0,3,0,0,21,14,5,11,9,8,8,3,0,0,52,49,67,140,165,180,134,47,4,0,786,40,15,14,4,13,36,79,70,23,286,4,0,4,6,9,9,7,0,0,56,92,78,157,182,206,181,135,71,23,1129,0,18,75,59,69,42,10,0,0,271,47,27,29,67,96,64,23,0,0,359,4,3,8,3,3,6,5,0,0,31,0,4,3,3,0,0,0,0,0,14,51,49,113,136,171,114,33,3,0,670,0,0,0,6,4,3,0,0,0,14,7,4,0,4,5,0,0,0,0,18,7,3,7,12,8,3,0,0,0,33
POA6030,155,582,1609,1879,1891,877,124,6,0,7121,398,374,301,249,311,215,107,14,0,1978,15,37,67,75,85,52,11,3,0,355,20,36,43,44,56,26,0,3,0,224,584,1038,2026,2254,2342,1171,239,28,0,9686,90,124,179,124,145,90,9,0,0,767,166,43,34,12,9,18,11,0,0,293,256,170,209,139,161,107,21,3,0,1062,840,1209,2234,2395,2497,1279,261,29,0,10749,691,176,169,161,236,290,729,612,179,3238,65,99,175,184,179,102,60,44,41,956,1599,1478,2580,2736,2914,1668,1049,684,222,14944,82,387,873,861,1113,488,36,0,0,3844,558,450,728,948,994,465,106,8,0,4263,15,25,117,73,69,43,9,0,0,355,14,23,32,21,25,17,0,0,0,134,670,890,1749,1905,2200,1019,152,10,0,8594,74,63,80,86,105,42,0,0,0,454,141,53,73,107,76,31,3,0,0,484,219,121,154,196,179,73,3,0,0,939
POA6031,65,282,1063,920,721,286,28,0,0,3372,149,134,153,118,85,71,41,3,0,762,5,9,39,35,23,17,0,0,0,134,3,14,24,22,20,6,0,0,0,92,224,442,1278,1098,851,383,70,8,0,4349,37,38,56,48,53,21,3,0,0,258,46,29,13,4,3,7,7,0,0,106,81,63,70,51,53,31,9,0,0,361,311,504,1352,1155,906,417,73,8,0,4717,273,49,87,63,56,100,176,78,13,895,27,38,96,61,57,31,17,6,0,331,604,586,1538,1276,1020,550,273,90,13,5942,38,211,606,418,454,160,11,0,0,1897,223,200,426,487,342,157,35,0,0,1878,11,17,86,30,30,22,0,0,0,187,10,14,16,18,13,4,0,0,0,67,279,434,1137,951,842,343,46,0,0,4033,18,27,37,41,30,7,0,0,0,155,64,18,44,40,23,5,3,0,0,208,79,44,85,82,54,14,3,0,0,361
POA6032,3,0,3,12,17,5,0,0,0,41,0,0,0,4,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,6,14,19,10,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,4,6,14,18,10,4,0,0,62,3,0,0,0,0,3,5,6,0,19,0,0,0,3,0,3,0,0,0,9,11,4,6,20,17,15,8,4,0,85,5,3,0,7,9,3,0,0,0,25,0,3,5,0,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,10,10,10,12,13,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6033,5,11,6,16,27,15,5,0,0,79,0,3,7,3,8,8,3,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,8,12,21,34,24,8,0,0,122,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,6,8,12,17,26,37,27,8,0,0,128,18,3,3,0,3,6,8,8,0,60,5,0,3,3,5,0,0,0,0,20,33,19,22,28,46,39,21,10,3,207,0,5,3,5,13,7,0,0,0,33,4,3,3,11,19,12,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,7,7,17,32,18,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4
POA6034,11,52,165,81,55,23,3,0,0,391,4,15,15,9,9,7,0,0,0,54,0,3,12,8,0,0,0,0,0,22,0,3,3,0,4,0,0,0,0,11,16,78,196,98,67,26,3,0,0,477,3,3,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,5,3,11,0,0,0,0,0,0,20,23,77,203,97,67,28,3,0,0,498,25,3,6,3,3,9,13,3,0,57,0,8,21,20,7,3,0,0,0,60,47,91,233,119,78,33,14,3,0,617,3,36,107,33,33,10,0,0,0,228,11,22,55,40,21,14,5,0,0,183,0,3,10,3,0,0,0,0,0,18,0,3,6,0,0,0,0,0,0,9,17,71,182,79,55,27,9,0,0,441,0,5,10,0,0,0,0,0,0,15,4,0,3,0,0,0,0,0,0,11,3,6,9,4,0,0,0,0,0,25
POA6035,28,114,381,455,372,151,27,0,0,1534,50,37,58,49,51,41,28,0,0,319,3,7,18,22,16,13,3,0,0,86,3,3,24,4,8,5,0,0,0,44,88,163,486,533,448,214,55,3,0,1983,14,15,35,40,32,16,0,0,0,145,19,13,10,0,5,7,4,0,0,52,28,24,40,39,35,22,4,0,0,201,114,187,521,574,487,233,62,6,0,2184,122,24,27,33,43,77,220,115,18,678,14,17,72,66,56,33,29,45,27,348,248,233,617,669,577,342,310,166,44,3209,13,80,218,174,200,95,9,0,0,794,63,79,187,187,184,110,31,0,0,837,11,9,26,16,14,8,3,0,0,93,4,4,8,4,3,3,0,0,0,35,96,169,442,388,399,215,49,0,0,1752,13,17,13,13,16,13,0,0,0,86,24,3,22,21,15,5,3,0,0,96,33,21,35,37,34,15,3,0,0,185
POA6036,74,235,791,836,750,209,28,3,0,2928,143,120,126,82,83,58,33,0,0,640,3,15,31,42,33,15,8,0,0,143,4,10,12,19,12,10,0,0,0,67,226,378,961,973,874,291,67,11,0,3779,30,32,59,41,43,24,4,0,0,237,62,13,15,6,3,7,0,0,0,112,92,53,76,48,50,30,4,0,0,342,319,428,1042,1019,923,319,71,11,0,4124,302,55,59,68,76,78,194,86,18,924,46,59,132,104,87,33,19,12,5,493,662,533,1228,1190,1087,428,282,107,16,5537,29,180,434,396,430,137,11,0,0,1625,236,169,354,421,310,135,30,4,0,1653,10,12,67,40,34,14,4,0,0,175,4,8,5,10,7,0,3,0,0,49,280,372,855,870,775,294,46,4,0,3498,22,25,42,36,38,10,0,0,0,178,63,21,41,36,26,10,0,0,0,201,85,44,82,72,71,17,0,0,0,379
POA6037,14,35,102,113,132,69,10,0,0,477,14,14,8,18,21,35,9,3,0,120,0,0,6,3,6,3,4,0,0,30,3,0,4,4,5,0,0,0,0,21,32,50,128,137,168,103,25,3,0,641,4,11,7,18,13,14,0,0,0,74,3,0,0,0,3,0,0,0,0,8,7,14,7,14,19,14,0,0,0,80,34,60,140,152,189,121,25,3,0,721,49,7,13,18,30,47,108,61,9,353,10,6,15,22,21,22,17,8,3,130,91,71,168,199,243,184,157,76,9,1199,3,19,44,39,59,41,3,0,0,206,19,12,61,71,75,41,12,0,0,285,0,0,7,6,6,3,0,0,0,32,0,3,3,3,3,0,0,0,0,13,28,37,111,122,137,85,17,0,0,538,3,4,12,10,4,6,0,0,0,41,4,3,8,3,4,7,0,0,0,29,7,9,14,16,9,10,0,0,0,69
POA6038,20,142,550,353,235,72,8,0,3,1377,47,37,54,36,32,14,10,0,0,221,0,8,36,16,11,4,3,0,0,74,0,4,14,4,0,0,0,0,0,28,66,189,647,412,273,88,22,3,3,1694,6,14,30,16,16,8,4,0,0,90,17,6,3,0,0,4,0,0,0,26,21,23,29,20,16,11,3,0,0,118,85,215,677,426,286,98,22,3,3,1815,81,10,24,16,15,18,52,15,0,228,7,18,68,49,21,13,8,3,0,188,174,235,775,489,320,127,86,19,3,2234,11,116,322,170,141,41,5,0,0,804,57,95,192,159,120,44,4,0,0,674,0,7,43,12,3,4,0,0,0,77,0,5,3,3,3,0,0,0,0,16,69,226,554,339,272,90,10,0,0,1565,0,6,9,17,5,7,0,0,0,47,10,8,21,18,8,5,0,0,0,71,18,12,29,30,16,7,0,0,0,110
POA6041,11,9,30,41,66,43,10,3,0,200,4,3,5,13,14,11,13,4,0,69,0,0,0,3,8,3,3,0,0,17,0,0,0,0,0,0,0,0,0,7,12,14,38,58,83,57,23,3,0,289,3,3,4,0,8,10,0,0,0,36,0,0,0,0,0,0,0,0,0,7,8,3,4,4,8,9,0,0,0,37,16,18,41,64,94,66,25,3,0,330,20,4,3,3,7,47,100,44,6,244,5,0,3,8,11,12,9,3,0,52,45,22,49,75,109,130,139,53,6,626,0,4,14,12,23,20,3,0,0,87,12,9,13,26,34,29,4,0,0,136,0,0,0,3,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,9,15,16,37,42,65,55,12,3,0,239,0,3,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,3,3,3,0,3,4,0,0,0,17
POA6042,0,0,0,3,3,0,3,0,0,10,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,0,17,0,0,0,0,0,5,10,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,10,14,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6043,0,0,3,11,10,3,0,0,0,26,0,0,0,0,3,4,8,0,0,16,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,12,13,13,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,13,13,5,0,0,47,0,0,3,0,5,11,18,10,0,47,0,0,3,3,3,4,6,0,0,20,4,0,7,21,22,26,28,14,0,115,0,0,3,3,0,0,0,0,0,7,0,0,3,3,0,12,0,3,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,11,4,10,0,3,0,33,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA6044,11,12,27,36,41,45,4,0,0,171,4,3,3,5,11,13,10,3,0,57,0,0,0,0,3,8,3,0,0,18,0,0,0,0,3,0,3,0,0,9,17,14,36,47,57,63,20,6,0,260,0,0,4,4,3,3,0,0,0,16,0,0,0,0,0,3,0,0,0,9,0,0,4,8,4,6,0,0,0,29,13,17,41,49,68,73,20,6,0,284,16,0,5,5,13,39,91,44,9,228,3,3,3,7,5,16,9,11,3,56,37,17,49,66,85,130,124,56,14,573,3,14,37,18,16,20,5,0,0,114,4,3,10,13,26,21,7,0,0,90,0,0,3,0,3,8,0,0,0,16,0,0,4,0,0,0,0,0,0,7,6,16,53,31,54,51,16,4,0,226,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,6,0,0,0,12
POA6050,12,130,740,658,708,474,81,12,3,2823,104,203,211,105,105,150,101,11,3,990,3,11,25,13,26,10,13,0,0,97,3,9,13,7,3,3,6,0,0,52,120,351,991,788,845,640,195,25,6,3964,4,11,45,28,47,25,4,0,0,177,22,37,15,4,7,11,9,0,0,102,23,46,61,36,52,38,9,0,0,276,146,397,1050,824,897,679,213,24,6,4244,219,106,95,57,72,147,351,243,180,1469,14,51,132,84,76,53,73,44,54,588,380,552,1279,962,1047,871,630,322,239,6295,9,161,627,336,401,271,51,0,0,1857,166,256,272,335,368,263,90,13,0,1758,13,14,33,41,14,25,10,0,0,151,9,11,10,6,7,4,4,3,0,61,197,453,946,723,785,562,153,15,3,3824,6,13,17,15,19,6,0,0,0,78,37,25,34,12,11,18,0,0,0,134,40,36,50,27,29,23,3,0,0,210
POA6051,10,142,1107,742,442,280,49,3,0,2772,48,145,274,130,94,76,53,5,0,822,0,10,36,31,17,25,8,0,0,118,0,9,24,21,4,6,0,0,0,56,62,305,1438,917,554,383,111,9,0,3774,0,16,61,59,43,37,3,0,0,221,16,24,21,16,6,5,7,0,0,90,18,37,80,75,49,50,5,0,0,310,81,344,1515,990,601,431,115,9,0,4087,74,60,79,89,95,165,296,100,52,1007,7,47,153,109,66,60,41,15,12,502,161,446,1743,1189,762,660,450,117,64,5595,4,165,811,386,283,180,37,0,0,1881,71,178,391,265,160,118,39,5,0,1238,0,7,56,37,14,12,3,0,0,134,0,3,23,3,6,6,0,0,0,41,79,353,1283,693,465,325,83,5,0,3286,3,13,44,31,18,16,3,0,0,128,18,23,47,37,13,6,0,0,0,138,21,40,88,67,30,23,3,0,0,271
POA6052,23,101,558,586,525,323,57,0,0,2176,97,122,125,80,82,74,32,10,0,625,3,3,25,20,16,10,0,0,0,85,0,7,7,7,8,6,0,0,0,29,129,237,709,696,636,411,93,9,0,2912,0,8,22,35,24,21,7,0,0,121,23,22,15,3,9,3,0,0,0,73,26,29,30,35,35,29,5,0,0,197,153,262,743,729,668,440,97,9,0,3107,140,49,52,33,59,130,237,168,74,952,16,25,59,50,55,46,13,22,10,297,314,343,857,816,783,621,351,199,82,4361,9,101,425,299,338,191,16,0,0,1387,125,136,191,304,270,187,53,4,0,1270,3,7,41,46,20,21,3,0,0,140,3,3,5,3,0,0,3,0,0,24,141,250,651,655,631,407,78,8,0,2815,0,13,20,19,20,10,0,0,0,77,28,8,20,15,16,6,0,0,0,99,27,17,38,41,32,20,0,0,0,180
POA6053,24,143,782,817,662,397,63,3,0,2893,95,140,156,113,118,120,45,7,0,797,3,4,15,15,16,25,9,0,0,88,0,10,23,12,9,10,3,0,0,62,124,296,973,958,812,547,117,11,0,3839,16,31,58,46,56,41,4,0,0,250,31,22,14,7,6,5,4,4,0,87,39,51,72,53,57,51,5,4,0,333,165,345,1041,1015,870,596,124,15,0,4170,172,60,56,71,93,167,360,229,111,1311,6,19,67,55,59,36,37,43,37,363,343,424,1164,1141,1016,803,521,285,151,5844,14,128,565,436,414,265,30,0,0,1855,124,129,285,393,321,243,54,3,0,1552,6,6,48,39,23,11,7,0,0,139,3,0,15,9,6,0,3,0,0,38,151,265,909,879,763,526,85,3,0,3578,3,11,33,19,15,13,0,0,0,100,30,14,32,23,17,15,0,0,0,129,33,28,66,42,33,25,0,0,0,233
POA6054,58,211,895,938,876,549,98,7,0,3626,123,170,208,145,155,144,92,11,0,1053,7,13,28,34,36,25,5,0,0,150,8,17,34,19,19,12,7,0,0,103,187,409,1161,1141,1085,733,197,16,0,4931,40,56,74,81,63,64,5,0,0,386,52,19,15,12,14,11,3,0,0,133,96,81,86,89,79,78,6,3,0,517,281,487,1253,1224,1160,808,203,23,0,5448,306,109,115,140,166,275,554,383,102,2159,32,45,89,103,90,77,52,37,14,541,618,649,1452,1475,1426,1155,809,440,117,8142,33,159,577,501,544,348,42,0,0,2209,191,188,375,486,394,315,103,4,0,2064,3,18,82,32,31,38,7,0,0,211,6,8,12,17,15,11,0,0,0,71,239,372,1039,1037,987,715,146,5,0,4553,19,33,49,37,33,18,0,0,0,189,34,16,38,36,21,22,0,0,0,176,58,56,84,77,55,41,0,0,0,364
POA6055,64,330,1488,1139,865,501,77,11,0,4484,115,158,203,125,114,128,68,7,0,919,5,15,58,34,29,41,5,0,0,190,6,13,41,23,6,17,4,0,0,114,189,516,1795,1324,1012,683,153,17,0,5702,27,42,67,49,41,38,4,0,0,270,44,23,16,8,7,7,6,0,0,105,73,65,78,59,49,42,10,0,0,375,259,582,1878,1385,1060,727,168,17,0,6076,319,63,106,89,112,149,355,224,53,1467,31,49,137,96,112,72,49,34,11,579,606,693,2119,1568,1284,950,569,276,61,8121,32,260,892,549,529,273,35,3,0,2567,171,225,508,488,353,231,67,5,0,2047,11,14,118,53,18,20,6,0,0,243,3,15,22,13,14,9,5,0,0,80,214,508,1543,1101,915,530,112,11,0,4938,9,29,52,26,30,20,0,0,0,171,43,29,47,29,23,12,0,0,0,182,56,52,100,58,53,27,0,0,0,356
POA6056,163,616,1603,1555,1767,1180,208,13,3,7110,292,263,293,209,254,284,177,33,0,1812,13,35,67,58,84,78,23,5,0,364,14,32,46,42,43,19,5,7,0,213,481,941,2015,1862,2151,1565,415,53,3,9495,64,157,171,138,172,101,13,0,0,815,94,31,22,20,16,35,12,0,0,222,155,189,192,160,190,134,23,0,0,1034,638,1129,2207,2026,2342,1692,434,53,3,10536,560,166,266,218,292,509,1148,724,229,4114,56,72,212,171,214,177,144,103,56,1204,1253,1368,2682,2415,2843,2378,1732,885,296,15850,82,451,962,786,1038,645,76,7,0,4046,425,389,649,789,837,632,184,11,0,3922,16,34,85,68,50,56,21,6,0,335,8,14,25,24,29,17,6,0,0,126,524,891,1722,1662,1961,1345,287,28,0,8422,44,83,86,90,86,45,0,0,0,432,84,45,61,77,59,43,3,0,0,376,125,136,145,160,139,89,6,0,0,804
POA6057,91,322,826,816,812,536,82,8,0,3492,138,87,96,104,88,101,65,5,0,679,7,8,38,35,31,29,4,3,0,154,7,12,18,12,16,11,3,0,0,73,238,429,977,961,942,677,160,18,0,4395,16,46,65,45,60,46,8,0,0,291,35,17,9,3,8,12,6,0,0,90,47,57,77,52,64,58,13,0,0,375,287,485,1056,1010,1011,728,170,15,0,4771,221,42,66,52,81,147,444,295,70,1421,24,37,106,71,78,68,41,32,11,471,540,566,1226,1137,1168,944,657,344,77,6664,46,204,468,366,470,278,35,3,0,1868,191,175,306,372,355,275,70,5,0,1751,8,12,49,27,28,17,8,0,0,147,3,10,11,9,12,5,0,0,0,51,244,401,830,775,870,580,112,12,0,3828,19,23,29,37,29,16,3,0,0,160,34,12,35,33,19,10,0,0,0,144,49,35,70,63,46,32,6,0,0,304
POA6058,58,217,646,631,565,381,76,0,0,2577,87,85,96,81,57,103,54,4,0,561,0,3,28,19,19,30,5,0,0,118,3,8,20,17,10,9,0,0,0,58,148,317,782,745,651,528,137,7,0,3317,23,40,55,40,38,34,0,0,0,228,20,5,5,6,3,12,0,0,0,52,47,49,64,48,38,41,0,0,0,284,193,364,843,798,689,565,140,5,0,3598,186,40,72,50,77,120,359,211,46,1167,20,18,68,58,43,44,33,26,23,336,402,420,985,899,805,735,533,248,73,5100,30,139,358,284,295,231,25,3,0,1361,138,133,211,248,235,210,51,5,0,1234,0,11,48,26,19,22,3,3,0,124,4,7,16,9,9,9,0,0,0,64,173,288,635,570,552,475,80,8,0,2785,20,10,26,20,25,20,0,0,0,116,29,12,17,18,18,15,0,0,0,110,44,26,42,43,44,34,0,0,0,228
POA6059,43,225,974,1058,1025,691,136,15,0,4169,163,236,262,139,200,204,123,42,4,1383,9,18,27,32,25,38,14,3,0,176,3,11,26,18,21,13,3,3,0,105,217,485,1299,1254,1274,949,281,64,10,5839,14,32,86,66,61,52,3,0,0,309,56,40,28,13,8,16,5,0,0,163,65,72,114,78,66,66,14,0,0,476,284,563,1409,1330,1344,1017,295,65,10,6315,394,112,137,117,139,260,652,653,222,2693,20,39,84,73,71,60,50,50,21,453,695,712,1627,1520,1554,1332,993,766,256,9458,15,216,640,489,641,403,49,4,0,2451,244,280,351,542,569,428,139,17,0,2564,12,11,66,48,33,40,5,6,0,219,7,11,16,9,20,13,4,4,0,84,281,518,1069,1090,1260,884,199,26,3,5323,5,23,46,44,36,17,0,0,0,172,63,26,40,52,25,23,0,0,0,223,67,54,81,90,53,38,3,0,0,398
POA6060,27,205,1768,1247,814,486,103,7,0,4657,98,205,369,202,147,167,101,19,5,1311,5,8,52,25,22,24,7,3,0,142,3,11,31,30,11,13,3,0,0,100,134,426,2222,1506,991,687,210,30,8,6211,6,36,100,84,74,59,5,0,0,364,27,34,39,17,10,15,8,0,0,146,33,70,134,103,84,68,13,0,0,506,165,495,2360,1605,1076,760,222,30,8,6725,182,117,170,122,159,251,460,429,216,2102,11,41,205,125,79,63,35,56,36,658,363,652,2727,1861,1310,1074,719,507,259,9486,20,237,1356,659,582,366,58,3,0,3284,153,296,652,518,400,324,95,14,7,2447,3,15,104,70,21,21,13,3,0,250,3,9,25,19,11,4,0,0,0,70,185,553,2134,1265,1021,718,176,18,6,6058,3,25,57,54,34,25,0,0,0,200,39,41,60,53,22,28,0,0,0,240,38,64,115,105,57,55,0,0,0,434
POA6061,47,467,2663,1524,974,611,104,6,0,6394,173,437,756,357,296,225,82,19,0,2344,3,18,62,52,35,32,7,0,0,209,19,22,95,58,38,19,3,4,0,249,243,938,3577,1987,1339,890,190,27,0,9201,48,127,272,166,152,84,0,0,0,855,84,84,91,29,31,22,8,3,0,342,135,208,355,199,179,107,9,3,0,1199,376,1152,3936,2182,1521,992,206,30,0,10395,558,291,418,365,425,520,760,544,152,4024,71,115,445,228,183,114,95,65,21,1324,1005,1549,4798,2774,2124,1629,1060,639,167,15746,36,345,1562,818,567,398,54,0,0,3785,219,439,990,650,494,371,102,10,0,3271,9,20,130,61,35,28,10,3,0,294,6,25,62,33,20,24,6,0,0,173,269,837,2742,1560,1111,818,170,16,0,7521,17,74,162,103,72,29,0,0,0,458,78,71,129,78,47,33,8,0,0,444,98,146,297,174,119,67,8,0,0,910
