POA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,21
POA6208,20,61,27,20,37,9,0,172,0,3,3,0,4,0,0,9,0,3,0,0,0,0,0,3,29,82,48,35,67,16,0,280,5,9,8,11,4,0,0,37,4,20,3,3,3,0,0,38,9,34,13,9,11,0,0,77,40,112,62,50,77,22,0,359,100,89,30,27,18,3,0,270,0,0,0,0,0,0,0,0,137,205,94,77,96,24,0,627
POA6209,7,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,10,7,6,4,0,40,0,3,0,0,0,0,0,4,0,3,4,0,0,0,0,4,0,6,4,3,0,0,0,7,13,12,8,5,6,4,0,49,10,6,0,4,3,3,0,31,0,0,0,0,0,0,0,0,24,20,15,14,8,7,0,85
POA6210,113,232,173,127,164,32,10,847,10,12,8,13,8,0,4,57,10,4,8,0,4,3,0,28,175,395,330,247,353,85,40,1624,17,44,23,25,34,3,4,155,42,55,34,27,19,0,0,180,61,93,58,60,58,4,3,341,236,489,387,300,406,90,44,1957,525,459,236,141,160,17,6,1535,9,0,4,3,0,0,0,20,770,950,622,445,569,104,55,3515
POA6211,14,37,15,14,21,5,0,106,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,3,28,62,39,26,31,5,0,184,3,6,4,0,4,0,0,20,7,11,9,0,3,0,0,35,12,16,15,0,6,0,0,55,42,85,50,26,36,5,0,236,40,31,17,3,13,0,0,112,0,0,0,0,0,0,0,0,85,116,63,36,46,3,0,345
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,3,5,0,0,12,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,8,3,0,9,0,0,26
POA6214,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,3,5,3,5,0,0,17,0,0,0,0,0,0,0,0,6,3,6,5,7,0,0,23
POA6215,3,16,14,5,6,3,0,48,0,4,0,0,0,0,0,9,0,0,3,5,0,0,0,6,7,25,20,17,19,4,3,86,0,3,0,3,0,0,0,10,4,5,0,0,0,0,0,13,4,8,5,3,0,0,0,21,7,33,27,15,16,4,3,109,14,18,6,3,8,0,0,54,0,0,0,0,0,0,0,0,24,49,35,20,29,4,3,161
POA6218,3,3,4,0,3,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,8,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,3,0,0,19,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,4,4,8,4,3,0,0,21
POA6220,6,12,11,7,4,0,0,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,17,20,17,18,3,0,72,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,12,6,20,20,23,19,3,0,92,20,10,9,3,4,3,0,60,0,0,0,0,0,0,0,0,27,29,32,23,26,3,0,149
POA6221,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15
POA6223,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9
POA6224,3,3,0,5,7,0,0,14,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,3,7,6,0,0,27,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,3,6,4,10,9,0,0,35,9,3,8,0,0,0,0,20,0,0,0,0,0,0,0,0,8,14,8,7,12,0,0,57
POA6225,14,32,31,13,23,0,0,113,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,17,48,46,24,46,9,0,187,4,5,4,8,3,0,0,28,3,9,0,0,4,0,0,18,3,14,5,7,12,0,0,44,21,62,52,32,56,5,0,233,101,67,30,15,12,0,0,226,0,0,0,0,0,0,0,3,126,129,80,49,67,5,0,465
POA6226,0,3,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,10,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,9,3,3,3,0,0,19
POA6227,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,4,4,0,0,0,0,13,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,12,4,0,0,0,0,20
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
POA6230,75,183,121,80,136,11,8,610,10,13,7,7,5,0,0,46,0,0,0,0,0,0,0,8,136,283,221,188,292,41,17,1174,8,28,16,14,5,3,3,80,19,61,15,11,19,3,0,128,28,86,35,21,29,8,3,207,163,370,254,213,319,47,16,1382,314,273,114,111,78,10,3,903,3,9,10,7,3,3,0,35,478,656,376,328,403,57,20,2320
POA6232,24,44,37,30,42,5,0,183,0,7,3,3,0,0,0,10,0,3,0,0,0,0,0,7,40,68,69,52,79,8,0,315,3,3,0,3,10,0,0,17,7,11,0,0,0,0,0,24,10,18,0,3,7,3,0,42,51,86,70,53,89,12,0,356,62,69,28,13,14,0,0,188,0,0,0,0,0,0,0,3,112,157,94,66,103,12,3,545
POA6233,37,97,85,37,53,10,0,315,3,3,3,3,0,0,0,20,0,0,0,0,0,0,0,4,47,144,124,66,106,11,0,505,5,8,3,6,5,0,0,26,3,14,10,6,3,0,0,38,11,30,14,9,4,0,0,69,56,169,138,76,118,11,3,571,110,82,24,20,19,5,3,260,0,0,0,0,0,0,0,3,162,251,167,101,135,15,3,835
POA6236,0,10,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,3,4,3,0,30,0,0,3,0,0,0,0,7,3,0,3,0,0,0,0,3,3,3,3,0,0,0,0,9,3,11,12,5,4,3,0,39,3,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,5,17,14,5,8,3,0,55
POA6237,0,10,6,4,3,0,0,28,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,14,8,6,14,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,4,10,14,12,6,14,0,0,55,5,10,7,0,3,0,0,21,0,0,0,0,0,0,0,0,18,28,13,6,14,0,0,84
POA6239,0,10,11,4,3,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,19,21,7,14,0,3,65,0,0,7,0,0,0,0,8,0,9,4,0,3,0,0,11,0,9,9,0,5,0,0,18,9,26,26,7,16,0,3,88,20,12,10,3,4,0,0,55,0,0,0,0,0,0,0,0,25,39,30,13,20,3,3,136
POA6240,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
POA6243,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
POA6244,0,6,7,3,3,0,0,19,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,15,7,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,17,7,3,4,0,0,31,7,6,3,4,0,0,0,20,0,0,0,0,0,0,0,3,5,22,9,8,6,0,0,52
POA6251,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,8
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6253,0,3,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,16,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,16
POA6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,5,0,0,16,3,3,4,3,8,0,0,19,0,0,0,0,0,0,0,0,3,7,4,7,14,0,0,36
POA6255,4,11,15,6,14,0,0,48,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,16,34,12,21,0,0,86,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,6,17,35,10,19,0,0,93,21,14,7,7,7,0,0,51,0,0,0,0,0,0,0,0,24,37,41,16,24,0,0,145
POA6256,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10
POA6258,13,30,22,19,18,0,0,96,4,3,3,0,0,0,0,9,4,0,0,0,0,0,0,4,14,42,43,36,38,3,0,177,0,7,3,7,3,0,0,18,0,3,3,0,0,0,0,7,0,7,8,4,3,0,0,25,19,52,43,48,40,3,0,202,43,23,9,3,14,4,0,95,0,0,4,0,0,0,0,5,63,76,60,47,52,4,0,296
POA6260,0,3,3,0,0,0,0,13,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,4,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,7,4,7,0,0,29,3,9,3,3,0,0,0,12,0,0,0,0,0,0,0,0,7,11,15,8,7,0,0,42
POA6262,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,0,0,15,6,3,3,0,3,0,0,15,0,0,0,0,0,0,0,0,6,7,13,3,3,0,0,27
POA6271,6,20,13,3,11,0,0,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,31,21,14,18,0,6,91,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,11,3,3,0,0,0,0,0,11,10,33,21,14,19,0,6,101,34,22,9,3,4,0,0,70,0,0,0,0,0,0,0,0,47,57,31,19,23,0,6,171
POA6275,5,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,5,8,5,3,3,0,0,24,8,12,3,0,0,0,0,22,0,0,0,0,0,0,0,0,12,16,14,4,3,0,0,43
POA6280,56,142,90,55,83,10,4,454,0,4,5,0,4,0,0,20,0,0,0,0,5,0,0,8,72,204,153,114,179,24,8,747,0,8,4,12,13,0,0,43,11,26,8,8,4,0,0,58,15,38,17,22,17,0,0,99,88,237,162,130,193,24,8,847,135,129,69,53,57,0,0,446,0,6,0,0,0,0,0,9,222,372,235,187,252,24,9,1304
POA6281,8,32,27,22,15,0,0,101,0,4,0,3,0,0,0,5,0,0,0,3,0,0,0,3,14,51,32,39,34,0,0,164,0,3,0,0,0,0,0,6,0,4,3,0,0,0,0,9,0,3,0,3,0,0,0,16,11,52,36,41,35,0,0,178,9,15,9,0,7,3,0,43,0,0,0,0,0,0,0,0,20,63,39,45,44,0,0,220
POA6282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,19
POA6284,5,10,9,11,0,0,0,31,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,12,12,11,9,0,0,51,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,15,12,12,10,0,0,49,3,0,4,0,4,0,0,12,0,0,0,0,0,0,0,0,6,16,14,12,14,0,0,67
POA6285,20,45,43,23,32,0,0,169,0,5,0,4,3,0,0,11,0,0,3,0,0,0,0,9,28,84,71,55,72,3,0,309,0,4,3,4,0,0,0,14,0,4,3,0,0,0,0,6,0,12,6,4,0,0,0,17,29,93,77,57,70,3,0,328,30,30,15,21,12,0,0,102,0,0,0,0,0,0,0,3,59,124,92,77,82,3,0,435
POA6286,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8
POA6288,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,9,3,0,0,15,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,6,4,7,0,0,19
POA6290,3,0,0,7,7,0,0,11,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,9,0,7,7,0,0,22,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,3,3,0,3,0,0,0,5,7,6,3,8,7,0,0,31,0,0,0,4,9,0,0,15,0,0,0,0,0,0,0,0,10,12,3,10,10,0,0,48
POA6302,9,14,4,10,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,12,13,16,0,0,81,0,3,0,0,0,0,0,4,0,7,5,0,0,0,0,6,0,6,5,3,0,0,0,15,8,32,11,13,23,3,0,94,11,19,11,8,9,0,0,62,0,0,0,0,0,0,0,0,26,52,22,21,32,3,0,154
POA6304,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,6,0,4,3,4,0,0,0,24,4,6,6,8,7,0,0,35,0,0,0,0,0,0,0,0,11,16,13,13,9,0,0,59
POA6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,3,0,0,0,0,0,4,6,3,3,3,0,0,0,14,16,14,3,0,3,0,0,31,0,0,0,0,0,0,0,0,21,12,7,3,3,0,0,39
POA6308,0,0,3,3,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,6,3,3,0,0,23,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,8,4,6,3,3,0,0,27,4,18,6,3,0,0,0,36,0,0,0,0,0,0,0,0,10,18,19,11,3,0,0,64
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6311,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,14
POA6312,11,32,9,4,12,0,0,68,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,45,18,19,26,0,0,128,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,4,3,0,0,0,0,5,13,53,21,19,27,0,0,133,51,38,20,9,4,0,0,120,4,3,0,0,0,0,0,6,62,95,42,33,33,0,0,261
POA6313,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,14
POA6315,3,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,4,0,0,26,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,7,0,3,4,0,0,0,0,14,3,17,5,4,4,0,0,37,7,13,5,3,3,0,0,37,0,0,0,0,0,0,0,0,12,31,13,10,7,0,0,77
POA6316,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10
POA6317,7,15,7,3,4,0,0,35,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,7,28,14,12,13,3,0,80,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,11,27,14,14,17,3,3,95,27,39,19,12,11,0,0,105,0,3,3,0,0,0,0,9,43,72,39,23,24,3,3,211
POA6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,3,3,0,0,0,0,14,0,0,0,0,0,0,0,3,9,7,5,0,3,0,0,22
POA6320,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,11,7,8,7,0,0,0,0,19,0,0,0,0,0,0,0,4,9,14,13,3,0,0,0,41
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6323,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,17,3,10,3,0,0,0,0,28,0,0,0,0,0,0,0,0,4,17,6,8,3,0,0,46
POA6324,5,9,5,13,8,3,0,36,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,12,11,13,13,13,3,0,62,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,5,3,0,0,3,3,0,0,14,15,16,13,17,17,7,0,75,29,26,13,6,6,0,0,81,0,0,0,0,0,0,0,0,41,41,24,22,23,8,0,157
POA6326,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,9
POA6327,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6
POA6328,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,13
