region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA6207,0,5,5,111,126,237,0,0,0,19,17,36,0,0,0,112,82,194,0,0,0,3,0,3,11,10,21,0,3,3,3,0,3,0,0,0,0,0,0,12,15,27,13,13,26,3,3,6,0,0,0,14,24,38,18,11,29,0,0,0,319,304,623,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,165,113,278,12,7,19,83,73,156,579,505,1084
POA6208,30,33,63,1265,1345,2610,0,0,0,70,111,181,4,4,8,945,953,1898,9,12,21,3,11,14,66,90,156,10,10,20,20,22,42,0,0,0,17,24,41,33,30,63,116,122,238,13,8,21,4,9,13,172,206,378,87,118,205,6,11,17,2840,3086,5926,0,0,0,4,4,8,0,0,0,0,0,0,14,29,43,14,29,43,1378,1172,2550,35,34,69,505,455,960,4806,4813,9619
POA6209,16,14,30,296,290,586,0,0,0,12,19,31,0,0,0,166,158,324,3,0,3,0,0,0,4,10,14,3,4,7,4,8,12,0,0,0,6,5,11,0,0,0,19,26,45,4,0,4,0,0,0,29,40,69,20,17,37,0,0,0,566,577,1143,3,0,3,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3,246,194,440,7,14,21,107,82,189,954,881,1835
POA6210,224,358,582,7618,8776,16394,0,0,0,615,702,1317,4,5,9,5667,6468,12135,86,116,202,90,90,180,208,273,481,103,106,209,183,225,408,6,4,10,58,74,132,218,294,512,796,800,1596,81,130,211,41,57,98,990,1356,2346,824,940,1764,36,51,87,17624,20467,38091,73,66,139,85,80,165,16,19,35,3,3,6,94,196,290,97,199,296,8010,7167,15177,310,207,517,3156,2736,5892,29595,31299,60894
POA6211,23,28,51,717,745,1462,0,0,0,41,38,79,0,0,0,570,594,1164,4,4,8,6,14,20,15,20,35,16,12,28,18,10,28,0,0,0,3,9,12,16,15,31,65,65,130,3,3,6,5,5,10,92,105,197,52,75,127,3,5,8,1626,1719,3345,4,3,7,5,3,8,4,0,4,0,0,0,3,12,15,3,12,15,847,766,1613,20,25,45,246,216,462,2778,2772,5550
POA6213,7,0,7,93,100,193,0,0,0,6,9,15,0,0,0,51,64,115,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,4,3,7,0,4,4,10,3,13,0,0,0,0,0,0,6,6,12,14,15,29,3,0,3,190,207,397,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,135,99,234,3,3,6,27,25,52,366,334,700
POA6214,3,3,6,57,38,95,0,0,0,0,6,6,0,0,0,36,50,86,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,4,10,14,0,8,8,0,0,0,106,118,224,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,54,33,87,3,0,3,25,15,40,191,172,363
POA6215,5,17,22,374,453,827,0,0,0,21,26,47,0,0,0,508,535,1043,3,9,12,3,3,6,10,7,17,7,3,10,8,16,24,0,0,0,0,0,0,8,18,26,32,28,60,9,12,21,3,3,6,74,96,170,27,34,61,0,0,0,1087,1243,2330,3,0,3,4,3,7,0,0,0,0,0,0,8,13,21,8,13,21,485,398,883,15,8,23,167,126,293,1774,1808,3582
POA6218,3,0,3,47,46,93,0,0,0,8,9,17,0,0,0,35,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,3,5,8,4,8,12,8,3,11,0,0,0,105,110,215,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,76,82,158,0,3,3,54,45,99,241,240,481
POA6220,11,21,32,455,492,947,0,0,0,28,26,54,0,0,0,732,704,1436,28,37,65,10,7,17,20,24,44,9,9,18,5,13,18,0,0,0,8,5,13,3,4,7,31,35,66,7,4,11,12,10,22,92,96,188,53,66,119,4,3,7,1497,1535,3032,4,3,7,8,5,13,0,0,0,0,0,0,11,5,16,11,5,16,582,482,1064,15,12,27,263,243,506,2391,2306,4697
POA6221,3,0,3,31,46,77,0,0,0,5,7,12,0,0,0,81,67,148,6,0,6,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,3,0,3,0,0,0,3,3,6,12,10,22,0,0,0,151,142,293,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,58,45,103,0,0,0,23,15,38,235,205,440
POA6224,3,3,6,123,139,262,0,0,0,5,8,13,0,0,0,164,153,317,0,3,3,3,3,6,5,5,10,8,4,12,3,3,6,0,0,0,3,0,3,0,0,0,16,6,22,3,0,3,5,3,8,11,19,30,17,20,37,0,3,3,366,369,735,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,178,154,332,6,4,10,61,67,128,617,601,1218
POA6225,25,23,48,1002,1047,2049,0,0,0,81,67,148,0,0,0,1062,952,2014,31,23,54,13,3,16,17,39,56,10,11,21,17,18,35,3,0,3,9,8,17,19,15,34,63,60,123,22,32,54,11,14,25,191,233,424,81,73,154,10,14,24,2642,2609,5251,7,3,10,10,4,14,0,0,0,0,0,0,19,16,35,19,16,35,1538,1191,2729,52,25,77,612,351,963,4905,4222,9127
POA6226,0,0,0,70,74,144,0,0,0,4,4,8,0,0,0,97,90,187,0,0,0,0,0,0,0,0,0,3,7,10,4,0,4,0,0,0,0,0,0,3,3,6,7,8,15,0,0,0,0,3,3,6,13,19,10,18,28,0,0,0,204,220,424,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,92,61,153,5,3,8,17,14,31,318,302,620
POA6227,0,4,4,66,71,137,0,0,0,3,3,6,0,0,0,55,60,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,0,3,3,0,0,0,9,7,16,10,11,21,5,0,5,159,161,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,70,148,3,3,6,22,20,42,262,258,520
POA6229,3,0,3,61,68,129,0,0,0,3,0,3,0,0,0,62,57,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,9,19,0,0,0,0,0,0,11,5,16,13,15,28,0,0,0,163,154,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,40,127,3,3,6,30,30,60,286,227,513
POA6230,143,212,355,4136,4837,8973,0,0,0,365,391,756,0,3,3,4382,4779,9161,74,95,169,106,113,219,144,172,316,123,126,249,181,189,370,0,0,0,53,56,109,131,146,277,378,375,753,51,84,135,67,89,156,600,850,1450,594,674,1268,46,44,90,11431,13023,24454,100,60,160,104,115,219,7,13,20,3,3,6,80,109,189,83,112,195,5700,4960,10660,241,127,368,2387,1821,4208,20196,20443,40639
POA6232,26,38,64,989,1233,2222,0,0,0,140,134,274,0,0,0,937,1019,1956,8,12,20,9,3,12,40,43,83,26,19,45,26,26,52,0,0,0,17,15,32,29,37,66,75,63,138,8,13,21,17,23,40,173,227,400,131,148,279,7,9,16,2632,3024,5656,7,3,10,47,41,88,0,0,0,0,0,0,7,17,24,7,17,24,1481,1242,2723,50,44,94,409,355,764,4659,4764,9423
POA6233,32,46,78,1716,1918,3634,0,0,0,154,157,311,0,0,0,1684,1757,3441,24,28,52,16,19,35,73,76,149,35,43,78,31,41,72,0,0,0,8,10,18,37,44,81,150,165,315,13,22,35,14,12,26,273,318,591,273,340,613,24,32,56,4525,4982,9507,4,9,13,10,8,18,3,0,3,0,0,0,18,31,49,18,31,49,2423,2124,4547,71,42,113,771,680,1451,7857,7922,15779
POA6236,6,3,9,208,258,466,0,0,0,6,15,21,0,0,0,283,235,518,4,0,4,3,0,3,3,3,6,4,4,8,3,5,8,0,0,0,4,0,4,4,5,9,13,23,36,0,6,6,4,9,13,38,42,80,28,32,60,4,3,7,609,640,1249,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,287,246,533,6,0,6,74,72,146,985,964,1949
POA6237,6,6,12,356,350,706,0,0,0,12,15,27,0,0,0,287,282,569,0,0,0,0,3,3,3,4,7,3,7,10,7,16,23,0,0,0,0,0,0,0,4,4,23,33,56,0,3,3,5,7,12,54,64,118,37,41,78,0,0,0,787,829,1616,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,3,7,358,304,662,17,11,28,115,109,224,1287,1262,2549
POA6239,19,17,36,403,490,893,0,0,0,20,23,43,0,0,0,388,384,772,12,14,26,3,3,6,18,31,49,6,9,15,10,18,28,0,0,0,12,3,15,8,6,14,34,34,68,6,7,13,11,19,30,100,99,199,61,62,123,0,4,4,1092,1206,2298,6,3,9,10,8,18,0,0,0,0,0,0,8,6,14,8,6,14,697,633,1330,12,20,32,189,129,318,2033,2022,4055
POA6240,5,0,5,38,36,74,0,0,0,0,0,0,0,0,0,28,24,52,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,8,7,15,3,0,3,0,3,3,83,77,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,41,86,0,0,0,13,3,16,146,121,267
POA6244,3,8,11,236,226,462,0,0,0,10,19,29,0,0,0,134,145,279,4,3,7,5,3,8,3,3,6,5,3,8,0,6,6,0,0,0,0,0,0,5,6,11,18,15,33,0,5,5,9,12,21,43,51,94,24,30,54,0,3,3,496,530,1026,0,3,3,0,0,0,0,0,0,0,0,0,3,6,9,3,6,9,229,189,418,3,7,10,56,56,112,790,799,1589
POA6251,3,0,3,42,50,92,0,0,0,0,0,0,0,0,0,60,53,113,0,3,3,0,0,0,4,3,7,0,0,0,0,5,5,0,0,0,0,0,0,4,3,7,0,6,6,0,0,0,3,4,7,8,11,19,0,3,3,0,0,0,121,141,262,0,0,0,4,3,7,0,0,0,0,0,0,3,6,9,3,6,9,59,47,106,3,0,3,35,13,48,228,210,438
POA6253,7,14,21,63,79,142,0,0,0,3,3,6,0,0,0,47,38,85,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,8,14,0,0,0,3,3,6,10,14,24,3,6,9,0,0,0,138,154,292,3,0,3,0,0,0,0,0,0,0,0,0,4,5,9,4,5,9,91,91,182,3,3,6,24,24,48,270,291,561
POA6254,4,8,12,103,90,193,0,0,0,3,5,8,0,0,0,43,55,98,0,0,0,0,0,0,0,5,5,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,9,12,21,8,13,21,0,0,0,176,183,359,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,100,84,184,5,3,8,30,30,60,318,314,632
POA6255,11,22,33,439,520,959,0,0,0,25,23,48,0,0,0,252,310,562,13,16,29,9,10,19,12,7,19,11,6,17,7,5,12,0,0,0,0,0,0,9,5,14,31,30,61,0,3,3,5,7,12,66,89,155,43,48,91,3,3,6,925,1082,2007,5,0,5,3,0,3,3,3,6,0,0,0,6,25,31,6,25,31,597,528,1125,33,17,50,107,112,219,1690,1789,3479
POA6256,0,0,0,34,36,70,0,0,0,3,3,6,0,0,0,13,14,27,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,8,15,3,0,3,0,0,0,63,64,127,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,34,21,55,3,0,3,9,8,17,109,99,208
POA6258,23,24,47,600,674,1274,0,0,0,80,71,151,0,3,3,625,679,1304,10,9,19,51,41,92,17,31,48,6,4,10,8,16,24,0,0,0,0,6,6,19,11,30,35,25,60,0,4,4,31,42,73,135,170,305,102,69,171,0,0,0,1719,1855,3574,9,7,16,12,6,18,4,0,4,0,0,0,5,20,25,5,20,25,1047,911,1958,28,21,49,310,308,618,3157,3152,6309
POA6260,3,3,6,151,163,314,0,0,0,11,10,21,0,0,0,256,231,487,0,0,0,7,3,10,3,6,9,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,16,18,34,0,4,4,0,0,0,35,32,67,13,14,27,0,0,0,492,489,981,7,0,7,5,0,5,3,4,7,0,0,0,3,3,6,3,3,6,209,194,403,7,3,10,65,52,117,794,748,1542
POA6262,3,6,9,85,64,149,0,0,0,4,3,7,0,0,0,49,60,109,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,11,10,21,0,0,0,4,0,4,22,15,37,13,13,26,0,0,0,191,170,361,0,3,3,0,0,0,0,0,0,0,0,0,4,8,12,4,8,12,144,124,268,9,7,16,57,44,101,408,362,770
POA6271,4,10,14,301,347,648,0,0,0,13,12,25,0,0,0,213,234,447,0,3,3,0,3,3,6,4,10,0,0,0,5,7,12,0,0,0,0,0,0,3,3,6,44,35,79,3,3,6,7,15,22,67,60,127,25,20,45,0,0,0,687,746,1433,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,5,8,13,468,474,942,9,7,16,228,202,430,1401,1447,2848
POA6275,12,6,18,165,162,327,0,0,0,6,3,9,0,0,0,95,92,187,0,0,0,0,0,0,0,4,4,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,13,7,20,0,5,5,3,4,7,30,29,59,16,14,30,3,0,3,334,325,659,0,0,0,3,4,7,0,0,0,0,0,0,8,9,17,8,9,17,225,182,407,11,7,18,82,53,135,675,586,1261
POA6280,87,122,209,2767,3281,6048,0,0,0,195,224,419,4,5,9,1976,2248,4224,66,80,146,23,26,49,85,109,194,17,19,36,43,85,128,0,0,0,21,26,47,69,84,153,222,223,445,29,39,68,62,73,135,438,614,1052,400,455,855,7,23,30,6424,7614,14038,11,18,29,53,37,90,3,4,7,0,3,3,35,50,85,35,53,88,3515,3166,6681,121,69,190,1078,1073,2151,11327,12156,23483
POA6281,25,40,65,627,702,1329,0,0,0,27,27,54,0,0,0,572,634,1206,18,23,41,3,14,17,19,12,31,9,14,23,17,16,33,0,0,0,4,3,7,0,5,5,40,40,80,5,8,13,0,0,0,98,119,217,69,74,143,9,6,15,1517,1697,3214,3,3,6,3,0,3,3,0,3,0,0,0,18,11,29,18,11,29,942,798,1740,44,30,74,225,191,416,2780,2770,5550
POA6282,15,14,29,145,154,299,0,0,0,0,3,3,0,0,0,120,131,251,5,4,9,4,0,4,4,0,4,0,10,10,4,7,11,0,0,0,4,5,9,3,3,6,12,8,20,0,3,3,0,0,0,15,24,39,8,5,13,0,0,0,324,357,681,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,235,195,430,14,6,20,46,38,84,638,610,1248
POA6284,6,13,19,161,154,315,0,0,0,7,8,15,0,0,0,124,123,247,0,0,0,0,5,5,5,5,10,0,0,0,5,5,10,0,0,0,5,4,9,5,3,8,6,13,19,0,0,0,0,4,4,26,39,65,27,25,52,0,0,0,371,388,759,0,3,3,0,4,4,4,0,4,0,0,0,0,4,4,0,4,4,318,268,586,5,7,12,127,86,213,831,773,1604
POA6285,83,104,187,543,685,1228,0,0,0,53,57,110,0,0,0,621,660,1281,0,5,5,8,11,19,36,36,72,3,4,7,22,33,55,0,0,0,6,3,9,7,9,16,45,43,88,3,0,3,7,5,12,119,146,265,63,77,140,6,3,9,1542,1777,3319,14,11,25,23,21,44,5,3,8,4,3,7,14,11,25,18,14,32,1534,1399,2933,68,35,103,458,418,876,3745,3782,7527
POA6286,7,4,11,50,59,109,0,0,0,12,6,18,0,0,0,24,37,61,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,0,5,5,5,3,8,0,3,3,3,3,6,11,10,21,11,6,17,0,0,0,125,135,260,3,3,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,118,84,202,0,0,0,55,43,98,308,272,580
POA6288,4,5,9,38,54,92,0,0,0,0,3,3,0,0,0,34,31,65,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,0,8,8,0,0,0,0,0,0,4,9,13,3,3,6,0,0,0,88,111,199,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,79,67,146,3,0,3,27,17,44,204,203,407
POA6290,6,17,23,238,238,476,0,0,0,4,5,9,0,0,0,122,132,254,3,0,3,4,4,8,0,0,0,0,0,0,4,9,13,0,0,0,3,3,6,0,0,0,13,27,40,0,0,0,0,3,3,44,70,114,18,22,40,3,3,6,456,516,972,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,5,4,9,260,209,469,15,8,23,76,76,152,818,830,1648
POA6302,12,11,23,413,468,881,0,0,0,17,15,32,0,0,0,274,283,557,17,22,39,6,3,9,13,18,31,6,3,9,5,7,12,3,3,6,3,6,9,7,5,12,27,39,66,15,34,49,3,8,11,109,105,214,45,35,80,9,3,12,972,1057,2029,0,0,0,5,0,5,0,0,0,0,0,0,9,14,23,9,14,23,486,447,933,14,7,21,198,164,362,1696,1700,3396
POA6304,3,5,8,330,293,623,0,0,0,8,9,17,0,0,0,110,123,233,0,3,3,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,4,11,15,17,19,36,9,4,13,3,0,3,30,40,70,15,24,39,5,3,8,540,535,1075,0,0,0,0,0,0,0,0,0,0,3,3,8,5,13,8,8,16,180,144,324,8,12,20,69,54,123,808,758,1566
POA6306,0,0,0,120,123,243,0,0,0,9,3,12,0,0,0,62,59,121,0,0,0,0,0,0,3,5,8,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,12,20,32,0,0,0,0,0,0,60,60,120,15,20,35,0,0,0,284,293,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,109,238,13,12,25,46,48,94,472,462,934
POA6308,8,6,14,209,227,436,0,0,0,46,45,91,0,0,0,132,116,248,3,0,3,3,3,6,4,17,21,3,0,3,3,6,9,0,0,0,0,0,0,3,4,7,8,16,24,4,5,9,3,4,7,48,54,102,11,24,35,0,0,0,480,521,1001,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,3,3,6,237,188,425,9,4,13,79,60,139,819,782,1601
POA6309,0,3,3,33,31,64,0,0,0,17,22,39,0,0,0,8,8,16,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,0,3,3,73,79,152,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,42,24,66,0,4,4,16,20,36,131,133,264
POA6311,0,0,0,62,67,129,0,0,0,13,10,23,0,0,0,50,63,113,0,0,0,0,0,0,4,4,8,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,3,3,6,28,40,68,7,6,13,0,0,0,181,200,381,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,3,3,89,71,160,4,3,7,25,23,48,299,304,603
POA6312,11,18,29,473,547,1020,0,0,0,119,112,231,3,0,3,489,537,1026,3,3,6,7,6,13,29,40,69,15,21,36,27,28,55,0,0,0,3,10,13,20,27,47,42,38,80,18,33,51,3,8,11,176,221,397,57,54,111,0,3,3,1484,1688,3172,8,5,13,5,3,8,0,0,0,0,3,3,11,11,22,11,14,25,676,555,1231,34,11,45,214,190,404,2443,2484,4927
POA6313,3,0,3,42,55,97,3,0,3,0,3,3,0,0,0,36,49,85,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,11,15,26,7,8,15,0,0,0,112,133,245,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,31,85,3,0,3,12,16,28,187,180,367
POA6315,3,8,11,224,245,469,0,0,0,36,43,79,0,0,0,184,151,335,0,0,0,3,3,6,0,0,0,0,3,3,6,3,9,0,0,0,3,3,6,4,4,8,17,15,32,6,5,11,3,8,11,89,102,191,12,12,24,0,0,0,587,597,1184,0,3,3,0,0,0,0,0,0,0,0,0,6,8,14,6,8,14,250,220,470,8,0,8,85,73,158,939,909,1848
POA6316,3,0,3,53,47,100,0,0,0,19,15,34,0,0,0,38,35,73,0,3,3,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,3,3,3,3,6,7,4,11,0,0,0,0,0,0,13,12,25,10,12,22,0,0,0,147,137,284,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,50,47,97,3,0,3,19,11,30,222,198,420
POA6317,26,30,56,311,361,672,0,0,0,193,209,402,0,0,0,340,361,701,0,0,0,8,6,14,26,21,47,6,7,13,59,50,109,0,0,0,18,20,38,14,21,35,33,25,58,11,10,21,4,10,14,90,95,185,83,100,183,0,4,4,1196,1300,2496,6,4,10,193,190,383,0,0,0,0,0,0,0,6,6,0,6,6,478,420,898,9,8,17,174,142,316,2082,2100,4182
POA6318,0,0,0,28,35,63,0,0,0,4,3,7,0,0,0,17,16,33,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,3,3,0,0,0,4,3,7,0,3,3,5,3,8,0,7,7,0,0,0,0,0,0,62,76,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,35,80,0,0,0,11,4,15,118,115,233
POA6320,3,7,10,81,105,186,0,0,0,76,62,138,0,0,0,76,96,172,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,3,3,0,3,3,5,7,12,0,0,0,0,3,3,40,49,89,12,10,22,0,0,0,300,348,648,3,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,98,54,152,0,0,0,51,37,88,455,451,906
POA6321,0,0,0,33,45,78,0,0,0,3,9,12,0,0,0,15,11,26,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,4,3,7,0,0,0,64,74,138,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,46,34,80,0,0,0,28,17,45,141,128,269
POA6322,0,5,5,74,56,130,0,0,0,25,23,48,0,0,0,21,39,60,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,4,5,9,12,11,23,10,6,16,0,0,0,152,151,303,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,59,36,95,0,0,0,29,23,52,243,215,458
POA6323,3,4,7,120,124,244,0,0,0,17,8,25,0,0,0,50,54,104,0,4,4,0,0,0,0,0,0,3,0,3,3,5,8,0,0,0,3,0,3,3,3,6,13,11,24,0,0,0,4,5,9,22,20,42,17,27,44,0,0,0,255,261,516,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,174,159,333,3,0,3,58,64,122,493,492,985
POA6324,4,17,21,362,355,717,0,0,0,81,85,166,0,0,0,168,192,360,0,0,0,3,0,3,17,19,36,7,7,14,5,5,10,0,0,0,9,3,12,9,22,31,25,27,52,0,0,0,13,11,24,56,88,144,53,60,113,7,0,7,815,874,1689,0,0,0,31,20,51,0,0,0,0,0,0,3,12,15,3,12,15,462,444,906,13,5,18,169,155,324,1497,1527,3024
POA6326,0,0,0,62,70,132,0,0,0,4,4,8,0,0,0,23,24,47,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,9,7,16,0,6,6,13,14,27,3,0,3,3,0,3,17,10,27,9,13,22,0,0,0,147,153,300,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,6,0,6,92,67,159,0,3,3,19,17,36,267,240,507
POA6327,3,0,3,32,31,63,0,0,0,3,0,3,0,0,0,15,21,36,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,25,11,36,0,0,0,0,3,3,7,12,19,7,6,13,0,0,0,97,91,188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,41,34,75,4,0,4,13,9,22,158,137,295
POA6328,0,3,3,53,50,103,0,0,0,12,8,20,0,0,0,28,29,57,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,6,3,4,7,0,0,0,0,0,0,15,16,31,6,3,9,0,0,0,124,113,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,70,156,0,3,3,19,11,30,229,200,429
POA6330,107,147,254,2993,3618,6611,0,0,0,551,617,1168,60,60,120,2327,2497,4824,97,112,209,34,36,70,87,113,200,42,49,91,101,144,245,3,3,6,50,54,104,229,254,483,626,680,1306,72,92,164,66,74,140,719,991,1710,551,660,1211,18,26,44,8626,10080,18706,22,27,49,38,39,77,15,6,21,0,0,0,54,110,164,54,110,164,5246,4790,10036,196,157,353,1883,1378,3261,16187,16734,32921
POA6333,38,58,96,495,550,1045,0,0,0,26,40,66,0,0,0,291,310,601,5,0,5,5,0,5,44,51,95,0,11,11,14,12,26,0,3,3,0,3,3,5,3,8,47,39,86,7,7,14,5,3,8,102,130,232,59,66,125,0,7,7,1105,1235,2340,5,4,9,0,3,3,3,3,6,0,0,0,17,50,67,17,50,67,1099,1023,2122,40,34,74,248,229,477,2555,2639,5194
